50 170
30,19,195 111,123,219 212,250,244 232,255,213 225,255,202 242,246,247 255,233,255 255,229,255 255,246,253 255,255,225 255,255,218 255,255,235 248,251,255 241,248,255 239,253,255 236,255,255 236,255,241 236,255,239 238,255,239 244,255,244 251,255,251 255,255,252 255,254,253 255,250,251 255,250,253 255,250,251 252,252,252 251,255,254 245,255,248 238,254,243 236,255,243 239,255,248 252,249,255 253,252,255 253,252,255 249,247,255 249,248,255 253,253,255 253,255,255 250,254,248 247,252,237 250,255,237 255,255,241 255,255,245 255,255,248 255,253,252 255,250,255 255,248,255 249,255,254 250,255,254 250,254,255 252,253,255 254,252,255 255,251,255 255,250,255 255,249,255 255,248,255 247,239,255 253,245,255 250,244,255 238,234,253 242,240,255 240,238,255 212,212,230 182,151,182 158,133,177 103,87,158 51,46,151 25,33,176 8,28,205 0,20,225 0,17,239 0,24,248 16,50,255 55,81,255 95,110,255 144,150,255 193,189,255 221,208,255 226,210,255 233,245,245 235,243,242 241,244,242 251,248,240 255,248,236 255,248,229 255,255,228 255,255,230 255,255,225 255,255,228 255,255,236 255,253,246 255,248,255 252,240,255 243,233,255 239,227,255 229,255,232 232,255,237 231,251,238 236,246,246 248,250,255 248,248,255 244,247,255 246,255,254 239,255,242 228,255,226 223,255,219 227,255,220 228,255,218 222,255,211 222,255,212 228,255,220 244,255,255 244,255,255 244,255,255 242,254,254 242,254,255 243,253,255 243,251,255 243,248,255 239,243,255 238,240,255 238,240,255 242,243,255 244,248,255 245,253,255 245,255,255 244,255,252 253,255,254 251,255,250 247,254,247 248,255,245 249,255,244 250,255,242 246,255,238 243,255,233 246,255,238 244,255,236 244,255,236 246,255,239 248,255,242 248,255,245 247,255,246 245,255,243 255,236,255 255,245,255 255,246,255 255,248,255 254,246,255 252,248,253 252,254,248 252,255,241 248,255,233 251,255,233 255,255,236 255,255,238 255,254,240 255,250,245 255,249,252 255,248,255 252,252,252 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255
45,30,211 83,85,203 199,224,255 224,255,234 241,255,238 242,247,250 239,224,255 255,242,255 255,248,250 255,255,233 255,255,231 250,249,245 241,241,255 235,242,255 234,250,249 232,255,239 242,255,248 243,255,250 245,255,250 249,255,251 252,255,251 255,254,253 255,253,254 255,253,254 255,253,254 255,250,251 253,251,251 252,254,254 250,255,254 244,255,252 242,255,252 243,255,254 252,250,255 254,252,255 252,251,255 249,248,255 249,248,255 252,252,255 252,254,254 250,254,248 235,239,227 236,242,225 242,245,229 247,250,235 253,251,243 255,252,251 255,252,255 255,252,255 250,251,255 250,252,255 250,253,255 252,253,255 254,253,255 255,254,254 255,254,254 255,253,255 255,253,255 255,251,255 255,250,255 253,247,255 236,231,255 239,232,255 245,237,255 233,225,255 234,228,255 237,229,255 227,218,255 212,199,255 196,180,255 168,149,255 136,115,237 120,98,227 61,40,172 57,39,168 57,44,166 57,48,159 43,40,139 36,37,125 54,58,137 79,85,160 102,106,211 127,130,238 164,167,255 194,200,255 212,219,255 216,223,255 211,221,255 209,220,255 223,234,255 227,238,255 233,240,255 242,245,253 252,250,250 255,255,252 255,255,251 255,255,249 255,255,217 255,255,216 242,243,203 244,238,209 255,251,235 255,253,247 255,244,247 255,243,249 252,247,255 242,242,254 235,240,255 237,242,255 240,244,255 244,245,255 246,242,255 248,241,255 228,228,252 233,234,254 243,244,255 251,254,255 253,255,254 254,255,250 248,251,242 245,246,237 255,255,251 255,253,252 249,249,249 245,248,246 244,250,245 246,254,244 247,255,244 249,255,244 252,255,246 250,252,246 247,251,246 248,251,249 249,254,253 251,255,255 248,252,255 246,249,255 248,250,255 246,248,255 245,247,255 248,250,255 250,252,255 249,251,255 243,243,255 237,238,248 240,230,243 250,240,253 255,249,255 255,249,255 254,248,255 255,252,255 255,255,254 254,255,248 251,255,241 251,255,238 254,255,238 253,255,240 255,254,244 255,252,248 255,251,254 255,252,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
81,60,246 52,43,187 190,196,255 217,232,255 238,252,255 243,251,251 250,249,253 250,244,249 255,251,254 255,252,253 255,248,255 252,243,255 243,240,255 240,245,254 238,254,243 239,255,234 250,254,255 250,254,255 250,253,255 251,252,255 251,250,252 255,250,251 255,253,252 255,255,254 255,255,254 255,251,250 254,249,250 254,253,255 253,254,255 250,253,255 249,253,255 250,253,255 252,251,253 254,253,255 254,253,255 250,248,254 250,248,254 252,253,255 252,254,254 250,254,249 249,252,243 247,251,239 246,250,238 250,251,241 255,255,249 255,255,254 255,254,255 255,250,255 250,253,255 250,253,255 252,253,255 252,254,255 254,254,254 254,255,253 255,255,251 255,255,251 255,254,250 250,251,247 250,253,251 237,242,241 217,222,223 218,225,228 236,242,247 240,249,253 232,247,255 234,243,255 241,241,255 255,243,255 255,242,255 255,234,255 255,225,255 255,220,255 255,224,255 255,203,255 222,177,250 186,154,233 138,119,204 90,81,171 61,62,153 53,59,154 30,27,196 37,36,206 34,34,210 19,23,202 17,24,203 40,54,227 80,98,255 107,129,255 147,169,255 171,195,255 202,222,255 222,237,255 230,239,255 238,241,246 252,247,244 255,255,247 251,244,235 249,240,230 239,227,217 246,229,220 255,250,243 255,252,252 255,251,255 255,247,255 255,241,255 255,238,255 255,236,255 255,231,255 255,229,255 255,225,255 255,216,255 255,207,255 255,246,255 255,247,255 255,251,255 255,254,254 255,255,246 255,255,241 255,255,241 255,255,241 255,255,244 255,255,247 255,255,246 255,252,245 255,252,245 255,254,245 255,255,246 255,255,245 251,250,246 250,248,247 250,248,248 249,248,252 252,249,255 254,249,255 252,248,255 251,245,255 251,245,255 250,242,255 250,242,255 252,244,255 253,245,255 249,241,255 241,233,255 235,227,255 231,232,228 241,242,240 251,250,252 253,251,255 253,250,255 255,252,255 254,252,255 252,251,255 254,254,254 252,253,249 251,253,247 251,253,247 253,255,249 255,255,254 255,255,255 255,254,255 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
143,124,255 31,16,168 138,129,246 222,221,255 229,238,255 226,241,233 250,255,242 243,247,236 250,244,255 254,239,255 255,241,255 253,244,255 250,247,255 248,252,253 246,255,250 247,255,250 254,248,255 253,245,255 249,242,255 248,243,252 252,246,251 254,249,250 255,253,249 255,254,249 255,254,249 255,253,249 255,254,253 255,254,255 255,251,255 251,246,255 253,246,255 255,250,255 252,253,249 254,255,251 253,254,252 249,249,249 249,248,250 253,252,254 254,254,254 252,253,251 255,255,252 253,255,249 250,253,244 253,255,249 255,255,252 255,255,254 255,252,254 250,247,249 252,255,244 252,255,246 252,255,248 254,255,251 254,254,254 254,253,255 255,252,255 254,253,255 254,255,251 253,255,247 251,255,238 250,255,230 239,255,212 238,255,206 244,255,209 243,255,206 253,255,224 250,255,223 250,255,230 253,255,243 249,245,250 242,232,255 242,225,255 240,218,255 226,201,255 232,205,255 232,205,255 228,200,255 229,202,255 231,206,255 217,194,255 198,175,255 148,145,248 144,138,245 117,109,223 76,65,187 54,40,166 55,40,168 60,46,172 59,47,167 32,25,136 44,40,141 64,65,156 90,95,180 118,127,207 146,158,236 170,182,255 184,197,255 212,204,255 224,218,255 226,221,255 225,220,255 232,226,255 233,227,255 230,225,254 240,231,252 255,244,255 255,244,255 255,236,248 255,228,237 255,234,238 255,248,246 255,252,245 255,249,241 255,234,230 255,240,234 255,246,238 255,254,240 255,255,242 255,255,243 252,255,246 248,253,251 246,246,252 251,247,255 255,247,255 255,247,255 255,248,255 255,247,255 255,246,255 255,246,253 253,244,255 253,244,255 254,246,255 255,247,255 255,249,255 255,251,255 255,252,254 255,252,254 255,253,255 255,253,255 255,252,255 255,251,255 255,250,255 255,246,255 249,240,255 244,235,255 233,246,224 241,253,235 248,255,245 248,253,251 249,250,254 250,249,255 251,246,255 248,243,255 254,250,255 252,248,255 249,249,255 251,253,254 251,255,255 251,255,255 246,253,250 242,249,246 247,247,247 252,252,252 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 246,246,246
205,197,255 63,51,177 57,43,168 185,176,255 236,241,255 217,236,227 235,255,222 246,255,238 229,229,241 236,224,255 243,230,255 250,241,255 251,250,254 249,252,250 249,248,255 249,243,255 255,246,255 252,240,255 245,234,250 244,236,246 250,244,249 254,252,251 255,255,249 254,255,245 252,253,243 255,255,247 255,255,251 255,255,254 253,248,250 247,239,246 251,241,253 255,250,255 254,255,245 255,255,248 254,254,248 248,249,245 248,249,247 252,252,252 254,254,254 252,252,252 238,238,238 237,237,237 239,240,238 244,247,245 252,255,253 253,255,255 251,253,253 246,248,248 252,255,241 252,255,243 254,255,246 254,255,250 254,255,253 254,253,255 254,252,255 254,253,255 245,247,247 249,255,249 246,255,240 240,255,229 242,255,226 241,255,219 231,255,206 223,255,195 235,246,196 238,252,211 244,255,242 225,249,255 163,193,228 107,143,207 78,115,207 57,93,207 55,88,215 83,108,242 110,125,255 130,132,255 154,145,255 192,172,255 224,195,255 239,205,255 224,226,234 233,231,243 240,231,252 247,228,255 255,227,255 247,212,255 209,169,234 162,124,196 161,126,206 119,91,180 68,50,149 39,32,143 35,37,161 33,43,180 22,38,185 7,28,180 25,24,222 54,55,243 80,86,253 106,116,255 140,157,255 170,191,255 194,217,255 216,238,255 218,238,255 234,251,254 247,255,248 253,255,238 255,255,231 255,255,226 255,250,211 252,236,193 255,254,248 255,255,248 255,255,246 255,255,244 254,252,241 252,253,244 254,255,253 253,253,255 249,244,255 253,244,255 255,245,255 255,245,255 255,244,255 255,244,255 255,246,254 255,247,253 255,245,255 255,247,255 255,247,255 255,249,255 255,250,255 255,251,252 255,253,248 255,255,246 255,255,247 255,255,245 255,255,244 255,255,244 255,255,244 255,255,243 255,255,244 255,255,243 239,255,227 243,255,234 246,255,240 246,255,244 247,249,249 252,248,255 254,246,255 251,242,255 251,241,255 250,241,255 249,244,255 250,249,255 248,253,255 243,251,250 233,245,239 227,240,232 238,238,238 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 234,234,234 234,234,234
220,236,255 167,166,238 56,40,158 101,80,207 214,206,255 239,253,255 230,255,219 240,255,224 220,234,223 228,226,255 238,229,255 246,240,255 251,250,252 253,252,248 255,247,255 255,241,255 255,248,255 255,242,255 245,235,248 243,235,245 245,242,244 247,250,248 249,255,250 250,255,248 245,253,243 248,255,246 253,255,249 255,255,251 252,249,245 246,240,241 252,244,245 255,252,255 254,255,244 255,255,246 254,255,245 249,250,241 249,249,243 254,252,251 255,254,254 252,251,253 239,238,242 240,239,243 241,242,246 247,248,252 251,255,255 251,255,255 251,255,254 249,254,252 254,251,255 254,252,255 254,253,255 254,255,253 255,255,250 254,255,248 254,255,248 254,255,251 251,252,255 248,248,255 220,218,248 193,190,236 205,197,255 224,216,255 229,220,255 229,218,255 219,231,255 212,227,255 197,216,255 136,162,246 45,77,174 0,36,146 0,40,159 0,38,164 2,43,169 0,36,158 5,39,153 23,50,154 34,55,147 39,53,135 54,63,136 71,78,147 126,131,140 145,148,163 167,165,194 185,178,221 205,193,251 226,209,255 234,216,255 232,214,255 224,208,255 213,202,255 198,190,255 178,174,255 154,152,255 125,127,245 101,103,227 85,89,214 41,34,179 46,43,183 38,40,172 29,39,157 36,55,158 41,68,154 34,68,138 31,69,127 73,113,162 96,135,180 130,164,210 160,190,239 185,208,255 201,218,255 204,217,255 202,211,255 217,226,255 223,232,255 232,238,255 238,242,255 243,243,255 250,244,249 255,248,245 255,250,246 255,255,249 255,255,251 255,255,249 255,255,247 244,254,241 239,255,239 241,255,241 239,255,240 255,251,255 255,252,255 255,253,255 255,251,255 255,248,255 255,247,255 255,249,255 255,251,255 255,253,254 255,254,250 255,254,244 254,255,237 254,255,233 255,255,232 255,255,231 255,255,230 239,255,230 243,255,236 244,255,239 245,255,242 248,252,247 255,252,255 255,249,255 255,246,255 249,235,255 249,237,255 249,241,255 248,247,255 244,249,252 235,246,243 226,242,231 220,238,225 235,235,235 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 243,243,243 243,243,243
222,255,206 237,251,255 132,114,227 50,16,177 144,118,255 220,221,255 234,255,238 230,255,210 226,255,215 232,245,243 240,241,255 246,244,255 251,251,251 255,254,244 255,254,246 255,252,253 255,248,255 255,245,255 247,241,252 239,235,246 231,233,241 232,238,245 238,247,251 243,255,255 240,252,254 240,250,250 243,251,250 249,254,252 252,253,249 251,251,245 254,250,245 255,254,249 253,255,245 254,255,246 251,255,243 249,250,240 249,250,241 253,253,247 255,254,253 255,251,255 255,253,255 254,251,255 251,250,255 249,251,255 250,253,255 249,255,254 250,255,254 248,255,252 254,243,255 255,244,255 255,249,255 255,253,255 255,255,247 255,255,241 254,255,240 252,255,247 250,251,255 240,232,255 171,155,233 87,60,180 57,18,180 56,10,207 53,0,223 51,0,231 2,18,195 1,15,187 19,29,190 29,34,179 48,47,173 125,120,229 210,204,255 237,232,255 221,219,255 192,196,249 163,175,223 142,165,210 115,148,193 74,116,163 39,87,135 24,75,125 42,41,133 52,52,152 56,59,168 40,47,170 21,31,168 20,34,177 42,58,205 64,84,226 96,117,249 131,151,255 173,189,255 200,208,255 203,207,255 204,200,255 211,200,255 220,206,255 243,222,255 238,220,255 204,192,250 159,156,218 126,133,202 94,109,182 57,81,157 35,64,145 35,68,154 26,58,157 16,48,161 12,39,173 12,34,190 20,35,215 36,48,244 51,61,255 102,119,236 127,142,252 163,175,255 198,204,255 221,223,255 236,232,255 243,237,255 247,239,246 248,243,242 249,249,243 247,255,244 239,255,243 228,255,238 218,255,235 215,255,238 214,255,240 246,253,246 248,254,249 250,255,251 251,254,252 249,251,251 251,250,252 252,251,253 255,254,255 253,251,251 253,252,248 254,254,248 251,255,244 251,255,241 251,255,238 249,255,236 250,255,237 240,255,237 244,255,240 246,255,242 247,255,243 252,254,248 255,254,255 255,251,255 255,245,255 254,238,255 255,242,255 254,245,255 251,248,255 245,250,249 239,250,242 235,250,236 232,251,232 242,242,242 251,251,251 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255
243,255,202 238,253,249 193,175,255 63,24,194 84,48,214 151,140,237 220,236,253 234,255,233 233,255,225 235,255,238 240,251,249 243,249,248 247,251,239 251,255,230 255,255,230 255,255,234 248,244,255 249,246,255 245,244,255 231,232,252 216,220,244 213,220,247 223,231,255 234,245,255 236,247,255 231,242,255 230,240,255 239,248,255 248,254,255 251,255,255 252,255,251 253,255,249 251,255,247 252,255,248 251,255,244 246,250,239 248,249,239 253,254,245 255,254,253 255,251,255 253,248,255 250,246,255 245,242,255 240,240,252 237,240,248 237,245,245 242,252,246 244,255,249 255,247,255 255,248,255 255,251,255 255,254,254 255,255,248 255,255,247 254,255,248 252,254,254 233,231,250 250,241,255 206,191,255 133,110,218 106,77,217 110,73,243 108,65,255 104,60,255 66,73,246 61,63,227 87,82,227 124,109,230 169,143,237 244,208,255 255,238,255 255,218,240 255,241,249 255,250,254 255,251,255 244,238,249 219,227,250 205,228,255 194,226,255 180,219,255 174,167,255 156,150,255 130,127,255 102,102,248 71,77,226 43,55,203 25,43,184 21,42,174 22,46,166 20,44,150 24,44,139 41,56,142 76,83,163 117,117,195 151,145,222 169,161,238 212,188,236 236,214,255 237,223,255 220,212,255 209,209,255 199,207,255 191,203,255 190,206,255 155,172,255 144,159,255 131,142,253 111,119,243 78,82,224 43,44,202 26,26,198 29,26,206 44,43,169 40,41,163 35,39,151 37,43,142 49,59,147 77,90,168 111,127,196 136,152,218 175,192,255 189,204,255 206,220,255 215,231,255 218,234,255 215,231,255 213,232,255 212,231,255 234,242,255 237,246,255 241,251,255 243,254,251 243,255,242 245,255,235 248,255,232 251,255,231 246,255,225 248,255,230 250,255,236 250,255,242 249,255,248 245,253,252 243,249,255 243,248,255 244,252,251 249,255,253 251,255,252 254,255,248 255,255,247 255,255,248 255,251,247 255,243,243 255,249,251 255,250,255 255,252,255 255,253,254 251,252,248 247,255,244 249,255,243 248,255,242 250,250,250 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 255,255,255 255,255,255 248,248,248 248,248,248
246,255,227 221,230,234 233,220,255 204,177,255 90,61,201 49,30,146 135,131,206 218,227,255 227,242,255 235,253,252 229,248,233 248,255,237 244,255,224 255,255,231 250,254,229 254,253,239 240,239,255 242,242,255 185,185,221 160,161,205 132,135,186 106,108,166 119,121,185 89,93,158 108,113,176 121,125,183 193,198,247 229,236,255 234,241,255 240,247,255 235,241,252 248,254,255 249,253,254 244,249,248 244,248,243 253,255,249 255,255,248 255,255,247 254,253,249 255,253,255 255,252,255 253,248,255 240,237,253 233,233,247 239,241,251 245,253,253 245,255,251 242,255,245 255,255,243 251,253,241 255,255,248 255,255,251 255,253,253 252,248,254 255,248,255 249,243,255 245,243,255 243,240,255 238,239,255 235,239,255 233,240,255 228,239,255 227,239,255 226,238,255 230,220,255 235,224,255 245,231,255 247,228,255 250,226,255 255,242,255 255,247,255 255,238,248 255,243,251 255,246,255 255,244,255 255,245,255 255,230,255 248,227,255 253,234,255 244,226,255 225,220,255 222,218,255 216,211,255 217,211,255 228,221,255 234,228,255 222,218,255 203,202,252 166,170,219 136,141,196 94,103,167 60,68,151 41,50,153 35,43,164 30,38,175 28,36,180 56,44,174 55,47,177 80,79,205 104,112,233 112,127,243 141,158,255 176,191,255 187,197,255 196,199,255 219,214,255 213,203,255 219,208,255 235,224,255 236,227,255 227,221,255 205,199,246 190,177,255 156,147,233 112,112,196 76,87,171 37,57,145 12,42,137 9,41,146 21,55,169 20,48,173 18,37,172 31,38,177 65,60,199 107,89,226 145,117,247 174,140,255 194,155,255 209,209,255 212,213,255 216,220,255 219,227,255 224,237,245 231,248,237 239,255,233 246,255,231 246,255,228 244,255,228 241,255,230 239,255,240 240,254,252 241,250,255 238,246,255 236,242,255 211,206,227 186,183,199 186,183,192 177,172,173 164,162,152 169,163,150 166,159,144 172,163,150 192,181,173 225,214,210 254,245,242 250,245,242 240,238,230 248,252,240 246,254,237 223,232,211 229,229,229 237,237,237 255,255,255 255,255,255 254,254,254 255,255,255 247,247,247 254,254,254 241,241,241 241,241,241
236,235,255 248,249,255 233,233,255 226,223,255 207,199,255 103,87,188 47,26,148 110,89,211 229,218,255 219,220,255 243,255,255 229,250,218 242,255,223 243,251,234 255,251,255 254,240,255 194,197,248 106,107,163 45,45,109 68,67,139 81,79,161 48,45,137 42,39,138 63,59,160 55,52,151 57,56,148 53,53,137 70,72,143 129,133,192 216,222,255 216,223,255 222,231,255 245,248,255 248,252,255 250,255,255 247,253,248 244,249,240 255,255,248 242,243,234 255,255,255 249,244,253 249,242,255 250,244,255 253,250,255 251,251,255 247,254,255 243,252,249 238,252,241 254,255,237 255,255,242 255,255,247 249,246,241 244,239,241 255,250,255 255,250,255 246,242,254 247,247,253 246,251,249 244,255,241 239,255,232 235,255,219 229,255,209 228,255,203 230,255,202 255,255,244 254,242,230 249,238,230 255,249,245 252,247,248 249,245,251 251,249,255 253,249,255 255,247,255 254,242,255 253,235,255 255,238,255 255,234,255 255,238,255 255,239,255 255,224,255 233,242,246 235,244,247 242,248,247 250,254,249 255,255,248 255,255,244 252,254,235 239,243,224 241,247,236 240,246,251 235,242,255 222,226,255 194,198,255 157,160,255 120,122,255 100,98,251 53,50,213 31,35,190 23,37,179 21,44,170 16,46,159 29,60,163 41,64,164 35,45,146 90,86,187 138,120,219 176,151,241 215,190,255 232,211,255 232,221,254 243,242,255 242,245,253 197,208,255 204,216,255 205,219,255 210,229,255 200,221,255 198,219,255 160,179,255 123,137,233 108,115,226 87,84,210 63,53,190 53,34,180 52,28,176 55,25,174 58,26,175 64,30,178 41,39,139 63,62,160 99,98,192 141,136,227 175,170,255 199,193,255 213,208,255 219,214,255 223,221,255 227,227,255 232,234,255 231,238,255 228,237,255 225,237,255 225,240,255 227,242,255 160,144,185 139,123,157 137,125,147 126,118,125 125,119,114 140,137,122 137,133,115 134,130,112 126,120,107 129,121,114 141,134,131 153,146,143 167,164,156 205,205,193 244,245,229 255,255,240 243,243,243 255,255,255 255,255,255 251,251,251 246,246,246 255,255,255 249,249,249 255,255,255 250,250,250 250,250,250
