50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 254,254,254 241,255,230 243,255,240 245,245,255 252,238,255 255,238,255 255,243,255 252,250,255 243,251,251 227,238,255 165,166,254 46,29,197 33,0,241 35,0,255 33,0,255 44,15,255 29,8,230 69,61,252 109,104,255 147,151,255 166,181,255 182,209,255 205,242,250 215,255,230 216,255,207 224,255,198 234,255,200 243,255,210 246,255,221 250,255,237 249,255,250 250,248,255 253,245,255 255,237,255 255,235,255 255,233,255 255,234,255 255,235,255 255,236,255 255,234,255 255,231,255 254,236,255 245,236,255 244,244,255 248,255,255 244,255,247 235,255,232 232,255,224 237,255,226 209,255,227 213,255,230 216,255,231 222,255,235 228,255,239 236,255,244 240,255,244 242,251,241 255,255,252 255,251,254 255,247,255 255,245,255 255,245,255 255,243,255 255,239,255 255,235,255 246,255,212 249,255,222 249,255,233 249,255,244 251,251,255 255,249,255 255,246,255 250,243,255 255,252,254 255,254,249 255,255,246 255,255,248 255,254,254 255,250,255 255,246,255 255,244,255 251,249,249 254,253,255 255,254,255 254,252,255 251,250,255 252,251,255 250,251,255 247,248,255 250,251,255 250,252,255 250,253,255 250,254,255 252,255,253 252,255,251 252,255,250 252,255,248 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 248,248,248 245,245,245 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 245,245,245 238,238,238 240,240,240 246,246,246 252,252,252 252,252,252 249,249,249 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 245,255,225 247,255,238 251,251,255 255,243,255 255,241,255 255,247,255 253,255,249 246,255,246 232,247,255 115,122,185 38,34,160 103,87,255 102,84,255 88,74,255 66,63,216 52,58,185 16,26,140 28,36,149 39,46,155 47,53,158 66,72,171 107,112,203 161,165,248 200,204,255 230,233,255 224,228,255 220,223,255 224,227,255 233,237,255 242,247,255 245,250,253 243,247,248 255,255,228 255,255,227 255,252,227 255,255,242 255,255,252 255,251,255 255,244,255 255,242,255 255,245,255 255,245,255 255,247,255 250,247,255 248,250,255 251,255,255 249,255,251 241,249,242 255,255,243 255,255,243 253,255,245 254,255,247 253,255,247 251,253,247 252,253,251 253,255,255 252,253,255 250,250,255 249,248,255 251,249,255 251,251,255 251,250,255 251,249,255 251,249,255 255,255,245 255,255,248 255,255,251 255,250,251 255,249,254 255,251,255 255,251,255 255,249,255 255,249,255 255,250,255 254,253,255 255,254,255 255,255,255 254,255,253 254,255,251 253,254,250 255,253,253 255,255,255 255,254,255 252,251,255 251,251,255 253,252,255 253,252,255 249,250,255 250,252,255 250,253,255 250,253,255 250,254,255 250,255,253 252,255,251 252,255,250 252,255,250 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 250,250,250 244,244,244 243,243,243 249,249,249 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 241,241,241 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 248,255,222 252,255,237 255,252,255 255,245,255 255,242,255 254,247,250 253,255,241 247,255,243 233,248,251 88,100,142 48,55,134 187,193,255 203,212,255 220,237,255 214,240,255 215,249,255 205,224,255 162,177,226 111,119,189 79,76,175 61,48,176 53,29,185 53,19,197 59,20,206 70,29,214 102,66,234 148,118,255 187,165,255 211,198,255 222,219,255 229,235,255 235,244,254 216,246,217 225,255,226 238,255,237 241,255,238 241,255,238 231,251,228 225,239,221 221,231,218 239,244,235 244,245,241 251,246,248 255,247,255 255,248,255 255,246,255 255,239,255 252,231,255 255,227,249 255,226,248 255,232,252 255,240,255 255,240,255 255,235,250 253,239,251 255,248,255 251,250,255 245,251,255 239,252,254 235,255,255 234,255,255 230,255,255 228,255,255 226,255,254 255,242,255 255,247,255 255,250,255 255,248,249 251,248,240 254,253,243 255,255,251 255,254,255 251,249,255 249,247,255 249,249,255 247,251,255 247,255,254 245,255,244 244,255,235 242,255,229 255,255,254 255,254,253 252,250,250 248,245,247 249,248,252 255,253,255 253,252,255 250,249,255 250,252,255 250,253,255 250,253,255 250,254,255 250,255,254 252,255,251 252,255,251 252,255,250 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 245,245,245 240,240,240 241,241,241 249,249,249 255,255,255 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,255,222 255,254,240 255,247,255 255,241,255 255,239,255 251,243,244 249,250,240 246,252,251 235,242,255 113,119,172 52,58,123 188,201,253 192,216,236 216,248,231 223,255,214 223,255,202 229,239,255 217,224,251 211,211,255 219,211,255 221,203,255 193,169,255 145,113,255 107,70,234 61,22,191 64,27,191 63,32,185 61,36,170 67,48,164 94,82,178 134,127,208 165,161,233 189,211,255 204,227,255 205,232,255 194,224,255 200,232,243 223,255,246 234,255,237 237,255,224 246,255,224 248,255,219 255,255,226 255,255,240 255,255,249 255,240,252 255,233,255 255,238,255 255,225,255 253,222,255 255,229,255 255,243,255 255,245,255 255,244,255 255,245,255 255,252,255 253,253,253 249,255,249 248,255,246 245,255,243 242,255,239 239,255,236 235,255,232 233,255,229 251,240,255 255,249,255 255,254,253 250,253,237 246,253,226 246,255,226 251,255,234 252,255,246 249,254,253 249,251,255 249,250,255 247,252,255 247,255,253 244,255,242 243,255,231 243,255,225 255,255,252 255,252,248 248,244,243 242,240,240 246,243,245 254,250,255 253,252,255 249,247,253 252,252,255 252,253,255 252,253,255 250,254,255 250,255,254 250,255,253 250,255,251 250,255,251 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 246,246,246 242,242,242 243,243,243 250,250,250 255,255,255 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 251,251,251 245,245,245 246,246,246 252,252,252 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 254,254,254 254,254,230 255,251,248 255,246,255 255,240,255 255,240,254 249,244,241 247,248,246 244,244,255 214,208,255 129,120,211 50,47,133 198,205,255 225,244,249 240,255,232 246,255,223 250,255,220 255,247,255 252,246,255 240,234,255 223,218,245 222,217,248 235,231,255 241,237,255 236,231,255 236,229,255 200,192,255 150,140,223 107,96,189 83,69,174 68,54,166 60,44,162 52,37,159 32,32,208 50,55,218 83,92,233 124,138,250 168,188,255 202,227,255 214,241,255 215,242,232 233,255,234 243,255,232 251,255,233 254,255,235 253,247,236 254,240,242 255,242,254 255,247,255 249,251,255 241,243,253 241,243,251 248,251,255 251,254,255 249,251,251 246,250,245 251,254,245 252,254,242 254,255,241 255,255,242 255,255,240 255,255,235 255,255,230 254,255,227 252,254,224 233,251,234 241,255,241 246,255,241 242,255,234 239,255,226 240,255,227 245,255,232 247,255,237 249,255,242 252,255,247 254,255,250 254,255,250 255,255,249 254,255,246 253,255,243 255,255,243 255,255,251 255,252,247 248,245,241 244,240,239 248,243,244 254,252,252 255,252,254 249,248,252 254,253,255 252,253,255 252,254,255 252,254,255 250,255,254 250,255,253 250,255,253 250,255,251 252,252,252 248,248,248 248,248,248 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 254,254,254 254,254,254 251,251,251 248,248,248 248,248,248 252,252,252 255,255,255 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 251,251,251 254,254,254 253,253,253 242,242,242 233,233,233 236,236,236 247,247,247 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 254,254,254 246,246,246 241,241,241 245,245,245 251,251,251 255,255,234 255,254,250 255,249,255 255,248,255 255,251,244 252,255,231 246,254,243 241,241,255 223,209,255 120,102,227 50,35,150 198,196,255 242,251,255 243,253,241 245,247,235 251,246,243 250,236,247 255,247,253 252,245,242 236,234,223 235,240,219 248,255,230 248,255,232 236,251,224 231,247,230 232,246,244 236,246,255 234,241,255 225,226,255 199,195,255 168,159,255 144,135,239 57,61,196 38,43,176 32,37,166 41,46,168 44,48,161 51,54,159 92,94,188 143,143,227 189,188,255 222,219,255 242,238,255 240,235,255 244,237,255 251,245,255 253,246,255 242,236,255 250,255,237 250,255,237 244,255,231 240,255,228 241,254,228 242,255,231 242,254,232 244,253,233 246,254,237 248,255,240 252,255,244 252,255,245 251,254,245 252,253,244 252,252,246 252,252,246 228,255,233 235,255,243 237,255,248 238,255,253 237,253,252 241,253,253 244,255,252 247,255,245 251,255,240 255,255,237 255,255,237 255,255,240 255,255,246 255,249,253 255,243,255 255,241,255 255,255,249 255,255,248 255,251,246 251,246,243 253,249,248 255,255,254 255,254,255 254,251,253 255,253,255 254,253,255 252,254,255 252,254,254 250,255,254 250,255,254 249,255,253 249,255,253 244,244,244 237,237,237 238,238,238 248,248,248 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 250,250,250 240,240,240 238,238,238 247,247,247 255,255,255 254,254,254 244,244,244 234,234,234 234,234,234 242,242,242 250,250,250 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 254,254,254 248,248,248 245,245,245 248,248,248 252,252,252 255,255,235 255,255,247 255,253,253 255,255,245 255,255,225 249,255,213 242,255,229 237,244,255 205,194,255 71,51,187 66,50,168 196,192,255 232,237,252 253,253,253 250,236,254 255,240,255 255,255,245 255,255,241 252,245,228 245,241,222 252,252,228 255,255,238 255,255,238 250,255,237 251,255,244 248,255,249 244,255,255 232,241,254 214,222,245 205,212,245 210,217,255 219,225,255 226,245,255 210,225,255 186,196,244 150,152,223 96,88,188 51,35,160 44,21,167 59,34,192 38,11,174 55,30,188 84,63,209 118,103,231 153,145,252 183,181,255 204,207,255 213,219,255 232,239,224 246,253,238 253,255,245 248,255,244 246,254,243 250,255,248 250,255,249 247,255,250 242,252,246 240,251,248 237,248,246 232,244,244 229,241,243 231,243,245 236,247,251 240,252,255 238,251,255 241,252,255 243,248,255 240,242,255 241,240,255 248,243,255 250,246,255 249,249,255 254,255,250 255,255,241 255,255,237 255,255,239 255,253,246 255,246,255 255,239,255 255,235,255 255,255,247 255,255,249 255,255,251 255,253,248 255,254,250 255,255,254 255,255,254 255,252,253 255,254,254 255,254,254 254,254,254 252,254,254 250,255,254 249,255,254 249,255,254 249,255,254 248,248,248 237,237,237 233,233,233 242,242,242 248,248,248 247,247,247 248,248,248 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 253,253,253 241,241,241 227,227,227 227,227,227 242,242,242 255,255,255 255,255,255 253,253,253 242,242,242 237,237,237 239,239,239 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,242 255,254,249 255,250,251 253,255,238 249,255,216 244,255,202 235,255,217 228,244,255 182,179,255 45,32,160 115,105,212 215,219,255 225,233,232 255,255,248 253,234,255 255,227,255 254,245,242 255,248,245 255,254,254 255,254,254 255,252,253 249,243,244 251,246,248 255,253,255 247,246,250 247,248,252 248,251,255 249,253,255 247,253,255 243,252,255 240,249,252 238,247,250 249,255,232 253,255,245 248,249,253 232,227,255 232,220,255 230,212,255 195,173,255 150,125,255 129,104,255 70,49,205 35,20,172 45,35,181 48,45,178 32,37,159 49,60,171 90,103,209 145,150,219 181,187,254 212,216,255 217,222,255 219,224,255 228,232,255 231,235,255 226,231,255 241,245,255 239,243,255 234,239,248 228,233,236 225,230,228 230,234,228 240,244,233 247,251,239 255,239,255 255,238,255 255,234,255 249,230,255 250,232,255 255,240,255 255,245,255 252,246,255 254,252,255 254,255,251 254,255,248 251,255,249 250,252,252 249,248,255 248,245,255 247,242,255 249,251,245 255,255,250 255,255,251 255,255,250 255,254,250 255,255,251 255,254,253 255,251,250 255,254,253 255,254,254 254,254,254 252,254,254 250,255,254 249,255,254 249,255,254 247,255,254 255,255,255 243,243,243 234,234,234 239,239,239 243,243,243 242,242,242 244,244,244 252,252,252 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 242,242,242 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 249,249,249 255,255,255 255,255,255 241,241,241 245,245,245 255,255,255 245,245,245 244,244,244 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 248,248,248 255,255,255 253,253,253 251,251,251 255,255,255 251,251,251 244,244,244 255,255,255 255,255,255 253,253,253 255,255,255 249,249,249 255,255,255 255,255,255 248,248,248 236,236,236 238,237,247 244,239,255 248,245,255 246,250,251 238,255,223 236,255,213 232,255,230 222,237,255 125,121,222 41,30,157 167,163,255 224,233,255 239,255,235 242,248,223 255,251,255 255,227,255 255,243,255 255,246,255 255,243,255 250,239,255 251,241,255 255,250,255 255,253,255 255,250,252 255,255,254 255,255,254 255,255,252 255,253,252 249,247,246 239,240,238 238,238,238 242,242,242 255,241,255 255,244,255 255,242,255 255,242,255 255,244,255 241,232,255 230,224,255 232,232,255 222,224,255 210,216,255 185,196,255 154,165,249 116,131,223 79,95,195 42,59,162 13,32,137 25,39,191 13,27,177 29,41,183 68,79,213 114,121,244 156,161,255 187,189,255 201,198,255 211,206,255 230,222,255 249,238,255 255,244,255 255,241,248 255,240,239 255,248,240 255,255,245 255,229,255 255,238,255 255,244,255 255,248,255 255,245,249 255,246,243 255,253,248 255,255,252 255,255,255 249,252,255 244,247,255 237,244,253 236,247,251 237,251,250 237,254,250 238,255,248 251,255,252 249,253,248 247,251,246 252,253,249 255,255,252 255,255,251 255,251,250 252,248,247 255,251,250 254,252,251 255,255,255 253,255,255 246,251,250 239,244,245 239,247,247 246,254,254 253,253,253 254,254,254 253,253,253 248,248,248 243,243,243 243,243,243 249,249,249 255,255,255 255,255,255 252,252,252 248,248,248 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 246,246,246 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 251,251,251 252,252,252 253,253,253 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 248,248,248 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 247,247,247 245,245,245 255,255,255 255,255,255 252,252,252 251,251,251 238,238,238 252,252,252 255,255,255 255,255,255 251,251,251 252,252,252 245,245,245 238,238,238 246,245,255 242,237,255 246,240,255 239,239,255 213,225,225 227,247,234 230,249,255 186,192,255 41,32,153 77,63,199 205,203,255 236,248,255 244,255,238 245,255,221 255,254,249 255,244,255 250,243,255 250,244,255 253,249,255 255,251,255 255,253,255 248,246,246 249,249,243 255,255,246 255,255,245 255,255,242 255,255,244 255,255,245 255,255,246 255,248,239 251,243,236 251,242,238 255,232,255 255,236,255 255,234,255 255,238,255 253,245,252 241,241,235 231,241,224 237,254,233 229,252,230 225,250,236 220,247,244 214,240,254 206,230,255 192,215,255 180,201,255 171,192,253 111,121,255 79,88,232 49,58,199 33,39,174 24,26,156 33,34,154 54,50,163 63,56,160 131,120,213 170,155,239 217,200,255 247,226,255 252,230,255 245,221,255 243,216,255 242,216,255 255,249,255 255,252,252 255,255,242 255,255,234 255,255,226 255,255,223 255,255,223 249,255,227 255,255,247 250,253,255 249,251,255 248,252,255 246,255,255 246,255,251 240,255,238 235,255,229 246,255,255 247,255,254 247,255,254 250,255,254 252,255,253 254,255,253 255,255,254 255,255,254 255,255,254 255,254,253 255,254,253 251,253,253 243,248,247 234,239,240 232,237,238 234,242,242 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 246,246,246 251,251,251 255,255,255 254,254,254 249,249,249 245,245,245 247,247,247 252,252,252 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 251,251,251 245,245,245 247,247,247 254,254,254 255,255,255 253,253,253 252,252,252 252,252,252
