50 170
255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 252,252,252 249,249,249 249,249,249 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 244,244,244 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 245,245,245 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 253,245,255 254,248,255 254,249,255 255,251,255 255,254,255 254,255,251 254,255,246 255,255,242 255,255,239 255,255,234 255,255,231 255,255,231 255,255,235 255,255,237 255,255,237 255,255,238 255,252,253 255,252,237 252,255,223 255,255,228 255,255,245 255,250,255 254,248,255 255,254,255 250,255,235 252,255,227 253,255,234 253,255,251 250,247,255 250,244,255 252,253,251 255,255,242 255,247,255 255,251,253 254,255,246 253,255,237 249,255,228 249,255,227 249,255,231 251,255,239 252,255,248 248,249,253 249,247,255 253,250,255 254,249,255 250,246,255 252,251,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,247,255 252,244,255 249,244,253 249,249,249 250,255,246 251,255,243 245,255,238 239,250,234 250,255,247 248,255,247 248,255,250 250,255,252 248,255,250 244,252,245 244,253,243 247,255,245 248,255,236 250,255,239 251,255,241 253,255,242 255,255,245 253,255,246 251,254,245 249,251,245 253,255,252 244,251,246 238,250,244 240,255,249 235,255,247 227,252,242 225,255,244 232,255,251 238,238,255 241,244,255 245,250,255 245,255,254 242,255,240 239,255,228 240,255,223 243,255,224 250,255,233 251,255,238 251,255,243 255,251,252 255,251,255 255,249,255 255,245,255 255,238,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251
249,249,249 255,255,255 253,253,253 243,243,243 246,246,246 255,255,255 255,255,255 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 243,243,243 251,251,251 253,253,253 254,254,254 252,252,252 247,247,247 242,242,242 239,239,239 237,237,237 249,249,249 251,251,251 253,253,253 253,253,253 251,251,251 251,251,251 253,253,253 255,255,255 255,248,255 254,250,255 254,250,255 255,253,255 255,254,255 254,255,253 254,255,250 253,255,247 250,251,241 246,247,237 244,243,233 246,244,236 252,248,243 255,251,248 255,251,251 255,251,251 255,247,255 255,251,248 255,255,237 255,255,237 255,255,247 251,243,255 250,241,255 252,250,255 250,255,245 252,255,237 252,255,244 250,249,255 246,239,255 243,237,255 244,245,249 247,252,237 255,248,255 255,251,255 255,254,250 254,255,242 253,255,236 251,255,234 252,255,237 252,255,243 253,255,251 250,251,255 249,248,255 252,250,255 252,248,255 247,244,253 247,246,248 251,251,251 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,248,255 253,246,255 250,246,252 250,251,249 253,255,247 252,255,246 246,255,240 242,251,238 249,255,247 242,249,244 240,246,245 244,250,249 249,254,253 249,254,252 248,254,249 249,255,249 251,255,255 253,254,255 253,252,255 254,250,255 254,249,255 255,248,255 255,249,255 255,250,255 243,241,247 243,245,246 246,252,251 248,255,255 244,255,255 243,255,255 239,253,255 239,252,255 244,255,236 242,255,233 241,255,229 245,255,230 250,255,235 250,255,235 249,255,238 244,254,237 252,255,248 255,255,255 255,254,255 250,246,251 245,239,244 248,242,243 255,251,248 255,255,251 250,250,250 250,250,250 250,250,250 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 246,246,246 245,245,245 249,249,249 250,250,250 245,245,245 243,243,243 244,244,244 250,250,250 251,251,251 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255
245,245,245 255,255,255 255,255,255 250,250,250 235,235,235 234,234,234 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 245,245,245 244,244,244 251,251,251 252,252,252 252,252,252 250,250,250 246,246,246 242,242,242 241,241,241 241,241,241 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,251,255 255,253,255 255,253,255 255,254,255 255,255,255 254,254,254 254,254,254 251,253,253 250,252,253 244,245,249 239,238,247 240,239,249 246,243,255 251,248,255 254,248,255 252,246,255 254,240,255 254,247,255 255,255,248 255,255,245 250,250,250 244,237,255 245,237,255 251,245,255 249,249,255 250,254,249 250,250,255 248,242,255 245,234,255 243,235,255 243,243,249 244,251,236 255,248,255 255,250,255 255,253,255 255,254,250 254,255,246 253,255,243 253,255,246 255,255,249 255,255,254 251,253,254 250,250,255 252,252,255 253,251,255 249,248,250 248,248,248 250,251,249 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,251,255 254,250,255 250,249,251 251,252,248 254,255,248 252,255,247 249,254,245 244,251,244 250,255,253 241,245,246 236,239,244 242,245,250 250,253,255 253,254,255 253,255,255 253,255,255 255,249,255 255,248,255 255,244,255 254,242,255 254,241,255 255,241,255 255,245,255 255,249,255 255,252,255 255,254,255 253,251,250 243,241,241 239,237,243 245,240,255 250,242,255 249,242,255 255,255,219 255,255,220 254,255,218 249,255,220 250,255,228 252,255,239 251,252,250 252,248,255 242,236,255 248,240,255 255,248,255 255,250,255 255,254,254 253,255,241 254,255,235 255,255,234 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 238,238,238 242,242,242 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 255,255,255 253,253,253 247,247,247 247,247,247 252,252,252 252,252,252 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 247,247,247 249,249,249 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 248,248,248 255,253,250 255,254,251 255,255,251 255,255,254 255,255,254 254,254,254 252,254,255 251,252,255 251,254,255 247,250,255 241,246,255 241,244,255 245,248,255 245,249,255 243,247,255 239,243,255 248,234,255 247,240,255 248,249,247 249,255,243 248,251,249 244,241,255 246,238,255 250,244,255 248,246,255 249,248,255 250,247,255 250,242,255 249,238,255 249,243,255 250,252,252 252,255,238 255,247,255 255,248,255 255,250,255 255,249,255 255,248,255 255,249,254 255,251,255 255,254,255 255,254,255 254,254,254 253,253,253 255,255,255 253,255,254 253,255,254 252,255,253 252,255,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,253,251 252,253,249 253,255,249 255,255,251 255,255,251 251,255,250 248,250,250 253,254,255 247,246,255 243,242,252 248,244,255 252,248,255 253,249,255 254,250,255 255,252,255 255,253,254 255,252,254 255,249,255 255,247,255 254,246,255 253,245,255 252,247,249 252,247,244 244,242,232 253,249,238 253,249,238 250,241,238 253,239,245 255,242,255 255,239,255 255,233,255 243,234,224 253,244,234 255,253,244 255,252,249 255,245,248 252,240,252 255,243,255 255,245,255 255,244,255 252,239,255 247,236,255 248,243,255 250,250,250 241,246,231 225,234,207 212,226,192 218,218,218 218,218,218 218,218,218 218,218,218 219,219,219 219,219,219 219,219,219 219,219,219 221,221,221 223,223,223 230,230,230 239,239,239 248,248,248 251,251,251 252,252,252 252,252,252 251,251,251 250,250,250 249,249,249 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 250,250,250 250,250,250
182,182,182 228,228,228 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 242,242,242 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 252,252,252 254,254,254 254,254,254 251,251,251 244,244,244 236,236,236 231,231,231 255,254,247 255,255,248 255,255,250 255,255,251 255,255,252 255,254,253 254,255,253 249,254,253 248,254,253 245,253,252 242,253,251 241,254,252 241,255,253 240,255,251 234,251,247 231,248,244 243,235,255 237,234,249 236,241,232 243,251,234 250,255,245 251,252,255 250,247,255 249,246,255 252,249,255 252,251,255 252,248,255 252,244,255 253,245,255 254,251,255 254,255,243 254,255,230 255,247,255 255,248,255 255,246,255 255,244,255 255,243,255 255,243,255 255,245,255 255,249,255 255,253,255 255,254,253 253,255,249 254,255,248 253,255,249 253,255,251 252,255,251 248,251,249 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,255,247 253,255,247 253,255,247 254,255,250 255,255,252 255,255,254 253,252,254 252,251,255 255,252,255 255,249,255 253,246,255 252,245,255 248,241,255 245,238,251 249,242,255 255,250,255 255,253,240 255,255,241 255,255,241 255,255,239 253,255,235 247,253,230 242,248,225 239,245,222 255,255,239 255,255,245 255,255,249 255,248,250 255,239,251 255,235,254 255,225,250 248,213,240 255,226,255 255,229,255 255,231,255 254,225,255 235,208,248 213,189,223 194,174,203 183,166,193 156,141,168 140,127,151 127,118,138 127,123,135 130,131,135 131,135,130 130,139,126 131,141,124 131,131,131 131,131,131 130,130,130 129,129,129 128,128,128 127,127,127 127,127,127 126,126,126 125,125,125 127,127,127 129,129,129 131,131,131 132,132,132 132,132,132 129,129,129 124,124,124 154,154,154 158,158,158 166,166,166 177,177,177 190,190,190 203,203,203 213,213,213 219,219,219 253,253,253 253,253,253
124,124,124 148,148,148 196,196,196 243,243,243 255,255,255 247,247,247 249,249,249 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 250,250,250 252,252,252 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 236,236,236 230,230,230 255,255,247 255,255,248 255,255,250 255,255,251 255,255,252 255,255,251 254,255,251 251,255,250 245,252,245 247,255,246 248,255,248 246,255,247 242,255,242 240,255,239 240,255,238 239,255,238 242,242,254 236,238,238 233,240,225 242,252,229 254,255,243 255,255,252 255,252,255 253,250,252 255,254,253 255,255,249 255,251,250 255,249,254 255,249,254 255,253,245 252,255,230 250,255,219 255,249,249 255,249,252 255,247,255 255,243,255 254,239,255 254,239,255 255,242,255 255,247,255 255,253,255 255,255,251 255,255,245 251,255,241 250,255,244 251,255,247 244,250,245 237,242,241 233,233,233 241,241,241 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,255,241 250,255,244 251,255,246 254,255,250 254,255,253 254,253,255 255,251,255 255,250,255 255,249,255 255,249,255 255,250,255 255,247,255 248,240,251 242,234,245 246,238,248 255,247,255 255,245,251 255,249,249 255,255,244 255,255,239 252,255,230 243,255,224 235,249,221 231,242,222 231,235,229 243,242,246 255,248,255 255,248,255 255,243,255 255,233,247 245,218,227 234,206,212 190,147,234 172,133,213 152,117,184 142,111,166 143,117,157 141,122,149 133,119,137 125,112,126 142,132,144 142,134,145 146,140,151 151,148,157 148,148,154 145,149,150 158,163,162 174,179,177 188,188,188 187,187,187 186,186,186 184,184,184 183,183,183 181,181,181 180,180,180 180,180,180 159,159,159 160,160,160 159,159,159 156,156,156 155,155,155 154,154,154 149,149,149 143,143,143 123,123,123 123,123,123 124,124,124 125,125,125 127,127,127 129,129,129 131,131,131 132,132,132 126,126,126 126,126,126
193,193,193 137,137,137 117,117,117 171,171,171 237,237,237 255,255,255 252,252,252 249,249,249 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 243,243,243 255,255,247 255,255,248 255,255,250 255,255,252 255,255,254 255,254,254 255,254,254 255,253,253 250,250,250 254,255,253 253,255,251 249,255,247 242,252,239 239,253,235 244,255,238 248,255,242 249,253,248 243,248,239 242,247,232 248,254,237 255,255,247 255,254,253 255,250,253 255,251,250 255,255,248 255,255,241 255,252,241 255,251,242 255,254,244 255,255,241 254,255,232 252,255,225 255,255,241 255,254,246 255,251,255 255,246,255 255,241,255 255,240,255 255,243,255 255,248,255 255,253,255 255,255,248 254,255,241 249,255,236 249,255,241 251,255,247 243,248,246 233,237,238 235,235,235 243,243,243 251,251,251 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,255,239 247,255,241 251,255,247 251,255,250 253,252,254 255,251,255 255,250,255 255,249,255 255,249,255 255,249,254 255,250,253 255,251,254 253,248,249 248,243,244 251,246,248 255,252,254 255,238,255 255,243,255 255,250,255 254,255,248 248,255,238 240,255,234 234,252,235 230,244,242 241,249,255 241,243,255 242,238,255 237,228,255 217,206,226 181,173,174 150,143,128 132,127,102 134,124,147 129,120,140 128,121,134 145,139,144 174,170,169 206,203,198 229,226,221 240,237,233 243,238,239 246,242,247 255,253,255 255,253,255 246,244,250 227,229,230 228,231,229 239,245,240 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 244,244,244 229,229,229 212,212,212 195,195,195 183,183,183 176,176,176 147,147,147 147,147,147
255,255,255 228,228,228 165,165,165 121,121,121 154,154,154 230,230,230 255,255,255 245,245,245 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 253,253,253 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,255,246 250,255,248 252,255,250 255,255,254 255,254,255 255,251,255 255,250,255 255,248,255 255,245,255 255,247,255 255,249,255 249,240,253 239,231,242 235,230,239 244,239,248 255,251,255 255,255,247 252,255,245 253,253,247 255,253,254 255,251,255 255,246,255 255,245,255 255,249,252 255,252,245 255,252,239 255,252,234 255,253,238 255,255,245 255,255,248 255,255,248 255,252,247 255,255,236 255,255,243 255,255,250 255,250,255 255,244,255 255,243,255 255,246,255 255,250,255 255,251,250 255,255,245 253,255,238 249,255,236 251,255,243 251,255,251 248,253,252 236,240,245 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,255,239 247,255,243 248,255,248 251,253,253 252,251,255 254,249,255 255,249,255 255,251,255 255,253,254 255,251,248 255,253,245 255,255,248 255,255,248 255,255,248 255,255,249 255,255,251 255,243,255 255,247,255 254,252,255 250,255,252 243,255,247 237,255,249 231,254,255 228,247,255 223,238,255 189,197,250 146,150,208 119,123,171 110,114,143 118,127,131 146,157,141 173,187,159 206,233,194 222,249,210 241,255,227 246,255,228 245,255,225 241,255,222 244,255,226 250,255,237 255,255,248 250,248,247 250,246,251 255,252,255 254,250,255 245,245,245 248,249,245 255,255,251 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 247,247,247 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
252,252,252 255,255,255 248,248,248 186,186,186 132,132,132 141,141,141 240,240,240 250,250,250 254,254,254 255,255,255 245,245,245 251,251,251 255,255,255 251,251,251 254,254,254 251,251,251 241,241,241 255,255,255 254,254,254 255,255,255 246,246,246 255,255,255 241,241,241 255,255,255 244,244,244 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 240,253,245 248,255,252 241,248,245 247,251,252 245,243,249 255,251,255 255,245,255 251,234,255 254,233,255 253,231,255 255,243,255 255,240,255 245,221,255 250,226,255 255,241,255 255,237,255 255,255,242 248,249,239 253,247,252 255,248,255 255,242,255 254,236,255 255,247,255 251,237,243 255,248,244 255,253,240 255,255,237 255,255,236 255,253,242 255,250,251 255,248,255 255,245,255 253,255,237 247,254,233 248,252,240 243,241,240 255,252,255 254,244,255 254,245,255 252,245,248 255,255,251 242,242,230 246,247,231 249,255,238 249,255,244 236,242,237 245,249,250 242,245,253 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 249,249,249 249,249,249 254,254,254 255,255,255 250,250,250 246,246,246 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 239,249,236 245,253,243 250,255,253 253,254,255 253,250,255 255,248,255 255,250,255 255,253,254 255,254,246 255,255,243 255,255,241 255,255,239 255,255,239 252,255,237 255,255,245 255,255,247 255,255,251 229,235,230 248,255,254 234,247,249 227,243,255 219,239,255 215,234,255 183,200,255 118,131,210 95,106,198 81,89,183 93,101,190 135,143,220 178,189,249 207,220,255 216,232,255 215,248,244 217,250,243 224,255,242 232,255,240 231,255,231 239,255,230 244,255,231 247,255,232 248,255,236 251,255,241 255,255,249 255,253,254 255,253,255 255,253,255 255,252,255 255,251,255 255,255,255 255,255,255 253,253,253 249,249,249 250,250,250 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 249,249,249 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255
248,248,248 255,255,255 254,254,254 233,233,233 193,193,193 136,136,136 170,170,170 237,237,237 243,243,243 253,253,253 251,251,251 253,253,253 255,255,255 250,250,250 248,248,248 253,253,253 255,255,255 255,255,255 247,247,247 241,241,241 227,227,227 244,244,244 241,241,241 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 250,250,250 254,254,254 252,252,252 247,247,247 239,253,252 244,255,255 246,255,255 250,254,255 234,234,240 254,246,255 255,246,255 255,249,255 255,247,255 255,237,255 255,232,255 255,237,255 255,238,255 255,238,255 255,236,255 253,229,255 252,255,234 247,251,239 252,248,254 251,239,255 255,241,255 255,239,255 255,251,255 255,249,247 255,252,242 255,255,240 255,255,237 255,255,234 252,251,237 249,242,249 249,236,255 250,234,255 235,250,229 250,255,245 251,255,248 229,233,227 235,236,234 233,231,230 252,248,247 255,252,247 253,250,242 249,249,237 255,255,247 255,255,248 248,252,246 243,248,246 247,250,254 250,254,255 255,255,255 246,246,246 240,240,240 243,243,243 250,250,250 254,254,254 253,253,253 252,252,252 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 245,245,245 250,250,250 250,255,249 250,255,252 245,249,250 241,240,249 250,244,255 255,251,255 255,248,253 243,238,235 255,255,244 254,255,232 255,255,230 253,255,230 244,253,226 253,255,241 242,252,236 251,255,248 244,255,247 219,234,230 219,231,249 228,234,255 192,195,255 132,134,234 61,62,184 45,45,183 43,43,189 36,34,187 27,27,181 29,26,182 34,31,187 38,33,192 37,29,190 32,24,185 62,68,187 83,91,198 112,123,207 134,149,205 226,245,255 231,252,253 234,255,237 239,255,228 249,255,232 253,255,235 255,255,240 255,253,248 255,249,255 255,244,255 254,240,255 254,239,255 243,243,243 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 245,245,245 245,245,245
