50 170
255,254,251 255,255,249 255,255,247 255,255,244 255,255,243 249,255,245 245,255,248 242,255,254 238,252,255 239,253,255 237,251,255 238,249,255 233,244,255 233,243,255 238,247,255 242,251,255 255,255,228 255,255,244 254,245,255 250,237,255 248,234,255 248,238,255 250,245,255 254,253,249 255,255,242 255,255,240 255,250,247 255,249,255 255,244,255 255,242,255 254,246,255 255,254,255 255,255,251 252,253,249 251,252,248 255,255,252 255,255,254 253,253,253 253,253,253 255,254,255 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 254,254,254 255,255,255 241,241,241 254,254,254 255,255,255 241,241,241 251,251,251 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 254,254,254 255,255,255 244,243,252 252,251,255 251,254,255 246,250,251 249,254,253 250,255,252 250,255,251 243,252,242 250,255,248 245,253,242 238,246,235 248,254,243 253,255,249 254,255,248 251,253,247 253,255,249 255,255,244 254,255,243 252,255,240 254,255,244 255,255,247 255,255,251 255,253,250 255,251,250 255,253,252 255,250,249 255,251,250 255,255,254 255,255,252 253,252,248 249,251,245 250,252,246 211,211,211 145,145,145 125,125,125 165,165,165 240,240,240 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 247,247,247 250,250,250 254,254,254 255,255,255 254,254,254 251,251,251 250,250,250 253,253,253 254,254,254 253,253,253 251,251,251 255,255,255 244,244,244 242,242,242 253,253,253 255,255,255 254,254,254 249,249,249 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,253,254 255,254,252 255,254,250 255,255,247 252,255,245 247,255,244 244,255,244 240,255,244 239,255,245 241,255,247 241,255,247 241,255,246 238,255,242 238,254,237 240,254,236 242,255,238 254,255,231 252,255,239 248,253,252 245,248,255 243,247,255 243,248,255 245,253,253 248,255,245 255,255,245 255,253,242 255,247,247 255,250,255 255,250,255 255,252,255 251,252,255 250,255,253 249,250,246 250,251,247 254,255,251 255,255,254 255,255,254 250,250,250 251,251,251 255,255,255 255,254,255 255,254,255 255,254,255 252,252,252 250,250,250 249,249,249 251,251,251 254,254,254 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 242,242,242 245,245,245 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 249,250,254 251,252,255 251,254,255 251,255,255 247,252,251 244,249,247 246,252,247 251,255,251 242,249,242 251,255,251 253,255,251 253,255,251 252,253,249 253,254,250 252,253,251 251,249,248 252,244,254 255,247,255 255,253,255 255,253,255 251,251,251 245,246,244 247,250,248 253,255,254 239,242,240 251,253,253 255,254,255 241,238,247 217,210,223 168,160,177 87,76,96 15,3,25 0,0,0 14,14,14 0,0,0 0,0,0 179,179,179 231,231,231 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 248,248,248 254,254,254 252,252,252 249,249,249 250,250,250 253,253,253 255,255,255 254,254,254 253,253,253 247,247,247 238,238,238 238,238,238 249,249,249 255,255,255 252,252,252 251,251,251 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,254,251 255,254,253 255,254,253 255,253,252 251,254,252 249,255,250 248,255,249 246,255,245 247,255,243 246,255,238 247,255,234 248,255,231 252,255,230 252,255,226 251,255,223 249,255,221 245,255,244 243,255,244 241,255,242 238,255,242 236,255,241 236,255,241 238,255,242 241,255,244 246,255,245 242,246,241 243,243,243 250,250,250 253,255,254 250,255,251 245,255,245 240,255,241 249,250,246 253,254,250 255,255,254 255,255,254 252,253,251 245,245,245 247,247,247 254,254,254 255,254,255 255,254,255 254,253,255 249,249,249 243,243,243 242,242,242 247,247,247 253,253,253 246,246,246 247,247,247 249,249,249 252,252,252 253,253,253 251,251,251 253,253,253 255,255,255 238,238,238 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 251,255,254 246,251,249 245,250,248 251,255,254 250,255,253 241,246,245 243,248,247 251,255,255 243,248,247 251,253,253 253,255,255 254,253,255 251,250,252 254,251,253 255,253,255 255,253,255 255,251,255 253,251,255 250,249,255 244,243,253 249,251,255 251,254,255 251,254,255 235,239,244 250,254,255 218,220,228 145,146,156 61,61,75 12,9,25 0,0,16 0,0,16 0,0,15 0,0,0 7,7,7 9,9,9 40,40,40 235,235,235 255,255,255 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 251,251,251 249,249,249 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 249,249,249 244,244,244 245,245,245 252,252,252 255,255,255 252,252,252 254,254,254 255,255,255 253,253,253 254,254,254 254,254,254 252,252,252 248,248,248 247,247,247 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
252,255,245 252,254,248 253,254,252 252,253,255 251,253,255 251,253,255 251,254,255 251,255,255 251,255,250 250,254,243 250,253,237 255,255,237 255,255,239 255,255,240 255,247,237 253,240,232 239,247,255 239,251,255 238,255,248 236,255,239 234,255,235 234,255,235 237,255,242 241,255,247 239,252,250 240,248,248 241,247,246 244,253,243 247,255,241 246,255,238 243,255,234 240,255,231 253,254,252 252,253,251 250,251,249 246,247,245 240,240,240 238,238,238 241,241,241 246,246,246 255,255,255 255,255,255 255,255,255 248,248,248 239,239,239 238,238,238 245,245,245 253,253,253 234,234,234 215,215,215 230,230,230 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 251,255,249 245,253,243 241,248,241 246,252,247 247,252,250 244,246,246 240,241,245 242,242,248 253,253,255 248,245,254 242,239,248 249,244,253 252,247,255 251,243,253 253,245,255 255,251,255 230,255,232 241,255,242 243,255,244 240,251,241 248,253,252 250,248,254 217,208,221 170,160,176 77,67,84 36,26,42 0,0,7 0,0,3 7,15,14 9,24,16 1,21,8 0,18,3 5,5,5 10,10,10 133,133,133 251,251,251 253,253,253 251,251,251 255,255,255 234,234,234 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 252,252,252 244,244,244 240,240,240 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 252,252,252 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 237,237,237 237,237,237 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
246,255,240 247,255,244 248,255,250 248,253,255 248,250,255 248,246,255 247,245,255 251,244,255 252,244,255 251,240,255 250,237,251 255,239,253 255,241,255 255,239,255 255,230,255 254,222,253 240,242,255 240,244,255 239,249,255 240,254,252 240,255,246 241,255,246 242,255,249 244,255,253 247,254,255 250,255,255 251,255,254 246,254,243 243,254,234 244,255,231 249,255,235 250,255,235 255,255,255 247,247,247 237,237,237 231,231,231 232,232,232 238,238,238 243,243,243 244,244,244 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 240,240,240 247,247,247 255,255,255 143,143,143 21,21,21 0,0,0 15,15,15 0,0,0 0,0,0 51,51,51 76,76,76 109,109,109 135,135,135 178,178,178 220,220,220 242,242,242 247,247,247 250,250,250 254,254,254 237,247,231 249,255,245 251,255,248 251,255,251 250,253,251 252,254,255 255,253,255 253,249,255 248,241,254 254,247,255 255,249,255 255,250,255 255,250,255 255,250,255 255,247,255 252,243,253 223,255,216 210,253,202 226,255,219 244,255,237 198,208,191 95,93,85 21,10,12 11,0,3 11,0,3 9,0,1 7,4,0 6,15,2 0,13,0 0,14,0 0,33,0 18,62,15 170,170,170 241,241,241 250,250,250 243,243,243 250,250,250 236,236,236 223,223,223 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 251,251,251 244,244,244 239,239,239 244,244,244 254,254,254 255,255,255 255,255,255 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 247,247,247 243,243,243 246,246,246 252,252,252 250,250,250 252,252,252 251,251,251 246,246,246 241,241,241 241,241,241 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
243,255,245 243,255,246 245,255,249 244,252,252 244,247,255 242,242,254 241,237,255 242,235,255 255,246,255 255,241,255 255,239,255 255,239,255 255,243,255 255,242,255 255,237,255 255,232,255 246,247,255 246,247,255 249,247,255 250,248,255 252,248,255 253,249,255 254,252,255 255,253,255 253,251,250 255,255,254 255,255,251 249,246,242 243,238,235 244,239,236 253,246,243 255,251,248 255,254,255 249,248,250 239,238,240 235,234,236 242,242,242 252,252,252 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 250,249,251 255,254,255 203,203,203 99,99,99 72,72,72 85,85,85 39,39,39 9,9,9 11,11,11 0,0,0 5,5,5 0,0,0 0,0,0 0,0,0 2,2,2 15,15,15 39,39,39 62,62,62 66,78,60 95,105,89 115,124,111 112,116,110 105,108,106 114,113,117 125,122,131 132,125,138 135,125,141 175,165,181 198,188,204 189,179,192 185,175,187 196,188,195 192,185,190 173,166,171 128,151,119 139,159,130 97,117,88 19,34,7 0,9,0 5,14,0 17,23,4 0,6,0 13,19,2 10,16,0 6,15,0 23,34,14 76,89,67 148,166,143 211,230,205 240,255,236 244,244,244 255,255,255 255,255,255 234,234,234 255,255,255 255,255,255 255,255,255 232,232,232 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 246,246,246 251,251,251 252,252,252 253,253,253 251,251,251 248,248,248 247,247,247 248,248,248 250,250,250 242,242,242 249,249,249 251,251,251 248,248,248 251,251,251 255,255,255 255,255,255 247,247,247 235,235,235 240,240,240 246,246,246 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 251,251,251 254,254,254 240,240,240 247,247,247 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
241,250,254 242,251,254 245,253,252 245,255,249 245,253,246 244,251,244 241,247,242 241,243,243 255,254,255 255,251,255 255,249,255 255,252,254 255,255,251 255,255,245 255,255,239 255,255,234 255,255,223 255,255,232 255,253,244 255,248,255 255,244,255 255,245,255 255,249,255 255,253,251 255,250,240 255,255,242 255,251,244 252,238,242 248,229,244 253,228,254 255,230,255 255,229,255 250,248,254 252,251,255 250,249,253 249,248,252 252,251,253 255,255,255 255,255,255 249,249,249 250,251,249 253,254,252 255,255,255 255,255,255 253,253,253 252,251,253 253,252,254 254,253,255 255,255,255 246,246,246 245,245,245 250,250,250 247,247,247 255,255,255 253,253,253 231,231,231 195,195,195 164,164,164 125,125,125 90,90,90 55,55,55 22,22,22 4,4,4 1,1,1 0,7,0 0,9,0 4,12,1 6,10,4 6,7,5 6,5,9 7,2,11 8,0,11 5,0,8 12,2,14 14,5,15 8,0,7 8,1,4 15,10,9 14,9,6 6,2,0 30,0,19 18,0,8 11,0,6 12,7,9 3,10,5 0,13,0 11,39,20 38,71,50 86,119,98 138,166,147 200,217,206 238,245,242 255,249,254 255,246,255 255,243,255 255,240,255 252,252,252 254,254,254 255,255,255 237,237,237 254,254,254 238,238,238 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 244,244,244 241,241,241 248,248,248 251,251,251 252,252,252 247,247,247 240,240,240 238,238,238 242,242,242 247,247,247 238,238,238 249,249,249 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 245,245,245 233,233,233 239,239,239 247,247,247 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
240,240,255 242,245,255 247,252,253 249,255,244 250,255,237 251,255,234 249,255,235 248,255,239 247,254,247 244,249,250 241,248,251 241,251,245 241,255,237 240,255,226 240,255,215 239,255,208 255,255,211 255,255,219 255,255,234 255,250,249 255,246,255 255,246,255 255,249,255 255,254,248 255,255,238 255,255,238 255,255,237 255,248,239 255,240,249 255,239,255 255,233,255 255,225,255 238,235,244 247,244,253 254,252,255 253,252,255 251,250,252 249,248,250 242,242,242 232,233,231 247,248,246 250,251,249 253,254,252 255,255,255 255,255,255 255,254,255 254,253,255 252,251,253 244,244,244 255,255,255 250,250,250 249,249,249 255,255,255 252,252,252 241,241,241 255,255,255 249,249,249 235,235,235 230,230,230 244,244,244 255,255,255 254,254,254 249,249,249 249,249,249 236,246,233 203,211,200 177,185,175 180,184,179 186,186,186 172,169,171 146,139,146 128,120,127 109,101,108 49,42,47 5,0,0 9,4,1 15,13,5 4,4,0 4,5,0 14,18,0 67,13,50 159,111,147 217,181,211 203,182,207 193,191,210 224,238,250 228,255,255 210,245,249 223,255,255 221,249,255 233,246,255 251,249,255 255,242,255 255,222,254 255,221,255 255,235,255 255,255,255 255,255,255 247,247,247 255,255,255 239,239,239 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 242,242,242 239,239,239 253,253,253 255,255,255 255,255,255 252,252,252 242,242,242 239,239,239 245,245,245 253,253,253 241,241,241 253,253,253 255,255,255 250,250,250 248,248,248 254,254,254 255,255,255 250,250,250 240,240,240 246,246,246 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,251,251 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 250,250,250 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
246,240,255 250,248,255 250,255,251 245,255,231 242,255,217 245,255,218 248,255,231 247,255,246 239,247,255 224,227,255 231,235,255 214,222,255 224,242,255 212,241,248 215,255,241 212,255,230 253,255,249 246,247,238 255,251,246 253,241,239 255,242,246 255,250,255 255,238,250 255,252,255 252,250,242 253,255,241 241,255,224 244,255,227 249,255,234 253,249,244 255,246,255 241,218,246 236,232,244 237,233,244 242,239,248 251,249,255 255,254,255 255,254,255 254,254,254 253,254,252 255,255,254 250,251,249 254,255,253 255,255,255 253,253,253 255,254,255 255,254,255 249,248,252 255,255,255 248,248,248 253,253,253 255,255,255 247,247,247 254,254,254 255,255,255 244,244,244 255,255,255 236,236,236 228,228,228 242,242,242 255,255,255 255,255,255 252,252,252 248,248,248 250,255,251 246,253,246 185,189,184 161,162,160 130,128,128 82,77,79 61,54,57 10,3,6 13,7,8 5,0,0 5,2,0 15,15,3 35,39,20 77,85,62 151,160,134 214,226,198 255,245,255 255,246,255 255,243,255 251,236,255 244,235,255 241,240,255 239,243,255 234,241,255 243,250,255 238,242,255 235,234,254 245,236,255 255,245,255 255,247,255 255,245,255 255,239,255 245,245,245 255,255,255 253,253,253 247,247,247 255,255,255 253,253,253 246,246,246 255,255,255 255,255,255 253,253,253 255,255,255 247,247,247 245,245,245 246,246,246 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 255,255,255 249,249,249 249,249,249 255,255,255 255,255,255 245,245,245 243,243,243 249,249,249 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 245,245,245 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 244,244,244 255,255,255 249,249,249 248,248,248 255,255,255 255,255,255 244,244,244 253,253,253 251,251,251 254,254,254 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 253,253,253
248,240,255 253,250,255 255,255,245 251,255,226 247,255,215 245,255,218 242,255,233 235,239,255 206,201,255 143,132,236 87,73,205 76,66,210 123,123,255 142,153,255 139,162,255 160,188,255 215,201,255 215,204,255 247,242,255 253,252,255 237,233,232 237,230,237 255,246,255 225,220,255 239,243,255 215,234,249 211,244,230 216,255,221 210,245,205 224,250,220 248,255,249 240,243,248 239,234,249 255,251,255 255,251,255 254,251,255 250,248,254 255,254,255 253,253,253 242,243,241 244,245,241 249,250,246 255,255,254 255,255,254 241,241,241 239,238,240 250,249,253 255,254,255 252,252,252 248,248,248 250,250,250 253,253,253 251,251,251 255,255,255 255,255,255 254,254,254 224,224,224 200,200,200 174,174,174 155,155,155 130,130,130 98,98,98 74,74,74 64,64,64 0,1,0 11,16,15 0,1,1 12,12,12 12,10,10 4,0,0 28,23,22 14,9,6 68,65,57 122,120,110 180,180,166 210,216,197 227,237,214 241,254,228 246,255,233 242,255,229 236,250,255 232,244,250 241,248,251 253,255,255 255,255,252 255,255,249 255,250,240 255,251,239 255,254,242 255,255,247 255,255,248 255,255,251 252,255,253 241,249,249 232,245,247 229,244,247 253,253,253 255,255,255 248,248,248 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 246,246,246 243,243,243 245,245,245 245,245,245 255,255,255 249,249,249 250,250,250 251,251,251 252,252,252 251,251,251 249,249,249 246,246,246 245,245,245 244,244,244 241,241,241 245,245,245 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 251,251,251 248,248,248 250,250,250 246,246,246 255,255,255 255,255,255 245,245,245 240,240,240 243,243,243 247,247,247 249,249,249 248,248,248 232,232,232 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 245,245,245 245,245,245 252,252,252 255,255,255 254,254,254 252,252,252
