50 170
253,245,255 254,247,255 254,250,255 253,254,250 251,255,245 250,255,239 248,255,238 246,255,237 248,255,242 248,255,246 248,255,249 248,255,250 248,255,252 248,255,250 248,255,250 248,255,249 255,251,244 255,252,247 255,252,251 255,250,253 255,246,255 255,244,255 255,245,255 255,248,255 254,244,255 255,249,255 255,251,255 247,250,255 244,249,250 247,254,249 248,255,249 248,255,248 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 249,249,249 249,249,249 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,252 253,254,250 251,252,248 251,252,248 253,254,250 254,255,251 253,254,250 252,253,249 250,251,247 254,255,251 255,255,252 251,252,248 250,251,247 254,255,251 255,255,252 255,255,252 240,241,255 242,244,255 245,248,255 247,250,255 246,252,255 245,253,255 242,253,255 240,254,253 242,255,254 240,255,253
253,245,255 253,246,255 254,250,255 252,253,251 252,255,245 250,255,242 247,255,240 247,255,241 250,255,246 249,255,250 249,255,251 249,255,253 250,255,253 250,255,253 250,255,251 250,255,251 255,252,245 255,253,246 255,251,249 255,251,251 255,249,252 255,248,254 255,248,255 255,248,255 255,251,255 255,252,254 254,255,253 252,255,248 247,255,241 244,255,235 243,255,233 244,255,232 253,253,253 249,249,249 246,246,246 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 252,252,252 255,255,255 251,251,251 250,250,250 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 251,251,251 252,252,252 251,251,251 251,251,251 254,254,254 255,255,255 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 254,254,254 248,248,248 247,247,247 251,251,251 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 249,249,249 252,252,252 251,251,251 248,248,248 248,248,248 250,250,250 248,248,248 244,244,244 248,248,248 249,249,249 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,255,251 254,255,251 254,255,251 254,255,251 255,255,252 255,255,252 255,255,252 255,255,252 252,253,249 255,255,252 254,255,251 250,251,247 250,251,247 252,253,249 251,252,248 247,248,244 246,244,250 248,246,252 248,249,253 251,253,254 251,253,253 249,254,252 248,254,249 246,254,247 249,255,248 247,255,247
253,244,255 253,246,255 252,249,255 252,251,253 252,253,249 250,254,248 249,254,245 247,255,245 251,255,252 251,255,254 251,255,255 251,255,255 251,255,255 253,255,255 253,255,254 253,255,252 255,255,254 255,253,252 253,251,250 253,251,251 255,253,255 255,254,255 254,253,255 252,252,252 253,254,250 248,250,244 249,253,241 255,255,244 255,255,240 247,255,229 243,254,222 244,255,222 253,253,253 245,245,245 239,239,239 243,243,243 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 250,250,250 254,254,254 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 246,246,246 238,238,238 244,244,244 255,255,255 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 253,253,253 247,247,247 239,239,239 239,239,239 245,245,245 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 248,248,248 252,252,252 254,254,254 246,246,246 236,236,236 237,237,237 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 252,253,251 253,254,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 253,254,252 250,251,249 250,251,249 251,252,250 246,247,245 238,239,237 254,248,243 255,249,244 255,251,244 255,253,246 255,254,246 255,255,245 255,254,244 254,253,243 255,255,247 255,255,247
252,246,255 253,248,255 254,250,255 254,252,255 254,253,255 254,253,255 251,253,254 250,252,253 253,254,255 253,254,255 253,253,255 255,254,255 255,254,255 255,255,255 255,255,254 255,255,254 246,255,255 240,249,253 236,242,247 237,243,248 245,249,254 250,255,255 251,254,255 248,251,255 250,252,253 244,244,244 244,245,243 255,255,250 255,255,249 253,252,242 249,248,238 252,252,240 255,255,255 248,248,248 242,242,242 245,245,245 254,254,254 255,255,255 255,255,255 252,252,252 254,254,254 246,246,246 251,251,251 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 248,248,248 235,235,235 238,238,238 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 242,242,242 238,238,238 234,234,234 236,236,236 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 250,250,250 246,246,246 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 246,246,246 253,253,253 255,255,255 249,249,249 236,236,236 235,235,235 243,243,243 253,253,253 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 251,252,250 253,254,252 255,255,254 255,255,254 254,255,253 253,254,252 253,254,252 255,255,254 255,255,254 255,255,254 252,253,251 250,251,249 252,253,251 253,254,252 246,247,245 236,237,235 255,249,245 255,249,245 255,251,247 255,252,248 255,253,249 255,251,249 255,251,249 255,250,250 255,252,254 255,252,254
252,250,255 255,251,255 255,251,255 255,251,255 255,251,255 255,251,255 255,251,255 254,250,255 253,249,255 255,249,255 255,250,255 255,251,255 255,251,255 255,253,253 255,253,252 255,253,252 236,253,255 229,244,247 220,235,238 222,234,238 232,243,247 242,251,255 245,251,255 245,248,255 251,252,255 246,242,254 247,240,255 255,246,255 255,248,255 255,243,255 255,240,255 255,242,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 245,245,245 237,237,237 243,243,243 250,250,250 246,246,246 247,247,247 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 250,250,250 255,255,255 255,255,255 248,248,248 245,245,245 249,249,249 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 241,241,241 239,239,239 238,238,238 240,240,240 243,243,243 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 252,252,252 253,253,253 252,252,252 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 241,241,241 240,240,240 249,249,249 255,255,255 251,251,251 240,240,240 241,241,241 248,248,248 255,255,255 255,255,255 253,253,253 248,248,248 246,246,246 247,247,247 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,254 255,255,254 255,255,254 255,255,254 254,255,253 253,254,252 253,254,252 253,254,252 255,255,254 255,255,254 252,253,251 251,252,250 254,255,253 255,255,254 250,251,249 240,241,239 255,251,251 255,251,251 255,252,253 255,251,254 255,251,255 255,250,255 255,248,255 255,248,255 255,248,255 255,247,255
252,252,255 253,253,255 253,252,255 255,251,255 255,251,255 255,250,255 255,249,255 255,249,255 255,247,255 255,248,255 255,249,255 255,250,255 255,252,254 255,252,253 255,253,252 255,254,250 239,255,252 231,252,244 225,243,236 225,243,236 234,250,243 241,255,249 246,255,252 247,253,252 250,253,255 253,249,255 254,246,255 255,243,255 255,241,255 255,239,255 255,236,255 255,234,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 245,245,245 238,238,238 244,244,244 251,251,251 247,247,247 249,249,249 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 247,247,247 240,240,240 241,241,241 244,244,244 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 250,250,250 248,248,248 248,248,248 251,251,251 253,253,253 248,248,248 246,246,246 247,247,247 251,251,251 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 251,251,251 250,250,250 248,248,248 249,249,249 251,251,251 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 252,252,252 246,246,246 244,244,244 251,251,251 255,255,255 255,255,255 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 245,245,245 245,245,245 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,254 255,255,254 254,255,253 253,254,252 255,255,254 255,255,254 255,255,254 254,255,253 253,254,252 254,255,253 253,254,252 252,253,251 255,255,254 255,255,254 254,255,253 248,249,247 252,255,250 252,255,251 252,255,251 252,255,253 252,254,255 254,253,255 254,252,255 254,250,255 255,249,255 255,249,255
249,255,250 249,254,253 252,253,255 252,251,255 254,249,255 255,248,255 255,246,255 255,247,255 255,248,255 255,249,255 255,251,255 255,252,255 255,253,254 255,254,253 255,255,251 255,255,251 243,255,248 242,255,246 238,255,241 240,255,239 244,255,240 247,255,241 246,255,238 243,254,234 243,250,235 254,255,247 255,255,252 255,250,255 255,245,255 255,248,255 255,245,255 254,237,255 241,241,241 247,247,247 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 254,254,254 246,246,246 251,251,251 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 247,247,247 234,234,234 236,236,236 240,240,240 245,245,245 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 251,251,251 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 250,250,250 249,249,249 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 249,249,249 250,250,250 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 246,246,246 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 240,255,241 239,255,242 239,255,242 241,255,243 241,255,246 242,255,247 242,255,249 244,255,250 245,255,253 247,255,254
247,255,243 248,255,245 248,253,251 251,252,255 253,249,255 254,246,255 255,246,255 255,245,255 255,250,255 255,253,255 255,254,255 255,255,254 255,255,252 255,255,252 255,255,252 255,255,254 248,251,255 247,251,252 249,252,250 250,255,246 250,255,242 246,255,234 241,250,224 235,244,217 233,243,213 253,255,233 255,255,238 254,255,239 254,254,240 255,255,248 255,255,251 252,249,245 232,232,232 238,238,238 245,245,245 251,251,251 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 249,249,249 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 254,254,254 244,244,244 246,246,246 255,255,255 255,255,255 242,242,242 240,240,240 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 254,254,254 244,244,244 235,235,235 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 246,246,246 253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 252,252,252 251,251,251 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 235,235,235 237,237,237 247,247,247 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 254,254,254 234,255,238 234,255,239 233,255,238 232,255,238 233,255,240 233,255,241 236,255,244 238,255,245 240,255,247 242,255,247
247,255,237 249,255,242 250,255,248 251,253,253 251,248,255 254,245,255 254,244,255 255,247,255 255,252,255 249,244,243 255,255,251 253,251,243 252,252,246 255,255,252 246,246,246 255,254,255 248,231,255 255,241,255 255,246,255 255,245,255 255,248,255 255,253,252 252,251,241 242,243,227 255,255,241 255,255,238 254,255,235 250,255,235 250,255,236 252,255,239 250,255,239 247,252,237 229,229,229 237,237,237 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 248,248,248 255,255,255 255,255,255 245,245,245 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 244,244,244 255,255,255 255,255,255 251,251,251 254,254,254 243,243,243 241,241,241 250,250,250 240,240,240 255,255,255 243,243,243 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 235,235,235 239,239,239 251,251,251 255,255,255 248,248,248 238,238,238 248,248,248 247,247,247 246,246,246 246,246,246 246,246,246 248,248,248 249,249,249 250,250,250 252,252,252 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 253,253,253 249,249,249 255,255,255 249,249,249 245,245,245 253,253,253 255,255,255 251,251,251 248,248,248 252,252,252 255,255,255 254,254,254 249,249,249 244,244,244 248,248,248 255,255,255 255,255,255 253,253,253 255,255,255 249,249,249 242,242,242 239,239,239 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 232,255,246 233,255,247 237,255,250 237,255,250 237,255,252 238,255,252 239,255,253 241,255,253 244,255,255 244,255,254
247,255,232 248,255,238 250,255,244 251,255,250 253,249,255 254,246,255 255,246,255 255,250,255 255,255,254 248,245,237 249,249,237 248,249,239 253,255,249 253,255,255 237,240,245 248,249,255 255,237,255 255,235,255 252,227,255 247,225,255 252,235,255 255,248,255 255,251,255 255,254,255 251,249,248 248,250,244 248,250,244 250,254,248 251,255,252 251,255,252 239,246,243 226,232,231 239,239,239 245,245,245 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 246,246,246 254,254,254 255,255,255 255,255,255 248,248,248 250,250,250 255,255,255 255,255,255 244,244,244 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 242,242,242 253,253,253 255,255,255 245,245,245 229,229,229 251,251,251 243,243,243 247,247,247 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 249,249,249 250,250,250 251,251,251 248,248,248 247,247,247 249,249,249 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 245,245,245 249,249,249 255,255,255 255,255,255 247,247,247 237,237,237 252,252,252 252,252,252 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 253,253,253 254,254,254 253,253,253 251,251,251 253,253,253 253,253,253 246,246,246 237,237,237 249,249,249 239,239,239 237,237,237 246,246,246 252,252,252 249,249,249 248,248,248 252,252,252 252,252,252 253,253,253 249,249,249 243,243,243 244,244,244 251,251,251 253,253,253 250,250,250 255,255,255 253,253,253 248,248,248 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 248,248,248 243,243,243 248,248,248 255,255,255 247,250,255 246,249,255 243,246,255 242,242,255 241,241,255 243,242,255 247,245,255 250,248,255 249,246,255 250,247,255
