50 170
153,153,153 26,26,26 6,6,6 0,0,0 9,9,9 6,6,6 0,0,0 9,9,9 5,5,5 5,5,5 0,0,0 0,0,0 7,7,7 3,3,3 0,0,0 5,5,5 35,35,35 58,58,58 99,99,99 134,134,134 158,158,158 196,196,196 236,236,236 255,255,255 245,245,245 255,255,255 255,255,255 247,247,247 252,252,252 255,255,255 253,253,253 247,247,247 249,249,249 244,244,244 246,246,246 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 249,249,249 252,252,252 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 243,243,243 252,252,252 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,254 251,247,246 248,246,246 255,254,255 253,253,255 247,249,255 245,247,255 250,252,255 249,251,255 246,248,255 249,249,255 255,254,255 255,255,254 255,251,246 255,250,243 255,255,246 253,250,255 252,250,255 252,252,255 251,254,252 249,255,246 248,255,241 248,255,239 249,255,238 248,255,239 248,254,237 254,255,243 255,255,244 252,254,234 254,255,233 255,255,235 253,255,226 255,255,247 251,255,243 253,255,246 255,255,248 254,255,248 245,246,242 249,250,248 255,255,254 253,253,253 255,252,254 255,253,255 255,252,255 255,253,255 255,252,255 254,250,255 252,248,253 241,255,232 244,255,238 243,255,241 239,253,241 239,251,245 246,254,253 248,255,255 248,255,254 250,255,251 250,255,249 247,255,245 248,255,246 250,255,251 251,255,255 251,251,255 248,247,255 255,255,236 255,255,236 255,255,236 252,255,235 248,255,237 244,255,237 240,255,238 240,255,240 243,255,246 233,247,235 233,244,236 247,252,250 255,254,255 255,252,255 255,247,255 255,248,255 252,252,252 255,255,255 255,255,255 252,252,252 247,247,247 246,246,246 251,251,251 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 246,246,246 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255
2,2,2 14,14,14 114,114,114 112,112,112 184,184,184 193,193,193 198,198,198 178,178,178 186,186,186 185,185,185 162,162,162 134,134,134 120,120,120 99,99,99 65,65,65 40,40,40 5,5,5 0,0,0 0,0,0 6,6,6 6,6,6 11,11,11 10,10,10 0,0,0 75,75,75 98,98,98 134,134,134 190,190,190 243,243,243 255,255,255 249,249,249 244,244,244 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 247,247,247 247,247,247 255,255,255 255,255,255 252,252,252 249,249,249 248,248,248 250,250,250 253,253,253 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 251,251,251 252,248,247 241,237,236 236,234,234 246,245,249 253,253,255 249,251,255 247,248,255 248,250,255 250,252,255 246,248,255 247,248,252 254,253,255 255,255,254 255,254,249 255,253,246 255,255,247 254,248,255 254,249,255 251,250,255 251,253,254 251,255,250 251,255,249 250,254,248 250,254,249 252,253,251 249,248,250 255,254,255 255,254,255 255,250,251 255,255,251 255,255,249 255,255,245 255,255,249 252,255,246 253,255,249 255,255,251 249,250,246 239,240,238 241,242,240 253,251,251 253,250,252 255,252,254 255,252,254 252,249,251 249,246,248 248,245,247 252,249,251 255,253,255 242,255,236 240,253,237 235,247,235 232,242,236 238,243,244 245,250,253 247,252,255 245,249,250 251,255,254 250,255,250 250,254,248 250,254,248 252,255,253 252,254,255 251,250,255 249,248,255 255,255,245 255,255,245 255,255,245 252,255,245 248,255,246 247,255,248 242,255,247 242,254,248 236,247,244 229,238,235 230,236,235 245,247,247 255,255,255 255,251,252 255,247,248 255,248,250 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 252,252,252 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 236,236,236 234,234,234 246,246,246 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255
0,0,0 75,75,75 242,242,242 251,251,251 255,255,255 243,243,243 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 249,249,249 248,248,248 249,249,249 251,251,251 255,255,255 255,255,255 228,228,228 197,197,197 165,165,165 126,126,126 88,88,88 49,49,49 14,14,14 2,2,2 3,3,3 2,2,2 3,3,3 4,4,4 17,17,17 75,75,75 146,146,146 162,162,162 199,199,199 239,239,239 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 246,246,246 243,243,243 247,247,247 253,253,253 251,251,251 246,246,246 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,247,246 238,233,234 232,229,231 242,241,245 252,252,255 251,253,255 247,249,255 244,247,255 247,249,255 240,243,248 239,240,244 246,246,246 254,253,249 255,255,250 255,255,246 255,255,247 254,249,255 254,250,255 255,251,255 253,253,253 253,254,252 253,253,253 254,253,255 254,252,255 247,243,255 244,236,253 251,242,255 255,246,255 253,241,255 255,244,255 255,248,255 254,243,255 255,255,255 255,253,253 255,253,253 255,254,254 250,247,249 241,238,240 242,239,241 250,247,249 254,251,253 255,253,255 255,253,253 250,248,248 244,242,242 244,242,241 252,250,249 255,255,254 252,255,248 248,252,246 241,243,243 238,238,244 244,243,253 253,252,255 253,252,255 247,247,253 254,253,255 254,255,251 253,255,249 253,254,250 253,254,252 253,252,254 253,251,255 254,248,255 255,251,255 255,251,255 255,251,255 253,250,255 250,249,255 248,248,255 247,248,255 246,247,255 238,240,251 231,233,243 232,235,240 248,247,249 255,255,254 255,255,250 255,255,245 255,255,245 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 250,250,250 253,253,253 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 249,249,249 237,237,237 232,232,232 243,243,243 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255
63,63,63 0,0,0 69,69,69 201,201,201 244,244,244 250,250,250 246,246,246 241,241,241 255,255,255 251,251,251 246,246,246 255,255,255 255,255,255 255,255,255 242,242,242 244,244,244 230,230,230 229,229,229 243,243,243 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 224,224,224 188,188,188 136,136,136 95,95,95 57,57,57 12,12,12 0,0,0 0,0,0 9,9,9 0,0,0 13,13,13 60,60,60 105,105,105 146,146,146 206,206,206 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 241,241,241 224,224,224 227,227,227 244,244,244 253,253,253 250,250,250 244,244,244 241,241,241 244,244,244 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,252,253 248,243,244 243,240,242 248,247,251 252,253,255 249,252,255 246,249,254 244,247,252 245,248,253 238,241,245 235,237,238 241,242,240 252,251,247 255,255,249 255,255,248 255,255,246 255,254,244 255,255,244 255,255,244 255,255,246 255,255,247 255,255,250 255,254,254 255,253,255 246,239,252 241,231,248 248,236,255 255,242,255 252,239,255 253,241,255 255,245,255 251,241,255 255,252,255 254,250,255 254,250,255 255,253,255 254,250,255 250,246,251 251,247,252 255,254,255 255,254,255 255,255,255 255,253,252 251,249,248 248,247,243 249,248,244 254,254,248 255,255,251 255,255,254 255,255,255 254,250,255 251,245,255 255,248,255 255,250,255 255,250,255 255,251,255 255,253,253 255,254,250 255,255,250 255,255,249 255,254,250 255,253,253 255,252,255 255,252,255 254,250,255 254,250,255 253,247,255 251,246,255 251,245,255 250,243,255 250,243,255 250,243,255 244,238,255 237,233,252 238,234,245 246,245,247 255,255,249 255,255,245 255,255,241 255,255,240 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 243,243,243 236,236,236 243,243,243 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
252,252,252 106,106,106 0,0,0 5,5,5 105,105,105 227,227,227 255,255,255 250,250,250 250,250,250 255,255,255 251,251,251 246,246,246 252,252,252 254,254,254 252,252,252 255,255,255 236,236,236 237,237,237 251,251,251 255,255,255 247,247,247 240,240,240 245,245,245 247,247,247 255,255,255 250,250,250 237,237,237 247,247,247 255,255,255 255,255,255 215,215,215 183,183,183 122,122,122 64,64,64 16,16,16 11,11,11 14,14,14 1,1,1 0,0,0 0,0,0 59,59,59 97,97,97 163,163,163 223,223,223 247,247,247 243,243,243 245,245,245 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 236,236,236 253,253,253 250,250,250 243,243,243 239,239,239 245,245,245 254,254,254 255,255,255 249,249,249 255,254,255 255,252,254 255,252,254 254,253,255 252,253,255 249,250,254 247,250,254 248,251,255 251,255,255 246,250,251 241,243,243 244,245,241 250,252,246 255,255,249 255,255,247 252,251,241 255,255,233 255,255,235 255,255,237 255,255,239 255,255,243 255,255,247 255,254,251 255,254,255 252,245,250 242,234,244 248,240,251 255,251,255 255,249,255 255,249,255 255,252,255 254,248,253 255,248,255 255,247,255 255,248,255 255,250,255 255,250,255 255,250,255 255,253,255 255,254,255 255,255,255 255,253,252 252,251,247 252,251,247 253,255,249 254,255,250 252,255,246 250,253,244 251,246,245 255,252,253 255,253,255 255,250,255 255,246,255 255,248,255 255,249,255 255,251,253 255,254,250 255,254,246 255,255,243 255,255,243 255,254,246 255,255,251 255,255,255 255,254,255 249,253,255 250,252,255 250,251,255 251,248,255 251,246,255 253,244,255 254,242,255 254,242,255 253,240,255 246,235,255 240,234,245 242,239,241 246,247,238 249,252,236 250,255,235 253,255,236 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 251,251,251 241,241,241 235,235,235 240,240,240 249,249,249 253,253,253 251,251,251 249,249,249 255,255,255 255,255,255
235,235,235 255,255,255 182,182,182 27,27,27 0,0,0 6,6,6 105,105,105 219,219,219 242,242,242 255,255,255 255,255,255 242,242,242 250,250,250 255,255,255 248,248,248 228,228,228 243,243,243 235,235,235 243,243,243 253,253,253 248,248,248 244,244,244 247,247,247 246,246,246 247,247,247 255,255,255 255,255,255 244,244,244 244,244,244 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 245,245,245 223,223,223 188,188,188 136,136,136 76,76,76 32,32,32 6,6,6 0,0,0 0,0,0 2,2,2 24,24,24 65,65,65 123,123,123 169,169,169 234,234,234 247,247,247 251,251,251 244,244,244 244,244,244 253,253,253 254,254,254 247,247,247 255,255,255 255,255,255 250,250,250 244,244,244 247,247,247 255,255,255 255,255,255 248,248,248 254,251,253 255,253,255 255,254,255 255,254,255 253,252,254 249,251,252 249,253,254 251,255,255 251,255,255 250,255,254 245,248,246 241,245,240 245,247,241 247,249,243 245,246,237 238,239,230 255,255,237 255,255,238 255,255,242 255,255,245 255,254,249 255,252,252 255,252,255 255,251,255 254,244,250 241,234,239 247,240,243 255,254,253 255,254,250 253,253,247 253,254,245 249,250,240 255,249,255 255,248,255 255,248,255 255,249,255 255,250,255 255,251,255 255,253,255 255,255,255 255,254,253 252,251,247 249,248,244 250,252,246 255,255,251 255,255,249 250,253,244 244,247,238 248,244,239 255,253,250 255,254,255 255,253,255 255,247,254 253,246,253 255,250,252 255,252,251 255,255,248 251,254,239 247,250,234 247,250,235 249,253,241 254,255,250 255,255,254 255,255,255 246,255,249 245,255,250 249,255,251 250,255,254 253,252,255 255,250,255 255,248,255 255,248,255 255,249,255 254,245,255 250,243,248 247,243,242 247,248,239 249,254,239 250,255,239 252,255,240 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 246,246,246 241,241,241 239,239,239 243,243,243 250,250,250 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
255,255,255 255,255,255 253,253,253 230,230,230 189,189,189 50,50,50 0,0,0 14,14,14 76,76,76 164,164,164 245,245,245 255,255,255 241,241,241 217,217,217 227,227,227 255,255,255 255,255,255 245,245,245 247,247,247 253,253,253 243,243,243 235,235,235 238,238,238 238,238,238 216,216,216 240,240,240 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 250,250,250 237,237,237 255,255,255 255,255,255 255,255,255 245,245,245 249,249,249 255,255,255 255,255,255 222,222,222 181,181,181 118,118,118 60,60,60 21,21,21 3,3,3 0,0,0 0,0,0 1,1,1 39,39,39 105,105,105 173,173,173 218,218,218 239,239,239 251,251,251 255,255,255 243,243,243 254,254,254 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 253,253,253 254,250,255 255,251,255 255,252,254 253,252,254 253,252,254 253,255,255 253,255,255 252,254,254 248,253,251 249,254,252 246,251,249 243,247,242 242,246,241 245,249,244 242,246,241 236,240,235 255,254,251 255,253,253 255,251,254 255,249,255 255,247,255 255,246,255 255,245,255 255,246,255 253,240,254 240,229,237 244,238,239 255,254,250 255,255,247 251,252,242 248,252,240 244,248,236 255,251,255 255,251,255 255,250,252 254,249,251 255,250,251 255,253,252 255,254,250 254,253,249 255,255,250 254,254,248 251,253,247 253,255,249 255,255,251 255,255,251 251,253,247 247,248,244 251,252,242 255,255,249 255,255,252 254,252,252 251,247,252 251,250,254 254,253,255 254,255,251 252,255,248 243,250,237 234,241,226 233,242,229 241,248,241 248,253,251 249,252,255 247,249,255 243,255,244 244,255,244 245,255,244 249,255,244 252,255,246 255,255,246 255,255,247 255,254,249 255,255,251 255,255,250 255,253,248 255,252,247 254,254,248 252,255,248 251,255,249 251,255,249 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 249,249,249 249,249,249 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
249,249,249 254,254,254 252,252,252 255,255,255 233,233,233 246,246,246 173,173,173 49,49,49 12,12,12 0,0,0 26,26,26 132,132,132 230,230,230 253,253,253 244,244,244 251,251,251 253,253,253 246,246,246 254,254,254 255,255,255 240,240,240 231,231,231 243,243,243 254,254,254 250,250,250 255,255,255 255,255,255 250,250,250 251,251,251 251,251,251 251,251,251 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 241,241,241 203,203,203 144,144,144 96,96,96 40,40,40 10,10,10 0,0,0 1,1,1 12,12,12 34,34,34 89,89,89 147,147,147 220,220,220 241,241,241 255,255,255 254,254,254 248,248,248 252,252,252 255,255,255 254,254,254 255,253,255 255,253,255 252,251,253 252,251,253 255,255,255 253,255,254 253,255,254 248,252,247 248,252,247 251,255,252 251,255,254 249,254,252 249,254,253 251,255,255 251,255,255 249,253,254 255,253,255 255,252,255 255,249,255 255,246,255 255,244,255 255,242,255 255,242,255 255,243,255 255,245,255 242,235,240 247,242,241 255,255,249 255,255,248 252,255,244 249,255,243 245,252,239 254,252,251 254,253,249 253,252,248 253,253,247 255,255,249 255,255,249 255,255,249 254,255,248 255,255,249 255,255,249 255,255,251 255,255,251 255,255,252 254,255,253 254,255,253 254,254,254 249,255,250 249,254,252 245,249,250 240,242,250 240,242,252 245,247,255 248,250,255 244,250,255 247,255,255 235,243,242 221,232,230 222,231,234 232,239,248 242,247,255 240,245,255 237,241,255 239,255,251 241,255,251 244,255,249 247,255,246 250,255,244 255,255,240 255,255,239 255,255,239 255,254,236 255,255,240 255,255,242 255,254,246 253,254,250 253,255,255 250,254,255 246,251,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 184,184,184 85,85,85 2,2,2 0,0,0 0,0,0 82,82,82 166,166,166 245,245,245 238,238,238 228,228,228 250,250,250 255,255,255 248,248,248 243,243,243 244,244,244 255,255,255 253,253,253 255,255,255 252,252,252 253,253,253 255,255,255 249,249,249 255,255,255 252,252,252 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 249,249,249 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 242,242,242 203,203,203 130,130,130 58,58,58 18,18,18 6,6,6 3,3,3 0,0,0 24,24,24 66,66,66 124,124,124 195,195,195 249,249,249 255,255,255 247,247,247 255,254,255 252,251,255 252,251,253 254,254,254 254,255,253 253,254,252 254,255,251 253,255,252 253,255,252 246,252,247 244,249,247 250,255,254 250,255,255 247,251,255 246,249,255 250,253,255 255,255,244 254,255,244 239,238,234 255,251,255 255,250,255 255,248,255 255,248,255 252,241,249 255,254,254 254,251,243 255,255,241 255,255,242 254,255,241 236,244,227 237,246,233 251,255,247 253,255,251 253,255,251 253,255,249 251,255,247 250,255,245 252,255,247 252,255,246 252,255,247 248,254,243 251,254,245 255,255,251 255,255,252 255,255,255 252,251,253 242,241,245 255,254,255 241,248,255 222,229,246 238,243,255 238,242,255 229,233,255 238,242,255 224,228,255 231,235,255 237,245,255 226,234,255 218,225,250 220,226,255 230,233,255 230,233,255 222,223,255 211,210,255 214,225,253 224,234,255 241,248,255 244,250,255 240,245,248 250,254,248 255,255,247 251,253,234 255,255,241 255,255,240 255,255,245 247,248,239 250,251,249 253,254,255 235,237,245 245,247,255 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 246,246,246 245,245,245 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 248,248,248 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 255,255,255 249,249,249 247,247,247 247,247,247
250,250,250 253,253,253 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 249,249,249 244,244,244 216,216,216 153,153,153 37,37,37 0,0,0 0,0,0 29,29,29 86,86,86 186,186,186 230,230,230 244,244,244 233,233,233 255,255,255 251,251,251 234,234,234 255,255,255 248,248,248 246,246,246 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 242,242,242 248,248,248 255,255,255 249,249,249 195,195,195 140,140,140 64,64,64 25,25,25 2,2,2 7,7,7 8,8,8 20,20,20 81,81,81 154,154,154 211,210,214 251,250,254 255,254,255 251,251,251 245,246,244 255,255,252 255,255,251 242,244,238 237,241,236 238,243,241 244,248,249 246,251,254 241,247,254 234,238,249 230,236,249 231,236,251 247,255,224 250,255,231 241,255,227 246,254,237 244,247,238 241,240,236 255,255,251 255,255,249 250,250,236 255,255,241 254,255,237 238,245,224 244,252,235 250,255,249 250,255,254 232,240,240 233,242,239 238,247,244 241,251,245 243,251,244 242,251,241 244,253,243 250,255,247 251,255,248 251,255,249 250,254,248 247,251,246 243,245,245 250,249,251 255,254,255 248,246,252 242,239,248 141,147,190 110,114,162 112,115,166 100,103,158 87,89,147 98,100,158 105,107,165 123,126,181 107,111,162 105,109,160 105,109,162 108,109,169 112,111,179 111,107,183 104,98,180 98,90,177 136,129,210 142,135,210 164,157,224 188,183,238 199,195,236 211,208,233 226,226,238 235,237,238 246,247,243 240,243,234 246,249,240 249,250,246 255,255,255 239,239,245 230,229,239 232,232,244 243,243,243 243,243,243 241,241,241 240,240,240 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 254,254,254 254,254,254 247,247,247 246,246,246 252,252,252 253,253,253 255,255,255 247,247,247 235,235,235 235,235,235 247,247,247 255,255,255 254,254,254 253,253,253 253,253,253
