50 170
254,254,254 247,247,247 244,244,244 249,249,249 254,254,254 254,254,254 253,253,253 253,253,253 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 246,249,254 253,253,255 253,252,255 251,250,255 249,247,255 250,245,255 248,242,255 245,239,255 253,249,255 252,248,255 248,247,255 246,246,255 243,245,255 243,245,255 245,250,255 248,254,255 255,248,255 253,248,255 240,252,252 237,255,252 237,255,246 246,253,240 255,250,242 255,254,249 255,253,254 252,254,255 231,254,255 216,254,255 215,253,253 232,253,254 255,253,253 255,251,254 255,240,254 255,246,255 255,250,255 254,250,255 243,253,253 238,255,254 234,255,254 231,255,249 236,255,250 241,255,247 246,255,247 248,255,246 252,255,246 255,255,247 255,255,247 255,255,248 255,253,251 255,252,248 255,251,244 255,255,244 255,255,243 255,255,242 255,255,237 255,253,234 255,255,240 255,255,243 255,255,247 255,255,251 255,255,255 247,253,255 240,254,255 235,253,255 249,249,249 248,248,248 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 254,254,254 250,250,250 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,253,255 242,251,255 242,251,255 243,252,255 244,253,255 246,253,255 245,252,255 244,250,255 244,248,255 248,252,255 248,252,255 245,247,255 243,244,255 248,249,255 250,251,255 248,249,255 236,255,244 237,255,244 239,255,244 242,255,245 244,255,247 246,253,248 246,251,249 246,251,250 250,255,255 246,255,255 241,255,255 235,255,255 229,255,255 223,255,255 219,255,255 218,255,255 255,255,255 255,255,255 255,255,255 247,247,247 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 248,248,248 246,246,246 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 250,253,251 253,255,255 253,255,255 248,250,251 247,248,252 252,250,255 253,251,255 251,248,255 249,248,255 250,249,255 252,251,255 251,254,255 250,253,255 246,251,254 246,251,254 248,253,254 255,248,255 253,249,255 241,253,253 237,255,252 239,255,249 246,254,243 255,251,242 255,250,248 255,252,253 251,253,254 234,255,255 221,255,255 223,255,255 237,255,254 255,252,253 255,251,252 255,244,255 255,247,255 255,251,255 251,254,255 241,253,255 234,250,249 228,247,244 227,247,242 242,255,253 245,255,251 249,255,250 251,255,249 253,255,249 253,255,249 254,255,250 252,255,250 255,252,254 255,252,252 255,252,249 255,254,249 255,255,247 255,255,246 255,255,243 255,255,241 255,255,243 255,255,246 255,255,247 255,255,251 255,255,255 249,254,255 243,254,255 239,253,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 253,253,253 254,254,254 251,251,251 251,251,251 253,253,253 252,252,252 249,249,249 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,255,255 249,254,255 248,253,254 249,254,255 250,255,255 251,254,255 249,252,255 247,250,254 246,247,251 250,250,255 251,251,255 248,246,252 246,244,250 250,248,254 253,251,255 251,249,255 236,255,248 238,255,248 240,255,249 243,255,249 247,254,251 248,253,252 253,253,253 253,252,254 255,254,255 253,255,255 250,254,255 247,255,255 243,255,255 241,255,254 237,255,254 235,255,254 252,252,252 252,252,252 247,247,247 239,239,239 237,237,237 244,244,244 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 246,246,246 245,245,245 250,250,250 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 247,247,247 250,250,250 254,254,254 255,255,255 253,255,248 253,255,248 251,255,246 248,252,241 248,251,242 253,255,247 255,255,249 254,255,248 251,253,247 251,255,249 253,255,251 253,255,251 250,255,250 249,255,250 250,255,251 250,255,251 255,247,255 254,248,253 243,254,252 239,255,252 238,255,248 241,249,239 249,240,236 255,238,237 255,247,249 251,250,254 235,255,255 227,255,255 229,255,255 241,255,251 255,249,246 255,245,243 253,253,255 248,251,255 249,253,255 246,255,255 244,255,255 235,247,249 229,241,243 234,241,244 250,254,255 254,253,255 255,254,254 255,254,254 254,255,253 250,255,253 249,255,253 247,255,253 255,251,255 254,252,255 252,253,255 250,254,255 248,253,251 248,254,249 254,255,250 255,255,249 255,254,247 255,255,248 255,254,250 255,255,252 255,255,254 252,254,254 249,254,255 244,254,254 255,255,255 255,255,255 254,254,254 250,250,250 245,245,245 244,244,244 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 250,250,250 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,251 255,255,250 255,255,250 255,255,250 255,255,251 255,255,250 255,253,249 254,251,247 252,247,244 255,251,248 255,252,249 253,248,245 252,247,244 255,250,249 255,253,252 255,251,251 241,253,255 243,252,255 245,252,255 248,253,255 252,253,255 255,252,255 255,253,255 255,252,255 255,252,255 255,251,255 255,252,255 255,252,255 255,252,253 255,252,253 255,252,253 255,253,252 251,251,251 252,252,252 249,249,249 242,242,242 241,241,241 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 252,252,252 255,255,255 255,255,255 246,246,246 240,240,240 243,243,243 250,250,250 254,254,254 255,255,244 255,255,244 253,255,240 248,254,235 248,254,235 253,255,240 253,255,240 250,255,237 252,255,239 255,255,244 255,255,245 249,255,241 248,255,242 251,255,246 253,255,249 253,255,249 255,248,251 255,250,251 245,254,251 238,255,249 234,252,245 236,243,238 237,232,231 239,225,227 255,243,247 249,248,252 240,253,255 235,255,255 234,255,251 243,250,245 254,242,236 255,237,231 236,255,255 227,248,246 230,248,249 241,255,255 244,255,255 238,244,251 239,238,247 251,243,253 255,250,255 255,250,255 255,251,255 255,252,255 255,254,255 250,255,255 243,255,255 242,255,254 247,249,255 247,251,255 246,253,255 244,252,255 241,250,254 241,250,253 248,253,254 251,255,255 253,253,253 255,254,253 255,254,253 255,255,252 255,255,252 255,255,251 254,255,251 253,254,250 251,251,251 253,253,253 252,252,252 246,246,246 239,239,239 237,237,237 242,242,242 247,247,247 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 252,252,252 255,255,255 254,254,254 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 250,250,250 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,248 255,255,248 255,255,247 255,255,247 255,255,247 255,255,246 255,253,244 255,251,242 255,252,243 255,255,246 255,255,247 255,255,246 255,254,245 255,255,247 255,255,249 255,255,249 252,245,255 252,245,255 255,246,255 255,247,255 255,248,255 255,249,255 255,250,255 255,251,255 255,249,255 255,250,255 255,251,255 255,250,253 255,251,252 255,251,252 255,251,249 255,251,249 251,251,251 255,255,255 254,254,254 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 246,246,246 240,240,240 243,243,243 250,250,250 254,254,254 253,255,243 254,255,244 253,255,242 250,255,237 251,255,237 252,255,238 247,255,232 240,248,225 246,253,232 252,255,239 255,255,244 252,255,244 252,255,245 255,255,251 255,255,252 253,254,250 255,252,249 255,254,249 249,255,250 240,255,249 237,254,250 239,247,246 240,237,239 240,228,234 255,245,251 251,250,254 245,255,255 243,255,255 243,255,249 248,249,240 255,241,232 255,234,227 215,250,240 205,238,231 211,236,232 229,247,246 240,249,253 243,240,249 248,238,251 255,245,255 255,245,255 255,246,255 255,248,255 255,250,255 253,252,255 247,253,255 241,254,255 237,255,255 239,247,255 242,250,255 243,251,255 240,249,255 237,247,255 236,246,255 239,248,255 246,252,255 248,252,255 252,253,255 255,254,254 255,255,254 255,255,252 255,255,250 255,255,248 255,255,246 254,254,254 255,255,255 255,255,255 251,251,251 245,245,245 244,244,244 249,249,249 255,255,255 255,255,255 253,253,253 244,244,244 235,235,235 235,235,235 243,243,243 251,251,251 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 253,253,253 246,246,246 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,249 255,255,248 255,254,247 255,254,247 255,255,248 255,254,247 255,251,244 255,249,242 255,254,247 255,255,248 255,255,249 255,255,249 255,255,249 255,255,248 255,255,249 255,255,249 255,239,255 255,239,255 255,242,255 255,243,255 255,245,255 255,247,255 255,249,255 255,250,255 255,250,255 255,252,255 255,252,253 255,252,253 255,253,252 255,252,249 255,252,249 255,252,249 244,244,244 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 250,250,250 247,247,247 250,250,250 254,254,254 255,255,255 253,252,248 255,254,250 255,255,250 255,255,246 255,255,245 252,255,242 244,250,233 234,240,223 235,241,224 247,252,237 255,255,248 255,255,251 255,255,255 255,253,255 255,250,255 248,240,250 255,255,247 255,255,248 251,255,249 241,255,251 242,255,254 246,255,255 248,248,254 247,240,247 255,249,255 255,252,255 251,255,255 250,255,252 253,255,249 255,252,243 255,247,235 255,242,231 212,251,236 207,241,230 214,238,230 230,244,242 245,248,252 253,244,254 255,244,255 255,247,255 255,243,255 255,244,255 255,247,255 255,250,255 253,252,255 247,253,255 240,253,255 237,252,254 242,249,255 244,251,255 242,251,255 241,250,255 239,247,255 237,245,255 236,244,255 238,244,255 246,251,255 249,252,255 250,253,255 255,255,255 255,255,252 255,255,248 255,255,247 255,255,245 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 234,234,234 234,234,234 244,244,244 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 252,252,252 246,246,246 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,254 255,252,253 255,251,252 255,252,253 255,253,254 255,252,253 255,250,251 253,248,249 255,252,251 255,251,250 255,253,252 255,255,254 255,254,253 252,250,249 252,250,249 255,254,253 255,240,255 255,240,255 255,241,255 255,243,255 255,245,255 255,247,255 252,249,255 250,250,255 248,253,255 246,254,254 246,254,253 246,255,252 245,254,251 247,254,249 247,254,249 247,253,248 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
251,251,251 250,250,250 251,251,251 253,253,253 251,251,251 245,245,245 242,242,242 244,244,244 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 253,247,255 254,249,255 255,251,255 255,252,254 255,255,254 254,255,250 246,249,240 235,238,229 233,235,229 245,246,242 254,252,252 251,247,252 253,245,255 255,248,255 255,245,255 250,237,255 255,255,242 255,255,244 248,251,242 237,246,243 236,248,250 241,251,255 244,246,255 242,238,249 254,250,255 255,252,254 255,255,254 255,255,251 255,255,249 255,255,246 255,253,243 255,250,241 230,255,243 230,255,240 235,251,240 245,251,246 255,253,254 255,252,255 255,248,255 255,245,255 255,242,255 255,244,255 255,248,255 255,250,255 250,252,255 248,252,255 242,251,254 240,250,250 249,255,254 249,255,254 249,254,255 250,253,255 249,251,255 245,247,255 239,243,254 235,238,252 244,250,255 245,252,255 249,253,255 253,255,255 255,255,254 255,255,250 255,255,247 255,254,246 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 252,252,252 253,253,253 250,250,250 245,245,245 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 254,248,255 253,248,255 254,249,255 254,251,255 254,251,255 252,249,255 248,247,255 250,249,255 248,247,255 248,251,255 251,254,255 249,252,255 243,246,251 241,245,250 246,250,255 255,246,255 255,246,255 255,248,255 252,250,255 247,252,255 243,252,255 240,254,253 238,255,252 237,255,253 237,255,252 239,255,252 240,255,251 241,255,251 243,254,251 244,252,251 246,252,251 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 245,245,245 247,247,247 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 255,245,255 254,247,255 254,247,255 252,249,255 255,254,255 253,255,255 247,249,249 237,240,238 238,240,240 247,246,248 248,244,250 241,233,244 243,232,248 254,241,255 255,246,255 255,243,255 255,255,238 255,252,239 243,244,235 228,234,233 226,235,239 229,238,247 229,235,246 226,227,237 249,247,253 253,248,249 255,251,248 255,253,246 255,254,247 255,255,248 255,255,248 255,255,248 248,255,245 251,255,245 254,255,247 255,252,245 255,253,251 255,252,255 255,246,253 252,237,245 255,244,254 252,247,255 250,249,255 249,252,255 248,253,255 248,252,253 246,250,251 246,248,248 255,255,247 255,255,247 255,255,249 255,255,252 255,254,255 255,251,255 245,242,251 235,236,246 246,251,255 245,252,255 245,254,255 250,255,255 253,255,255 255,255,251 255,254,250 255,253,247 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 249,249,249 252,252,252 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,247,255 251,246,255 251,246,255 252,247,255 252,250,255 252,250,255 250,248,255 247,247,255 249,250,255 247,248,255 247,249,255 250,252,255 248,250,255 241,244,252 238,244,251 243,249,255 238,255,253 238,255,253 235,255,252 234,255,250 232,255,250 230,255,249 230,255,249 229,255,248 234,255,249 237,255,250 241,255,252 245,254,251 250,252,252 255,250,252 255,248,254 255,248,254 250,250,250 254,254,254 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 255,248,255 250,243,255 254,248,255 250,247,255 252,253,255 233,235,236 251,255,255 250,255,253 242,244,244 229,231,231 255,254,255 236,229,236 248,238,250 255,249,255 252,236,254 255,247,255 255,255,238 255,255,240 255,253,245 247,249,250 241,247,254 236,245,255 235,243,255 239,244,253 249,250,254 255,255,254 255,252,248 255,250,243 255,255,251 255,255,252 247,249,249 250,255,255 248,248,236 255,255,248 255,255,247 255,247,241 255,254,251 255,252,251 255,243,243 255,250,251 242,244,244 248,255,255 242,254,254 237,250,248 247,255,254 253,255,255 253,251,251 255,254,253 255,255,238 254,255,235 255,253,235 255,253,240 255,247,241 255,242,240 255,246,248 255,253,255 251,254,255 243,252,255 238,249,253 241,250,253 248,253,254 255,255,255 255,255,254 255,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 249,242,255 253,246,255 255,249,255 252,246,255 252,246,255 253,249,255 254,251,255 252,249,255 250,247,255 249,249,255 249,249,255 250,250,255 249,250,254 248,249,253 245,248,252 244,247,251 221,255,246 220,255,244 219,255,243 219,255,241 219,255,239 223,255,241 228,255,245 233,255,246 233,255,242 243,255,248 253,255,252 255,254,255 255,248,255 255,238,248 255,228,241 255,221,237 246,246,246 252,252,252 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 247,247,247 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 255,255,255 254,254,254 251,251,251 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,254,255 251,250,252 255,255,255 251,253,253 251,255,254 234,241,236 246,253,248 238,246,239 250,255,251 245,252,245 255,255,252 237,236,232 251,246,245 255,254,254 253,242,244 255,253,255 255,255,239 255,255,242 255,253,248 251,250,252 247,248,255 241,247,255 238,247,255 240,248,255 249,254,253 255,255,251 255,250,244 255,248,242 255,254,251 248,253,255 231,249,255 227,252,255 253,248,247 255,253,250 255,247,245 255,244,242 255,250,247 255,252,249 255,252,248 255,255,251 239,252,244 240,255,250 234,255,249 234,255,247 245,255,253 251,254,252 255,250,251 255,252,254 254,255,236 255,255,235 255,255,237 255,255,241 255,255,244 255,251,244 255,248,245 255,248,248 251,251,251 234,244,244 224,237,239 225,238,240 236,245,248 247,250,254 254,251,253 254,247,250 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 247,247,247 252,252,252 255,255,255 255,255,255 251,251,251 244,244,244 238,238,238 249,243,248 255,251,255 255,253,255 255,253,255 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,252 255,255,251 252,251,247 249,248,244 246,246,240 222,255,234 223,255,235 225,255,237 230,255,240 235,255,241 236,255,241 238,255,241 240,255,239 241,250,237 250,251,242 255,251,248 255,249,252 255,245,253 255,236,250 255,229,246 255,223,241 250,250,250 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 247,247,247 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 251,251,251 250,250,250 251,251,251 244,244,244 235,235,235 241,241,241 254,254,254 255,255,255 255,255,255
