50 170
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 254,254,254 236,255,253 235,255,250 240,254,250 247,255,254 255,254,255 255,253,255 255,249,255 255,241,250 255,244,253 255,244,254 255,245,254 255,246,255 255,247,255 255,249,255 255,250,255 255,250,255 255,243,252 255,249,255 255,252,255 255,254,254 251,255,252 243,255,252 236,255,251 229,255,248 229,255,251 229,255,251 233,254,251 241,254,255 249,253,255 255,250,255 255,247,255 255,247,255 255,242,255 255,240,255 254,241,255 255,247,247 255,254,240 255,255,232 255,255,222 255,255,214 255,255,217 255,255,219 255,255,227 255,255,242 255,255,254 254,250,255 247,244,255 247,242,255 239,255,223 240,255,232 240,248,248 240,236,255 241,228,255 241,226,255 239,230,255 235,238,255 237,253,255 233,255,248 224,255,232 229,255,233 243,255,248 248,254,255 253,247,255 254,240,255 255,255,226 255,255,224 255,255,229 255,255,243 255,249,253 235,241,255 205,237,255 176,240,255 120,215,255 83,196,255 61,176,237 65,166,221 94,165,215 139,174,218 189,195,232 227,213,247 255,250,251 250,253,255 223,250,255 206,241,254 220,239,247 255,244,247 255,248,244 255,249,245 232,234,235 179,254,255 101,246,255 23,205,247 14,173,217 93,184,223 210,218,247 255,241,255 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 254,254,254 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 255,249,255 250,252,255 240,255,255 233,255,250 238,255,246 252,255,244 255,255,244 255,253,247 255,250,250 255,249,255 240,250,255 226,249,255 230,248,255 244,244,255 255,241,255 255,238,255 247,255,234 252,255,239 253,255,240 252,255,237 251,255,236 252,255,237 251,255,236 247,254,233 250,255,236 253,255,241 253,255,241 251,255,241 248,255,239 244,255,236 246,255,238 249,255,241 252,252,255 251,254,255 251,254,255 251,254,255 248,250,255 245,248,255 245,248,255 246,250,255 248,252,255 249,252,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 241,255,254 241,255,252 242,253,250 248,254,253 255,255,255 255,252,254 254,244,250 252,238,244 255,247,254 255,246,255 255,247,255 255,248,255 255,250,255 255,251,255 255,252,255 255,252,255 253,252,255 253,252,255 251,254,255 245,250,253 243,248,249 243,251,250 242,251,248 239,249,243 248,255,252 248,255,250 249,254,252 252,255,253 254,254,254 255,252,254 254,250,255 255,250,255 248,243,255 250,243,255 254,246,255 255,250,253 255,254,251 255,255,247 255,255,242 255,255,238 255,255,239 255,254,239 255,255,241 255,255,248 255,254,253 249,248,250 244,246,254 246,247,255 251,255,245 251,255,249 253,255,255 251,249,255 246,244,255 243,241,255 237,241,255 232,243,251 233,253,248 239,255,247 241,255,241 246,255,240 247,255,235 249,248,234 255,247,241 255,249,248 197,245,249 205,249,255 218,255,255 221,252,255 206,237,255 165,205,247 122,178,227 89,164,220 65,158,214 65,165,219 85,183,229 128,209,244 173,227,250 214,238,250 251,248,250 255,253,252 255,254,251 253,251,250 229,249,250 218,252,252 230,255,255 248,255,255 255,246,249 236,227,237 234,252,255 153,220,247 65,180,213 38,174,210 81,202,234 164,236,255 236,249,255 255,245,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,249,255 254,252,255 242,255,255 235,255,250 238,255,247 250,255,246 255,255,246 255,253,248 255,251,253 255,251,255 238,252,255 225,251,255 226,249,255 242,246,255 255,243,255 255,241,255 238,245,242 239,246,243 241,248,245 243,250,247 247,254,251 249,255,254 241,246,245 229,235,234 233,239,238 240,246,245 245,253,253 247,255,255 243,253,253 242,252,252 243,253,253 243,255,255 251,252,255 252,252,255 252,252,255 250,253,255 250,253,255 250,253,255 251,254,255 251,254,255 250,253,255 250,253,255
254,254,254 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 249,249,249 238,238,238 237,237,237 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 248,255,254 248,255,252 247,253,252 251,253,253 255,255,255 255,252,254 252,247,249 248,241,246 255,251,255 255,251,255 255,251,255 255,251,255 254,253,255 252,254,255 250,254,255 249,254,255 225,255,255 228,255,255 231,253,255 229,245,251 235,241,246 245,244,246 253,245,246 255,243,243 255,252,253 255,254,252 255,254,252 255,254,251 255,255,251 251,255,250 247,254,249 243,253,247 251,255,252 251,255,254 253,255,255 255,253,255 255,251,255 255,245,255 250,240,255 248,236,254 255,248,255 255,248,255 255,251,255 255,253,255 253,251,250 246,248,242 245,251,240 250,255,244 241,244,252 242,245,249 247,248,244 253,253,241 255,255,239 255,255,240 255,255,240 255,255,242 255,255,247 249,255,249 242,252,246 240,252,246 244,255,247 248,255,245 250,255,241 250,255,240 144,240,255 132,225,255 115,202,246 97,182,222 87,168,206 84,165,202 92,176,211 101,191,222 120,211,238 130,218,242 155,233,249 187,250,255 216,255,255 237,255,249 253,255,241 255,255,237 255,245,240 255,255,248 248,255,248 227,255,243 207,249,238 202,246,245 207,249,255 210,250,255 162,207,244 125,181,222 107,172,210 134,200,229 181,240,255 218,255,255 237,255,255 245,254,244 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,251,255 245,255,255 236,255,251 238,255,248 249,255,247 255,255,248 255,253,250 255,254,254 252,253,255 235,254,255 223,254,255 224,253,255 238,250,254 255,248,255 255,246,254 241,241,255 236,236,252 231,231,247 234,234,250 245,243,255 251,249,255 241,239,255 228,226,245 230,228,247 236,236,254 245,245,255 247,248,255 247,248,255 246,247,255 244,248,255 245,249,255 254,253,255 253,252,254 250,251,255 251,252,255 252,253,255 253,254,255 250,253,255 249,252,255 250,253,255 252,253,255
252,252,252 254,254,254 248,248,248 239,239,239 243,243,243 254,254,254 249,249,249 234,234,234 238,238,238 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,253,255 249,251,252 251,255,255 251,255,255 249,254,255 247,255,254 245,255,254 243,255,254 243,255,254 242,255,254 218,255,251 224,255,253 226,253,250 230,246,245 239,245,244 252,247,248 255,249,251 255,246,249 255,247,251 255,251,254 255,252,255 255,251,253 254,252,252 249,254,253 244,255,253 239,253,251 248,255,247 246,255,244 243,250,247 243,247,252 246,246,255 244,241,255 240,232,255 234,225,255 252,241,255 252,243,255 254,248,255 253,250,255 247,248,246 242,246,234 245,252,231 253,255,236 243,253,255 247,254,255 252,253,243 255,255,231 255,255,223 255,255,224 255,255,231 255,255,243 255,248,253 252,243,255 236,241,255 224,246,255 209,251,255 184,246,255 153,228,237 130,213,215 76,171,221 77,172,216 78,175,209 83,182,204 99,196,206 122,218,218 152,245,236 178,255,252 186,255,251 193,255,251 200,255,250 208,255,254 217,255,255 222,253,255 227,252,255 230,252,255 255,255,248 255,255,243 238,250,232 226,255,237 210,255,250 182,255,255 146,234,251 123,207,243 91,159,206 138,179,228 201,216,255 246,246,255 255,253,255 243,252,242 230,255,233 225,255,235 247,247,247 252,252,252 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,251,255 249,254,255 240,255,253 238,255,251 245,255,251 255,255,251 255,253,253 255,254,255 247,255,255 232,255,255 222,255,255 224,255,253 236,255,252 252,252,252 255,251,251 255,249,255 252,241,255 241,230,246 238,227,243 248,237,253 255,248,255 255,247,255 250,239,255 250,239,255 254,243,255 255,248,255 255,249,255 255,249,255 255,247,255 255,247,255 255,247,255 255,255,255 254,254,254 253,253,253 254,254,254 254,253,255 252,251,253 246,248,249 242,244,245 253,255,255 253,255,255
253,253,253 255,255,255 246,246,246 236,236,236 242,242,242 255,255,255 255,255,255 242,242,242 246,246,246 249,249,249 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,251,254 255,252,253 255,252,253 255,254,255 255,255,255 253,255,255 250,255,255 246,254,253 246,255,255 244,255,254 242,255,253 240,255,253 240,255,253 240,255,253 238,255,253 238,255,253 241,255,235 246,255,240 247,255,241 247,254,241 252,253,243 255,255,250 255,255,252 255,252,253 252,245,248 255,251,255 255,251,255 250,248,254 246,245,254 248,250,255 250,253,255 246,252,255 240,249,236 232,240,229 225,233,226 230,236,235 241,245,250 247,249,255 244,244,255 239,239,255 243,243,255 245,245,255 249,248,255 251,250,254 246,247,243 243,244,234 247,250,235 255,255,240 251,253,253 253,254,250 255,255,247 255,255,243 255,255,241 255,254,242 255,250,250 252,245,255 236,238,255 216,232,255 184,218,255 142,197,255 100,178,245 72,168,234 63,174,236 65,183,242 112,178,207 129,196,221 151,223,240 173,247,253 185,255,255 196,255,253 203,255,247 214,255,243 217,253,236 228,253,243 234,253,250 234,253,255 231,252,255 225,252,255 217,251,255 211,248,255 240,255,248 242,255,250 237,255,252 225,255,255 190,250,249 137,225,231 88,193,207 66,166,194 126,199,237 186,215,255 249,233,255 255,240,255 255,244,254 255,252,242 239,255,233 220,255,228 241,241,241 247,247,247 254,254,254 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,250,255 255,252,255 252,254,255 242,255,254 240,255,254 243,255,254 250,254,255 254,253,255 253,255,255 243,255,255 232,255,254 225,255,253 225,255,251 235,255,250 248,255,249 255,255,247 255,254,252 255,251,249 255,244,242 254,239,237 255,243,241 255,251,249 255,254,252 255,253,251 255,253,251 255,254,252 255,254,252 255,254,252 255,252,250 255,251,249 255,252,250 255,253,251 255,253,252 255,254,253 255,255,254 255,255,254 255,255,254 255,253,252 249,247,246 243,244,242 255,255,255 255,255,255
255,255,255 255,255,255 249,249,249 243,243,243 248,248,248 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,251,255 255,251,255 255,252,255 255,253,254 253,253,253 248,253,252 241,252,249 239,253,249 239,255,250 237,255,250 237,255,250 237,255,250 238,255,251 240,255,251 240,255,251 242,255,251 255,255,230 255,255,234 255,255,236 255,255,236 255,255,238 252,255,246 248,255,249 241,255,251 234,248,247 241,253,255 243,253,255 239,244,253 239,239,251 249,245,255 255,248,255 255,247,255 252,255,246 243,246,237 234,239,230 235,242,235 245,253,246 248,255,251 246,255,252 242,254,248 245,255,253 244,255,252 248,255,254 250,255,254 250,255,254 247,249,249 251,251,251 255,255,255 255,243,242 255,246,248 254,250,255 241,252,255 222,248,255 199,241,255 177,233,255 160,228,255 127,205,241 110,194,236 91,176,226 74,161,218 74,158,224 92,171,244 117,194,255 138,212,255 207,250,255 208,252,255 209,253,255 206,250,255 210,248,255 219,247,255 230,241,255 240,235,255 255,241,255 255,243,255 255,243,255 255,242,255 255,244,255 247,249,255 235,250,255 225,248,255 203,255,248 209,255,255 204,247,255 171,216,243 121,180,206 92,169,188 105,196,205 137,225,231 190,252,255 225,247,255 254,235,255 255,226,255 255,233,255 255,252,255 250,255,240 228,255,224 241,241,241 247,247,247 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,251,254 255,252,254 254,253,255 243,255,255 240,255,255 242,254,255 245,254,255 249,253,255 249,254,255 243,255,255 235,255,252 229,255,249 231,255,248 239,255,246 249,255,246 255,255,246 255,250,237 255,255,242 255,255,244 255,254,241 255,253,240 255,255,242 255,255,243 255,253,240 255,255,245 255,255,244 255,255,242 255,254,241 255,254,241 255,255,242 255,255,243 255,255,244 252,251,247 255,255,251 255,255,252 255,255,252 255,255,252 255,254,250 255,252,248 253,252,248 255,255,251 255,254,253
255,255,255 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,250,255 255,251,255 255,253,255 255,253,255 252,252,252 246,253,250 242,254,248 239,255,248 237,255,248 237,255,247 238,255,248 240,255,248 242,255,250 244,255,250 247,255,251 247,255,251 255,255,237 255,255,240 255,255,239 255,252,235 252,252,238 247,255,245 242,255,249 236,255,249 233,252,249 241,255,255 243,255,255 238,241,245 239,235,240 253,242,245 255,248,252 255,246,251 255,255,249 255,255,249 249,254,245 245,254,244 243,255,246 242,255,250 238,255,248 233,255,248 236,255,255 234,255,254 235,255,255 237,255,255 239,253,255 236,247,255 234,244,255 238,245,255 248,234,255 232,230,255 204,223,255 169,215,249 130,206,242 95,200,233 71,196,224 58,194,218 43,181,199 60,187,202 93,200,214 137,219,236 182,237,255 214,243,255 228,239,255 230,230,255 216,245,252 218,246,255 219,245,255 221,242,255 232,243,255 246,244,255 255,238,255 255,229,255 255,227,255 255,233,255 255,236,255 255,238,255 255,243,253 255,251,254 252,254,254 243,252,249 170,252,253 140,216,235 112,174,222 103,157,222 118,169,231 148,201,238 183,239,244 212,255,251 216,255,242 224,245,253 233,232,255 243,228,255 250,233,255 252,242,255 250,254,243 252,255,230 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 250,250,250 251,251,251 253,253,253 255,253,251 255,253,253 254,253,255 245,254,255 240,254,255 240,253,255 243,252,255 247,253,255 248,253,255 246,254,253 241,255,249 241,255,246 241,255,245 247,255,244 253,255,245 255,255,245 243,248,246 249,255,250 251,255,252 250,255,251 248,255,250 248,255,250 246,253,248 243,250,245 248,255,250 247,255,248 248,255,248 248,255,248 250,254,248 250,254,248 252,254,248 251,253,247 253,252,248 255,255,250 255,255,251 255,253,248 250,247,242 249,246,241 254,251,246 255,255,251 255,255,250 255,255,251
253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,249,255 255,250,255 255,253,255 255,254,255 253,255,255 250,255,254 246,255,252 244,255,251 238,253,245 239,254,246 241,254,246 246,254,247 248,254,249 253,254,250 255,254,253 255,254,253 255,252,253 255,252,253 251,249,249 243,243,243 241,243,243 246,251,250 249,255,253 250,255,253 248,254,249 255,255,251 255,255,249 247,243,232 244,236,223 255,244,230 255,250,234 255,250,234 238,248,242 239,250,247 239,253,252 234,250,255 228,245,255 220,242,255 219,242,255 216,244,255 212,240,255 204,235,255 204,234,255 205,237,255 204,236,255 200,230,255 195,226,255 195,226,255 142,181,255 125,174,248 101,167,232 78,164,216 64,169,210 63,181,210 72,196,214 87,205,216 131,238,242 163,249,249 199,255,255 227,255,251 244,255,240 255,254,229 255,255,224 255,255,224 251,255,247 251,255,248 251,255,249 251,255,250 255,255,254 255,255,254 250,245,242 239,230,226 243,233,226 252,244,237 255,253,248 250,252,252 237,247,254 222,240,251 199,223,241 180,209,230 89,187,199 80,168,208 86,161,235 121,179,255 167,208,255 205,233,255 228,249,255 238,255,240 229,252,230 201,229,230 189,215,255 201,225,255 218,234,255 233,235,255 252,245,250 255,255,240 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 253,253,253 250,250,250 249,249,249 250,250,250 252,252,252 255,254,250 255,254,251 252,254,255 245,253,255 242,252,255 240,252,255 242,252,255 245,253,255 248,251,255 252,253,251 253,254,245 253,254,244 255,254,244 255,255,245 255,255,247 255,255,247 246,252,255 246,252,255 244,253,255 240,249,255 239,250,255 242,253,255 240,253,255 237,250,255 243,255,255 243,255,255 244,254,255 246,254,255 248,254,255 246,252,255 244,248,253 242,246,251 254,255,251 255,255,252 255,255,249 246,246,240 239,237,229 238,236,228 249,246,238 255,255,248 255,255,247 255,254,249
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 254,254,254 250,250,250 234,234,234 255,255,255 237,237,237 236,236,236 242,242,242 254,254,254 255,252,255 255,248,253 242,236,241 255,254,255 253,255,255 246,253,248 250,255,252 244,255,247 245,253,246 249,255,249 252,255,250 255,255,252 253,248,247 255,254,254 255,252,254 255,250,252 222,250,255 221,247,255 217,237,254 217,230,244 231,234,248 250,247,255 255,252,255 255,251,253 255,252,249 255,243,236 255,255,244 255,255,242 255,251,230 252,252,228 253,255,231 239,246,219 211,239,250 217,245,255 216,243,255 203,228,255 183,210,255 161,188,255 129,157,244 100,132,229 87,120,223 80,117,221 79,121,222 83,131,227 83,135,225 77,132,213 71,129,204 72,131,203 40,135,255 45,141,255 74,172,255 105,202,255 126,217,255 165,242,255 201,255,255 210,245,255 236,247,255 251,242,255 255,248,255 255,247,255 255,245,237 255,255,237 255,255,226 240,255,203 255,255,228 255,255,232 255,255,232 255,255,237 255,255,231 250,255,230 246,255,234 220,253,218 206,254,218 208,255,237 199,255,247 178,252,248 148,223,239 113,184,221 94,163,213 100,165,226 90,180,205 132,215,255 140,213,255 156,212,255 168,204,255 188,205,255 233,238,255 233,238,247 229,247,248 202,236,252 157,206,252 169,221,255 192,229,255 212,224,255 255,249,255 255,248,243 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 247,248,239 235,236,232 230,234,235 238,243,252 239,247,255 236,245,255 238,247,255 248,254,255 244,243,245 255,253,248 255,255,248 255,255,248 255,252,246 255,252,249 255,255,254 249,246,248 247,241,252 255,249,255 255,251,255 249,248,255 247,246,255 248,250,255 249,251,255 246,248,255 248,251,255 252,252,255 255,253,255 255,253,255 255,253,255 255,253,255 255,251,255 255,250,255 251,255,254 251,255,254 253,255,252 254,255,250 252,252,246 249,247,239 249,246,238 252,250,240 255,254,246 255,254,246
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 253,253,253 240,240,240 255,255,255 240,240,240 247,245,251 254,252,255 254,253,255 253,255,255 249,252,250 244,250,245 251,255,251 253,255,251 255,255,251 248,248,242 236,233,229 234,226,226 255,250,252 250,235,239 255,249,255 255,238,246 194,233,255 208,243,255 224,250,255 235,250,255 247,250,255 255,249,255 255,245,252 255,238,243 255,242,244 255,246,245 255,254,252 253,252,248 238,250,244 237,255,254 227,255,251 184,218,212 147,191,250 115,157,222 79,121,198 62,100,194 56,93,205 51,85,215 43,77,224 37,74,232 43,83,249 30,75,242 19,73,234 17,77,231 12,82,226 8,84,220 11,92,219 17,99,224 0,94,255 36,130,255 102,189,255 155,231,255 177,236,255 194,228,251 224,227,241 252,226,244 255,240,255 255,222,255 255,223,255 255,234,255 249,233,255 218,232,255 204,245,255 202,255,255 237,255,248 232,248,247 229,239,249 232,238,255 228,234,255 222,239,255 213,243,255 185,235,255 173,245,255 152,242,255 117,218,240 88,191,216 76,176,210 80,172,215 102,185,237 134,211,255 176,238,255 153,213,255 113,168,243 110,156,251 124,157,255 121,142,234 120,133,209 113,127,185 112,140,187 97,140,189 57,114,166 33,90,146 54,97,148 141,157,194 243,231,251 255,249,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 250,255,248 241,247,242 239,243,244 247,249,255 248,251,255 241,248,255 241,250,255 248,254,255 255,254,253 255,255,249 255,253,245 255,247,241 255,236,235 246,234,240 240,239,249 223,229,242 255,239,240 255,248,249 255,253,254 255,254,252 255,255,252 255,255,252 255,255,251 255,255,251 255,247,240 255,245,238 254,242,236 255,246,238 255,251,244 255,254,247 255,254,246 255,253,245 246,255,255 248,255,255 250,255,255 251,255,254 252,255,250 251,252,243 251,249,241 252,250,240 255,255,246 255,255,247
