50 170
255,251,252 255,249,255 246,238,249 254,255,233 255,255,226 250,253,237 254,244,255 254,243,255 243,241,240 255,255,242 249,246,241 252,253,237 254,255,210 252,255,195 255,255,231 252,236,255 255,251,251 255,255,252 254,245,241 255,255,246 255,255,241 255,255,231 255,255,230 248,255,218 255,255,231 255,255,244 252,247,246 255,249,255 255,248,255 255,244,255 255,249,255 255,246,255 241,255,241 241,250,253 248,249,255 245,245,255 249,250,248 255,255,250 254,245,255 255,241,255 255,242,255 255,253,255 255,255,244 252,255,242 251,255,255 246,254,254 239,255,238 242,255,229 243,255,241 240,255,241 239,255,245 238,255,248 236,255,253 234,255,253 235,255,255 234,255,255 230,255,252 225,254,245 226,254,248 232,255,255 232,255,255 229,252,255 226,247,255 229,249,255 248,253,255 248,251,255 249,249,255 251,249,255 251,249,255 251,251,255 251,250,255 249,250,254 251,252,255 253,251,255 253,249,255 255,248,255 255,248,255 255,251,255 255,253,253 255,254,250 246,255,254 246,255,254 248,255,249 248,255,245 252,255,242 255,255,238 255,255,237 255,255,235 255,255,238 255,255,237 255,255,238 255,255,245 249,255,246 239,246,241 237,248,245 246,255,255 233,247,255 238,250,255 243,252,255 246,253,255 247,250,254 250,251,247 255,254,244 255,255,246 255,255,247 255,253,253 255,249,255 255,247,255 255,248,255 255,251,251 255,255,245 255,255,240 251,255,242 250,255,244 251,254,245 253,251,251 255,249,255 255,246,255 255,242,255 255,240,255 255,238,255 255,241,255 255,243,255 255,243,255 253,245,255 252,248,255 251,250,255 250,250,255 210,255,242 232,255,239 252,255,240 250,255,245 230,255,247 222,255,247 242,255,249 255,253,252 255,249,253 251,252,255 237,253,255 248,248,255 255,241,255 255,237,255 255,239,255 245,242,255 249,255,253 255,255,251 255,253,251 255,251,250 255,250,248 251,253,247 238,255,248 228,255,250 223,254,245 235,252,248 253,254,252 255,253,255 255,249,254 255,245,252 255,249,254 253,253,255 255,252,248 253,254,250 249,254,252 243,254,251 238,252,250 236,253,250 240,254,253 245,255,255 249,253,254 255,252,254
254,248,253 255,247,255 255,247,255 255,255,239 248,255,217 239,242,226 250,240,255 247,236,255 235,233,232 255,255,246 255,254,255 255,253,249 243,252,212 238,251,197 255,255,244 255,238,255 255,243,255 255,245,255 246,236,255 250,242,255 252,247,255 249,247,246 255,255,248 254,255,244 249,253,242 255,255,252 247,243,249 253,246,255 253,246,255 247,242,251 255,251,253 249,245,244 241,252,249 240,243,255 245,242,255 246,245,255 254,254,254 255,255,249 255,254,255 255,248,255 255,247,255 255,254,255 255,255,247 255,255,251 251,252,255 250,250,255 241,248,251 239,254,240 249,255,241 248,254,243 248,253,244 248,254,249 248,254,253 248,254,253 247,255,253 246,255,251 246,255,248 246,255,244 245,255,241 245,255,241 245,255,243 242,255,243 241,255,244 242,255,247 249,255,249 249,254,252 248,251,255 246,248,255 245,246,255 249,248,255 252,253,255 253,255,255 253,252,254 253,251,255 253,249,255 255,248,255 255,248,255 255,249,255 255,251,255 255,253,253 248,254,255 250,255,255 250,254,255 252,255,253 255,255,251 255,255,248 255,255,247 255,255,246 255,255,247 255,255,245 255,255,248 255,255,252 246,248,248 234,238,239 238,242,247 248,254,255 235,246,254 239,248,255 243,251,255 246,253,255 249,254,253 254,255,250 255,255,247 255,255,247 255,255,248 255,252,253 255,249,255 255,247,255 255,248,255 255,252,253 255,255,247 255,255,243 255,255,242 255,254,242 255,252,244 255,251,247 255,251,253 255,250,255 255,248,255 255,246,255 255,246,255 255,248,255 254,250,255 251,250,255 252,252,255 251,255,255 251,255,255 251,255,254 221,255,243 247,255,245 255,254,248 255,255,251 241,254,246 229,250,242 251,250,246 255,252,254 255,250,254 250,254,255 232,255,255 241,253,255 255,246,255 255,243,255 255,245,255 244,248,255 245,255,253 252,255,253 255,254,253 255,252,252 255,251,251 252,253,251 242,255,252 235,255,253 236,255,253 241,254,252 255,254,254 255,252,255 255,252,255 255,249,255 253,252,255 250,255,255 255,254,250 255,254,250 249,255,250 245,254,251 240,254,250 240,254,252 242,255,253 247,255,255 250,254,255 255,253,255
255,247,255 255,247,255 255,249,255 255,255,241 243,255,213 236,239,223 242,233,254 214,203,229 199,196,198 230,230,224 246,241,250 255,251,255 253,253,239 243,246,224 255,245,255 254,225,255 238,237,255 250,247,255 244,241,255 249,248,255 245,246,255 237,240,248 249,254,255 246,252,251 243,249,248 250,255,255 243,247,252 249,253,255 248,253,254 242,249,244 250,255,248 245,255,242 251,255,255 249,250,255 248,245,255 250,249,255 254,255,251 255,255,246 255,253,248 254,248,253 251,245,250 252,249,245 244,245,235 243,244,242 253,251,255 252,247,255 240,240,254 239,242,247 255,248,252 255,248,255 255,248,255 255,247,255 255,246,255 255,248,255 255,250,255 255,252,253 255,249,244 255,253,242 255,255,237 255,255,235 255,255,237 255,255,241 255,255,242 255,255,242 251,255,244 251,255,247 251,255,249 251,254,252 247,249,249 248,248,248 250,251,249 254,255,253 253,253,253 253,252,255 253,250,255 253,249,255 253,249,255 253,250,255 253,251,255 253,252,254 251,250,255 251,250,255 253,249,255 255,250,255 255,252,255 255,252,255 255,252,255 255,252,255 255,249,252 255,251,254 255,253,255 255,253,255 247,243,249 234,232,238 237,236,245 251,250,255 250,255,255 250,255,255 249,255,253 249,255,250 251,255,247 251,255,244 248,252,240 248,249,239 254,253,249 254,250,255 254,248,255 254,247,255 253,249,255 253,251,255 251,254,252 251,255,249 255,252,246 255,251,245 255,251,244 255,252,244 255,255,246 255,255,246 252,255,246 249,254,245 246,255,245 246,255,245 247,255,245 248,255,246 252,255,246 254,255,246 255,255,247 255,255,247 233,249,248 255,250,253 255,248,255 255,249,255 253,242,245 237,236,238 255,242,246 255,249,255 255,251,254 243,255,254 226,255,253 233,255,253 255,254,250 255,251,250 255,253,250 242,255,249 240,255,253 245,255,254 252,254,254 255,253,254 255,253,254 254,253,255 249,254,255 246,255,255 246,255,255 249,252,255 255,249,254 255,252,255 255,252,255 255,254,255 250,254,255 246,255,255 255,255,251 255,254,249 252,253,249 247,254,249 246,255,252 245,255,253 245,255,254 248,254,253 252,254,254 255,253,255
255,252,255 253,242,255 253,244,255 255,255,241 251,255,220 247,250,235 237,228,249 179,167,197 8,3,12 14,12,11 10,3,16 31,22,43 57,53,58 83,81,81 117,104,136 124,97,171 136,157,135 171,191,172 203,222,203 238,255,239 246,255,245 245,255,244 248,255,248 244,253,243 243,250,245 248,255,254 240,249,246 242,253,250 236,251,243 228,245,231 235,255,234 231,253,229 252,255,239 255,255,245 249,253,241 255,255,247 255,255,244 251,254,238 255,255,247 255,255,248 255,255,251 255,255,251 255,255,248 253,252,248 255,254,255 255,254,255 251,250,254 254,254,254 255,248,255 255,248,255 255,247,255 255,243,255 255,240,255 255,241,255 255,239,255 255,237,255 255,247,255 255,249,255 255,250,255 255,248,252 255,245,249 255,248,252 255,247,252 255,243,248 249,255,243 251,255,246 252,255,248 255,255,251 254,255,251 254,253,249 251,250,246 249,248,244 255,253,252 255,253,252 255,253,253 253,253,253 253,253,253 251,254,252 251,255,250 251,255,250 252,248,253 252,248,253 253,249,255 255,249,255 255,250,255 255,250,255 255,249,255 255,250,255 255,250,255 255,250,255 255,253,255 255,253,255 249,244,246 239,237,237 241,239,238 250,248,247 255,255,249 255,255,248 253,255,245 252,255,242 252,255,241 248,255,239 243,250,237 238,242,236 247,252,251 247,249,255 248,248,255 248,248,255 248,249,255 248,250,255 246,253,255 245,253,253 255,251,254 255,250,253 255,251,250 251,253,247 249,255,246 246,255,243 241,255,239 240,255,237 243,255,239 242,255,237 245,255,236 252,255,241 255,255,243 255,253,244 255,250,244 255,251,245 238,250,255 255,248,255 255,247,255 255,246,255 250,239,249 235,235,241 251,240,248 255,250,255 255,252,254 238,255,253 222,255,250 227,255,248 250,255,246 255,255,243 254,255,241 240,255,241 236,255,254 239,255,253 244,254,254 249,254,255 253,254,255 255,253,255 255,253,255 255,251,255 255,252,255 253,246,253 250,243,250 255,249,254 255,254,255 251,255,255 247,255,254 244,255,255 255,255,251 255,254,249 253,253,247 249,253,247 250,255,251 250,255,252 250,255,253 249,254,252 255,255,255 255,255,255
255,255,254 252,244,255 251,244,251 255,255,241 253,255,225 255,255,243 247,236,255 191,177,211 72,65,78 57,55,55 22,19,28 13,7,24 9,6,15 1,0,2 6,0,20 0,0,32 0,20,0 0,25,0 0,17,0 0,14,0 0,13,0 16,26,3 58,65,52 80,82,76 118,118,118 133,135,135 146,149,147 175,182,177 200,211,201 219,233,221 244,255,247 243,255,245 247,252,221 255,255,230 249,255,221 255,255,234 253,255,236 240,244,225 254,255,243 255,255,244 239,244,229 249,252,243 251,251,245 251,251,245 255,255,248 255,254,244 253,250,242 255,255,252 249,245,250 254,250,255 255,250,255 255,245,255 255,246,255 255,247,255 255,246,255 255,243,255 252,237,255 255,243,255 255,246,255 255,243,255 255,241,255 255,244,255 255,245,255 255,244,255 246,248,249 244,246,247 246,246,246 250,251,249 255,254,253 255,255,254 255,253,252 254,250,249 255,254,250 255,255,247 255,255,245 253,255,243 251,255,242 249,255,240 248,255,240 248,255,242 255,253,242 255,253,243 255,254,246 255,254,249 255,254,253 255,254,254 255,252,254 253,252,254 255,254,255 255,253,253 254,253,249 254,255,246 254,254,242 249,250,234 248,249,229 250,251,231 253,252,238 251,251,235 249,251,231 250,255,233 252,255,237 251,255,239 247,255,243 243,250,247 242,248,253 243,247,255 242,247,255 244,249,255 244,250,255 244,251,255 243,251,255 243,251,255 251,247,255 248,247,255 246,248,255 244,251,254 244,255,252 242,255,246 240,255,241 239,255,237 242,255,239 239,255,234 240,255,234 249,255,243 255,255,249 255,255,251 255,253,254 255,253,255 237,255,255 249,253,254 255,250,255 254,250,255 231,248,251 220,245,247 235,247,251 254,253,255 254,253,255 238,255,254 227,255,251 235,255,248 250,255,246 255,255,243 247,255,241 233,255,240 238,255,253 237,255,253 238,254,253 243,255,255 248,254,255 255,252,255 255,249,255 255,245,255 255,246,255 255,242,253 249,242,249 250,249,253 250,255,255 248,255,254 247,255,251 248,255,252 255,255,248 255,255,247 255,254,246 254,254,248 253,255,249 253,255,249 253,254,250 253,254,250 255,255,254 255,255,254
255,255,241 255,253,252 255,253,249 255,255,241 248,253,224 249,246,241 255,245,255 236,221,255 253,245,255 255,255,252 252,253,249 252,254,255 236,239,237 204,213,200 193,201,190 178,183,182 125,136,116 125,136,116 104,112,95 88,91,76 58,54,49 24,14,20 14,0,15 11,0,15 17,0,23 19,1,24 7,0,10 8,0,7 5,2,4 0,0,1 0,0,4 0,0,4 64,55,51 83,80,65 88,91,66 127,130,108 147,150,134 151,155,143 191,198,177 198,210,182 233,244,218 249,253,241 253,253,253 255,252,254 255,254,253 253,248,247 251,240,250 255,244,255 237,255,244 243,255,249 243,255,251 238,254,247 237,250,248 241,250,253 238,247,251 233,238,247 250,252,255 250,252,255 250,252,255 251,253,255 248,251,255 242,245,249 244,248,249 249,254,253 251,250,255 253,251,255 253,251,255 253,251,251 255,253,252 255,254,253 255,252,253 255,250,251 255,253,252 255,255,246 255,255,242 253,255,238 249,255,236 248,255,238 246,255,239 244,255,242 255,255,236 255,255,238 255,255,243 255,255,247 255,255,249 253,255,252 249,254,252 248,254,253 250,255,254 248,254,249 248,254,243 251,255,240 255,255,238 255,255,232 252,255,226 250,255,221 255,250,241 254,251,237 252,254,232 253,255,231 252,255,232 249,255,237 246,254,243 243,248,249 241,246,255 242,245,255 244,247,255 246,250,255 246,251,255 246,252,255 247,249,255 247,249,255 255,244,255 254,245,255 253,245,255 253,247,255 255,251,255 255,253,252 252,255,246 249,255,244 240,249,236 232,242,229 228,242,231 235,251,244 238,255,254 235,255,255 234,254,255 234,255,255 237,255,247 240,255,244 238,254,243 228,255,248 213,255,251 206,255,251 219,255,254 239,254,255 249,252,255 246,253,255 244,254,254 248,255,252 255,255,250 255,255,248 242,255,247 226,255,246 244,255,252 241,255,252 238,255,252 239,255,254 246,255,255 253,252,255 255,247,255 255,242,255 255,246,255 255,244,255 253,246,253 250,254,255 248,255,254 249,255,250 250,255,246 254,255,247 255,253,245 255,255,247 255,255,247 255,254,246 255,251,246 255,251,246 255,253,248 255,255,251 255,255,251 254,255,253
251,255,230 255,255,245 255,255,243 255,255,239 253,255,231 247,244,240 255,245,255 255,242,255 243,235,252 249,253,242 243,252,231 248,255,242 240,250,238 226,242,219 240,255,222 243,255,221 247,237,254 255,245,255 254,242,254 255,249,255 255,246,255 255,230,255 255,226,255 250,211,255 195,157,207 185,151,192 152,124,153 134,112,131 109,91,108 77,62,83 61,46,74 39,24,56 11,0,31 18,0,27 7,0,7 15,8,13 12,8,13 0,1,0 7,16,0 0,14,0 0,12,0 5,12,0 18,17,21 35,28,41 64,53,69 87,70,97 107,82,126 128,97,158 116,144,131 136,162,149 155,181,168 173,198,184 199,222,208 230,250,238 243,255,249 243,255,251 244,255,252 239,254,246 239,253,242 243,255,244 238,254,236 228,247,222 232,254,225 244,255,235 234,234,252 242,243,253 251,253,253 255,255,251 255,255,245 254,250,245 255,248,249 255,248,254 255,251,254 255,253,250 255,255,246 251,255,242 248,255,243 246,255,249 242,254,254 242,252,255 250,254,242 251,255,244 250,254,248 249,254,252 246,253,255 243,251,255 239,248,255 237,246,255 237,246,255 239,249,255 242,252,252 245,255,249 248,255,244 250,255,239 251,255,234 250,255,232 255,251,254 255,255,250 255,255,243 255,255,235 250,255,232 245,254,234 242,249,242 242,245,250 242,243,255 243,244,255 247,248,255 249,252,255 252,254,255 253,252,255 252,249,255 251,247,255 251,250,255 252,248,255 255,247,255 255,247,255 255,250,255 255,251,253 255,250,251 255,249,250 255,242,243 242,234,234 236,234,233 241,247,246 241,255,254 232,252,253 227,252,254 229,255,255 250,255,237 246,255,233 237,255,235 225,255,242 211,255,248 205,255,250 219,255,254 241,255,255 255,247,255 255,247,255 255,247,255 255,247,255 255,249,255 255,252,254 238,255,254 222,255,254 255,255,251 249,255,250 242,253,250 240,254,252 244,255,255 250,253,255 254,245,255 255,239,250 255,247,255 255,247,255 255,253,255 251,255,254 249,255,250 248,252,241 250,248,237 255,250,237 246,250,244 252,254,248 255,255,251 255,253,248 254,248,241 255,246,242 255,250,246 255,255,251 255,255,251 254,255,251
252,255,230 255,255,242 247,247,233 255,255,238 255,255,238 251,248,243 251,239,255 247,234,255 255,249,255 253,255,242 245,255,228 250,255,242 248,255,255 231,246,238 239,255,226 237,255,207 255,249,255 255,252,254 254,243,239 255,251,245 255,252,255 255,242,255 255,242,255 255,228,255 255,240,255 255,243,255 255,234,248 255,245,250 255,250,255 255,242,255 255,240,255 246,223,255 255,226,255 249,223,255 202,185,218 202,190,212 180,172,189 133,131,137 129,136,123 103,118,87 72,87,56 62,69,56 33,32,36 9,2,17 5,0,14 5,0,20 9,0,33 23,0,56 0,1,4 0,6,8 0,9,8 0,4,0 0,4,0 0,11,3 0,8,1 0,1,0 58,63,62 52,57,56 64,69,68 93,99,94 112,120,109 122,134,116 149,163,139 180,195,168 175,182,191 201,209,209 232,241,228 251,255,236 253,255,234 252,252,236 255,249,246 255,249,255 255,247,255 255,248,255 255,251,255 251,252,255 248,250,255 242,246,255 241,240,255 239,236,255 239,240,255 240,240,255 240,241,255 238,240,255 237,239,255 231,236,255 226,232,255 225,231,255 224,230,255 230,238,255 237,245,255 240,245,255 239,245,255 241,247,255 245,250,255 247,253,255 250,240,255 253,247,255 255,255,251 254,255,241 252,255,237 250,255,240 252,253,251 255,251,255 246,240,255 250,243,255 253,249,254 255,254,250 255,255,250 255,253,252 255,249,255 255,246,255 230,255,243 231,255,242 235,255,243 242,255,245 251,255,250 255,253,252 255,249,253 255,246,254 255,249,255 255,240,250 255,238,246 255,249,254 255,253,255 255,252,254 255,250,250 255,255,252 255,251,232 255,250,230 252,254,235 242,255,243 231,255,247 227,255,249 237,255,253 255,254,255 255,244,255 255,242,255 255,242,255 255,243,255 255,245,255 255,250,255 237,253,255 226,255,255 255,255,249 255,254,249 250,252,246 245,255,249 246,255,255 248,253,254 247,246,248 245,240,242 255,249,252 254,252,252 253,255,254 251,255,251 248,253,244 246,244,233 251,239,227 255,241,228 238,248,242 246,253,248 255,255,252 255,254,249 254,245,241 255,243,239 255,249,245 255,255,251 255,254,249 253,254,250
252,255,239 255,255,247 255,255,247 255,255,242 255,255,238 255,255,245 255,252,255 252,243,255 246,245,249 242,253,227 250,255,233 244,254,248 241,241,255 226,225,255 220,237,240 217,248,209 250,248,240 253,254,238 244,249,222 255,255,234 255,255,236 228,223,214 241,228,236 255,247,255 255,250,255 254,245,242 255,255,235 251,253,224 255,255,234 255,254,249 252,242,255 252,237,255 254,240,255 241,229,251 255,248,255 238,232,243 255,251,255 253,252,255 244,246,246 251,255,249 245,253,242 253,255,251 244,247,245 254,255,251 244,244,238 231,231,225 199,195,194 194,188,193 166,164,170 127,126,128 126,124,123 115,113,105 73,71,61 70,65,56 64,55,51 10,0,2 16,2,14 15,0,19 7,0,17 7,0,17 9,0,21 6,0,16 2,0,11 4,0,10 0,2,12 0,8,6 0,15,0 0,14,0 3,14,0 50,52,30 50,43,40 86,71,85 92,74,97 128,112,135 133,122,142 124,118,141 172,168,204 150,143,204 116,105,191 114,100,202 152,147,216 161,156,225 126,122,193 112,108,180 104,100,175 95,93,169 114,112,188 92,92,168 103,103,179 111,110,182 115,115,185 147,146,212 145,144,206 149,149,209 170,169,225 224,223,255 236,226,255 245,240,255 237,238,248 251,255,248 250,255,241 241,245,234 255,253,255 251,241,255 255,242,255 255,247,255 252,242,242 255,255,245 255,253,238 249,239,232 255,252,255 255,240,255 220,255,230 209,255,221 207,254,221 222,255,238 234,255,251 237,255,254 238,247,255 244,244,255 246,237,255 254,239,255 255,244,255 255,247,255 255,245,253 255,242,244 255,246,244 255,252,248 252,229,227 255,248,245 255,254,251 251,246,245 255,249,250 255,252,255 255,248,254 255,242,250 255,238,249 255,244,255 255,230,242 255,233,244 255,250,255 254,250,255 231,238,241 243,255,255 255,244,239 255,253,247 255,255,250 244,246,240 234,240,235 236,246,240 244,254,248 250,255,252 249,255,251 250,255,252 246,254,247 246,251,242 255,255,248 255,255,247 255,249,240 255,248,240 219,237,236 232,246,244 247,253,252 255,253,252 255,250,247 255,250,247 255,251,248 255,253,249 255,255,250 253,255,252
254,251,253 255,253,255 255,254,250 254,254,240 255,255,233 255,255,236 255,255,247 255,251,253 252,253,249 253,255,237 228,243,216 241,245,255 201,185,255 212,190,255 223,219,255 216,230,252 236,230,255 237,235,255 244,249,255 239,247,255 231,240,254 220,224,252 207,208,246 221,223,255 241,248,255 234,248,246 235,255,227 234,255,214 240,255,219 244,255,235 243,255,248 239,246,255 245,255,227 251,255,238 251,255,245 241,248,241 236,241,239 238,241,245 237,235,247 253,250,255 253,250,255 253,255,255 247,255,241 250,255,236 250,255,230 250,255,222 240,255,203 242,255,198 255,255,244 252,251,231 255,255,237 255,255,233 247,246,212 255,255,225 255,255,238 247,234,226 238,221,230 253,231,255 226,202,242 199,175,223 196,173,225 167,148,199 132,116,164 133,117,165 88,95,138 40,52,76 57,71,70 64,79,58 30,42,14 8,10,0 10,2,3 11,0,13 21,2,29 16,0,24 12,3,24 0,0,17 1,0,39 32,24,95 71,57,159 68,48,171 53,46,151 33,26,131 64,57,161 56,50,151 70,65,164 61,57,153 47,43,139 59,55,150 56,52,147 49,45,140 39,35,130 64,60,155 62,58,153 61,57,153 52,48,144 74,70,166 168,159,232 227,222,255 242,246,255 241,249,248 243,252,239 255,255,251 252,243,253 249,233,255 255,238,255 255,245,255 250,238,232 255,255,237 255,255,239 252,245,236 255,251,255 255,247,255 231,255,220 226,252,222 224,252,232 221,255,245 214,251,255 200,241,255 186,231,255 180,226,255 198,246,255 192,237,255 192,236,255 202,243,255 215,251,255 221,254,255 227,255,255 230,255,255 234,251,255 206,226,244 211,225,243 249,247,255 242,218,236 255,233,250 255,247,255 255,246,255 255,245,250 255,252,255 255,248,249 255,248,248 255,255,252 242,246,241 240,237,233 255,250,248 255,254,252 255,254,252 255,250,248 249,243,238 245,245,239 244,253,243 237,254,243 229,252,238 231,255,242 243,255,249 243,254,244 247,250,241 255,254,249 255,252,248 255,248,244 255,251,249 211,242,245 219,242,244 233,246,248 250,252,253 255,253,255 255,252,253 255,248,246 255,245,241 255,254,249 253,255,252
