50 170
252,252,252 251,251,251 255,255,255 253,253,253 246,246,246 251,251,251 255,255,255 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,254,255 255,253,254 255,251,252 255,251,251 255,253,253 255,255,252 255,255,251 250,255,250 243,255,246 240,255,246 239,255,247 244,255,249 248,255,249 253,255,249 255,255,251 255,254,249 254,251,255 254,252,255 255,254,254 255,255,248 255,255,244 255,255,243 255,255,241 255,255,243 255,255,247 255,255,248 254,255,250 249,255,249 246,255,247 245,255,246 243,255,244 243,255,244 255,223,255 111,181,211 40,195,218 137,254,255 225,241,240 255,255,230 255,255,222 226,255,235 240,252,255 255,240,255 255,236,255 207,234,255 145,219,223 105,196,205 86,173,205 78,162,214 30,185,234 71,207,255 132,231,255 185,240,255 225,239,255 255,239,255 255,245,244 255,249,234 255,255,233 255,255,229 247,255,230 234,255,235 228,255,243 229,251,255 232,248,255 234,245,255 255,241,255 255,242,255 252,245,255 248,252,253 246,255,248 240,255,240 232,255,230 224,255,223 227,255,228 228,255,231 230,255,238 233,255,248 234,253,255 237,247,255 239,244,255 239,241,255 255,251,252 255,252,250 255,254,250 255,255,247 255,255,246 255,255,242 255,255,239 255,255,239 255,255,243 255,255,244 255,255,247 255,254,251 255,253,255 249,253,255 242,253,255 240,252,255 255,248,255 255,249,255 255,249,255 254,247,255 252,245,255 251,244,255 253,246,255 255,250,255 255,251,255 254,248,255 253,247,255 255,251,255 255,252,255 253,248,255 252,247,255 255,250,255 250,255,244 250,255,244 250,255,246 249,255,246 248,255,246 247,255,245 247,251,245 246,250,245 252,255,253 252,255,253 252,255,253 252,255,253 254,255,253 254,255,253 254,255,253 254,255,253 255,255,242 255,253,252 253,249,255 250,248,255 250,251,255 249,255,249 251,255,239 255,255,237 255,255,248 255,246,255 255,239,255 255,238,255 255,244,255 253,250,255 247,254,251 242,255,245 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
252,252,252 249,249,249 253,253,253 253,253,253 247,247,247 252,252,252 255,255,255 245,245,245 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 255,253,254 255,252,253 255,252,253 255,254,253 255,255,254 255,255,252 250,255,251 244,255,249 239,255,247 235,255,243 236,253,244 242,253,245 249,253,248 255,254,250 255,254,251 254,252,255 254,253,255 255,254,253 255,255,250 255,255,247 255,255,246 255,255,246 255,255,248 255,253,250 255,252,254 252,251,255 250,250,255 247,252,255 245,253,253 244,255,252 242,255,250 255,233,255 131,201,230 35,182,208 122,236,255 228,248,255 255,246,231 255,255,233 229,255,234 238,248,255 255,238,255 255,240,255 221,249,255 180,251,248 159,241,246 151,223,253 147,209,255 60,184,214 64,180,211 76,173,206 100,177,210 142,197,228 189,226,252 222,248,255 236,255,255 225,243,244 232,248,241 237,254,245 243,255,251 248,255,255 251,254,255 254,250,255 254,247,255 255,244,255 255,244,255 254,246,255 252,251,255 249,255,254 246,255,252 243,255,249 240,255,246 236,255,244 239,255,245 241,255,246 245,255,248 247,255,251 249,254,252 253,253,253 252,251,253 255,249,255 255,251,255 253,252,254 252,255,253 252,255,250 253,255,246 255,255,245 255,255,242 255,255,244 255,255,244 255,255,247 255,255,248 255,254,251 254,254,254 249,254,255 247,254,255 254,250,255 253,249,255 252,248,254 253,249,255 255,251,255 255,251,255 252,248,253 249,245,250 253,249,254 249,245,250 249,246,248 255,252,254 255,253,255 254,251,253 254,251,253 255,254,255 249,255,247 249,255,247 250,255,248 252,255,250 252,255,250 251,255,250 250,254,249 250,253,251 250,253,251 250,253,251 250,253,251 251,254,252 253,254,252 254,255,253 255,255,252 255,255,252 255,255,245 255,253,252 254,250,255 250,249,255 250,251,255 250,255,250 253,255,240 255,255,239 255,255,249 255,249,255 255,243,255 255,242,255 255,247,255 254,252,255 248,255,252 245,255,246 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 253,253,253 251,251,251 254,254,254 254,254,254
255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 247,247,247 255,255,255 254,254,254 253,253,253 254,254,254 251,251,251 248,248,248 251,251,251 255,255,255 255,255,254 255,255,254 255,254,254 255,254,254 255,254,254 254,254,254 251,255,255 248,255,254 242,255,250 238,254,247 233,249,242 231,245,239 236,245,242 242,247,246 253,251,251 255,254,255 255,253,255 255,254,254 255,254,253 255,255,250 255,255,250 255,255,250 255,255,251 255,253,255 255,248,255 254,247,255 251,245,255 251,245,255 249,245,255 247,246,255 247,248,255 247,248,255 254,242,255 161,228,253 43,177,207 97,205,239 219,249,255 252,236,243 255,255,247 234,248,237 247,253,255 255,244,255 249,245,255 226,255,252 204,255,249 198,255,255 203,246,255 203,230,255 157,225,232 149,221,233 129,208,227 102,189,215 82,176,211 82,177,217 94,186,229 111,191,232 163,228,255 187,234,255 211,241,255 234,248,255 249,251,255 255,249,255 255,245,248 254,240,244 255,251,244 255,255,248 255,255,252 255,254,255 255,252,255 255,247,255 247,240,253 243,239,251 252,248,255 253,250,255 253,252,254 254,255,251 255,255,247 255,255,242 255,255,238 255,255,235 241,249,255 241,249,255 241,252,255 242,254,255 243,255,255 246,255,252 249,255,250 255,254,246 255,255,247 255,255,246 255,255,246 255,255,246 255,255,247 255,255,247 255,255,248 255,255,248 250,254,249 247,251,246 245,249,244 249,253,248 253,255,252 253,255,251 247,251,245 240,244,238 247,251,245 246,250,244 247,251,245 251,255,247 253,255,249 251,255,247 251,255,247 253,255,249 250,252,252 251,253,253 252,254,254 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,254 252,255,253 252,255,253 251,255,250 252,255,251 254,255,250 255,255,251 255,255,247 255,254,254 254,251,255 253,251,255 251,253,255 252,255,253 254,255,246 255,255,243 255,255,248 255,253,253 255,248,255 255,247,255 255,250,255 255,255,255 250,255,251 248,255,249 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254
253,253,253 252,252,252 255,255,255 255,255,255 247,247,247 252,252,252 255,255,255 253,253,253 255,255,255 253,253,253 254,254,254 255,255,255 251,251,251 245,245,245 244,244,244 248,248,248 251,255,252 253,255,252 253,255,255 252,254,255 251,252,255 249,252,255 249,254,255 246,255,255 242,255,252 239,254,250 235,251,244 232,246,242 235,243,242 241,244,248 251,249,255 255,252,255 255,254,254 255,254,253 255,254,253 255,255,251 255,254,253 255,254,254 255,252,255 255,251,255 254,247,255 254,245,255 253,243,255 253,242,255 251,242,255 251,243,255 252,244,255 252,245,255 236,243,255 184,246,255 83,195,231 70,174,217 185,234,255 241,239,255 255,252,255 250,245,247 253,252,255 250,249,255 241,250,247 226,255,238 215,255,237 218,255,246 227,241,255 239,225,255 235,240,238 234,252,253 215,253,255 175,237,255 123,211,247 87,191,238 66,180,233 62,175,232 63,164,219 95,178,229 138,202,243 181,227,255 214,246,255 233,253,255 242,255,255 243,254,252 246,251,224 252,254,232 255,255,241 255,255,248 255,249,253 255,244,255 255,243,255 255,243,255 255,239,255 255,241,255 255,244,255 255,249,255 250,253,251 244,255,244 240,255,240 238,255,236 232,249,255 233,250,255 234,252,255 236,253,255 240,254,255 243,255,255 248,253,254 253,254,252 255,253,250 255,254,247 255,254,246 255,255,245 255,255,245 255,255,243 255,255,243 255,255,243 249,255,246 246,254,243 245,254,241 248,255,244 251,255,247 251,255,247 246,255,242 241,250,237 249,255,245 250,255,246 251,255,247 251,255,247 251,255,247 250,255,246 249,255,243 250,255,244 253,250,255 253,250,255 254,252,255 254,252,255 255,253,255 254,253,255 253,252,255 253,252,254 255,255,255 255,255,255 255,255,254 255,255,252 252,255,250 252,255,250 252,255,250 252,255,248 254,255,251 254,254,254 253,254,255 253,252,255 253,253,255 255,255,255 255,255,251 255,255,247 255,255,248 255,255,247 255,253,246 255,254,247 255,255,250 255,255,251 253,255,252 250,255,253 247,247,247 250,250,250 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 250,250,250 250,250,250
243,243,243 245,245,245 252,252,252 247,247,247 235,235,235 241,241,241 254,254,254 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 243,243,243 239,239,239 239,239,239 250,255,248 251,255,251 251,255,254 249,254,255 247,251,255 246,250,255 246,252,255 246,255,255 244,255,253 244,255,252 243,254,251 243,252,249 242,247,248 246,246,252 252,248,255 255,250,255 255,254,253 255,254,253 255,253,254 255,254,254 255,254,254 254,253,255 254,253,255 254,251,255 253,249,255 253,249,255 254,247,255 254,247,255 255,247,255 255,247,255 255,248,255 255,248,255 222,238,251 201,249,255 139,227,255 58,160,202 134,210,246 224,250,255 255,244,255 255,245,255 255,249,255 243,252,255 239,255,247 232,255,235 229,255,229 236,255,236 255,246,248 255,235,255 255,245,245 255,245,248 248,242,253 229,243,255 209,245,255 185,244,255 154,233,255 127,222,255 86,190,233 78,185,223 77,177,211 87,179,204 111,190,209 147,213,224 181,236,243 202,253,255 222,255,241 228,255,243 237,255,246 244,252,245 253,245,245 255,241,249 255,242,255 255,244,255 255,239,255 255,241,255 255,243,255 255,247,255 245,251,255 233,252,255 224,255,254 218,255,253 233,252,255 234,253,255 237,254,255 240,255,255 242,254,255 245,254,255 249,254,255 252,253,255 255,252,254 255,252,253 255,253,250 255,254,249 255,255,247 255,255,246 255,255,245 255,255,245 250,255,247 250,255,247 250,255,247 249,255,246 248,255,245 247,255,244 248,255,245 249,255,246 246,254,243 250,255,247 251,255,248 251,255,247 251,255,247 250,255,246 250,255,246 250,255,246 255,249,255 255,249,255 255,250,255 255,250,255 255,250,255 253,249,255 250,249,253 249,248,250 251,251,251 251,251,251 252,253,251 253,254,250 252,255,250 252,255,250 252,255,248 252,255,248 251,253,254 252,254,255 252,254,254 253,255,255 255,254,255 255,252,255 255,252,255 255,253,252 255,255,247 255,255,241 255,255,237 255,255,238 255,255,243 255,255,249 255,255,254 252,254,254 243,243,243 248,248,248 255,255,255 255,255,255 244,244,244 234,234,234 237,237,237 247,247,247 249,249,249 249,249,249
244,244,244 246,246,246 252,252,252 247,247,247 236,236,236 242,242,242 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 244,244,244 239,239,239 240,240,240 249,255,245 251,255,248 250,255,252 248,253,254 243,249,255 241,246,255 243,249,255 247,253,255 247,253,252 249,255,253 251,255,252 252,255,253 251,250,252 250,248,254 254,247,255 255,250,255 255,253,254 255,253,254 255,253,255 255,253,255 254,253,255 254,253,255 252,254,255 252,254,254 251,254,252 253,254,250 252,254,248 254,255,246 255,255,245 255,255,244 255,255,245 255,255,243 220,234,252 219,244,255 189,248,255 75,175,204 84,190,213 191,250,255 247,242,255 255,246,255 255,244,255 242,251,255 241,255,254 243,255,240 241,255,229 249,255,229 255,252,237 255,246,247 255,248,252 255,249,255 255,247,255 255,244,255 255,245,255 251,248,255 229,247,255 200,244,255 186,255,255 151,247,255 115,223,234 89,200,210 80,185,196 90,182,193 108,186,199 119,190,204 134,224,235 148,233,243 176,245,255 203,255,255 227,255,255 242,253,255 254,247,250 255,243,246 255,248,251 255,249,253 255,249,254 255,251,255 252,251,255 241,252,255 232,253,255 227,252,255 243,255,242 244,255,244 247,255,246 249,255,249 250,255,253 252,254,255 252,253,255 252,252,255 250,250,255 248,251,255 248,251,255 247,252,255 247,252,253 245,253,252 245,254,251 245,254,251 253,255,252 253,255,252 253,255,252 252,255,251 249,253,248 248,252,247 251,255,250 253,255,252 238,242,237 245,249,244 251,255,250 251,254,252 249,252,250 251,254,252 253,255,254 252,255,253 255,250,255 255,250,255 255,250,255 255,250,255 254,250,255 252,248,253 251,248,250 250,247,249 237,237,237 240,241,239 244,245,241 249,250,246 251,255,250 253,255,251 253,255,251 253,255,251 247,250,255 249,253,254 251,255,250 254,255,250 255,254,254 255,249,255 255,248,255 255,250,253 255,255,247 255,255,236 255,255,230 255,255,231 255,255,239 255,255,249 254,254,254 253,252,255 250,250,250 253,253,253 255,255,255 255,255,255 243,243,243 229,229,229 232,232,232 244,244,244 255,255,255 255,255,255
253,253,253 251,251,251 255,255,255 254,254,254 247,247,247 252,252,252 255,255,255 250,250,250 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 248,248,248 246,246,246 249,249,249 249,255,238 252,255,246 251,255,251 247,252,253 241,246,255 239,243,254 241,245,255 248,251,255 250,252,252 255,255,251 255,255,249 255,254,249 254,249,248 251,244,251 255,246,255 255,249,255 255,253,255 255,253,255 255,252,255 255,252,255 254,253,255 252,254,255 252,255,253 250,255,248 248,255,242 250,255,238 251,255,233 253,255,230 255,255,229 255,255,229 255,255,230 255,255,230 232,239,255 240,240,255 217,247,255 111,207,223 53,187,191 143,238,241 236,246,255 255,245,255 255,244,255 243,252,255 243,255,255 249,255,245 249,255,232 252,255,227 255,251,229 255,246,233 212,240,241 234,252,253 255,255,255 255,253,251 255,246,242 255,245,237 255,250,240 255,255,245 220,245,235 204,255,248 191,255,255 182,255,255 172,254,255 154,226,236 132,195,209 119,176,191 48,173,224 62,181,230 86,195,239 119,216,250 154,234,255 185,247,255 208,254,255 226,255,255 240,255,251 249,255,249 255,255,247 255,255,248 255,254,250 255,252,252 255,251,253 255,251,252 255,255,230 255,255,233 255,255,237 255,255,242 255,255,247 255,255,252 255,254,255 254,252,255 247,249,255 243,249,255 240,249,255 238,250,255 236,251,255 236,252,255 236,252,255 236,252,255 254,253,255 254,253,255 253,252,255 253,252,255 254,253,255 253,252,255 252,250,255 251,249,255 237,235,241 246,244,250 253,251,255 252,250,255 250,248,254 252,249,255 254,251,255 253,250,255 255,251,255 255,252,255 255,252,255 255,253,255 255,253,253 254,252,252 253,251,250 252,250,249 233,234,230 237,238,234 244,245,241 251,252,250 254,255,253 253,255,254 252,255,253 250,253,251 244,247,255 246,251,254 250,255,246 252,255,244 255,252,251 255,247,255 255,244,255 255,247,255 255,255,247 255,255,232 251,255,226 249,255,230 251,255,242 254,255,253 253,252,255 252,249,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 240,240,240 242,242,242 252,252,252 253,253,253 253,253,253
255,255,255 251,251,251 253,253,253 255,255,255 252,252,252 255,255,255 254,254,254 238,238,238 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 254,255,236 255,255,243 253,255,252 247,251,255 239,242,255 237,240,255 242,243,255 251,248,255 255,250,251 255,254,247 255,255,245 255,252,243 254,245,241 251,242,245 253,245,255 255,250,255 255,254,254 255,253,255 255,253,255 254,253,255 252,253,255 252,254,254 250,255,251 250,255,246 247,255,237 246,255,230 246,255,226 247,255,224 247,255,224 250,255,226 250,255,228 251,255,230 254,246,255 255,241,255 233,238,253 144,235,239 35,190,183 100,223,221 223,252,255 255,244,255 255,241,255 242,248,253 241,252,250 253,254,245 255,255,242 254,255,239 255,254,238 255,249,240 212,255,255 222,255,255 235,254,245 252,251,237 255,255,238 255,255,237 255,255,235 255,251,231 255,255,241 255,255,247 240,255,249 226,253,250 218,252,252 216,251,254 217,252,255 220,252,255 106,216,255 86,197,255 62,173,229 49,160,210 59,167,209 87,190,223 120,216,240 147,232,248 184,255,255 203,255,255 221,255,254 240,255,251 255,253,248 255,250,245 255,249,244 255,248,242 255,255,229 255,255,231 255,255,235 255,255,240 255,255,247 255,254,252 255,253,255 255,252,255 247,249,255 240,249,255 234,250,255 233,250,255 233,251,255 233,252,255 234,251,255 236,252,255 255,251,255 253,248,255 251,246,255 255,250,255 255,252,255 255,251,255 253,247,255 246,240,251 243,237,248 253,246,255 255,250,255 255,249,255 252,245,255 254,247,255 254,247,255 252,245,255 254,253,249 255,254,250 255,255,251 255,255,251 255,255,251 255,255,251 254,255,250 254,255,250 238,240,234 243,244,240 250,251,247 255,255,254 255,255,255 255,254,255 252,251,255 249,248,252 241,245,255 243,250,253 249,255,243 254,255,241 255,253,248 255,245,255 255,241,255 255,245,255 254,255,246 248,255,232 245,255,229 243,255,237 247,253,252 249,250,255 250,248,255 251,247,255 255,255,255 247,247,247 246,246,246 254,254,254 255,255,255 250,250,250 251,251,251 255,255,255 237,237,237 237,237,237
255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 247,247,247 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 247,245,227 255,255,247 255,255,255 249,251,255 248,249,255 223,223,247 251,248,255 248,241,254 255,253,255 255,255,249 255,247,235 255,255,245 255,246,238 255,253,254 249,241,251 252,248,255 254,255,251 248,249,247 246,246,246 253,252,255 253,254,255 253,255,255 249,252,250 243,251,241 246,255,239 247,255,238 244,255,234 236,252,229 246,255,245 242,255,245 240,251,249 245,254,255 255,255,247 255,236,236 249,235,239 160,240,239 36,195,191 52,192,198 201,249,255 255,242,255 255,249,255 241,249,239 244,254,241 254,253,243 248,247,243 246,255,255 251,252,255 247,232,246 231,255,255 231,252,254 235,252,248 244,255,243 254,255,239 255,255,233 255,254,235 255,254,239 255,237,230 255,252,251 255,238,242 255,243,250 248,244,249 240,250,250 237,255,255 217,243,237 189,234,255 190,242,255 178,240,255 144,223,255 103,198,238 72,180,221 57,173,214 57,174,213 69,179,215 100,195,228 155,229,255 194,244,255 209,233,251 238,239,253 255,250,255 255,241,251 254,255,246 245,246,236 244,238,231 254,242,240 255,247,249 255,244,252 255,244,254 250,246,255 239,243,254 231,243,253 237,254,255 222,240,247 238,255,255 239,251,253 248,255,255 243,248,249 255,251,255 251,244,251 251,244,251 255,250,255 255,250,255 252,244,254 253,245,255 255,251,255 254,246,255 255,249,255 250,242,253 253,244,255 255,250,255 255,246,255 245,236,249 255,250,255 239,244,235 253,255,249 242,248,237 251,255,246 251,255,246 234,241,228 253,255,248 244,250,239 229,232,223 245,247,241 255,255,254 252,252,252 250,249,253 255,253,255 255,252,255 250,246,255 242,246,255 243,252,255 250,255,241 255,255,237 255,253,246 255,246,255 255,243,255 255,247,255 251,255,248 242,255,236 240,255,241 243,255,255 220,225,250 238,238,255 229,227,249 217,217,229 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 238,238,238
254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,247 244,239,236 254,251,255 239,237,255 228,227,255 243,241,255 238,233,255 255,246,255 255,244,252 255,251,245 255,252,239 255,245,232 255,255,245 255,255,254 255,252,255 244,244,255 251,255,247 240,248,238 233,238,236 238,240,241 244,244,250 249,246,255 251,249,255 250,252,253 236,241,239 237,246,243 233,245,247 241,253,255 221,232,255 232,242,255 220,227,255 210,218,255 253,241,217 255,242,228 255,239,238 163,227,232 57,202,217 58,197,223 179,240,255 240,234,255 255,254,252 253,255,238 250,255,235 253,255,245 245,250,255 212,227,255 203,219,255 222,231,255 239,223,255 248,239,255 249,248,255 237,244,247 230,241,231 237,248,232 253,255,241 255,255,248 255,252,254 255,249,255 255,235,254 255,245,255 254,246,255 228,238,248 221,247,253 221,255,255 255,249,255 255,242,250 240,233,246 215,234,255 194,240,255 164,237,255 122,216,255 85,194,246 61,174,231 48,158,216 63,162,220 100,181,238 135,195,249 167,210,255 197,224,255 212,232,255 226,243,255 229,242,255 239,243,255 248,244,255 251,242,255 248,238,255 244,237,255 242,240,255 240,246,255 228,241,249 235,250,252 243,255,254 242,250,243 255,255,248 255,251,238 255,253,239 255,255,254 255,255,254 255,254,255 255,253,254 255,251,252 255,251,253 253,248,250 249,244,246 255,253,255 255,253,255 255,250,255 254,247,254 255,247,255 249,241,251 245,237,247 253,245,255 244,252,245 246,254,247 241,250,240 248,255,246 247,255,245 251,255,248 251,255,248 241,249,238 231,236,227 245,249,244 254,255,253 250,249,251 247,245,251 251,247,255 253,246,255 248,241,255 240,245,255 243,252,255 250,255,239 255,255,235 255,254,245 255,247,255 255,244,255 254,249,255 243,254,244 236,255,242 227,247,252 231,242,255 217,216,255 228,224,255 221,220,254 229,232,246 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248
