50 170
255,254,251 255,254,251 254,255,253 247,255,253 242,255,254 236,255,255 235,255,255 235,255,255 236,255,255 239,255,255 240,255,255 236,254,255 233,254,255 230,255,255 225,255,255 221,255,252 210,255,232 227,255,234 242,255,240 240,249,252 231,237,255 225,233,255 227,239,255 241,251,255 251,255,230 252,255,209 246,255,227 198,236,238 184,229,255 92,131,230 61,88,208 70,85,211 122,126,191 167,174,229 188,201,239 201,221,238 230,255,254 233,255,247 226,254,234 239,255,244 229,247,234 245,255,253 249,252,255 249,244,253 255,249,255 255,252,255 255,250,254 255,253,255 243,255,254 240,253,251 228,241,243 214,229,232 209,225,232 205,221,234 188,203,222 164,181,207 157,175,206 147,166,203 137,157,198 126,146,193 111,132,183 95,116,171 85,108,164 84,106,164 48,83,193 52,86,199 54,87,204 51,85,205 54,86,213 57,88,221 50,81,220 40,72,215 73,107,251 82,116,255 93,130,255 104,142,255 111,152,255 120,164,255 134,179,255 144,189,255 226,199,255 237,217,255 248,235,255 250,246,235 255,255,216 255,255,210 255,255,214 255,255,222 255,255,242 255,247,255 255,238,255 255,235,255 255,240,255 255,246,255 255,249,255 255,251,253 220,250,255 228,255,255 230,255,255 233,255,255 233,254,251 241,255,252 245,255,250 249,255,248 247,255,245 247,255,245 251,255,247 251,255,251 250,255,251 245,252,249 244,250,249 243,251,250 200,255,252 211,255,243 223,255,228 238,255,215 251,255,213 255,255,223 255,255,245 255,249,255 255,243,255 250,246,255 246,253,255 244,255,246 246,255,242 250,255,242 253,253,247 255,249,252 255,243,255 255,243,255 255,243,255 255,244,255 255,246,253 255,247,250 254,249,248 251,250,246 251,255,249 248,255,249 244,255,249 244,255,252 241,255,252 239,255,254 238,255,253 233,255,250 251,243,250 255,252,255 255,252,255 255,249,255 255,248,255 255,252,255 255,252,255 254,247,254 254,250,255 255,253,255 255,254,255 254,251,253 255,254,254 255,255,254 255,255,254 247,248,246 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255
255,252,251 255,252,251 255,252,253 255,253,253 255,253,254 250,255,254 247,255,255 245,255,255 245,255,255 248,255,255 249,254,255 248,253,254 244,254,254 239,255,254 234,255,254 229,255,253 231,255,227 243,255,234 253,255,244 252,249,255 246,239,255 245,235,255 247,240,255 253,248,239 255,255,222 249,255,206 235,255,235 206,249,255 158,206,255 54,92,186 113,135,231 181,188,255 219,222,255 237,243,255 235,246,255 229,245,255 238,255,254 233,255,243 228,248,235 242,255,247 245,255,251 250,255,254 242,244,245 235,232,234 244,239,241 254,245,248 255,246,249 255,252,255 245,255,255 246,255,255 246,255,255 238,248,255 235,246,254 239,251,255 236,248,255 226,240,255 230,245,255 223,241,255 220,239,255 219,238,255 212,232,255 204,225,255 203,223,255 206,226,255 169,206,255 165,201,255 153,189,253 135,170,238 119,154,228 107,140,220 89,122,208 73,107,197 51,85,178 48,85,177 47,84,176 46,86,175 46,90,174 49,93,176 51,96,177 50,97,178 106,125,206 122,145,220 145,172,236 163,196,246 178,217,255 193,233,255 200,240,255 203,238,255 196,222,255 200,217,255 207,214,255 219,218,255 235,229,255 251,241,255 255,250,253 255,253,249 255,250,255 255,250,255 255,247,255 250,240,252 244,237,250 243,241,253 240,244,255 234,243,253 238,249,255 233,247,253 232,247,249 237,254,251 241,255,252 243,255,251 240,255,245 236,253,240 239,253,242 246,255,239 255,255,235 255,255,229 255,255,228 255,255,232 255,255,240 255,253,250 254,249,251 243,250,253 235,253,252 233,255,251 234,255,250 237,255,253 241,254,255 244,253,255 255,254,251 255,254,251 255,254,251 255,252,252 255,252,252 255,252,253 255,251,252 254,252,252 251,251,251 250,252,253 248,252,253 248,253,254 249,255,254 247,255,254 246,254,253 243,254,252 254,247,252 255,251,255 255,253,255 255,251,255 255,249,255 255,252,255 255,252,255 255,251,255 253,249,254 255,252,255 255,253,255 255,253,253 255,254,254 255,253,252 249,247,246 239,240,238 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 246,246,246
255,251,253 255,251,253 255,250,253 255,251,253 255,251,254 255,252,254 255,254,254 252,254,255 255,254,255 255,252,255 255,252,254 255,251,254 255,252,254 255,252,253 248,255,252 242,255,252 253,255,224 255,255,235 255,255,249 255,247,255 255,241,255 255,240,255 255,241,238 255,244,208 255,255,204 253,255,222 226,255,253 192,243,255 136,187,255 55,92,174 154,169,238 226,226,255 238,241,255 236,242,255 234,243,252 238,249,247 240,252,246 243,253,247 248,254,253 251,254,255 251,252,255 252,254,255 244,245,241 239,241,235 253,253,247 255,255,254 253,249,255 253,247,255 237,240,245 248,251,255 249,253,255 238,241,249 228,233,242 231,237,248 238,246,255 241,249,255 228,238,255 221,235,254 221,235,255 223,239,255 225,240,255 221,238,255 222,238,255 223,241,255 214,246,245 216,247,248 216,246,251 213,244,253 215,244,255 216,246,255 213,243,255 209,238,255 219,249,255 203,233,255 180,212,241 160,195,221 146,182,206 128,168,187 110,150,168 97,137,155 23,86,166 25,89,174 23,89,184 20,88,195 21,91,208 28,98,222 32,104,228 39,106,228 96,160,255 116,171,255 146,189,255 179,211,255 209,229,255 230,240,255 238,240,248 241,238,240 255,239,251 255,242,255 255,243,255 255,241,255 255,241,255 255,241,255 247,237,255 234,232,254 244,249,255 243,251,255 239,251,255 231,247,254 229,244,247 232,249,246 243,255,252 243,255,252 255,242,249 255,244,252 255,248,255 255,250,255 255,251,251 255,254,242 255,255,235 255,255,235 246,255,235 237,254,245 232,253,255 229,251,255 232,252,255 238,254,255 243,255,254 247,255,248 250,255,244 250,255,244 250,255,244 249,255,244 249,255,244 250,253,244 250,252,246 252,251,247 251,249,248 253,251,251 255,251,253 255,250,255 255,248,255 255,248,255 255,248,255 255,250,255 255,253,255 255,250,252 255,250,252 255,251,255 255,252,255 255,250,255 255,251,255 255,253,255 251,247,252 249,246,248 252,249,251 255,254,254 255,254,254 248,246,246 241,239,238 238,236,235 253,253,253 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249
249,255,254 255,254,254 255,252,254 255,251,254 255,252,254 255,253,254 252,254,254 249,255,254 253,255,254 255,252,252 255,250,252 255,250,254 255,251,252 255,249,249 255,251,249 255,255,251 255,255,236 255,255,245 255,252,254 255,244,255 255,244,255 255,247,249 255,245,226 255,243,206 255,252,214 245,255,239 219,254,255 190,236,255 149,194,255 72,103,172 133,147,205 224,227,255 246,250,255 239,244,243 247,252,243 255,255,245 255,255,248 255,252,251 255,249,255 255,244,255 244,233,249 243,237,242 232,233,224 231,237,220 244,251,236 243,249,244 231,234,242 227,227,243 247,242,251 255,252,255 255,252,255 245,242,251 231,230,240 231,230,240 237,238,248 243,245,255 241,246,255 232,239,248 227,236,245 234,243,252 241,252,255 241,252,255 237,250,255 236,249,255 246,255,240 246,255,241 246,255,244 241,255,244 240,255,245 240,254,248 237,251,249 235,248,250 237,250,252 229,244,246 224,239,241 224,242,241 231,251,246 232,253,245 226,247,238 219,240,231 171,236,255 158,220,255 131,193,255 100,160,255 75,131,244 53,110,233 41,96,223 36,90,214 32,87,198 34,88,183 40,92,169 59,109,169 94,138,185 134,173,211 165,203,233 185,219,248 239,235,255 244,238,255 246,239,255 244,236,253 247,236,252 255,243,255 255,249,255 255,249,255 246,232,238 255,242,248 255,250,255 255,251,255 255,250,255 253,248,255 245,242,255 239,236,252 239,232,255 244,234,255 250,236,255 255,239,255 255,243,255 255,251,250 248,255,235 244,255,231 236,255,237 232,252,253 233,245,255 241,242,255 249,242,255 255,248,255 255,255,240 255,255,228 242,252,252 242,253,251 242,254,248 243,254,244 245,255,242 245,255,236 247,255,235 249,255,235 253,255,235 255,255,240 255,255,246 255,252,249 255,247,251 255,245,255 255,245,255 255,247,255 255,254,255 252,247,248 251,246,247 255,252,253 255,254,255 252,249,251 252,249,251 255,254,255 250,247,249 245,242,244 248,246,246 255,255,255 255,255,255 247,245,245 243,241,241 247,245,245 250,250,250 245,245,245 241,241,241 244,244,244 250,250,250 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252
215,255,255 226,255,254 240,255,254 252,254,254 254,254,254 249,255,253 238,255,253 233,255,253 238,255,251 251,252,248 255,249,248 255,251,251 255,251,251 255,248,247 255,251,247 255,255,251 250,253,255 254,251,255 255,247,255 255,244,252 255,247,246 255,253,242 255,251,235 255,244,232 255,255,254 224,238,250 220,244,255 214,242,255 195,222,255 90,113,169 78,97,164 211,227,255 253,255,254 247,253,242 255,255,239 255,255,238 254,252,234 255,244,244 255,241,255 255,234,255 255,244,255 255,245,255 244,242,232 241,247,224 248,255,237 246,255,247 234,243,252 233,240,255 252,242,254 255,248,255 255,250,255 255,247,255 250,242,252 250,243,250 253,249,254 255,253,255 241,241,241 230,231,229 224,227,225 235,239,234 247,254,247 251,255,251 247,255,245 243,251,241 242,243,233 243,244,235 246,246,240 250,248,247 254,251,253 255,252,255 255,251,255 255,251,255 251,247,255 250,246,255 250,246,255 252,249,255 250,250,255 246,247,251 239,241,242 233,235,235 211,232,253 215,236,255 222,240,255 228,242,255 229,240,255 225,232,255 219,225,255 212,220,255 180,192,250 152,173,235 114,144,209 77,120,183 53,107,168 40,104,162 31,105,159 30,106,159 51,117,176 89,151,205 143,195,241 191,229,255 221,246,255 239,248,255 245,242,238 247,233,221 255,251,235 255,246,231 255,240,227 255,240,233 255,249,249 255,250,255 255,247,255 255,233,251 220,237,255 223,237,255 227,238,255 231,241,255 231,246,255 231,254,250 233,255,241 233,255,241 230,255,250 234,249,255 239,239,255 249,234,255 255,236,255 255,242,255 255,251,235 255,255,219 248,248,255 248,249,255 248,252,255 249,254,255 250,255,248 251,255,240 253,255,235 255,255,231 255,255,228 255,255,232 255,255,235 255,255,240 255,253,246 255,250,252 255,248,255 255,247,255 255,253,252 247,245,244 247,245,244 255,253,252 255,255,254 252,250,249 250,248,247 254,252,252 255,253,253 249,247,247 250,248,248 255,255,255 255,254,254 249,247,247 248,246,246 255,252,254 250,250,250 245,245,245 241,241,241 244,244,244 250,250,250 255,255,255 255,255,255 254,254,254 245,245,245 245,245,245
201,255,255 215,255,255 235,255,255 249,255,254 252,254,254 243,255,253 229,255,253 219,255,251 221,255,250 230,254,244 248,250,244 255,253,250 255,253,250 254,250,245 237,254,245 232,255,251 241,246,255 243,248,255 244,249,255 247,249,243 255,253,235 255,255,242 255,252,253 243,244,255 241,244,255 226,230,255 240,244,255 238,239,243 245,247,255 159,171,213 61,81,168 115,142,255 232,237,246 241,248,245 244,253,233 241,246,217 241,239,215 248,236,230 255,239,254 255,243,255 255,228,255 255,238,251 249,244,235 249,255,230 250,255,238 242,255,246 232,244,254 233,245,255 251,239,251 253,241,253 254,243,253 255,245,253 255,247,253 255,249,252 255,250,251 255,250,249 255,253,248 247,244,236 242,241,231 250,250,236 255,255,244 255,255,244 255,255,240 253,255,236 255,251,255 255,250,255 255,250,255 255,249,255 255,248,255 251,241,255 250,238,255 252,240,255 249,234,255 252,238,255 255,242,255 255,244,255 254,242,255 249,238,255 244,234,251 242,232,249 255,241,243 255,246,240 255,255,236 255,255,227 255,255,220 255,255,213 255,255,220 255,255,236 255,252,255 251,242,255 228,232,255 201,221,255 167,208,255 129,189,248 94,168,222 71,154,205 3,91,185 10,94,183 21,96,174 41,105,170 82,133,183 142,179,213 203,227,245 244,255,255 249,249,243 255,255,244 255,255,241 255,254,233 255,248,227 255,253,234 255,255,241 255,255,241 242,254,255 242,254,255 243,253,255 243,252,255 240,252,252 240,254,248 240,255,250 239,255,254 236,255,255 236,250,255 242,245,255 248,242,255 255,243,255 255,245,255 255,248,243 255,250,234 255,246,255 255,247,255 255,249,255 255,250,255 255,253,253 254,254,248 254,255,244 254,255,239 255,255,239 255,255,236 255,255,236 255,255,239 255,255,241 255,255,241 252,255,239 249,252,236 246,247,243 243,244,240 245,246,242 254,253,249 255,255,252 254,253,249 248,247,243 246,245,241 255,255,254 255,254,253 255,254,254 255,255,255 254,252,252 251,248,250 252,249,251 255,254,255 253,253,253 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248
215,255,255 231,255,255 250,254,255 255,251,255 255,251,254 254,255,253 235,255,251 219,255,251 211,255,248 213,253,241 230,251,242 248,255,249 246,255,249 226,253,243 206,255,243 199,255,251 247,245,255 245,251,255 238,255,255 232,255,243 231,255,235 234,255,241 237,255,255 236,245,255 235,232,255 248,235,255 255,248,251 255,241,214 255,255,236 234,235,255 108,126,219 32,62,205 200,207,246 237,248,255 244,255,252 241,254,228 248,254,223 251,247,229 255,237,244 255,241,255 255,243,255 255,248,255 253,244,240 242,244,224 234,247,223 222,238,227 220,235,244 234,246,255 255,252,255 255,251,255 255,250,255 255,253,255 255,253,255 255,254,255 255,253,253 255,254,249 255,250,243 253,248,239 251,247,236 252,249,235 250,247,232 245,243,225 243,242,222 245,244,224 240,241,251 240,241,251 243,243,255 247,247,255 244,243,255 238,236,255 237,234,255 243,237,255 253,247,255 253,247,255 253,248,255 252,248,255 250,244,255 245,240,255 242,238,250 240,236,248 255,245,255 255,248,248 255,254,236 255,255,217 255,255,197 255,252,188 255,255,200 255,255,226 255,255,242 252,244,255 240,235,255 230,234,255 224,238,255 217,243,255 211,245,255 205,246,255 189,234,255 164,210,255 122,171,247 79,131,208 52,106,183 42,99,174 41,97,168 42,96,159 105,155,208 150,194,235 195,232,255 222,250,255 232,253,250 240,253,237 239,248,222 235,240,209 255,255,223 255,255,226 255,255,232 255,255,238 255,251,245 255,246,254 255,243,255 254,246,255 249,250,255 246,255,250 244,255,240 246,255,235 247,255,235 249,255,240 250,251,247 252,248,253 255,254,245 255,253,246 255,251,248 255,250,251 255,247,255 255,245,255 254,245,255 252,245,255 253,252,255 248,251,255 246,253,248 246,255,243 248,255,240 246,255,234 238,255,222 229,255,212 238,239,235 242,243,239 247,248,244 251,252,248 255,255,251 255,255,251 245,247,241 234,235,231 251,250,246 255,255,252 255,255,254 255,254,254 253,250,252 255,252,254 255,252,255 255,251,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
235,255,255 250,253,255 255,249,255 255,247,255 255,247,254 255,251,253 252,255,251 233,255,251 221,255,248 217,251,241 228,249,241 243,254,251 241,255,252 219,251,246 200,255,246 196,255,254 255,249,241 255,255,251 241,255,254 223,255,249 215,255,240 220,255,239 232,255,252 244,251,255 251,238,255 255,234,255 255,245,236 255,255,220 255,253,217 243,247,255 165,185,255 61,88,216 121,132,212 191,206,255 226,248,255 233,255,241 248,255,234 255,255,237 251,243,236 255,244,255 255,235,255 236,214,232 189,176,178 143,143,131 121,128,113 117,129,123 139,150,158 171,183,201 255,252,254 254,249,251 253,248,250 255,250,251 255,252,253 255,253,252 255,255,251 255,255,252 235,231,226 239,236,228 243,240,232 244,239,230 234,230,219 226,222,211 231,227,216 241,237,226 244,255,249 243,255,248 244,255,251 244,255,252 243,254,251 233,244,242 229,240,238 233,243,243 247,255,255 244,252,251 242,250,249 245,252,249 247,254,249 249,255,250 250,255,249 249,255,248 238,236,255 242,242,255 246,252,255 243,255,255 228,248,235 213,237,219 212,239,219 223,246,232 239,255,252 239,251,255 243,247,255 250,247,255 255,249,255 255,249,255 255,247,255 255,244,253 251,235,246 242,233,253 223,227,255 196,219,255 165,206,255 119,179,255 63,140,255 21,108,236 0,88,217 4,92,216 25,107,216 73,140,232 140,194,255 195,235,255 207,236,255 193,217,247 238,245,240 242,248,243 247,251,246 252,248,253 253,241,255 251,232,255 252,227,255 252,229,255 255,244,255 253,255,238 252,255,216 249,255,203 248,255,204 246,255,219 243,255,237 243,254,251 255,255,228 255,255,231 255,255,238 255,255,246 255,253,254 255,249,255 255,245,255 251,243,255 251,246,255 244,244,255 240,245,255 241,253,255 243,255,249 241,255,241 229,255,225 218,249,212 230,233,231 240,243,241 246,250,245 248,252,247 253,255,251 255,255,251 245,247,241 228,230,224 239,241,235 252,251,247 255,255,254 254,252,252 254,251,253 255,253,255 255,253,255 255,251,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254
235,255,255 249,254,255 255,249,255 255,246,254 255,245,253 255,247,251 255,250,251 250,253,251 241,252,249 247,255,253 255,255,255 255,253,255 255,252,255 246,246,252 229,245,251 221,247,253 255,255,226 255,255,241 250,255,255 230,255,255 217,255,247 211,255,229 229,255,233 240,253,239 255,252,255 255,238,250 255,245,242 255,255,238 243,253,230 226,250,255 193,227,255 107,143,231 62,78,198 127,148,239 210,239,255 217,251,251 236,255,240 244,255,232 255,255,241 255,252,249 253,237,248 247,230,243 198,185,193 129,124,123 130,131,127 114,120,119 116,124,131 127,135,148 213,217,212 253,255,252 252,255,251 227,228,224 255,255,254 250,251,249 243,244,242 255,255,254 246,244,243 255,255,254 250,246,245 139,135,134 131,127,126 134,129,128 131,126,125 230,225,224 242,255,239 240,255,238 241,255,239 238,255,238 225,243,226 216,232,215 227,242,228 246,255,247 240,255,241 239,252,238 242,255,239 248,255,245 249,255,243 242,254,234 241,253,233 245,255,236 218,251,255 218,249,255 220,250,255 218,250,255 207,239,255 197,228,253 204,237,253 224,255,255 220,247,243 231,252,243 242,255,245 250,251,247 255,243,249 255,234,252 255,230,255 255,229,255 255,254,228 255,246,232 247,237,243 220,229,255 189,219,255 149,200,255 106,175,255 73,155,255 16,105,255 0,86,255 0,74,243 7,79,240 32,91,241 59,106,244 90,126,255 114,146,255 105,153,248 117,165,247 131,176,243 145,184,239 164,195,248 192,208,255 214,215,255 226,218,255 236,229,255 243,243,255 247,255,238 245,255,224 240,255,219 234,255,225 231,255,237 229,255,247 253,255,238 253,255,240 253,255,242 247,255,241 245,253,243 247,252,251 249,253,255 250,252,255 242,245,255 248,251,255 243,248,255 229,234,249 232,240,253 244,253,255 240,249,255 216,225,234 221,226,225 238,243,242 251,255,254 242,247,245 229,233,228 239,243,237 253,255,251 251,253,247 251,253,247 252,253,249 254,253,249 255,253,253 255,253,255 255,253,255 255,253,255 255,252,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 249,249,249 249,249,249
217,255,255 229,255,255 249,254,255 255,250,254 255,249,253 255,247,252 255,249,252 255,250,252 255,253,255 251,241,247 253,233,245 255,240,254 255,242,255 255,236,255 255,238,255 255,246,255 255,255,233 255,247,243 255,242,255 243,240,255 234,248,247 225,255,236 221,255,230 225,255,242 230,255,255 231,245,255 232,246,255 220,249,255 192,239,247 188,251,255 182,253,255 148,221,255 94,114,255 56,81,197 159,191,255 214,253,255 205,244,229 236,255,237 236,255,225 250,255,239 255,255,252 251,240,248 195,183,195 126,117,127 138,132,137 130,129,133 124,127,131 124,128,133 153,162,152 225,234,224 246,254,247 250,255,251 232,238,233 251,255,254 242,247,245 251,253,253 246,248,249 253,254,255 248,246,252 138,136,142 128,125,134 132,126,137 129,123,134 225,219,230 233,242,229 233,242,229 239,248,235 247,255,244 242,250,239 232,240,230 232,240,230 243,248,239 253,255,251 253,255,251 251,255,247 250,255,246 249,254,245 251,255,244 254,255,247 255,255,248 223,255,248 215,252,242 213,242,246 225,243,255 237,249,255 243,248,255 246,250,255 248,253,255 248,255,246 250,255,242 250,255,244 248,255,254 244,250,255 235,233,255 223,215,255 214,204,255 220,218,240 191,194,222 150,158,195 107,121,173 74,97,165 58,89,174 52,90,192 48,91,210 40,89,219 35,83,225 26,74,222 21,68,220 31,72,228 42,82,238 43,81,237 35,70,227 0,68,236 7,83,233 19,97,217 26,102,192 37,107,174 59,116,172 77,117,175 87,111,177 112,123,197 137,143,220 171,178,251 196,213,255 204,233,255 196,238,255 186,238,255 182,238,255 211,229,252 216,236,254 222,244,255 229,252,254 234,255,252 235,255,246 234,255,237 231,252,230 233,252,233 240,251,241 249,254,255 251,251,255 253,246,255 249,235,255 234,218,255 224,206,255 232,237,240 246,251,254 250,255,255 249,254,253 232,237,235 238,244,239 249,253,247 242,246,240 255,255,251 255,255,251 255,255,251 255,253,252 255,252,254 255,251,255 255,251,255 255,251,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254
