50 170
255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 246,246,246 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 254,252,255 254,252,255 254,252,255 254,253,255 254,253,255 252,254,255 252,254,255 252,254,254 251,255,254 251,255,251 250,255,249 250,255,248 250,255,245 250,255,244 248,255,244 248,255,242 246,242,255 246,244,255 247,247,255 248,251,255 250,255,255 250,255,252 250,255,244 252,255,240 248,255,235 254,255,239 254,255,241 254,255,242 254,255,246 255,255,254 255,253,255 255,248,255 253,255,254 253,254,255 251,250,255 248,244,255 245,238,255 245,237,255 249,238,255 252,243,255 255,246,255 255,250,255 255,253,255 255,249,250 255,251,251 255,255,252 255,254,254 255,250,250 255,245,255 255,247,255 255,249,255 255,248,250 255,252,249 255,255,249 255,255,247 253,254,245 244,246,240 251,253,253 247,249,255 238,238,254 243,242,255 244,243,255 211,207,248 167,163,205 88,76,176 71,61,154 57,49,132 68,62,133 106,106,160 161,164,202 210,216,239 237,247,255 242,255,255 240,255,249 237,255,247 235,255,247 237,255,250 236,255,253 233,255,253 230,252,250 246,248,255 244,247,251 246,251,250 251,255,249 253,255,245 249,255,237 247,255,232 249,255,233 252,255,239 253,255,244 253,255,249 253,254,255 251,248,255 250,244,255 251,242,255 252,241,255 255,255,248 255,255,249 255,255,252 255,255,254 255,254,255 255,253,255 255,252,255 255,251,255 255,252,255 255,253,255 250,252,253 251,255,250 252,255,248 251,255,243 251,255,242 252,255,241 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 229,229,229 206,206,206 128,127,159 95,94,128 66,63,102 62,58,100 76,70,119 103,95,148 148,138,198 188,177,239 227,216,255 229,218,255
251,251,251 250,250,250 249,249,249 247,247,247 245,245,245 246,246,246 250,250,250 253,253,253 247,247,247 239,239,239 236,236,236 244,244,244 251,251,251 251,251,251 249,249,249 249,249,249 247,247,247 251,251,251 255,255,255 254,254,254 254,254,254 254,254,254 249,249,249 243,243,243 252,252,252 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 252,254,255 252,254,255 252,254,254 250,255,254 250,255,253 250,255,251 250,255,250 249,255,248 249,255,247 249,255,247 249,255,246 247,255,254 247,255,254 250,255,255 250,255,255 250,255,255 251,254,255 251,254,255 252,253,255 247,248,252 253,252,254 254,254,254 255,253,252 255,255,249 255,255,249 255,255,248 255,255,245 252,253,244 253,253,247 253,251,250 252,249,251 249,248,252 249,248,252 252,251,253 254,255,253 248,250,244 250,252,246 251,251,245 248,246,246 253,246,253 255,249,255 255,247,255 255,243,255 238,233,234 239,234,236 246,243,245 255,253,255 255,252,255 247,246,255 242,242,255 245,244,255 248,247,255 244,243,255 237,236,255 212,211,255 157,154,203 93,91,143 62,59,115 60,58,117 70,60,130 110,102,167 168,161,218 217,212,255 242,239,255 248,249,255 249,252,255 248,254,253 243,252,242 246,255,244 247,255,247 248,255,249 245,255,250 242,255,252 242,255,255 242,255,255 249,252,250 249,253,248 251,255,249 253,255,249 252,255,247 247,254,241 247,254,241 251,255,245 251,255,246 253,255,251 253,255,254 252,253,255 250,249,255 249,247,255 250,247,255 251,247,255 255,255,247 255,255,248 255,255,249 255,255,252 255,255,255 255,253,255 255,253,255 255,253,255 254,252,255 253,251,255 253,252,254 252,255,253 252,255,250 251,255,247 249,255,243 249,255,241 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 239,239,239 241,240,255 240,238,255 220,217,249 174,170,206 117,110,153 78,69,119 72,62,115 82,71,127 108,96,154 109,97,155
253,253,253 253,253,253 252,252,252 250,250,250 248,248,248 249,249,249 252,252,252 255,255,255 251,251,251 244,244,244 240,240,240 245,245,245 251,251,251 253,253,253 252,252,252 252,252,252 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 240,240,240 253,253,253 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 254,255,253 254,255,253 254,254,254 254,254,254 254,254,254 254,253,255 252,254,255 252,254,255 252,254,255 252,254,255 252,254,255 250,254,255 250,255,254 250,255,254 250,255,254 250,255,254 247,255,227 248,255,231 249,255,238 249,255,243 249,254,252 250,249,255 250,247,255 249,243,255 249,240,255 253,245,255 254,248,255 254,249,255 255,253,253 255,255,249 255,255,245 254,255,241 252,253,227 252,255,230 255,255,236 255,255,240 255,255,243 254,255,245 254,255,246 255,255,245 251,255,242 253,255,245 253,255,247 253,255,251 251,255,255 248,248,255 238,236,255 228,224,249 235,247,229 234,244,231 236,244,237 239,246,249 243,246,255 242,243,255 235,234,255 230,228,255 193,188,243 153,149,208 110,108,168 79,78,140 55,55,115 55,57,115 107,109,167 169,172,227 234,226,255 245,237,255 255,247,255 254,246,255 246,238,248 242,237,238 251,247,242 255,255,248 252,250,239 255,255,245 255,255,249 255,255,252 255,253,255 251,249,255 251,250,255 253,251,255 251,255,240 251,255,241 253,255,246 254,255,248 249,250,248 244,243,245 247,246,250 254,252,255 252,249,255 253,250,255 254,252,255 251,253,254 249,251,251 248,252,247 249,253,247 250,255,246 255,255,245 255,255,247 255,255,248 255,255,249 255,255,252 255,255,254 255,255,255 255,254,255 252,251,255 254,253,255 255,254,255 255,254,255 255,255,255 254,255,253 252,253,251 250,251,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 248,250,255 243,244,255 234,234,255 234,232,255 241,238,255 234,229,255 197,190,233 158,150,197 78,70,117 78,70,117
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 246,246,246 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 251,251,251 252,252,252 252,252,252 254,255,250 254,255,250 254,255,251 254,255,251 254,255,253 254,254,254 254,253,255 254,253,255 253,252,255 253,251,255 253,250,255 253,250,255 253,250,255 253,249,255 253,249,255 253,249,255 250,255,230 251,255,232 251,255,236 252,255,241 251,255,246 250,253,251 252,251,255 251,247,255 253,248,255 255,250,255 254,249,255 250,246,255 250,247,255 253,251,255 255,254,255 252,251,253 253,252,218 255,255,225 255,255,235 255,255,244 255,253,252 255,250,255 255,251,255 254,253,255 251,255,254 246,255,245 236,249,235 229,245,227 232,249,228 238,255,236 244,255,242 244,255,244 222,239,212 227,242,221 231,242,232 239,246,249 246,250,255 235,234,255 173,170,216 110,104,159 84,77,138 69,62,123 63,60,116 99,98,148 162,165,209 219,225,255 236,244,255 229,239,255 247,238,248 249,241,248 255,246,252 255,252,254 255,254,254 255,254,252 255,255,251 255,252,248 255,251,249 255,251,253 255,250,255 255,246,255 255,244,255 255,241,255 255,242,255 255,242,255 252,255,231 253,255,235 255,255,241 254,251,246 246,240,245 239,232,245 245,236,255 254,245,255 253,244,255 252,246,255 253,249,255 252,251,253 250,253,244 247,255,238 248,255,233 249,255,233 255,255,243 255,255,244 255,255,244 255,255,246 255,255,247 255,255,250 255,255,251 255,254,253 255,254,254 255,254,255 255,253,255 255,251,255 252,250,255 254,252,255 254,252,255 253,251,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 247,247,247 243,243,243 247,247,247 253,253,253 255,255,255 247,250,255 248,250,255 249,251,255 250,250,255 250,248,255 250,247,255 239,234,255 226,221,253 236,230,255 235,229,255
253,253,253 253,253,253 253,253,253 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 248,248,248 242,242,242 250,250,250 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 248,248,248 239,239,239 241,241,241 250,250,250 255,255,255 254,255,248 254,255,248 254,255,248 254,255,250 254,255,251 254,255,253 254,254,254 254,253,255 253,251,255 255,250,255 255,249,255 255,248,255 255,248,255 255,247,255 255,247,255 255,246,255 255,255,252 255,255,252 255,255,249 255,255,248 255,255,245 255,255,244 254,255,241 254,255,241 255,255,245 255,255,248 252,253,249 247,246,250 246,242,254 251,245,255 253,244,255 252,243,255 254,243,239 255,246,246 255,248,254 255,247,255 255,245,255 255,244,255 253,245,255 249,248,255 251,255,255 247,255,247 244,255,242 243,255,237 241,255,234 235,255,229 227,255,223 224,255,220 250,251,255 253,252,255 245,242,255 186,180,205 108,98,134 63,50,96 68,55,107 94,80,134 96,82,136 168,156,204 235,226,255 250,246,255 244,244,255 244,248,253 249,255,253 248,255,249 255,254,255 255,254,255 252,244,245 252,241,243 255,246,248 255,251,253 255,250,254 255,246,253 255,250,255 255,243,255 254,235,254 254,234,255 255,238,255 255,242,255 255,242,255 255,241,255 255,255,235 255,254,239 255,253,244 254,249,248 247,239,246 242,231,247 247,236,255 255,244,255 253,244,255 254,246,255 253,250,255 252,252,252 250,254,243 247,255,235 247,255,231 249,255,230 255,255,244 255,255,244 255,255,246 255,255,246 255,255,246 255,255,247 255,255,248 255,255,250 255,255,251 255,255,255 255,253,255 249,245,251 246,240,251 252,245,255 255,250,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 248,248,248 245,245,245 246,246,246 245,245,245 241,241,241 244,244,244 251,251,251 255,255,255 255,255,255 236,241,239 241,246,245 249,253,254 246,249,254 227,228,238 213,213,227 230,228,247 251,249,255 249,246,255 248,245,255
252,252,252 253,253,253 253,253,253 252,252,252 251,251,251 250,250,250 252,252,252 254,254,254 249,249,249 252,252,252 254,254,254 253,253,253 252,252,252 251,251,251 244,244,244 236,236,236 249,249,249 253,253,253 253,253,253 248,248,248 245,245,245 249,249,249 254,254,254 255,255,255 243,243,243 250,250,250 252,252,252 243,243,243 236,236,236 240,240,240 251,251,251 255,255,255 252,255,247 252,255,248 252,255,248 254,255,248 254,255,250 254,255,251 254,255,253 255,254,254 255,252,255 255,252,255 255,250,255 255,249,255 255,248,255 255,248,255 255,248,255 255,247,255 255,245,255 255,247,255 255,249,255 255,252,253 255,254,246 253,255,240 252,255,235 251,255,231 250,255,232 252,255,237 250,255,240 244,248,243 244,244,250 248,245,255 250,244,255 249,242,255 253,227,255 255,232,255 255,236,255 255,240,255 255,242,255 252,246,255 249,250,246 248,255,240 245,255,233 240,255,231 239,255,233 241,255,244 239,255,252 230,248,255 222,238,255 220,233,255 183,158,220 124,99,161 80,54,118 83,57,121 101,75,139 124,99,161 174,150,208 227,204,255 255,235,255 255,243,255 255,246,255 255,250,255 255,248,251 252,249,241 253,252,238 255,255,237 235,238,236 244,245,243 253,254,252 255,255,254 255,254,255 255,254,255 255,252,255 255,252,255 255,250,255 249,241,248 242,233,243 243,235,246 250,243,255 255,251,255 255,251,255 252,249,255 255,252,248 255,252,248 255,252,252 255,251,252 254,244,250 248,240,247 252,243,253 255,251,255 255,247,255 254,250,255 255,252,254 252,253,251 250,252,246 247,253,242 248,255,242 249,255,241 255,255,249 255,255,249 255,255,247 255,255,247 255,255,246 255,255,246 255,255,246 255,255,247 255,252,247 255,255,252 255,251,252 245,238,245 241,233,244 249,239,255 255,247,255 255,247,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 246,246,246 246,246,246 247,247,247 245,245,245 244,244,244 248,248,248 255,255,255 255,255,255 252,252,252 253,255,249 249,253,247 245,249,244 252,255,253 248,250,251 234,234,240 233,232,242 245,243,255 247,245,255 247,245,255
254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 249,249,249 242,242,242 249,249,249 254,254,254 255,255,255 250,250,250 246,246,246 248,248,248 252,252,252 253,253,253 244,244,244 249,249,249 250,250,250 246,246,246 244,244,244 249,249,249 254,254,254 255,255,255 252,255,250 252,255,250 252,255,250 254,255,250 254,255,250 254,255,250 255,255,251 255,255,251 255,254,253 255,253,254 255,253,255 255,251,255 255,250,255 255,249,255 255,249,255 255,249,255 255,244,255 255,244,255 255,246,255 255,246,255 253,246,253 252,247,249 249,247,246 248,247,243 238,240,234 244,246,240 246,251,242 246,251,242 247,254,247 250,255,250 249,255,249 245,252,245 246,223,255 247,228,255 250,234,255 251,241,255 250,246,255 250,252,246 248,255,236 247,255,230 244,255,227 245,255,235 246,255,251 242,249,255 209,209,255 154,145,225 98,84,186 67,48,164 87,56,149 81,50,141 111,82,167 175,149,225 224,202,255 239,219,255 244,227,255 255,244,255 251,239,255 246,238,249 249,243,248 255,254,253 255,255,251 254,251,243 253,251,241 255,255,246 245,255,248 246,255,249 246,255,251 243,254,246 237,245,238 236,243,236 243,250,243 252,255,248 250,255,246 243,251,240 238,247,234 239,250,234 243,255,239 245,255,241 244,255,239 241,255,236 255,249,255 255,247,255 255,248,255 255,251,254 255,250,250 255,248,245 255,252,247 255,255,249 255,253,245 255,255,249 254,255,251 253,253,253 249,250,254 248,247,255 248,247,255 250,248,255 255,251,255 255,251,255 255,252,254 255,253,253 255,254,250 255,255,249 255,255,247 255,255,247 253,251,243 255,255,251 255,254,253 246,241,243 242,235,242 250,242,253 255,248,255 255,247,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 253,253,253 255,255,255 253,253,253 250,250,250 251,251,251 254,254,254 253,253,253 249,249,249 245,249,237 247,251,240 253,255,247 255,255,251 252,253,251 244,244,244 247,246,250 255,253,255 253,251,255 254,252,255
253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 254,254,254 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 249,249,249 249,249,249 251,251,251 251,251,251 253,253,253 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 252,255,253 252,255,253 252,255,251 254,255,251 254,255,250 254,255,250 255,255,248 255,255,248 255,255,249 255,255,251 255,255,251 255,255,252 255,255,254 255,255,254 255,254,255 255,254,255 255,255,254 255,254,255 255,253,255 255,250,255 255,249,255 255,244,255 254,243,255 251,242,255 227,219,242 235,232,248 244,243,252 247,252,250 251,255,247 250,255,240 248,255,233 242,255,225 234,241,250 237,244,253 242,246,255 243,247,255 245,247,255 245,247,255 248,249,255 249,250,255 251,250,255 207,204,230 145,139,180 96,83,145 66,47,132 60,37,143 77,48,171 96,65,198 171,163,228 205,198,255 235,232,255 243,242,255 241,245,255 245,251,255 245,255,254 243,255,243 246,255,240 249,255,240 245,255,236 238,249,229 231,241,225 232,240,229 242,246,240 248,252,247 235,255,243 236,255,244 239,255,247 243,255,250 244,255,249 246,255,249 248,255,248 248,255,247 246,255,242 246,255,239 243,255,235 241,255,231 240,255,227 237,255,222 232,255,218 230,255,215 255,245,255 255,242,255 255,244,255 255,250,253 255,253,248 255,253,242 254,255,239 255,255,241 254,255,241 253,255,245 254,255,251 251,251,255 249,246,255 246,241,255 247,240,255 248,240,255 253,246,255 253,247,255 253,248,255 253,249,255 253,251,255 255,253,253 255,254,250 255,255,249 252,253,244 255,255,249 255,255,251 251,248,244 246,241,242 254,249,251 255,252,255 255,251,255 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 254,254,254 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,248 255,255,248 255,255,247 251,251,245 255,254,250 255,255,255 255,253,255 246,243,245 252,248,253 253,249,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 255,255,255 252,252,252 249,249,249 251,251,251 254,254,254 255,255,255 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 252,252,252 249,249,249 251,252,255 253,252,255 253,252,254 252,253,251 252,253,249 253,255,247 253,255,246 255,255,245 254,255,242 249,252,237 254,255,242 255,255,245 255,255,243 255,255,246 255,255,247 255,255,245 254,250,245 253,248,245 255,252,254 255,251,255 255,247,255 244,234,255 246,237,255 255,245,255 253,245,255 236,230,253 227,226,242 242,244,252 250,255,254 247,255,245 244,255,240 248,255,241 227,255,214 236,255,230 237,255,242 233,247,253 238,241,255 234,225,255 192,175,248 144,121,205 91,66,154 83,56,142 79,53,136 88,67,142 121,102,171 180,163,227 225,210,255 238,223,255 232,253,255 231,253,255 230,254,252 227,255,242 227,255,233 227,255,228 231,255,225 236,255,225 238,255,227 236,255,225 233,255,224 230,252,227 230,248,231 232,247,239 233,246,244 235,247,249 242,255,255 238,250,252 235,247,249 240,249,252 247,254,255 250,255,255 249,255,254 249,254,252 244,250,245 248,255,247 249,255,246 246,255,240 245,255,239 244,255,237 238,255,229 227,252,218 254,242,255 252,241,255 254,245,255 255,254,255 255,255,252 255,255,248 255,255,245 255,255,245 250,254,242 247,251,246 249,250,254 250,249,255 243,238,255 233,224,255 230,220,255 236,225,255 234,224,255 244,235,255 248,240,255 245,239,255 246,243,255 254,250,255 254,253,255 248,248,248 252,251,247 249,249,243 255,255,249 255,255,249 250,247,242 255,254,249 255,254,250 236,231,228 232,232,232 242,242,242 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 252,252,252 255,255,251 255,255,249 253,252,248 253,252,248 254,252,251 252,250,250 247,244,246 243,240,242 255,252,255 255,252,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 253,253,253 251,251,251 248,248,248 245,245,245 243,243,243 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 252,248,255 252,249,255 254,252,255 255,254,255 255,255,254 254,255,250 252,255,245 252,255,242 255,255,244 247,253,234 249,255,235 249,255,235 243,249,230 245,251,232 249,255,236 243,249,232 242,238,244 252,248,254 252,248,253 245,241,246 251,250,254 255,254,255 250,250,255 224,224,230 226,227,237 249,249,255 250,250,255 243,242,255 236,233,255 244,243,255 248,246,255 240,238,255 228,255,230 223,255,233 197,224,220 151,164,190 101,99,158 72,56,140 68,41,144 75,43,152 77,44,148 127,97,186 191,166,234 232,215,255 248,239,255 251,251,251 251,255,241 247,254,233 228,255,239 231,255,240 234,255,242 237,255,242 237,255,241 239,255,240 238,255,239 239,255,239 236,255,235 234,253,238 234,249,241 238,249,247 242,251,255 246,252,255 248,251,255 248,249,255 237,237,249 244,242,254 251,249,255 255,250,255 255,250,255 255,248,255 253,243,255 251,240,255 255,249,255 255,250,255 254,245,255 246,240,251 246,243,252 252,252,255 253,254,255 251,254,255 255,253,255 255,254,255 255,254,255 250,249,251 246,245,247 248,250,251 250,252,253 244,247,251 250,252,255 245,245,255 212,211,231 155,151,180 107,101,136 84,76,117 73,66,111 67,59,106 131,121,167 165,156,199 212,203,243 242,235,255 245,240,255 241,236,255 246,243,255 253,252,255 255,254,255 255,255,254 255,255,249 248,249,240 248,247,237 255,255,245 255,255,243 238,238,226 231,231,231 244,244,244 254,254,254 253,253,253 249,249,249 247,247,247 246,246,246 244,244,244 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,254,253 254,252,251 252,250,249 253,251,251 255,253,255 255,254,255 255,252,255 254,250,255 250,246,251 250,246,251
