50 170
255,253,255 254,247,250 255,251,253 253,255,255 246,251,252 244,254,254 246,255,255 241,250,253 249,253,255 253,250,255 255,247,255 255,246,255 255,245,255 255,242,255 255,238,255 255,236,255 255,235,255 255,239,255 246,244,255 242,247,255 250,245,255 255,243,255 255,244,255 254,247,255 235,249,255 226,251,255 236,251,255 255,250,255 255,248,251 255,248,244 255,249,238 255,251,234 255,255,255 252,253,251 254,255,246 255,255,244 255,255,240 255,255,237 255,255,240 255,255,247 255,255,254 248,250,255 242,248,255 240,250,255 233,247,255 221,242,255 218,243,255 220,247,255 252,251,253 253,253,253 255,253,252 255,255,251 255,255,248 255,255,246 255,255,246 255,255,244 254,252,242 253,251,243 254,253,249 252,254,254 247,252,255 240,248,255 241,250,255 243,252,255 255,255,240 255,255,243 255,252,247 255,250,252 255,248,254 255,249,254 255,251,250 255,255,243 254,255,237 248,255,232 244,255,232 242,255,236 244,255,245 245,253,252 247,247,255 248,244,255 223,243,255 223,243,255 225,245,255 226,247,255 226,249,255 228,250,255 229,251,255 229,252,255 229,251,255 230,252,255 232,252,255 234,253,255 235,254,255 235,254,255 237,253,255 237,253,255 248,255,255 248,255,255 249,255,254 247,252,251 247,249,249 248,248,248 253,251,251 255,252,253 254,249,250 255,250,252 255,251,253 255,252,254 252,251,253 249,250,254 247,248,252 246,247,251 254,255,250 250,251,247 250,250,250 253,255,255 253,254,255 253,254,255 253,255,255 253,255,254 250,254,248 252,255,248 251,255,251 251,255,254 251,254,255 249,249,255 245,243,255 243,240,255 251,255,249 251,255,251 251,255,255 253,253,255 253,249,255 254,246,255 255,245,255 255,246,255 255,249,255 255,251,255 255,252,255 255,252,255 255,250,254 255,248,255 255,248,255 255,248,255 250,255,255 250,255,254 250,255,254 248,253,251 249,254,253 251,254,255 251,254,255 249,250,254 253,255,254 253,255,247 252,255,238 251,255,234 252,255,237 253,255,243 253,254,250 253,252,254 252,253,255 252,254,255 252,254,254 253,255,255 253,255,255 251,254,255 251,254,255 250,255,255 249,255,251 249,255,244
255,254,255 253,250,252 248,247,249 243,245,246 240,244,245 249,254,255 250,255,255 240,247,250 250,255,255 250,254,255 249,252,255 248,247,255 250,245,254 253,245,255 255,247,255 255,250,255 255,241,255 253,244,255 238,247,255 235,248,255 247,246,255 255,244,253 255,241,252 255,242,254 247,246,255 236,249,255 240,251,255 255,251,255 255,251,254 255,252,247 255,255,242 255,255,240 250,250,255 248,249,255 251,252,255 255,255,254 255,255,248 255,255,243 255,255,246 255,255,249 255,255,252 255,253,255 253,246,253 242,237,246 238,237,246 244,248,253 246,253,255 242,251,254 248,251,255 251,252,255 251,253,254 254,254,254 255,255,251 255,254,249 255,255,247 255,254,246 255,255,249 255,255,250 254,255,251 253,255,255 248,251,255 241,247,252 240,248,255 244,251,255 255,255,247 255,253,250 255,251,253 255,249,255 255,248,255 255,248,255 255,251,254 255,254,250 244,253,240 240,255,236 239,255,238 238,255,242 242,255,251 243,254,255 247,250,255 249,248,255 235,250,246 236,251,247 238,253,249 239,254,250 241,255,251 242,255,250 244,255,250 244,255,250 227,238,230 231,242,234 238,247,237 244,253,243 248,255,246 251,255,248 251,255,247 251,255,247 244,252,251 248,254,253 250,255,255 251,255,255 253,255,255 253,255,255 254,253,255 253,252,254 254,251,253 253,252,254 255,254,255 255,254,255 253,255,255 253,255,255 251,255,255 251,255,255 255,255,252 253,254,250 252,252,252 255,254,255 255,254,255 251,253,254 250,252,252 253,255,252 248,252,246 249,254,245 250,255,246 251,255,250 251,253,254 251,250,255 250,247,255 249,245,255 248,255,247 248,255,248 247,255,251 249,254,255 249,253,255 249,251,255 249,251,255 251,251,255 254,253,255 253,254,252 255,254,250 255,254,250 255,254,253 255,253,254 255,252,255 255,250,255 240,245,246 246,252,251 249,255,253 248,255,252 250,255,254 251,254,255 251,254,255 249,249,255 251,253,253 250,254,248 248,255,240 251,255,238 253,255,242 254,255,248 254,255,253 253,252,255 249,253,255 249,253,255 249,254,255 248,255,255 248,254,255 248,253,255 248,252,255 246,253,255 241,251,251 241,254,246
248,255,255 246,253,255 246,251,254 244,247,251 245,246,250 255,254,255 255,254,255 243,242,246 248,252,253 247,255,255 243,255,255 235,255,253 228,255,251 223,255,251 220,255,254 220,255,255 255,252,255 239,254,255 221,255,254 221,255,251 239,255,252 255,253,253 255,247,250 255,245,249 253,247,252 236,251,254 230,253,255 237,255,255 244,255,253 245,255,249 236,255,244 228,255,242 237,242,255 237,244,255 240,249,255 242,251,255 239,248,251 239,246,243 246,250,245 255,255,251 255,252,247 255,255,251 255,249,245 245,235,228 248,239,229 255,255,243 255,255,241 254,253,232 247,250,255 248,251,255 248,252,255 250,253,255 252,254,255 251,253,253 253,254,252 252,253,251 255,255,252 255,255,254 255,255,254 253,255,255 252,254,254 245,249,250 245,248,252 249,252,255 244,253,255 246,252,255 249,251,255 251,249,255 253,249,255 253,249,255 251,250,255 248,253,255 241,252,249 239,255,248 239,255,249 240,255,253 243,255,255 244,254,255 248,251,255 250,250,255 250,255,217 251,255,219 253,255,224 255,255,229 255,255,235 255,255,239 255,255,242 255,255,245 248,241,232 251,244,235 255,249,239 255,254,241 255,255,241 255,255,238 255,252,233 255,250,230 242,246,247 241,245,246 242,245,249 245,248,252 249,252,255 251,254,255 249,252,255 246,249,253 249,252,255 249,252,255 248,253,254 249,255,254 250,255,255 250,255,254 250,255,254 250,255,252 255,255,252 255,255,254 255,255,255 255,254,255 255,254,255 253,253,253 253,254,252 255,255,251 253,255,247 252,255,245 252,255,245 252,254,248 252,253,251 253,252,255 254,250,255 254,250,255 245,255,239 245,255,241 246,255,245 246,255,249 247,255,253 247,255,254 248,255,255 248,255,254 248,255,251 245,255,245 243,255,243 244,255,243 247,255,247 248,255,251 246,255,250 243,252,249 230,235,238 240,245,246 248,254,253 250,255,254 250,255,254 251,255,255 250,253,255 250,250,255 246,247,251 246,248,248 246,249,247 250,252,246 253,254,250 255,255,254 254,253,255 253,251,255 249,254,255 249,254,255 249,254,255 249,253,255 250,253,255 250,252,255 248,251,255 248,252,255 247,253,255 247,255,253
236,254,255 231,246,248 239,251,253 251,254,255 255,253,255 255,251,255 255,249,255 251,239,245 250,243,246 248,248,248 243,254,251 237,255,252 227,255,249 217,255,247 208,255,244 202,255,242 246,252,247 225,252,242 203,255,238 201,255,240 223,255,245 250,255,247 255,255,247 255,250,244 243,253,247 222,255,250 212,255,252 214,255,252 220,255,251 221,255,249 215,253,247 208,253,244 239,249,255 241,251,255 239,252,255 237,255,255 231,250,253 227,245,246 233,250,247 246,255,254 243,250,245 253,255,249 255,253,245 249,248,234 253,253,235 255,255,238 255,255,234 247,252,221 243,249,255 244,250,255 246,251,255 247,252,255 249,252,255 248,252,255 249,252,255 248,252,253 253,255,255 251,253,253 253,253,253 255,255,254 255,255,254 252,253,251 255,253,252 255,255,254 241,253,255 242,252,255 244,252,255 246,252,255 248,251,255 249,252,255 249,252,255 248,253,255 248,255,255 248,255,255 246,255,255 248,255,255 250,255,255 253,255,255 254,253,255 255,252,254 255,255,219 255,255,222 255,255,226 255,255,231 255,255,238 255,255,245 255,252,250 255,250,253 255,248,255 255,250,255 255,250,255 255,251,255 255,251,254 255,247,246 255,243,240 255,241,235 250,249,251 241,242,246 234,235,239 232,235,240 238,242,247 242,248,255 245,251,255 242,251,255 246,255,255 243,255,255 242,254,254 243,254,252 243,255,249 242,255,247 244,255,245 244,255,245 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 255,254,253 255,255,251 255,255,249 255,255,247 255,255,246 255,255,247 255,255,248 255,255,251 255,254,254 255,253,255 255,252,255 250,255,239 250,255,241 251,255,243 251,255,246 249,255,247 250,255,250 249,255,250 249,255,248 248,255,248 244,255,243 241,254,238 241,255,240 245,255,246 246,255,248 242,255,247 237,253,242 228,232,237 240,245,248 250,255,254 251,255,254 249,254,252 249,254,252 250,254,255 252,253,255 242,241,250 243,242,251 246,243,252 250,247,255 254,251,255 255,253,255 254,252,255 252,250,255 255,255,242 255,255,243 255,255,247 255,255,251 255,253,255 255,253,255 255,252,255 255,253,255 255,251,250 255,252,247
226,248,246 214,235,233 229,242,244 250,255,255 255,253,255 252,241,249 255,242,251 255,247,255 255,246,253 255,246,248 254,246,246 250,252,246 244,255,246 236,255,242 229,255,237 220,254,230 255,236,228 233,237,225 205,242,222 198,250,226 216,255,235 242,255,240 255,255,239 249,252,237 235,255,242 216,255,246 210,255,250 217,255,253 227,255,255 233,252,255 231,252,254 225,250,254 252,244,245 251,246,247 251,251,251 245,250,251 232,244,244 226,240,239 228,243,245 240,252,254 247,254,255 247,251,252 251,252,250 255,255,251 255,255,248 255,255,244 250,255,237 246,255,234 245,250,255 246,251,255 246,251,255 247,252,255 247,252,255 246,251,255 246,252,255 247,250,255 250,254,255 248,252,253 250,252,252 255,255,254 255,255,252 255,254,249 255,255,247 255,255,249 246,252,255 246,253,255 248,254,253 249,255,250 251,255,249 253,255,247 255,255,249 255,254,250 255,252,251 255,251,252 255,251,252 255,252,252 255,253,246 255,254,241 255,254,237 255,255,236 255,255,240 255,255,242 255,255,246 255,255,248 255,254,251 255,251,254 255,248,255 255,247,255 255,246,255 255,247,255 255,247,255 255,248,255 255,249,255 255,248,255 255,247,255 255,246,255 255,254,255 254,249,250 245,242,244 240,241,245 242,246,251 244,252,255 243,253,255 242,254,255 240,255,255 240,255,255 240,255,255 242,255,253 243,255,250 244,255,247 244,255,246 246,255,245 255,255,255 255,254,254 255,255,255 255,255,254 254,252,251 249,248,244 249,249,243 254,255,246 250,249,239 252,252,240 255,254,244 255,255,248 255,255,249 255,255,251 255,255,251 255,253,252 255,255,247 255,255,248 255,254,247 255,253,249 255,254,249 255,253,248 255,253,248 255,254,246 255,255,249 251,255,244 248,252,241 248,254,243 250,255,248 251,255,251 249,255,249 243,251,244 237,240,244 246,249,253 251,255,255 249,254,252 248,252,246 250,254,248 253,255,252 255,255,255 244,241,250 244,239,254 246,240,255 252,243,255 255,246,255 255,250,255 255,252,255 254,251,253 255,255,229 255,255,233 255,255,239 255,255,246 255,253,251 255,252,253 255,253,254 255,255,251 252,241,233 254,242,232
238,253,249 223,236,234 231,241,241 250,255,255 252,252,255 249,244,253 255,247,255 255,250,255 255,250,255 255,250,255 255,248,252 255,247,248 255,251,247 255,253,245 255,254,244 255,254,241 255,228,227 255,229,225 238,236,225 227,245,228 238,251,235 255,255,239 255,254,240 255,254,239 240,255,239 229,255,243 233,255,248 249,255,254 255,251,255 255,248,255 255,248,255 255,248,255 255,248,235 255,249,238 255,252,244 255,253,249 251,249,249 241,244,249 242,247,255 250,251,255 253,250,255 252,245,255 254,244,255 255,251,255 255,252,255 255,248,251 255,251,250 255,255,254 248,251,255 249,252,255 248,252,255 249,252,255 249,252,255 246,252,255 246,252,255 247,250,255 250,254,255 249,252,255 250,252,253 255,255,254 255,255,251 255,254,246 255,253,244 255,255,244 255,252,254 255,253,252 255,255,247 255,255,243 255,255,240 255,255,239 255,255,242 255,255,245 255,244,240 255,243,244 255,245,246 255,247,244 255,251,238 255,255,232 255,255,226 255,255,222 253,253,255 253,253,255 253,254,255 253,254,255 252,254,255 251,253,253 248,253,252 247,252,251 247,253,252 247,252,253 247,252,255 247,251,255 245,251,255 245,250,255 245,249,255 244,248,255 255,254,250 255,252,249 255,251,248 255,253,253 251,255,255 248,255,255 241,252,255 235,250,253 228,245,248 230,248,249 234,251,248 239,254,250 242,255,249 245,255,248 247,255,247 249,255,246 255,254,255 255,254,254 255,254,254 255,253,252 249,248,244 241,241,235 243,241,233 248,246,238 240,238,230 244,242,234 251,248,240 255,254,246 255,255,249 255,255,249 255,255,251 255,254,249 255,249,255 255,249,255 255,248,255 255,250,254 255,249,252 255,250,252 255,249,251 255,250,250 255,253,255 255,250,252 255,249,250 255,249,252 255,252,255 255,253,255 255,252,254 254,249,251 248,250,250 253,255,255 255,255,254 252,253,249 249,252,243 252,255,245 255,255,248 255,255,251 249,245,250 249,242,255 251,238,255 253,239,255 255,243,255 255,248,255 255,251,255 255,251,248 255,255,228 255,255,235 255,255,243 255,253,252 255,250,255 255,250,255 255,251,255 255,253,253 255,246,243 255,246,242
255,255,251 248,247,243 246,249,247 250,254,255 246,252,255 243,252,255 235,245,255 218,227,240 230,238,251 240,243,255 248,248,255 255,249,255 255,247,254 255,247,253 255,250,254 255,252,255 255,235,245 255,238,245 254,243,245 249,247,246 255,250,247 255,251,246 255,252,246 255,255,243 249,255,241 247,255,244 255,255,247 255,250,254 255,245,255 255,241,255 255,240,255 255,240,255 255,254,245 255,250,244 252,250,249 242,251,255 230,246,255 221,241,255 222,240,255 231,244,255 228,233,255 242,239,255 255,245,255 255,246,255 255,245,255 255,247,255 255,250,255 255,253,255 254,253,249 255,254,250 255,253,252 254,254,254 252,254,255 249,252,255 249,252,255 248,251,255 251,254,255 249,250,254 247,249,250 255,253,252 255,255,252 255,255,247 255,254,244 255,254,245 255,249,255 255,252,254 255,254,249 255,255,243 255,255,239 255,255,239 255,255,242 255,254,247 255,244,246 255,243,250 255,244,251 255,247,250 255,253,243 255,255,234 255,255,227 255,255,221 248,246,255 248,247,255 249,250,255 249,252,255 247,255,254 246,255,249 243,255,244 243,255,241 241,255,239 242,255,240 241,255,242 240,255,244 236,255,246 233,250,246 229,245,244 227,243,242 255,251,241 255,252,242 255,254,245 255,255,248 254,255,251 248,255,252 241,252,250 236,250,249 223,239,238 226,243,240 233,247,245 239,253,249 244,255,249 248,255,247 248,255,246 249,255,244 255,252,255 255,253,255 255,255,255 255,255,251 250,250,244 243,244,235 246,244,236 252,249,244 245,242,238 248,245,241 252,247,246 255,251,250 255,253,250 255,255,250 255,255,250 255,255,248 255,242,255 255,243,255 255,245,255 255,247,255 255,247,255 255,249,255 255,250,255 255,249,255 255,250,255 255,248,255 255,248,255 255,247,255 255,248,255 255,248,255 255,249,255 255,248,255 255,254,250 255,255,252 255,255,254 253,251,250 252,253,244 255,255,245 255,255,243 255,255,241 255,253,249 255,245,255 253,239,255 254,238,255 255,241,255 255,246,255 255,252,249 255,254,243 241,255,238 241,255,245 242,254,255 242,249,255 242,246,255 245,246,255 245,249,255 245,251,255 248,254,255 248,254,255
255,249,242 255,252,246 255,255,250 246,251,249 236,251,253 230,255,255 195,231,239 143,185,198 157,204,218 174,223,239 198,244,255 209,251,255 210,245,255 208,239,255 216,241,255 223,247,255 216,248,255 214,250,255 217,252,255 226,249,255 242,245,255 255,243,254 255,247,249 254,251,246 248,255,248 250,255,248 255,255,248 255,247,252 255,241,255 249,237,255 212,237,255 182,238,255 164,221,236 154,216,234 141,211,234 131,209,238 122,204,239 114,197,235 119,194,233 132,196,231 168,215,246 208,239,255 236,253,255 243,251,255 246,251,250 255,255,251 255,255,249 245,249,238 255,255,242 255,255,243 255,255,245 255,255,248 255,255,250 255,253,252 255,253,253 252,251,253 250,249,251 246,245,247 245,245,245 251,251,251 255,255,254 255,255,252 255,255,251 255,255,249 255,246,255 253,248,255 251,251,255 248,255,252 244,255,247 244,255,246 246,255,249 248,253,254 252,250,255 255,248,255 255,248,255 255,250,255 255,254,255 250,255,246 248,255,236 243,255,231 252,240,255 252,240,255 252,245,255 253,248,255 253,252,255 251,255,250 251,255,246 249,255,242 241,253,233 243,255,235 244,255,238 246,255,243 243,255,245 240,253,245 235,246,243 230,243,241 255,255,241 255,255,241 255,255,242 255,254,243 252,253,243 249,254,245 249,255,250 246,255,252 230,244,238 234,248,244 241,252,249 248,255,254 251,255,252 253,255,252 255,254,250 253,252,248 254,250,255 255,252,254 255,255,254 255,255,252 255,255,248 251,252,243 254,254,248 255,255,254 255,253,255 255,251,255 255,249,255 255,249,255 255,250,255 255,252,254 255,253,252 255,254,250 242,240,255 242,241,255 243,244,255 244,247,255 248,251,255 249,254,255 251,254,255 251,254,255 251,250,255 252,250,255 255,249,255 255,249,255 255,247,255 255,248,255 255,249,255 255,250,255 254,255,245 255,255,250 255,253,253 254,248,253 255,251,252 255,255,248 255,255,240 253,254,234 255,255,247 255,250,253 255,243,255 255,239,255 255,241,255 255,247,255 255,253,244 255,255,236 234,255,244 234,255,252 234,249,255 235,245,255 235,243,255 238,245,255 238,249,255 238,254,255 237,252,255 237,251,255
255,251,240 255,253,244 255,254,245 249,255,250 237,255,255 212,250,252 170,224,231 130,199,209 103,184,199 95,184,204 76,172,196 91,191,219 114,215,247 120,223,255 123,225,255 126,228,255 82,221,247 90,216,244 110,212,241 169,234,255 195,223,253 239,240,255 251,248,255 246,255,255 229,247,240 243,255,246 251,245,240 255,241,246 254,247,255 206,247,255 83,185,207 46,193,213 34,175,224 30,176,228 25,177,234 18,175,238 13,171,235 17,167,231 34,170,228 60,176,223 81,171,205 181,247,255 202,247,251 228,255,248 243,255,245 231,247,223 245,255,232 242,255,227 255,255,239 251,251,233 255,255,240 255,255,244 247,245,234 253,250,242 255,255,250 244,241,237 246,242,241 238,236,235 232,230,230 229,229,229 234,234,234 242,243,241 246,249,247 249,252,250 251,239,255 246,240,255 245,248,255 243,255,255 237,255,255 229,251,249 230,249,252 239,254,255 243,249,255 246,247,255 231,230,255 215,217,241 234,245,255 236,255,255 214,245,236 219,255,240 255,247,255 255,249,255 255,249,255 255,250,255 255,251,255 255,252,255 255,253,255 255,250,251 255,255,254 255,255,254 255,255,254 255,255,254 253,254,252 251,252,250 249,250,248 248,249,247 255,245,235 246,236,226 239,230,220 255,255,247 255,255,243 250,252,240 247,253,242 251,255,248 249,255,248 250,255,250 250,255,251 252,255,251 255,254,253 255,253,254 255,253,254 255,252,255 255,251,255 255,253,255 248,246,245 255,255,251 253,255,247 238,241,232 255,255,252 253,252,255 240,236,248 252,246,255 251,243,255 244,236,255 247,240,255 249,244,255 250,246,255 255,253,255 227,245,255 212,233,255 228,249,255 232,255,255 227,252,248 235,255,250 239,255,251 225,243,236 222,236,235 234,245,249 245,249,255 247,249,255 251,251,255 251,252,255 252,252,255 240,241,245 255,255,247 252,253,251 240,236,247 248,239,255 255,249,255 254,250,255 252,254,242 255,255,241 251,253,233 255,254,246 255,251,255 255,247,255 255,247,255 255,253,255 255,255,241 252,255,227 229,243,219 238,247,237 238,240,251 244,240,255 249,244,255 248,246,255 241,245,246 248,255,242 247,255,236 248,255,237
255,252,238 255,255,242 255,255,245 246,254,247 238,255,254 225,255,255 203,253,255 175,243,255 141,227,245 118,221,246 72,193,225 43,180,218 31,182,226 18,180,228 6,175,226 1,173,225 0,176,219 9,183,226 53,187,235 104,187,239 177,210,255 233,232,255 244,236,255 220,221,235 248,255,255 255,255,254 255,253,254 255,247,255 250,249,255 173,234,255 43,184,211 0,194,221 0,168,248 0,168,252 0,169,255 0,167,255 0,165,255 0,163,251 13,167,244 44,170,234 87,182,226 187,253,255 214,253,255 238,255,251 251,255,244 246,250,225 255,255,237 255,255,235 250,255,244 250,255,243 253,255,245 255,255,245 254,255,242 255,255,247 255,255,247 249,243,236 252,246,241 246,241,238 242,238,237 240,238,238 242,244,245 246,250,251 249,254,255 250,255,255 255,243,255 255,243,255 249,246,255 242,252,255 238,255,255 232,253,254 231,252,254 235,251,255 222,230,243 245,247,255 250,249,255 246,250,255 239,252,255 222,245,253 211,244,247 221,255,255 255,255,232 255,255,234 255,255,237 255,251,242 255,247,247 254,243,253 254,240,255 251,238,255 239,224,251 243,230,254 251,239,255 255,248,255 255,252,255 252,251,253 247,248,246 243,244,240 255,247,253 255,252,255 251,245,246 255,252,251 255,254,249 255,255,249 255,255,248 246,248,236 255,255,246 255,255,247 255,255,248 255,255,251 255,253,254 255,252,255 255,250,255 255,250,255 255,253,255 250,249,253 255,255,254 254,255,250 250,253,244 253,255,251 253,255,255 243,241,253 251,247,255 238,231,255 235,227,255 246,237,255 248,240,255 239,236,255 236,235,255 240,241,255 203,227,249 228,253,255 221,250,255 227,255,251 224,255,237 229,255,234 237,255,240 241,255,242 216,233,219 230,242,236 241,246,247 243,246,250 249,251,252 255,255,254 252,252,246 240,241,232 236,244,237 246,249,255 250,245,255 234,224,255 231,220,255 235,230,255 227,230,235 240,247,232 249,255,237 253,255,247 253,255,255 252,247,255 252,247,255 254,253,255 253,255,242 250,255,230 254,250,222 254,245,232 252,232,244 251,226,252 253,228,254 255,239,246 255,255,236 255,255,224 255,255,208 255,255,209
