50 170
250,249,251 255,254,255 253,249,254 250,245,247 255,249,250 246,242,237 240,238,227 254,254,238 255,255,239 251,255,239 248,255,242 241,255,245 238,255,251 234,254,255 233,252,255 232,252,255 253,255,238 250,254,242 250,251,249 249,248,255 246,246,255 245,245,255 246,251,255 246,255,255 241,255,242 243,255,237 241,255,233 232,255,226 229,255,230 237,255,244 236,255,251 236,255,255 255,243,255 255,233,255 255,238,249 255,254,249 255,255,240 255,255,230 245,255,220 244,255,229 222,251,226 218,245,249 194,216,255 143,157,246 83,86,225 40,35,218 23,9,227 22,2,239 27,46,121 49,64,137 81,88,161 113,112,178 140,134,193 167,159,206 193,188,220 208,210,228 198,208,215 207,223,222 224,243,240 234,255,253 236,252,255 232,242,255 235,240,255 242,244,255 255,244,255 255,242,255 237,228,249 212,209,234 199,202,230 198,202,231 191,193,224 183,178,210 161,149,185 167,152,190 157,141,188 132,122,175 107,106,170 85,97,169 59,80,161 35,63,147 32,44,168 27,37,168 23,30,171 24,28,183 30,29,199 32,27,212 26,19,216 21,11,217 36,27,237 49,43,250 64,61,255 73,76,255 87,93,255 105,117,255 122,137,255 129,144,255 246,189,255 253,199,255 255,210,255 255,216,255 255,221,255 255,231,247 255,246,244 255,255,241 255,255,228 255,255,226 255,255,227 255,255,228 255,254,228 255,254,235 255,255,243 255,255,245 255,246,255 255,248,255 255,249,255 255,251,254 255,251,250 254,251,247 252,251,247 249,250,248 255,255,255 251,253,254 249,250,254 252,252,255 253,253,255 251,250,255 250,246,255 249,245,255 255,255,255 255,255,254 255,255,254 255,255,252 255,255,252 255,255,251 254,255,250 253,255,249 255,255,251 255,255,252 255,255,254 254,254,254 254,253,255 255,254,255 255,254,255 255,253,255 247,254,251 246,253,250 248,253,251 255,255,255 255,254,254 254,249,251 255,249,250 255,252,253 255,251,251 255,248,245 253,249,244 255,255,246 255,255,247 255,255,244 253,255,242 251,255,242 255,249,255 255,249,255 255,250,255 254,248,253 255,251,250 255,255,251 255,255,245 250,250,236 255,255,241 255,255,241
239,237,229 253,248,247 255,251,255 255,241,253 254,237,250 255,250,255 255,250,255 254,236,249 254,235,255 255,238,255 255,244,255 253,246,255 245,245,251 240,245,246 242,250,249 245,255,254 250,255,252 250,255,251 247,255,245 247,255,242 248,255,242 247,255,244 245,251,246 245,248,253 236,233,248 245,239,255 253,247,255 253,247,255 255,249,255 250,246,255 249,248,250 251,252,250 249,248,222 255,255,241 255,255,251 245,237,248 233,224,251 239,229,255 237,227,255 223,215,255 204,197,255 116,112,201 48,47,143 44,45,149 53,54,168 55,56,178 85,88,216 135,137,255 195,209,255 205,216,255 220,223,255 229,225,255 235,225,255 240,230,255 248,239,255 251,249,255 240,245,248 236,247,244 238,252,246 244,255,254 244,255,255 246,250,255 244,244,255 246,243,255 255,251,255 255,251,255 251,247,255 236,239,254 234,242,255 241,250,255 243,248,255 240,238,255 246,238,255 255,242,255 252,239,255 237,228,255 224,224,255 214,226,255 199,220,255 184,210,255 190,204,255 178,191,255 161,171,255 145,151,250 130,134,246 113,112,238 93,91,227 78,75,220 30,28,177 37,37,183 41,43,185 37,44,177 34,46,170 36,51,167 33,53,160 30,51,156 65,53,141 76,64,152 95,83,173 121,108,200 149,136,228 176,163,255 198,186,255 210,199,255 222,213,255 226,220,255 231,229,255 233,234,255 231,235,255 228,235,255 224,233,255 222,233,255 243,237,254 247,247,247 252,255,235 252,255,221 247,255,213 247,255,217 249,255,233 251,255,252 238,238,252 243,240,255 245,242,255 241,238,254 235,234,243 237,238,242 246,248,249 255,254,255 254,254,254 255,255,255 255,255,255 255,255,254 255,255,252 255,255,252 254,255,250 254,255,250 255,255,251 255,255,252 255,255,254 253,253,253 252,251,253 253,252,255 253,252,255 252,250,255 248,255,252 247,255,253 250,255,254 253,255,255 254,253,255 251,248,250 255,249,254 255,253,255 253,245,252 250,243,248 249,243,248 252,248,253 252,251,253 249,251,251 247,252,251 251,255,255 255,250,255 255,251,255 255,250,255 255,249,254 255,252,251 255,255,251 255,255,247 252,252,240 255,255,245 255,255,245
253,253,255 228,225,240 228,219,246 251,237,255 255,243,255 255,248,251 254,242,240 233,216,225 249,226,254 255,229,255 255,236,255 255,240,255 252,241,251 248,245,237 251,252,236 255,255,240 248,255,255 247,255,253 245,255,245 248,255,240 251,255,240 255,255,242 255,255,251 255,248,255 255,244,255 255,232,255 255,227,255 255,234,255 255,239,255 255,245,255 255,245,253 255,243,243 236,255,227 234,255,237 224,243,246 218,224,255 223,216,255 209,190,255 148,120,255 81,47,211 58,24,189 47,16,171 67,43,177 130,117,225 198,195,255 228,233,255 222,234,255 209,223,251 217,227,255 224,229,255 233,232,255 243,235,255 250,237,255 255,240,255 255,245,255 255,251,255 255,254,253 241,246,237 234,242,232 240,247,240 254,255,253 255,253,255 255,249,255 255,244,255 252,248,243 251,250,246 242,247,246 231,243,245 233,248,251 239,255,255 243,255,255 245,251,255 245,243,249 254,246,255 254,244,255 245,237,254 236,237,255 234,243,255 227,245,255 217,239,255 235,248,255 231,243,255 226,237,255 226,234,255 226,232,255 224,226,255 216,217,255 208,208,255 217,216,255 211,213,255 198,204,255 177,187,247 157,170,222 136,152,198 115,134,172 99,118,155 53,91,149 45,80,146 36,66,149 31,54,156 30,45,171 27,36,180 19,22,184 13,13,183 44,44,214 51,54,216 67,76,220 91,107,230 121,144,246 150,180,255 172,207,255 184,222,255 230,225,255 229,233,255 230,246,235 235,255,218 241,255,214 242,255,222 236,255,236 233,239,252 236,234,255 242,235,255 243,238,255 236,238,249 236,243,236 244,253,233 244,255,229 239,251,223 253,252,255 253,252,254 254,253,255 255,255,255 255,255,254 255,255,254 254,255,251 254,255,251 255,255,252 255,255,252 255,255,254 255,255,255 254,253,255 253,252,254 253,252,255 254,253,255 244,255,254 246,255,254 248,255,255 250,255,255 249,253,254 249,248,252 254,250,255 255,252,255 254,246,255 251,245,255 253,246,255 254,249,255 252,249,255 248,247,255 250,249,255 250,250,255 255,252,255 255,253,255 255,252,255 254,252,252 255,253,252 255,255,251 255,255,249 253,254,244 253,254,244 253,254,244
102,113,165 140,147,210 190,191,255 215,218,255 225,234,254 235,254,233 243,255,221 243,255,218 240,249,228 248,247,251 254,248,255 255,251,255 251,252,250 249,253,241 251,255,241 252,255,246 251,253,247 253,255,249 254,253,249 252,250,250 255,250,252 255,253,255 255,252,255 255,252,255 251,236,240 255,245,249 255,249,254 255,241,249 255,232,240 255,234,244 255,245,255 255,248,255 202,242,255 202,238,255 199,226,255 171,187,255 112,116,218 58,50,174 43,28,166 58,38,181 98,73,211 175,151,255 235,216,255 239,226,255 232,223,255 244,241,255 250,251,255 240,244,245 244,251,254 247,250,254 252,250,255 255,250,255 255,251,255 255,251,255 255,252,255 255,253,253 249,244,241 235,236,227 230,231,222 239,240,231 254,250,245 255,253,253 255,249,252 255,244,249 255,255,246 252,255,246 244,255,245 234,251,242 231,252,244 234,255,249 237,255,248 239,249,243 254,255,250 255,255,251 255,255,251 255,249,246 249,247,246 245,250,251 240,251,255 235,250,253 255,255,241 255,255,244 255,255,247 255,255,251 255,252,255 250,245,255 239,234,255 233,227,252 236,231,255 236,233,255 239,236,255 243,244,255 246,251,255 246,253,255 243,252,255 237,246,249 190,244,255 177,228,254 160,205,248 144,182,246 130,160,247 115,138,247 97,114,241 85,98,238 45,56,200 37,49,191 27,42,175 22,41,162 22,47,151 24,54,143 25,58,137 25,60,133 111,98,214 131,123,224 161,160,240 192,195,255 212,219,255 223,228,255 227,228,255 229,226,255 211,206,255 225,222,255 232,235,255 233,243,243 240,255,233 250,255,230 251,255,223 251,255,220 251,248,255 252,250,255 253,251,255 254,253,255 255,254,255 255,255,255 254,255,253 254,255,253 254,255,253 253,254,252 254,255,253 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 243,255,255 239,253,252 237,249,249 241,251,251 248,253,254 248,253,252 251,253,253 255,254,255 255,254,255 254,253,255 255,253,255 253,252,255 251,252,255 248,248,255 249,251,255 250,252,255 255,254,254 255,254,254 255,254,253 255,254,253 255,254,253 255,255,252 255,255,252 255,255,251 249,248,244 249,248,244
19,43,139 38,55,165 72,85,201 142,158,255 209,236,255 217,255,251 210,255,208 230,255,212 229,255,214 232,255,229 236,255,244 243,255,249 243,255,248 244,255,248 244,255,252 242,255,253 255,255,233 255,255,242 255,255,249 255,245,248 255,238,247 255,242,250 255,249,249 255,254,239 255,255,235 255,255,231 255,255,231 250,255,233 253,255,251 253,250,255 237,230,255 210,199,245 166,189,255 112,134,230 57,78,170 30,48,137 24,41,122 49,64,137 126,138,202 206,216,255 226,232,255 226,230,255 225,225,255 231,228,253 243,238,255 255,247,255 255,249,255 255,247,255 253,255,244 255,255,245 255,255,246 255,253,246 255,250,248 255,247,247 253,242,244 245,239,240 252,250,250 245,245,245 244,245,243 252,251,247 255,253,250 255,250,248 255,246,245 255,245,244 254,255,246 251,255,247 246,255,246 239,255,245 236,255,246 237,255,251 241,255,251 245,255,248 246,251,242 255,255,245 255,255,246 255,254,241 255,252,239 255,254,240 254,255,242 250,255,242 253,241,235 254,242,236 255,244,242 255,249,251 255,251,255 255,250,255 255,248,255 255,244,255 247,234,255 243,230,252 241,230,250 245,237,254 252,245,255 254,247,255 248,244,255 244,241,250 223,248,250 223,248,252 223,247,253 223,245,255 224,244,255 225,242,255 224,239,255 223,235,255 224,234,255 215,223,255 198,204,255 177,181,246 150,152,222 119,120,194 90,90,166 71,71,147 25,15,151 37,22,173 48,24,196 49,20,207 53,21,210 77,47,220 116,93,237 149,136,244 191,185,255 213,213,255 232,235,255 233,239,255 228,237,246 233,245,239 237,254,233 241,255,228 249,245,255 250,246,255 251,247,255 253,250,255 254,252,255 254,253,255 254,254,254 254,254,254 255,255,254 252,253,251 253,254,252 255,255,255 255,255,255 251,250,252 249,248,250 252,251,253 241,254,255 232,244,250 226,238,242 233,245,245 246,255,252 250,255,251 250,255,248 250,255,244 253,255,245 252,255,244 252,255,244 253,255,245 250,255,246 245,253,242 245,253,242 248,255,247 255,255,247 255,255,247 255,255,250 255,255,252 255,255,251 255,253,252 255,254,254 255,255,255 254,251,253 254,251,253
148,177,255 84,104,215 20,31,165 45,50,189 134,145,255 194,214,255 204,238,251 213,252,231 229,255,236 232,255,237 233,255,242 240,255,249 244,255,254 246,255,254 247,255,253 242,250,249 255,250,229 255,255,237 255,255,238 255,254,235 255,253,233 255,255,238 255,255,240 247,255,238 241,255,242 231,251,246 217,237,248 209,230,255 211,228,255 197,213,255 152,163,247 102,113,205 38,46,159 29,40,144 44,58,147 100,115,187 167,187,235 212,235,255 221,247,254 218,245,236 236,255,242 236,255,235 245,255,239 251,255,245 253,255,249 243,241,240 243,237,242 253,246,253 248,255,235 250,255,236 253,255,238 255,255,245 255,255,251 255,255,254 255,253,255 253,252,255 248,250,255 246,251,255 248,254,255 250,254,255 255,254,255 255,248,248 255,250,246 255,253,250 248,250,244 247,251,245 244,251,246 237,251,245 235,252,248 237,254,250 240,255,251 243,254,251 250,253,251 255,255,252 255,255,251 255,255,248 255,254,244 255,255,240 255,255,241 255,255,241 255,249,255 255,249,255 255,248,255 255,246,255 255,245,255 255,240,255 250,234,255 244,231,253 243,229,253 237,224,248 236,223,247 242,232,255 251,241,255 253,245,255 254,246,255 255,247,255 255,239,255 255,243,255 255,247,255 255,248,246 255,247,237 254,248,229 254,250,226 255,252,228 255,255,238 255,253,246 255,249,255 255,244,255 255,236,255 255,225,255 250,214,255 244,206,255 204,220,255 175,178,255 133,115,255 92,59,255 67,26,248 56,18,220 52,28,184 52,42,149 37,36,110 66,65,131 114,108,185 168,156,246 210,196,255 234,222,255 237,232,255 233,233,255 247,241,255 248,243,255 250,246,255 252,248,255 253,250,255 254,252,255 255,254,255 255,254,255 255,255,255 252,252,252 251,251,251 255,255,255 253,253,253 243,243,243 240,239,241 244,243,245 241,250,255 230,240,250 225,235,242 234,244,244 247,255,251 250,255,248 249,255,240 248,255,235 253,255,237 251,255,232 251,255,230 252,255,233 253,255,234 250,255,232 249,255,231 250,255,234 255,255,243 254,255,244 255,255,246 255,255,251 255,254,250 252,250,250 253,249,254 255,253,255 255,252,255 255,252,255
217,236,255 209,220,255 158,153,255 63,44,183 40,12,165 145,121,255 238,224,255 238,234,255 246,250,255 248,254,249 250,251,247 255,248,255 255,246,255 255,247,255 255,248,252 255,248,246 255,238,247 255,247,249 255,253,244 253,254,234 251,255,234 250,255,242 235,249,243 213,227,245 217,229,255 203,213,255 180,188,255 134,144,255 75,87,211 28,43,169 12,33,155 17,41,161 75,77,142 141,144,205 207,211,255 225,234,255 217,229,253 220,235,244 235,251,250 243,255,249 244,255,245 231,248,227 214,230,206 213,228,201 233,247,219 251,255,235 253,255,235 253,255,235 247,255,239 249,255,240 251,255,243 252,255,245 253,252,248 249,248,250 245,246,255 239,244,255 238,245,255 234,246,255 234,247,255 236,246,255 236,242,247 240,240,240 253,249,244 255,255,248 255,253,255 255,253,255 253,254,255 250,255,255 246,255,255 243,255,255 245,254,255 248,254,255 250,252,255 255,251,255 255,249,255 255,246,249 253,241,241 250,240,233 254,245,235 255,251,238 248,241,254 248,241,254 247,243,255 249,245,255 251,247,255 249,248,255 249,248,255 248,247,255 251,253,255 246,247,255 243,245,255 248,250,255 250,251,255 248,251,255 248,250,255 248,250,255 255,238,255 255,242,255 255,244,255 255,247,255 255,250,255 255,253,252 255,254,249 255,255,248 255,252,245 255,249,248 255,243,251 255,237,253 255,232,255 255,229,255 255,229,255 255,233,255 217,255,225 209,240,241 207,218,255 217,212,255 229,215,255 219,206,255 184,181,255 155,159,217 126,133,183 93,90,162 54,38,149 42,15,159 59,28,189 107,79,233 172,150,255 222,205,255 246,240,255 247,241,255 249,243,255 251,246,255 253,249,255 254,251,255 255,254,255 255,254,255 255,255,255 250,250,250 251,251,251 255,255,255 254,254,254 244,244,244 241,240,242 245,244,246 244,250,255 240,245,254 238,244,249 245,251,250 250,255,251 250,255,246 250,255,239 252,255,235 255,255,237 248,255,228 247,255,225 253,255,233 255,255,238 255,255,240 255,255,240 255,255,240 254,255,243 252,255,242 253,255,245 255,255,249 252,253,251 247,246,248 248,246,252 254,251,255 252,248,255 252,248,255
253,255,242 230,232,233 253,240,255 213,182,255 86,40,176 84,32,179 195,150,255 250,223,255 255,248,255 255,255,239 255,255,241 255,246,255 255,233,255 255,230,255 255,235,255 255,243,255 231,232,255 230,234,255 226,231,255 221,227,255 221,228,255 214,223,255 188,194,255 157,161,250 119,121,229 69,67,190 28,28,158 29,31,161 45,51,176 66,76,193 105,121,227 149,167,255 225,217,248 235,227,255 243,237,255 246,243,255 251,250,255 253,253,255 250,252,253 237,241,242 251,255,255 241,246,244 231,239,229 236,246,230 243,255,232 244,255,227 242,255,222 243,255,220 245,255,243 248,255,246 253,255,249 255,255,251 253,254,252 250,251,255 248,250,255 244,251,255 241,250,255 234,247,255 227,241,255 221,235,247 218,229,233 224,230,225 241,243,231 255,255,241 255,247,255 255,247,255 255,250,255 255,253,255 253,253,255 249,252,255 250,252,255 250,251,255 251,250,255 252,248,255 253,244,255 249,239,255 245,235,247 246,237,240 255,246,243 255,254,250 245,253,252 245,254,251 245,255,249 244,255,249 246,255,248 246,255,247 246,255,245 244,255,244 244,255,244 240,255,242 238,255,242 242,255,247 242,255,250 234,251,247 232,249,246 235,252,249 254,244,255 255,244,255 255,244,255 255,244,255 255,242,255 255,241,255 255,239,255 253,237,255 250,235,255 255,242,255 255,249,255 255,251,255 255,254,255 255,254,249 255,255,245 255,255,243 234,255,210 239,255,223 239,255,237 237,255,247 231,249,250 227,244,247 230,248,249 233,249,255 224,237,255 220,224,255 201,195,255 152,138,255 80,62,199 39,21,164 65,49,190 114,100,236 245,238,255 246,239,255 248,242,255 251,246,255 253,249,255 254,251,255 255,253,255 255,254,255 254,253,255 248,248,248 250,250,250 255,255,255 255,255,255 250,250,250 248,248,248 255,254,255 252,253,255 251,252,255 253,255,255 253,255,254 255,255,251 250,254,243 253,255,243 255,255,247 250,250,238 242,241,231 238,235,230 247,242,243 255,251,255 255,251,255 255,247,255 255,244,255 254,255,243 251,255,241 252,255,245 255,255,251 251,252,250 245,244,248 246,243,252 252,248,255 252,248,255 252,248,255
250,255,226 255,255,241 254,251,253 236,218,255 205,172,255 69,28,157 84,48,162 240,222,255 247,251,245 247,255,222 255,255,241 250,234,255 248,215,255 247,206,255 235,198,255 252,220,255 182,208,255 165,189,255 144,159,255 115,123,244 74,74,212 38,32,179 34,24,171 47,39,176 37,30,151 67,63,164 114,115,195 168,170,234 209,213,255 229,235,255 229,236,255 226,231,255 255,232,255 250,229,255 255,245,255 255,249,255 255,248,251 255,251,248 251,247,242 249,244,241 255,255,254 251,248,250 242,239,241 238,237,239 244,245,243 250,252,246 250,255,245 249,255,241 242,247,246 253,255,255 255,255,252 255,253,249 255,253,250 255,252,251 251,247,252 249,250,255 241,246,255 239,247,255 230,241,255 230,241,249 237,248,246 237,245,234 242,247,226 255,255,234 249,239,252 253,243,255 255,248,255 255,251,254 255,254,255 255,255,255 250,249,253 240,239,249 251,250,255 249,247,255 249,246,255 250,245,255 245,242,255 244,241,250 250,247,249 255,255,254 241,255,246 242,255,246 242,255,245 242,255,242 242,255,239 241,255,235 240,255,231 238,255,229 237,255,228 240,255,232 241,255,236 238,255,237 236,255,239 235,255,239 237,255,244 239,255,247 247,255,240 247,255,244 247,255,250 247,254,255 247,250,255 247,246,255 247,244,255 247,244,255 228,226,255 247,248,255 248,254,255 246,255,246 243,255,230 241,255,217 241,255,210 248,255,213 243,253,237 244,255,231 239,255,216 237,255,207 229,251,199 233,252,213 246,255,240 238,249,246 242,254,255 222,237,246 236,253,255 230,251,255 217,234,255 162,173,247 65,68,172 43,41,164 173,166,187 255,248,255 245,239,255 246,241,255 255,251,255 240,237,246 255,253,255 255,254,255 239,238,240 255,255,255 252,252,252 245,245,245 254,254,254 248,248,248 247,247,247 249,248,250 255,255,252 248,245,241 241,238,234 255,255,252 245,242,238 245,242,238 255,255,254 251,246,247 255,252,255 217,207,219 245,233,253 251,236,255 255,237,255 248,227,255 255,235,255 254,231,255 254,255,246 252,255,245 250,252,246 251,252,250 253,252,254 254,252,255 252,249,255 250,246,255 254,250,255 254,250,255
235,245,255 226,238,248 227,243,255 235,241,255 216,208,255 122,102,251 47,29,182 112,111,221 194,215,255 199,231,250 196,220,255 180,186,255 147,136,255 131,118,246 92,87,186 66,68,138 25,63,141 17,49,138 14,36,142 20,32,156 34,37,175 65,59,202 110,101,235 152,142,255 203,194,255 217,210,255 234,230,255 251,249,255 255,255,248 255,255,242 255,255,236 255,250,230 255,238,255 255,235,255 255,240,255 255,244,255 255,248,248 255,252,245 255,255,246 255,255,249 255,252,253 255,248,255 255,245,255 255,244,255 255,244,255 255,246,255 255,249,255 255,250,255 255,250,255 255,251,255 254,243,246 255,244,240 255,255,248 255,255,247 255,255,249 255,252,252 255,253,255 251,253,255 250,253,255 249,254,255 250,255,250 250,255,239 252,255,231 255,255,234 255,250,255 255,253,255 255,254,255 251,248,240 248,244,233 252,249,235 255,255,248 255,255,252 253,253,255 248,250,255 247,250,255 246,251,255 247,252,255 246,251,254 247,252,250 251,255,251 248,253,254 249,255,254 249,255,251 249,255,248 249,255,246 248,255,242 247,255,239 246,255,237 226,242,219 232,248,225 240,254,236 245,255,244 246,255,247 246,255,250 246,255,252 247,255,254 249,255,237 249,255,240 249,255,243 249,255,247 249,255,253 249,254,255 249,253,255 249,253,255 250,255,255 250,255,254 240,250,237 231,245,221 238,255,221 250,255,226 248,255,218 232,255,199 255,233,255 255,246,255 255,252,245 240,239,211 237,239,210 253,251,240 255,250,255 238,232,255 247,251,255 233,252,235 218,253,209 210,255,206 205,246,225 213,239,255 158,167,255 30,27,167 134,128,147 255,249,255 242,236,253 244,239,254 255,251,255 252,249,255 251,250,254 247,246,248 231,231,231 247,247,247 243,243,243 255,255,255 243,243,243 244,244,244 240,239,241 255,254,255 251,242,238 255,255,251 255,255,252 229,222,219 255,254,254 244,238,239 255,253,255 250,242,249 255,250,255 249,237,255 255,245,255 255,245,255 255,243,255 255,235,255 255,241,255 255,237,255 255,255,254 255,255,254 255,255,255 255,254,255 255,254,255 254,252,255 249,246,255 245,241,252 253,249,255 253,249,255
