50 170
255,255,255 245,245,245 249,249,249 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 245,245,245 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 247,247,247 247,247,247 255,255,255 255,255,255 251,251,251 250,250,250 255,255,255 246,246,246 253,253,253 251,251,251 251,251,251 255,255,255 255,255,255 252,252,252 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,251,253 255,253,255 255,251,255 254,249,255 252,249,255 253,251,255 248,251,255 242,251,241 249,255,240 249,255,233 248,255,231 247,255,231 246,255,237 246,255,244 248,254,253 250,253,255 250,255,227 250,255,231 250,255,238 250,255,246 247,251,252 246,246,255 245,244,255 247,244,255 250,247,255 254,250,255 255,254,255 255,255,255 255,254,255 255,254,253 255,252,251 255,250,251 255,221,255 255,229,255 255,236,255 255,238,255 254,235,255 249,239,255 253,248,255 251,251,255 249,250,255 247,250,255 247,250,255 247,251,255 247,253,255 247,255,255 249,255,253 249,255,251 253,250,252 254,251,253 255,253,255 254,253,255 254,253,255 254,253,255 252,254,255 252,254,255 253,255,255 251,255,254 251,255,251 248,255,246 246,255,243 248,255,243 247,255,241 243,255,237 247,255,243 238,252,234 239,250,234 248,255,243 250,255,247 246,255,244 246,254,244 251,255,251 252,255,251 253,255,252 253,255,254 253,254,252 251,252,250 251,252,250 252,253,251 254,255,253 255,250,254 255,250,254 255,250,253 255,251,253 255,252,253 255,253,255 251,254,255 248,254,255 241,251,255 240,251,255 239,248,255 239,247,255 241,247,255 245,248,255 246,248,255 248,247,255 250,255,225 251,255,228 253,255,231 254,255,232 254,255,235 254,254,238 255,252,243 255,250,248 255,249,251 255,247,252
252,252,252 243,243,243 249,249,249 255,255,255 252,252,252 251,251,251 254,254,254 251,251,251 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 234,234,234 235,235,235 244,244,244 251,251,251 253,253,253 251,251,251 244,244,244 232,232,232 231,231,231 244,244,244 250,250,250 244,244,244 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,251,251 255,251,255 255,250,255 250,246,255 251,246,255 252,251,255 250,253,255 246,253,246 250,255,243 249,255,239 249,255,237 248,255,238 248,255,242 248,255,248 249,252,255 251,253,255 250,255,235 250,255,238 251,255,245 251,255,250 251,252,255 250,249,255 249,247,255 249,247,255 253,252,255 252,251,255 247,247,247 251,249,249 255,255,254 255,254,255 255,253,255 255,252,255 255,234,255 255,239,255 255,243,255 254,241,255 245,237,247 240,239,243 242,244,245 245,250,253 247,253,255 247,252,255 247,252,255 247,252,255 249,253,255 250,254,255 250,255,254 250,255,251 253,251,251 251,249,249 250,248,248 251,250,252 255,254,255 255,254,255 254,253,255 249,251,252 252,254,255 252,254,254 250,255,253 250,255,251 250,255,248 250,255,247 249,255,247 249,255,246 243,253,241 232,242,230 229,239,227 242,251,241 251,255,249 250,255,250 248,254,249 250,255,251 252,255,253 252,255,253 251,254,252 254,255,253 254,255,253 254,255,253 254,255,251 253,254,250 255,253,249 255,254,251 255,254,251 255,255,252 255,255,254 253,255,254 250,255,254 248,255,255 245,255,254 246,254,253 246,254,253 247,253,252 248,253,251 250,253,251 252,253,251 252,253,251 245,255,246 247,255,246 247,255,247 249,255,250 249,255,253 250,255,254 251,252,255 253,251,255 255,250,255 255,249,255
255,255,255 249,249,249 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 245,245,245 238,238,238 237,237,237 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 242,242,242 238,238,238 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 246,246,246 245,245,245 254,254,254 253,253,253 245,245,245 247,247,247 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 247,247,247 245,245,245 247,247,247 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,254,254 255,254,255 254,253,255 250,248,254 249,246,255 251,251,255 252,254,255 248,253,251 249,255,247 249,255,246 249,255,245 249,255,246 249,255,250 251,253,254 251,251,255 251,250,255 252,253,251 252,252,252 253,252,254 254,252,255 254,251,255 254,251,255 253,251,255 253,252,254 255,255,255 245,246,242 235,235,229 237,236,232 249,247,246 255,254,255 255,252,255 255,247,255 255,255,250 255,255,248 255,255,246 250,255,240 242,252,236 240,251,235 239,252,238 241,252,242 247,255,253 247,255,255 249,253,255 250,253,255 252,253,255 254,253,255 254,254,254 255,254,253 251,252,250 247,248,246 244,245,243 248,248,248 254,253,255 255,254,255 253,252,255 245,246,250 250,251,255 245,246,250 246,248,249 252,254,255 253,255,255 249,252,250 248,254,249 251,255,252 244,249,247 232,237,235 228,233,231 240,245,244 251,255,255 253,255,255 252,254,254 251,253,253 252,255,253 250,253,251 252,253,251 254,255,251 255,255,252 255,255,251 254,255,250 251,253,247 248,255,242 249,255,245 250,255,247 250,255,249 250,255,251 248,255,252 248,255,252 249,255,251 250,255,251 251,255,248 252,255,244 255,255,240 255,255,234 255,255,230 255,255,227 255,255,225 246,252,255 244,250,255 241,246,255 242,247,255 245,250,255 248,251,255 248,251,255 246,249,255 248,251,255 250,252,255
255,255,255 253,253,253 255,255,255 255,255,255 249,249,249 251,251,251 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 243,243,243 237,237,237 246,246,246 255,255,255 254,254,254 251,251,251 253,253,253 253,253,253 255,255,255 254,254,254 252,252,252 255,255,255 250,250,250 239,239,239 239,239,239 247,247,247 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 244,244,244 233,233,233 237,237,237 244,244,244 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 251,253,254 249,251,252 250,252,253 250,252,253 250,251,255 252,251,255 254,252,255 254,252,255 253,250,255 252,249,255 252,243,255 253,244,255 254,246,255 255,248,255 255,250,255 255,252,255 255,254,253 255,255,249 255,255,248 246,248,236 235,236,226 236,237,228 247,245,244 255,252,255 255,250,255 252,245,255 247,255,232 246,255,231 244,255,229 242,255,229 243,255,231 243,255,236 243,255,240 245,255,244 245,255,248 247,255,253 250,254,255 252,254,255 255,253,255 255,253,254 255,253,254 255,254,253 250,252,246 248,249,245 247,248,244 248,249,247 251,250,252 252,251,255 249,247,253 246,244,250 251,248,255 241,238,247 242,239,248 253,251,255 254,252,255 245,244,248 246,245,249 255,254,255 254,251,255 245,242,251 242,239,248 249,247,253 255,253,255 255,254,255 253,252,255 252,251,253 255,255,255 252,253,251 250,251,249 253,254,250 255,255,251 255,255,249 251,254,245 245,248,239 242,255,235 244,255,238 246,255,243 248,255,248 250,255,251 249,255,253 249,254,253 247,252,251 251,253,253 253,255,249 255,255,247 255,255,240 255,255,235 254,255,227 252,255,222 250,255,218 255,246,255 251,240,255 245,235,255 245,236,255 249,243,255 253,249,255 253,250,255 249,249,255 253,255,255 251,255,255
255,255,255 251,251,251 251,251,251 247,247,247 238,238,238 244,244,244 254,254,254 253,253,253 243,243,243 240,240,240 242,242,242 250,250,250 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 255,255,255 242,242,242 235,235,235 242,242,242 251,251,251 251,251,251 249,249,249 248,248,248 247,247,247 255,255,255 255,255,255 254,254,254 253,253,253 241,241,241 228,228,228 228,228,228 237,237,237 232,232,232 232,232,232 242,242,242 255,255,255 255,255,255 245,245,245 233,233,233 237,237,237 246,246,246 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 243,245,245 252,253,251 255,255,252 255,255,251 253,255,249 254,255,251 253,254,252 250,249,253 252,248,255 252,245,255 251,243,255 252,244,255 255,248,255 255,250,255 255,251,255 254,250,255 253,237,255 254,239,255 255,242,255 255,245,255 255,248,255 255,252,253 255,254,246 254,255,242 255,255,242 255,255,240 250,253,238 250,251,242 254,252,251 255,253,255 255,251,255 255,250,255 238,255,222 237,255,221 234,255,221 235,255,225 239,255,232 243,255,238 243,255,242 243,255,246 245,255,250 249,255,253 252,254,254 254,254,254 255,253,254 255,253,253 255,254,251 255,254,251 247,251,245 249,253,247 251,255,250 252,253,251 247,247,247 245,244,248 245,243,249 247,244,253 253,250,255 244,240,251 246,240,251 255,250,255 255,250,255 246,241,250 246,242,248 255,252,255 255,250,255 255,248,255 254,247,255 255,250,255 255,250,255 254,249,255 254,250,255 253,252,255 255,255,255 253,254,252 250,251,247 252,254,248 255,255,251 254,255,248 248,251,242 241,245,234 245,254,233 249,255,236 251,255,243 253,255,249 254,254,254 255,251,255 253,246,255 251,244,255 253,246,255 251,247,255 252,249,255 251,253,254 248,254,249 247,255,244 244,255,239 243,255,237 255,246,255 255,240,255 255,233,248 253,233,245 255,241,245 255,248,249 255,254,247 255,255,244 255,255,243 255,255,242
255,255,255 252,252,252 252,252,252 246,246,246 236,236,236 244,244,244 255,255,255 255,255,255 247,247,247 244,244,244 245,245,245 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 246,246,246 242,242,242 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 248,248,248 255,255,255 249,249,249 243,243,243 246,246,246 254,254,254 255,255,255 253,253,253 246,246,246 243,243,243 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 248,248,248 231,232,236 241,243,243 250,254,249 253,255,246 252,255,244 254,255,247 255,255,251 254,250,255 255,246,255 252,240,255 249,236,255 250,237,255 254,244,255 255,250,255 255,253,252 255,252,247 253,236,255 255,238,255 255,241,255 255,245,255 255,250,255 255,251,248 255,255,243 255,255,238 255,255,242 255,255,242 255,255,245 255,255,249 254,255,253 253,252,255 253,250,255 254,250,255 240,255,233 239,255,233 238,255,235 239,255,240 242,255,244 243,255,249 243,255,251 244,255,253 249,255,254 250,254,255 254,254,254 255,254,253 255,254,251 255,255,250 255,255,248 255,255,248 247,251,245 252,255,251 253,255,254 252,254,254 245,247,248 243,242,246 246,244,250 250,247,255 255,252,255 253,248,255 252,247,255 255,252,255 255,252,255 252,245,252 252,246,251 255,252,255 253,244,255 255,246,255 255,249,255 255,250,255 255,247,255 255,248,255 255,251,255 255,254,255 255,255,255 253,254,252 252,253,249 252,254,248 253,255,249 250,254,248 246,251,242 242,247,238 253,251,240 254,251,243 255,251,248 255,250,253 255,248,255 255,246,255 255,242,255 255,240,255 254,240,255 253,241,255 250,243,255 247,245,255 245,246,255 241,248,255 240,249,255 237,249,255 255,249,255 255,245,255 255,241,246 255,241,240 255,246,240 255,252,240 255,255,240 255,255,240 255,255,237 255,255,237
255,255,255 255,255,255 255,255,255 251,251,251 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 249,249,249 244,244,244 242,242,242 247,247,247 252,252,252 252,252,252 250,250,250 250,250,250 255,255,255 255,255,255 243,243,243 238,238,238 249,249,249 251,251,251 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 240,240,240 253,253,253 255,255,255 254,254,254 250,250,250 254,254,254 254,254,254 249,249,249 232,234,242 242,246,247 251,255,250 251,255,246 251,255,241 255,255,243 255,255,248 255,252,254 255,246,255 252,238,255 247,232,255 247,234,255 251,243,254 255,251,250 255,255,244 255,255,238 255,243,255 255,244,255 255,246,255 255,250,255 255,252,251 255,255,245 255,255,241 255,255,239 255,255,240 255,255,245 255,255,249 255,255,252 253,254,252 249,251,251 248,250,251 248,249,253 246,255,248 246,255,249 246,255,252 246,255,255 246,254,255 247,251,255 248,249,255 249,249,255 252,251,255 254,252,255 255,253,255 255,254,253 255,255,250 255,255,248 255,255,247 255,255,247 248,251,249 251,254,252 253,255,255 253,255,255 249,251,252 249,248,252 250,248,254 252,250,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,254 255,252,253 255,253,252 255,253,252 254,246,253 255,247,254 255,249,254 255,249,254 255,251,253 255,253,254 255,254,253 255,254,253 255,255,251 255,255,251 253,254,250 253,254,250 253,254,250 251,255,250 251,255,250 250,254,249 251,249,255 253,249,255 254,249,255 255,248,255 255,248,255 255,247,255 255,246,255 255,245,255 255,244,255 255,244,255 255,243,255 252,244,255 248,245,255 247,245,255 246,247,255 244,247,255 255,251,255 255,250,255 255,250,251 255,251,248 255,254,244 255,255,241 253,255,240 253,255,238 252,255,241 252,255,242
249,249,249 251,251,251 255,255,255 252,252,252 242,242,242 248,248,248 255,255,255 252,252,252 255,255,255 252,252,252 249,249,249 252,252,252 253,253,253 246,246,246 237,237,237 233,233,233 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 251,251,251 246,246,246 244,244,244 247,247,247 250,250,250 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 252,252,252 232,232,232 199,199,199 183,183,183 192,192,192 196,196,196 190,190,190 190,190,190 193,193,193 207,207,207 222,222,222 228,228,228 223,223,223 219,219,219 221,221,221 225,225,225 231,231,231 245,245,245 253,253,253 248,248,248 246,246,246 253,253,253 255,255,255 251,251,251 243,243,255 251,254,255 251,255,254 253,255,248 251,255,241 253,255,241 255,255,247 255,253,254 255,248,255 251,239,255 245,233,253 244,234,247 248,243,245 254,253,243 254,255,237 253,255,231 255,252,255 255,252,255 255,254,253 255,255,250 255,255,246 255,255,242 255,255,241 255,254,244 255,255,250 255,254,253 255,254,254 255,255,255 253,255,255 253,255,254 250,255,250 248,255,248 245,247,248 248,249,253 252,248,255 251,245,255 250,242,255 248,239,255 249,240,255 252,243,255 255,249,255 255,251,255 255,253,254 255,255,251 255,255,248 255,255,248 255,255,248 255,255,248 247,251,252 247,251,252 250,251,255 251,252,255 253,254,255 253,253,255 255,254,255 254,253,255 251,250,252 255,255,255 255,255,254 253,252,248 255,252,247 255,255,248 255,255,248 255,255,244 255,255,252 255,253,250 255,250,247 255,251,246 255,255,250 255,255,249 255,255,249 252,253,244 255,255,247 255,255,250 255,255,251 255,255,252 254,255,253 253,255,255 253,255,255 253,255,255 240,250,255 242,249,255 242,249,255 246,250,255 249,251,255 254,253,255 255,254,255 255,255,252 255,255,252 255,255,252 255,252,252 255,250,252 255,249,252 255,248,255 255,249,255 255,250,255 241,247,252 244,251,254 248,255,255 248,255,252 249,255,248 245,255,242 243,254,238 242,253,237 248,255,243 249,255,246
254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 252,252,252 255,255,255 248,248,248 227,227,227 246,246,246 249,249,249 233,233,233 232,232,232 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 252,252,252 248,248,248 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 247,247,247 252,252,252 236,236,236 224,224,224 247,247,247 248,248,248 253,253,253 237,237,237 125,125,125 134,134,134 122,122,122 128,128,128 138,138,138 123,123,123 123,123,123 127,127,127 131,131,131 132,132,132 130,130,130 129,129,129 131,131,131 133,133,133 129,129,129 125,125,125 131,131,131 138,138,138 141,141,141 161,161,161 193,193,193 209,209,209 249,250,255 238,239,249 251,255,255 231,235,229 226,230,218 254,254,240 252,251,241 255,254,251 255,251,254 255,252,255 255,252,255 250,245,247 255,255,251 224,228,209 230,239,212 245,255,223 252,255,245 243,247,235 245,251,234 255,255,242 250,252,233 255,255,244 252,250,239 255,254,251 255,253,255 249,241,251 246,240,251 253,250,255 253,255,255 247,254,247 244,254,241 248,255,242 255,250,250 255,248,251 248,236,248 255,241,255 255,246,255 242,224,253 237,220,247 255,248,255 255,250,255 255,252,255 255,253,249 255,253,248 255,255,249 255,255,251 255,255,254 255,253,252 250,253,255 251,254,255 250,253,255 248,248,254 249,249,255 253,253,255 252,252,255 247,248,252 248,247,249 255,255,254 255,255,251 253,255,247 251,253,241 253,255,241 255,255,240 254,255,239 251,251,239 255,255,244 255,255,241 243,243,229 241,241,227 250,253,237 255,255,243 251,254,239 255,255,245 254,255,248 254,255,250 255,255,254 255,254,255 254,253,255 254,252,255 251,250,255 228,249,255 219,239,255 222,241,254 237,255,255 243,255,252 243,255,244 244,255,234 252,255,234 251,255,226 254,255,226 255,255,233 255,255,240 255,255,242 255,250,242 255,247,244 255,251,249 236,246,253 239,248,252 241,250,253 246,255,252 248,255,251 250,255,247 251,255,244 253,255,242 253,255,240 255,255,242
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 246,246,246 255,255,255 254,254,254 242,242,242 236,236,236 236,236,236 249,249,249 239,239,239 234,234,234 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 251,251,251 248,248,248 246,246,246 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 250,250,250 247,247,247 251,251,251 255,255,255 240,240,240 255,255,255 240,240,240 232,232,232 251,251,251 231,231,231 250,250,250 251,251,251 241,241,241 129,129,129 136,136,136 128,128,128 125,125,125 127,127,127 128,128,128 133,133,133 132,132,132 130,130,130 127,127,127 124,124,124 124,124,124 125,125,125 127,127,127 125,125,125 116,116,116 125,125,125 140,140,140 139,139,139 134,134,134 132,132,132 126,126,126 152,153,167 197,199,209 231,234,239 253,255,255 252,252,246 251,249,241 251,249,239 255,255,249 255,254,249 255,252,249 253,250,245 238,239,230 247,251,239 224,233,213 236,249,225 249,255,235 250,255,244 248,255,240 247,255,237 253,255,240 251,255,234 255,255,241 254,253,243 255,254,255 246,236,248 251,241,255 255,247,255 255,250,255 248,249,253 240,247,240 236,248,230 234,250,226 255,246,232 255,255,247 255,253,254 255,241,250 255,243,255 255,240,255 252,234,251 254,240,251 255,252,253 255,253,248 255,255,245 255,255,247 255,255,251 253,255,255 251,251,255 246,247,255 242,244,252 232,234,242 238,240,248 251,253,255 251,253,255 249,251,255 248,248,254 253,253,255 251,253,254 249,251,251 250,254,249 253,255,249 253,255,247 253,255,245 252,255,243 253,255,242 255,255,244 252,255,241 239,245,226 234,240,221 240,246,227 251,255,238 254,255,241 251,255,240 253,255,243 254,255,247 254,255,250 255,255,255 255,254,255 254,251,255 254,250,255 253,249,255 214,227,241 239,254,255 239,255,255 232,250,243 225,246,231 240,255,237 243,255,234 231,253,218 240,255,225 237,253,222 236,249,225 240,249,236 245,249,244 246,244,250 246,242,254 249,241,255 234,242,255 234,241,255 231,239,255 231,239,252 234,242,249 240,246,245 242,249,242 247,251,240 252,255,240 255,255,239
