50 170
248,217,255 255,243,255 251,254,255 231,246,242 230,245,255 151,154,215 74,65,152 136,122,200 252,240,255 255,252,255 255,255,241 255,255,246 255,251,255 247,246,255 237,244,255 233,245,255 240,254,236 245,255,242 248,255,243 246,255,243 247,255,245 250,255,251 251,255,252 248,253,252 253,254,255 253,253,255 253,252,255 255,251,255 255,250,255 254,248,255 252,246,255 252,246,255 245,255,242 250,255,247 250,255,247 247,255,244 244,252,241 246,254,243 251,255,248 251,255,249 251,255,249 250,254,248 245,249,243 245,249,243 248,252,247 252,255,251 253,255,252 254,255,251 255,255,254 255,255,252 253,255,247 250,255,245 250,255,244 251,255,245 253,255,249 253,255,252 251,253,253 250,252,253 252,251,255 254,254,254 255,255,252 255,255,247 255,255,242 255,255,237 255,232,255 255,238,255 255,254,251 255,255,225 243,255,200 244,255,205 243,255,221 221,236,232 233,233,255 207,190,255 145,114,245 79,44,185 60,26,157 81,53,160 85,63,145 65,48,115 75,43,178 108,78,207 158,131,248 205,182,255 234,216,255 245,232,255 245,234,255 243,237,255 254,247,254 255,252,251 255,255,248 255,255,249 255,254,250 255,252,250 255,250,251 255,249,252 247,224,255 250,232,255 252,245,255 250,252,255 247,255,251 243,255,235 247,255,232 255,255,238 255,253,245 255,239,251 255,241,255 234,214,255 101,95,142 49,61,103 151,179,213 212,251,255 249,255,239 246,255,239 244,248,243 255,253,255 246,239,254 243,231,249 255,249,255 254,243,246 255,252,245 255,255,240 255,255,240 255,255,247 255,251,253 251,242,255 251,237,255 251,236,255 252,255,242 250,254,242 252,255,245 255,255,249 255,255,252 252,253,251 252,252,252 255,254,255 252,251,255 252,251,255 255,254,255 255,255,255 255,255,254 255,255,252 252,253,249 252,254,248 255,244,255 255,244,255 255,244,255 255,243,255 255,242,255 255,242,255 255,241,255 255,242,255 255,245,255 255,243,255 255,241,255 255,242,255 255,244,255 255,244,255 255,241,255 254,238,255 253,248,250 255,252,254 255,254,255 255,255,252 255,255,250 254,248,241 253,246,237 253,248,239 255,253,246 255,252,249
255,240,255 255,246,255 250,255,251 237,254,245 229,245,255 93,100,149 45,43,109 214,207,255 250,243,255 255,253,250 255,255,242 255,255,248 255,250,255 251,248,255 242,247,255 236,248,255 248,255,246 248,255,246 248,255,247 249,255,250 250,255,250 251,255,252 251,255,255 251,255,255 253,254,255 253,253,255 252,251,255 253,249,255 251,247,255 248,243,255 246,241,255 245,239,255 246,254,243 251,255,249 250,255,248 243,251,241 239,247,237 243,251,241 249,255,249 253,255,251 253,255,251 251,255,250 247,251,246 247,251,246 249,253,248 254,255,253 254,255,253 254,255,253 253,253,253 252,253,251 250,252,246 249,252,243 247,253,242 248,254,243 250,254,248 251,254,252 253,255,255 255,254,255 252,251,255 254,251,253 255,254,253 255,255,249 255,255,243 255,255,240 255,244,255 255,245,255 255,255,252 254,255,237 237,255,218 227,249,214 238,255,238 241,253,255 179,179,225 115,105,182 52,35,132 62,41,143 137,118,211 202,185,255 195,184,240 157,147,193 82,91,148 74,81,136 56,63,118 45,51,104 54,61,111 99,105,152 163,169,212 211,217,254 237,242,255 241,247,255 242,249,255 239,247,254 236,244,244 237,247,241 245,254,244 250,255,248 255,247,255 248,242,255 234,237,245 232,243,240 241,255,242 246,255,238 243,255,227 237,241,216 255,255,247 255,242,251 255,234,255 253,233,255 194,184,231 81,87,132 69,90,128 174,205,238 250,255,244 237,248,232 251,255,248 242,244,238 247,245,245 255,253,255 239,228,238 255,246,255 255,250,255 255,249,255 255,250,255 255,248,255 254,246,255 251,246,255 251,247,255 254,250,255 254,255,246 249,253,241 247,251,240 252,254,248 255,255,252 254,255,253 251,250,252 251,250,252 255,254,255 254,253,255 252,251,253 252,252,252 252,253,251 252,253,249 254,255,251 255,255,251 255,251,252 255,251,252 255,251,252 255,251,252 255,251,252 255,251,252 255,252,253 255,252,254 255,253,255 253,250,252 248,247,249 250,249,251 254,253,255 254,253,255 251,250,252 246,245,247 253,252,255 251,247,252 249,246,248 249,247,247 254,250,249 255,252,248 255,253,248 255,253,248 255,255,251 255,255,252
255,250,249 255,255,249 250,255,247 243,255,252 181,197,210 55,66,98 101,106,145 246,247,255 251,249,255 255,254,245 255,255,245 255,253,253 255,250,255 254,250,255 247,253,255 243,255,255 250,255,254 244,249,248 243,248,247 248,252,253 248,252,253 245,247,248 247,248,252 253,254,255 252,252,255 252,252,255 253,251,255 252,249,255 250,247,255 248,245,254 246,243,252 244,240,251 248,254,249 251,255,252 249,255,250 242,248,243 241,245,240 246,249,247 252,255,253 253,255,254 253,255,254 252,255,253 250,252,252 251,251,251 252,252,252 254,254,254 254,254,254 254,254,254 252,251,253 251,251,251 249,250,248 248,249,245 248,250,244 249,251,245 251,252,248 252,252,252 255,254,255 252,250,255 246,244,250 248,244,249 252,249,251 255,255,251 255,255,248 255,255,246 254,255,251 255,255,254 253,255,255 237,242,245 230,237,246 244,251,255 202,207,232 108,112,147 64,67,111 70,72,120 124,124,172 205,204,246 239,240,255 224,225,251 225,227,245 250,251,255 223,255,243 208,244,232 177,209,208 132,160,171 89,112,138 60,78,119 51,65,118 52,63,123 64,73,136 103,114,172 160,174,223 205,223,255 227,249,255 228,254,255 223,252,255 218,249,246 236,242,237 250,255,252 244,255,249 241,255,245 231,255,233 234,255,231 245,255,237 255,255,241 254,249,240 255,244,251 255,240,255 250,231,255 247,236,255 164,164,204 62,73,111 92,111,146 202,206,217 239,243,248 242,247,245 251,255,246 255,255,245 249,252,237 243,239,234 255,253,255 253,239,255 254,239,255 255,241,255 255,244,255 254,247,255 252,253,251 253,255,243 251,255,239 255,255,248 248,252,241 244,247,238 251,253,247 255,255,254 255,255,255 254,253,255 252,251,253 255,254,255 255,254,255 253,252,254 252,252,252 252,253,251 253,254,250 255,255,251 255,255,251 248,255,243 248,255,243 248,255,243 248,255,243 246,255,243 246,255,243 246,255,243 246,255,243 246,255,243 239,255,238 235,251,234 238,254,237 243,255,242 245,255,244 240,255,239 233,249,232 244,246,254 237,240,245 231,234,239 234,237,241 243,247,248 252,254,254 252,255,253 247,250,248 248,249,247 248,248,248
255,255,237 250,254,242 243,249,248 243,252,255 105,115,139 66,76,100 210,220,237 231,239,239 252,255,245 255,255,241 255,255,246 255,252,252 255,251,255 255,254,254 250,255,248 247,255,243 248,244,255 237,233,244 236,232,243 245,242,251 246,243,252 239,236,245 242,240,246 253,251,255 253,251,255 253,252,255 254,253,255 254,253,255 254,253,255 253,252,254 252,251,253 252,251,253 251,253,254 253,255,255 253,255,255 248,250,251 246,248,249 250,252,253 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 253,252,254 254,253,255 254,253,255 254,253,255 254,253,255 255,252,255 255,253,255 255,253,253 254,252,252 252,253,251 253,254,252 254,254,254 254,253,255 254,250,255 247,242,251 240,235,244 240,235,244 248,244,249 255,252,254 255,254,255 255,255,254 246,255,234 250,255,247 228,234,241 236,236,255 243,240,255 151,146,208 55,49,114 67,66,122 100,105,144 181,192,212 241,255,255 241,255,249 228,245,231 242,255,243 248,255,247 245,255,243 239,255,239 239,255,243 241,255,252 239,255,255 231,242,255 204,211,250 168,170,224 140,140,204 78,78,148 68,69,143 57,59,130 55,61,128 75,85,145 120,132,186 174,188,236 210,225,255 240,253,245 242,255,249 236,255,248 230,255,245 232,255,247 236,255,249 236,255,244 229,238,228 255,255,252 255,251,254 255,250,255 255,240,255 250,241,255 240,237,255 151,156,181 62,72,96 97,86,148 215,206,255 245,240,255 239,240,250 236,241,232 243,250,229 255,255,240 246,247,231 235,232,227 244,238,243 254,246,255 255,250,255 255,254,255 255,255,251 250,255,241 245,255,232 254,255,248 249,251,245 247,249,243 252,253,249 255,255,254 255,255,255 255,254,255 255,254,255 252,251,253 254,253,255 255,255,255 254,255,253 254,255,251 255,255,251 254,255,250 252,255,246 243,255,244 244,255,245 245,255,246 246,255,247 245,255,246 243,255,242 240,255,239 238,254,237 243,255,242 237,253,236 230,248,231 233,251,234 239,255,240 241,255,242 235,253,236 229,247,230 234,242,249 232,240,247 231,239,246 235,244,248 243,252,255 246,255,255 243,252,255 237,244,247 234,242,242 236,241,242
255,255,244 239,240,244 232,230,255 212,208,255 56,56,102 120,126,155 244,255,255 231,241,228 255,255,241 255,255,244 255,253,249 255,252,252 255,252,248 255,255,242 252,255,235 248,255,231 248,240,255 237,230,245 237,230,245 246,239,252 248,241,254 242,236,247 246,241,250 255,253,255 254,253,255 255,254,255 255,254,255 255,255,255 255,255,254 255,255,254 255,255,252 254,255,251 250,248,254 254,252,255 255,253,255 253,251,255 252,250,255 254,252,255 254,252,255 251,249,255 253,252,255 254,253,255 255,254,255 255,254,255 254,253,255 254,253,255 254,253,255 254,253,255 255,253,255 255,253,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,255 254,250,255 247,243,249 241,236,245 240,235,244 247,242,251 253,249,255 255,253,255 255,253,255 242,255,239 238,252,246 237,244,255 208,205,255 119,110,183 44,31,117 79,70,151 175,172,234 241,245,255 236,250,255 235,255,236 236,255,227 235,255,222 235,253,222 243,255,234 250,255,244 255,248,255 255,240,254 249,233,250 253,237,254 255,246,255 255,247,255 252,241,255 241,230,255 249,240,255 214,204,250 159,149,202 106,98,159 74,64,134 65,53,129 69,58,138 76,64,146 126,135,149 167,177,194 207,223,240 221,241,255 221,240,255 221,240,255 228,242,255 235,242,255 243,244,254 237,231,236 243,235,235 255,253,250 249,246,242 255,255,255 240,245,248 154,160,165 70,46,148 89,68,160 191,174,247 240,230,255 248,246,255 253,255,254 229,238,217 239,250,218 233,246,208 243,255,219 250,255,229 250,255,235 249,255,240 250,255,247 248,255,248 244,250,245 254,255,251 253,254,250 253,254,252 253,254,252 249,249,249 245,244,246 247,246,248 253,252,254 251,250,252 253,253,253 251,251,251 245,246,244 245,246,242 251,253,247 253,255,249 251,254,245 246,252,251 248,254,253 250,255,255 250,255,255 249,255,254 245,250,249 240,245,243 236,241,239 249,254,252 244,249,247 241,246,244 243,248,246 250,253,251 251,255,250 246,250,245 241,245,240 240,249,253 244,253,255 242,253,255 239,250,254 239,251,255 242,254,255 239,254,255 237,249,253 236,247,251 238,247,250
249,253,254 249,245,255 233,220,255 124,110,188 57,48,115 202,202,238 247,254,255 248,255,242 255,255,247 255,251,253 255,248,255 255,249,251 255,253,244 255,255,237 253,255,233 251,255,231 254,244,255 248,238,254 248,238,254 255,246,255 255,249,255 254,246,255 254,250,255 255,253,255 255,254,255 255,255,255 255,255,254 255,255,252 254,255,251 250,254,248 249,253,247 248,253,244 248,243,252 253,248,255 255,251,255 255,250,255 255,250,255 255,252,255 253,249,255 248,244,250 251,247,253 254,250,255 255,253,255 255,253,255 255,254,255 255,253,255 255,252,254 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,253,255 255,251,255 253,246,253 248,244,250 249,244,253 251,245,255 253,246,255 254,247,255 241,255,255 236,246,255 192,196,231 87,84,139 32,24,94 122,112,188 224,215,255 227,224,255 225,228,255 244,255,255 246,255,248 240,255,233 239,253,229 251,255,242 249,255,245 230,237,230 255,239,255 255,241,255 255,244,255 255,246,255 255,248,251 255,251,245 255,254,244 255,255,244 227,222,213 239,235,234 255,252,255 253,247,255 245,237,255 202,191,241 146,134,194 109,95,159 70,68,114 54,56,104 53,58,107 87,93,146 143,153,207 197,204,255 223,228,255 231,234,255 224,223,255 251,251,255 250,248,247 255,255,245 255,255,240 247,250,235 253,255,249 238,243,241 173,154,247 64,46,137 62,43,128 155,140,214 219,207,255 237,230,255 244,244,255 251,255,247 246,255,226 251,255,221 250,255,217 241,255,214 239,255,221 246,255,240 250,255,254 248,252,255 254,255,253 254,255,253 255,255,255 252,252,252 243,242,244 236,235,237 239,238,240 247,246,248 255,254,255 254,254,254 245,246,244 233,234,232 233,234,230 245,247,241 254,255,250 255,255,249 252,249,255 253,250,255 255,251,255 255,251,255 253,249,255 249,245,251 245,241,247 244,237,244 255,253,255 255,252,255 255,250,255 255,251,255 255,253,255 255,253,255 255,251,254 255,248,251 247,254,251 250,255,254 247,255,254 231,243,243 225,238,240 230,245,248 236,253,255 239,254,255 240,255,255 243,254,255
237,240,254 248,241,255 186,170,247 67,47,136 128,114,186 248,244,255 243,246,250 250,251,247 255,248,255 255,242,255 255,241,255 255,244,255 255,249,245 255,254,243 255,254,246 255,253,252 255,249,255 255,249,255 255,250,255 255,251,255 255,253,255 255,253,255 255,254,255 255,255,255 255,255,255 255,255,254 255,255,252 254,255,251 253,255,249 250,254,248 248,253,244 247,252,243 252,244,254 255,247,255 255,250,255 255,248,255 255,249,255 255,252,255 254,250,255 248,244,249 247,243,248 251,248,250 255,253,255 255,254,255 255,255,255 253,253,253 253,253,253 254,254,254 254,252,251 255,253,253 255,252,253 255,253,255 255,253,255 255,251,254 255,251,254 255,251,252 255,255,254 255,255,254 255,254,255 255,251,255 251,246,255 247,243,255 248,242,255 250,244,255 225,225,255 187,187,233 81,79,125 57,55,101 166,163,208 230,226,255 226,225,255 248,246,255 248,247,255 229,229,243 229,231,239 253,253,255 253,254,255 245,245,251 241,239,245 252,249,255 255,244,255 255,248,255 255,252,254 255,255,250 255,255,243 255,255,238 255,255,236 255,255,237 251,255,235 246,255,236 242,255,238 239,253,242 237,250,248 237,247,254 234,243,255 232,240,255 219,211,255 175,169,228 115,113,173 70,68,134 46,45,119 51,48,128 82,76,157 113,109,181 189,186,241 231,231,255 244,247,255 246,254,244 253,255,247 247,251,245 239,240,244 242,242,254 243,244,255 199,198,242 85,78,135 58,47,117 96,81,155 166,149,222 245,233,255 232,224,255 241,242,255 248,255,247 248,255,236 240,255,224 239,255,224 248,255,239 250,255,247 247,255,250 253,252,254 251,250,252 250,249,251 249,248,250 245,244,246 241,240,242 244,243,245 251,250,252 254,254,254 255,255,255 249,250,248 238,239,237 238,239,235 249,251,245 255,255,251 254,255,250 255,254,255 253,252,255 251,250,254 248,247,249 249,246,248 249,246,248 250,247,249 253,248,250 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 252,252,240 255,255,247 249,254,245 234,241,234 226,235,232 232,245,243 240,253,255 239,254,255 238,253,255 240,253,255
244,251,255 218,217,255 108,96,162 74,60,132 220,211,255 238,236,255 249,251,251 250,246,251 253,238,255 255,233,255 254,233,255 255,241,255 255,248,249 255,249,254 255,245,255 255,241,255 255,251,248 255,255,252 255,255,252 255,252,249 255,252,248 255,255,251 255,254,250 250,249,245 254,253,249 255,254,250 254,255,251 255,255,252 255,255,252 253,255,252 253,255,252 253,255,252 255,250,255 255,252,255 255,252,255 255,250,252 255,251,253 255,254,255 255,254,255 253,251,251 245,243,243 250,248,247 255,253,252 255,255,254 254,255,253 253,254,250 254,255,251 255,255,252 255,255,249 255,255,251 255,254,253 255,254,255 255,254,255 255,253,254 255,254,253 255,253,250 255,251,246 255,255,248 255,255,251 255,255,255 249,247,253 244,241,255 246,241,255 247,243,255 197,185,255 63,53,119 68,63,114 192,192,222 239,240,254 231,234,238 244,246,246 252,251,253 248,244,255 255,246,255 255,245,255 251,239,255 249,237,255 253,244,255 255,249,255 255,250,255 244,255,244 242,255,242 239,255,240 241,255,244 242,255,247 237,254,245 220,238,231 207,225,218 231,251,246 234,254,249 237,255,250 236,255,251 235,255,249 235,255,247 236,255,249 236,255,249 247,238,255 242,236,255 242,238,255 231,228,255 188,183,244 125,118,193 82,73,159 70,61,147 68,62,133 67,67,115 133,138,163 194,203,213 236,242,253 245,248,255 226,221,255 244,235,255 221,241,222 243,255,251 237,247,255 148,148,184 79,72,129 61,48,122 87,69,152 168,150,233 222,208,255 237,225,255 245,240,255 243,244,255 244,251,254 248,255,251 248,255,245 242,255,236 250,249,251 246,245,247 245,244,246 249,248,250 252,251,253 252,251,253 255,254,255 255,255,255 249,249,249 255,255,255 255,255,254 252,253,251 252,253,249 255,255,252 255,255,252 249,250,246 246,255,254 247,255,253 241,250,247 237,246,243 237,246,243 241,250,247 249,255,253 250,255,254 247,252,250 250,255,253 251,255,254 253,255,254 251,254,252 249,252,250 250,254,249 251,255,250 255,249,230 255,255,241 255,255,244 250,250,238 243,248,239 249,255,251 246,255,254 243,255,254 239,251,251 239,251,251
234,244,255 171,174,205 71,68,113 144,138,179 250,248,255 251,252,250 255,255,249 251,243,253 255,238,255 254,234,255 255,240,255 249,240,253 249,244,245 255,248,255 249,230,255 248,219,255 255,255,243 254,254,240 255,255,241 255,255,247 255,255,247 251,252,242 251,252,242 255,255,248 255,255,250 253,255,249 254,255,251 255,255,254 255,255,254 255,255,254 252,252,252 245,247,247 255,251,250 255,253,252 255,255,254 255,254,253 255,252,251 255,251,250 254,252,251 255,255,252 249,248,244 249,250,246 253,254,250 255,255,251 253,255,251 252,255,250 252,255,250 253,255,251 255,255,248 254,255,248 253,253,247 255,252,251 255,254,255 255,254,255 250,245,242 236,233,225 253,251,240 251,251,237 239,240,230 255,255,252 251,251,255 233,232,248 250,247,255 213,211,241 92,75,156 78,64,130 191,182,225 251,251,255 241,244,235 255,255,239 255,255,238 249,249,233 255,247,247 255,249,255 255,244,255 253,236,255 249,235,255 254,243,255 255,250,255 254,250,255 230,255,230 225,254,228 228,255,235 237,255,248 237,255,254 228,245,248 218,232,244 219,229,246 231,241,255 234,242,255 237,246,255 240,251,255 243,255,255 243,255,254 242,255,249 240,255,245 248,247,255 241,244,249 241,244,248 250,253,255 240,240,255 242,237,255 234,225,255 199,189,255 138,131,204 72,73,131 67,74,113 60,71,99 68,75,108 136,137,188 188,179,252 237,220,255 241,255,238 235,255,236 234,251,240 243,255,255 213,220,240 127,126,168 55,47,110 82,66,149 61,42,135 128,108,203 190,170,255 240,226,255 235,226,255 245,244,255 229,235,242 244,253,250 235,234,238 238,237,241 239,238,240 248,247,249 255,254,255 245,244,246 244,244,244 254,254,254 255,255,255 251,251,251 255,255,254 253,254,252 246,247,245 252,253,251 255,255,254 255,255,254 241,255,255 236,251,253 230,245,247 233,248,250 238,253,255 241,254,255 240,253,255 241,254,255 242,255,255 242,254,255 241,253,255 240,252,254 240,251,255 241,252,255 244,253,255 245,254,255 255,251,233 255,255,237 255,254,237 255,255,241 255,255,247 250,254,243 241,248,241 248,255,250 224,233,230 224,232,231
227,237,255 117,122,155 69,71,102 204,204,222 253,254,250 254,255,239 250,250,236 255,252,255 253,238,255 249,235,255 246,240,255 240,244,233 243,250,229 255,255,254 255,243,255 255,234,255 255,255,241 252,255,239 251,255,238 254,255,243 254,255,243 248,253,238 247,251,239 250,253,244 255,255,251 254,255,251 253,254,252 253,253,253 251,250,252 246,245,247 237,236,240 231,230,234 255,251,246 255,254,249 255,255,250 255,254,249 255,252,247 252,252,246 254,254,248 254,255,250 254,255,250 245,249,243 244,248,242 249,253,247 247,254,247 242,249,242 246,253,246 251,255,251 244,251,236 247,253,242 251,253,247 255,253,252 255,254,255 255,254,255 249,244,241 236,234,224 237,237,223 255,255,244 255,255,245 249,253,247 235,239,244 248,249,255 215,215,245 112,111,150 69,55,113 171,159,207 248,241,255 254,250,255 255,255,243 255,255,235 251,251,221 255,255,240 255,252,242 255,244,247 253,241,253 255,248,255 255,250,255 251,250,252 249,253,247 253,255,247 243,255,242 243,255,244 244,255,247 241,255,248 240,251,249 239,245,252 237,239,250 237,234,250 250,244,255 255,249,255 255,249,255 255,251,255 255,251,255 255,249,251 255,252,249 255,255,251 239,245,234 242,251,231 253,255,233 255,255,234 248,254,235 242,241,250 245,238,255 233,226,255 237,232,255 207,211,255 169,181,217 148,165,192 57,69,105 64,68,126 56,49,134 76,62,164 154,160,183 218,226,243 243,254,255 240,253,255 228,241,243 234,245,253 243,249,255 131,130,174 79,71,136 97,81,164 49,31,120 61,42,129 120,105,179 150,138,198 204,197,240 242,238,255 246,245,249 254,253,255 255,254,255 255,254,255 241,241,241 230,230,230 248,248,248 241,241,241 255,255,255 250,250,250 253,253,253 254,254,254 255,255,255 255,254,255 253,252,254 254,253,255 244,254,255 243,253,255 240,250,255 241,251,255 241,250,255 238,247,255 241,248,255 244,250,255 245,251,255 245,251,255 245,251,255 245,251,255 244,250,255 243,248,255 243,248,255 242,247,255 255,255,247 255,255,247 255,255,246 255,255,247 255,255,248 255,255,249 252,254,248 253,255,251 229,235,230 229,234,232
