50 170
252,255,253 253,255,254 253,255,254 254,254,254 253,252,254 255,254,255 255,254,255 253,251,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,251,255 255,251,255 255,255,233 255,255,234 255,254,241 255,252,252 255,248,255 255,243,255 255,244,255 255,248,255 255,253,255 255,255,254 255,255,254 254,253,255 252,248,255 249,244,255 248,240,255 248,237,255 255,251,246 255,247,246 255,234,237 255,252,251 255,255,241 252,231,199 255,255,210 255,255,219 221,255,227 171,228,250 97,167,251 33,101,238 20,77,233 47,90,231 65,94,202 60,81,162 124,135,165 147,158,186 175,185,209 197,204,224 212,219,234 229,234,243 241,244,249 245,247,248 250,249,251 246,245,247 243,242,244 244,243,247 246,245,254 247,246,255 242,242,255 238,238,252 200,231,255 196,229,255 190,226,255 186,222,255 180,219,255 171,213,255 159,205,255 148,198,255 124,176,255 126,181,255 110,168,255 82,140,255 72,132,255 81,143,255 73,136,255 49,113,255 50,121,255 45,113,255 33,98,255 25,83,248 25,77,247 28,75,251 28,69,248 25,62,242 36,73,249 35,71,241 34,72,234 36,77,230 41,85,228 42,89,224 38,87,215 32,83,207 45,82,198 47,87,206 37,87,213 22,80,216 7,77,225 1,77,243 0,73,255 0,65,255 0,73,255 0,66,255 4,68,255 18,76,236 27,80,207 54,104,200 124,171,239 191,238,255 234,255,246 235,255,246 236,255,247 236,255,248 236,255,250 239,255,251 239,255,252 239,255,254 239,255,253 239,255,254 240,255,255 243,255,255 243,255,255 243,255,255 242,254,255 243,252,255 242,255,233 245,255,236 247,255,238 247,255,240 248,255,244 252,255,247 252,255,248 250,254,249 251,252,250 255,255,255 255,255,255 255,252,254 253,250,252 255,253,255 255,253,255 255,251,255 244,246,247 243,245,246 253,255,255 251,255,255 250,255,254 250,255,253 251,255,254 245,250,248 245,250,248 249,254,252 253,255,255 252,254,254 254,253,255 255,254,255 255,251,255 251,247,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,253,251 251,254,252 252,255,253 254,254,254 255,255,255 255,254,255 255,254,255 255,254,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,255,236 255,255,237 255,254,243 255,254,253 255,251,255 255,247,255 255,249,255 255,253,255 255,254,253 255,255,250 255,255,247 255,255,249 253,252,254 253,249,255 252,246,255 252,244,255 254,248,253 252,251,255 236,241,255 233,239,255 237,244,255 241,246,255 231,238,255 173,188,244 106,139,219 47,101,216 2,69,221 0,73,249 27,95,255 71,125,255 127,164,255 170,197,255 181,212,255 180,210,255 180,210,255 185,214,255 190,216,255 188,212,255 182,203,255 175,195,253 191,210,255 182,201,255 171,189,248 159,178,239 150,168,233 138,157,224 126,145,213 116,136,207 119,142,198 109,132,188 95,119,177 84,112,173 78,108,173 70,103,172 60,95,169 49,87,165 55,95,177 53,97,181 49,95,183 46,93,185 48,96,191 51,101,197 48,99,195 41,92,189 33,84,180 42,92,188 53,99,200 61,104,207 72,111,217 83,118,228 92,122,233 95,122,233 122,148,255 125,150,254 132,157,255 140,167,255 151,179,255 157,187,255 157,189,255 156,188,255 178,186,255 178,190,255 167,188,255 146,176,255 125,164,249 109,155,250 95,146,250 85,136,252 63,110,232 63,105,228 74,109,226 92,120,221 107,130,210 132,150,209 180,197,236 227,241,255 241,255,242 242,255,243 242,255,245 242,255,245 245,255,246 245,255,247 245,255,247 246,255,249 246,255,249 246,255,249 247,255,251 249,255,251 249,255,253 249,255,253 248,255,252 247,254,251 250,255,246 249,255,245 248,255,245 248,255,245 252,255,248 252,255,250 250,254,249 249,250,248 249,249,249 254,254,254 255,254,255 254,251,253 252,249,251 255,253,255 255,254,255 255,252,254 233,235,235 233,235,235 244,246,246 249,251,251 242,247,245 245,250,248 251,255,254 247,252,250 248,253,251 251,255,255 253,255,255 252,254,254 254,253,255 255,254,255 255,254,255 254,250,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
253,255,254 253,255,254 255,255,255 255,255,255 254,254,254 252,251,253 251,250,252 251,250,254 254,253,255 255,252,255 255,252,255 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 253,255,245 250,255,245 250,254,248 253,255,254 255,254,255 252,251,255 252,251,253 255,255,254 252,254,248 254,255,245 254,255,242 255,255,243 255,255,246 255,255,248 255,255,251 255,254,253 238,255,254 221,250,255 209,248,255 165,213,255 134,182,248 136,175,255 104,133,255 48,72,232 49,77,255 14,57,254 0,65,255 20,99,255 36,115,255 37,104,255 49,99,251 72,109,255 41,95,219 34,89,210 35,88,208 46,98,212 52,103,213 52,100,206 53,99,200 59,104,202 46,89,186 44,87,184 43,85,184 47,89,190 51,94,197 52,96,203 52,95,204 50,93,202 82,96,168 79,93,165 79,94,163 90,106,173 108,124,190 121,139,202 125,145,203 124,145,200 151,174,224 144,168,214 151,175,217 169,195,232 180,206,242 179,204,236 179,205,235 186,212,242 210,239,255 215,242,255 213,240,255 208,232,255 207,230,255 213,234,255 224,244,255 231,249,255 227,244,255 230,245,255 231,246,255 232,245,255 231,243,255 227,239,249 224,235,243 220,231,239 238,220,255 246,231,255 250,242,255 245,245,255 237,245,252 232,247,250 230,246,252 228,244,255 236,247,255 234,241,255 237,237,255 240,235,255 244,235,255 250,237,251 255,246,253 255,253,254 251,254,245 252,255,246 254,255,246 254,255,246 255,255,247 255,255,247 255,255,247 255,255,248 255,255,247 255,255,248 255,255,247 255,255,247 255,255,246 255,255,245 255,254,244 254,253,243 251,253,253 247,249,249 245,247,247 248,250,250 254,254,254 255,254,255 252,251,253 248,247,249 248,247,249 254,251,253 255,253,255 253,251,251 252,250,250 255,253,253 255,254,253 255,253,252 234,235,231 233,234,230 242,243,239 244,248,243 237,240,238 241,244,242 251,253,253 251,253,253 252,254,254 253,255,255 252,254,254 248,250,251 250,249,251 254,253,255 255,254,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
251,251,251 250,250,250 251,251,251 254,254,254 254,254,254 252,252,252 251,250,252 252,251,253 254,253,255 254,253,255 254,253,255 254,254,254 255,254,254 255,254,254 255,254,254 255,254,254 246,255,255 244,253,255 244,253,255 248,255,255 248,255,255 246,252,251 246,251,249 248,255,248 250,255,246 252,255,244 254,255,242 255,255,242 255,255,240 255,255,240 255,255,240 255,255,239 248,255,235 218,245,235 208,251,255 135,192,247 48,113,194 25,81,192 23,66,205 44,71,239 41,62,247 35,67,246 28,79,229 25,93,206 31,107,189 43,112,182 49,101,177 48,88,171 46,107,203 48,108,204 59,118,211 72,130,219 73,128,213 67,123,202 82,134,210 105,156,229 116,168,239 118,168,240 121,170,244 127,177,253 136,185,255 141,192,255 145,195,255 146,196,255 217,230,255 215,228,255 216,227,255 220,230,255 225,234,255 227,236,255 225,231,255 223,229,255 225,229,253 220,222,240 226,226,238 244,243,252 255,251,255 253,248,249 253,248,247 255,255,252 244,255,254 243,255,251 236,251,243 224,241,228 219,238,219 223,243,220 230,252,224 234,255,223 243,255,230 248,255,232 251,255,235 253,255,237 253,255,234 251,254,232 247,249,229 246,247,227 248,233,241 255,244,246 255,255,245 255,255,237 255,255,226 255,255,219 255,255,221 255,255,227 255,255,228 255,255,235 255,254,241 255,250,243 255,250,245 255,252,245 255,248,239 255,241,232 255,246,255 255,246,255 255,246,255 255,247,255 255,248,255 255,248,255 255,250,255 255,250,255 255,252,255 255,252,254 255,252,254 255,252,252 255,251,251 255,251,248 255,249,246 255,248,245 246,239,252 240,233,246 239,232,245 246,240,251 255,250,255 255,252,255 255,250,255 253,249,255 251,247,252 253,250,252 255,252,254 254,252,252 253,251,250 254,253,249 255,255,251 255,255,252 248,249,239 246,247,238 250,253,244 249,251,245 239,240,236 242,243,241 253,253,253 253,255,255 251,253,254 252,254,255 248,250,251 243,245,246 245,245,245 250,250,250 254,255,253 253,254,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
240,239,241 239,239,239 243,243,243 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 235,243,255 233,243,255 237,246,255 241,253,255 243,255,255 242,253,250 244,254,248 248,255,250 250,255,251 252,255,251 254,255,250 255,255,246 255,255,242 255,255,237 255,255,232 255,255,231 255,255,217 249,248,238 219,233,255 121,154,234 44,91,183 58,111,198 101,145,228 152,180,255 170,184,255 185,196,255 182,204,255 172,210,234 184,232,220 217,255,236 232,255,245 233,255,247 191,230,255 192,229,255 200,238,255 213,248,255 209,244,255 200,234,255 208,241,255 221,254,255 223,253,255 223,253,255 221,251,255 219,249,255 218,247,255 215,245,255 213,242,255 211,240,255 221,237,249 227,241,253 230,245,254 234,244,254 233,242,251 238,243,252 246,248,255 254,252,255 255,249,255 255,246,252 255,243,247 255,240,245 255,245,248 255,248,252 255,248,252 255,244,248 239,245,250 243,250,253 245,255,253 244,255,249 243,255,245 243,255,241 237,255,233 228,255,221 233,255,224 238,255,229 244,255,235 250,255,241 253,255,244 255,255,248 255,255,248 255,255,252 241,255,255 243,255,252 246,255,247 248,255,239 245,255,225 244,249,217 249,249,219 255,250,225 255,249,232 255,253,244 255,254,251 255,251,252 255,254,255 251,255,255 248,255,254 242,254,248 255,240,255 255,240,255 255,240,255 255,241,255 255,242,255 255,243,255 255,245,255 255,246,255 255,247,255 255,248,255 255,249,255 255,248,255 255,248,255 255,247,255 255,246,252 255,245,251 246,234,255 239,227,249 238,227,247 248,237,255 255,248,255 255,249,255 255,249,255 255,248,255 254,250,255 254,250,255 255,254,254 255,255,254 255,254,253 255,254,250 255,255,250 255,255,251 255,255,245 255,255,245 255,255,248 255,255,248 246,245,241 248,246,246 255,254,255 255,254,255 253,252,255 254,253,255 250,249,253 245,244,246 243,245,245 248,251,249 252,255,251 251,255,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
248,247,249 244,243,245 246,245,247 254,254,254 255,255,255 248,248,248 247,248,246 251,252,250 254,255,251 254,255,251 252,255,251 252,255,251 252,255,251 252,255,251 252,255,251 252,255,251 230,232,255 229,232,255 233,240,255 241,250,255 244,255,255 245,255,254 248,255,254 250,255,255 250,253,255 252,251,255 254,252,255 255,252,254 255,254,249 255,255,242 255,255,237 255,255,232 255,255,226 255,245,255 202,182,255 94,93,219 83,104,219 162,200,255 207,247,255 216,241,243 235,239,250 246,238,255 254,247,255 255,255,248 255,255,231 255,255,220 255,255,218 255,249,220 238,243,252 232,235,243 232,236,241 245,249,250 253,255,254 254,255,251 250,251,242 251,250,240 251,251,239 253,251,240 254,252,242 255,252,244 255,253,248 255,254,250 255,254,253 255,254,253 248,255,247 248,255,247 250,255,248 241,249,238 232,237,228 233,236,227 246,243,238 255,251,248 255,250,250 255,252,255 255,245,251 248,231,240 254,234,246 255,247,255 255,248,255 255,239,254 246,242,255 246,244,255 243,245,255 240,246,255 238,250,254 233,252,249 222,245,237 211,235,223 236,255,248 238,255,250 240,255,253 243,255,255 246,252,255 247,247,255 246,242,255 247,240,255 213,255,251 214,255,250 219,255,249 229,255,252 235,253,252 238,249,253 246,248,255 253,249,255 252,246,255 251,246,255 248,246,255 238,245,255 229,245,255 221,248,255 216,251,254 212,251,249 255,241,255 255,242,255 255,243,255 255,243,255 255,245,255 255,246,255 255,247,255 255,249,255 255,248,255 255,250,255 254,251,255 254,252,255 253,252,255 252,251,255 251,250,252 250,249,251 255,241,255 247,233,255 245,232,254 254,242,255 255,248,255 255,246,255 253,245,255 255,247,255 255,251,255 255,252,254 255,254,254 255,255,254 255,255,254 253,252,248 253,254,250 255,255,252 255,255,245 254,255,242 255,255,248 255,255,251 250,249,245 253,251,251 255,253,255 255,253,255 255,252,255 255,253,255 254,253,255 250,249,251 248,251,249 252,255,251 253,255,251 252,255,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,254,255 253,252,255 253,252,254 255,254,255 255,255,255 244,245,243 239,240,236 241,245,240 252,255,251 252,255,250 252,255,250 252,255,250 252,255,251 252,255,251 252,255,251 252,255,251 236,230,255 236,232,255 239,240,255 248,250,255 250,255,255 250,255,251 250,255,253 251,254,255 250,248,255 250,246,255 253,246,255 253,247,255 255,249,255 255,253,253 255,255,247 255,255,243 255,252,250 242,218,255 140,120,243 82,79,232 132,151,255 200,238,255 223,255,248 222,249,210 255,255,239 255,241,252 255,238,255 255,248,255 255,253,250 255,248,245 255,246,255 255,242,255 255,250,255 255,245,255 254,240,251 255,246,252 255,252,255 255,253,254 255,244,242 248,233,230 255,251,248 255,252,249 255,253,250 255,253,252 255,253,254 255,253,254 255,252,255 255,252,255 250,249,245 253,252,248 254,253,249 251,250,246 248,245,241 249,246,242 255,254,250 255,255,254 251,249,249 252,249,251 244,243,247 234,234,240 238,237,246 249,250,255 251,252,255 245,247,255 255,244,255 255,245,255 255,243,255 249,241,255 244,244,255 248,253,255 246,254,255 244,254,255 232,242,249 230,240,247 233,238,247 239,239,253 249,243,255 255,245,255 255,244,255 255,241,255 221,255,254 219,255,251 222,253,252 231,253,255 237,250,255 238,241,255 238,233,255 242,231,255 243,231,255 241,231,255 240,235,255 238,242,255 232,247,255 226,252,255 226,255,255 223,255,255 248,252,253 249,253,254 249,253,254 248,254,253 249,255,254 249,255,253 249,255,253 248,255,252 246,255,249 244,255,249 245,255,248 245,255,248 243,255,247 243,255,247 242,255,245 241,255,244 255,248,255 254,240,255 253,240,255 255,247,255 255,248,255 251,242,252 248,240,247 251,245,250 255,254,255 255,252,254 255,254,254 255,255,255 255,254,254 251,249,249 249,249,249 254,254,254 255,255,247 251,252,242 254,255,246 255,255,252 253,251,251 255,253,255 255,252,255 253,245,255 254,249,255 255,253,255 255,253,255 254,253,255 252,255,253 253,255,251 251,255,249 248,255,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
255,254,255 249,248,252 251,250,254 255,254,255 255,255,255 249,250,248 243,247,242 249,253,247 252,255,250 252,255,250 250,255,250 250,255,250 250,255,251 250,255,251 250,255,253 250,255,253 254,239,255 250,240,255 253,246,255 255,255,255 255,255,249 254,255,245 253,254,245 252,252,252 250,246,255 250,243,255 251,242,255 250,244,255 252,247,255 253,252,255 253,255,255 253,255,252 233,251,255 172,188,241 76,91,201 101,124,250 180,219,255 193,244,255 212,255,221 243,255,228 249,253,242 253,244,255 250,243,255 243,249,255 236,250,255 237,242,255 243,229,255 248,219,255 243,239,251 249,245,255 252,248,255 254,249,255 255,251,255 255,254,255 255,254,255 253,248,249 255,251,250 255,252,251 255,252,253 255,251,252 255,249,252 255,248,254 255,248,254 255,249,255 243,232,248 249,238,254 255,246,255 255,250,255 255,251,255 255,249,255 251,247,252 246,248,249 247,251,252 241,249,248 232,245,243 227,243,242 227,248,246 232,254,252 232,255,255 228,254,254 255,239,241 255,248,250 255,252,255 255,252,255 255,249,255 255,248,255 253,249,255 249,246,255 255,252,255 252,249,255 251,243,253 252,244,251 255,247,255 255,249,255 255,247,254 255,242,250 246,255,251 243,253,247 243,249,248 253,254,255 255,252,255 254,244,255 248,234,252 248,231,252 255,245,255 255,241,255 255,244,255 255,251,255 253,254,255 248,253,251 246,254,247 248,255,248 244,255,240 244,255,240 245,255,241 243,255,241 243,255,241 244,255,242 244,255,242 243,255,242 241,255,240 239,255,240 240,255,241 241,255,242 241,255,242 239,255,242 238,255,241 238,255,241 255,250,255 253,242,250 253,242,250 255,249,255 255,249,252 246,240,241 244,238,239 250,246,245 255,255,254 255,253,252 255,253,253 255,255,255 255,252,254 249,245,250 247,246,250 252,251,255 253,255,254 247,250,248 251,251,251 255,254,255 255,251,255 255,253,255 255,250,255 247,239,249 253,245,255 255,250,255 255,253,255 254,254,254 252,255,253 253,255,251 249,255,247 245,253,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
254,250,255 251,250,254 250,249,253 252,251,253 254,254,254 255,255,252 253,255,252 252,255,250 249,253,247 251,255,251 243,250,243 246,252,247 248,255,252 249,255,253 250,255,255 241,247,246 245,229,240 255,252,255 255,251,249 255,255,244 255,255,238 250,249,228 255,255,241 249,247,239 237,234,236 246,242,254 251,247,255 248,246,255 248,246,255 249,251,255 248,251,255 240,247,250 197,251,252 112,160,196 59,103,174 156,205,255 181,233,255 191,243,220 192,230,180 230,247,210 243,239,244 244,238,255 232,242,255 223,255,250 223,255,242 222,255,249 224,233,255 235,225,255 237,248,245 238,249,246 239,251,245 239,252,244 239,253,242 239,253,242 240,252,240 239,252,238 247,255,246 245,255,244 246,255,243 249,255,247 250,255,248 251,255,249 247,255,245 242,250,240 255,245,255 255,249,255 253,244,255 253,245,255 255,252,255 255,253,255 253,250,252 253,255,255 247,252,251 247,255,254 243,255,255 239,255,255 236,255,255 230,255,255 228,255,255 227,255,255 255,255,236 255,254,232 255,251,234 255,255,245 255,255,251 255,254,255 255,252,255 249,246,255 255,252,255 255,252,255 255,253,255 255,252,251 255,253,248 255,255,247 255,255,244 255,254,237 255,249,252 255,250,253 247,230,233 241,225,226 255,248,246 255,255,251 255,248,242 255,255,247 255,255,247 255,255,244 255,246,233 255,255,245 255,250,240 255,255,248 255,248,240 255,253,247 242,255,235 243,255,238 246,255,242 246,255,242 242,255,238 240,255,238 240,255,239 239,255,240 237,254,240 238,255,241 240,255,244 241,255,247 242,255,248 242,255,248 242,255,250 241,255,249 253,248,245 255,252,249 255,255,251 255,254,249 253,250,242 251,248,240 254,252,244 255,255,250 255,255,251 255,255,252 255,253,253 254,251,253 254,250,255 254,249,255 254,248,255 254,248,255 239,241,252 246,248,255 245,245,255 242,240,252 255,251,255 235,228,241 248,242,253 240,232,243 254,246,255 255,253,255 255,254,255 255,255,255 251,255,250 248,252,246 249,255,247 251,255,249 255,255,255 253,253,253 250,250,250 247,247,247 246,246,246 247,247,247 249,249,249 251,251,251 245,245,245 245,245,245
255,252,255 255,251,255 254,250,255 253,252,254 255,255,254 255,255,252 252,255,250 250,254,248 223,230,223 237,244,237 240,247,242 250,255,254 250,255,255 236,244,244 245,252,255 246,253,255 255,255,248 255,248,236 248,238,221 255,255,239 255,255,233 249,248,220 255,255,238 248,250,230 255,255,247 255,255,252 251,255,255 242,246,251 234,240,245 233,242,246 240,249,252 245,254,255 200,252,255 111,157,191 61,103,156 177,216,255 194,230,238 243,255,235 255,255,224 255,244,221 255,237,250 255,241,255 243,249,254 229,255,228 227,255,214 232,255,221 239,255,245 248,249,255 249,255,246 249,255,246 249,255,246 250,255,245 250,255,245 249,255,243 247,255,243 246,255,242 249,255,241 239,251,231 229,241,223 228,238,221 235,245,228 247,254,239 253,255,245 253,255,245 253,255,251 253,255,249 254,255,248 250,253,244 255,255,246 253,251,243 250,248,240 255,255,250 255,255,252 242,242,242 223,226,230 223,226,234 234,240,253 243,250,255 240,247,255 232,241,255 255,255,229 255,255,233 254,255,239 249,255,241 244,250,245 243,248,251 247,251,255 248,251,255 236,241,255 240,246,255 242,250,255 244,252,251 245,255,246 249,255,243 249,255,239 246,255,233 255,246,255 255,246,255 248,229,238 239,224,228 255,245,245 255,253,245 244,247,232 244,251,230 243,252,226 253,255,233 255,255,234 255,255,241 255,255,243 255,252,246 255,250,251 255,251,255 253,255,249 253,255,251 249,253,247 245,249,243 245,249,244 249,252,250 253,255,255 253,255,255 253,255,255 253,254,255 253,253,255 252,251,255 251,250,255 250,249,255 249,248,255 249,247,255 255,255,247 255,255,247 255,255,247 255,255,247 254,254,240 248,251,236 247,249,237 249,251,239 253,254,245 255,254,250 255,255,255 255,253,255 255,252,255 254,247,255 251,244,255 249,241,255 238,240,255 236,239,255 241,242,255 236,236,255 243,241,255 236,233,249 232,225,238 213,207,218 247,240,247 247,242,244 247,245,245 250,248,247 252,253,249 252,255,251 250,255,250 250,255,250 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 250,250,250 251,251,251 252,252,252 251,251,251 251,251,251
