50 170
245,225,255 242,230,255 239,237,255 233,247,255 228,255,255 221,255,252 218,255,250 216,255,254 208,246,251 217,247,255 230,251,255 237,250,255 245,250,255 249,250,254 255,254,246 255,255,244 253,255,212 255,255,219 255,255,223 255,255,228 249,255,232 250,255,240 251,252,248 249,250,254 247,249,255 243,245,255 243,249,255 246,255,255 244,255,255 243,255,254 240,255,248 238,255,246 246,255,226 247,255,228 249,255,232 250,255,235 250,255,237 251,255,243 255,255,249 255,255,254 254,253,255 250,251,255 247,250,254 244,252,252 244,254,254 243,255,255 241,255,254 238,255,251 247,255,241 248,255,242 250,255,244 249,255,244 245,255,240 243,253,241 245,253,243 248,255,248 251,255,250 252,255,253 252,254,255 255,254,255 255,253,255 254,252,255 254,251,255 253,250,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 248,248,248 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 253,253,253 254,254,254 252,252,252 253,253,253 255,255,255 243,255,253 243,255,253 245,255,253 245,255,253 245,255,251 245,255,251 247,255,251 245,255,251 246,255,252 244,255,250 242,255,250 244,255,254 241,255,252 237,251,249 237,254,251 241,255,255 255,249,249 255,248,248 255,249,244 255,251,244 255,255,243 255,255,241 255,255,240 255,255,238 255,255,241 255,255,244 253,255,246 251,255,250 251,253,254 250,253,255 251,252,255 251,251,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255
217,228,242 225,237,243 233,248,244 244,255,242 248,255,235 249,255,230 248,255,226 246,255,226 249,255,236 249,250,241 248,246,245 248,248,248 252,253,251 253,255,251 251,255,245 249,255,240 244,251,255 242,250,255 246,252,255 250,255,255 251,255,254 253,255,251 255,255,248 255,255,247 255,255,248 255,255,248 255,253,248 255,254,255 255,252,255 255,249,255 255,246,255 255,247,255 250,255,248 250,255,248 252,255,250 254,255,250 254,255,251 255,255,251 255,253,252 255,253,252 255,254,253 254,255,253 252,255,253 249,255,250 245,255,249 242,255,247 240,255,247 239,255,247 246,255,243 247,255,244 248,255,246 246,255,244 242,250,240 236,244,234 232,239,232 230,236,231 251,254,252 252,254,254 252,254,255 255,254,255 255,254,255 254,252,255 254,252,255 253,251,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 250,250,250 245,245,245 240,240,240 243,243,243 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 252,252,252 249,249,249 248,248,248 250,250,250 250,250,255 250,250,255 250,251,255 250,251,255 252,251,255 252,252,255 252,252,255 252,253,255 251,253,254 248,252,253 246,250,251 243,248,249 243,248,249 243,251,251 247,255,255 248,255,255 255,251,254 255,251,254 255,254,252 255,255,251 255,255,247 255,255,245 255,255,242 255,255,241 255,255,244 255,255,246 254,255,248 254,255,251 252,254,254 251,252,255 251,251,255 251,250,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
212,240,227 221,245,233 235,253,240 249,255,245 255,255,247 255,255,244 255,250,239 255,245,238 255,245,238 255,241,235 255,241,234 255,249,240 255,255,247 251,255,245 245,255,244 235,255,236 253,240,255 248,237,255 246,238,255 253,245,255 254,248,255 248,243,245 248,244,239 255,251,240 255,255,245 255,255,245 255,251,247 255,249,253 255,242,255 253,232,254 252,227,255 253,227,255 253,251,255 251,249,255 252,248,255 255,250,255 255,252,255 255,253,255 255,249,252 252,246,247 253,248,247 255,252,251 255,255,254 255,255,254 250,253,251 246,251,250 245,251,250 247,253,252 249,254,252 250,255,253 251,255,254 250,255,253 247,252,250 242,245,243 233,235,235 227,229,229 251,253,253 252,254,254 254,253,255 255,254,255 255,254,255 254,253,255 254,253,255 253,252,254 253,253,253 245,245,245 237,237,237 237,237,237 243,243,243 249,249,249 252,252,252 253,253,253 255,255,255 253,253,253 250,250,250 251,251,251 249,249,249 245,245,245 246,246,246 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 251,251,251 245,245,245 242,242,242 243,243,243 255,247,255 255,247,255 255,247,255 255,248,255 255,248,255 255,248,255 255,248,255 255,249,255 255,245,255 255,247,255 253,243,255 243,235,246 244,236,247 252,244,255 254,248,255 251,245,255 251,244,251 255,248,255 255,253,255 255,254,255 255,254,253 254,253,249 252,254,248 254,255,248 253,255,247 253,255,247 254,255,250 254,255,251 255,254,253 254,252,252 252,250,250 251,248,250 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
140,149,192 148,153,202 162,159,221 183,170,246 205,183,255 228,199,255 246,213,255 255,224,255 255,229,255 249,227,255 238,224,255 228,223,244 226,231,240 229,241,243 235,251,250 238,255,254 255,250,253 255,249,254 255,249,254 255,249,255 255,249,255 255,249,255 255,250,255 255,250,255 255,248,255 255,248,255 255,251,255 255,251,255 254,250,255 246,243,252 240,239,248 242,241,250 251,251,255 250,248,254 250,246,252 252,248,254 255,251,255 255,249,255 254,243,253 250,236,247 249,235,246 255,242,253 255,249,255 255,252,255 255,249,255 252,248,253 255,251,255 255,254,255 255,253,255 254,252,255 254,252,255 255,253,255 255,253,255 253,252,255 245,244,248 238,237,241 253,252,254 254,253,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,254,252 255,255,255 243,243,243 233,233,233 236,236,236 245,245,245 252,252,252 254,254,254 254,254,254 255,255,255 249,249,249 247,247,247 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 246,246,246 242,242,242 242,242,242 255,253,253 255,252,254 255,252,254 255,252,254 255,251,255 255,251,255 255,250,255 255,249,255 255,243,255 255,249,255 255,243,255 248,229,248 245,228,249 255,237,255 255,237,255 246,228,251 229,234,243 236,241,250 244,250,255 247,253,255 247,251,255 246,251,254 250,254,255 251,255,255 250,253,251 253,254,250 254,255,251 255,255,251 255,255,250 255,252,247 254,250,245 252,248,243 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
73,56,159 68,49,165 61,40,173 53,31,187 51,26,200 51,29,212 55,36,217 57,45,211 74,70,213 108,111,226 154,162,251 194,203,255 215,222,255 222,227,255 225,228,255 228,228,255 242,235,218 255,249,236 255,255,249 255,248,250 255,243,255 255,247,255 255,245,255 255,241,255 249,237,255 247,240,255 248,246,255 247,251,252 242,250,240 236,248,228 238,253,226 245,255,230 251,255,250 250,251,249 248,247,249 252,248,254 255,250,255 255,247,255 255,240,255 250,233,254 251,232,251 255,241,255 255,248,255 255,253,255 255,252,249 255,251,244 255,255,243 255,255,244 255,248,255 253,246,255 251,244,255 253,247,255 255,249,255 255,250,255 251,247,253 245,243,249 253,252,255 254,253,255 254,254,254 255,255,255 255,255,254 254,255,253 254,255,251 253,254,250 255,255,255 247,247,247 240,240,240 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 249,249,249 246,246,246 247,247,247 255,255,237 255,255,237 255,255,239 255,255,240 255,255,243 255,255,244 255,255,247 255,253,251 255,247,249 255,252,255 255,248,255 251,237,249 251,235,252 255,243,255 255,239,255 243,226,247 220,236,243 227,243,250 237,250,255 242,253,255 241,250,255 242,250,255 247,253,255 250,254,255 248,251,255 251,253,253 255,254,253 255,255,252 255,255,248 255,254,244 255,252,241 254,250,239 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
175,162,246 163,151,247 143,130,246 117,104,242 87,79,234 62,58,223 42,47,210 31,44,196 26,45,180 30,50,167 34,51,154 36,48,144 48,50,145 76,68,169 117,98,207 146,123,237 180,205,255 195,221,255 210,232,255 211,232,255 214,232,255 222,236,255 227,236,255 226,233,255 245,249,255 252,251,255 255,255,251 255,253,240 253,247,224 251,243,213 255,250,213 255,255,222 251,254,255 249,252,255 250,249,255 253,249,255 255,249,255 255,247,255 255,243,255 254,239,255 255,242,255 255,248,255 255,254,252 255,255,244 255,255,234 255,255,225 255,255,219 255,255,220 255,250,255 255,249,255 255,248,255 255,247,255 255,247,255 255,247,255 253,249,255 252,248,253 255,252,254 254,253,255 254,254,254 255,255,254 255,255,254 252,255,251 252,255,251 251,255,250 251,251,251 239,239,239 235,235,235 245,245,245 254,254,254 252,252,252 248,248,248 247,247,247 255,255,255 250,250,250 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 249,249,249 238,238,238 238,238,238 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,237 255,255,237 255,255,239 255,255,239 255,255,240 255,255,241 255,255,243 255,255,244 254,254,242 255,255,246 255,255,246 253,252,242 255,253,245 255,255,249 255,254,246 247,244,236 229,248,251 233,252,255 239,255,255 241,255,255 242,253,255 241,250,255 245,250,255 249,251,255 251,251,255 253,252,255 255,254,254 255,255,251 255,255,248 255,255,244 255,254,240 255,253,238 255,255,255 250,250,250 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255
233,244,255 233,242,255 231,239,255 229,234,255 225,229,255 220,225,255 216,223,255 214,222,255 195,204,255 174,183,240 142,147,210 107,104,183 78,69,166 64,45,164 60,34,172 60,30,179 0,32,181 0,34,177 14,56,187 59,98,214 105,143,239 144,179,253 182,212,255 215,239,255 213,227,249 234,238,249 255,251,255 255,253,254 255,251,251 255,243,244 255,244,246 255,249,252 245,252,255 247,252,255 247,252,255 249,251,255 250,252,255 252,252,255 255,251,255 255,252,253 255,254,251 255,255,247 255,255,243 255,255,236 255,255,232 255,255,227 255,255,224 255,255,223 255,253,255 255,253,255 255,253,255 255,253,255 255,252,255 255,252,254 255,253,255 255,254,255 255,253,253 255,254,254 254,254,254 255,255,255 255,255,254 252,255,253 252,255,253 251,254,252 246,246,246 235,235,235 232,232,232 243,243,243 249,249,249 243,243,243 238,238,238 239,239,239 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 246,246,246 232,232,232 232,232,232 246,246,246 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 250,254,255 250,254,255 250,254,255 249,255,254 249,255,253 249,255,251 249,255,248 249,255,246 249,255,243 246,255,237 244,255,230 245,255,228 251,255,229 252,255,229 251,255,223 247,255,219 240,255,250 240,255,251 243,255,254 244,255,255 245,254,255 246,252,255 248,250,255 250,249,255 254,251,255 255,252,255 255,253,255 255,254,253 255,255,250 255,255,246 255,255,243 255,255,242 255,255,255 249,249,249 247,247,247 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255
236,255,255 238,255,253 241,255,249 247,255,244 254,254,240 255,255,237 255,255,237 255,255,237 255,252,239 255,246,244 255,239,255 251,236,255 241,225,255 215,199,255 178,162,255 152,134,251 90,114,255 45,68,208 14,37,169 20,44,166 25,50,160 20,44,140 35,56,141 67,83,159 122,134,200 153,158,219 195,193,252 229,219,255 242,226,255 244,221,255 247,220,255 254,224,255 237,251,255 238,253,255 241,255,253 241,255,246 241,255,240 244,255,236 248,255,235 251,255,235 252,255,236 252,255,238 253,255,241 255,252,248 255,250,255 255,249,255 255,246,255 255,244,255 255,251,246 255,254,249 255,255,251 255,255,252 255,254,250 255,254,250 255,255,252 255,255,254 255,253,252 255,254,253 254,254,254 255,255,255 255,255,255 252,254,254 252,254,254 251,253,253 255,255,255 246,246,246 244,244,244 254,254,254 255,255,255 251,251,251 246,246,246 249,249,249 252,252,252 250,250,250 251,251,251 254,254,254 254,254,254 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 231,231,231 231,231,231 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 247,246,255 247,247,255 247,248,255 245,249,255 243,250,255 243,252,255 243,254,255 243,255,254 244,255,251 240,255,239 234,253,228 238,255,225 243,255,224 242,255,218 240,255,213 242,255,213 245,255,239 246,255,240 245,255,242 247,255,245 251,255,250 254,254,254 255,251,255 255,249,255 255,251,255 255,252,255 255,252,254 255,252,253 255,254,250 255,255,248 255,255,248 255,255,247 255,255,255 249,249,249 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 245,245,245 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255
227,239,255 243,252,255 248,255,255 248,252,241 255,255,240 255,255,227 255,253,219 255,255,231 255,255,237 255,252,239 255,244,245 254,242,254 249,242,255 243,241,255 237,239,255 236,239,255 241,226,255 247,233,255 238,225,255 205,194,255 162,153,226 121,114,199 80,76,171 49,48,151 42,45,153 32,39,150 29,40,152 47,59,171 84,99,209 128,146,253 165,184,255 185,204,255 228,243,255 224,240,255 228,248,253 237,255,251 237,255,240 229,255,222 235,255,222 244,255,228 244,255,231 250,255,241 251,255,254 245,241,255 242,228,255 250,227,255 255,229,255 241,208,255 255,255,245 251,251,237 243,243,229 247,247,235 255,255,245 255,255,248 255,255,249 254,254,248 255,255,252 249,250,248 246,246,246 252,252,252 255,254,255 254,253,255 255,254,255 253,254,255 243,243,243 255,255,255 247,247,247 233,233,233 255,255,255 255,255,255 245,245,245 240,240,240 255,255,255 248,248,248 249,249,249 255,255,255 247,247,247 232,232,232 233,233,233 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 240,240,240 255,255,255 246,246,246 254,254,254 255,255,255 252,252,252 251,251,251 243,243,243 235,235,235 238,238,238 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 240,240,240 244,244,244 253,253,253 238,239,253 243,244,255 234,235,249 238,241,255 246,251,255 243,249,255 242,250,255 244,253,255 246,253,255 246,255,255 248,255,255 248,253,251 251,255,250 255,255,249 255,255,247 252,254,242 251,255,231 253,255,232 253,255,234 254,254,236 255,253,242 255,253,246 255,255,252 255,254,255 255,248,251 255,251,254 255,253,255 253,251,251 248,249,247 248,252,247 251,255,251 251,255,251 246,246,246 255,255,255 253,253,253 242,242,242 254,254,254 255,255,255 250,250,250 255,255,255 249,249,249 254,254,254 253,253,253 247,247,247 249,249,249 255,255,255 255,255,255 251,251,251 227,227,227 249,249,249 237,237,237 246,246,246 254,254,254 246,246,246 255,255,255 251,251,251 253,253,253 253,253,253
248,245,255 232,231,255 243,249,255 244,255,255 226,242,231 230,249,232 238,255,244 213,231,224 242,255,255 243,253,255 244,252,255 246,253,255 248,255,255 245,255,243 239,251,229 236,251,220 255,252,223 255,255,234 255,255,244 255,249,253 255,235,255 240,224,255 224,215,255 209,206,255 174,177,255 135,145,239 84,102,203 45,68,170 22,51,155 17,50,153 18,54,154 18,57,156 102,103,183 152,155,229 205,210,255 224,235,255 226,240,255 227,248,255 229,252,248 227,251,239 232,253,238 222,239,228 227,238,236 248,251,255 250,247,255 237,227,255 243,227,255 252,232,255 243,249,230 248,254,235 247,253,234 238,244,227 234,239,224 240,244,232 250,254,243 255,255,249 247,249,243 252,253,251 255,255,255 255,254,255 249,248,252 241,240,244 242,240,246 247,245,251 252,252,252 250,250,250 251,251,251 255,255,255 250,250,250 239,239,239 245,245,245 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 251,251,251 242,242,242 243,243,243 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 248,248,248 255,255,255 244,244,244 254,254,254 245,245,245 250,250,250 255,255,255 255,255,255 251,251,251 246,246,246 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 255,255,255 255,255,241 255,255,242 246,253,238 244,250,239 247,253,248 243,248,249 243,246,254 244,245,255 245,244,255 249,245,255 250,243,255 251,239,255 254,239,255 255,242,255 255,242,255 255,238,255 255,255,234 255,255,234 255,255,234 255,255,241 255,255,244 255,255,247 255,249,243 253,241,239 255,254,254 255,251,252 254,247,250 255,254,255 253,255,255 244,249,248 238,246,245 242,250,249 250,250,250 255,255,255 250,250,250 245,245,245 255,255,255 255,255,255 247,247,247 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 241,241,241 254,254,254 237,237,237 243,243,243 255,255,255 253,253,253 255,255,255 246,246,246 255,255,255 255,255,255
