50 170
255,254,253 255,251,250 253,251,250 254,254,254 253,255,255 249,253,254 250,255,255 250,254,255 250,254,255 247,251,255 244,248,253 250,253,255 253,253,255 252,252,255 253,251,255 255,253,255 181,255,210 172,255,201 206,255,232 234,255,252 240,239,243 255,247,252 255,253,249 255,242,230 255,253,245 255,252,254 255,249,255 244,245,255 235,240,255 226,237,255 226,243,255 233,252,255 228,252,255 228,247,255 237,245,252 255,253,252 255,255,247 255,251,236 255,250,233 255,255,236 255,255,234 255,255,231 243,255,229 234,255,226 226,255,224 224,255,223 219,255,220 218,255,218 255,255,243 255,255,244 252,255,246 247,255,247 242,255,248 238,255,251 235,255,254 235,255,255 235,254,255 240,252,255 248,250,255 255,248,255 255,245,255 255,241,255 255,238,255 255,235,255 254,255,251 252,254,248 251,254,245 251,255,243 253,255,242 255,255,240 254,255,238 253,255,237 255,255,239 255,255,241 255,255,245 255,255,250 255,254,255 255,252,255 255,249,255 255,246,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 251,251,251 252,252,252 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 251,251,251 252,252,252 251,255,250 250,254,248 254,254,248 255,253,245 255,254,243 255,254,241 255,254,242 255,255,241 255,255,243 255,255,243 255,255,246 255,255,248 255,255,251 250,255,251 246,255,252 245,255,254 245,255,250 247,255,251 249,255,251 250,255,251 254,255,253 255,254,253 255,253,254 255,253,254 255,253,254 255,254,254
255,255,254 254,252,251 254,252,251 254,254,254 252,254,254 247,251,252 247,250,254 249,254,255 248,253,255 238,242,247 235,238,243 242,245,250 252,253,255 255,254,255 253,252,255 253,252,255 214,251,243 230,255,252 239,255,254 247,252,255 255,246,255 255,236,255 252,224,255 247,223,255 229,214,255 227,224,255 224,234,255 226,243,255 237,255,255 244,255,252 250,255,252 243,246,244 255,241,233 255,255,244 255,255,245 245,255,242 228,249,240 231,252,253 237,253,255 241,247,255 249,245,255 255,247,255 255,250,255 255,254,255 251,255,247 234,251,238 218,244,230 208,241,226 245,252,255 245,253,255 245,254,255 247,255,255 249,255,253 250,255,251 250,255,248 252,255,248 255,255,251 251,252,248 245,245,245 246,242,248 249,242,255 254,246,255 255,248,255 255,247,255 255,255,255 255,255,254 255,255,252 255,255,251 255,255,248 255,255,245 254,255,242 253,255,240 255,255,243 255,255,245 255,254,244 255,251,246 254,248,249 255,248,253 255,249,255 255,249,255 255,255,255 253,253,253 251,251,251 249,249,249 249,249,249 251,251,251 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 248,248,248 249,249,249 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 251,251,251 253,253,253 253,253,253 250,250,250 248,248,248 250,250,250 254,254,254 255,255,255 255,254,253 255,253,252 255,254,250 255,253,248 255,254,246 254,255,245 254,255,244 254,255,242 251,255,243 251,255,243 253,255,246 255,255,249 255,255,252 254,255,253 253,253,253 253,253,253 247,255,251 247,255,251 249,255,253 250,255,253 252,254,254 254,254,254 255,254,254 255,253,255 253,250,252 251,250,252
255,255,254 255,253,252 252,252,252 255,255,255 253,255,255 250,252,253 248,252,253 251,254,255 247,250,254 237,240,244 231,234,238 241,242,246 254,253,255 255,254,255 253,252,254 251,248,250 255,221,255 255,235,255 255,239,255 255,242,249 229,214,241 124,107,181 59,38,170 92,74,245 102,96,255 133,146,255 167,197,255 188,226,238 212,243,222 242,255,230 255,253,243 255,241,244 255,254,242 255,255,243 255,255,244 239,255,247 221,255,253 208,253,255 208,247,255 219,240,255 231,230,255 247,224,255 255,222,255 255,222,255 255,227,255 250,235,255 242,241,255 237,245,255 234,255,255 236,255,255 243,255,255 250,255,255 255,255,255 255,254,254 255,253,252 255,253,251 255,253,251 255,247,244 250,241,238 242,240,239 240,245,246 237,252,254 234,255,255 229,254,255 249,247,253 253,251,255 255,253,255 255,254,255 255,254,253 254,253,249 254,254,248 255,255,248 255,255,248 255,255,248 255,252,247 251,248,244 247,243,242 248,243,244 254,249,251 255,254,255 254,254,254 251,251,251 248,248,248 245,245,245 246,246,246 250,250,250 254,254,254 255,255,255 250,250,250 255,255,255 255,255,255 245,245,245 237,237,237 242,242,242 253,253,253 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 250,250,250 254,254,254 252,252,252 251,251,251 251,251,251 236,236,236 239,239,239 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 255,255,255 254,254,254 250,250,250 250,250,250 252,252,252 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 253,253,253 255,255,255 255,252,255 255,252,255 255,253,254 253,254,252 248,255,250 243,255,248 240,255,246 238,255,245 236,255,244 240,255,246 242,255,249 249,255,251 252,255,253 255,254,255 255,252,255 255,251,254 249,255,254 250,255,254 250,255,254 250,255,254 252,254,255 252,254,255 252,253,255 252,253,255 249,252,255 248,253,255
255,255,255 253,253,253 253,253,253 255,255,255 253,255,255 252,254,254 252,254,255 253,255,255 253,255,255 247,249,250 245,244,246 248,248,248 255,255,255 255,255,255 255,253,253 251,249,249 255,194,255 255,214,255 255,229,246 255,255,248 254,250,255 132,130,206 29,25,180 32,27,243 0,0,230 0,16,211 12,47,174 51,93,152 118,151,171 192,201,221 242,224,255 255,224,255 224,230,255 227,233,255 232,238,255 234,244,255 240,251,255 244,255,245 246,255,237 245,254,234 255,255,254 255,244,255 253,231,255 253,226,255 255,228,255 255,236,255 252,243,255 250,246,252 236,255,240 239,255,241 246,255,245 255,255,249 255,254,254 255,250,255 255,247,255 255,246,255 255,245,255 255,242,255 255,241,252 249,248,250 242,255,250 233,255,246 216,252,235 203,247,224 238,231,244 246,239,252 253,247,255 255,251,255 254,250,255 252,248,253 254,251,253 255,254,255 255,253,253 255,255,254 255,254,253 251,250,246 245,244,240 245,244,240 251,250,246 255,255,252 252,252,252 250,250,250 248,248,248 247,247,247 248,248,248 251,251,251 255,255,255 255,255,255 252,252,252 254,254,254 251,251,251 242,242,242 238,238,238 243,243,243 253,253,253 255,255,255 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 244,244,244 238,238,238 236,236,236 244,244,244 251,251,251 253,253,253 252,252,252 251,251,251 237,237,237 241,241,241 248,248,248 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 247,247,247 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 254,254,254 255,255,255 250,250,250 245,245,245 251,251,251 249,249,249 250,250,250 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,251,255 255,252,255 252,253,255 249,254,255 243,255,254 237,255,252 234,255,249 233,255,249 235,255,251 237,255,252 238,255,249 240,251,248 244,249,248 254,251,253 255,252,255 255,250,255 252,254,255 252,254,255 252,254,255 252,253,255 250,253,255 250,253,255 249,253,255 247,253,255 245,254,255 243,254,255
253,255,255 251,253,253 251,253,253 253,255,255 255,255,255 251,251,251 249,249,249 251,251,251 254,254,254 255,255,254 255,255,254 255,254,253 255,255,254 255,255,254 255,255,254 255,254,253 255,227,255 255,242,255 255,248,242 246,249,224 241,255,244 194,210,253 94,105,219 6,14,191 1,10,221 4,20,227 14,38,214 22,47,187 22,39,159 35,35,153 72,54,183 110,81,221 128,166,255 167,197,255 203,218,255 219,217,255 240,227,251 255,252,246 255,255,234 255,255,216 255,255,223 246,254,231 239,248,245 242,248,255 250,250,255 254,250,255 251,242,245 247,235,231 255,255,234 255,255,237 255,255,242 255,255,248 255,253,255 255,249,255 255,247,255 255,246,255 255,246,255 255,245,255 253,248,255 250,255,253 246,255,245 240,255,239 224,255,221 212,247,207 239,229,245 246,236,252 254,244,255 255,246,255 254,245,255 251,244,255 253,247,255 255,251,255 254,250,255 255,253,255 255,255,255 254,255,253 248,249,245 246,248,242 249,252,243 253,255,246 250,250,250 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 249,249,249 244,244,244 245,245,245 251,251,251 254,254,254 252,252,252 249,249,249 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 254,254,254 254,254,254 249,249,249 243,243,243 241,241,241 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 242,242,242 237,237,237 236,236,236 241,241,241 248,248,248 253,253,253 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 249,249,249 241,241,241 235,235,235 235,235,235 240,240,240 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 243,251,255 241,251,255 242,253,255 243,255,255 242,255,255 241,255,254 241,255,253 240,255,251 243,255,254 244,255,254 239,250,248 232,240,239 233,238,239 240,245,248 246,249,253 246,249,253 255,252,255 255,252,255 255,252,255 254,253,255 250,253,255 249,253,255 245,254,255 243,254,255 240,252,255 238,252,255
251,255,255 249,253,254 251,253,254 253,255,255 252,252,252 248,246,246 244,242,241 245,243,242 252,249,245 255,255,251 255,255,252 255,255,251 255,254,250 255,255,251 255,255,252 255,255,252 236,251,254 241,255,254 241,255,245 235,255,235 235,255,241 234,255,255 211,230,255 146,160,243 63,70,197 24,29,192 15,16,204 55,53,253 93,89,255 87,80,255 47,39,233 16,6,196 33,36,164 38,42,155 79,81,175 147,151,222 200,201,255 221,219,255 230,229,255 245,246,255 243,251,255 242,255,240 243,255,225 247,255,219 254,255,223 255,255,235 255,251,247 255,243,252 255,247,255 255,248,255 255,248,255 255,249,255 255,250,255 252,251,255 249,254,255 245,255,255 244,255,254 242,255,247 241,255,240 244,255,237 251,255,237 255,255,233 252,255,226 249,255,220 250,242,253 254,246,255 255,250,255 255,250,255 255,246,255 252,245,255 252,245,255 253,246,255 253,247,255 254,251,255 255,254,255 255,255,255 253,254,250 249,254,245 249,255,244 250,255,244 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 250,250,250 248,248,248 252,252,252 255,255,255 255,255,255 248,248,248 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 245,245,245 241,241,241 246,246,246 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 244,244,244 245,245,245 241,241,241 245,245,245 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 230,249,254 231,250,255 235,252,255 241,253,255 245,254,255 247,255,255 249,253,254 250,252,252 251,253,253 251,253,253 242,244,244 228,233,232 226,231,232 234,242,242 239,248,251 236,248,250 255,250,255 255,250,255 255,251,255 255,252,255 252,253,255 249,254,255 245,254,255 242,255,255 241,255,255 239,255,255
249,254,255 247,252,255 248,252,253 253,255,255 254,254,254 250,248,247 249,246,242 251,246,243 254,249,246 255,255,250 255,255,251 255,253,248 254,253,249 255,255,252 253,254,250 247,251,246 207,255,241 211,255,247 224,255,255 234,255,255 231,248,245 233,245,233 240,251,235 245,253,253 237,238,255 167,157,250 83,64,215 34,10,204 31,11,224 63,53,255 109,110,255 143,152,255 180,130,255 109,73,197 47,33,139 29,37,131 26,50,146 37,66,171 87,114,225 151,171,255 196,207,255 222,231,255 247,253,255 255,255,240 255,255,232 255,252,238 255,247,255 255,245,255 255,237,255 255,240,255 255,243,255 255,246,255 251,251,255 244,255,252 239,255,246 235,255,240 237,255,240 236,255,235 239,255,233 245,255,233 254,255,237 255,255,242 255,255,244 255,255,244 255,254,255 255,254,255 255,254,255 255,252,255 255,250,255 255,248,255 254,247,255 253,246,255 252,248,255 253,249,255 255,253,255 253,255,255 253,255,254 252,255,250 251,255,246 250,255,245 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 250,250,250 250,250,250 252,252,252 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 248,248,248 248,248,248 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 232,244,248 235,246,250 240,249,252 245,252,255 249,254,255 252,254,255 253,253,253 253,253,253 251,249,249 254,252,252 248,246,246 235,235,235 233,235,235 244,246,246 248,252,253 245,249,250 255,250,255 255,251,255 255,252,255 255,252,255 252,254,255 249,254,255 245,255,255 243,255,255 239,255,254 239,255,254
243,250,253 244,249,252 248,251,255 253,255,255 255,255,255 255,255,254 255,254,251 255,255,251 255,255,251 255,255,251 255,255,251 253,253,247 252,253,249 253,255,252 246,251,249 235,242,239 214,252,246 228,255,255 231,248,255 232,236,255 251,249,255 255,255,254 255,253,229 255,255,226 250,243,234 255,241,255 233,210,255 169,141,255 91,66,216 44,30,178 38,37,170 50,58,179 141,105,251 190,161,255 201,184,255 141,137,255 72,81,208 42,59,179 28,49,164 16,33,144 59,68,179 112,111,221 179,168,255 224,207,255 238,222,255 241,227,255 247,238,255 254,249,255 250,252,252 250,252,252 248,253,251 247,255,248 245,255,246 243,255,245 243,255,244 243,255,244 243,255,243 246,254,247 250,253,251 255,252,255 255,251,255 255,248,255 255,247,255 255,245,255 255,255,247 255,255,246 255,255,247 255,254,250 255,255,255 255,253,255 255,251,255 253,249,255 253,249,255 252,248,255 250,250,255 251,252,255 252,254,254 253,255,252 250,255,250 248,255,246 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 251,251,251 253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 244,244,244 235,235,235 234,234,234 245,245,245 252,252,252 250,250,250 253,253,253 255,255,255 249,241,242 251,243,244 253,247,248 253,251,251 253,253,253 250,255,254 248,254,253 248,255,252 242,249,246 249,254,252 248,251,249 244,242,241 248,243,242 255,253,253 255,254,254 255,252,253 255,250,255 255,251,255 255,252,255 255,253,255 252,254,254 250,255,253 247,255,253 245,255,251 232,246,240 232,246,240
236,245,249 227,234,237 226,231,234 240,242,243 253,251,251 255,252,248 255,251,248 255,255,250 255,250,245 255,255,251 255,255,250 248,249,245 247,252,250 242,251,248 239,250,248 244,255,255 255,253,255 254,246,255 255,243,255 255,241,255 255,245,255 255,248,255 248,239,242 255,251,244 255,254,247 255,253,255 254,242,255 243,231,255 234,220,255 199,187,255 129,121,198 65,59,136 2,31,189 11,28,191 58,56,222 141,120,255 209,180,255 218,192,255 178,161,242 131,127,199 59,60,151 37,39,164 28,27,185 51,47,213 99,97,240 157,159,253 204,213,250 228,244,243 212,255,235 198,242,219 208,245,225 236,255,247 240,255,244 224,231,224 237,233,232 255,252,255 255,248,255 255,243,255 255,243,255 255,243,255 252,235,255 242,227,255 247,233,255 253,241,255 250,255,233 249,254,233 250,254,235 253,255,241 255,255,249 255,255,252 254,254,254 251,250,254 250,248,254 251,251,255 250,250,255 247,248,252 249,251,252 253,255,255 253,255,254 248,251,249 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 249,249,249 248,248,248 248,248,248 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 249,249,249 251,251,251 255,255,255 255,255,255 249,249,249 249,249,249 255,255,255 236,236,236 255,255,255 245,245,245 255,255,255 252,252,252 242,242,242 255,255,255 253,253,253 235,235,235 255,255,255 254,254,254 241,241,241 255,255,255 255,255,255 249,249,249 255,255,255 245,245,245 232,232,232 230,230,230 244,244,244 255,255,255 254,254,254 251,251,251 253,253,253 255,247,247 255,252,252 255,252,251 255,249,247 255,254,251 250,253,251 245,254,251 246,255,254 244,255,254 245,254,251 243,248,246 248,246,245 255,250,250 255,253,254 255,252,254 255,252,254 253,251,255 251,249,255 254,253,255 246,248,249 231,236,234 235,241,236 246,254,247 246,255,245 241,250,240 241,250,240
246,255,255 238,247,251 236,241,244 241,243,244 250,248,247 255,250,247 255,253,248 255,255,251 255,250,245 251,247,242 238,237,233 229,234,232 239,247,246 242,255,255 236,254,255 235,253,254 255,254,244 255,248,242 255,245,246 254,243,253 252,245,255 244,242,255 233,235,255 240,246,255 240,250,255 237,251,255 231,248,245 229,245,244 235,247,255 239,244,255 226,223,255 206,201,255 71,129,255 44,86,223 26,41,181 39,27,163 83,51,176 143,104,214 198,163,255 220,202,255 199,198,255 143,158,255 79,104,224 36,63,183 19,46,150 33,57,133 66,89,135 96,117,145 127,174,226 163,204,253 195,229,255 212,234,255 227,239,255 248,247,255 253,242,250 247,228,231 255,252,254 255,241,243 255,234,239 255,243,254 255,248,255 253,247,255 240,238,255 224,226,255 255,255,237 254,255,237 250,255,235 248,254,235 249,254,239 250,254,243 249,251,245 248,249,247 251,251,251 252,254,255 251,252,255 248,249,253 250,251,255 253,254,255 253,255,255 248,250,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 232,232,232 255,255,255 255,255,255 252,252,252 248,248,248 253,253,253 255,255,255 255,255,255 249,249,249 255,255,255 226,226,226 255,255,255 240,240,240 246,246,246 255,255,255 255,255,255 247,247,247 255,255,255 245,245,245 245,245,245 255,255,255 255,255,255 246,246,246 244,244,244 250,250,250 249,249,249 238,238,238 237,237,237 248,248,248 255,255,255 254,254,254 252,252,252 255,255,255 255,253,249 255,254,249 255,254,251 255,251,248 255,254,252 255,252,249 248,246,245 250,252,252 250,252,252 251,253,253 252,254,254 255,255,255 255,254,255 255,251,252 253,245,246 249,241,242 243,254,255 239,250,255 240,252,255 236,248,250 229,240,238 237,247,241 250,255,251 251,255,248 251,255,246 253,255,245
