50 170
241,252,255 243,252,255 244,253,255 248,254,255 251,255,255 253,255,249 254,255,245 255,255,242 255,255,244 255,255,242 251,255,240 247,255,240 247,255,242 244,255,245 243,255,247 242,255,248 255,254,251 255,255,250 255,255,248 255,255,247 255,255,246 255,255,246 255,255,244 255,255,246 255,255,247 255,254,249 254,255,253 253,255,255 248,251,255 243,247,255 242,249,255 244,251,255 255,255,246 255,255,247 255,255,247 255,254,245 255,252,245 255,253,252 253,252,254 245,248,255 234,240,251 238,248,255 244,254,255 246,255,255 253,255,247 255,255,234 255,255,228 255,255,224 255,255,235 255,255,237 255,255,238 255,253,240 255,252,243 255,251,244 255,253,246 255,255,245 255,255,242 255,255,237 255,255,232 255,255,234 255,255,237 253,255,238 249,255,239 249,255,239 226,255,245 228,255,242 232,255,236 236,255,231 238,255,225 242,255,225 251,255,232 255,255,241 251,249,241 252,247,249 253,248,255 254,250,255 251,254,255 248,255,255 246,255,251 244,255,249 246,247,251 246,247,251 249,248,250 250,250,250 254,252,251 255,254,250 255,255,248 255,255,247 255,255,245 255,252,237 255,250,231 255,255,239 255,255,238 255,255,231 255,255,228 255,255,235 238,233,255 224,227,255 201,217,255 171,208,255 136,191,255 93,164,255 49,131,250 19,107,245 1,86,236 3,82,233 10,79,220 27,83,202 53,98,189 90,126,186 128,156,191 152,176,198 242,227,231 250,236,247 255,246,255 255,249,255 248,251,255 239,255,243 235,255,231 237,255,228 222,255,216 231,255,237 241,254,255 242,245,255 241,236,255 252,246,255 255,253,255 243,243,237 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 252,252,252 246,246,246 250,250,250 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 252,236,255 255,242,255 255,251,255 255,255,247 255,255,230 251,255,215 253,255,214 255,255,220 255,255,226 255,255,229 255,255,233 255,255,239 255,255,237 255,255,233 255,255,229 255,255,230 234,255,255 237,255,238 249,255,232 255,254,251 255,238,240 255,255,234 244,255,223 212,247,255 96,137,246 17,71,236
240,250,255 242,251,255 245,253,255 249,254,255 250,255,254 254,255,251 255,255,247 255,255,246 255,255,247 255,255,246 253,255,245 250,255,245 248,255,247 246,255,249 244,255,250 241,255,249 255,254,253 255,254,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,247 255,255,247 255,255,249 254,254,248 252,253,251 253,255,255 251,254,255 247,249,255 245,249,255 248,251,255 255,251,250 255,254,250 255,254,249 255,250,243 253,250,242 252,249,244 244,245,243 234,238,239 230,239,243 235,244,253 243,252,255 248,254,255 252,254,255 255,252,249 255,253,246 255,255,246 251,255,250 251,254,252 254,253,255 254,253,255 255,251,255 255,250,255 255,251,253 255,252,251 255,255,251 253,254,244 250,254,242 252,255,247 251,255,251 247,253,252 246,251,254 246,252,255 245,255,232 248,255,236 253,255,242 255,255,249 255,255,254 255,249,252 253,242,250 251,240,248 255,252,255 255,252,255 255,253,255 249,253,255 239,247,254 233,244,252 229,244,253 228,244,255 255,255,223 255,255,229 255,255,233 255,255,234 255,250,235 250,247,239 251,250,252 251,251,255 228,231,252 234,239,255 234,243,255 226,236,255 221,233,255 218,232,255 203,218,255 185,199,255 152,158,233 131,142,216 102,121,194 73,105,178 57,99,174 49,99,181 45,100,191 43,99,200 59,114,219 82,133,237 119,165,255 158,197,255 188,224,255 210,241,255 222,253,255 227,255,255 250,240,246 250,244,249 247,248,252 245,252,255 241,255,254 238,255,252 236,255,251 237,255,248 244,255,254 241,247,246 247,249,250 255,254,255 254,251,253 249,247,247 243,244,242 235,236,232 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 253,253,253 247,247,247 241,241,241 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,244,255 251,241,255 252,244,254 255,252,247 255,255,239 255,255,233 255,255,233 255,255,239 255,254,245 255,248,249 254,245,255 255,247,255 255,247,255 253,246,253 253,248,250 255,251,252 232,246,255 244,255,255 250,249,245 255,249,255 255,243,255 255,248,241 238,252,240 215,242,255 80,111,234 38,82,253
241,250,254 243,250,253 247,252,255 248,253,254 250,255,254 252,255,253 254,255,251 255,255,250 255,255,250 255,255,252 255,255,252 253,255,254 252,254,254 249,253,254 247,252,253 246,251,254 250,253,255 250,254,255 250,254,255 252,254,254 252,255,253 252,255,253 252,255,251 252,255,251 253,255,252 248,251,249 246,248,248 251,253,254 253,254,255 253,253,255 251,250,255 251,250,255 255,247,255 255,250,255 255,252,255 255,252,251 255,254,246 255,255,244 245,249,238 232,240,230 233,242,239 237,246,250 245,249,255 249,249,255 252,245,255 255,241,255 255,240,255 255,241,255 237,246,255 240,247,255 242,249,255 244,250,255 246,250,255 248,251,255 248,250,255 248,251,255 249,253,254 247,252,251 247,252,253 249,252,255 245,248,255 241,242,255 239,240,255 243,242,255 255,255,236 255,255,241 255,246,249 255,240,255 255,238,255 255,237,255 255,237,255 255,239,255 255,240,254 255,248,248 255,254,244 254,255,244 252,254,248 250,253,255 250,250,255 248,249,255 255,255,226 255,255,228 255,254,230 255,249,235 248,243,242 237,237,249 227,231,255 217,226,255 215,231,255 203,223,255 173,200,255 133,162,255 100,134,253 80,117,245 56,97,230 34,76,213 53,78,188 58,83,185 70,96,186 92,118,195 123,150,214 160,184,238 192,214,255 215,231,255 226,239,255 226,238,255 226,235,255 222,235,255 221,237,250 223,244,242 228,253,239 232,255,237 251,252,255 246,251,252 235,251,240 231,254,239 234,255,248 237,255,255 241,246,255 244,238,255 247,234,255 234,218,235 242,230,226 255,255,232 255,255,229 246,249,227 248,254,243 250,255,254 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 253,253,253 248,248,248 243,243,243 248,248,248 253,253,253 255,255,255 252,252,252 250,250,250 253,253,253 253,253,253 251,251,251 254,247,255 243,237,254 239,234,243 245,243,243 253,253,247 255,255,250 255,251,252 255,247,255 254,242,255 251,235,255 251,233,255 254,235,255 254,236,255 251,235,255 251,237,255 254,241,255 232,237,255 246,250,255 249,246,255 255,242,255 255,245,255 245,235,252 235,241,255 202,218,255 62,83,212 78,110,255
246,251,249 246,251,249 247,252,250 250,253,251 251,254,252 251,253,253 253,253,253 252,252,252 251,250,252 253,252,255 255,254,255 255,253,255 255,252,255 254,251,255 253,249,255 253,249,255 245,253,255 245,253,255 245,254,255 245,254,255 245,254,255 245,254,255 245,254,255 247,255,255 248,255,255 242,247,248 238,242,243 246,248,249 255,254,255 255,254,255 255,254,255 255,252,255 254,244,255 255,246,255 255,249,255 255,252,254 255,255,251 255,255,245 252,255,241 242,249,234 244,252,241 246,252,251 250,252,255 252,247,255 253,241,255 254,235,255 255,232,255 255,230,255 229,246,255 232,247,255 234,250,255 238,251,255 241,253,255 242,253,255 243,254,255 244,254,254 246,254,253 247,253,252 249,254,255 248,254,255 244,247,255 239,239,255 239,239,255 244,243,255 248,255,246 247,253,252 246,246,255 245,237,255 248,234,255 255,236,255 255,239,255 255,242,255 255,247,247 255,255,237 255,255,234 255,255,233 255,255,237 255,250,241 255,237,240 252,228,240 231,231,255 228,229,255 227,229,255 230,236,255 228,238,255 212,226,255 182,200,255 154,177,245 102,128,204 79,111,194 65,101,189 62,103,196 58,103,201 53,101,203 61,109,215 74,123,231 135,176,255 151,189,255 173,206,255 195,222,255 215,233,255 230,238,255 244,242,248 254,243,246 255,245,248 255,244,247 255,243,246 255,243,246 255,246,243 253,251,243 252,255,242 252,255,243 243,252,255 240,255,255 232,254,242 232,255,237 237,255,246 243,255,255 248,244,255 251,234,255 255,237,255 250,224,247 254,235,232 255,255,237 255,255,233 253,255,236 244,255,245 239,251,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 254,254,254 246,246,246 236,236,236 232,232,232 236,236,236 241,241,241 241,241,241 241,241,247 232,233,237 231,231,231 240,241,239 250,251,247 254,254,254 254,249,255 252,244,255 252,240,255 249,235,255 249,234,255 252,238,255 252,240,255 249,240,255 249,243,254 252,248,254 241,242,255 251,252,255 251,251,251 248,246,246 255,252,255 239,240,255 237,243,255 162,172,249 59,75,182 128,152,255
254,255,246 253,255,247 253,255,249 253,254,250 252,253,251 249,251,251 248,249,253 248,248,254 245,244,253 250,246,255 254,250,255 255,250,255 255,249,255 255,248,255 255,249,255 255,250,255 245,253,255 243,253,255 243,253,255 242,254,255 242,254,255 240,254,255 240,254,255 242,254,255 244,255,255 239,246,249 235,239,240 244,244,244 255,253,252 255,254,254 255,255,252 255,253,251 254,244,255 255,246,255 253,246,255 251,247,252 254,253,249 255,255,248 254,255,244 246,254,237 250,255,244 252,255,248 254,254,254 255,251,255 255,246,255 255,240,255 255,237,255 255,236,255 232,254,252 232,253,251 232,253,250 235,252,249 238,253,249 242,254,248 246,255,249 249,255,248 249,255,247 251,255,249 252,255,251 253,255,255 250,251,255 244,246,254 245,245,255 251,251,255 239,247,246 246,254,254 248,255,255 247,253,255 246,251,254 246,251,252 243,249,244 239,245,234 255,255,244 255,255,241 252,253,233 252,249,234 255,252,243 255,252,253 255,250,255 255,247,255 179,219,255 157,198,255 126,166,255 98,138,234 80,117,207 68,105,189 62,98,174 60,95,163 71,105,165 78,111,161 102,133,178 141,170,207 170,199,230 187,216,243 207,235,255 223,252,255 186,230,255 197,237,255 213,247,255 227,254,255 238,255,249 250,255,244 255,255,243 255,255,244 255,253,245 255,252,251 255,251,254 255,249,255 255,248,255 255,243,248 254,235,238 246,229,232 236,252,255 237,253,255 241,255,253 246,255,247 250,255,247 255,255,248 255,253,254 255,248,255 255,247,255 255,243,255 255,247,255 255,251,255 245,248,252 246,255,255 241,255,255 227,243,249 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 246,246,246 234,234,234 230,230,230 234,234,234 236,236,236 235,235,235 231,237,226 230,237,224 233,240,227 243,250,237 252,255,244 253,255,247 253,253,253 254,252,255 252,248,255 251,244,255 251,244,255 254,250,255 254,253,249 251,254,238 251,255,231 254,255,230 255,255,252 245,249,238 251,255,238 242,255,226 240,255,238 237,253,255 228,239,255 112,124,196 79,97,168 171,194,255
255,255,246 255,255,246 255,255,248 255,255,250 253,254,252 250,252,253 248,248,254 246,248,255 243,242,252 247,245,255 253,249,255 255,248,255 255,246,255 255,244,255 255,247,255 255,250,255 247,255,255 247,254,255 245,254,255 243,254,255 242,254,255 240,254,255 238,254,255 240,254,255 243,255,255 238,247,251 237,242,245 246,246,246 255,253,252 255,253,250 255,250,246 255,248,242 255,251,255 255,252,255 255,253,255 251,250,254 251,251,251 254,255,251 254,255,250 252,255,245 254,255,244 254,255,244 255,255,244 255,255,245 255,254,246 255,253,248 255,253,248 255,253,250 243,255,237 244,255,236 242,255,235 244,255,235 246,253,238 250,254,242 254,255,246 255,254,249 255,253,250 255,251,248 255,252,249 255,255,252 255,255,250 254,252,244 253,254,244 255,255,248 255,248,253 255,252,251 255,254,240 253,252,226 249,255,223 251,255,230 244,255,234 239,255,244 212,236,234 212,237,253 219,242,255 223,245,255 213,235,255 187,209,255 150,172,220 124,147,193 23,98,198 29,102,200 35,105,198 37,101,189 44,103,182 70,123,190 111,156,213 145,184,228 188,217,248 212,236,255 232,248,255 240,248,247 252,255,245 255,255,242 255,255,238 255,255,237 229,255,237 233,255,238 236,255,237 237,255,235 240,255,232 245,255,235 254,255,244 255,255,251 255,248,249 255,241,252 255,235,250 255,233,251 255,236,254 255,239,255 255,243,255 255,245,255 231,247,255 241,251,255 253,252,255 255,253,255 255,255,246 255,255,234 255,255,229 255,255,234 245,249,237 243,252,255 233,241,255 180,190,244 140,152,206 166,178,218 216,233,254 237,254,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 250,250,250 250,250,250 254,254,254 255,255,255 253,253,253 248,248,248 247,247,247 247,247,247 244,244,244 238,238,238 236,245,219 238,247,221 245,254,228 254,255,239 255,255,241 254,255,243 254,255,247 255,255,252 254,254,254 251,250,252 253,251,250 255,255,248 255,255,241 255,255,230 255,255,224 255,255,225 255,255,242 242,242,224 252,255,233 238,255,218 223,255,222 227,254,255 190,203,255 83,93,171 123,141,188 203,225,243
255,255,245 255,255,245 255,255,248 255,255,250 255,254,253 252,254,255 251,251,255 248,250,255 244,245,255 249,248,255 253,249,255 253,247,255 251,243,253 253,242,250 255,246,252 255,250,255 254,255,250 254,255,251 250,255,253 249,255,254 245,255,255 243,255,255 242,254,255 240,254,255 243,255,255 241,250,254 244,249,252 251,253,253 255,255,254 255,249,246 251,240,236 248,236,230 248,249,239 255,255,248 255,255,252 252,254,254 249,250,254 251,251,255 253,254,255 255,255,255 255,254,249 255,255,242 255,255,235 255,255,230 255,255,226 255,255,224 253,255,222 251,255,222 255,255,230 255,255,231 255,255,233 255,255,237 255,253,240 255,251,244 255,249,251 255,246,255 255,246,255 255,242,255 255,243,254 255,249,255 255,254,251 255,255,244 255,255,239 255,255,239 255,243,255 255,244,255 255,239,239 249,237,225 245,247,227 244,255,242 229,254,250 204,235,255 204,237,255 173,207,255 127,165,255 86,126,232 54,102,204 41,95,190 41,100,186 45,106,186 52,119,158 87,152,190 133,195,231 170,227,255 188,238,255 199,243,255 211,248,255 225,254,255 230,248,255 244,254,255 251,255,255 246,243,239 249,240,231 255,247,238 255,251,238 255,246,233 255,255,236 255,255,238 255,255,240 251,255,242 246,255,243 242,253,245 239,249,249 236,246,253 244,252,255 246,250,255 248,250,255 251,250,255 255,251,255 255,252,255 250,243,246 242,236,237 239,251,255 250,253,255 255,252,255 255,252,252 255,254,240 255,255,228 255,255,223 255,255,232 234,255,252 208,239,255 160,192,255 98,125,216 70,92,180 120,138,201 194,212,241 231,249,255 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 252,255,230 251,255,229 255,255,234 255,255,240 255,255,242 253,255,243 252,255,246 255,255,254 254,253,255 251,249,255 253,249,255 255,253,255 255,254,253 255,253,245 255,255,243 255,255,244 255,255,249 249,240,237 250,255,243 232,255,225 215,255,231 209,238,255 129,138,241 85,90,189 180,193,239 228,245,248
255,254,245 255,253,246 255,254,249 255,255,252 255,255,255 255,254,255 253,254,255 251,254,255 247,250,255 249,252,255 252,253,255 250,249,251 246,244,244 246,242,241 251,246,243 255,250,247 255,255,244 255,255,246 255,255,247 255,255,248 252,255,251 249,255,254 247,255,255 245,254,255 245,254,255 245,252,255 250,255,255 253,255,255 255,255,255 251,246,245 242,233,230 235,226,223 234,238,213 244,249,228 249,255,243 246,251,249 242,246,251 243,245,255 249,247,255 254,249,255 255,254,255 255,255,247 255,255,236 255,255,225 252,255,219 248,255,214 242,255,211 239,255,208 255,255,234 255,255,235 255,255,239 255,255,241 255,254,247 255,250,249 255,245,254 255,240,255 255,241,255 254,235,255 251,235,255 253,243,255 254,253,255 251,255,249 248,255,242 247,255,239 244,232,255 241,233,255 234,231,255 225,231,255 222,235,255 204,224,255 162,185,253 118,143,229 70,97,201 64,91,206 54,83,204 50,83,200 61,97,204 89,130,222 128,174,252 156,205,255 230,246,245 230,246,245 233,247,246 237,250,252 241,253,255 243,255,255 244,253,255 244,251,254 246,253,255 241,245,250 244,247,252 253,253,255 252,252,255 246,244,250 250,248,254 255,253,255 255,253,255 255,253,255 255,252,255 255,252,255 253,253,255 250,253,255 246,253,255 243,254,255 239,254,255 236,253,255 234,252,255 233,254,255 236,255,255 236,255,254 233,255,250 230,253,245 251,255,251 255,255,249 255,255,245 255,254,239 255,255,238 255,255,239 255,253,248 236,249,255 195,224,255 126,166,238 65,108,201 56,96,192 111,144,224 192,219,255 232,251,255 230,245,247 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 249,249,249 255,255,248 255,255,246 255,254,244 255,255,247 255,255,249 253,253,247 249,250,248 250,249,251 254,253,255 251,248,255 251,247,255 255,249,255 255,248,255 255,245,255 255,245,255 255,247,255 255,245,255 255,238,255 249,251,255 229,255,242 213,255,251 188,216,255 81,87,216 99,98,218 220,229,255 243,255,255
255,255,252 255,251,248 253,245,245 253,248,247 254,252,252 254,254,254 247,249,250 241,243,244 247,252,251 251,255,255 251,255,254 251,255,252 253,255,251 228,233,224 255,255,249 252,255,245 255,255,244 255,255,244 251,242,229 255,252,241 255,255,249 252,252,246 251,255,250 251,255,254 249,255,254 248,253,254 249,253,254 253,255,255 255,254,255 255,255,255 254,249,250 248,243,244 233,239,208 244,250,225 251,255,243 247,254,249 243,249,254 245,248,255 249,249,255 252,245,255 255,252,255 255,252,249 255,252,242 255,255,242 243,249,226 247,255,237 227,249,224 239,255,240 253,239,240 255,254,252 255,245,241 255,253,247 255,255,249 250,241,237 255,254,255 255,251,255 255,249,255 236,233,255 234,236,255 242,249,255 235,248,255 229,249,254 227,254,251 226,254,248 167,224,255 172,227,255 132,183,253 99,146,228 76,115,213 55,88,197 63,89,207 63,84,205 64,78,196 113,123,231 169,175,255 196,200,255 221,221,255 224,221,255 223,220,255 245,239,255 255,244,255 255,245,255 255,226,237 255,249,255 255,237,247 255,245,254 252,237,245 250,239,247 255,251,255 252,251,255 249,252,255 245,253,255 242,254,255 240,254,255 238,254,255 238,254,255 255,249,255 250,244,255 251,246,255 255,251,255 248,244,255 240,238,244 253,254,255 251,255,255 243,252,249 240,254,248 235,255,250 231,254,249 225,255,250 224,255,255 223,255,255 220,255,255 255,255,241 253,254,234 255,255,234 255,255,240 251,255,251 234,241,255 207,218,255 188,205,255 93,118,222 56,88,195 70,107,199 144,183,251 207,242,255 225,251,255 233,250,253 246,255,252 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 239,239,239 240,240,240 250,250,250 255,255,255 253,253,253 255,248,255 255,244,255 255,245,255 255,251,255 255,253,255 255,253,253 249,250,246 246,250,244 242,247,238 250,254,248 253,255,252 250,252,252 251,250,254 255,251,255 255,250,255 255,249,255 255,233,255 255,243,255 246,248,255 214,245,244 208,251,255 125,157,230 58,69,197 164,168,255 226,242,255 240,255,244
255,251,254 255,248,251 252,245,248 251,246,247 254,249,250 252,250,249 247,248,246 243,244,240 247,251,246 251,255,252 238,246,239 241,252,244 237,250,242 240,253,245 244,255,251 239,254,246 250,238,228 255,250,242 255,246,238 255,255,248 255,255,249 251,248,240 254,251,246 252,251,247 254,255,251 253,255,254 253,255,255 252,254,255 250,252,253 249,250,254 249,250,254 249,249,255 249,252,227 253,255,237 251,255,247 247,255,253 243,254,255 246,253,255 249,251,255 249,246,255 254,244,250 255,252,255 255,250,255 255,249,255 244,238,255 240,242,255 234,241,255 226,238,255 242,229,255 250,239,255 234,226,255 235,234,250 233,237,242 226,236,236 241,253,253 232,248,254 221,237,253 219,239,255 217,240,255 207,235,255 195,229,255 192,230,255 172,216,247 144,188,217 58,147,174 43,127,163 34,111,160 36,101,169 58,113,194 89,130,222 120,150,245 172,191,255 209,220,255 225,227,255 235,228,255 254,240,255 254,232,255 253,225,244 255,243,255 255,235,249 255,242,255 255,235,255 255,243,255 245,213,238 255,245,255 255,233,253 254,234,253 255,243,255 255,249,255 255,250,255 252,251,255 249,252,255 247,253,255 245,254,255 243,255,255 243,255,255 248,255,255 244,249,252 249,252,255 253,255,255 255,255,255 248,246,245 242,239,234 235,234,224 255,255,247 250,255,244 245,255,243 246,255,252 241,255,255 231,249,255 214,233,246 206,225,240 251,248,234 255,255,244 240,255,242 199,232,228 198,239,255 198,240,255 149,183,255 63,88,220 66,85,218 123,139,246 189,206,255 228,247,255 239,255,255 242,255,243 239,250,234 235,244,231 254,254,254 255,255,255 253,253,253 247,247,247 244,244,244 245,245,245 250,250,250 254,254,254 251,251,251 251,251,251 246,246,246 240,240,240 242,242,242 251,251,251 255,255,255 253,253,253 255,239,255 255,240,255 254,237,255 245,234,250 249,242,249 255,255,254 251,255,248 249,255,243 233,249,225 244,255,234 248,255,238 248,255,241 246,255,241 245,253,246 244,249,248 242,245,249 255,245,255 232,220,255 229,234,255 225,255,255 177,221,238 83,118,181 81,101,202 201,217,255 224,250,255 237,255,227
