50 170
255,255,237 255,255,236 255,255,238 255,255,244 255,255,249 255,254,255 255,252,255 249,248,255 246,248,255 248,253,255 246,254,255 239,250,254 236,250,249 240,255,251 241,255,252 240,255,250 255,255,236 246,255,238 234,255,240 226,255,247 227,255,252 234,255,255 243,252,255 249,247,253 255,251,255 248,253,252 239,255,245 232,255,237 234,255,228 242,255,221 255,255,214 255,255,210 255,255,215 255,255,230 255,255,247 255,250,254 255,248,248 255,251,236 255,255,227 255,255,226 255,255,234 252,249,241 255,251,255 253,251,255 242,244,254 240,247,250 245,255,254 242,255,250 250,255,241 252,255,253 252,250,255 250,247,255 250,249,255 251,253,254 251,253,253 250,252,252 252,255,251 252,255,247 252,255,247 254,254,254 254,249,255 254,247,255 254,249,255 254,252,255 237,255,252 236,246,255 238,233,255 246,237,255 255,252,251 255,255,244 255,247,251 254,236,255 255,245,255 251,255,231 246,255,212 245,255,222 247,251,252 251,243,255 254,243,255 253,248,255 255,255,239 255,255,239 255,255,241 255,255,243 255,255,245 255,255,247 255,255,246 255,255,246 255,255,249 255,253,248 254,251,246 255,255,251 255,255,252 255,251,250 254,250,249 255,253,252 252,252,252 251,251,251 249,249,249 250,250,250 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 243,255,226 245,255,232 248,255,244 251,252,255 255,247,255 255,245,255 255,246,255 255,249,255 255,255,250 255,255,244 255,255,240 255,255,240 255,255,244 254,252,252 254,250,255 253,249,255 252,229,255 255,241,255 255,243,255 255,239,255 254,238,255 255,245,255 255,249,255 254,245,255 252,246,251 249,247,247 255,253,252 255,255,252 255,255,251 249,251,245 246,250,244 253,255,251 250,250,255 246,242,255 243,234,255 241,229,255 240,229,255 233,229,255 223,229,255 215,228,250 226,241,255 212,221,255 197,197,255 196,183,255 207,179,255 218,182,255 224,181,255 225,178,246 199,194,255 194,189,250 195,190,251 197,192,253 192,188,247 189,185,244 202,199,255 222,219,255 227,224,255 227,224,255
255,255,251 255,253,249 255,252,249 255,252,252 255,254,255 255,254,255 255,254,255 251,252,255 247,250,254 250,255,255 248,255,255 243,252,249 239,251,245 242,255,247 245,255,250 244,255,247 255,245,233 253,247,236 246,252,241 243,255,249 244,255,255 249,252,255 253,244,254 255,239,250 255,250,255 255,252,255 243,255,253 235,255,247 234,255,242 239,255,237 249,255,234 255,255,231 255,255,232 255,252,243 255,246,255 255,241,255 255,240,255 255,245,247 255,253,238 255,255,237 255,255,245 255,250,251 253,246,255 249,242,255 237,234,250 239,240,250 249,254,255 250,255,254 250,255,241 249,253,248 247,246,255 248,246,255 250,249,255 252,254,255 251,254,252 251,252,250 254,255,250 254,255,247 254,255,247 254,255,253 254,250,255 254,248,255 254,250,255 254,253,255 241,255,245 239,250,255 240,238,255 248,242,255 255,254,244 255,255,239 255,250,250 255,240,255 255,247,255 252,255,235 247,255,218 246,255,229 249,252,255 252,242,255 254,243,255 255,247,255 255,255,252 255,255,251 255,254,250 255,253,249 255,252,251 255,252,251 255,253,252 255,253,254 255,255,255 254,252,252 254,251,253 255,254,255 255,254,255 253,250,252 254,250,255 255,253,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 246,255,240 247,255,244 249,255,249 251,253,253 255,252,255 255,249,255 255,250,255 255,251,254 255,251,251 255,252,245 255,254,244 255,255,245 255,255,248 254,255,251 251,253,253 249,250,254 255,251,255 255,251,255 255,251,255 255,252,255 255,252,255 255,251,255 251,247,253 246,241,250 247,243,254 255,251,255 249,246,255 229,225,244 235,229,252 251,247,255 251,246,255 225,220,247 197,206,233 173,178,211 141,140,184 120,117,167 112,110,156 103,108,139 87,102,118 74,96,101 57,83,90 49,72,94 45,58,102 53,54,115 67,57,127 80,63,130 88,66,124 92,67,117 62,59,114 61,58,113 67,64,119 73,70,125 68,66,118 58,56,108 60,59,109 70,69,119 65,65,113 65,65,113
255,247,255 255,246,255 253,246,255 254,248,255 254,251,255 255,254,255 253,255,255 252,255,253 250,254,249 253,255,251 253,255,249 249,254,245 247,252,243 249,254,245 250,254,248 249,253,247 255,232,236 254,237,240 255,244,247 255,251,255 255,253,255 255,250,255 255,242,254 255,236,249 255,247,255 255,248,255 252,251,255 243,254,255 238,255,255 240,255,255 243,255,255 245,254,255 255,252,253 254,245,255 251,236,255 249,231,255 251,234,255 254,242,255 255,249,252 255,253,248 255,255,252 255,248,255 255,244,255 252,239,255 239,229,252 243,236,249 254,251,253 252,253,249 251,255,244 248,255,248 248,250,251 251,251,255 253,255,255 255,255,254 255,255,252 254,255,251 254,255,248 254,255,246 254,255,246 254,255,250 254,253,255 254,252,255 254,253,255 254,254,254 241,255,235 244,253,250 247,247,255 252,248,254 255,255,238 255,255,234 255,253,246 255,247,255 255,249,255 253,255,243 250,255,228 251,255,239 252,250,255 255,244,255 255,245,255 255,249,255 255,251,255 255,251,255 255,250,255 254,248,255 252,246,255 253,248,255 254,251,255 255,252,255 252,249,255 251,248,255 250,250,255 251,251,255 247,247,253 244,244,250 246,246,252 252,252,255 254,254,254 254,254,254 255,255,255 255,255,255 244,244,244 233,233,233 235,235,235 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 249,250,255 249,251,255 251,253,254 254,255,251 255,255,247 255,255,246 255,254,246 255,251,248 255,252,253 255,250,255 255,249,255 255,252,255 255,255,255 253,255,249 251,255,247 248,255,241 255,255,241 248,255,234 245,251,232 250,255,242 253,255,248 253,255,252 249,253,254 250,251,255 251,249,255 248,244,255 241,233,255 221,211,255 175,162,218 118,105,167 88,73,141 84,68,139 47,69,105 51,68,111 59,67,120 63,66,121 66,68,116 69,77,107 74,88,100 76,98,96 102,129,126 100,127,137 104,127,153 113,129,171 127,137,184 137,145,185 145,151,180 148,155,175 155,152,197 151,148,193 151,149,191 152,150,192 141,139,181 123,122,162 113,112,152 114,113,152 113,112,151 113,113,149
244,242,255 246,244,255 248,246,255 250,250,255 251,253,255 251,254,255 251,253,253 250,254,249 253,255,249 254,255,248 255,255,250 255,253,248 255,252,248 255,252,251 255,251,252 255,251,252 232,239,248 237,242,251 242,248,255 251,254,255 255,253,255 255,252,255 255,248,255 255,242,250 255,245,255 255,245,255 255,245,255 255,244,255 249,243,255 247,242,255 246,242,255 246,241,255 252,249,255 248,242,255 244,233,255 247,231,255 250,236,255 253,244,255 255,250,255 253,252,248 252,251,247 253,248,250 255,250,255 255,246,255 248,236,254 252,241,249 255,252,245 253,250,235 251,255,247 249,255,247 250,255,251 253,255,254 252,255,253 252,253,249 254,254,248 255,255,249 255,255,247 255,255,244 255,255,244 255,255,247 254,255,250 254,255,253 254,255,253 254,255,251 246,255,235 250,254,249 254,250,255 254,251,253 255,255,236 255,255,232 255,255,246 255,251,255 255,250,255 254,255,248 252,255,237 254,255,243 255,252,255 255,248,255 255,252,255 255,255,242 255,247,255 255,247,255 254,248,255 253,248,255 252,247,255 253,249,255 252,251,255 253,252,255 247,249,255 250,253,255 251,254,255 249,254,255 243,248,249 239,245,244 242,248,247 246,252,251 253,253,253 251,251,251 254,254,254 255,255,255 244,244,244 231,231,231 233,233,233 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 250,241,255 251,245,255 253,249,255 253,254,250 254,255,241 255,255,236 255,255,237 254,252,242 255,250,253 255,247,255 255,247,255 253,248,255 252,253,255 250,255,248 249,255,240 249,255,234 238,255,228 242,255,232 244,255,239 246,255,244 246,255,248 243,254,251 238,247,251 235,240,255 189,190,216 114,111,150 65,58,109 74,63,125 74,62,134 53,39,117 60,44,128 95,78,165 122,149,183 146,165,208 179,186,241 205,203,255 220,211,255 230,221,255 239,236,255 244,247,255 215,224,237 214,228,247 217,230,255 221,234,255 223,241,255 227,247,255 231,255,255 234,255,247 247,245,255 242,240,255 241,239,255 245,243,255 245,243,255 240,238,255 239,238,255 241,240,255 236,236,255 236,236,255
238,248,255 240,251,255 246,255,255 248,255,255 248,255,255 250,255,255 250,255,254 252,252,252 255,254,254 255,252,254 255,251,254 255,251,255 255,251,255 255,250,255 255,248,255 255,248,255 208,255,255 213,255,255 223,255,255 234,255,255 243,255,254 250,255,252 254,255,250 255,253,248 255,251,251 255,249,253 255,245,255 255,242,255 255,238,255 255,235,255 253,235,255 248,233,255 249,250,255 247,246,255 245,240,255 247,240,255 250,244,255 251,249,255 250,252,252 247,254,239 247,254,233 250,253,238 255,255,251 255,249,255 250,240,246 255,248,244 255,255,239 255,255,224 244,254,248 247,255,248 251,255,249 251,255,249 249,251,245 244,244,238 249,247,239 255,255,247 255,255,246 255,255,246 255,255,246 255,255,244 255,255,244 254,255,246 254,255,248 252,255,251 252,254,242 255,251,255 255,250,255 255,250,255 254,254,240 251,255,234 254,255,245 255,252,255 255,251,255 254,255,250 253,255,240 255,255,245 255,255,254 255,255,252 255,255,238 255,255,220 253,249,255 253,249,255 254,250,255 255,252,255 253,252,255 252,252,255 248,249,253 243,247,248 244,249,247 249,255,251 250,255,251 248,255,249 245,255,246 243,255,243 243,255,245 245,255,246 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 245,245,245 245,245,245 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 251,237,255 251,240,255 253,246,255 253,251,250 255,255,241 254,255,235 252,254,234 252,252,240 253,248,249 253,247,255 251,245,255 247,244,255 241,244,249 240,248,241 242,255,238 246,255,236 241,255,255 241,255,255 240,255,255 230,244,250 215,228,236 180,192,204 120,130,147 70,76,99 57,61,90 65,67,102 89,88,130 134,131,180 184,179,234 221,214,255 238,230,255 241,233,255 220,240,255 217,228,255 219,217,255 236,220,255 255,232,255 255,237,255 255,237,255 254,232,255 246,231,255 244,233,255 240,234,255 236,235,255 232,239,255 232,246,252 233,255,236 235,255,228 243,242,255 238,237,253 237,236,252 241,240,255 245,245,255 247,247,255 249,249,255 251,251,255 247,247,255 247,247,255
240,255,242 244,255,247 244,255,248 246,255,251 248,255,254 249,254,255 252,252,255 254,250,255 255,248,255 253,244,255 255,245,255 255,248,255 255,250,255 255,250,255 255,248,255 255,250,255 207,255,255 213,255,254 220,255,251 230,255,247 240,255,244 244,255,243 246,255,242 247,255,241 253,255,247 255,255,249 255,252,254 255,248,255 255,244,255 255,242,255 246,240,255 243,240,255 250,254,249 248,253,251 248,251,255 249,250,255 250,251,255 249,253,254 246,255,242 244,255,228 246,255,225 247,255,227 251,255,240 245,243,242 238,233,235 250,247,239 255,255,237 255,255,225 245,251,255 244,254,254 250,255,248 251,255,247 252,255,246 245,244,240 250,247,242 255,255,248 255,255,246 255,255,248 255,255,248 255,255,244 255,255,240 254,255,241 252,255,248 252,254,254 255,251,248 255,249,255 255,248,255 254,249,255 249,252,243 246,255,235 248,254,243 249,253,254 249,249,255 249,251,251 251,254,245 255,255,247 255,255,251 255,255,242 255,255,223 255,255,205 255,254,255 255,253,255 254,251,253 254,254,254 255,255,255 252,255,253 243,247,242 233,240,233 232,240,230 240,250,238 247,255,244 246,255,243 245,255,241 246,255,242 243,255,239 241,255,237 249,249,249 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 248,248,248 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 252,240,255 253,243,255 253,246,255 255,249,254 255,252,248 254,253,243 253,252,242 251,252,243 252,253,249 253,253,253 250,251,255 245,249,254 240,246,251 237,247,247 239,250,248 240,254,250 226,229,255 236,240,255 217,221,255 151,157,200 78,84,125 49,55,92 68,75,108 98,106,135 168,175,202 211,219,242 240,248,255 232,239,255 218,225,245 225,232,252 236,243,255 238,245,255 248,255,255 249,248,255 249,236,255 255,232,255 255,234,255 255,239,255 255,239,255 255,237,248 255,247,255 255,244,255 255,242,255 255,241,255 250,244,255 251,252,255 253,255,241 253,255,231 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 250,249,253 245,244,248 241,240,242 250,249,251 250,249,251
246,255,241 245,255,241 244,255,243 240,251,243 239,244,245 243,242,251 250,245,255 255,247,255 251,242,255 248,237,255 249,239,255 255,248,255 255,253,255 255,254,253 255,254,246 255,255,247 244,255,249 248,255,246 254,254,242 255,252,239 255,255,237 255,255,237 249,255,237 241,255,236 243,255,241 247,255,243 250,255,247 252,255,250 250,255,254 242,255,255 233,255,255 227,255,255 252,255,241 253,255,243 252,255,244 249,254,245 246,249,247 243,249,244 243,253,236 243,255,227 243,255,221 244,255,227 245,255,243 235,236,250 227,222,249 238,236,255 250,255,253 244,255,235 242,244,255 236,244,255 238,251,243 249,255,246 253,255,251 250,248,248 253,248,245 255,255,248 255,255,248 255,253,253 255,253,254 255,255,247 255,255,239 252,255,240 250,255,250 250,251,255 255,253,249 255,252,255 255,249,255 249,250,254 245,253,243 241,255,237 241,254,240 244,251,248 243,246,250 248,245,254 251,246,255 255,247,255 255,251,255 255,255,245 255,255,223 255,255,207 255,254,255 254,249,250 249,244,245 251,249,248 255,255,254 255,255,254 247,248,244 236,237,233 231,235,229 240,244,238 245,253,243 247,255,245 247,255,245 248,255,246 243,253,241 236,246,234 239,239,239 249,249,249 253,253,253 250,250,250 251,251,251 254,254,254 249,249,249 239,239,239 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,249,254 255,248,255 255,248,255 255,249,255 255,249,255 255,250,255 254,251,253 252,253,249 251,255,247 246,254,243 243,253,241 242,252,246 243,252,255 240,248,255 233,237,255 227,230,255 226,217,255 152,144,227 78,72,149 58,54,125 88,85,147 135,136,187 189,193,234 231,236,255 237,244,255 234,243,255 236,247,251 244,255,254 244,255,251 245,255,247 243,255,244 245,255,244 240,244,232 253,250,245 255,253,255 255,249,255 255,240,243 255,237,230 255,243,226 255,251,231 255,254,241 254,249,251 248,241,255 246,238,255 247,240,255 251,247,255 255,255,247 255,255,239 244,242,241 248,246,245 253,251,250 255,254,253 255,255,254 255,255,252 255,255,252 255,254,250 255,255,252 255,255,252
250,255,250 246,252,247 242,244,244 234,235,239 232,228,239 235,230,245 246,238,255 254,246,255 248,241,255 243,237,248 242,241,245 248,252,247 251,255,247 249,255,239 246,255,234 248,255,233 255,251,243 255,249,241 255,247,240 255,247,240 255,251,242 255,253,242 255,255,241 245,255,240 240,255,241 239,255,241 241,255,242 241,255,242 241,255,243 235,255,244 228,255,245 223,255,245 255,255,245 255,255,242 255,255,239 249,251,239 245,243,242 242,241,243 243,247,242 244,255,238 235,252,225 237,252,238 240,247,255 230,227,255 218,210,255 223,219,255 229,232,255 218,228,255 231,229,255 220,225,255 219,233,232 235,247,235 246,251,249 248,244,250 248,241,244 254,245,241 255,254,251 255,250,255 255,250,255 255,255,251 254,255,240 252,255,240 249,254,255 247,246,255 255,255,242 255,255,247 252,253,249 245,252,249 237,253,242 236,255,238 235,255,236 237,251,239 240,245,246 245,239,255 251,236,255 255,237,255 255,241,255 255,249,255 254,255,237 252,255,224 255,252,255 249,242,247 242,235,240 248,241,246 255,253,255 255,253,255 255,250,255 245,241,247 246,242,248 253,249,255 255,252,255 255,252,255 255,252,255 253,252,255 246,245,254 235,234,243 237,237,237 254,254,254 255,255,255 252,252,252 250,250,250 255,255,255 250,250,250 236,236,236 241,241,241 247,247,247 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,239 255,255,244 255,253,254 255,251,255 255,248,255 255,249,255 255,251,255 253,255,255 243,251,241 234,246,228 228,241,225 232,245,237 239,248,255 237,240,255 222,221,255 207,202,255 87,77,160 59,50,131 76,68,145 152,144,214 211,207,255 221,218,255 220,221,255 233,237,255 246,251,255 245,254,255 248,255,254 248,255,248 250,255,245 244,255,235 244,255,234 249,255,237 247,255,251 247,252,253 245,246,255 245,243,255 246,245,254 245,251,250 243,255,248 240,255,250 232,253,255 225,244,255 222,234,255 224,231,255 230,233,255 236,239,255 241,245,250 243,248,239 255,255,251 255,255,251 255,255,251 255,255,251 255,253,248 255,253,248 255,254,249 255,255,250 255,253,248 255,253,248
247,236,255 255,248,255 255,248,255 239,229,246 233,224,237 248,240,251 255,252,255 255,252,254 254,255,253 241,245,239 231,241,228 233,249,231 240,255,238 241,255,240 235,255,233 228,255,228 255,245,246 255,232,235 255,239,244 255,245,251 255,238,247 255,246,253 248,244,250 239,246,249 232,244,244 242,255,252 246,255,251 244,254,241 245,255,236 251,255,238 251,255,235 245,255,229 255,247,247 255,255,248 255,255,241 243,241,231 236,229,234 242,232,249 247,241,255 246,249,254 234,242,241 233,242,255 197,198,254 99,89,196 103,87,228 135,122,255 135,133,255 152,159,255 181,173,255 203,207,255 225,240,249 239,254,246 243,248,249 243,236,249 233,225,232 249,240,236 255,254,254 250,235,249 255,244,255 255,253,255 250,255,237 248,255,242 232,235,249 245,240,255 240,246,229 219,225,214 225,234,231 229,242,244 237,255,255 237,255,254 209,232,217 227,245,228 243,250,247 254,244,255 255,235,255 245,217,255 255,236,255 241,226,255 252,249,255 251,255,249 255,246,254 253,242,250 253,242,250 255,247,255 255,251,255 255,249,255 255,247,255 255,247,255 236,224,242 235,224,244 242,230,252 254,241,255 255,246,255 255,243,255 250,237,255 247,233,255 243,243,243 246,246,246 250,250,250 253,253,253 254,254,254 253,253,253 250,250,250 248,248,248 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 249,254,225 255,255,238 255,255,246 250,246,251 247,242,255 253,247,255 251,248,255 244,247,252 250,255,254 235,246,236 222,235,227 244,255,255 237,243,255 217,218,255 136,130,187 63,55,120 73,67,122 140,134,187 210,206,255 240,236,255 237,235,255 235,233,255 240,240,255 246,246,255 245,247,255 247,250,255 251,253,254 253,255,254 254,255,251 251,253,247 250,253,244 252,255,246 222,241,255 210,226,255 213,227,255 209,219,255 191,203,255 172,191,255 140,167,241 137,169,245 113,147,236 99,131,231 90,115,225 67,86,191 79,93,176 138,152,201 236,251,255 219,234,230 253,249,244 252,248,243 252,248,243 253,249,244 255,253,248 255,255,250 255,254,251 255,253,250 255,254,251 255,251,248
253,233,255 254,236,255 252,236,255 246,233,249 243,233,239 248,242,237 254,253,239 255,255,240 248,255,235 238,252,228 235,254,233 239,255,247 234,255,251 223,253,248 221,251,252 227,255,255 233,241,255 220,232,250 224,241,255 225,248,255 218,243,255 221,245,255 224,244,255 227,243,255 219,231,255 231,241,255 241,247,255 249,248,250 255,251,244 255,253,240 255,249,232 255,241,220 255,248,255 255,255,252 255,255,243 252,248,237 246,235,243 246,232,255 251,237,255 252,246,255 246,249,255 234,239,255 179,176,255 52,37,188 29,9,205 35,20,225 18,16,200 23,32,195 47,34,162 122,124,202 206,221,240 235,252,249 245,251,255 254,248,255 253,244,254 255,255,251 255,253,253 247,230,251 244,229,255 248,243,252 244,254,237 248,255,247 238,242,255 211,202,255 243,247,255 222,229,249 214,225,253 212,225,255 209,226,255 217,237,255 227,249,247 243,255,244 250,255,246 254,244,255 255,235,255 250,219,255 255,236,255 245,234,255 248,251,255 245,254,255 255,255,254 255,255,254 254,249,248 254,248,249 255,248,251 255,248,253 255,247,255 255,250,255 255,250,255 255,246,255 255,246,255 255,247,255 255,246,255 254,237,255 247,230,255 244,226,255 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,232 255,255,239 255,255,245 255,255,251 253,255,255 245,248,253 240,243,251 236,242,249 241,248,255 246,252,255 244,251,255 222,226,250 200,201,235 80,77,122 59,55,107 109,103,160 206,206,222 230,230,246 250,251,255 251,251,255 243,243,255 237,238,248 229,228,237 219,219,225 250,248,254 254,250,255 255,253,255 255,252,255 255,249,255 251,243,254 247,238,251 244,235,248 120,136,219 68,81,179 45,53,174 35,41,184 28,33,196 16,27,201 0,11,194 0,16,206 0,18,214 1,24,224 0,16,209 3,19,186 25,40,163 128,144,213 224,245,255 214,238,228 243,238,235 241,236,233 241,236,233 243,238,235 248,243,242 252,247,246 254,249,248 255,250,249 255,251,250 254,249,248
