50 170
236,249,255 240,251,255 247,253,252 255,255,247 255,255,243 255,255,242 255,255,242 255,255,244 255,254,246 253,253,253 250,253,255 249,252,255 250,251,255 251,250,255 252,249,255 254,250,255 255,242,255 238,242,255 221,249,255 223,254,255 243,251,255 255,241,255 255,236,254 255,240,255 255,245,255 255,251,255 255,249,255 255,238,254 255,236,255 255,246,255 253,250,255 227,249,255 253,253,255 251,254,255 249,253,255 246,252,255 244,253,255 246,252,255 250,253,255 254,252,255 255,249,255 255,249,255 255,250,253 255,252,255 255,255,255 251,255,254 244,255,252 238,253,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 252,246,255 253,248,255 254,250,255 253,253,253 252,255,251 252,255,248 250,255,246 249,255,244 248,255,242 250,255,244 250,255,245 247,255,244 246,255,245 249,255,250 249,255,251 245,252,249 255,253,255 255,253,253 252,253,251 252,252,255 250,250,255 246,247,255 242,249,255 242,255,241 246,255,231 242,255,225 245,254,241 255,249,255 255,243,255 255,239,255 255,251,241 255,255,230 239,255,205 226,255,222 228,243,255 215,221,255 165,168,255 112,114,255 57,60,235 4,8,203 15,21,218 4,9,201 23,18,217 35,8,225 93,51,255 200,161,255 248,228,255 255,255,230 244,255,212 247,255,222 254,255,239 255,250,255 255,242,255 252,239,255 250,243,255 248,251,255 248,255,244 239,255,226 237,255,217 242,255,219 248,255,226 249,255,231 252,251,237 255,247,243 255,253,232 255,252,236 255,249,245 253,246,253 246,245,255 242,243,255 237,244,255 238,245,254 245,253,252 244,254,242 242,254,236 242,255,236 241,255,242 240,255,248 235,255,252 232,254,252 245,251,255 245,252,255 245,254,255 245,255,254 245,255,253 245,255,251 245,255,251 247,255,253 245,253,253 246,253,255 247,254,255 248,255,255 248,255,251 247,255,246 247,255,241 246,255,237 255,253,248 255,253,248 255,253,248 255,254,250 255,254,250 254,255,253 252,254,254 250,255,254 250,255,255 248,255,255
240,252,255 242,253,255 249,255,254 254,255,250 255,255,246 255,255,244 255,255,243 255,255,244 255,255,251 255,255,255 251,254,255 250,253,255 250,252,255 251,251,255 255,251,255 255,251,255 255,249,255 249,250,254 230,254,254 230,255,255 244,255,255 255,245,254 255,242,255 255,247,255 253,245,255 250,253,255 255,247,254 255,233,242 255,231,239 255,241,248 255,253,253 234,255,252 255,254,255 253,254,255 250,253,255 247,254,255 247,253,255 247,253,255 249,253,255 255,254,255 255,253,255 255,253,255 255,252,255 255,253,254 255,255,255 249,254,252 243,252,249 237,251,247 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 247,247,247 251,251,251 254,254,254 253,253,253 253,253,253 255,255,255 255,251,255 255,251,255 255,253,255 254,254,254 254,255,251 251,255,249 248,255,245 248,255,244 240,249,236 242,252,240 244,254,242 242,250,243 245,251,246 250,255,253 251,255,255 249,253,254 251,255,249 251,255,255 248,246,255 240,237,252 240,239,248 249,250,246 252,255,245 250,253,244 243,244,240 245,246,242 246,250,239 244,252,235 249,255,243 251,254,255 247,241,255 239,226,255 230,236,255 229,225,255 156,145,242 72,62,168 50,46,151 44,45,159 45,48,182 69,78,219 103,121,244 113,138,236 106,123,226 90,84,227 48,18,191 93,59,200 233,216,255 235,236,216 246,255,230 251,255,239 255,255,248 255,253,254 255,250,255 255,248,253 254,252,251 251,255,247 247,255,242 236,252,235 232,247,233 238,249,239 246,252,247 251,252,248 255,251,248 255,254,249 255,248,245 255,251,249 255,253,254 252,251,255 243,247,252 237,246,249 239,250,247 244,255,244 249,255,243 247,255,236 246,255,234 244,254,238 244,254,248 242,252,255 240,250,255 237,248,255 249,249,255 249,249,255 249,251,255 249,252,255 249,254,255 249,254,255 249,254,255 249,253,255 249,251,255 250,252,255 250,252,255 251,253,255 248,251,255 247,252,250 248,255,248 250,255,247 255,253,248 255,253,248 255,254,249 255,255,251 255,255,252 255,255,254 253,255,254 251,255,255 250,255,255 250,255,255
245,254,255 247,254,255 251,255,255 255,255,251 255,255,248 255,255,246 255,255,246 255,255,247 255,255,252 255,255,255 253,255,255 252,253,255 254,253,255 255,253,255 255,253,254 255,253,254 255,255,238 255,255,236 239,255,239 233,255,244 242,255,247 255,251,250 255,249,253 255,253,255 240,249,252 237,255,255 243,248,249 249,233,234 255,227,226 255,239,233 255,255,243 243,255,245 255,254,255 255,254,255 252,254,255 251,254,255 250,255,255 248,255,255 250,255,255 253,254,255 255,253,255 255,254,255 255,252,255 255,253,254 255,254,254 251,253,253 246,253,250 241,250,247 243,243,243 247,247,247 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 239,239,239 245,245,245 253,253,253 255,255,255 255,255,255 255,255,255 255,253,255 255,254,254 255,255,255 254,255,253 253,254,250 250,254,249 249,253,247 246,253,246 238,244,239 242,248,243 243,248,246 242,247,246 245,249,250 252,253,255 253,253,255 252,252,255 236,253,244 243,255,255 247,249,255 240,239,248 244,241,236 255,254,236 255,255,245 255,253,255 255,245,255 255,247,255 255,255,247 249,255,233 236,255,231 221,237,253 215,215,255 215,204,255 138,110,255 79,46,215 40,7,168 59,38,161 107,100,181 157,156,224 193,191,255 209,213,255 219,243,255 213,255,241 208,251,238 206,220,255 123,103,240 52,21,166 196,183,255 247,255,253 249,252,255 252,253,255 255,254,255 255,255,254 255,255,246 255,255,239 255,255,236 255,255,240 251,255,246 240,241,251 233,229,255 237,230,255 246,236,255 253,243,255 255,250,255 255,255,252 255,250,251 255,254,255 255,255,255 250,255,254 240,250,244 236,250,239 242,255,241 249,255,243 255,255,241 255,255,239 254,254,240 253,250,245 251,250,254 248,248,255 246,247,255 244,246,255 252,249,255 252,250,255 252,251,255 252,252,255 252,253,255 252,254,255 252,253,255 254,252,255 253,250,255 255,251,255 255,251,255 250,246,255 245,243,249 244,243,245 249,250,248 254,255,250 255,253,248 255,254,249 255,254,249 255,255,251 255,255,252 255,255,254 253,255,254 253,255,255 251,255,255 251,255,255
246,251,254 248,252,253 251,253,253 254,255,251 255,255,251 255,255,251 255,255,251 255,255,251 254,252,251 252,252,252 254,253,255 255,254,255 255,255,255 255,255,254 255,254,251 255,254,250 255,255,225 255,255,227 242,255,229 233,255,237 239,255,241 249,254,245 253,251,250 245,253,253 231,255,255 227,255,255 233,255,253 239,240,238 246,231,228 250,239,231 248,255,240 239,255,244 255,253,254 255,253,254 255,255,255 253,255,255 251,255,255 250,255,255 249,254,255 250,254,255 251,253,254 252,251,253 254,252,252 255,253,253 255,255,255 255,255,255 251,253,253 249,251,251 242,242,242 246,246,246 251,251,251 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 248,248,248 242,242,242 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 253,254,250 254,255,251 254,255,251 254,255,253 254,255,253 253,254,252 250,252,252 249,251,251 248,250,251 251,252,255 251,251,255 251,249,255 251,248,255 254,250,255 254,250,255 251,247,255 233,245,255 241,254,255 248,255,249 253,255,242 250,247,233 249,237,233 255,239,244 255,247,255 255,238,245 255,251,253 247,246,250 225,232,247 226,237,255 209,223,255 125,138,230 27,39,147 44,20,182 51,20,189 129,97,246 216,197,255 242,234,255 245,236,255 249,231,255 235,221,255 242,253,251 221,255,187 230,255,200 226,243,255 177,156,255 50,19,182 119,110,200 221,242,243 246,242,255 247,243,255 250,247,255 254,251,253 255,255,242 255,255,235 255,255,234 255,255,240 255,255,252 250,241,255 242,228,255 245,227,255 250,234,255 254,241,255 255,248,255 255,254,255 254,255,246 253,255,247 250,255,248 244,255,247 240,253,245 239,251,245 246,253,250 254,254,254 255,252,255 255,251,254 255,249,255 255,249,255 255,250,255 254,252,255 250,252,255 247,253,255 255,253,254 255,254,253 255,255,251 255,255,250 255,255,248 255,255,248 255,255,250 255,255,251 255,251,250 255,252,253 255,251,252 249,244,245 242,238,237 241,238,233 248,246,238 255,255,245 255,255,250 255,255,250 255,255,250 255,255,251 255,255,251 255,255,251 254,255,253 254,255,253 253,255,254 253,255,255
246,248,248 249,249,249 250,250,250 252,253,251 254,255,253 255,255,254 255,255,255 255,255,255 244,244,244 247,247,247 253,251,251 255,255,254 255,255,252 255,255,251 255,255,248 255,254,245 255,253,231 255,255,233 241,255,238 234,255,241 239,255,245 249,255,250 249,254,252 239,253,251 227,255,255 221,255,255 228,255,255 235,247,249 238,237,239 237,239,239 235,250,246 230,255,252 255,253,253 255,253,253 255,255,254 255,255,254 253,255,254 250,255,253 247,254,251 246,252,251 247,253,252 248,253,252 250,252,252 253,253,253 255,254,254 255,253,253 252,250,250 251,246,248 243,243,243 248,248,248 254,254,254 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 249,254,245 252,254,248 253,255,249 254,255,251 254,255,253 254,253,255 254,253,255 253,251,255 255,252,255 255,251,255 255,251,255 255,248,255 254,247,255 255,249,255 255,249,255 252,245,255 246,250,255 248,253,254 253,255,242 255,255,238 248,245,231 230,219,222 239,223,234 255,247,251 255,254,254 237,233,245 230,224,255 221,210,255 147,139,255 50,53,161 23,47,119 59,96,140 139,151,209 209,209,255 237,228,255 229,220,253 242,234,227 253,235,236 255,221,255 255,232,255 255,250,255 255,255,209 248,255,213 220,222,255 161,130,255 61,29,214 135,136,226 209,249,231 239,235,255 240,236,255 242,240,255 247,245,251 254,251,246 255,255,244 255,255,246 255,255,251 255,253,255 255,245,255 253,240,255 255,242,255 255,246,255 254,247,255 253,251,255 255,254,255 248,255,247 245,255,244 240,255,241 239,255,244 242,255,250 247,255,254 249,251,255 255,245,255 255,243,255 255,244,255 255,246,255 255,249,255 255,253,255 255,255,246 252,255,239 247,255,236 255,254,250 255,254,250 255,255,248 255,255,248 255,255,248 255,255,248 255,255,248 255,255,250 255,251,248 255,253,250 255,252,251 250,245,244 243,238,237 242,237,234 249,244,241 255,252,249 255,255,252 255,255,252 255,255,251 255,254,250 255,252,248 252,251,247 251,249,248 251,249,248 255,255,254 255,255,254
251,247,246 250,248,247 252,250,250 252,251,253 251,253,254 252,253,255 253,254,255 253,254,255 241,243,244 246,246,246 252,250,249 255,255,250 255,255,249 255,255,248 255,255,245 255,255,244 255,251,248 252,255,251 242,255,251 238,255,248 244,255,249 255,255,249 255,255,251 247,255,248 234,255,249 230,255,254 234,255,255 239,251,255 239,241,251 232,238,249 226,242,254 222,246,255 255,253,251 255,254,251 255,255,252 255,255,252 255,254,250 249,253,248 244,251,246 240,250,244 245,255,253 247,255,253 250,255,255 251,255,255 253,253,253 252,247,249 247,240,243 243,234,237 245,245,245 251,251,251 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 249,249,249 255,255,255 248,253,244 249,254,245 250,254,248 253,254,252 254,254,254 255,254,255 255,252,255 255,250,255 255,247,255 255,249,255 255,249,255 255,247,255 255,247,255 255,250,255 255,250,255 255,247,255 255,253,255 254,247,250 255,251,250 255,255,251 245,248,239 228,233,224 232,239,234 246,253,255 228,230,255 231,224,255 184,167,255 86,68,205 29,15,146 61,63,157 139,160,205 195,227,240 209,255,203 230,255,239 240,249,253 248,245,237 255,255,234 255,255,245 255,238,255 255,216,255 255,233,254 253,253,217 249,255,235 223,208,255 103,62,254 31,0,188 176,191,255 203,255,207 236,239,255 237,240,254 238,243,246 242,246,241 250,249,245 255,250,255 255,248,255 255,246,255 255,245,255 255,248,250 255,253,240 255,255,234 255,255,233 251,255,236 250,254,248 253,255,255 241,247,255 237,245,252 232,244,246 237,251,247 246,255,251 250,255,252 254,255,253 255,246,252 255,244,255 255,244,255 255,247,255 255,250,255 255,254,250 255,255,239 249,255,231 245,255,226 255,252,255 255,252,255 255,251,255 255,251,255 255,251,255 255,251,255 255,251,255 255,250,255 255,249,255 255,251,255 255,252,255 255,246,255 250,240,252 249,239,251 254,244,255 255,249,255 255,255,254 255,254,253 255,253,252 254,252,251 254,250,249 253,249,248 252,248,247 250,248,247 255,255,254 255,255,254
255,252,247 255,252,249 255,252,253 253,252,255 250,253,255 249,252,255 248,251,255 249,252,255 247,248,252 250,250,250 255,252,248 255,254,246 255,255,246 255,255,246 255,255,246 255,255,245 249,249,255 248,252,255 243,251,255 241,246,247 247,246,242 255,253,244 255,255,244 255,255,241 251,255,240 247,255,244 246,255,247 248,253,252 247,247,253 242,242,255 235,242,255 232,243,255 255,254,251 255,254,251 255,255,252 255,254,251 255,253,248 249,251,245 241,248,241 236,246,240 242,255,250 243,255,251 246,255,254 250,255,255 253,252,254 251,244,247 246,234,240 242,226,233 245,245,245 252,252,252 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 253,253,253 255,255,255 254,254,254 255,255,255 253,253,253 247,247,247 243,243,243 247,247,247 255,255,255 248,255,246 248,255,248 251,255,250 252,255,253 254,253,255 255,252,255 255,249,255 255,249,255 253,245,255 255,247,255 255,249,255 255,247,254 255,249,254 255,253,255 255,254,255 255,252,251 255,250,247 255,245,254 255,242,255 250,245,255 241,252,250 229,254,240 212,243,242 198,219,255 174,178,255 100,91,232 34,21,167 49,40,157 136,134,210 216,219,255 236,240,255 220,223,251 237,255,205 217,244,205 235,240,239 255,253,255 253,237,221 255,230,216 255,235,247 255,222,247 255,236,238 240,237,216 242,239,254 210,185,255 80,39,231 62,38,204 207,232,255 221,255,202 239,251,251 239,253,242 238,254,231 241,255,228 247,255,236 255,252,254 255,245,255 255,240,255 255,240,255 255,248,249 255,255,229 255,255,212 249,255,204 240,251,211 243,250,235 250,255,255 234,229,255 232,232,255 235,238,252 241,248,251 247,255,250 251,255,248 255,255,248 255,251,248 255,249,253 255,247,255 255,248,255 255,249,252 255,251,242 248,255,233 244,255,229 242,255,225 255,251,255 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 255,250,255 255,251,255 255,252,255 255,253,255 255,253,255 255,252,255 255,248,255 253,246,255 254,246,255 255,247,255 253,252,254 253,252,254 252,251,253 254,252,252 254,252,252 255,251,250 255,251,250 255,251,250 255,255,254 255,255,254
255,255,249 255,255,251 255,254,255 253,253,255 249,251,255 246,250,255 245,249,255 246,249,255 253,254,255 255,255,254 254,254,248 252,253,244 250,253,244 249,254,245 248,255,249 248,255,251 245,249,255 246,248,255 243,243,255 241,235,240 247,235,233 255,246,237 255,254,237 255,255,234 255,255,236 255,255,237 255,255,239 255,255,246 255,254,251 255,250,253 255,248,255 255,248,255 255,254,253 255,254,253 255,254,251 255,253,250 255,252,247 249,249,243 239,246,239 234,245,237 237,252,244 238,254,247 241,255,252 248,255,255 252,254,255 252,245,250 248,234,240 243,225,232 244,244,244 251,251,251 255,255,255 255,255,255 252,252,252 248,248,248 251,251,251 255,255,255 255,255,255 251,251,251 248,248,248 246,246,246 242,242,242 240,240,240 246,246,246 254,254,254 250,255,251 250,255,253 250,255,254 252,254,255 253,252,255 254,250,255 255,248,255 255,247,254 255,249,255 255,253,255 255,253,255 255,252,251 255,253,249 255,255,248 255,255,247 253,254,244 255,243,253 255,248,255 255,248,255 240,241,255 230,245,255 215,241,255 174,199,255 128,145,248 40,49,183 36,39,177 83,86,195 170,176,241 229,232,255 236,232,251 247,229,255 255,240,255 237,255,226 251,254,255 248,231,255 251,226,255 255,249,255 255,255,240 255,249,223 255,255,229 244,245,213 240,245,230 240,239,255 138,117,239 56,26,191 136,124,244 214,243,247 224,255,190 244,255,252 241,255,239 238,255,224 237,255,216 244,255,223 249,255,242 255,249,255 255,241,255 255,241,255 255,246,255 255,254,238 255,255,216 239,247,200 229,239,203 233,243,226 244,253,250 231,224,245 236,230,247 241,240,249 245,250,249 249,255,249 254,255,250 255,254,253 255,251,255 255,248,255 255,246,255 255,245,255 255,244,252 245,248,239 239,255,229 237,255,226 237,255,224 254,255,246 254,255,246 254,255,248 254,255,250 254,255,251 254,255,250 254,255,248 252,255,246 250,255,241 251,255,240 252,255,241 253,255,244 253,255,247 252,255,248 250,253,251 249,251,251 247,248,255 249,248,255 250,250,255 253,251,255 255,251,255 255,253,255 255,254,255 255,255,254 255,255,254 255,255,254
255,255,247 255,254,250 255,253,254 252,252,255 247,251,255 245,251,255 245,251,255 249,252,255 251,253,254 251,252,248 255,255,249 238,243,234 227,238,230 216,231,227 228,250,248 221,244,246 237,250,255 235,244,255 231,233,244 230,225,234 235,229,234 247,243,242 254,254,248 255,255,248 253,255,245 252,255,244 249,255,243 247,254,239 250,252,240 255,253,242 255,252,245 255,250,244 245,250,249 244,246,246 255,255,254 253,249,248 255,253,250 255,255,251 224,226,220 225,233,226 230,245,237 239,255,250 241,255,252 246,255,255 248,252,253 248,241,246 255,246,253 255,246,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 248,248,248 255,255,255 255,255,255 244,244,244 231,231,231 225,230,231 250,254,255 251,255,255 253,254,255 250,249,253 250,244,249 255,253,255 255,252,255 255,251,252 255,254,253 255,253,250 254,252,244 253,254,244 255,255,246 253,255,243 249,255,238 255,244,255 255,245,255 237,236,245 233,240,255 216,224,255 143,148,251 58,63,196 25,34,167 47,63,169 132,156,222 209,233,255 232,244,255 235,232,255 255,238,255 255,243,255 255,236,255 254,247,255 245,229,255 255,230,255 255,237,255 255,239,255 255,254,235 255,255,219 244,255,207 244,255,231 229,242,255 188,185,255 57,39,170 74,56,187 193,191,255 221,246,236 237,255,207 231,241,248 239,253,247 229,254,228 225,254,215 241,255,228 243,255,236 233,241,234 255,250,255 243,224,249 255,242,255 255,248,255 255,248,250 255,247,240 249,251,239 245,255,243 246,255,249 252,242,248 248,242,243 251,248,244 254,255,248 253,255,248 253,255,247 254,252,251 255,251,255 255,246,255 255,244,255 255,246,255 251,245,255 239,245,252 229,247,240 228,255,239 225,255,236 246,255,245 241,255,242 241,255,244 239,251,245 242,253,250 246,255,252 241,253,241 237,251,233 229,246,219 246,255,233 248,255,234 241,255,228 238,255,228 247,255,243 247,255,247 237,248,240 240,242,255 242,242,255 243,243,255 234,232,244 252,249,255 255,253,255 248,243,245 255,254,255 255,254,253 255,254,253
255,255,246 255,255,248 255,253,254 250,252,255 247,250,255 245,251,255 245,251,255 249,253,255 244,246,246 241,243,237 251,255,247 236,247,239 232,251,248 215,244,248 220,255,255 213,255,255 205,247,255 210,243,255 215,236,255 214,232,255 214,236,255 215,246,255 210,251,255 205,250,255 208,251,255 204,248,255 207,252,255 218,255,255 227,255,252 239,255,246 239,240,224 235,222,206 241,255,255 242,254,255 250,255,255 245,245,245 249,244,243 255,255,252 255,253,248 248,252,246 243,255,248 239,255,247 236,254,247 239,253,249 234,239,240 234,228,233 240,225,233 237,216,225 222,222,222 207,207,207 193,193,193 191,191,191 192,192,192 186,186,186 172,172,172 161,161,161 152,152,152 149,149,149 147,147,147 138,138,138 118,118,118 128,128,128 117,117,117 130,130,130 200,203,211 240,244,249 247,250,255 247,248,252 251,248,250 249,244,246 255,253,254 255,254,253 247,242,239 255,255,251 255,255,249 251,252,242 243,247,236 249,255,243 251,255,247 251,255,247 219,226,243 236,243,255 235,241,255 187,187,255 97,89,203 26,13,158 46,37,178 114,118,220 196,216,255 223,252,255 237,255,254 246,254,255 248,239,255 255,236,255 255,241,255 255,242,252 255,244,255 255,247,255 255,242,255 250,234,255 253,246,253 253,255,241 242,255,224 234,255,227 210,236,243 209,216,255 65,56,190 53,37,179 160,150,255 239,241,255 246,255,255 247,255,237 241,237,255 243,243,255 227,234,255 230,246,255 225,247,255 221,245,243 239,255,252 235,245,239 255,253,255 251,233,255 253,228,255 255,233,255 248,230,255 243,236,251 248,255,250 246,255,245 255,234,252 255,248,255 255,253,255 248,249,240 246,255,235 251,255,238 251,255,238 241,250,230 251,255,247 248,247,251 242,239,255 248,246,255 134,137,175 143,152,196 139,153,201 144,161,210 189,198,231 186,195,229 196,202,243 207,210,254 223,226,255 235,239,255 235,240,255 241,249,255 241,253,255 235,247,251 231,245,244 241,255,254 239,249,255 225,232,247 227,231,255 244,247,255 235,239,255 222,223,249 248,249,255 250,250,255 240,237,252 233,229,240 255,252,255 253,246,249 255,253,254 255,253,253
