50 170
252,252,252 251,251,251 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 247,253,252 248,254,253 250,255,255 250,255,255 251,255,255 251,255,255 251,253,253 249,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,253,254 255,252,253 255,251,252 255,250,251 255,255,243 255,255,246 255,255,251 253,255,254 251,255,255 250,254,255 246,252,255 246,248,255 245,247,255 252,250,255 255,254,255 255,253,253 255,251,248 255,251,244 255,255,244 255,255,244 213,255,228 245,255,240 255,255,247 255,246,248 255,239,248 240,246,253 212,255,255 200,255,255 211,255,254 241,255,245 255,250,238 255,246,233 255,250,234 255,255,235 255,255,235 243,255,235 221,243,255 233,245,255 247,247,255 255,247,255 249,250,254 236,255,249 219,255,245 206,255,241 218,255,244 232,255,242 251,254,238 255,250,239 255,251,245 255,253,248 255,255,251 247,255,251 255,250,249 255,250,251 239,250,254 208,248,255 168,241,255 119,224,251 68,194,228 32,172,209 34,171,209 62,183,222 108,205,239 162,226,255 213,240,255 250,245,255 255,245,255 255,242,255 255,244,255 255,242,255 255,242,255 255,244,255 255,248,255 255,251,255 255,250,255 255,249,250 254,250,249 253,255,249 252,255,248 247,255,244 246,255,243 247,255,244 246,255,242 241,255,239 251,255,249 185,215,220 114,184,207 94,194,229 124,225,255 174,248,255 225,255,255 255,255,236 255,255,227 255,255,224 248,255,233 227,255,252 221,255,255 230,251,255 248,245,255 255,242,255 252,254,255 250,254,255 250,254,255 250,253,255 249,254,255 249,254,255 249,254,255 249,254,255 250,255,255 250,255,255 245,250,251 247,251,252 251,255,255 249,254,253 247,250,248 253,255,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 254,254,254
255,255,255 252,252,252 254,254,254 255,255,255 247,247,247 247,247,247 248,248,248 240,240,240 240,240,240 246,246,246 252,252,252 253,253,253 251,251,251 250,250,250 252,252,252 254,254,254 250,255,255 250,255,255 250,255,255 251,255,255 244,249,248 245,247,247 249,251,251 253,255,255 252,252,252 254,252,252 254,252,252 253,251,251 253,248,249 250,245,246 247,242,243 245,240,241 255,254,247 255,253,248 255,252,249 255,252,251 255,251,253 254,250,255 252,249,255 253,250,255 249,248,255 250,250,255 251,252,255 251,253,253 252,253,249 252,255,246 254,255,246 255,255,247 221,255,255 229,253,251 232,237,240 237,229,236 247,242,251 243,255,255 230,255,255 221,255,246 233,255,245 247,255,242 255,255,240 255,254,242 255,254,246 255,251,251 252,249,251 246,246,252 234,255,255 237,255,255 244,255,255 248,255,255 246,254,253 243,255,249 240,255,247 244,253,243 255,253,246 255,250,248 255,248,249 255,247,253 255,252,255 242,253,255 214,253,255 191,251,251 214,247,255 201,239,255 172,219,255 132,193,233 98,171,215 84,169,214 90,183,228 103,197,240 138,226,255 160,233,255 187,243,255 218,252,255 243,255,255 255,254,254 255,252,246 255,249,240 255,247,255 255,246,255 255,244,255 255,246,255 255,250,255 255,251,255 255,250,255 255,248,255 250,246,251 252,251,255 252,254,255 251,253,254 249,254,253 249,255,254 247,253,252 243,249,248 243,247,248 228,254,255 165,223,242 91,176,202 85,180,206 148,231,252 205,255,255 229,251,246 255,255,244 255,255,240 255,255,242 247,252,243 234,246,246 232,244,254 239,247,255 246,250,255 252,254,255 252,254,255 250,254,255 250,254,255 250,253,255 249,254,255 249,254,255 249,254,255 245,250,253 244,249,252 238,242,243 242,246,247 251,255,255 253,255,255 248,250,250 252,255,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255
255,255,255 243,243,243 244,244,244 250,250,250 244,244,244 240,240,240 243,243,243 242,242,242 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 248,253,252 251,255,255 251,255,255 243,248,247 233,235,235 231,233,233 244,244,244 255,255,255 252,252,252 255,253,253 255,254,254 255,253,254 255,251,252 253,248,249 251,245,246 249,243,244 255,255,251 255,252,251 254,248,249 251,244,247 251,244,249 254,246,253 255,249,255 255,250,255 255,250,255 250,250,255 246,251,254 243,253,253 241,255,252 238,255,251 236,255,250 233,255,248 164,210,234 157,203,227 171,218,239 202,248,255 218,255,255 218,243,247 238,243,241 255,255,247 255,254,238 255,255,240 251,255,245 236,255,251 227,255,255 229,252,255 239,242,255 246,237,255 233,255,248 233,254,246 236,250,244 243,249,244 253,250,246 255,250,248 255,252,254 255,249,255 255,241,252 255,241,255 255,244,255 254,248,255 230,250,255 199,249,255 171,245,255 154,242,255 86,183,249 82,176,242 81,168,234 89,168,231 113,178,239 145,198,255 180,220,255 206,235,255 220,241,255 231,244,255 241,247,255 249,251,251 254,253,243 255,254,234 255,254,228 255,253,223 255,254,255 255,252,254 254,251,253 254,250,255 253,252,255 254,252,255 253,251,255 252,249,255 250,246,255 252,248,255 250,246,255 245,240,255 245,240,255 248,245,255 250,247,255 248,245,255 246,249,255 237,253,255 205,244,253 149,212,220 105,190,200 106,199,214 145,231,251 191,254,255 211,242,255 250,251,255 255,254,248 255,253,239 255,252,239 255,255,250 236,255,255 217,253,255 252,254,254 252,254,254 252,254,254 252,254,255 252,254,255 250,254,255 250,254,255 250,254,255 245,249,250 242,246,247 235,239,240 242,244,245 253,255,255 253,255,255 244,246,246 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 252,252,252 255,255,255 254,254,254 254,254,254
249,249,249 231,231,231 232,232,232 245,245,245 244,244,244 242,242,242 248,248,248 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,252,252 253,255,255 253,255,255 243,245,245 232,234,234 233,233,233 243,243,243 255,255,255 255,254,254 255,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 243,255,255 241,253,253 242,249,252 241,246,249 244,245,249 249,248,252 254,250,255 255,251,255 255,252,255 251,250,254 247,248,252 246,251,252 245,255,255 243,255,255 237,255,253 234,253,250 144,198,245 106,174,217 85,173,209 115,210,236 164,245,255 205,252,255 242,244,254 255,243,247 255,248,245 255,253,243 254,255,246 225,255,250 209,255,255 212,248,255 228,244,255 242,241,255 248,255,247 249,255,246 252,253,243 255,249,245 255,244,244 255,238,244 255,237,249 255,240,255 248,248,255 219,252,255 192,254,255 164,247,255 144,231,255 130,208,237 120,184,219 114,169,208 61,178,239 73,180,241 101,194,250 145,215,255 188,234,255 219,241,255 238,239,255 251,237,255 255,244,255 255,247,255 255,250,251 255,253,246 253,255,245 243,255,244 237,255,244 234,255,242 246,255,248 245,255,247 246,255,246 245,255,246 245,255,248 248,255,250 249,254,253 249,253,254 253,253,255 252,249,255 244,240,252 238,231,246 238,230,247 248,237,255 255,245,255 255,248,255 246,249,255 231,239,252 231,249,250 222,255,255 166,232,231 95,188,203 80,187,220 118,217,255 171,236,255 225,243,255 255,247,255 255,245,235 255,253,231 255,255,240 232,255,248 198,255,248 254,255,253 254,255,253 254,254,254 254,254,254 252,254,254 252,254,254 252,254,254 252,254,255 251,253,254 250,252,253 243,245,246 248,247,249 255,255,255 249,249,249 239,239,239 241,241,241 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 247,247,247 244,244,244 245,245,245 251,251,251 255,255,255 254,254,254 254,254,254
247,247,247 229,229,229 232,232,232 247,247,247 250,250,250 249,249,249 255,255,255 255,255,255 251,251,251 252,252,252 253,253,253 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 249,247,247 254,252,252 255,255,255 255,252,253 255,251,252 255,250,251 255,249,250 255,250,251 255,253,254 255,254,255 255,254,255 232,255,255 231,254,255 232,253,255 234,252,253 236,251,253 240,252,252 245,253,253 248,253,254 252,254,255 251,250,252 249,248,250 252,248,253 255,251,255 255,252,255 254,250,255 251,247,253 189,227,255 157,216,255 100,190,231 57,169,205 71,180,212 133,215,246 199,239,255 238,243,255 255,247,255 255,251,255 255,255,251 240,253,245 227,248,240 228,245,242 240,248,248 252,250,255 255,248,243 255,247,244 255,252,252 255,253,255 255,253,255 245,245,255 226,239,253 199,242,255 157,240,255 103,231,242 56,213,223 31,192,206 44,179,201 90,175,207 145,180,220 182,184,232 149,229,254 165,237,255 193,252,255 214,255,255 230,253,255 239,244,247 255,246,243 255,253,248 255,255,247 255,255,247 255,255,249 253,255,252 239,255,255 227,255,255 215,255,255 210,255,255 239,255,239 239,255,240 239,255,240 241,255,242 241,255,242 243,255,244 246,255,246 249,255,248 250,255,250 253,254,250 249,247,246 244,239,240 245,238,241 252,245,248 255,250,255 255,251,255 236,243,255 247,250,255 253,255,254 242,255,250 200,244,243 135,218,233 73,185,221 45,161,214 129,218,255 189,229,255 251,240,255 255,240,243 255,244,229 255,255,229 234,255,236 205,255,237 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,255,253 254,254,254 254,254,254 253,253,253 255,255,255 255,254,254 255,253,253 255,253,255 246,243,245 239,236,238 246,243,245 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 243,243,243 245,245,245 249,249,249 251,251,251 251,251,251 255,255,255 255,255,255
254,254,254 240,240,240 242,242,242 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 255,254,254 255,255,255 255,255,255 255,254,255 255,252,253 255,253,254 255,252,253 255,250,251 255,249,250 255,249,250 255,250,251 255,253,254 255,254,255 241,251,255 241,251,255 241,253,255 240,255,255 240,255,255 237,255,252 236,255,251 238,255,249 242,255,250 245,254,251 247,252,251 253,250,252 255,249,255 255,247,255 255,245,255 255,243,255 247,242,255 221,241,255 183,240,255 129,221,255 72,183,221 50,161,201 87,184,222 147,224,255 189,245,255 218,251,255 243,255,255 255,254,249 255,249,236 255,248,227 255,255,229 255,255,233 255,238,255 255,240,253 234,248,255 207,255,255 176,253,255 140,235,245 115,220,233 100,218,230 62,196,208 43,193,204 30,189,199 40,189,199 79,196,211 145,214,234 214,232,255 255,244,255 236,255,252 231,248,244 233,249,238 245,255,240 252,255,238 254,255,232 255,255,234 255,255,234 254,255,231 252,255,236 246,255,243 238,255,251 230,252,255 222,249,255 214,245,255 210,244,255 233,255,238 235,255,240 239,255,242 241,255,242 241,255,241 243,255,241 245,255,241 248,255,242 247,255,238 253,255,242 255,255,244 255,255,243 255,255,243 255,255,244 255,255,242 255,253,238 245,252,255 253,255,255 254,251,247 242,245,243 225,250,254 191,250,255 131,221,252 78,182,229 73,166,221 130,192,246 202,226,255 252,246,255 255,251,252 252,253,233 236,255,225 228,255,224 252,255,253 252,255,253 254,255,253 254,255,253 254,255,253 255,254,253 255,254,253 255,254,253 254,250,249 255,255,254 255,254,255 255,254,255 255,254,255 248,245,247 245,242,244 255,252,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 244,244,244 244,244,244 249,249,249 252,252,252 251,251,251 247,247,247 252,252,252 252,252,252
255,255,255 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 241,241,241 249,249,249 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 253,251,251 253,251,251 255,251,252 255,252,253 255,254,255 255,253,254 255,251,252 254,249,250 254,249,250 255,250,251 255,251,252 255,252,253 255,253,254 255,253,254 255,253,254 255,252,253 255,246,255 255,248,255 255,250,255 255,252,253 249,254,252 242,255,249 239,255,247 234,255,246 233,255,245 236,255,248 242,255,250 247,253,252 252,248,253 255,245,253 255,244,255 255,244,255 255,253,249 243,238,239 211,239,246 198,255,255 170,250,255 110,204,240 71,174,213 70,176,213 114,214,243 151,230,249 201,247,255 244,253,255 255,252,246 255,251,236 255,255,234 255,255,234 253,245,255 216,237,255 162,231,251 109,228,243 63,217,228 35,199,211 36,190,203 59,189,206 80,188,206 118,206,223 157,234,250 191,255,255 205,255,255 220,255,255 224,244,249 224,235,239 255,253,252 255,239,236 244,231,223 251,245,232 255,255,241 255,255,238 243,255,230 234,254,225 243,255,237 243,255,242 244,255,248 244,255,254 246,255,255 248,251,255 250,249,255 251,247,255 232,244,244 236,248,248 243,253,253 245,255,254 246,255,252 246,253,248 248,255,246 250,255,245 249,254,239 255,255,243 255,255,242 255,255,240 255,255,238 255,255,238 255,255,236 255,255,231 253,255,247 251,252,243 249,244,245 252,248,254 244,252,255 225,254,255 196,249,255 165,238,255 89,172,210 97,174,223 131,193,247 180,225,255 220,247,255 236,255,251 244,255,227 251,255,215 250,255,254 250,255,253 250,255,253 252,255,253 254,255,253 255,255,251 255,255,251 255,255,251 255,251,250 255,255,254 255,252,251 255,251,252 255,254,255 255,250,252 252,246,251 255,253,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 250,250,250 250,250,250 253,253,253 254,254,254 252,252,252 249,249,249 250,250,250 250,250,250
255,255,255 251,251,251 254,254,254 255,255,255 253,253,253 255,255,255 248,248,248 230,230,230 247,247,247 249,249,249 253,253,253 255,255,255 253,253,253 247,247,247 237,237,237 231,231,231 255,252,253 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,252,253 255,252,253 243,238,239 247,242,243 252,247,248 255,252,253 255,254,255 255,254,255 255,252,253 255,250,251 255,246,255 255,246,255 255,248,252 255,249,250 255,252,247 250,255,245 246,255,245 241,255,245 236,255,242 241,255,246 246,255,251 248,255,252 251,248,250 254,243,251 255,244,255 255,246,255 255,255,222 251,255,235 234,255,243 209,244,240 213,247,255 220,250,255 188,229,255 127,188,222 85,167,198 103,196,219 145,226,247 186,244,255 209,247,255 211,245,255 203,247,255 197,251,255 145,212,243 111,195,223 72,179,206 48,180,203 42,185,206 59,194,216 103,214,236 157,232,255 201,241,255 229,242,255 248,245,255 254,246,255 249,249,249 245,253,246 241,255,246 237,255,245 255,233,249 251,226,240 246,229,240 254,243,251 253,252,255 246,252,251 243,254,251 243,255,254 244,255,252 246,255,254 250,255,253 255,251,252 255,248,254 255,245,254 255,242,255 255,242,255 238,232,255 243,237,255 252,244,255 254,247,255 253,247,255 251,246,255 253,247,255 254,250,255 255,253,255 255,255,254 255,253,248 251,250,240 252,250,239 255,255,242 255,255,244 255,255,243 249,250,230 255,255,248 255,254,255 252,248,255 246,243,255 249,251,255 240,254,255 215,248,255 185,242,255 114,193,234 69,159,216 89,177,237 150,218,255 204,245,255 243,255,239 255,255,222 245,255,255 245,255,255 247,255,254 249,255,254 250,255,253 254,255,253 255,255,251 255,255,251 255,255,252 255,255,252 253,248,247 255,249,250 255,253,255 255,253,255 254,248,253 255,253,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255
253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 248,248,248 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 253,253,253 247,247,247 243,243,243 255,250,251 255,250,251 255,250,251 255,251,252 255,252,253 255,253,254 255,254,255 255,254,255 255,250,251 255,254,255 255,254,255 255,252,253 255,253,254 255,254,255 255,254,255 255,251,252 255,251,253 255,249,251 255,250,250 255,255,250 255,255,249 255,255,247 254,255,244 250,253,238 253,255,243 255,255,245 255,252,244 255,248,245 255,248,250 255,251,255 255,250,255 255,245,255 231,255,223 227,255,233 192,240,211 199,232,218 245,249,254 255,239,255 255,233,255 228,235,255 156,211,242 85,184,212 52,169,200 67,180,220 125,229,255 101,202,255 68,178,238 49,168,230 63,177,200 72,178,202 101,190,217 144,214,244 180,234,255 205,240,255 219,240,255 234,239,255 245,236,255 255,234,255 255,237,252 255,247,253 255,254,251 255,255,244 241,255,237 234,255,236 254,238,255 255,239,255 255,241,255 255,246,255 255,247,255 252,244,255 250,242,255 250,242,255 251,244,255 255,244,255 255,244,255 255,244,255 255,244,255 255,245,254 255,248,255 255,251,255 255,237,255 255,237,255 255,237,255 255,239,255 255,239,255 255,241,255 255,242,255 255,244,255 255,247,255 255,249,255 255,249,255 254,246,255 251,246,255 254,250,255 255,252,255 254,250,255 251,242,229 255,255,251 252,251,253 241,244,249 255,253,255 255,252,250 255,247,239 255,255,252 217,245,255 171,236,255 108,202,255 60,166,227 78,172,225 155,217,247 227,252,255 255,255,247 232,249,252 239,255,255 243,255,255 234,246,246 239,247,246 251,255,254 253,255,254 254,253,249 255,254,250 255,255,252 252,247,246 253,247,248 255,252,255 251,244,247 255,248,253 255,251,255 254,254,254 255,255,255 255,255,255 238,238,238 221,221,221 255,255,255 243,243,243 252,252,252 251,251,251 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254
255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 251,251,251 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 255,254,254 254,252,252 255,255,255 255,255,255 254,252,252 253,251,251 255,254,254 255,255,255 255,254,254 234,255,254 234,255,250 235,253,246 239,252,244 249,252,243 255,252,245 255,254,246 255,253,246 255,242,237 255,248,246 255,252,252 255,250,252 255,247,252 255,249,255 255,249,255 255,247,255 231,253,234 210,247,231 191,243,233 194,242,244 202,225,241 211,211,241 219,219,255 191,230,255 139,233,255 73,210,248 33,187,230 28,170,225 44,166,236 31,148,229 33,159,248 47,184,255 133,220,236 174,240,255 219,249,255 246,242,255 255,238,255 255,242,255 255,243,255 255,235,255 255,241,255 255,240,254 255,240,252 255,245,250 255,249,247 248,251,242 233,255,242 228,255,245 255,255,249 255,253,248 255,248,249 255,244,252 255,240,255 255,238,255 255,236,255 255,236,255 255,240,255 255,243,255 255,245,255 255,248,255 255,250,255 255,251,255 248,247,249 246,246,246 255,241,255 255,242,255 255,243,255 255,244,255 255,245,255 255,247,255 255,248,255 255,247,255 249,237,255 254,243,255 255,247,255 255,248,255 255,247,255 253,247,255 247,241,255 239,233,255 251,228,236 255,251,255 255,255,255 247,251,245 255,255,244 255,252,235 255,243,227 255,248,242 240,247,255 198,238,255 153,228,255 115,209,255 87,180,225 97,170,208 157,201,230 220,244,255 226,252,255 229,252,255 233,255,255 237,255,255 240,255,255 243,253,253 247,254,251 251,254,252 242,241,237 246,243,239 255,255,254 255,253,252 255,254,255 255,253,255 255,253,255 255,253,255 242,242,242 240,240,240 251,251,251 248,248,248 243,243,243 255,255,255 250,250,250 255,255,255 252,252,252 255,255,255 254,254,254 248,248,248 246,246,246 249,249,249 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255
