50 170
255,254,245 255,255,247 254,255,250 250,255,252 246,255,255 243,255,255 243,254,255 245,253,255 247,248,255 250,246,255 255,250,255 255,250,255 255,249,255 255,251,255 250,250,255 231,233,244 255,255,249 255,255,254 255,248,255 244,235,248 245,238,251 255,253,255 255,255,254 253,255,248 249,255,240 241,248,233 252,255,248 253,253,253 253,251,255 253,249,255 245,241,252 255,251,255 255,246,245 255,249,255 255,246,255 255,244,255 255,250,251 255,255,242 251,255,234 235,247,227 242,255,247 239,254,250 235,255,243 233,255,233 233,255,231 233,255,244 234,249,255 235,241,255 248,251,255 244,252,252 232,247,243 207,231,221 165,193,180 110,136,122 58,75,66 30,33,31 12,0,6 20,0,9 21,0,10 21,0,11 26,2,20 52,39,53 90,89,98 121,125,130 197,197,197 228,228,228 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 241,241,241 255,255,255 255,255,255 246,246,246 253,253,253 243,243,243 255,255,255 249,249,249 252,252,252 255,255,255 251,251,251 246,246,246 252,252,252 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 253,253,253 255,255,254 255,254,253 254,252,251 251,251,251 253,255,255 253,255,255 250,253,255 240,244,249 241,245,250 245,249,254 249,253,255 248,252,255 244,248,253 243,247,252 246,250,255 250,254,255 250,249,255 251,249,255 255,252,255 255,253,254 255,254,251 255,250,242 255,252,236 255,255,239 255,255,238 252,255,230 204,213,186 116,130,102 31,46,19 0,9,0 4,17,0 30,39,18 133,138,123 206,209,194 255,255,247 255,255,248 255,247,240 255,255,251 255,254,252 255,241,242 255,253,255 255,247,251 255,248,254 255,253,255 255,254,255 246,246,252 244,248,253 248,254,255 255,248,255 255,245,255 255,242,247 255,245,244 255,251,245 255,255,246 250,255,245 241,255,248 237,255,252 230,255,253 229,255,252 229,254,250 234,255,247 242,255,244 248,255,242 252,255,241 255,253,248 255,254,247 255,255,247 255,254,242 255,252,235 254,253,233 251,255,235 248,255,237 245,255,237 241,255,237
255,253,244 255,255,246 255,255,251 250,255,252 246,255,255 242,254,255 238,249,253 240,246,253 251,253,255 248,243,252 250,242,252 255,248,255 252,244,254 249,246,255 251,253,255 250,253,255 252,250,242 249,246,242 255,250,255 255,251,255 255,251,255 247,245,251 238,239,237 241,245,234 253,255,247 248,255,242 253,255,251 246,246,246 235,233,239 232,229,238 225,221,232 239,235,246 255,255,242 255,247,244 253,241,253 254,245,255 254,252,252 249,254,239 245,255,235 248,255,245 249,255,254 241,246,247 237,246,236 244,255,231 253,255,235 249,254,239 227,222,237 209,194,232 139,120,129 94,80,86 36,30,31 0,1,0 0,4,0 0,8,0 3,7,1 5,1,0 73,59,65 117,95,107 174,151,165 222,201,216 245,233,245 247,247,253 242,251,254 236,252,251 251,251,251 255,255,255 255,255,255 248,248,248 248,248,248 252,252,252 247,247,247 236,236,236 247,247,247 247,247,247 231,231,231 236,236,236 233,233,233 255,255,255 253,253,253 255,255,255 243,243,243 247,247,247 252,252,252 253,253,253 245,245,245 240,240,240 249,249,249 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 252,252,252 249,249,249 242,242,242 250,248,247 250,248,247 250,248,247 249,249,249 253,253,253 253,255,255 243,246,250 233,236,240 244,247,251 246,250,255 249,253,255 248,252,255 246,249,253 245,248,252 248,251,255 251,254,255 231,246,248 231,244,246 238,245,248 247,251,252 251,250,252 248,246,246 245,246,244 247,250,248 245,252,249 243,255,249 244,255,252 246,255,252 235,245,239 174,181,174 80,82,76 4,4,0 0,4,0 6,11,2 70,73,64 170,170,164 234,231,227 246,238,238 252,242,242 255,253,255 255,250,253 255,246,249 254,247,250 255,253,255 255,254,255 247,248,252 240,245,248 243,248,249 255,246,255 255,250,255 255,253,255 255,255,252 255,250,245 243,241,233 233,235,229 224,234,228 219,233,231 221,239,238 229,247,246 237,254,251 243,255,253 251,255,249 254,255,246 255,255,244 255,253,248 255,254,249 255,255,250 255,252,245 255,251,242 253,251,241 252,254,242 251,255,245 247,255,244 243,255,244
255,253,242 255,255,246 255,255,251 250,255,254 246,255,255 239,251,253 236,245,249 236,240,245 221,221,227 243,237,242 255,253,255 255,253,255 249,244,246 246,245,247 243,245,246 227,232,233 255,255,248 251,248,243 248,246,246 254,250,255 254,249,255 247,246,250 252,252,252 255,255,251 245,250,241 239,244,235 246,250,245 238,238,238 231,230,234 236,234,240 237,234,243 255,252,255 244,255,235 242,255,243 242,254,255 244,253,255 246,255,255 244,255,245 241,251,238 240,246,241 189,186,195 203,193,206 205,194,196 180,170,153 128,116,92 73,54,41 33,3,14 25,0,17 36,0,12 28,0,4 23,0,1 27,6,8 65,50,47 118,107,103 169,158,154 199,187,185 194,181,183 197,185,191 201,191,197 200,196,201 193,197,198 183,196,194 174,197,189 172,197,187 204,204,204 228,228,228 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 255,255,255 255,255,255 233,233,233 232,232,232 230,230,230 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 241,241,241 232,230,229 247,245,244 255,255,255 255,255,255 253,253,253 251,253,254 253,255,255 251,254,255 246,249,253 249,252,255 251,254,255 250,253,255 247,250,254 249,251,252 251,253,254 253,255,255 228,254,241 227,251,241 229,250,242 236,253,250 239,254,255 237,250,255 234,248,255 234,250,255 231,247,255 231,247,255 231,244,255 232,241,255 240,241,255 251,244,255 255,243,255 255,238,251 120,131,129 53,64,62 0,1,0 0,0,1 30,34,35 97,99,100 181,180,182 246,243,245 255,254,255 255,254,255 249,246,248 240,239,241 248,250,250 251,255,255 251,255,255 248,253,252 241,250,254 236,243,246 235,240,241 247,250,248 255,255,252 255,255,252 250,248,247 232,232,232 233,237,238 238,243,246 245,252,255 250,255,255 253,255,254 253,255,249 255,255,245 255,255,244 226,255,251 233,255,252 238,255,252 246,252,251 252,250,250 254,248,249 255,250,251 255,253,253 248,252,253 245,253,253
255,255,244 255,255,246 255,255,251 250,255,254 244,254,254 241,250,253 239,245,250 240,243,247 255,254,255 254,249,248 254,247,244 252,246,241 251,247,242 255,255,251 253,255,251 244,252,245 246,247,237 255,255,249 255,255,252 254,252,252 255,254,255 255,254,255 255,254,255 242,243,241 255,255,254 223,224,220 190,191,189 158,158,158 142,141,143 127,126,130 88,86,92 70,68,74 45,81,37 19,48,23 0,3,2 0,0,10 0,2,10 12,22,22 9,14,12 0,0,4 12,0,20 16,0,19 19,0,9 23,2,0 29,8,0 36,10,0 43,6,10 45,2,23 23,0,6 27,0,8 29,2,11 26,3,7 18,0,1 14,0,0 11,0,0 7,0,0 14,11,7 5,6,4 0,1,0 0,3,0 0,5,0 0,7,0 0,11,0 0,12,0 0,0,0 4,4,4 10,10,10 4,4,4 0,0,0 0,0,0 2,2,2 4,4,4 53,53,53 64,64,64 58,58,58 69,69,69 78,78,78 119,119,119 127,127,127 127,127,127 159,159,159 174,174,174 200,200,200 229,229,229 250,250,250 255,255,255 252,252,252 246,246,246 254,254,254 255,255,255 255,255,255 249,249,249 247,247,247 249,249,249 249,249,249 247,247,247 244,244,244 254,254,254 255,255,255 255,255,255 248,248,248 246,246,246 245,247,248 246,248,249 250,252,253 252,254,255 253,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 248,255,236 246,255,236 245,255,239 245,255,245 246,255,254 243,255,255 241,253,255 239,252,255 236,250,255 239,250,255 240,250,255 244,246,255 250,247,255 255,249,255 255,248,255 255,245,255 241,254,255 241,254,255 196,208,214 98,110,116 14,24,31 0,0,4 0,4,9 8,15,18 91,96,99 176,181,182 250,255,254 251,255,254 238,243,241 239,243,238 248,252,247 249,253,248 231,255,253 236,255,255 241,255,255 243,254,252 243,245,245 245,243,243 250,243,246 251,244,249 255,252,255 255,251,255 255,252,255 255,253,255 252,250,250 250,249,245 254,252,244 255,255,247 209,255,254 217,255,255 226,255,255 241,253,255 252,249,255 255,246,255 255,247,255 255,246,255 254,247,255 248,248,255
255,255,244 255,255,246 253,255,249 248,254,253 245,252,255 245,251,255 247,251,255 250,252,253 237,233,232 236,230,223 254,248,237 255,255,245 254,253,239 239,241,229 239,248,235 247,255,245 255,255,249 242,245,236 204,206,200 153,155,149 112,113,111 79,79,79 40,39,41 7,6,10 0,0,3 0,0,1 7,6,8 1,1,1 0,0,0 4,3,5 0,0,3 5,3,9 0,22,0 0,15,0 1,7,18 3,2,28 2,0,23 0,0,10 4,0,8 12,2,18 11,0,21 41,19,48 81,62,79 119,104,101 144,130,111 147,133,114 139,119,114 131,107,115 124,130,135 118,123,126 115,117,118 122,122,122 134,132,131 139,138,134 132,133,129 120,127,120 103,116,108 107,124,115 115,135,123 123,143,130 123,142,127 109,125,108 87,99,81 69,79,62 66,66,66 65,65,65 69,69,69 78,78,78 83,83,83 70,70,70 35,35,35 3,3,3 0,0,0 10,10,10 3,3,3 4,4,4 0,0,0 10,10,10 4,4,4 1,1,1 9,9,9 9,9,9 4,4,4 0,0,0 1,1,1 31,31,31 77,77,77 112,112,112 137,137,137 175,175,175 222,222,222 253,253,253 255,255,255 255,255,255 254,254,254 247,247,247 245,247,248 245,245,245 244,244,244 247,247,247 255,255,255 255,255,255 255,255,255 246,246,246 254,254,254 255,255,254 255,255,254 255,255,254 255,254,253 255,253,252 255,254,253 255,255,254 255,255,235 255,255,235 255,254,236 255,252,238 255,253,242 255,253,248 254,252,251 249,251,252 248,251,255 244,247,255 239,241,249 239,241,249 252,250,255 255,253,255 255,253,255 255,250,253 237,248,255 229,241,253 226,238,250 234,246,255 229,242,250 179,192,200 92,104,110 19,32,34 0,1,1 0,2,0 15,24,21 94,101,96 189,195,190 251,255,249 253,255,251 249,252,243 231,254,249 237,255,254 243,255,255 245,253,252 250,252,253 255,253,255 255,251,255 255,247,255 255,247,255 255,249,255 255,250,255 255,250,255 252,250,250 248,252,247 250,255,250 251,255,249 212,255,254 220,255,254 232,255,255 245,254,255 255,251,255 255,247,255 255,245,255 255,244,255 255,245,255 252,247,255
255,255,244 255,255,246 251,255,249 247,253,252 246,252,255 247,253,255 251,254,255 255,255,255 239,235,230 251,245,234 255,255,238 255,252,233 241,241,223 220,226,209 165,174,161 98,110,98 30,34,29 8,12,6 0,3,0 0,4,0 7,10,1 8,9,7 14,13,17 23,19,30 73,69,81 82,79,88 113,112,116 131,131,131 159,159,159 191,191,191 199,200,204 211,211,217 149,153,141 90,85,94 31,16,54 8,0,39 4,0,31 20,4,35 78,66,84 141,129,147 218,203,230 238,222,253 255,247,255 255,255,252 248,253,232 242,249,228 252,255,245 253,255,255 220,255,255 219,255,251 221,251,246 227,248,245 236,249,247 242,253,250 246,255,252 243,255,251 238,255,248 232,255,244 231,255,241 237,255,241 250,255,245 255,255,243 255,252,237 255,245,231 255,255,255 252,252,252 240,240,240 240,240,240 250,250,250 255,255,255 254,254,254 247,247,247 253,253,253 255,255,255 245,245,245 235,235,235 200,200,200 190,190,190 167,167,167 161,161,161 123,123,123 120,120,120 104,104,104 75,75,75 42,42,42 16,16,16 0,0,0 0,0,0 5,5,5 5,5,5 2,2,2 7,7,7 38,38,38 98,98,98 165,165,165 209,209,209 248,250,251 253,255,255 253,255,255 253,253,253 244,244,244 245,245,245 255,253,252 255,255,254 255,255,252 255,255,252 255,255,252 255,255,251 255,255,251 255,255,251 255,254,250 255,254,250 255,248,248 255,251,250 255,250,248 255,246,243 255,244,241 255,248,242 255,251,245 255,252,245 251,245,238 255,255,251 255,255,252 251,255,252 239,248,245 231,244,242 237,251,250 241,255,255 246,252,255 246,252,255 242,250,255 244,253,255 243,254,255 240,254,255 236,251,254 235,251,250 186,200,198 104,118,114 24,35,32 0,3,0 0,3,0 17,21,15 94,96,90 176,176,170 238,246,239 248,255,250 253,255,254 251,251,251 252,246,251 255,248,255 255,249,255 255,246,255 255,246,255 255,248,255 255,252,255 255,254,255 251,255,254 246,255,252 242,255,250 239,255,249 239,255,247 242,255,247 248,255,247 255,255,251 255,253,255 255,250,255 255,247,255 255,244,255 255,246,255 255,248,255
255,255,243 255,255,246 252,255,250 250,254,255 250,254,255 250,253,255 253,254,255 255,255,254 254,249,240 255,255,242 244,239,218 147,144,123 40,42,23 0,5,0 0,7,0 0,5,0 2,6,11 18,23,22 61,69,58 123,133,117 176,183,168 210,212,206 236,234,240 255,250,255 252,243,255 245,238,253 254,252,255 253,253,253 239,240,238 183,185,185 74,75,79 0,0,6 1,0,25 0,0,34 27,3,81 107,77,166 194,167,241 246,226,255 255,245,255 255,245,255 254,243,255 248,238,255 244,241,255 249,254,252 248,255,244 244,255,242 235,252,241 223,237,236 201,250,234 219,255,249 230,255,252 239,255,254 244,255,253 242,248,247 245,251,250 244,255,254 232,253,244 224,248,236 218,244,228 226,243,229 243,247,235 255,253,243 255,254,248 255,253,248 243,243,243 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 251,251,251 255,255,255 251,251,251 255,255,255 250,250,250 251,251,251 239,239,239 245,245,245 255,255,255 254,254,254 250,250,250 248,248,248 251,251,251 250,250,250 235,235,235 217,217,217 136,136,136 106,106,106 59,59,59 16,16,16 0,0,0 0,0,0 6,6,6 8,8,8 22,25,29 88,91,95 176,178,179 234,236,237 255,255,255 255,255,254 253,250,246 247,244,240 255,255,252 255,255,250 255,254,249 255,254,249 255,255,251 255,254,250 255,254,250 255,253,249 251,236,255 255,245,255 255,247,255 251,241,255 247,238,248 253,244,247 255,253,250 255,255,249 246,239,230 246,243,235 247,248,239 244,251,246 243,255,255 234,255,255 228,255,255 224,255,255 241,237,248 252,249,255 253,252,255 245,248,253 243,248,251 246,255,255 244,255,255 239,253,249 239,253,249 242,254,248 234,244,238 189,196,191 101,107,102 23,24,20 2,1,0 13,12,8 15,4,0 98,87,83 197,185,183 250,239,242 255,250,255 255,249,255 255,248,255 255,247,255 255,252,255 255,251,254 252,250,250 247,252,250 245,255,251 243,255,252 234,255,249 230,254,246 255,253,235 255,252,236 255,252,238 255,252,244 255,255,251 255,254,254 255,252,255 255,249,254 254,250,255 252,251,255
254,255,241 255,255,245 253,255,252 251,254,255 251,253,255 251,253,255 253,252,255 255,252,249 171,165,152 75,69,50 11,7,0 7,6,0 21,24,9 47,54,49 114,125,129 182,194,204 231,233,251 247,253,255 250,255,251 251,255,242 248,255,237 252,255,247 254,252,255 249,240,255 237,227,250 230,221,241 200,195,204 103,104,102 14,15,11 0,0,0 4,4,10 48,46,58 89,96,175 141,139,239 163,149,255 134,112,241 116,96,202 155,144,206 212,209,234 244,243,252 249,247,253 255,249,255 255,252,255 253,255,254 245,253,242 243,253,241 247,255,253 246,255,255 241,255,242 242,255,241 247,250,241 255,247,247 255,249,253 255,251,255 255,252,255 254,253,255 246,255,254 238,255,248 235,255,243 238,254,243 251,253,247 255,251,249 255,247,249 255,242,248 255,255,255 250,250,250 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 241,241,241 255,255,255 246,246,246 245,245,245 233,233,233 241,241,241 253,253,253 255,255,255 254,254,254 244,244,244 240,240,240 245,245,245 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 188,188,188 112,112,112 53,53,53 7,10,14 0,0,3 0,0,3 14,16,17 77,77,77 160,158,157 229,226,222 255,255,251 255,255,251 255,255,250 255,254,249 255,254,249 255,254,250 255,254,250 254,252,251 253,251,250 224,230,255 233,240,255 236,245,255 228,239,255 223,234,248 233,241,248 247,252,253 255,255,254 246,243,239 255,253,248 255,255,252 255,255,254 244,250,249 235,249,248 230,251,253 227,252,254 255,253,255 255,247,249 255,247,248 255,255,254 255,255,252 249,250,246 244,251,244 249,255,250 241,249,242 250,255,251 250,255,252 243,249,244 253,255,254 251,251,251 190,188,188 111,109,109 52,30,24 29,10,7 14,0,0 22,13,16 90,86,92 177,176,185 233,235,243 251,254,255 251,253,253 242,246,241 232,237,228 230,238,228 234,245,237 239,253,247 240,255,253 238,255,254 255,243,231 255,243,232 255,246,235 253,252,242 245,255,250 236,255,254 234,255,255 233,254,255 238,253,255 243,253,253
243,246,231 253,255,246 234,237,235 251,254,255 241,243,251 253,252,255 180,177,179 41,38,30 12,7,0 19,14,0 70,67,46 139,138,124 241,244,242 235,243,255 220,229,255 229,241,255 227,228,255 246,250,255 246,255,252 238,250,230 244,255,233 240,247,232 253,252,255 247,238,255 143,131,159 48,38,61 2,0,6 3,4,2 23,25,19 115,117,117 212,213,223 199,197,216 5,34,168 13,31,184 22,26,199 27,24,193 39,36,169 116,120,198 218,230,254 244,255,252 253,255,251 255,255,254 255,251,254 255,251,251 255,253,248 255,252,249 255,250,255 255,248,255 255,255,239 255,255,244 255,250,249 255,244,251 255,241,255 255,241,255 255,244,255 255,246,255 250,255,255 240,255,254 237,255,254 239,255,254 246,255,255 253,252,255 255,245,255 255,242,255 250,250,250 240,240,240 236,236,236 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 252,252,252 250,250,250 255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 250,250,250 246,246,246 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 246,246,246 241,245,250 201,204,208 103,106,110 30,32,33 10,10,10 4,1,0 25,22,18 115,111,106 225,221,216 255,255,250 255,255,251 245,242,238 251,249,248 255,255,254 250,250,250 243,243,243 239,251,253 236,249,251 237,255,255 234,255,255 226,252,252 227,253,253 236,255,255 238,250,250 248,252,253 254,248,249 255,250,250 255,254,252 255,251,247 250,241,237 248,245,237 255,255,248 255,252,249 255,254,251 255,255,249 255,254,247 255,254,245 255,255,246 255,255,246 252,253,243 251,254,245 253,255,249 253,255,252 255,255,254 255,254,255 254,253,255 253,251,255 253,251,255 255,254,252 216,206,206 108,104,109 32,38,45 0,0,7 0,0,7 0,12,17 71,89,88 148,163,155 249,255,247 245,250,235 226,228,216 254,255,246 255,255,254 253,254,255 250,253,255 255,235,242 247,222,226 255,254,255 230,255,255 180,232,232 195,255,255 188,255,255 196,255,255 211,254,255 230,255,255
255,255,245 237,240,231 255,255,254 239,239,245 230,229,239 66,63,72 4,0,0 14,9,0 120,116,98 207,202,181 255,255,242 247,246,242 238,241,255 230,236,255 219,226,255 207,216,255 238,234,255 226,227,255 229,238,242 239,254,233 242,255,229 250,255,241 173,172,176 31,21,44 9,0,26 15,2,28 70,65,74 176,175,171 241,244,235 253,255,255 251,251,255 210,205,232 0,24,203 0,20,219 1,14,230 10,15,220 27,33,192 109,123,212 213,235,255 241,255,248 235,248,226 243,245,233 250,243,240 255,245,245 255,248,248 255,250,255 255,249,255 255,246,255 255,249,238 255,249,244 255,246,250 255,241,255 255,238,255 255,239,255 248,242,255 239,245,255 236,253,255 228,255,255 225,255,253 227,255,255 232,255,255 231,246,255 226,234,251 223,226,247 243,243,243 237,237,237 234,234,234 239,239,239 244,244,244 245,245,245 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 249,249,249 244,244,244 248,248,248 252,252,252 247,247,247 251,251,251 255,255,255 253,253,253 250,254,255 250,254,255 246,249,253 234,236,237 196,194,193 122,119,115 44,40,35 5,1,0 21,17,12 64,60,55 180,177,173 255,255,254 248,248,248 235,237,238 251,254,255 250,253,255 255,255,223 255,255,215 238,252,216 228,255,229 219,255,238 214,255,249 216,255,255 218,250,255 227,248,255 234,243,255 245,243,255 255,247,253 255,242,240 248,233,224 248,235,219 255,246,226 255,248,244 255,248,241 255,253,246 255,255,248 255,255,248 255,255,245 255,253,242 255,255,246 255,254,246 255,255,250 255,255,254 255,254,255 255,254,255 254,251,255 252,251,255 251,249,255 222,241,244 231,253,255 221,250,255 219,255,255 174,216,228 88,131,140 0,41,43 0,7,1 0,18,4 0,10,0 81,81,63 209,201,188 255,248,244 255,247,254 255,246,255 235,218,239 253,245,255 212,220,249 201,242,255 155,227,245 153,253,255 119,234,244 130,241,249 142,235,244 143,209,220 186,226,238
