50 170
253,252,255 252,252,255 249,251,252 249,252,250 254,255,251 255,255,252 255,255,255 255,254,255 255,251,255 250,247,255 248,245,255 246,246,255 248,249,255 248,252,255 247,252,253 246,253,250 255,252,244 255,254,246 255,255,248 255,255,249 255,255,246 255,253,243 255,254,245 255,255,248 255,255,247 255,255,248 255,255,248 255,254,250 255,254,250 255,254,251 255,254,251 255,254,251 253,245,252 255,250,255 255,254,255 255,255,252 255,255,250 254,252,244 253,250,245 253,249,248 255,251,255 254,250,255 254,249,255 255,251,255 255,253,255 255,255,251 251,255,244 249,253,241 252,252,252 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,235 255,255,236 253,255,238 254,255,241 252,255,243 253,255,248 251,255,251 251,255,254 249,253,254 248,251,255 247,248,255 245,245,255 245,245,255 248,245,255 249,245,255 250,246,255 250,250,255 251,249,255 255,249,255 255,249,255 255,247,255 255,247,255 255,247,254 255,246,252 255,251,252 255,252,250 255,248,243 255,250,241 253,254,244 246,255,245 238,255,242 230,253,238 217,255,230 215,255,249 215,250,255 219,251,255 227,255,251 236,255,247 242,252,255 248,240,255 254,239,255 255,255,249 255,255,227 255,255,228 255,255,254 251,253,255 239,255,243 238,255,228 255,255,254 255,255,254 254,252,251 255,253,252 255,255,252 255,255,252 255,255,252 255,255,250 255,255,249 253,253,247 255,255,247 255,255,249 255,255,249 252,253,243 249,250,240 252,253,243 255,254,254 255,251,252 255,251,253 254,253,255 246,251,254 236,247,251 234,251,254 236,255,255 230,253,255 225,248,250 234,255,255 237,255,255 236,251,253 237,251,250 244,255,255 246,255,255 246,255,218 246,255,221 246,255,223 247,255,229 249,255,231 249,255,234 250,255,235 252,255,235 253,255,236 253,255,236 254,255,237 254,255,241 255,255,247 255,252,254 255,250,255 255,249,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
251,251,255 252,253,255 253,255,255 253,255,254 253,254,250 252,253,249 253,253,253 254,253,255 251,248,255 253,249,255 253,250,255 253,251,255 250,252,255 250,254,255 250,255,254 250,255,252 255,253,255 255,253,255 254,252,255 254,252,255 253,251,255 255,251,255 255,250,255 255,252,255 255,250,255 255,249,255 255,248,255 255,248,255 255,247,255 255,247,255 255,246,255 255,246,255 243,235,242 248,241,246 254,249,250 255,254,250 255,255,248 255,255,249 255,255,251 255,255,254 255,251,255 254,249,255 253,248,255 255,251,255 255,254,255 255,255,252 255,255,249 254,255,246 253,253,253 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,249 253,255,249 253,254,250 254,255,251 252,255,253 253,255,254 251,255,255 251,255,255 250,255,254 249,254,253 247,252,251 246,251,250 248,251,249 248,251,249 249,252,250 250,253,251 247,248,255 248,248,255 248,250,255 251,252,255 251,254,252 253,255,249 253,255,246 253,255,246 240,244,233 238,241,232 238,239,237 241,240,244 246,245,255 251,248,255 253,249,255 252,246,255 237,255,240 236,255,255 233,245,255 234,246,255 236,253,249 241,255,244 246,244,255 250,232,255 250,228,255 255,246,250 255,253,233 255,252,239 255,250,255 246,242,255 236,244,255 240,255,250 255,254,254 255,253,253 253,251,251 253,251,251 255,253,253 255,253,252 255,253,252 254,252,251 255,255,252 255,254,250 252,251,247 251,251,245 254,254,248 255,255,251 255,255,251 255,255,251 255,249,255 245,237,244 235,230,239 241,240,249 250,254,255 246,255,255 238,253,249 230,249,240 220,243,229 217,241,223 229,250,235 240,255,246 238,249,246 239,245,250 247,249,255 247,246,255 251,255,241 252,255,244 252,255,246 252,254,248 253,254,252 253,254,252 253,255,249 253,255,246 255,255,243 255,255,242 255,255,242 255,255,247 255,255,249 255,254,254 252,248,254 248,242,253 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
248,251,255 251,255,255 253,255,255 253,255,254 254,255,253 250,251,249 253,251,251 255,252,255 247,243,249 250,246,255 255,251,255 255,252,255 250,252,253 247,252,250 249,255,249 251,255,248 250,249,255 248,248,255 246,246,255 245,245,255 245,245,255 246,246,255 246,246,255 244,244,255 249,249,255 250,249,255 250,249,255 250,249,255 250,248,255 250,248,255 250,248,255 250,248,255 249,242,249 252,246,251 255,251,252 255,254,250 255,254,246 255,253,245 254,251,246 252,250,249 255,252,255 255,250,255 254,249,255 255,250,255 255,254,255 255,255,254 255,255,249 255,255,248 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,247,255 253,247,255 253,247,255 254,249,255 252,250,255 253,252,255 253,253,255 253,255,255 253,255,254 252,255,250 251,255,245 250,255,242 249,255,238 251,255,236 252,255,235 252,255,235 250,255,246 247,255,246 244,255,247 240,255,248 236,255,251 230,255,251 227,255,252 225,255,254 227,255,255 232,255,255 237,255,255 243,251,255 252,248,255 255,245,255 255,243,255 255,242,255 255,255,244 255,246,255 253,239,255 252,244,255 254,254,242 255,255,240 255,247,255 255,237,255 255,233,255 255,246,253 255,254,237 255,253,246 255,246,255 237,227,255 225,224,255 233,242,255 252,254,255 253,255,255 253,255,255 253,255,255 252,254,255 252,254,255 253,255,255 253,255,255 253,255,255 249,251,251 239,241,241 231,233,233 237,239,239 250,252,252 252,254,254 245,248,246 246,239,254 235,228,241 229,225,237 238,237,247 251,254,255 250,255,254 243,255,242 233,251,228 226,247,215 225,244,211 239,254,226 251,255,242 249,253,247 250,248,254 255,248,255 255,242,255 255,244,255 255,243,255 255,243,255 255,242,255 255,243,255 255,244,255 255,247,255 255,249,255 255,254,254 254,254,248 253,255,246 255,255,248 255,255,251 255,255,254 244,246,247 236,236,242 248,248,248 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254
250,254,255 251,255,255 251,255,255 253,255,254 254,255,253 255,253,253 255,253,255 255,253,255 251,244,251 252,248,254 255,252,255 255,254,255 254,255,253 251,255,247 250,255,244 250,255,242 239,244,255 243,248,255 245,251,255 243,249,255 242,249,255 245,251,255 245,252,255 244,252,251 246,255,250 246,255,249 246,255,247 246,255,245 246,255,243 246,255,243 246,255,242 246,255,242 255,252,255 255,253,255 255,254,255 255,255,251 255,253,245 250,251,242 246,246,240 245,243,242 255,252,255 255,250,255 255,249,255 255,251,255 255,252,255 254,252,252 250,250,244 247,248,239 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,245,255 253,245,255 253,246,255 254,248,255 252,249,255 253,252,255 253,253,255 253,255,255 253,255,252 255,255,248 254,255,244 253,255,240 252,255,237 252,255,234 254,255,232 254,255,232 251,255,229 247,255,231 245,255,238 238,255,245 231,255,252 225,255,255 221,253,255 219,251,255 216,246,255 222,248,255 232,249,255 239,250,254 247,251,246 255,252,241 255,255,237 255,255,235 255,253,248 255,248,255 255,248,255 255,255,248 255,255,231 255,255,230 255,255,246 255,245,255 255,245,255 255,253,244 255,255,226 255,255,237 255,251,255 238,232,255 227,224,255 236,238,255 248,251,255 251,254,255 251,254,255 251,254,255 249,252,255 248,251,255 250,253,255 251,254,255 249,252,255 248,251,255 236,239,243 225,228,232 230,233,237 244,247,251 243,246,250 229,232,236 229,229,243 235,235,247 242,244,252 247,251,252 247,254,247 247,254,241 249,255,238 253,255,239 247,255,232 244,250,227 255,255,237 255,255,245 255,255,248 255,253,250 255,253,255 255,249,252 255,239,255 255,238,255 255,238,255 255,239,255 255,240,255 255,241,255 255,244,255 255,247,255 255,253,255 253,252,248 250,253,244 252,255,248 253,255,252 251,255,255 242,245,249 233,236,241 247,247,247 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255
250,255,254 245,252,249 241,246,244 243,245,245 251,251,251 255,254,255 255,254,255 255,253,255 255,254,255 255,252,254 255,251,252 255,255,252 255,255,249 255,255,247 250,255,241 245,254,234 237,244,237 248,255,248 251,255,251 251,255,249 248,255,246 250,255,247 251,255,247 251,255,245 249,255,242 249,255,240 249,255,239 249,255,238 249,255,236 249,255,236 249,255,235 249,255,235 254,250,255 254,250,255 255,253,253 255,255,250 255,255,248 255,255,247 254,254,248 253,251,250 255,252,254 255,250,255 255,250,255 255,252,255 255,251,255 249,246,248 240,239,235 234,234,228 250,250,250 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,250,255 251,251,255 251,251,255 252,252,255 254,253,255 255,254,255 255,255,255 255,255,254 255,255,252 255,255,252 255,255,251 255,255,248 255,255,246 254,255,245 253,255,243 252,254,242 253,255,229 253,255,232 250,253,237 246,250,244 243,246,251 242,243,255 239,240,255 237,239,255 246,249,255 246,252,255 248,255,255 250,255,247 253,255,237 254,255,227 255,255,220 255,255,217 255,246,255 255,246,255 255,251,253 255,255,237 255,255,218 251,255,212 247,251,226 243,241,241 255,253,253 251,255,231 243,255,209 248,255,217 255,255,242 249,248,255 244,240,255 250,248,255 242,245,249 245,248,252 248,251,255 248,251,255 245,248,252 243,246,250 244,247,251 246,249,254 249,252,255 251,254,255 246,249,254 236,239,244 239,242,247 249,252,255 245,248,253 230,232,240 228,236,236 239,248,245 250,255,249 251,255,245 249,255,236 249,253,234 255,255,241 255,255,251 255,250,255 254,240,251 255,244,255 255,252,255 255,251,247 255,255,236 255,255,232 255,255,225 255,249,253 255,249,255 255,248,255 255,248,255 255,247,255 255,248,255 255,251,255 255,253,255 255,255,252 250,253,244 245,250,241 248,252,246 251,255,254 251,254,255 245,247,255 238,240,251 250,250,250 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255
250,255,252 241,248,243 234,239,237 237,239,239 248,247,249 255,254,255 255,254,255 255,250,253 255,254,255 255,250,249 250,246,241 252,250,242 255,255,246 255,255,245 246,254,237 238,246,229 240,244,215 251,254,228 255,255,233 251,253,231 249,249,231 255,255,239 255,255,246 255,255,247 255,252,249 255,251,252 255,250,253 255,249,255 255,248,255 255,247,255 255,247,255 255,247,255 253,250,255 252,251,255 252,252,252 255,255,251 255,255,249 255,255,248 255,255,249 255,254,250 254,251,253 255,250,255 255,250,255 255,251,255 254,250,255 247,244,246 238,236,235 231,230,226 245,245,245 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 252,252,252 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,255,243 251,255,243 251,255,243 252,255,246 254,255,247 255,255,249 255,255,251 255,255,252 255,254,253 255,254,255 255,252,255 255,251,255 255,249,255 253,246,255 252,245,255 251,244,255 255,248,255 255,249,255 255,248,252 255,247,249 255,248,246 255,248,242 255,248,240 255,250,237 255,253,240 255,254,240 255,254,240 246,253,240 237,251,239 228,250,238 221,248,238 215,246,237 234,229,255 235,234,255 237,242,255 238,255,246 236,255,230 235,255,231 236,255,248 237,253,255 237,253,255 241,255,244 239,255,219 243,255,213 253,255,233 255,255,245 251,244,249 255,245,253 246,248,248 248,250,250 250,252,252 251,253,254 249,251,252 248,250,251 247,249,250 248,249,253 247,248,252 253,254,255 253,254,255 247,247,253 245,245,251 249,249,255 248,248,254 242,242,248 239,255,237 241,255,235 242,255,230 244,255,228 252,255,232 255,255,243 255,251,251 255,238,255 255,239,255 255,227,255 255,231,255 255,243,255 255,248,250 255,255,233 255,255,221 255,255,209 255,255,236 255,255,237 255,255,240 255,255,245 255,255,248 255,255,249 255,255,248 255,255,247 255,255,245 248,255,240 244,251,238 244,252,242 249,254,253 251,253,255 249,250,255 246,246,255 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 252,252,252 255,255,255 255,255,255
248,255,249 244,252,245 240,245,243 243,245,245 250,249,251 255,253,255 255,253,255 255,253,254 255,252,252 255,249,244 249,246,238 250,249,239 252,254,242 251,255,243 245,251,240 238,246,235 255,249,222 255,251,224 253,245,222 246,236,218 251,239,227 255,250,242 255,251,252 255,243,250 255,246,255 255,244,255 255,242,255 255,241,255 255,240,255 255,239,255 255,238,255 255,238,255 255,251,255 255,253,255 253,252,254 253,254,250 254,255,248 254,255,247 251,254,245 248,249,245 254,251,253 254,250,255 254,248,255 255,249,255 255,250,255 251,247,252 246,244,244 241,239,238 238,238,238 248,248,248 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 250,250,250 236,236,236 240,240,240 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 249,255,238 249,255,238 251,255,239 252,255,241 254,255,243 255,255,245 255,255,248 255,255,251 255,252,253 255,252,255 255,250,255 255,249,255 254,245,255 252,242,255 250,239,255 247,238,255 255,239,255 255,241,255 255,245,255 255,248,251 255,251,240 255,255,231 255,255,226 255,255,226 255,255,234 255,255,240 248,247,249 234,240,255 217,233,255 203,224,255 187,213,255 178,205,255 160,175,255 162,181,255 163,191,252 164,202,234 170,212,225 177,218,233 187,222,255 197,224,255 202,226,255 225,253,255 232,255,248 237,255,231 246,255,235 255,252,244 255,241,248 255,238,252 253,254,250 253,254,250 254,255,251 255,255,252 255,255,252 255,255,254 254,255,253 251,252,250 248,248,248 253,253,253 254,254,254 247,246,248 239,238,240 237,236,238 244,243,245 252,251,253 246,255,233 242,255,227 236,251,219 237,249,221 250,254,235 255,255,251 255,248,255 253,231,255 255,235,255 251,224,255 252,231,255 255,244,255 255,251,255 253,255,245 253,255,234 246,255,223 245,255,235 245,255,237 245,255,239 246,255,245 246,255,246 248,255,247 249,255,248 249,255,247 249,255,246 247,255,241 246,255,242 246,254,244 249,254,253 252,251,255 252,249,255 251,247,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 253,253,253
248,255,248 248,255,251 251,255,252 253,255,255 255,253,255 255,253,255 255,253,255 255,254,254 255,255,251 255,255,248 255,255,246 255,255,246 254,255,250 251,255,254 250,255,255 250,255,255 255,255,247 255,251,244 253,237,230 242,228,222 252,237,234 255,254,252 255,253,254 255,248,249 255,250,251 255,250,251 255,250,251 255,250,251 255,251,249 255,252,248 255,252,248 255,252,248 251,249,255 249,248,255 247,248,252 249,252,250 252,255,250 255,255,248 253,255,247 251,252,248 252,252,252 253,249,255 252,247,255 253,247,255 255,250,255 255,252,255 255,253,253 254,252,251 235,235,235 246,246,246 255,255,255 255,255,255 253,253,253 253,253,253 251,251,251 249,249,249 226,226,226 232,232,232 241,241,241 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 249,255,247 249,255,247 251,255,247 252,255,248 254,255,248 255,255,251 255,255,251 255,255,252 255,252,253 255,252,254 255,251,255 255,249,255 252,248,255 250,244,255 245,241,255 244,240,255 255,238,251 255,239,250 255,241,249 255,242,246 255,244,246 254,246,247 251,245,250 245,243,255 239,241,255 217,224,255 186,198,255 155,171,248 124,144,239 91,115,227 63,89,213 43,72,201 56,85,220 53,87,206 51,92,185 50,95,163 52,98,156 60,102,167 73,110,192 86,114,208 158,185,255 198,226,255 221,249,255 227,249,254 242,251,248 255,252,255 255,248,255 255,244,255 255,255,246 253,254,244 253,254,244 255,255,248 255,255,249 255,255,249 255,255,249 250,250,244 255,255,251 255,255,252 255,255,252 248,247,243 234,232,231 228,226,225 241,239,238 255,255,254 249,255,227 248,255,230 243,253,230 239,243,232 247,242,244 255,247,255 255,248,255 255,242,255 249,239,252 238,232,243 241,240,250 248,250,255 240,247,255 235,244,255 233,242,255 223,234,255 225,246,255 225,246,255 227,244,255 229,243,255 231,244,255 233,244,255 236,247,255 238,249,255 244,254,254 246,255,250 248,255,249 250,255,250 252,255,253 253,252,254 255,250,255 255,249,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251
245,255,245 248,255,251 250,255,254 249,251,252 249,245,250 253,247,252 255,252,255 255,255,252 240,234,227 255,255,248 252,251,241 255,255,251 246,250,251 247,249,255 236,240,255 231,233,255 254,245,255 255,251,255 248,240,250 243,236,243 255,249,255 253,247,252 245,243,243 255,255,252 255,255,246 249,254,239 249,255,235 253,255,235 252,255,232 250,255,227 249,255,223 252,255,225 251,250,255 238,238,252 218,220,228 250,255,254 248,252,246 252,255,248 253,255,249 252,253,249 248,248,248 255,254,255 254,249,255 254,249,255 255,253,255 249,245,250 253,248,249 255,255,254 250,250,250 248,248,248 248,248,248 249,249,249 253,253,253 245,245,245 255,255,255 253,253,253 252,252,252 247,247,247 255,255,255 247,247,247 253,253,253 255,255,255 242,242,242 255,255,255 246,245,255 251,251,255 250,248,255 248,247,255 242,239,248 255,253,255 255,254,255 255,254,255 255,252,251 255,255,254 251,249,248 249,250,248 251,253,253 244,249,248 245,250,251 247,252,253 230,237,232 241,249,249 235,244,255 216,229,255 209,225,255 207,225,255 178,200,255 138,163,255 88,116,217 75,104,212 63,95,202 58,90,197 56,89,192 61,94,191 75,109,203 91,125,215 117,152,255 118,157,255 122,165,246 129,172,239 130,172,239 117,155,233 88,121,214 60,89,193 55,84,183 119,148,229 191,218,255 213,234,255 237,249,255 255,254,255 255,238,245 255,245,255 255,255,248 252,251,241 255,255,246 255,255,247 251,250,240 255,255,249 255,255,249 237,235,227 248,246,238 255,252,247 254,251,246 251,248,243 244,241,236 231,228,223 235,232,228 255,253,249 244,255,228 255,255,242 247,248,244 237,231,242 250,241,255 255,248,255 253,248,255 255,255,251 246,255,236 240,255,229 243,255,241 234,255,252 217,234,255 215,226,255 178,183,255 108,110,218 72,90,161 126,143,216 184,199,255 206,220,255 208,220,255 210,221,255 218,228,255 225,234,255 235,244,255 237,246,255 246,252,251 253,255,252 255,255,251 255,254,250 255,250,249 255,249,250 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255
244,255,244 248,255,251 249,254,252 244,246,247 243,239,244 249,243,248 255,251,252 255,255,251 255,255,248 255,255,247 240,243,234 242,246,247 229,232,247 230,232,255 229,230,255 231,232,255 220,230,254 227,236,255 221,229,255 223,231,255 235,244,255 230,239,255 216,225,255 221,230,255 231,240,255 221,233,255 218,230,255 220,235,255 224,240,255 222,239,255 216,236,255 215,236,255 248,246,255 250,250,255 232,234,245 250,253,255 248,253,251 251,255,251 252,255,248 250,254,249 255,255,255 255,254,255 250,246,252 255,251,255 255,253,255 249,244,246 255,251,250 255,255,252 247,247,247 254,254,254 254,254,254 250,250,250 241,241,241 255,255,255 229,229,229 244,244,244 226,226,226 223,223,223 250,250,250 255,255,255 255,255,255 251,251,251 238,238,238 255,255,255 212,207,236 234,229,255 241,235,255 255,248,255 249,241,255 252,245,255 246,239,246 250,245,247 255,253,253 253,251,250 238,242,237 251,255,252 248,255,252 234,246,240 244,255,252 236,250,246 196,220,250 205,231,255 207,237,255 176,211,255 110,148,230 49,91,190 38,83,194 57,105,223 38,86,204 53,102,212 85,132,230 126,169,250 157,198,255 178,217,255 197,232,255 210,245,255 196,227,255 200,235,255 204,241,255 208,242,255 210,237,255 204,228,255 188,212,255 169,197,255 110,139,214 68,97,171 127,155,215 215,243,255 232,252,255 244,254,242 255,255,248 252,237,234 255,255,252 255,255,252 255,255,252 255,255,252 255,253,249 255,253,249 251,248,244 236,233,229 241,238,234 244,241,237 244,241,237 252,248,247 255,255,254 251,247,246 246,242,241 255,253,252 254,253,249 255,253,255 254,248,255 254,245,255 255,249,255 246,244,255 238,245,242 241,255,237 241,255,234 220,254,217 213,249,225 225,255,255 197,222,255 122,137,223 76,83,206 83,85,227 80,99,204 56,73,176 77,92,195 134,146,247 146,157,249 111,122,204 117,126,193 160,169,219 224,233,255 234,242,255 241,247,252 245,249,244 246,246,240 250,247,239 255,250,245 255,251,247 253,253,253 253,253,253 253,253,253 252,252,252 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255
