50 170
255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 246,246,246 244,244,244 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,245,255 254,246,255 249,248,255 247,250,254 244,255,245 241,255,236 241,255,228 241,255,221 245,255,220 247,255,220 251,255,226 255,255,239 255,250,254 255,240,255 255,231,255 255,224,255 255,240,255 255,241,255 255,243,255 255,246,255 249,246,255 238,249,255 233,254,255 230,255,255 222,255,248 227,255,251 235,255,254 241,253,255 246,248,255 251,242,255 255,238,255 255,238,255 225,255,207 232,255,216 244,255,233 248,255,241 251,255,245 250,255,239 250,255,234 250,255,226 245,255,218 241,255,217 236,255,225 234,250,243 230,226,255 227,201,255 225,180,255 223,168,255 133,168,255 128,153,255 130,149,255 142,162,255 155,181,235 165,187,228 180,183,251 196,179,255 210,181,255 228,199,255 237,213,255 239,214,255 248,219,255 255,238,255 255,255,242 255,255,208 255,244,255 255,255,242 245,255,213 231,255,201 252,255,231 255,247,238 255,232,234 255,251,248 255,249,233 255,255,225 244,255,221 222,255,226 217,246,250 231,235,255 252,230,255 255,228,255 255,245,255 255,241,255 249,238,255 243,239,255 242,244,255 239,248,255 238,250,254 235,254,233 240,255,219 243,255,208
255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 249,249,249 251,251,251 254,254,254 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 250,250,250 249,249,249 253,253,253 253,253,253 250,250,250 246,246,246 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 249,249,249 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 246,246,246 237,237,237 236,236,236 247,247,247 254,254,254 252,252,252 251,251,251 255,255,255 252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,244 255,255,248 255,252,255 255,249,255 253,247,255 249,248,255 247,250,255 245,255,249 244,255,238 245,255,230 248,255,228 253,255,233 255,255,244 255,254,255 255,248,255 255,245,255 255,241,255 253,242,255 252,246,255 248,249,255 244,252,252 239,253,249 240,255,248 243,255,251 243,255,252 241,254,252 240,248,248 244,245,249 254,248,253 255,252,255 255,252,255 255,252,255 248,255,212 250,255,220 246,255,230 241,244,242 241,234,255 243,230,255 234,221,255 221,212,255 230,230,255 203,213,255 163,181,240 123,142,203 88,104,173 64,75,157 51,55,150 47,46,150 26,51,145 34,50,163 37,48,170 36,49,155 40,59,132 48,66,127 49,56,136 45,38,149 63,50,172 81,70,180 115,107,202 155,147,242 189,179,255 211,206,255 220,231,255 226,249,255 251,233,246 243,241,231 250,255,233 244,255,226 244,255,231 255,253,255 255,242,255 255,220,249 255,241,253 255,255,242 244,255,235 225,255,235 220,251,244 236,245,255 254,241,255 255,237,255 255,251,254 255,247,255 251,245,255 248,243,255 244,245,255 241,247,255 239,251,253 241,255,237 227,244,207 231,248,197
255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 247,247,247 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 255,255,255 253,253,253 250,250,250 251,251,251 254,254,254 253,253,253 249,249,249 235,235,235 239,239,239 246,246,246 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 239,239,239 234,234,234 243,243,243 255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 241,241,241 241,241,241 250,250,250 255,255,255 254,254,254 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,233 255,255,239 255,253,250 255,247,255 255,242,255 255,240,255 252,240,255 250,243,255 236,237,251 235,241,240 234,244,231 236,249,227 241,254,230 244,255,233 247,255,235 246,255,235 228,255,252 230,255,253 233,255,253 235,252,255 240,250,255 248,251,255 254,252,255 255,254,255 248,240,240 255,250,246 255,255,248 255,255,247 255,255,243 255,250,237 253,250,236 255,253,239 241,245,233 244,245,241 245,240,255 247,233,255 246,223,255 224,193,255 176,139,255 125,90,255 67,40,220 48,35,205 28,29,179 15,32,153 15,43,137 28,63,136 44,84,143 58,98,151 117,122,197 133,132,226 139,132,243 128,124,230 125,127,215 126,134,211 115,122,207 94,98,200 63,67,179 47,54,165 29,39,153 19,28,155 21,30,171 56,68,202 125,148,255 187,221,255 254,241,255 246,244,255 231,249,248 226,255,234 230,255,235 232,230,242 247,215,255 255,228,255 255,237,255 255,250,255 245,255,253 228,255,245 229,255,240 243,255,239 255,253,246 255,244,253 255,255,231 255,255,240 255,254,253 252,249,255 247,246,255 246,246,255 246,251,254 247,255,243 247,255,227 249,255,222
255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 254,254,254 252,252,252 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 239,239,239 242,242,242 248,248,248 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 238,238,238 233,233,233 242,242,242 254,254,254 255,255,255 252,252,252 248,248,248 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,251,246 255,251,246 255,250,247 255,249,250 255,248,252 255,245,255 255,243,255 252,242,255 249,243,255 245,241,255 242,242,255 239,247,254 241,253,247 242,255,240 243,255,234 243,255,230 217,255,210 220,255,219 223,255,231 229,244,246 241,238,255 255,237,255 255,240,255 255,242,255 255,249,252 255,255,241 255,255,234 255,255,228 244,246,226 229,236,229 224,229,238 220,227,244 233,202,255 230,203,255 211,187,255 164,142,230 104,83,175 62,38,146 50,21,154 53,22,177 48,21,185 69,50,207 108,101,236 151,154,255 184,197,255 202,222,255 206,230,255 206,231,255 238,222,255 250,229,255 252,227,255 242,219,255 236,218,255 235,225,255 224,222,255 207,212,255 209,219,255 192,204,255 162,173,255 117,125,238 61,70,198 23,32,165 17,32,155 30,50,162 165,147,230 217,210,255 225,238,255 203,233,252 215,246,245 235,247,255 246,235,255 255,236,255 255,243,255 255,253,255 243,254,255 233,254,252 236,255,242 250,255,237 255,255,240 255,247,247 255,255,208 255,255,222 255,255,241 255,254,255 252,247,255 250,245,255 251,250,252 255,255,247 255,255,239 255,255,238
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 248,248,248 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,247,255 255,249,255 255,251,247 255,254,241 255,255,237 255,255,236 255,254,240 255,250,249 254,246,255 248,241,255 245,238,255 242,239,255 243,245,255 244,252,255 243,255,253 242,255,248 235,255,201 235,255,209 233,252,219 236,237,235 245,233,253 255,237,255 255,239,255 255,238,254 255,253,252 255,255,244 247,249,230 232,241,231 222,233,247 208,220,255 189,201,255 175,186,255 115,68,255 80,43,243 49,26,178 42,31,133 53,52,118 88,89,139 150,148,200 206,199,255 235,225,255 234,223,255 231,222,255 231,224,255 233,226,253 238,229,255 247,232,255 250,233,255 255,242,251 255,239,253 255,234,255 255,229,255 253,224,255 244,225,255 243,235,246 243,247,236 239,248,235 238,244,249 237,236,255 234,229,255 225,217,255 196,186,255 138,128,211 90,78,168 68,44,174 64,51,173 133,137,239 203,223,255 209,237,255 218,245,255 243,255,255 235,240,231 252,255,245 250,255,251 243,255,255 237,252,255 242,253,251 255,255,248 255,253,247 255,246,245 254,255,196 255,255,211 255,255,235 255,254,253 255,246,255 254,246,255 255,250,251 255,255,246 255,254,239 255,252,243
255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 248,248,248 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 252,252,252 252,252,252 253,253,253 250,250,250 247,247,247 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 250,250,250 249,249,249 249,249,249 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 245,245,245 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,255,246 250,255,246 252,255,244 253,255,243 255,255,243 255,255,243 255,255,244 255,254,245 245,238,235 244,236,237 242,233,243 242,235,250 244,236,255 246,238,255 245,238,255 245,238,255 255,252,255 255,252,250 255,247,241 255,244,232 255,251,233 255,255,240 255,255,236 244,243,229 219,222,220 229,234,249 235,243,255 218,226,255 171,182,255 112,124,226 60,73,189 31,43,167 44,14,227 49,30,209 90,88,212 160,174,240 214,238,255 227,252,254 220,241,239 218,231,233 224,232,232 237,240,231 251,253,231 255,255,234 255,255,235 255,255,244 255,251,255 255,246,255 255,252,255 255,254,251 255,255,249 255,251,255 255,243,255 254,239,247 255,254,230 255,255,217 255,255,212 255,255,218 249,242,223 244,232,228 255,244,242 255,250,255 255,225,255 228,191,241 133,109,243 50,39,163 37,35,155 97,105,218 153,169,252 196,223,250 229,255,237 236,255,223 245,255,238 245,255,254 242,253,255 240,250,255 247,249,255 255,250,255 255,253,247 255,252,229 246,255,200 250,255,216 252,255,238 254,250,255 255,245,255 255,246,255 255,251,248 255,255,242 255,255,244 255,255,252
255,255,255 251,251,251 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 254,254,254 250,250,250 247,247,247 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 245,245,245 236,236,236 239,239,239 246,246,246 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 248,248,248 248,248,248 248,248,248 254,254,254 252,252,252 252,252,252 255,255,255 253,253,253 249,249,249 250,250,250 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 247,247,247 247,247,247 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 235,255,225 236,255,230 240,255,239 242,255,249 248,252,255 253,249,255 255,246,255 255,248,255 255,244,246 255,246,242 255,247,243 255,249,249 255,249,255 255,246,255 255,243,255 255,240,255 255,227,255 255,235,255 255,242,255 255,249,243 255,255,233 255,255,231 234,250,226 205,223,224 211,225,255 180,187,255 126,129,233 67,68,190 28,29,157 23,27,152 49,57,176 76,87,199 165,165,255 190,200,255 216,238,255 220,253,255 209,248,233 208,243,229 222,248,248 237,254,255 243,255,255 246,255,249 246,255,230 244,255,215 243,255,213 244,255,224 247,254,241 249,251,252 238,230,255 245,245,255 249,255,247 248,254,249 245,246,255 243,245,253 246,255,234 250,255,214 244,255,199 255,255,218 255,255,235 255,255,235 255,255,228 255,255,230 255,240,244 255,223,255 229,222,255 204,202,255 116,115,213 34,30,159 65,65,189 166,183,246 226,255,252 231,255,233 237,254,251 242,246,255 243,246,255 243,246,255 250,246,255 255,249,255 255,255,238 255,255,205 238,255,225 239,255,235 243,247,252 248,242,255 253,241,255 255,246,255 255,252,247 255,255,235 255,255,238 255,253,248
254,254,254 247,247,247 242,242,242 246,246,246 254,254,254 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 246,246,246 245,245,245 244,244,244 250,250,250 255,255,255 255,255,255 253,253,253 243,243,243 239,239,239 248,248,248 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 242,242,242 231,231,231 233,233,233 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 251,251,251 253,253,253 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 225,255,227 227,255,232 230,255,240 235,254,251 242,248,255 246,243,255 252,241,255 255,241,255 255,240,255 255,243,251 255,246,246 255,249,245 255,251,247 255,250,250 255,247,250 252,245,250 255,229,255 255,235,255 255,236,255 243,234,255 236,235,255 225,229,255 195,204,255 163,171,255 78,84,191 51,52,172 31,31,155 51,49,168 108,104,209 167,165,254 207,206,255 223,223,255 230,246,235 243,255,242 239,255,233 225,255,217 221,255,223 232,255,248 232,254,255 222,234,255 234,242,255 237,249,255 237,255,244 237,255,233 232,255,230 228,255,241 222,249,253 218,242,255 193,183,255 215,219,255 231,250,255 229,251,246 230,247,255 239,251,255 240,255,255 230,253,231 242,255,238 235,248,240 236,243,246 245,253,242 246,255,226 241,251,221 243,238,247 254,233,255 245,254,251 230,238,251 223,223,255 148,137,253 44,30,165 63,64,162 169,187,228 224,244,255 233,244,255 240,239,255 244,241,255 245,245,255 250,247,255 255,254,255 253,255,231 249,255,202 226,246,255 228,239,255 232,232,255 241,232,255 249,237,255 255,247,255 255,253,243 251,255,227 255,255,235 255,255,248
255,255,255 245,245,245 237,237,237 245,245,245 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 252,252,252 253,253,253 250,250,250 249,249,249 255,255,255 253,253,253 255,255,255 230,230,230 228,228,228 244,244,244 255,255,255 243,243,243 253,253,253 255,255,255 241,241,241 230,230,230 240,240,240 247,247,247 255,255,255 255,255,255 241,241,241 249,249,249 240,240,240 241,241,241 242,242,242 237,237,237 250,250,250 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 246,246,246 255,255,255 255,255,255 244,244,244 254,254,254 241,241,241 255,255,255 248,248,248 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 255,255,255 255,255,255 247,247,247 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 249,249,249 235,255,253 230,251,248 237,252,254 240,249,255 236,239,253 242,241,255 254,249,255 255,247,255 253,246,251 255,251,252 255,255,250 250,248,240 235,236,227 228,232,226 241,245,239 251,255,252 232,255,234 225,250,246 212,228,255 197,201,255 161,154,255 96,82,248 39,24,205 26,14,186 35,29,178 90,89,205 161,163,247 212,214,255 231,230,255 237,231,255 246,234,255 255,241,255 255,255,244 251,255,238 239,255,224 227,255,216 237,255,235 220,245,231 239,254,255 243,249,255 246,246,255 251,251,255 245,248,246 247,253,242 244,251,246 239,246,255 228,234,255 185,189,242 69,41,171 144,134,210 232,241,255 238,255,244 243,255,255 223,230,249 231,238,255 243,251,255 237,243,255 244,245,255 241,242,255 243,253,255 236,255,233 233,254,232 236,243,255 233,226,255 255,255,214 249,255,238 238,232,255 228,215,255 173,159,255 57,48,152 58,56,146 188,192,255 229,236,255 230,234,255 248,246,255 252,248,255 236,238,246 248,255,252 244,255,251 227,244,240 197,207,255 217,220,255 198,193,255 199,189,255 213,200,254 255,248,255 248,250,238 249,255,225 247,255,225 244,255,236
255,255,255 247,247,247 241,241,241 247,247,247 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 248,248,248 253,253,253 251,251,251 150,150,150 175,175,175 220,220,220 253,253,253 255,255,255 254,254,254 248,248,248 254,254,254 246,246,246 249,249,249 246,246,246 236,236,236 255,255,255 248,248,248 247,247,247 249,249,249 242,242,242 232,232,232 236,236,236 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 248,248,248 255,255,255 255,255,255 251,251,251 249,249,249 248,248,248 255,255,255 246,246,246 254,254,254 251,251,251 254,254,254 252,252,252 255,255,255 247,247,247 255,255,255 248,248,248 255,255,255 232,232,232 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 216,216,216 255,255,255 232,232,232 246,246,246 255,255,255 255,255,255 252,252,252 242,242,242 250,250,250 255,255,255 247,247,247 251,251,251 253,253,253 253,253,253 255,255,255 253,253,253 249,246,255 253,248,255 255,248,255 255,245,255 250,239,255 254,246,255 255,252,255 245,250,235 243,255,225 250,255,230 244,255,229 225,247,222 217,236,233 224,237,255 224,230,255 212,216,255 193,255,247 158,211,231 97,133,197 40,58,173 16,15,171 24,12,190 74,57,232 132,118,255 191,185,255 211,212,255 231,235,255 240,246,251 247,249,249 255,248,255 255,247,255 255,242,255 228,229,255 231,237,255 229,246,255 222,248,255 228,255,255 210,236,243 232,247,255 232,235,255 250,237,255 255,244,255 255,240,254 255,244,255 255,242,255 255,239,255 255,230,255 221,191,250 69,26,177 154,131,223 243,242,255 243,251,234 255,255,245 255,253,255 255,249,255 245,230,255 255,241,255 255,238,255 252,236,255 248,245,254 243,254,228 241,255,229 248,252,255 248,239,255 254,255,201 255,255,251 244,227,255 253,244,255 237,237,255 171,163,246 46,27,160 100,90,196 222,233,255 242,255,237 242,246,241 253,247,255 237,240,244 212,229,225 209,222,255 129,129,237 84,86,240 71,68,214 48,41,168 69,58,155 203,193,253 241,236,255 255,255,245 248,255,228 245,255,226 239,255,233
