50 170
253,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,250,246 255,253,249 255,253,251 255,249,250 255,247,252 255,249,255 255,249,255 255,248,253 255,254,255 250,255,255 246,255,252 246,255,249 248,255,245 251,255,242 255,255,240 255,255,240 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,255,251 252,255,253 255,253,255 255,250,255 255,247,255 255,244,255 255,242,255 255,240,255 249,238,255 247,242,255 243,247,255 240,252,254 241,255,240 244,255,225 243,255,213 245,255,208 249,254,253 252,255,253 253,255,254 252,255,253 252,253,249 252,253,249 255,255,250 255,255,249 254,252,242 255,255,245 255,254,243 255,252,239 255,255,242 255,255,244 255,255,242 255,248,233 245,253,253 246,254,253 248,255,255 250,255,254 250,255,254 251,255,252 251,255,251 251,255,247 250,254,243 252,255,244 255,255,246 255,255,244 255,255,244 255,255,244 255,255,242 255,255,239 215,239,255 216,241,255 217,241,255 221,242,255 224,243,255 228,245,255 233,248,255 238,250,255 246,254,255 251,255,255 252,255,246 255,255,243 255,255,241 255,255,238 255,255,235 255,255,230 255,255,215 255,255,217 255,255,217 255,250,217 255,247,225 255,247,237 240,240,246 219,231,255 210,233,255 174,208,255 169,213,255 127,178,255 120,178,255 75,138,255 73,140,255 45,113,255 43,88,255 25,70,255 9,57,255 13,61,251 24,74,250 28,83,242 27,84,229 24,83,216 28,91,213 26,89,203 25,90,199 25,93,200 24,92,199 20,90,197 22,92,199 26,95,204 21,106,206 67,142,228 144,201,255 212,249,255 227,246,243 249,254,227 255,255,227 250,251,209 255,255,224 245,255,232 239,255,242 238,255,248 242,255,251 247,255,250 249,255,244 251,253,241 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
253,255,255 253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,254,248 255,255,252 255,255,254 255,253,255 255,252,255 255,251,255 255,251,255 255,249,255 255,254,255 253,255,255 250,255,254 248,255,251 248,255,248 250,255,245 251,255,244 251,255,242 255,255,255 252,252,252 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 249,255,251 250,255,251 255,255,251 255,254,251 255,253,253 255,252,254 255,251,255 255,250,255 252,247,255 248,247,255 245,248,255 245,251,255 246,252,251 248,254,243 248,254,237 249,254,233 255,255,245 255,255,244 255,255,242 255,255,244 255,255,245 255,255,246 255,252,244 251,248,243 255,255,252 255,255,254 250,253,251 243,245,245 242,246,247 248,253,254 250,255,255 250,255,255 242,248,255 245,249,255 245,249,255 242,247,255 237,243,255 235,241,252 235,243,250 237,246,250 248,255,255 247,255,253 245,255,249 243,254,246 242,254,242 243,255,243 244,255,243 246,255,243 255,255,248 255,255,247 255,255,248 255,254,249 255,253,250 255,250,251 250,247,249 244,244,250 235,237,247 238,242,253 238,245,255 237,245,255 232,241,255 229,240,255 230,243,255 233,246,255 226,221,255 230,227,255 231,232,255 222,227,255 207,215,255 181,196,242 152,171,216 127,151,197 102,132,179 74,108,161 72,109,167 48,86,150 55,96,165 48,90,165 71,114,193 63,108,189 63,85,204 68,92,206 80,103,212 95,119,219 106,132,222 118,145,225 135,164,233 151,180,241 161,190,247 158,189,242 160,191,244 167,198,253 169,199,255 158,189,250 146,177,240 138,168,233 41,114,228 22,87,186 75,122,196 188,217,255 239,250,255 243,241,233 255,255,236 255,255,232 255,255,238 248,255,246 242,254,254 239,253,255 241,253,255 246,252,255 252,254,255 255,254,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
253,255,255 253,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 234,255,251 240,255,253 243,254,252 245,247,247 252,245,248 255,249,253 255,250,255 255,249,255 255,253,255 255,254,255 253,255,255 250,255,252 248,255,251 246,255,249 246,255,248 246,255,248 255,255,255 245,245,245 234,234,234 233,233,233 242,242,242 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 247,255,253 249,255,250 252,255,247 255,255,241 255,255,239 255,255,236 255,255,237 255,255,240 255,255,243 251,255,249 251,253,254 251,250,255 252,247,255 255,245,255 255,243,255 255,240,255 254,255,253 250,250,250 246,246,246 250,250,250 253,255,255 251,254,255 251,254,255 246,250,255 247,253,255 246,253,255 246,253,255 240,249,255 237,247,255 240,249,255 241,250,255 240,249,255 254,246,255 255,248,255 255,249,255 252,247,255 250,246,255 249,248,255 253,252,255 251,253,255 251,254,255 249,254,255 247,255,255 248,255,255 246,255,255 245,255,253 245,255,253 246,255,254 255,255,218 255,255,216 255,252,215 255,250,219 255,250,229 255,252,242 255,250,253 248,247,255 231,237,255 223,235,255 212,229,255 194,218,255 172,201,255 149,181,255 130,164,253 121,156,246 53,109,255 48,103,248 35,90,227 25,79,204 25,77,191 34,85,182 45,92,176 51,95,166 62,100,158 77,111,157 116,145,184 144,169,201 167,188,215 176,192,215 183,197,219 171,184,206 214,225,255 221,233,255 232,244,255 237,248,255 234,244,255 230,239,253 236,245,255 246,252,255 238,244,255 226,229,244 214,218,237 220,222,246 230,232,255 235,235,255 234,233,255 230,230,255 155,210,255 74,121,236 66,100,190 171,186,248 234,235,255 238,228,241 255,245,246 255,254,252 255,254,255 250,252,255 244,251,255 238,247,255 238,243,255 243,243,255 251,247,255 255,250,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 227,255,255 228,255,253 227,248,245 225,238,236 232,236,237 249,244,246 255,251,254 255,253,255 255,252,255 255,253,255 254,253,255 250,255,254 249,255,254 245,255,254 245,255,254 243,255,254 255,255,255 243,243,243 230,230,230 231,231,231 243,243,243 252,252,252 250,250,250 245,245,245 248,248,248 250,250,250 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 244,255,253 246,255,250 248,255,245 251,255,239 255,255,233 255,255,231 255,255,229 255,255,231 255,255,235 255,255,242 255,255,249 255,251,255 255,247,255 255,243,255 255,240,255 255,238,255 225,245,255 221,241,255 218,239,255 222,241,255 229,246,255 234,250,255 237,250,255 237,249,255 233,243,255 239,246,255 242,248,255 241,246,255 239,242,250 240,243,248 244,244,250 246,246,252 255,255,239 255,255,238 255,255,238 255,253,240 255,253,241 255,251,243 255,248,244 255,244,246 251,241,247 249,241,252 251,244,255 253,247,255 250,245,255 242,238,255 236,233,255 234,231,255 240,244,239 242,247,246 244,250,255 242,250,255 230,241,255 202,217,250 169,187,234 141,165,225 120,146,222 94,126,215 66,101,204 46,86,199 41,83,206 38,84,215 38,84,221 36,83,221 0,87,236 6,95,240 18,105,245 37,121,251 65,143,255 98,170,255 125,189,255 141,197,255 176,224,255 181,219,255 192,222,255 204,225,255 204,218,255 216,222,255 222,225,255 219,220,255 202,234,255 201,231,255 202,232,255 211,239,255 217,243,255 216,237,255 210,231,255 207,225,255 222,237,255 213,226,255 207,218,255 206,217,255 201,210,255 180,189,255 152,160,230 131,140,213 69,108,230 59,92,202 96,116,204 187,194,255 238,233,255 247,235,255 255,249,255 255,247,255 255,251,255 248,250,255 243,250,255 236,244,255 232,237,255 237,236,252 247,241,252 255,247,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 230,255,255 232,255,255 232,255,251 230,247,244 233,246,244 246,252,251 251,255,254 255,255,255 254,254,254 254,254,254 254,253,255 252,253,255 252,253,255 252,252,255 252,252,255 252,251,255 255,255,255 250,250,250 242,242,242 245,245,245 255,255,255 255,255,255 249,249,249 238,238,238 239,239,239 245,245,245 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 244,254,254 244,255,253 246,255,250 248,255,247 249,255,245 251,255,242 253,255,240 253,255,240 252,255,241 254,255,244 255,255,247 255,254,250 255,253,252 255,250,253 255,248,254 255,248,254 236,249,255 235,248,255 233,245,255 231,242,255 231,240,255 233,240,255 236,243,255 240,245,255 250,252,255 251,252,255 253,252,255 251,247,253 249,243,248 249,244,246 255,251,252 255,254,255 255,255,223 255,255,222 255,254,225 255,255,235 255,255,244 255,255,251 255,249,254 243,237,254 245,241,255 236,233,255 230,226,255 225,221,255 214,212,255 200,197,255 190,187,255 190,187,255 96,164,255 79,147,242 55,123,220 34,101,200 25,91,194 27,89,197 32,92,205 35,94,210 22,79,202 28,83,210 38,92,223 54,106,242 73,124,255 90,140,255 102,152,255 108,157,255 120,197,255 128,205,255 136,211,255 142,214,255 146,216,255 147,213,255 143,204,255 137,194,255 134,186,255 137,182,255 150,187,255 160,193,255 156,183,255 159,184,255 163,183,255 157,176,255 111,165,250 102,156,241 100,150,238 107,155,243 113,159,247 109,153,244 101,142,235 96,134,230 89,126,224 74,110,210 59,94,198 51,87,194 50,86,194 49,86,196 53,90,200 58,95,207 45,73,167 108,132,216 177,191,255 233,236,255 247,241,255 248,237,247 255,253,255 255,250,249 252,254,255 246,254,255 243,253,255 238,248,255 234,242,249 240,242,243 251,246,243 255,253,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 241,252,250 246,255,255 244,255,255 243,255,254 241,255,252 241,255,252 241,255,252 238,254,247 242,255,250 246,255,252 249,253,254 253,252,255 255,249,255 255,248,255 255,247,255 255,247,255 255,255,255 252,252,252 250,250,250 254,254,254 255,255,255 255,255,255 243,243,243 231,231,231 237,237,237 244,244,244 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 245,252,255 245,251,255 245,251,255 245,250,255 245,249,255 245,249,255 247,249,255 247,249,255 247,250,255 249,251,252 252,253,249 252,255,245 254,255,242 254,255,238 253,255,236 252,255,233 255,255,233 255,255,234 255,255,237 255,255,238 255,252,237 255,250,239 255,251,244 255,253,251 255,246,249 250,245,254 248,246,255 244,247,255 235,241,255 225,231,254 218,225,250 216,226,250 227,253,255 222,247,255 217,242,255 214,239,255 210,237,255 204,229,255 189,215,255 175,203,255 126,155,230 110,139,224 93,123,218 82,112,217 68,98,211 52,82,201 45,76,199 47,79,204 0,75,241 0,77,243 0,82,244 0,84,244 0,84,242 0,83,235 1,81,230 4,80,223 21,90,229 46,109,243 68,126,255 72,126,251 59,108,230 46,92,210 43,87,204 46,89,206 71,104,167 70,103,166 63,99,159 58,94,154 60,97,157 66,106,165 65,109,170 63,107,171 58,103,171 49,94,167 54,102,180 49,96,180 44,91,182 41,87,182 49,96,194 43,89,190 47,95,201 47,93,200 50,94,201 50,93,202 45,86,195 39,78,187 39,76,186 44,80,188 48,84,191 56,93,197 74,112,214 93,134,233 107,150,247 115,159,254 120,167,255 126,173,255 205,227,255 224,243,255 231,242,255 245,250,255 253,251,251 252,247,238 255,255,244 254,254,240 245,253,242 241,255,248 242,255,253 240,255,249 243,254,244 249,255,238 255,255,237 255,255,237 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 250,250,250
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 255,245,246 255,251,251 255,255,252 250,255,250 242,255,250 237,255,249 233,255,246 228,254,241 237,255,249 242,255,250 249,254,253 255,252,254 255,249,255 255,246,255 255,245,255 255,244,255 250,250,250 250,250,250 252,252,252 254,254,254 253,253,253 247,247,247 237,237,237 230,230,230 244,244,244 249,249,249 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 248,251,255 248,249,255 245,248,255 243,247,255 240,245,255 240,244,255 240,244,255 240,244,255 239,244,255 241,246,255 244,250,255 244,252,251 242,255,247 242,255,243 239,255,239 239,255,239 255,254,212 255,255,214 255,255,221 255,255,227 255,254,231 255,249,235 255,242,239 244,236,243 241,241,255 226,235,255 216,232,255 208,231,255 196,224,255 176,210,255 162,198,255 156,194,255 109,152,249 100,145,243 87,132,230 69,115,216 53,101,203 39,90,194 31,83,189 25,81,188 47,106,215 33,96,208 28,91,205 26,93,208 21,90,207 12,82,199 12,82,200 17,89,207 11,81,234 12,83,234 12,82,230 11,79,222 12,77,215 18,80,212 29,89,213 40,97,213 37,91,198 46,96,196 50,97,189 44,89,176 42,85,166 53,93,168 74,113,187 95,133,205 132,132,192 134,135,195 134,138,196 131,138,193 129,142,194 131,146,195 124,144,191 113,139,185 108,139,184 105,140,184 133,172,217 130,172,219 139,184,235 121,168,220 131,178,232 116,163,217 139,160,221 148,169,230 164,183,244 178,196,255 185,200,255 192,205,255 204,217,255 219,230,255 223,236,255 217,232,255 210,229,255 210,231,255 207,232,255 207,236,255 214,245,255 221,252,255 233,248,255 228,241,255 213,222,226 233,237,231 255,255,244 255,255,240 255,255,238 245,252,231 244,255,238 239,255,243 241,255,247 243,255,247 249,255,244 254,255,237 255,255,230 255,255,226 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 253,255,255 253,255,255 253,255,255 251,255,255 251,255,255 251,255,255 251,255,255 251,255,255 251,255,255 255,250,251 255,252,252 255,251,248 251,249,241 240,251,241 238,255,245 237,255,248 236,255,247 239,255,247 246,255,249 253,254,250 255,252,253 255,249,255 255,247,255 255,246,255 255,245,255 251,251,251 253,253,253 255,255,255 254,254,254 250,250,250 244,244,244 240,240,240 238,238,238 251,251,251 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 255,249,255 252,248,255 247,248,255 241,247,255 236,247,255 233,246,255 231,246,255 233,247,255 231,244,255 231,245,255 234,245,255 233,246,255 232,245,255 227,243,255 223,242,255 221,241,255 233,239,255 229,237,255 226,235,255 223,235,255 216,231,255 200,219,255 178,201,249 159,186,242 130,161,222 102,140,205 76,116,188 58,102,179 47,94,175 42,92,175 45,96,182 51,104,191 54,84,219 54,85,218 52,84,214 45,80,207 42,79,199 48,89,205 63,109,216 77,127,227 68,123,214 68,125,210 79,141,219 98,164,235 108,176,243 105,176,239 108,181,239 116,189,247 179,184,255 183,189,255 185,191,255 184,191,255 180,191,255 184,196,255 193,208,255 203,220,255 207,228,255 202,226,255 199,224,255 200,229,255 206,236,255 207,241,255 206,240,255 202,236,255 228,228,255 229,230,255 228,230,255 225,227,255 228,232,255 231,239,255 231,240,255 227,237,255 233,247,255 191,205,224 170,184,202 113,129,146 116,132,149 109,125,142 158,173,192 167,182,201 244,251,246 244,249,247 247,252,251 253,255,255 255,254,255 253,249,255 252,248,254 255,250,255 255,252,254 255,250,251 254,254,248 255,255,248 255,255,244 248,255,236 242,255,229 242,255,228 239,247,246 250,255,254 251,255,247 255,255,241 255,255,237 246,247,227 252,255,237 252,255,246 244,255,247 240,254,250 241,255,253 245,255,254 249,255,250 251,252,242 251,245,232 249,241,224 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249
255,254,254 254,254,254 252,252,252 252,252,252 252,252,252 252,252,252 252,254,254 252,254,254 253,255,255 249,254,253 245,250,249 247,252,251 250,255,255 250,255,255 249,255,254 244,250,249 255,248,248 255,237,236 255,248,245 255,255,249 249,252,243 249,255,248 248,255,249 236,245,235 246,249,240 248,244,239 253,244,241 255,248,249 255,253,255 255,252,255 255,251,255 255,249,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 254,254,254 251,251,251 244,244,244 246,246,246 236,236,236 255,255,255 255,255,255 254,254,254 246,246,246 251,251,251 255,255,255 239,226,234 255,250,255 251,252,255 224,233,246 233,250,255 219,243,255 215,243,254 213,241,252 222,248,255 208,229,250 216,233,255 193,207,255 169,182,250 162,176,255 137,152,252 138,154,255 50,134,255 32,116,241 45,128,250 18,98,217 16,91,207 17,89,200 25,93,198 29,94,193 33,91,186 41,94,184 49,99,182 57,105,183 72,114,189 93,133,205 116,155,224 131,170,238 167,172,255 186,191,255 201,208,255 203,211,255 201,211,255 204,217,255 212,226,255 214,231,255 207,227,255 209,233,255 213,240,255 219,246,255 221,250,255 222,253,255 221,253,252 221,254,250 255,237,247 255,239,249 255,242,252 255,244,253 255,245,253 255,244,252 255,246,252 255,248,253 253,249,254 242,245,249 238,248,248 241,255,254 237,255,254 207,229,227 234,255,255 219,243,241 240,251,255 216,227,235 238,248,255 238,248,255 228,237,241 184,190,195 79,83,88 27,30,35 1,0,9 4,0,8 6,0,9 11,1,14 15,4,20 17,3,21 13,0,19 11,0,15 2,10,0 10,18,0 97,101,76 230,231,211 245,245,229 255,253,242 255,255,249 246,237,233 255,255,252 253,247,242 253,247,240 252,250,240 255,255,247 251,254,238 237,241,222 255,255,241 253,255,249 255,255,248 255,255,247 255,255,247 255,255,247 255,254,246 250,251,247 245,249,250 243,249,255 240,248,255 242,249,255 248,250,255 253,250,255 255,247,255 250,239,249 246,231,239 242,242,242 251,251,251 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255
255,254,254 255,254,254 255,254,254 254,254,254 254,254,254 254,254,254 252,254,254 252,254,254 251,255,255 251,255,255 249,255,254 248,254,253 247,253,252 244,252,251 243,251,250 242,250,249 255,253,252 255,248,246 255,252,249 255,254,250 242,243,239 245,246,244 254,250,249 248,238,238 255,243,244 255,244,246 255,248,250 255,253,254 255,254,254 253,255,254 244,255,254 239,255,254 249,249,249 249,249,249 244,244,244 236,236,236 237,237,237 247,247,247 255,255,255 255,255,255 226,226,226 255,255,255 235,235,235 234,234,234 255,255,255 255,255,255 248,248,248 250,250,250 255,251,255 234,223,231 191,190,200 169,181,191 166,188,199 131,161,172 114,150,158 124,159,169 98,129,144 84,109,135 83,102,145 84,100,166 100,113,205 82,95,211 47,61,197 71,85,233 0,93,232 0,79,216 0,85,216 0,79,205 27,107,226 50,122,233 86,151,250 109,165,254 148,196,255 158,200,255 173,205,255 190,215,255 207,226,255 221,235,255 229,240,255 230,240,255 239,240,255 245,246,255 243,245,255 235,235,251 230,230,244 234,234,246 245,244,254 254,250,255 253,248,250 255,249,250 255,253,250 255,255,251 255,255,249 255,255,248 255,255,247 255,255,246 255,252,244 255,253,245 255,254,246 255,253,245 255,253,241 255,251,239 255,251,238 255,251,238 255,255,242 255,255,245 253,255,241 241,246,231 245,252,237 251,255,245 243,254,238 248,255,243 230,237,224 253,255,247 246,252,241 183,187,176 58,61,52 21,23,17 7,6,2 2,0,0 14,9,11 10,3,10 6,0,8 5,0,10 6,0,14 14,0,21 18,2,26 21,5,29 8,15,0 8,12,0 6,10,0 2,2,0 95,93,93 164,158,163 240,231,241 255,250,255 255,245,255 255,249,255 240,232,249 249,244,255 251,246,255 243,241,253 251,252,255 245,246,255 255,253,245 254,252,244 254,252,244 254,251,246 253,252,248 252,252,252 252,252,255 250,252,255 244,246,255 241,244,255 242,241,255 245,242,255 249,242,255 254,243,255 255,243,255 255,242,255 238,238,238 246,246,246 254,254,254 255,255,255 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255
