50 170
250,255,233 250,255,233 253,255,238 255,255,241 254,255,243 248,255,240 251,255,246 253,255,251 249,255,250 249,254,253 249,254,255 250,255,255 250,255,255 250,254,255 247,253,255 247,253,255 255,248,255 255,249,255 255,249,255 255,251,252 255,255,252 255,255,251 254,254,248 247,246,242 254,251,253 254,250,255 254,249,255 255,248,255 255,249,255 255,252,255 255,253,255 255,254,255 255,244,255 255,247,255 255,248,255 251,245,255 251,247,252 253,254,252 254,255,248 252,255,244 255,255,245 255,255,245 255,255,247 255,255,247 255,255,250 255,254,250 255,252,253 255,252,253 250,255,240 249,255,240 247,255,241 245,255,243 243,255,244 242,255,247 240,255,248 242,255,251 238,251,249 244,249,250 250,248,254 255,246,255 255,245,255 255,244,255 255,243,255 255,242,255 255,255,238 255,255,240 255,255,241 255,255,243 255,255,243 255,255,246 255,255,248 255,255,249 255,254,250 255,255,254 253,255,255 253,255,255 251,254,255 250,253,255 248,250,255 244,247,255 251,255,248 249,255,247 247,253,248 247,250,254 246,248,255 242,247,255 235,244,255 230,242,255 230,245,255 227,243,255 228,241,255 236,243,255 247,246,255 255,249,255 255,249,255 255,249,255 246,255,239 241,255,239 239,255,240 239,255,244 234,255,242 231,255,239 236,255,244 244,255,248 240,249,239 251,253,247 255,255,252 255,255,254 255,253,253 249,251,251 248,253,254 248,255,255 246,249,253 247,250,254 249,250,254 250,252,253 252,252,252 253,253,253 255,253,252 255,254,250 255,255,251 255,254,247 255,253,244 255,255,244 255,255,244 255,255,245 255,255,244 255,255,244 251,244,255 254,247,255 253,249,255 250,249,255 250,253,255 250,255,255 249,255,254 243,249,248 250,255,255 251,254,255 252,251,255 255,247,255 255,242,255 255,239,255 255,237,255 255,236,255 249,249,249 252,252,252 255,255,255 253,253,253 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
251,255,243 250,254,242 252,255,244 255,255,248 254,255,248 249,253,247 251,255,249 253,255,252 248,253,251 249,254,252 249,254,252 250,255,253 248,255,252 248,255,252 247,254,251 247,254,251 255,250,255 255,250,255 255,248,255 251,247,252 253,250,252 255,252,254 250,249,253 244,241,250 246,241,255 248,242,255 253,244,255 255,247,255 255,250,255 255,252,255 255,253,255 255,253,252 251,244,255 255,248,255 255,251,255 254,251,255 254,253,255 253,255,255 251,255,250 247,251,246 252,255,251 252,255,251 251,253,253 253,252,254 253,251,255 254,248,255 254,247,255 254,247,255 255,255,248 255,255,248 255,255,250 254,255,250 250,255,250 247,255,251 245,255,253 243,255,253 240,253,251 242,253,251 244,252,252 248,251,255 252,251,255 254,250,255 255,249,255 255,249,255 247,255,251 246,255,250 246,255,250 246,255,252 248,255,252 248,255,252 248,255,252 247,253,252 248,254,253 250,255,254 250,255,254 250,254,255 250,254,255 251,255,255 251,255,255 250,254,255 239,255,253 238,248,248 237,238,242 239,232,239 244,233,243 250,238,250 254,244,255 255,248,255 255,245,255 255,249,255 255,250,255 255,248,253 255,246,247 255,247,244 255,250,243 255,252,243 250,241,232 246,240,233 250,248,240 253,255,249 250,255,249 250,255,251 247,255,248 248,252,246 247,246,242 253,248,245 255,250,250 255,251,250 251,249,248 244,249,247 244,252,251 245,255,254 249,251,252 252,251,253 252,251,253 252,251,253 253,252,254 255,252,254 255,253,255 255,253,255 255,253,255 255,253,255 255,252,254 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 255,246,255 255,249,255 253,249,255 249,248,255 248,251,255 251,255,255 249,255,251 244,252,245 246,254,247 247,253,248 250,253,251 254,251,253 255,249,255 255,248,255 255,247,255 255,247,255 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 254,254,254 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
251,250,254 250,249,253 251,250,254 254,253,255 254,253,255 251,250,252 251,253,254 253,255,255 251,254,252 251,255,250 251,255,250 249,255,249 248,255,246 247,255,244 246,254,243 245,254,241 250,248,254 255,253,255 255,253,255 253,251,255 252,249,255 250,248,255 247,244,255 241,236,255 240,234,255 243,236,255 248,242,255 254,248,255 255,251,255 255,254,255 253,254,252 252,254,248 248,250,251 251,253,254 251,253,254 248,250,250 246,251,250 249,254,253 249,254,253 246,250,251 249,252,255 249,252,255 248,249,255 248,247,255 250,245,255 249,243,255 249,242,255 249,242,255 255,249,255 255,250,255 255,250,255 255,251,255 255,252,255 252,253,255 249,254,255 247,255,255 245,255,254 242,255,253 242,255,252 242,255,252 244,255,252 244,255,250 245,255,249 245,255,249 246,254,255 246,254,255 245,253,255 248,254,255 248,254,255 250,253,255 247,251,255 245,248,253 250,253,255 251,251,255 251,251,255 253,252,255 253,252,255 255,252,255 255,253,255 255,253,255 241,253,255 238,245,254 236,235,244 238,231,236 240,234,235 246,243,239 249,252,243 252,255,246 254,254,240 255,252,238 255,252,237 255,255,241 255,255,241 255,255,239 254,255,239 250,255,242 255,248,255 255,246,255 255,244,255 255,249,255 255,252,255 255,250,255 251,245,250 250,243,246 255,250,253 255,250,252 255,251,251 255,251,251 254,252,251 249,255,250 248,255,252 244,255,252 255,252,254 255,252,254 255,252,254 255,252,254 255,252,255 255,252,255 255,252,255 254,251,255 253,249,255 255,251,255 253,251,255 253,250,255 253,250,255 250,249,255 250,249,255 250,249,255 255,250,255 255,251,255 255,251,255 250,249,251 249,252,250 250,255,250 249,255,246 244,253,240 247,255,241 247,255,240 249,255,240 254,255,241 255,255,242 255,255,245 255,255,245 255,255,245 233,233,233 242,242,242 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 255,255,255 250,250,250 248,248,248 251,251,251 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255
251,246,255 249,244,255 250,245,255 254,250,255 254,250,255 251,248,255 252,250,255 255,254,255 254,254,254 254,255,251 254,255,250 254,255,248 253,255,245 251,255,241 250,255,240 249,255,238 244,248,242 253,255,252 253,255,254 253,255,255 250,253,255 251,253,255 248,248,255 240,238,255 241,239,255 243,241,255 247,245,255 250,250,255 253,254,255 253,255,252 251,255,246 250,255,242 250,255,244 248,255,244 242,251,238 233,243,231 233,242,232 241,249,242 247,254,249 249,255,254 248,253,255 248,251,255 248,250,255 248,248,255 247,246,255 248,245,255 247,243,255 247,243,255 254,251,255 254,251,255 254,251,255 252,251,255 252,252,255 250,253,255 250,253,255 249,254,255 250,255,255 250,255,255 250,255,255 249,255,254 249,255,254 248,255,252 249,254,252 248,253,251 255,250,255 255,247,253 255,246,252 255,249,255 255,251,255 255,251,255 255,246,255 249,240,250 255,249,255 255,248,255 255,248,255 255,250,255 255,249,255 254,247,255 253,246,255 255,248,255 255,250,255 255,247,255 250,247,249 242,249,242 234,253,238 221,255,232 211,255,227 207,255,223 217,255,227 212,248,212 224,244,215 250,255,237 251,255,244 236,254,241 224,254,243 223,255,252 253,235,255 248,233,255 243,234,255 244,241,255 245,246,255 246,248,255 250,251,255 253,252,255 255,252,255 255,252,255 255,252,255 255,254,254 255,255,252 255,255,251 250,255,249 248,255,249 255,252,255 255,251,255 255,251,255 255,252,255 255,252,255 255,252,255 254,252,255 252,252,255 249,251,255 250,253,255 248,254,255 246,253,255 244,253,255 242,251,255 241,252,255 242,253,255 255,253,248 255,255,250 255,255,248 253,254,245 251,255,244 251,255,245 247,254,239 239,249,232 250,255,241 252,255,240 253,255,239 252,255,238 254,255,238 255,255,236 255,255,235 255,255,235 227,227,227 235,235,235 246,246,246 254,254,254 255,255,255 253,253,253 249,249,249 247,247,247 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255
252,247,255 248,243,255 249,245,255 253,249,255 254,250,255 252,249,255 252,250,255 255,254,255 255,255,255 255,255,254 255,255,252 255,255,251 255,255,248 255,255,247 253,254,244 252,253,243 245,255,239 251,255,245 251,255,247 243,251,240 241,249,239 249,255,249 251,255,252 248,253,251 248,253,252 248,253,252 248,253,251 249,255,249 249,255,247 249,255,245 249,255,242 249,255,240 249,255,236 247,255,235 241,255,231 233,246,224 233,245,227 241,252,236 247,255,245 249,255,250 250,255,252 250,255,255 249,254,255 249,254,255 248,253,255 248,253,255 248,253,255 248,252,255 238,255,254 240,255,254 240,255,254 243,255,254 245,255,255 247,255,255 250,254,255 252,253,255 255,254,255 255,253,255 255,252,255 255,252,255 255,250,255 255,249,255 255,249,255 255,249,255 255,245,242 255,242,239 255,240,239 255,245,243 255,249,250 255,250,252 255,245,248 248,238,244 252,245,252 248,243,252 249,245,255 253,251,255 251,251,255 247,247,255 245,245,255 248,248,255 255,246,250 255,249,247 255,253,244 246,255,238 232,255,233 219,255,227 207,255,219 199,255,215 211,255,230 194,249,216 196,247,227 209,255,253 191,248,250 153,216,230 151,219,242 177,251,255 207,239,255 209,241,255 210,245,255 209,247,255 202,242,255 198,235,255 205,235,254 219,240,255 237,249,255 246,249,255 254,250,255 255,254,255 255,255,252 255,255,251 255,255,247 252,253,243 255,250,255 255,250,255 255,250,255 255,251,255 255,252,255 255,253,255 254,254,254 252,255,253 248,255,250 247,255,250 244,255,249 243,255,248 240,255,247 237,255,245 235,255,245 236,255,244 255,254,233 255,255,237 255,255,239 255,255,238 254,255,239 254,255,241 245,250,235 236,243,230 252,255,246 251,255,245 253,255,245 252,255,244 254,255,244 255,255,243 255,255,243 255,253,242 230,230,230 236,236,236 245,245,245 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 253,253,253 255,255,255 254,254,254 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255
250,252,253 246,248,249 245,247,248 252,251,253 254,254,254 252,252,252 252,252,252 255,254,254 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,253,255 255,250,255 255,250,255 251,255,245 251,255,245 242,252,235 227,237,220 229,238,218 245,254,233 253,255,240 253,255,238 253,255,238 252,255,237 251,255,238 251,255,239 248,255,239 248,255,242 249,255,243 249,255,245 245,255,233 248,255,236 248,255,238 245,255,237 245,255,239 249,255,243 249,255,246 246,254,243 251,255,248 251,255,248 251,255,247 249,255,244 249,255,243 249,255,241 248,255,239 248,255,239 236,255,247 238,255,248 240,255,248 243,255,250 247,255,251 250,255,253 254,254,254 255,253,255 255,253,255 255,252,255 255,250,255 255,249,255 255,249,255 255,248,255 255,248,255 255,247,255 243,249,248 242,248,247 240,249,246 243,252,249 246,255,252 247,255,253 245,254,251 241,250,247 234,245,242 231,242,239 235,247,241 244,255,250 246,255,252 242,254,248 242,254,248 246,255,252 255,253,247 255,253,243 255,254,237 250,255,235 249,255,233 254,255,232 255,255,234 255,255,237 255,255,247 239,251,251 215,253,255 182,249,255 124,213,250 73,174,226 77,184,245 116,223,255 155,239,255 149,234,255 139,225,255 127,211,239 113,195,220 113,186,206 131,193,211 157,204,218 220,250,255 236,252,255 249,253,255 255,254,255 255,255,252 255,254,250 255,253,246 255,253,244 255,249,255 255,249,255 255,250,255 255,251,255 255,252,253 255,253,252 255,255,249 251,255,246 248,255,243 244,255,238 239,255,235 238,255,233 238,255,232 238,255,233 236,255,232 235,255,231 255,255,227 255,255,233 255,255,236 255,255,238 255,255,242 254,255,245 247,247,241 238,239,237 249,248,250 250,249,251 250,249,253 251,250,254 255,251,255 255,253,255 255,253,255 255,254,255 242,242,242 245,245,245 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 250,250,250 253,253,253 255,255,255 254,254,254 251,251,251 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255
250,255,242 245,252,237 244,251,238 251,255,243 254,255,247 253,255,246 254,255,246 255,254,250 255,253,252 255,252,254 255,252,255 255,250,255 255,249,255 255,247,255 255,246,255 255,245,255 253,255,254 253,255,254 243,247,241 230,234,223 232,238,221 250,255,233 255,255,233 248,255,224 253,255,227 253,255,229 254,255,232 253,255,238 253,255,243 251,255,249 250,252,253 250,250,255 245,253,243 249,255,247 251,255,251 252,255,251 252,255,253 255,255,255 253,253,253 249,250,248 254,255,251 254,255,248 254,255,246 251,255,240 251,255,236 249,255,233 248,255,230 248,255,228 250,255,250 250,255,250 254,255,251 255,255,251 255,255,251 255,253,253 255,253,253 255,252,254 255,252,253 255,251,254 255,251,255 251,252,255 249,254,255 245,254,255 243,254,255 242,254,255 225,255,255 225,255,255 227,255,255 228,255,255 230,255,255 234,255,255 237,255,254 241,255,251 237,254,240 234,248,230 236,249,227 246,255,230 250,255,230 249,255,223 252,255,224 255,255,231 255,254,252 255,255,251 243,253,247 238,253,245 248,252,246 255,248,248 255,243,253 255,237,255 255,230,255 252,231,255 198,227,255 132,208,255 73,179,242 44,164,236 54,170,254 74,187,255 83,187,216 78,183,210 74,180,204 76,178,201 81,178,198 97,185,202 128,201,215 161,216,229 215,254,255 233,254,255 245,254,255 254,251,253 255,248,248 255,249,246 255,252,248 255,255,251 255,251,255 255,252,255 255,251,254 255,252,253 255,252,251 255,253,249 254,254,248 251,255,244 253,255,247 245,255,239 238,250,230 238,254,231 242,255,236 244,255,240 244,255,238 241,255,236 255,255,241 255,255,245 255,255,246 255,250,247 255,250,251 255,250,255 251,246,255 246,239,252 249,244,255 249,244,255 250,246,255 251,247,255 253,250,255 254,252,255 255,253,255 255,254,255 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 250,250,250 248,248,248 254,254,254 255,255,255 252,252,252 247,247,247 248,248,248 254,254,254 255,255,255 251,251,251 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255
250,255,237 245,255,232 244,253,232 251,255,237 254,255,241 253,255,242 254,255,242 255,255,246 253,253,247 255,251,250 255,250,255 255,249,255 255,248,255 255,246,255 255,245,255 255,244,255 250,246,255 255,250,255 254,248,255 245,238,245 248,243,245 255,254,251 255,251,240 239,237,219 252,251,230 254,253,232 255,255,238 255,255,247 255,254,255 255,250,255 254,245,255 250,241,255 250,247,255 252,249,255 253,247,255 251,243,255 251,242,255 255,246,255 255,247,255 255,245,255 255,248,255 255,250,255 255,252,253 254,255,246 254,255,242 251,255,237 249,255,234 249,255,233 255,250,255 255,249,255 255,250,255 255,249,255 255,250,255 255,250,255 255,251,255 255,253,253 255,251,248 255,253,248 252,255,246 248,255,246 242,255,245 240,255,244 236,255,244 236,255,244 231,250,255 233,250,255 235,251,255 234,250,255 236,248,255 238,248,255 244,252,252 248,254,249 255,255,248 252,252,236 250,247,226 255,252,227 255,251,222 255,247,214 255,251,217 255,255,225 225,247,255 213,246,255 199,248,255 194,248,255 198,245,255 214,238,255 226,229,255 227,222,255 199,206,255 167,207,255 110,190,243 53,165,218 39,162,220 65,175,241 83,172,246 80,154,232 105,181,203 113,190,209 130,207,226 151,229,246 166,241,255 177,245,255 189,248,255 207,249,255 221,250,255 234,250,255 244,247,255 245,241,246 244,237,240 245,239,240 253,248,247 255,255,254 255,254,249 255,254,249 255,253,250 255,252,249 255,252,249 255,251,250 255,250,251 252,250,250 255,254,255 249,245,250 239,238,242 241,239,245 250,248,254 253,252,255 253,252,255 250,249,255 255,250,255 255,250,255 255,246,255 253,241,255 253,242,255 255,245,255 255,244,255 252,243,255 254,245,255 252,247,255 252,248,255 252,251,255 252,253,251 252,254,248 252,255,245 252,255,244 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 242,242,242 239,239,239 253,253,253 253,253,253 247,247,247 240,240,240 242,242,242 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
249,255,240 248,254,237 248,254,237 252,255,241 254,255,243 252,255,241 251,255,240 254,255,242 242,244,232 222,223,214 251,250,246 255,254,255 251,245,250 255,252,255 255,248,255 255,251,255 255,250,255 234,224,240 255,244,255 255,243,255 246,230,253 255,246,255 255,239,255 245,228,241 247,233,239 255,253,255 255,253,255 251,241,247 255,245,255 252,240,255 245,231,255 254,239,255 255,247,255 245,234,255 255,245,255 251,237,255 252,236,255 255,242,255 248,227,255 255,238,255 255,236,255 255,239,255 255,245,255 255,250,255 255,252,255 255,255,255 255,255,254 253,254,250 243,244,255 245,243,255 247,245,255 250,247,255 255,248,255 255,250,255 255,251,255 255,253,253 255,253,246 255,255,245 255,255,239 252,255,235 245,255,229 243,255,228 244,255,230 246,255,233 255,247,253 255,249,255 255,252,255 255,252,255 255,253,255 255,253,255 255,250,255 251,247,253 254,252,255 247,245,251 241,241,247 240,243,248 239,242,247 235,239,244 236,240,245 241,245,250 188,250,255 165,236,255 158,243,255 111,209,251 108,215,255 105,216,255 42,159,210 55,182,233 44,184,231 22,176,219 13,170,209 34,180,216 77,195,230 128,206,243 170,211,250 196,212,254 227,248,255 222,245,255 215,243,254 215,245,255 219,252,255 225,255,255 226,252,255 227,245,252 231,240,249 248,250,255 254,252,255 247,243,249 244,240,245 246,247,251 247,251,252 242,247,248 254,255,242 255,255,246 253,254,244 249,250,241 251,250,246 255,254,255 255,250,255 249,241,252 255,246,255 255,242,255 255,241,255 255,240,255 255,237,255 255,232,255 255,234,255 255,240,255 254,240,255 255,241,255 254,239,255 247,232,255 246,232,255 250,238,255 255,246,255 255,248,255 255,248,255 255,251,255 252,253,251 250,254,243 247,253,236 244,254,231 245,255,227 247,255,228 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 255,255,255 253,253,253 252,252,252 251,251,251 250,250,250 250,250,250 251,251,251 252,252,252 253,253,253 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255
247,246,248 244,244,244 245,246,244 250,251,247 254,255,250 252,255,245 252,255,244 254,255,244 228,233,218 217,222,207 249,254,239 255,255,247 249,253,242 254,255,247 244,247,238 243,245,239 243,243,231 240,237,232 255,252,255 255,247,255 239,218,250 238,213,251 233,206,246 238,210,246 255,231,255 255,248,255 255,245,255 254,241,249 255,251,255 255,251,255 255,250,255 255,249,255 255,249,255 246,240,251 255,250,255 255,245,255 255,242,255 255,246,255 255,238,255 255,245,255 255,244,255 255,243,255 255,242,255 255,241,255 252,240,255 251,240,255 251,243,255 253,245,255 228,250,255 231,253,255 236,255,255 237,255,255 239,251,255 238,247,251 240,245,246 243,246,244 255,255,251 255,255,249 255,255,247 253,253,237 246,246,228 246,247,227 252,254,232 255,255,239 255,255,240 255,255,241 255,255,240 250,251,241 244,250,245 237,251,250 233,252,255 226,252,255 212,246,255 200,241,255 190,239,255 182,237,255 167,228,255 148,213,255 135,203,255 133,203,255 94,191,227 75,170,209 86,177,222 86,180,233 65,174,230 35,171,229 4,172,226 0,192,242 0,194,237 0,191,225 42,207,234 115,236,255 171,246,255 206,238,244 237,238,242 255,252,253 255,243,247 255,251,255 255,253,255 254,251,253 242,244,245 239,243,244 248,251,255 253,254,255 255,253,255 255,248,253 254,246,253 255,252,255 255,253,255 245,249,254 227,238,242 219,231,235 236,246,230 246,255,240 253,255,247 253,255,249 254,255,250 252,250,249 251,245,250 251,242,252 254,241,255 253,236,255 255,236,255 255,242,255 255,241,255 255,238,255 255,230,255 255,227,255 243,239,255 241,237,255 244,241,255 254,248,255 254,249,255 246,242,254 245,239,250 249,245,251 255,254,254 255,255,252 255,255,247 255,255,242 250,255,237 248,255,230 248,255,229 249,255,229 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254
