50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 244,244,244 250,250,250 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 251,251,251 255,255,255 255,255,255 245,245,245 252,252,252 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 251,251,251 250,250,250 255,255,255 255,255,255 251,251,251 248,248,248 250,250,250 250,252,252 251,253,253 252,254,254 253,255,255 255,255,255 255,255,255 255,254,254 255,254,254 249,244,245 255,254,255 255,254,255 255,252,253 255,250,251 255,254,255 255,254,255 255,250,251 248,248,255 245,245,255 244,242,254 245,240,255 247,239,255 249,238,255 252,239,255 255,240,255 255,243,255 255,241,255 255,239,255 255,238,255 255,237,255 255,237,255 255,236,255 255,235,255 204,255,255 209,255,255 217,255,255 226,252,255 238,250,255 250,249,255 255,246,255 255,243,255 255,247,255 255,246,255 255,247,255 255,250,255 250,252,255 240,252,255 233,252,255 231,253,255 255,255,254 253,251,250 252,250,249 253,254,252 254,255,253 251,252,250 248,251,249 249,251,251 250,255,254 250,255,254
253,253,253 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 245,245,245 243,243,243 245,245,245 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 248,248,248 237,237,237 231,231,231 232,232,232 236,236,236 229,229,229 245,245,245 255,255,255 252,252,252 244,244,244 246,246,246 253,253,253 255,255,255 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 252,252,252 254,254,254 255,255,255 250,250,250 244,244,244 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 253,253,253 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 248,250,250 249,251,251 250,252,252 251,253,253 254,254,254 254,254,254 255,254,254 255,254,254 255,251,252 255,254,255 255,254,255 255,252,253 255,252,253 255,254,255 255,254,255 255,253,254 250,248,254 249,249,255 251,250,255 251,253,255 250,253,255 248,254,255 248,254,255 248,254,255 246,252,255 248,251,255 250,251,255 254,251,253 255,251,252 255,252,254 255,254,254 255,253,254 235,255,247 234,255,246 236,255,244 242,255,247 252,255,251 255,255,252 255,254,254 255,250,251 255,252,253 255,249,250 255,251,249 255,255,251 255,255,250 254,252,244 248,252,241 248,254,243 255,255,254 253,251,250 252,250,249 255,253,253 255,255,255 252,252,252 249,251,251 250,252,252 248,253,252 248,252,253
254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 247,247,247 252,252,252 253,253,253 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 246,246,246 252,252,252 255,255,255 255,255,255 251,251,251 241,241,241 232,232,232 230,230,230 231,231,231 230,230,230 246,246,246 255,255,255 253,253,253 242,242,242 241,241,241 250,250,250 255,255,255 253,253,253 255,255,255 253,253,253 249,249,249 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 243,243,243 242,242,242 254,254,254 241,241,241 230,230,230 246,246,246 245,245,245 246,246,246 244,244,244 243,243,243 247,247,247 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 248,248,248 251,251,251 255,255,255 247,249,249 248,250,250 249,251,251 253,253,253 254,254,254 254,254,254 255,254,254 255,254,254 255,254,255 255,251,252 253,247,248 255,250,251 255,253,254 255,253,254 255,253,254 255,254,255 251,249,249 251,252,250 250,253,251 249,254,252 245,255,249 242,255,247 237,254,243 233,253,240 239,255,245 238,255,243 238,255,241 239,255,239 238,255,235 240,255,234 242,255,236 244,255,235 255,255,236 255,255,234 255,255,232 255,255,236 255,255,241 255,255,242 255,255,243 254,255,241 255,255,244 255,255,242 255,255,242 255,255,242 255,255,241 255,255,238 255,255,237 255,255,239 254,249,250 248,246,246 248,246,246 253,251,251 255,254,254 253,253,253 253,252,254 253,255,255 249,251,252 247,250,254
255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 245,245,245 247,247,247 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 245,245,245 237,237,237 232,232,232 242,242,242 248,248,248 254,254,254 255,255,255 251,251,251 246,246,246 245,245,245 245,245,245 243,243,243 250,250,250 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 253,253,253 252,252,252 249,249,249 247,247,247 247,247,247 250,250,250 253,253,253 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 249,249,249 254,254,254 253,253,253 247,247,247 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 245,245,245 239,239,239 240,240,240 244,244,244 247,249,249 248,250,250 250,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,243,244 242,237,238 251,245,246 255,252,253 255,251,252 255,251,252 255,254,255 252,255,248 255,255,249 253,255,247 252,253,243 254,254,242 255,255,246 255,255,245 255,255,244 255,255,242 251,255,241 246,255,240 240,255,237 231,255,232 222,255,227 216,255,223 213,255,222 255,253,236 255,253,237 255,255,238 255,255,241 247,254,239 235,252,238 231,254,240 232,255,245 233,255,246 231,255,243 236,255,244 248,255,248 255,255,248 255,255,245 255,255,244 255,255,245 247,242,243 244,239,240 245,240,241 250,248,248 255,252,254 255,252,254 255,254,255 255,254,255 249,250,254 249,250,254
252,252,252 249,249,249 246,246,246 250,250,250 255,255,255 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 236,236,236 237,237,237 243,243,243 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 251,251,251 244,244,244 236,236,236 231,231,231 236,236,236 243,243,243 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 235,235,235 243,243,243 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 252,252,252 250,250,250 248,248,248 248,248,248 249,249,249 252,252,252 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255 247,247,247 249,249,249 252,252,252 232,232,232 255,255,255 251,251,251 244,244,244 241,241,241 246,246,246 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 246,246,246 241,241,241 244,244,244 251,251,251 254,254,254 249,249,249 242,242,242 252,252,252 255,255,255 255,255,255 253,253,253 244,244,244 238,238,238 236,236,236 237,237,237 250,252,252 251,253,253 252,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,241,242 240,235,236 249,244,245 255,253,254 255,253,254 255,252,253 255,254,255 242,252,240 249,255,244 253,254,244 255,250,241 255,250,242 255,255,248 255,254,249 255,252,247 255,254,249 255,255,249 255,255,249 250,255,250 240,255,248 228,253,243 214,248,237 206,244,232 255,244,246 255,247,249 255,252,254 247,252,255 229,244,247 212,237,241 209,241,246 214,252,255 206,246,251 206,244,249 212,244,250 222,248,255 231,249,255 237,246,255 245,248,255 250,252,255 251,247,246 248,244,243 248,244,243 254,249,250 255,254,254 255,253,255 255,253,255 255,254,255 253,252,255 253,252,255
245,245,245 241,241,241 240,240,240 245,245,245 253,253,253 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 253,253,253 249,249,249 243,243,243 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 254,254,254 255,255,255 254,254,254 250,250,250 246,246,246 243,243,243 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 228,228,228 242,242,242 255,255,255 255,255,255 244,244,244 232,232,232 236,236,236 247,247,247 255,255,255 254,254,254 251,251,251 252,252,252 252,252,252 250,250,250 252,252,252 255,255,255 255,255,255 245,245,245 248,248,248 250,250,250 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 247,247,247 243,243,243 245,245,245 252,252,252 255,255,255 250,250,250 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 247,247,247 246,246,246 245,245,245 243,243,243 252,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,247,247 245,243,243 253,248,249 255,254,255 255,254,255 255,254,255 255,252,253 250,254,249 253,255,252 255,255,252 255,255,254 255,254,253 255,254,255 255,250,253 253,241,247 255,249,255 255,245,255 253,243,255 252,244,255 252,248,255 249,248,255 241,242,255 232,235,255 249,244,253 248,244,255 249,249,255 246,249,255 231,240,254 215,230,246 214,234,251 225,248,255 216,240,255 213,237,255 216,238,255 223,243,255 229,245,255 231,244,255 235,245,255 242,250,255 255,255,252 255,254,250 255,253,249 255,255,254 255,255,254 255,254,253 255,253,253 255,254,254 255,253,255 254,253,255
247,247,247 246,246,246 245,245,245 244,244,244 245,245,245 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 243,243,243 249,249,249 255,255,255 255,255,255 242,242,242 230,230,230 233,233,233 243,243,243 255,255,255 251,251,251 250,250,250 253,253,253 252,252,252 249,249,249 249,249,249 253,253,253 250,250,250 244,244,244 228,228,228 241,241,241 255,255,255 252,252,252 235,235,235 255,255,255 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,253,253 255,253,253 254,252,252 254,252,252 255,255,255 255,255,255 255,253,253 246,244,244 251,244,251 255,251,255 248,251,255 236,244,251 233,247,253 236,255,255 232,255,255 229,255,255 231,254,255 226,244,255 225,233,250 235,234,254 254,241,255 255,244,255 255,242,255 255,235,255 250,253,251 246,248,248 249,248,250 255,253,255 254,247,254 245,237,247 248,239,249 255,248,255 255,245,255 250,242,253 249,241,252 250,245,254 249,246,255 245,245,251 245,248,253 248,253,255 255,255,249 255,255,248 255,255,247 255,255,251 255,255,251 255,255,251 254,253,249 255,253,252 255,255,254 255,255,255
255,255,255 255,255,255 255,255,255 248,248,248 240,240,240 241,241,241 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 253,253,253 255,255,255 252,252,252 250,250,250 253,253,253 251,251,251 247,247,247 246,246,246 250,250,250 250,250,250 245,245,245 244,244,244 248,248,248 252,252,252 255,255,255 227,227,227 239,239,239 255,255,255 180,180,180 88,88,88 112,112,112 132,132,132 153,153,153 182,182,182 208,208,208 231,231,231 248,248,248 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 248,248,248 235,235,235 201,186,207 202,192,209 191,190,206 179,188,201 181,203,209 199,232,235 211,253,252 214,255,255 218,255,255 212,247,243 207,231,229 221,231,231 248,243,245 255,251,255 255,248,255 255,242,252 246,255,247 242,252,240 244,250,239 255,255,249 255,255,251 255,250,247 255,247,247 255,251,252 255,247,248 255,243,244 255,242,241 255,244,240 255,244,239 255,243,235 254,245,235 255,249,238 254,255,245 250,251,241 250,251,241 254,255,245 255,255,248 255,255,247 255,255,247 255,255,251 255,255,250 255,255,250
255,255,255 254,254,254 251,251,251 245,245,245 242,242,242 244,244,244 250,250,250 255,255,255 252,252,252 242,242,242 238,238,238 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 253,253,253 213,213,213 152,152,152 156,156,156 127,127,127 129,129,129 207,207,207 251,251,251 255,255,255 248,248,248 249,249,249 255,255,255 254,254,254 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 252,252,252 251,251,251 249,249,249 245,245,245 255,255,255 194,194,194 0,0,0 0,0,0 7,7,7 0,0,0 0,0,0 3,3,3 0,0,0 0,0,0 24,24,24 58,58,58 79,79,79 125,125,125 107,107,107 151,151,151 186,186,186 210,210,210 224,224,224 255,255,255 254,254,254 255,255,255 249,249,249 255,255,255 255,255,255 249,249,249 255,255,255 247,247,247 252,252,252 240,240,240 255,255,255 166,166,166 66,66,66 70,70,70 57,57,57 61,61,61 65,65,65 134,134,134 255,255,255 251,251,251 246,246,246 255,255,255 252,252,252 254,254,254 255,255,255 237,237,237 255,255,255 247,247,247 255,255,255 237,237,237 252,252,252 41,41,41 13,1,23 15,4,24 2,0,11 6,4,16 94,98,103 227,235,235 246,255,252 238,252,241 243,255,244 245,255,242 243,255,235 240,249,229 247,252,231 255,255,238 255,255,237 253,249,230 211,247,241 227,255,255 222,249,245 238,255,255 246,255,255 237,239,240 255,249,254 255,249,253 255,252,255 255,247,250 255,241,243 255,247,244 255,255,249 255,252,244 255,248,238 255,255,247 252,254,242 251,253,241 255,255,246 251,253,241 253,254,244 255,255,248 254,255,245 252,253,243 251,252,242 255,255,248
253,253,253 253,253,253 251,251,251 249,249,249 248,248,248 248,248,248 251,251,251 253,253,253 247,247,247 239,239,239 237,237,237 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 146,146,146 138,138,138 132,132,132 123,123,123 125,125,125 174,174,174 254,254,254 252,252,252 248,248,248 254,254,254 255,255,255 246,246,246 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 251,251,251 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 243,243,243 245,245,245 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 182,182,182 15,15,15 6,6,6 0,0,0 3,3,3 14,14,14 15,15,15 5,5,5 0,0,0 3,3,3 7,7,7 0,0,0 12,12,12 0,0,0 9,9,9 1,1,1 0,0,0 5,5,5 9,9,9 19,19,19 61,61,61 67,67,67 109,109,109 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 222,222,222 255,255,255 107,107,107 0,0,0 9,9,9 0,0,0 1,1,1 5,5,5 163,163,163 243,243,243 250,250,250 247,247,247 253,253,253 255,255,255 250,252,252 246,248,248 253,255,255 239,241,241 244,246,246 253,255,255 82,84,84 11,13,13 0,0,7 0,0,6 19,12,19 80,65,69 255,237,239 255,252,251 255,229,225 255,254,245 255,246,235 255,253,241 255,255,243 247,253,236 229,249,230 222,254,235 223,255,245 220,255,245 188,251,255 189,252,255 178,238,255 196,253,255 200,254,255 197,245,255 209,253,255 214,253,255 219,252,255 205,231,248 207,228,243 231,247,255 243,253,255 241,247,254 241,245,250 250,253,255 253,255,249 250,255,246 239,245,234 252,255,245 251,255,244 237,241,230 246,250,239 253,255,246 250,254,243 255,255,248
