50 170
214,255,252 218,255,254 223,255,255 228,255,252 236,255,251 240,255,248 245,255,247 247,255,247 246,255,244 248,255,249 248,255,252 246,255,255 242,254,255 236,252,255 233,252,255 231,251,255 246,255,204 245,255,216 255,255,242 242,243,247 251,248,255 251,251,255 240,244,245 247,254,249 239,247,247 237,241,255 235,236,255 233,234,255 231,236,255 230,244,255 230,251,248 230,255,238 206,239,255 210,243,255 218,247,255 225,249,255 234,251,255 241,252,255 247,251,255 252,248,255 255,251,255 255,246,255 255,250,255 250,240,252 247,240,247 253,252,254 244,247,245 248,252,247 231,255,243 237,255,247 241,255,244 240,255,236 244,255,229 251,255,231 255,255,230 255,255,230 253,255,225 255,255,233 255,255,241 253,255,247 246,253,250 239,248,252 237,247,255 237,248,255 240,231,255 244,241,255 247,252,250 253,255,243 255,254,253 255,246,255 255,240,255 255,243,255 254,246,246 255,253,243 254,248,253 247,236,255 244,232,255 245,239,255 245,250,255 240,254,248 245,255,255 245,254,255 245,254,255 245,253,255 245,252,255 245,253,255 245,254,255 247,255,253 246,255,247 246,255,243 246,255,242 249,255,243 255,255,251 255,255,255 255,253,255 255,250,255 242,255,253 245,255,253 251,255,254 255,255,254 255,255,252 255,253,250 255,250,247 255,248,245 255,252,251 255,254,254 255,254,255 254,252,255 255,248,255 255,244,255 255,243,255 255,243,255 236,255,255 238,255,255 245,255,254 252,255,253 255,254,251 255,253,250 255,253,248 255,253,247 255,254,248 255,254,249 255,254,251 255,254,251 252,255,253 245,255,254 237,255,254 235,255,255 255,247,255 255,244,255 255,245,255 255,251,255 255,254,255 252,254,255 253,254,252 255,255,252 255,255,251 255,254,249 255,254,249 255,255,251 251,255,251 244,255,250 238,255,249 236,255,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255
239,255,254 241,255,253 243,254,252 245,252,247 246,250,244 251,252,243 255,254,246 255,255,247 255,253,246 255,255,251 255,255,252 253,255,255 247,254,255 241,251,255 237,250,255 237,250,255 249,255,223 249,255,230 254,251,246 249,241,248 248,238,250 255,248,251 255,255,249 255,255,247 255,255,248 255,251,255 252,244,255 248,240,255 244,242,255 240,249,252 240,255,237 241,255,229 244,252,252 248,254,253 252,255,253 255,255,250 255,254,249 255,253,249 255,252,250 255,249,252 255,247,255 255,245,254 255,251,255 255,248,250 255,251,246 255,255,247 251,255,236 251,255,236 241,251,255 242,252,255 245,251,255 245,247,255 251,248,255 255,251,255 255,251,255 255,248,255 255,251,255 255,252,255 255,251,255 254,249,251 247,246,248 242,244,244 236,242,241 234,240,239 242,237,255 244,245,255 248,255,239 251,255,233 255,255,241 255,250,255 255,245,255 255,248,254 255,255,243 255,255,241 255,254,246 243,237,254 236,228,255 237,234,255 243,251,250 245,255,240 247,255,254 247,255,255 247,254,255 247,253,255 247,253,255 247,253,255 247,254,255 247,255,254 247,255,248 246,254,243 244,252,241 248,253,244 252,253,249 253,253,253 254,250,255 252,247,255 244,255,252 249,255,253 253,255,254 255,255,254 255,255,254 255,253,250 255,249,249 253,249,248 244,242,242 243,245,245 245,248,252 247,250,255 252,249,255 255,248,255 255,247,255 255,248,255 235,255,255 236,255,255 240,255,255 245,254,255 250,252,255 255,251,255 255,250,255 255,250,255 255,251,255 255,250,255 255,251,255 250,252,255 244,253,255 239,254,255 235,254,255 233,254,255 255,247,255 255,246,255 255,248,255 255,253,255 250,253,255 244,250,249 242,247,245 245,249,244 255,255,252 255,252,247 255,252,247 255,255,250 253,255,252 245,255,249 240,254,248 239,255,250 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254
255,250,251 255,250,252 255,251,253 255,249,250 255,247,246 255,247,244 255,247,245 255,248,246 255,248,246 255,250,249 255,254,252 255,254,254 255,252,255 255,250,255 254,250,255 253,251,255 255,251,254 255,247,253 255,242,253 255,250,255 255,251,255 255,251,247 255,253,238 245,238,221 255,247,234 253,243,243 254,240,251 253,240,254 254,246,253 255,255,246 255,255,234 255,255,226 255,255,230 255,255,230 255,255,230 255,255,232 255,253,236 255,252,244 255,252,254 255,250,255 255,245,255 255,241,255 255,249,255 243,241,247 238,245,242 244,255,246 236,255,234 240,255,237 251,249,255 253,249,255 253,247,255 253,244,255 255,246,255 255,246,255 255,245,255 255,238,255 255,240,255 255,239,255 255,241,255 255,247,255 255,250,255 255,251,255 255,248,255 248,244,250 246,245,254 248,252,240 249,255,225 252,255,221 255,255,231 255,255,245 255,251,252 255,254,246 255,255,233 255,255,233 255,255,240 247,245,244 236,232,244 236,237,241 243,254,234 250,255,229 250,255,251 250,255,253 250,255,254 250,253,255 250,253,255 250,253,255 250,253,255 250,255,254 249,255,250 247,254,247 248,252,246 248,252,247 249,252,250 252,251,253 250,248,254 249,246,255 249,254,252 252,255,253 255,255,254 255,255,254 255,254,253 255,252,253 253,251,251 249,249,249 243,247,248 244,252,252 246,255,255 248,255,255 250,255,255 250,251,255 251,249,255 253,249,255 242,255,255 242,255,255 242,254,255 243,252,255 243,251,255 245,249,255 245,249,255 245,248,255 245,248,255 244,248,255 244,248,255 242,250,255 241,250,255 240,252,255 240,253,255 239,253,252 252,248,253 251,250,254 253,255,255 250,255,255 242,252,252 233,244,242 230,241,239 234,243,240 251,255,254 253,254,252 252,253,249 255,255,252 253,255,252 250,255,252 247,255,251 246,255,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
255,248,249 255,252,253 255,253,255 255,253,254 255,253,254 255,249,250 255,245,247 255,244,243 255,242,242 255,245,245 255,248,248 255,250,252 255,249,251 255,249,251 255,251,252 255,252,253 255,232,255 255,233,255 246,224,248 255,248,255 243,239,244 244,248,243 250,255,248 247,255,247 248,255,252 250,255,255 249,247,255 253,246,255 255,246,255 255,246,255 255,244,245 255,239,234 255,244,240 255,246,244 255,251,251 255,253,255 254,248,255 241,240,255 235,235,255 231,235,255 224,230,255 219,228,255 226,241,255 215,236,255 216,240,255 225,254,255 215,248,255 219,254,255 239,238,248 245,244,253 251,250,254 253,254,252 255,255,248 255,255,246 252,253,237 244,245,229 238,236,225 241,238,230 248,242,243 254,244,255 255,245,255 251,237,255 243,226,255 235,217,255 254,251,246 254,255,235 254,255,223 254,255,221 255,255,230 255,255,245 255,253,254 255,255,249 246,249,227 255,255,230 255,255,238 255,254,246 249,246,248 249,248,244 251,255,232 253,255,222 254,255,247 254,255,248 254,255,251 254,255,253 254,254,254 252,254,255 252,254,255 252,254,255 253,255,255 253,255,254 252,255,253 251,253,253 251,253,254 250,251,255 249,249,255 250,247,255 255,253,252 255,254,253 255,254,253 255,253,254 255,254,254 253,252,254 249,251,252 246,251,254 238,247,250 239,252,254 243,255,255 243,255,255 244,255,255 246,254,253 246,253,250 246,251,249 255,255,247 255,255,248 254,255,251 252,254,255 249,253,255 247,251,255 245,250,255 245,249,255 244,248,255 244,249,255 245,249,255 247,251,255 250,252,253 251,252,248 253,254,245 253,254,244 246,252,247 247,254,249 248,255,252 244,255,254 236,250,248 225,242,239 227,241,239 233,245,245 246,255,255 246,252,251 245,250,249 251,254,252 253,255,254 252,255,251 251,255,250 250,255,250 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 251,251,251 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 253,253,253 253,253,253
248,255,252 250,255,253 251,255,255 252,254,254 251,251,251 253,248,249 254,248,249 255,249,250 255,244,246 255,247,248 255,249,250 255,250,248 255,249,246 255,247,244 255,247,241 255,248,242 255,238,255 242,221,254 202,189,213 205,205,221 189,204,213 206,232,239 210,241,250 215,249,255 205,238,254 183,210,231 155,172,199 143,147,182 151,140,186 169,144,202 185,148,216 193,150,225 153,145,215 148,144,210 145,146,207 146,153,210 148,161,213 153,173,220 169,194,238 184,212,253 175,206,245 174,207,246 191,221,255 191,219,255 199,224,255 212,236,255 206,228,255 212,231,255 248,251,255 248,252,255 242,249,252 227,239,233 222,237,223 229,247,224 242,255,233 246,255,235 231,251,222 239,255,232 247,255,247 250,255,255 251,251,255 253,247,255 253,245,255 253,243,255 255,253,250 255,255,241 255,255,232 255,255,232 255,255,242 255,251,255 255,249,255 255,253,255 249,249,243 255,255,243 255,255,248 255,253,254 255,250,255 255,254,255 255,255,242 255,255,229 255,255,244 255,255,246 255,255,247 255,255,248 255,255,251 255,254,253 255,254,254 255,254,254 255,255,255 255,254,255 255,254,255 252,254,255 250,251,255 249,250,254 249,249,255 249,249,255 255,253,250 255,253,252 255,254,253 255,254,254 253,252,254 249,252,255 245,251,255 241,252,255 220,232,236 223,238,240 231,247,246 236,253,249 241,255,250 242,255,249 245,255,247 248,255,248 255,255,243 255,255,243 255,255,244 255,255,247 255,255,248 255,254,251 255,254,253 255,254,253 255,253,252 255,253,252 255,252,249 255,253,246 255,254,245 255,254,241 255,254,240 255,254,240 247,255,244 245,255,244 245,255,247 241,255,249 233,251,244 225,244,241 228,246,245 238,253,255 241,254,255 237,246,249 236,244,244 243,248,247 249,252,250 251,252,248 251,251,245 252,252,246 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 241,241,241 240,240,240 246,246,246 248,248,248 248,248,248
250,255,254 250,255,254 245,251,250 239,245,244 235,243,243 238,245,248 245,252,255 248,255,255 245,253,253 247,255,254 247,255,253 245,255,249 241,252,242 238,248,236 236,246,233 236,247,231 229,234,255 243,251,255 231,245,255 201,220,233 123,147,165 83,109,139 29,57,98 54,82,129 38,65,115 40,66,112 45,68,113 57,71,124 66,66,142 67,52,157 60,31,164 52,14,166 57,38,165 54,39,160 55,46,156 55,55,149 46,56,133 35,55,113 36,63,107 46,77,108 47,78,103 47,74,95 60,80,105 64,74,104 86,85,124 123,113,159 141,123,176 160,138,196 145,141,190 172,170,216 204,204,250 223,226,255 230,236,255 230,239,255 229,240,255 226,239,255 227,242,255 232,248,255 237,254,255 237,254,250 236,253,240 237,253,235 242,255,235 248,255,238 255,251,255 255,253,250 255,255,246 255,255,247 255,250,255 254,245,255 252,242,255 252,243,255 255,251,255 255,253,255 255,252,255 254,245,255 255,243,255 255,249,255 255,254,254 255,255,242 255,255,243 255,255,243 255,255,244 255,255,246 255,255,247 255,255,248 255,255,251 255,254,253 255,251,252 255,252,254 254,253,255 252,251,253 248,250,251 244,248,249 244,248,249 246,250,251 255,253,250 255,253,250 255,252,253 253,252,254 249,252,255 246,252,255 242,252,255 241,252,255 224,238,244 228,243,246 236,250,249 241,255,251 244,255,247 243,255,244 246,255,243 246,255,242 255,255,250 255,255,248 255,255,248 255,255,247 255,255,246 255,255,244 255,255,244 255,255,243 255,255,243 255,255,243 255,255,243 255,255,245 255,254,245 255,253,246 255,253,246 255,252,247 249,255,241 247,255,241 245,255,242 243,255,245 238,253,245 235,249,247 237,252,254 241,255,255 241,255,255 236,248,252 233,244,248 242,250,250 250,255,254 254,255,251 255,254,249 255,254,249 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 247,247,247 245,245,245 245,245,245 253,253,253 255,255,255 252,252,252 252,252,252 255,255,255 252,252,252 244,244,244 252,252,252 251,251,251 253,253,253 254,254,254 245,245,245 233,233,233 233,233,233 240,240,240 253,253,253 253,253,253
255,253,254 255,252,253 255,249,251 251,244,247 247,243,248 243,246,250 246,252,255 243,255,255 236,255,255 234,255,255 230,255,255 225,255,250 219,255,243 212,254,237 210,253,232 207,253,231 218,255,254 206,246,241 201,235,234 221,249,255 230,247,255 217,221,255 75,71,142 57,48,128 99,95,167 92,93,153 72,83,133 51,67,120 36,49,127 32,37,152 38,34,189 44,35,216 65,29,165 84,52,183 120,95,215 152,137,242 160,154,241 148,151,219 138,150,198 141,156,188 137,151,173 128,136,153 122,122,140 101,87,111 94,67,101 102,63,108 98,50,102 105,52,109 70,54,132 72,55,136 69,53,140 68,53,144 80,69,162 112,101,197 146,138,231 168,163,248 208,208,255 216,221,255 226,237,255 238,254,253 244,255,240 248,255,226 250,255,213 248,255,206 255,248,255 255,250,255 255,251,254 255,249,255 254,245,255 250,240,255 246,236,255 244,236,255 247,242,255 253,249,255 255,249,255 253,243,255 254,240,255 255,244,255 255,248,255 255,250,252 255,255,246 255,255,244 255,255,244 255,255,244 255,255,244 255,255,246 255,255,247 255,255,250 255,251,250 255,252,253 255,253,255 252,251,253 247,249,249 244,249,247 245,251,246 246,254,247 255,253,250 255,252,252 255,252,253 250,252,253 246,252,255 242,252,255 241,252,255 242,253,255 243,252,255 246,255,255 248,255,255 250,255,252 250,255,248 249,255,241 248,255,237 248,255,236 243,251,255 245,251,255 247,253,255 249,254,255 252,255,251 254,255,247 255,255,244 255,255,243 255,255,244 255,255,244 254,255,247 252,255,251 248,253,254 246,252,255 244,250,255 241,249,255 254,255,239 251,255,237 251,255,240 252,255,246 250,255,250 246,252,251 244,253,255 243,255,255 241,255,255 236,250,255 233,245,249 241,250,253 250,255,255 255,255,254 255,255,251 255,255,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 248,248,248 242,242,242 238,238,238 237,237,237 249,249,249 255,255,255 252,252,252 251,251,251 252,252,252 245,245,245 234,234,234 249,249,249 247,247,247 251,251,251 255,255,255 248,248,248 235,235,235 236,236,236 245,245,245 255,255,255 255,255,255
255,246,249 255,249,252 255,251,255 255,251,255 255,251,255 255,250,255 253,251,255 248,252,255 240,251,255 235,255,255 234,255,255 227,255,253 221,255,247 217,255,243 214,255,241 214,255,240 214,254,242 227,255,249 234,255,251 234,249,251 222,219,245 215,192,247 95,59,136 133,91,179 244,207,255 244,222,255 231,227,255 192,201,234 134,149,198 76,92,175 37,50,172 22,30,177 82,50,159 72,41,150 64,38,145 67,46,149 69,56,154 81,75,164 109,110,190 139,144,213 188,194,253 201,204,255 232,229,255 240,229,255 245,225,255 248,218,255 226,189,253 218,177,244 175,151,223 159,137,209 129,109,182 95,78,151 74,59,133 67,56,128 67,59,129 67,65,125 65,63,115 89,89,129 131,132,160 181,182,196 223,225,226 250,251,241 255,255,242 255,255,239 255,249,252 255,250,255 254,250,255 252,248,255 248,244,255 243,240,255 240,236,255 237,237,255 227,227,239 240,243,248 255,254,255 255,253,255 253,247,252 255,246,252 255,247,253 255,249,252 255,254,253 255,255,251 255,255,248 255,255,246 255,255,243 255,255,243 255,255,244 255,255,247 255,253,248 255,254,253 255,255,255 255,255,255 250,254,249 246,253,246 247,255,245 249,255,246 255,253,250 255,253,252 252,252,252 247,252,255 241,252,255 241,252,255 242,253,255 243,252,255 246,248,255 250,250,255 255,253,255 255,254,253 255,254,246 255,255,243 255,255,240 254,255,239 235,250,255 235,251,255 236,252,255 238,254,255 242,255,255 243,255,253 245,255,250 245,255,247 246,255,248 246,255,251 244,255,254 242,255,255 238,254,255 236,252,255 234,250,255 234,249,255 255,255,240 255,255,237 255,255,240 255,255,248 255,255,251 255,253,254 252,251,255 248,251,255 242,252,255 230,244,250 225,240,243 231,244,246 241,251,251 248,253,251 252,251,247 254,251,246 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 247,247,247 239,239,239 234,234,234 238,238,238 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 232,232,232 248,248,248 247,247,247 253,253,253 255,255,255 253,253,253 242,242,242 244,244,244 255,255,255 255,255,255 255,255,255
255,252,252 255,252,254 255,252,254 255,253,255 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 253,247,252 249,246,248 250,249,251 255,255,255 253,255,254 249,253,248 239,243,238 245,239,240 255,255,251 255,255,248 255,246,242 255,249,255 251,224,255 109,75,136 94,55,130 235,201,255 228,206,254 252,242,255 244,246,254 244,253,255 230,235,255 226,227,255 192,189,255 154,142,202 113,103,169 88,78,155 47,36,128 53,46,150 47,43,156 50,49,165 42,45,160 44,51,160 35,45,146 61,74,166 82,92,179 114,125,207 151,157,240 167,171,252 213,216,255 246,226,255 241,224,255 239,227,255 242,237,255 244,243,255 225,228,242 190,197,206 160,169,178 121,127,140 88,89,110 68,63,95 77,64,110 86,63,125 102,71,146 153,117,201 212,172,255 238,243,242 246,249,254 248,248,255 244,244,255 245,245,255 244,248,255 235,241,248 223,231,231 229,239,233 231,240,230 251,255,247 247,254,239 255,255,247 255,255,251 255,251,253 255,250,255 249,245,255 250,248,255 245,243,249 255,255,252 255,255,248 252,253,237 255,255,242 253,252,238 250,248,238 252,249,244 253,251,250 252,253,249 252,255,250 251,255,248 245,255,238 235,247,227 251,247,246 253,251,251 251,255,255 246,255,255 242,254,255 239,253,255 243,252,255 250,252,255 248,243,252 255,250,255 255,252,255 255,247,249 255,246,244 255,253,246 255,255,248 255,255,246 242,251,254 240,249,252 238,250,252 237,253,252 238,255,255 237,255,255 234,255,253 229,254,250 234,255,255 235,255,254 236,255,254 238,255,255 239,255,254 241,253,255 242,251,254 241,250,253 255,255,242 255,255,245 255,255,246 255,249,243 255,251,249 255,253,255 255,252,255 249,245,251 248,251,255 233,245,251 225,240,243 228,243,245 240,252,252 247,255,253 246,250,245 242,241,237 230,230,230 243,243,243 255,255,255 255,255,255 249,249,249 241,241,241 242,242,242 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
230,255,253 233,255,254 235,255,254 241,255,255 246,255,255 250,254,255 255,253,255 255,251,254 255,251,255 255,250,255 255,248,255 255,243,254 255,237,248 255,237,251 255,243,255 255,246,255 255,241,255 255,225,238 255,246,243 255,247,234 255,246,238 253,245,255 178,171,204 73,63,116 73,65,125 205,199,248 246,242,255 249,246,255 234,229,226 255,255,251 253,237,238 255,251,255 240,252,255 233,241,255 235,239,255 198,198,255 174,170,252 122,116,217 85,81,194 55,54,170 48,52,165 32,42,149 31,47,144 35,54,145 42,65,151 36,62,146 26,53,134 43,70,151 109,103,162 129,123,180 159,157,209 192,192,240 214,217,255 224,230,255 227,233,255 225,230,255 223,224,255 216,212,255 204,192,255 177,154,255 127,97,224 83,45,187 71,27,182 82,33,195 85,95,112 101,109,132 181,183,217 239,241,255 229,233,255 233,241,254 244,255,255 227,240,232 237,251,240 248,255,247 231,245,227 245,255,239 250,255,247 243,249,248 242,242,255 233,229,255 234,230,255 245,241,255 234,232,255 236,237,251 243,248,247 251,255,244 255,255,245 249,249,235 255,255,246 255,255,250 254,253,249 249,250,246 250,253,244 250,255,244 244,255,235 237,249,227 248,246,246 248,250,250 246,254,254 241,254,255 238,253,255 237,252,255 243,252,255 251,251,255 255,251,255 255,247,255 255,245,253 255,248,253 255,252,255 255,253,254 251,252,250 244,249,247 255,255,240 255,255,242 247,255,241 239,255,247 232,255,254 225,255,255 217,255,255 212,255,255 209,252,255 215,254,255 223,255,255 232,255,254 239,255,247 243,253,237 247,249,230 247,246,225 246,247,243 254,251,247 255,253,253 255,253,254 255,249,253 255,247,252 255,247,255 255,251,255 255,254,255 239,248,251 230,245,247 230,248,247 241,255,253 246,255,255 247,252,250 244,245,243 244,244,244 250,250,250 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
