50 170
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,253 255,253,254 255,254,255 255,253,254 255,251,252 255,250,251 255,250,251 255,251,252 255,254,255 255,253,254 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 247,247,247 249,249,249 253,253,253 209,252,255 216,255,255 221,255,255 225,255,255 227,255,252 230,254,246 238,255,246 244,255,247 245,253,243 249,254,245 255,255,251 255,255,254 255,254,255 255,253,255 253,248,255 251,246,255 243,251,241 245,249,243 252,253,249 255,255,254 255,254,255 255,248,248 255,251,247 255,255,248 255,254,239 255,255,238 254,255,239 251,255,243 248,255,247 246,255,252 244,253,255 241,251,255 212,255,255 215,254,252 236,255,247 255,255,237 255,255,220 255,255,216 255,255,217 255,245,213 255,253,234 255,254,247 255,254,255 244,249,255 239,247,255 248,249,255 255,249,255 255,246,255 255,232,255 255,242,255 255,250,255 255,255,243 255,255,232 255,255,230 255,255,228 255,255,230 251,253,234 255,252,249 255,252,255 255,250,255 255,248,255 253,245,255 250,246,251 251,248,250 247,227,255 226,231,255 178,224,255 110,201,255 46,172,236 17,160,227 34,170,234 76,185,241 143,211,255 197,227,255 241,242,255 255,251,251 255,255,245 251,255,240 237,255,238 222,255,232 213,247,255 236,255,254 237,255,233 194,255,239 80,191,217 40,167,228 129,229,255 200,248,255 241,255,248 238,255,251 207,253,255 188,247,255 202,251,255 232,255,255 248,254,255 248,247,255 255,255,244 255,255,245 251,255,243 249,255,241 248,255,242 246,255,242 245,255,243 246,255,244 246,255,247 246,255,249
253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,253 255,253,254 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 248,248,248 244,244,244 246,246,246 251,251,251 253,253,253 250,250,250 252,252,252 255,255,255 254,254,254 247,247,247 243,243,243 247,247,247 252,252,252 254,254,254 255,255,255 251,251,251 246,246,246 245,245,245 247,247,247 249,249,249 249,249,249 249,249,249 215,234,241 223,243,248 234,251,254 240,255,255 242,255,253 244,254,248 249,255,249 253,255,249 253,255,247 255,255,250 255,255,250 255,253,252 253,251,251 252,251,253 255,254,255 255,253,255 238,255,251 241,255,251 249,254,255 255,254,255 255,250,255 252,242,248 253,245,246 255,253,249 250,253,244 246,255,243 241,255,244 241,255,247 241,255,250 241,254,255 242,252,255 241,250,255 244,242,255 239,240,255 243,250,253 248,255,245 247,255,227 253,255,224 255,255,225 246,244,220 255,255,245 248,247,251 236,238,249 229,234,249 239,241,252 255,251,255 255,254,254 255,250,244 255,249,249 255,255,254 255,255,255 246,251,250 241,246,244 248,251,242 255,255,242 255,255,238 255,255,237 255,254,232 255,244,227 244,241,233 229,246,249 212,251,255 195,252,255 184,251,255 156,221,255 122,194,234 84,166,208 72,160,206 90,182,225 124,212,249 159,231,255 188,240,255 223,252,255 249,255,251 255,255,246 255,250,237 252,246,235 241,242,238 225,237,239 214,230,236 210,232,255 234,249,251 239,255,235 211,255,248 129,220,247 60,167,225 108,189,240 213,246,255 255,255,240 255,255,239 238,255,250 225,255,252 235,255,245 254,255,235 255,248,231 255,242,230 213,239,245 214,243,248 220,248,255 225,253,255 228,255,255 227,255,255 226,255,255 223,253,255 202,232,243 200,232,245
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,252,252 254,252,252 254,252,252 254,252,252 255,253,253 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,254,254 255,254,254 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 245,245,245 247,247,247 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 247,247,247 240,240,240 243,243,243 250,250,250 254,254,254 255,255,255 245,245,245 233,233,233 234,234,234 244,244,244 252,252,252 251,251,251 246,246,246 235,227,234 243,235,242 255,245,251 255,252,255 255,254,255 255,253,253 255,254,251 255,255,251 255,254,249 255,254,249 253,252,248 244,245,241 235,240,238 236,242,241 244,250,249 248,255,255 237,255,255 241,254,255 248,252,255 255,250,255 255,245,255 255,240,253 255,241,252 255,246,252 248,250,250 242,253,250 238,255,251 237,255,253 241,254,255 246,252,255 251,249,255 252,247,255 255,233,255 255,229,255 250,241,255 241,255,254 227,255,242 220,255,237 214,255,236 204,241,233 225,251,255 223,238,255 219,226,251 224,226,250 244,240,252 255,254,251 255,254,237 255,246,222 216,248,224 228,255,239 238,255,251 244,255,255 250,248,255 255,247,255 255,250,255 255,253,251 255,255,244 255,253,235 246,254,237 228,255,252 200,255,255 155,243,255 93,199,240 45,164,213 42,190,207 58,191,211 92,201,223 142,218,241 192,237,255 231,248,255 248,250,251 255,249,236 255,251,227 255,255,225 255,255,229 255,255,236 255,255,247 255,252,255 255,238,255 250,226,255 248,248,255 255,254,255 255,255,239 228,252,240 188,246,255 110,187,236 95,157,203 193,223,240 255,255,248 255,255,238 244,254,242 234,254,249 238,254,247 255,255,243 255,255,243 255,255,242 192,246,255 192,246,255 191,245,255 190,244,255 186,240,255 180,235,255 175,230,255 173,228,255 158,215,254 158,215,254
254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,253 255,253,253 255,254,254 255,255,255 255,254,254 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 255,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 247,247,247 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 247,247,247 243,243,243 248,248,248 254,254,254 255,255,255 255,255,255 245,245,245 233,233,233 234,234,234 246,246,246 255,255,255 254,254,254 248,248,248 255,238,246 255,244,249 255,250,255 255,251,255 255,252,255 255,252,254 255,252,252 255,253,252 253,252,248 252,255,251 248,255,250 239,249,243 226,240,234 224,240,233 229,247,240 237,255,248 245,252,255 249,249,255 255,246,255 255,245,255 255,244,255 255,243,255 255,244,255 255,247,255 255,246,255 249,249,255 247,252,255 248,253,255 251,251,255 255,248,255 255,247,255 255,244,255 255,237,255 255,231,255 245,239,255 238,255,255 225,255,252 215,255,251 208,253,250 200,236,246 217,243,255 223,235,255 227,231,255 236,234,255 247,247,255 253,255,251 244,252,229 232,241,208 210,255,247 222,255,251 239,255,252 255,255,254 255,251,254 255,247,255 255,243,255 242,242,255 223,247,255 204,254,255 179,250,255 138,225,252 94,191,219 75,171,201 81,174,207 96,186,220 79,229,205 115,246,226 167,255,251 211,255,255 239,249,255 255,240,249 255,245,248 255,253,248 255,255,238 255,255,232 249,255,229 250,255,236 255,255,247 255,252,254 255,241,255 255,229,251 255,242,244 255,252,241 255,251,232 231,239,228 218,254,255 168,230,255 102,169,218 138,194,229 213,251,255 216,249,255 209,247,255 199,248,255 183,239,255 171,221,255 167,207,242 169,201,230 129,198,247 124,193,242 116,185,234 108,177,226 102,171,220 99,168,218 99,168,218 99,168,218 97,166,216 95,166,216
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,253 255,254,254 255,254,254 255,255,255 255,255,255 255,254,254 255,253,253 254,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 248,248,248 243,243,243 245,245,245 251,251,251 253,253,253 250,250,250 255,255,255 254,254,254 248,248,248 244,244,244 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 244,244,244 245,245,245 251,251,251 255,255,255 255,255,255 254,254,254 255,252,255 255,252,255 255,252,255 255,253,255 255,253,254 255,251,252 251,251,251 247,252,251 240,248,247 244,255,252 243,255,252 241,255,252 233,254,245 229,251,239 230,254,242 234,255,245 254,252,252 255,250,252 255,247,253 255,247,255 255,248,255 255,249,255 255,249,255 255,247,255 255,246,255 255,248,255 252,250,255 253,252,255 255,251,255 255,250,255 255,249,255 255,248,255 242,245,249 229,234,235 231,239,239 240,252,252 241,254,255 237,253,255 235,248,255 228,236,255 235,239,255 241,240,255 246,241,255 247,244,255 247,251,255 243,255,254 231,254,239 220,248,225 228,255,252 233,250,246 244,248,242 255,251,246 255,253,253 251,253,255 223,247,255 187,242,255 135,223,255 93,206,255 58,179,248 47,160,222 69,162,211 121,185,219 183,220,240 225,247,255 193,255,231 202,255,235 217,255,240 233,255,243 248,248,248 255,244,253 255,248,255 255,251,255 255,254,255 242,249,242 225,241,230 222,241,232 232,248,241 242,252,252 250,253,255 253,249,255 250,255,255 241,247,246 245,255,255 223,244,252 199,245,255 155,227,255 78,174,234 64,167,229 107,204,254 110,195,235 100,183,228 82,175,238 65,169,252 57,166,252 63,165,240 73,168,231 108,173,212 107,172,211 105,170,209 105,170,209 108,173,212 116,178,218 123,185,225 127,189,229 149,211,251 149,211,251
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,247,247 248,246,246 249,247,247 253,251,251 255,255,255 255,255,255 254,252,252 250,248,248 252,250,250 254,252,252 255,253,253 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 247,247,247 249,249,249 254,254,254 254,254,254 251,251,251 254,254,254 250,250,250 245,245,245 243,243,243 250,250,250 255,255,255 255,255,255 251,251,251 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,252 255,255,252 254,255,253 251,253,253 248,253,252 245,253,253 243,252,255 241,253,255 227,241,240 235,249,247 243,255,254 243,255,252 243,255,251 241,255,246 241,255,245 243,255,246 255,255,251 252,255,250 248,255,248 244,254,248 245,255,253 244,255,255 242,252,252 236,244,244 246,249,253 249,250,254 250,252,253 249,253,254 248,254,253 244,255,252 241,255,250 238,255,249 222,253,216 215,237,208 228,238,221 251,248,244 255,246,254 255,245,255 255,246,255 254,242,255 253,244,255 255,249,255 255,251,255 250,249,253 244,249,250 241,255,254 236,255,255 230,255,255 255,246,227 255,247,230 251,252,243 241,255,255 217,253,255 176,235,255 131,213,255 99,199,255 60,173,236 53,166,232 66,169,231 115,195,248 178,230,255 227,249,255 248,248,255 251,237,249 254,251,246 253,253,247 251,254,252 250,255,255 248,255,255 250,255,255 248,253,252 246,249,247 251,252,248 240,245,243 228,244,243 220,250,255 208,255,255 189,255,255 168,250,255 156,246,255 186,245,255 154,214,250 150,210,255 143,202,251 113,180,229 75,168,224 37,161,231 23,168,244 32,171,234 60,175,218 77,173,209 70,167,217 60,170,242 68,187,255 95,208,255 117,221,255 183,227,244 186,230,247 191,235,252 198,241,255 202,245,255 205,248,255 206,249,255 208,250,255 209,251,255 209,251,255
255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 245,245,245 245,245,245 249,249,249 252,252,252 249,249,249 242,242,242 235,235,235 248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 248,248,248 247,247,247 251,251,251 255,255,255 247,255,248 245,255,248 245,255,249 244,255,252 245,255,254 245,254,255 244,253,255 243,252,255 234,240,245 241,246,249 247,251,252 251,253,253 255,254,250 255,253,248 255,254,246 255,255,246 255,255,248 253,255,247 243,255,244 232,255,242 230,255,246 230,255,249 225,252,242 217,237,232 243,251,250 249,251,252 252,251,253 249,253,254 242,255,252 234,255,250 225,255,247 218,255,245 248,255,215 238,242,207 248,240,223 255,246,249 255,241,255 255,239,255 254,245,255 251,250,255 250,254,249 255,255,244 255,255,239 255,255,234 253,252,238 248,253,251 241,255,255 234,253,255 255,255,227 255,255,235 229,253,245 183,240,255 133,217,252 87,190,239 63,172,226 66,166,220 95,178,223 146,207,239 201,240,255 232,253,255 237,245,255 235,238,252 241,244,255 248,251,255 255,236,255 255,240,255 255,244,255 239,247,255 217,246,251 210,249,247 222,255,249 234,255,251 241,255,251 236,250,248 221,242,250 196,237,255 158,231,255 108,216,255 62,200,252 38,193,248 80,174,220 71,168,232 62,154,233 80,157,230 89,162,220 82,171,222 66,189,251 44,192,255 39,180,231 115,223,241 184,255,255 197,255,255 181,251,255 174,251,255 184,254,254 194,253,225 233,255,252 235,255,254 237,255,255 237,255,254 237,255,254 237,255,252 234,255,247 233,251,244 235,254,245 237,254,243
255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 249,249,249 238,238,238 228,228,228 246,246,246 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 254,254,254 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 248,248,248 243,243,243 242,242,242 247,247,247 252,252,252 247,255,245 248,255,246 250,255,250 251,255,254 253,255,255 253,254,255 254,252,255 253,248,255 255,251,255 255,250,255 255,249,255 255,249,255 255,249,253 255,250,253 255,250,252 255,251,253 255,252,248 255,253,248 252,253,244 243,253,240 242,255,245 243,255,248 235,248,240 225,230,228 252,248,253 255,247,255 255,247,255 255,249,255 248,252,255 237,255,254 228,255,252 222,255,249 255,255,242 255,242,236 255,241,247 255,247,255 255,240,255 239,237,255 233,248,255 234,255,249 239,255,235 255,255,228 255,255,225 255,255,225 255,255,234 250,254,249 229,248,255 210,240,255 211,249,243 182,232,230 140,208,213 99,186,202 73,174,196 79,180,205 120,207,233 170,235,255 212,247,255 236,246,253 255,247,247 255,250,244 255,253,246 248,255,248 232,254,249 223,253,248 255,225,255 255,231,255 249,239,255 226,248,255 204,254,255 184,254,255 172,250,255 173,244,255 176,238,255 164,216,239 143,193,223 121,179,215 96,172,214 70,169,213 53,173,219 49,181,228 98,175,202 134,213,255 124,196,255 149,202,255 199,236,255 199,248,255 150,237,255 73,191,238 64,179,212 149,226,228 221,255,235 228,246,229 207,231,231 213,244,243 243,255,240 255,255,217 244,255,245 243,254,244 243,254,244 245,254,244 245,255,243 248,255,245 250,255,246 253,255,247 255,255,245 255,255,244
253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 247,247,247 236,236,236 232,232,232 235,235,235 248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 249,249,249 254,254,254 254,254,254 253,253,253 251,251,251 251,251,251 253,253,253 252,252,252 249,249,249 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,248 255,255,248 255,252,247 255,246,243 255,246,248 255,251,254 255,250,255 255,246,255 255,249,255 250,233,246 255,245,255 255,248,255 255,242,255 255,242,255 253,236,249 255,243,255 239,241,252 251,252,255 236,236,242 252,250,250 241,236,235 253,248,247 255,252,255 255,252,255 247,243,255 241,241,255 230,234,255 233,244,255 220,235,255 226,247,255 202,228,244 226,254,255 254,236,255 255,236,255 255,240,255 255,239,255 239,230,255 220,229,243 221,245,243 234,255,245 244,255,237 255,255,224 255,254,225 255,255,235 255,253,246 233,255,255 194,246,255 154,227,249 85,186,248 63,165,218 79,178,216 102,195,218 131,215,221 176,245,242 198,249,242 224,255,251 241,255,255 248,252,255 240,240,246 240,242,243 248,255,252 241,255,247 230,255,235 220,255,226 255,241,254 245,240,255 236,250,255 209,249,255 162,228,255 134,220,255 106,208,255 68,175,233 64,167,229 73,167,226 87,170,222 107,175,220 130,188,223 160,208,232 189,232,247 207,248,255 225,255,246 207,241,255 198,229,255 226,234,255 255,251,255 253,255,255 203,245,255 149,230,255 91,178,212 137,193,204 243,255,251 249,246,242 241,242,255 239,246,255 248,249,245 243,235,206 225,233,233 235,243,243 245,253,252 248,255,255 250,255,255 247,254,251 245,251,246 245,251,246 252,255,250 254,255,250
255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 251,251,251 246,246,246 240,240,240 241,241,241 247,247,247 254,254,254 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 251,251,251 243,243,243 241,241,241 244,244,244 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,244,238 255,249,246 255,253,250 255,253,251 255,252,253 255,253,255 255,250,255 253,244,254 232,226,237 236,236,250 244,251,255 233,245,255 217,234,255 230,251,255 226,250,255 218,244,255 165,235,255 188,247,255 197,238,255 231,251,255 243,249,255 248,248,255 240,245,255 211,232,254 173,215,244 145,207,243 117,193,235 112,193,238 104,182,228 120,189,232 105,166,206 130,185,224 140,181,244 175,202,255 223,231,255 248,243,255 251,244,255 253,254,252 247,255,244 230,246,228 250,255,247 255,251,250 255,245,255 249,237,255 210,222,255 156,208,254 101,193,242 58,176,225 48,162,255 53,161,255 91,187,255 138,219,255 171,237,255 199,250,255 208,248,255 210,243,255 201,230,251 217,244,255 223,250,255 217,248,255 213,245,255 209,243,243 215,249,239 228,255,246 207,255,255 187,244,243 170,227,236 145,203,225 113,176,214 101,174,224 89,174,236 62,159,227 90,193,255 110,208,255 142,228,255 180,243,255 215,250,255 248,252,255 255,252,246 255,255,242 245,255,235 225,241,247 217,228,255 238,230,255 255,245,253 255,252,249 228,246,255 176,234,255 114,187,231 120,174,205 214,234,251 247,246,255 249,244,255 242,240,255 255,248,255 255,246,250 236,246,255 239,249,255 242,252,255 243,252,255 241,250,255 242,249,255 245,253,255 248,254,255 248,254,255 250,254,255
