50 170
252,246,255 253,248,255 253,251,255 254,254,254 254,255,248 251,255,245 251,255,245 250,255,245 252,255,251 251,250,252 250,248,254 255,250,255 255,250,255 255,248,255 255,249,255 255,252,255 255,244,255 255,244,255 255,247,255 255,254,249 255,254,235 255,253,222 255,255,218 255,255,222 255,255,230 255,255,232 255,255,234 255,248,231 255,249,239 255,248,242 255,252,245 255,250,246 236,255,232 237,255,233 238,255,233 233,255,231 232,255,231 236,255,238 240,255,241 239,255,242 233,255,239 239,255,247 233,255,241 227,253,237 237,255,245 235,255,244 227,255,236 236,255,245 247,255,231 248,255,235 246,255,237 241,255,237 238,255,237 239,255,243 239,255,247 237,255,248 235,255,246 237,255,246 239,255,245 241,255,243 242,255,240 244,255,239 246,255,238 248,255,236 255,243,255 255,249,255 255,252,255 254,251,255 251,248,255 252,246,255 253,244,255 255,245,255 255,250,255 255,250,247 255,247,246 255,243,248 255,242,255 255,244,255 255,248,255 255,252,255 255,245,255 255,245,255 255,245,255 255,246,255 255,247,255 255,248,255 255,249,255 255,250,255 255,246,255 255,249,255 255,250,255 255,250,255 255,248,255 255,247,255 255,247,255 255,249,255 244,255,252 244,255,252 244,255,252 243,255,251 242,255,250 241,255,249 244,255,252 244,255,251 244,255,251 244,255,251 244,255,251 244,255,251 244,255,249 243,255,248 243,255,248 243,255,248 254,234,255 255,236,255 255,237,255 255,238,255 255,241,255 255,245,255 255,244,255 251,239,255 255,247,255 255,248,255 255,250,255 255,252,255 255,254,255 255,255,254 255,255,252 255,253,250 242,254,255 243,254,251 242,255,244 243,255,239 246,255,235 249,255,234 247,255,234 246,255,236 253,255,248 255,255,255 255,251,255 251,244,255 249,239,255 250,241,254 255,246,255 255,251,255 255,241,255 255,244,255 255,245,255 255,245,251 255,252,249 255,255,248 253,255,244 245,255,236 239,255,236 233,255,234 226,252,236 224,251,241 227,254,251 227,255,255 228,255,255 226,254,255 248,255,235 247,255,239 249,255,248 250,255,255 250,251,255 248,249,255 244,243,255 240,239,255 246,247,255 248,248,255
253,247,255 253,249,255 254,252,255 254,254,254 254,255,250 252,255,247 251,255,246 251,255,247 255,255,252 254,253,255 254,252,255 255,252,255 255,252,255 255,250,255 255,251,255 255,253,255 241,255,255 240,253,255 238,253,249 242,255,246 243,255,241 243,255,237 244,255,236 248,255,244 235,242,235 243,246,250 250,252,255 250,250,255 248,249,255 246,250,255 243,247,255 241,245,255 234,241,250 239,246,255 243,250,255 246,251,255 246,251,255 245,250,255 241,243,253 233,236,244 250,253,255 248,255,255 248,255,255 244,255,253 246,255,254 241,255,248 235,250,242 237,253,242 255,255,242 255,255,242 255,254,243 255,253,245 255,253,248 255,253,252 251,251,251 249,248,250 252,251,253 252,251,253 254,252,252 255,252,251 255,253,248 255,253,246 255,254,245 255,254,244 255,255,251 253,255,249 251,255,249 248,255,251 244,255,255 243,254,255 244,252,255 247,252,251 253,255,246 255,255,239 255,255,238 255,253,242 254,251,247 252,253,251 250,255,251 250,255,251 255,252,254 255,253,253 255,253,252 255,254,250 255,255,249 255,255,247 255,255,246 255,255,245 254,255,244 255,255,244 255,255,245 255,255,247 255,255,247 255,255,248 255,255,248 255,255,248 255,255,245 255,255,246 255,255,247 255,255,247 255,255,246 255,254,244 255,255,246 255,255,248 255,255,246 255,255,246 255,255,246 255,255,246 255,255,246 255,255,246 255,255,244 255,255,244 251,255,254 251,255,254 245,251,246 239,245,240 239,245,240 246,252,247 249,255,250 248,255,248 250,255,250 250,255,250 250,255,250 250,255,250 250,255,248 250,255,248 250,255,248 251,255,249 251,255,235 251,255,240 249,255,243 247,253,248 247,251,252 250,251,255 253,255,254 253,255,247 245,253,230 247,255,225 252,255,227 255,255,233 255,255,238 255,255,247 255,255,255 255,252,255 248,255,255 250,254,255 250,253,255 248,250,255 247,248,255 250,250,255 249,249,255 245,243,255 247,246,255 248,248,255 252,251,255 253,255,255 253,255,252 253,255,248 251,255,243 249,255,240 255,255,222 255,255,222 255,254,224 255,250,230 255,250,238 255,252,246 255,254,252 255,254,252 255,249,246 255,251,243
254,250,255 254,251,255 255,254,255 255,255,255 255,255,251 253,255,249 252,255,248 252,255,250 255,255,254 252,251,253 252,251,255 255,252,255 255,251,255 251,247,252 253,248,250 255,251,252 237,255,249 235,255,244 234,255,243 239,255,246 242,255,247 240,255,249 241,253,253 243,252,255 233,239,255 225,229,254 215,219,248 220,227,254 226,237,255 238,250,255 235,251,255 235,252,255 255,244,255 255,244,255 255,242,255 251,236,255 252,235,255 255,239,255 254,236,255 249,231,255 252,235,255 249,233,255 254,241,255 255,248,255 255,247,255 255,249,255 255,250,255 255,250,255 255,249,255 255,246,255 255,245,255 255,247,255 255,247,255 255,246,255 255,244,255 255,239,255 255,245,255 255,245,255 255,245,255 255,246,255 255,247,255 255,247,255 255,247,255 255,248,255 246,255,246 244,255,245 241,255,245 239,255,246 235,255,248 230,251,248 229,248,245 232,248,241 242,255,243 244,255,238 246,255,238 247,255,242 245,255,246 241,255,248 241,255,249 239,255,247 244,255,248 244,255,248 244,255,247 244,255,245 244,255,244 244,255,242 244,255,241 244,255,240 241,255,237 241,255,237 242,255,238 244,255,240 244,255,241 244,255,242 244,255,242 242,255,240 255,251,251 255,254,254 255,254,254 255,254,252 255,254,252 255,253,251 255,253,251 255,254,252 255,253,251 255,253,251 255,254,250 255,254,250 255,254,250 255,254,250 255,254,250 255,255,251 241,255,236 242,255,237 239,255,234 232,255,227 232,254,229 238,255,236 243,255,241 243,255,242 241,255,242 242,255,243 242,255,244 238,255,242 233,252,237 231,249,236 233,251,238 236,254,241 255,255,224 254,255,230 251,250,240 247,239,249 244,231,255 246,232,255 251,242,255 255,253,255 255,255,247 253,255,233 249,255,222 248,255,221 246,255,228 246,253,238 244,246,246 241,240,250 225,253,233 227,255,236 227,251,241 228,244,243 231,242,250 240,244,255 249,246,255 253,246,255 255,241,255 255,243,255 255,245,255 255,247,254 255,250,247 255,254,241 255,255,239 255,255,237 255,255,240 255,255,242 255,255,245 255,254,250 255,253,253 255,249,251 255,243,247 253,239,243 247,233,237 247,233,237
254,252,255 255,254,255 255,254,255 255,255,255 255,255,254 255,255,252 255,255,252 254,255,253 253,253,253 250,249,251 250,249,253 253,252,255 255,252,254 251,249,249 250,248,247 253,252,248 255,253,248 254,251,246 255,252,247 255,252,249 255,249,249 253,243,249 255,243,255 255,248,255 254,239,255 251,239,255 245,236,249 255,252,255 249,254,245 251,255,240 248,255,230 249,255,227 244,231,239 249,236,244 255,241,249 255,245,255 255,250,255 255,249,255 255,245,255 255,235,253 255,246,255 255,236,255 255,243,255 255,244,255 254,230,255 255,233,255 255,241,255 254,231,255 255,245,255 255,242,255 253,243,255 255,246,255 255,246,255 253,245,255 250,244,255 250,244,255 250,244,255 250,245,255 252,245,255 254,245,255 255,246,255 255,247,255 255,247,255 255,247,255 249,255,254 244,252,251 241,251,251 240,252,254 238,250,255 233,244,252 230,241,249 230,240,247 239,248,251 242,250,249 246,252,251 247,252,255 245,251,255 243,251,255 239,250,255 238,249,255 241,255,255 241,255,254 241,255,254 241,255,252 241,255,251 241,255,249 241,255,248 241,255,248 238,255,245 237,255,244 237,255,244 239,255,247 241,255,251 241,255,252 240,255,251 237,255,248 252,247,255 255,250,255 255,250,255 252,247,255 250,246,255 253,249,255 255,251,255 255,251,255 253,249,255 252,248,255 252,248,255 251,247,255 251,247,255 250,246,255 250,246,255 250,246,255 224,241,227 233,250,237 240,255,244 240,255,244 240,255,244 243,255,247 244,255,249 243,255,248 241,255,248 243,255,250 241,255,248 234,248,242 225,239,233 221,235,229 224,238,232 228,242,236 255,243,244 255,244,246 255,241,248 252,235,248 245,229,246 244,229,250 250,236,255 255,243,255 255,246,255 253,245,255 249,244,255 248,247,255 248,249,255 250,252,255 248,252,255 247,252,255 244,255,234 246,255,235 242,255,231 240,255,229 243,255,231 248,255,238 252,255,243 255,255,247 251,252,243 254,249,248 255,245,251 255,243,254 255,241,255 255,237,255 253,232,254 250,228,252 209,217,255 210,218,255 210,220,255 213,223,255 215,226,255 213,224,255 208,220,255 201,216,255 167,182,251 167,181,253
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,253,255 255,254,255 253,252,254 254,253,255 255,255,255 255,255,254 254,255,251 253,255,249 255,255,251 255,242,251 255,244,253 255,248,254 255,247,253 255,238,247 255,230,243 255,234,250 255,242,255 255,232,255 255,239,255 255,236,249 255,251,253 241,235,222 247,248,222 245,253,213 255,255,224 255,255,248 255,255,248 255,252,243 253,247,236 255,247,237 255,253,243 255,255,245 255,251,243 255,255,249 255,252,249 255,253,254 255,253,255 255,242,248 255,246,254 255,250,255 255,249,255 250,251,255 249,250,254 249,252,255 249,253,255 242,248,255 237,243,250 239,247,254 246,254,255 241,249,255 241,250,254 243,250,253 243,251,251 245,251,250 246,251,249 248,252,247 248,252,247 255,253,255 255,250,255 255,248,255 255,252,255 255,252,255 252,247,255 248,243,252 249,244,253 250,244,255 254,246,255 255,248,255 255,249,255 255,251,255 253,249,255 252,247,255 250,244,255 248,251,255 248,251,255 248,251,255 248,252,253 248,252,253 248,253,252 248,253,252 248,253,251 250,255,253 249,254,253 249,253,254 249,253,254 250,253,255 251,254,255 250,252,255 249,251,255 246,248,255 248,250,255 245,247,255 237,239,250 236,238,249 242,244,255 248,250,255 248,250,255 248,250,255 247,249,255 246,248,255 244,246,255 243,245,255 242,244,254 240,242,252 240,242,252 231,233,227 242,244,238 251,252,248 253,254,250 253,254,250 254,255,253 253,253,253 250,250,250 252,251,253 254,253,255 253,251,255 247,245,251 239,236,245 236,233,242 240,237,246 244,241,250 255,232,255 255,237,255 255,243,255 255,244,255 255,244,246 255,243,245 255,246,254 255,247,255 248,234,255 248,235,255 251,238,255 250,240,255 246,244,255 243,246,255 236,245,254 233,245,245 255,255,242 255,255,238 255,254,233 255,255,233 255,255,235 253,255,233 242,253,227 234,245,225 245,253,246 235,243,250 226,230,254 221,220,255 214,209,255 203,196,255 190,178,255 177,166,255 81,104,255 68,91,255 48,73,237 28,55,213 14,43,194 6,37,182 2,35,174 0,35,169 4,41,175 4,40,177
252,255,251 252,255,251 255,255,254 255,255,255 255,254,255 255,254,255 254,253,255 254,253,255 254,253,255 251,250,252 253,253,253 255,255,254 253,255,252 250,254,248 248,253,244 250,255,246 255,245,251 255,247,251 255,250,254 255,248,252 254,240,246 245,231,242 250,234,252 255,239,255 250,230,255 238,219,255 214,198,252 241,228,255 236,225,255 244,239,255 227,225,255 227,226,255 233,230,255 232,231,255 229,227,255 225,222,247 230,227,243 242,240,246 252,250,249 255,255,247 249,250,234 244,249,228 247,253,228 244,253,226 235,247,219 236,250,222 244,255,230 244,255,231 255,255,240 255,255,240 255,255,240 255,255,240 254,253,232 244,246,224 250,252,230 255,255,238 255,255,235 255,255,234 255,255,232 255,255,231 255,255,230 255,255,228 255,255,228 255,255,228 255,255,239 255,247,235 255,245,238 255,253,247 255,255,247 255,254,240 255,251,234 255,251,239 255,251,247 255,250,251 255,252,250 255,255,249 255,255,247 255,255,247 255,253,249 255,251,253 255,254,251 255,254,251 255,255,250 255,255,250 255,255,248 255,255,248 255,255,248 255,255,248 255,255,249 255,255,251 255,255,252 255,251,251 255,249,250 255,247,250 255,250,253 255,251,255 255,255,245 255,255,247 255,253,242 247,243,232 245,241,230 255,251,240 255,255,247 255,255,248 255,255,248 255,255,248 255,255,248 255,255,247 255,255,246 255,253,244 255,252,243 255,252,243 255,255,232 255,255,237 255,255,240 255,255,240 255,255,242 255,255,245 255,255,248 255,254,250 255,250,250 255,250,254 255,250,255 255,246,255 255,244,255 255,243,255 255,245,255 255,247,255 255,237,255 255,242,255 255,246,255 255,250,255 255,251,253 255,251,248 255,253,248 255,255,250 255,255,254 251,255,255 246,253,255 241,250,253 239,251,253 237,251,250 234,251,247 234,251,247 245,229,255 244,228,255 247,232,255 252,238,255 250,239,255 238,229,255 222,216,255 209,205,255 161,159,225 137,134,213 103,101,190 72,71,169 51,51,159 40,39,155 35,33,156 30,30,154 24,31,212 22,30,207 22,33,201 27,41,201 37,54,204 49,70,209 59,83,213 65,91,215 89,116,237 89,115,239
251,255,247 251,255,249 252,255,251 254,253,255 254,252,255 254,251,255 255,250,255 255,250,255 252,251,255 250,249,251 250,251,249 251,255,250 247,254,247 241,248,241 237,244,237 238,246,239 241,255,250 238,255,246 238,255,243 239,255,244 237,254,243 233,248,244 232,244,254 234,242,255 209,213,255 141,142,216 44,42,138 36,31,146 31,25,156 83,75,216 90,82,229 110,103,254 129,122,237 151,145,254 178,172,255 198,194,255 214,210,255 224,225,255 228,231,255 229,236,255 234,245,255 241,255,255 239,255,254 233,255,245 232,255,244 225,254,238 222,254,235 229,255,242 255,248,247 255,246,244 255,248,245 255,252,249 255,248,242 251,240,232 254,243,235 255,255,246 255,254,241 255,254,240 255,255,238 255,255,238 255,255,237 255,255,237 255,255,237 255,255,236 255,252,227 248,241,222 250,238,228 255,248,239 255,255,240 255,255,229 255,255,226 255,255,235 255,251,242 255,249,249 255,251,248 255,255,241 255,255,237 255,255,238 255,255,242 255,251,247 255,253,253 255,253,253 255,253,253 255,254,251 255,254,251 255,254,251 255,255,250 255,254,251 255,251,248 255,252,252 255,251,252 253,244,247 246,236,242 245,234,244 251,240,250 255,246,255 255,251,239 255,255,244 255,251,239 252,240,228 251,239,229 255,249,239 255,255,245 255,253,243 255,255,245 255,255,245 255,254,244 255,253,245 255,253,245 255,252,244 255,252,244 255,252,244 255,255,251 255,255,252 255,254,251 255,249,249 255,249,249 255,253,255 255,253,255 255,249,255 255,246,254 255,245,255 255,247,255 255,247,255 255,248,255 255,248,255 255,248,255 255,248,255 255,249,246 255,249,249 255,249,252 255,249,255 255,248,255 253,251,251 250,254,243 246,255,235 250,255,233 241,255,221 232,255,216 232,255,223 238,255,242 238,253,255 232,242,255 224,231,255 213,208,255 199,192,255 176,167,255 147,135,247 109,94,215 70,55,183 47,29,166 40,21,160 50,34,172 50,34,171 51,37,168 56,45,167 69,63,176 94,90,195 121,120,218 140,140,234 178,156,255 184,163,255 194,176,255 210,194,255 223,212,255 232,224,255 235,229,255 236,233,255 236,233,255 236,234,255
250,255,244 251,255,246 251,255,250 254,253,255 254,251,255 255,249,255 255,249,255 254,249,255 255,253,255 254,254,254 251,255,250 253,255,251 247,254,247 239,246,241 232,241,238 233,242,239 241,255,251 236,255,243 232,254,235 236,255,235 241,255,238 239,255,241 234,255,245 232,252,255 205,219,248 170,179,236 103,106,191 91,89,202 43,37,172 48,41,192 27,18,182 40,31,201 35,36,178 39,39,177 37,37,167 31,32,152 36,38,146 55,59,154 79,84,169 95,101,176 104,113,181 126,136,200 133,145,209 139,155,221 160,177,244 163,182,250 164,183,255 179,200,255 221,210,255 216,205,255 220,210,255 228,221,255 230,224,255 222,217,255 223,219,255 231,228,255 228,225,255 228,225,255 228,226,255 228,226,255 228,226,255 230,226,255 230,226,255 230,226,255 232,239,254 225,226,252 230,223,255 244,237,255 255,247,255 253,250,255 249,250,254 250,250,255 235,236,255 232,232,255 230,234,255 230,239,255 233,244,255 236,244,255 241,241,255 243,237,255 239,232,255 239,232,255 239,233,255 239,233,255 239,234,255 239,234,255 239,234,255 239,234,255 238,232,255 240,233,255 239,232,255 231,223,255 222,213,255 220,210,255 229,218,255 238,227,255 224,226,255 230,232,255 227,229,255 217,219,255 215,217,255 225,227,255 229,231,255 226,228,255 224,226,255 224,226,255 225,227,255 226,227,255 227,228,255 228,229,255 228,229,255 229,230,255 232,211,255 233,212,255 232,213,255 231,213,255 234,218,255 238,224,255 236,224,255 229,219,255 239,232,255 238,233,255 238,235,255 239,238,255 241,242,255 241,243,255 239,243,255 237,241,255 245,255,249 243,252,249 242,250,249 242,250,250 244,251,254 242,251,254 242,251,254 239,251,253 234,245,249 227,236,246 222,229,249 224,225,255 220,215,255 192,183,255 147,134,220 112,96,190 32,43,177 30,41,175 31,40,174 32,38,173 34,37,172 47,46,180 77,73,202 105,100,223 142,134,248 168,160,255 199,191,255 219,212,255 225,220,255 228,224,255 233,229,255 238,236,255 255,245,255 255,245,255 255,244,255 255,247,249 255,250,244 255,254,242 255,255,239 255,255,238 255,255,234 255,255,234
248,255,242 249,255,246 244,248,243 236,235,239 234,230,241 244,237,250 251,244,255 252,247,255 255,252,254 255,255,252 247,251,245 238,245,238 250,255,252 232,240,239 246,255,255 238,248,255 249,246,255 255,254,255 247,250,241 255,255,242 251,255,236 243,255,225 251,255,238 237,248,232 238,247,250 228,232,255 232,233,255 223,221,255 219,215,255 211,207,255 184,179,255 176,171,255 141,160,255 114,132,233 120,136,236 79,94,187 85,96,186 43,53,141 41,49,139 45,49,144 38,40,142 37,37,151 46,42,171 33,29,172 29,25,181 39,33,204 29,22,203 26,20,205 29,42,188 20,31,175 43,55,197 74,87,225 67,81,217 77,92,224 63,80,207 84,102,227 108,126,249 108,127,248 105,124,245 115,133,255 122,140,255 140,158,255 141,159,255 116,136,255 106,123,209 113,122,220 104,105,217 109,103,214 106,103,195 114,118,189 166,175,239 173,182,255 163,169,255 142,150,255 130,141,255 162,180,255 165,186,255 163,178,251 161,168,255 179,177,255 176,175,255 171,170,255 168,167,255 168,167,255 167,166,255 164,163,255 167,166,255 171,170,255 171,170,255 169,168,255 170,167,255 169,165,255 158,154,255 142,137,246 132,126,237 133,127,240 106,129,238 108,131,240 112,135,244 112,135,244 105,128,238 99,122,232 103,126,236 111,133,245 114,136,248 100,122,234 83,104,219 68,89,204 70,91,206 71,92,207 72,93,208 67,87,204 85,61,247 88,65,247 88,66,244 85,66,235 91,75,236 107,95,243 124,117,252 133,130,253 122,123,233 132,138,233 148,159,241 160,174,246 166,183,246 174,194,249 192,213,255 210,233,255 219,228,255 210,222,255 212,225,251 226,242,255 232,250,255 223,239,255 214,223,255 212,212,255 204,192,255 146,124,242 123,94,233 98,63,214 61,26,177 66,32,180 72,41,180 56,24,159 43,56,172 73,87,199 109,124,226 139,155,244 168,187,255 199,219,255 218,237,255 221,242,255 220,241,255 235,254,255 241,255,255 237,251,247 238,249,241 247,255,248 251,255,251 248,255,248 255,255,246 255,254,239 255,255,241 255,254,231 255,255,235 255,253,224 255,255,232 255,252,230 255,255,237 255,255,238
243,253,237 234,242,231 229,232,230 233,231,237 238,231,244 239,232,247 248,239,252 255,249,255 247,245,244 255,255,251 253,255,249 241,249,242 244,252,251 230,238,245 230,237,252 236,243,255 240,233,255 249,244,255 239,237,255 249,250,255 251,254,255 243,248,247 251,255,255 239,242,250 236,240,255 215,217,248 202,203,247 172,174,228 152,153,214 135,138,206 107,111,182 101,105,176 32,58,118 41,65,125 156,179,235 192,212,255 214,229,255 201,213,255 210,219,255 197,200,255 177,177,255 170,165,255 167,159,255 125,113,255 79,63,240 69,52,247 58,39,248 52,34,249 28,47,198 39,59,208 27,45,192 17,37,179 0,20,156 15,36,168 14,36,165 27,50,176 12,36,160 21,45,169 22,46,170 17,42,168 6,31,159 16,40,170 27,52,184 10,35,167 14,42,167 28,46,187 33,38,195 43,43,197 34,36,166 29,38,142 46,62,158 27,43,156 13,27,169 26,40,200 9,30,182 13,41,166 8,38,139 33,58,156 39,50,164 25,27,159 34,42,155 33,41,154 37,46,157 44,53,164 46,56,164 42,52,160 39,49,157 39,49,157 34,43,154 34,43,154 37,44,159 41,48,165 39,45,164 33,38,160 32,37,160 37,42,165 12,36,166 13,37,167 16,40,170 19,43,173 15,38,170 10,33,165 12,35,167 18,40,175 26,48,183 16,38,174 8,30,166 5,26,165 8,29,168 13,34,173 14,35,174 8,28,169 26,25,189 28,27,190 27,27,187 21,23,178 20,23,175 26,30,178 33,40,181 35,44,178 36,47,175 28,41,163 24,39,155 31,48,159 37,55,162 35,54,157 27,47,148 21,42,141 72,77,170 95,100,185 134,143,216 170,181,241 168,181,237 128,137,201 83,83,167 58,47,157 43,20,159 63,29,193 58,20,192 54,15,184 91,57,211 130,102,232 159,139,246 202,184,255 217,215,255 227,227,255 231,234,255 227,234,255 228,240,250 235,252,249 235,255,241 229,254,228 234,255,227 237,255,229 230,255,222 218,245,211 217,243,213 229,254,228 237,255,238 236,255,239 241,255,249 236,251,243 244,255,246 245,255,242 247,255,243 250,253,244 255,255,255 255,250,255 255,244,255 255,243,255
