50 170
255,245,255 255,247,255 255,249,255 255,251,255 255,253,254 255,254,249 254,255,245 252,255,242 254,255,241 252,255,241 250,255,243 250,255,244 249,255,246 249,255,247 249,255,250 247,255,250 252,237,255 253,241,255 254,246,255 255,253,253 255,255,246 255,255,239 254,255,238 251,255,240 254,255,248 255,254,255 255,252,255 255,252,255 254,252,255 253,253,253 254,255,250 255,255,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 248,248,248 255,255,255 221,221,221 110,110,110 23,23,23 0,0,0 0,0,0 32,32,32 34,34,34 8,8,8 0,0,0 11,11,11 61,61,61 124,124,124 202,218,194 238,250,232 251,255,249 251,250,252 245,243,249 255,252,255 250,252,255 233,239,244 241,251,255 239,248,255 237,245,255 240,244,255 247,245,255 255,246,255 255,248,255 255,249,253 255,255,233 255,255,229 255,252,230 255,254,236 255,255,243 255,253,243 255,252,242 255,253,241 255,255,244 255,255,241 255,252,237 255,250,237 255,252,245 255,254,252 255,252,253 252,246,251 236,242,255 237,244,255 238,249,255 239,254,255 242,255,253 242,255,246 241,255,244 244,255,243 246,255,245 251,255,252 255,255,255 254,251,253 255,250,253 255,254,255 255,253,255 255,250,250 254,254,254 251,251,251 251,251,251 254,254,254 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 255,255,247 250,254,242 247,253,242 251,255,249 248,255,252 237,249,249 235,246,254 242,249,255 235,240,255 239,241,255 245,242,255 248,244,255 250,245,255 254,247,255 255,252,255 255,253,255 255,237,255 255,244,255 255,248,255 255,247,251 255,249,245 255,254,243 254,255,241 248,255,239 245,255,242 241,255,245
250,239,255 251,241,254 253,243,255 254,247,252 254,249,250 255,252,248 253,254,245 251,255,243 254,255,244 252,255,244 252,255,246 250,255,247 250,255,248 249,255,251 249,255,253 249,255,253 250,241,255 251,244,255 253,249,254 255,255,249 255,255,244 255,255,241 255,255,243 255,255,246 253,251,250 252,250,255 254,250,255 254,250,255 255,252,255 255,254,255 255,255,254 255,255,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255 252,252,252 226,226,226 248,248,248 255,255,255 201,201,201 96,96,96 7,7,7 0,0,0 62,62,62 152,152,152 137,137,137 41,41,41 0,0,0 14,14,14 10,25,4 22,33,17 86,93,86 187,189,190 251,249,255 255,252,255 247,250,255 248,255,255 233,245,247 235,247,253 240,249,255 242,248,255 246,246,255 254,247,254 255,252,253 255,254,252 248,249,239 255,255,249 251,255,252 248,255,255 244,253,255 246,254,255 248,254,255 246,249,254 242,241,243 240,238,238 240,235,236 244,241,243 247,247,253 248,250,255 242,248,255 238,245,255 240,244,255 240,246,255 239,247,254 239,250,248 239,252,244 242,254,242 243,255,243 246,255,245 249,255,250 253,255,255 252,251,255 250,246,251 252,247,249 255,251,252 255,255,252 255,254,249 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 249,249,249 243,243,243 240,240,240 244,244,244 251,251,251 250,250,250 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 252,252,252 255,255,255 255,255,255 251,251,251 255,243,241 254,243,239 255,248,244 255,255,250 249,248,244 236,237,235 235,236,240 242,244,252 249,250,255 247,246,255 247,244,255 250,246,255 255,253,255 255,255,251 255,255,243 255,254,236 255,251,255 255,252,255 255,253,253 255,255,247 255,255,245 254,255,242 251,255,243 246,254,243 248,255,250 246,254,253
254,246,253 255,247,254 255,249,254 255,252,253 255,254,253 255,255,252 255,255,251 255,255,249 254,255,248 254,255,250 252,255,250 252,255,253 252,254,254 250,254,255 250,253,255 250,253,255 251,250,240 252,251,241 252,255,240 254,255,241 255,255,243 255,255,247 255,255,249 255,255,254 255,251,255 255,249,255 253,248,255 254,250,255 254,250,255 255,253,255 255,255,255 255,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 244,244,244 244,244,244 244,244,244 247,247,247 254,254,254 255,255,255 254,254,254 249,249,249 246,246,246 189,189,189 74,74,74 4,4,4 18,18,18 99,99,99 224,224,224 244,244,244 146,146,146 61,74,60 29,38,28 0,2,0 0,0,3 23,21,27 75,73,79 146,147,151 201,207,206 248,255,255 244,255,253 236,247,245 241,249,248 253,255,254 255,255,252 251,245,238 240,233,224 229,244,246 230,247,250 227,246,253 223,245,255 226,249,255 230,253,255 227,247,255 220,236,252 226,240,252 221,231,241 221,230,239 233,242,251 242,253,255 240,252,255 236,249,255 235,250,255 251,253,253 249,252,250 248,252,246 247,252,243 247,253,242 249,255,244 252,255,248 253,255,254 252,254,255 254,252,255 249,246,255 245,241,247 245,242,244 253,250,246 255,255,248 255,255,246 252,252,252 249,249,249 249,249,249 252,252,252 252,252,252 249,249,249 249,249,249 252,252,252 254,254,254 246,246,246 236,236,236 235,235,235 245,245,245 252,252,252 247,247,247 236,236,236 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 245,245,245 251,251,251 255,255,255 255,255,255 249,249,249 254,227,236 255,235,240 255,247,250 255,252,251 254,242,238 239,228,224 237,231,226 246,241,238 255,255,252 254,251,247 247,244,239 249,248,238 255,255,240 255,255,238 253,255,227 245,251,216 251,255,242 243,254,234 241,252,232 248,255,239 251,255,244 247,255,243 245,252,245 248,253,252 249,251,255 249,249,255
255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,254,253 255,254,253 255,254,254 254,253,255 254,253,255 254,253,255 254,252,255 252,251,255 252,251,255 252,251,255 253,255,227 254,255,229 255,255,234 255,255,239 255,255,245 255,255,251 255,253,255 255,251,255 255,250,255 255,250,255 255,248,255 252,248,255 252,250,255 251,250,252 249,249,249 248,249,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 246,246,246 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 245,245,245 248,248,248 255,255,255 251,251,251 255,255,255 171,171,171 31,31,31 0,0,0 31,31,31 128,128,128 255,255,255 247,255,250 228,235,230 180,185,184 109,110,114 38,38,44 2,1,5 3,5,6 18,23,21 31,40,30 95,105,93 180,190,177 237,247,231 253,255,244 255,255,244 255,255,244 255,255,244 243,255,255 239,255,254 231,250,253 232,252,255 227,248,255 224,245,253 230,251,255 237,255,255 239,254,255 231,243,243 233,241,240 247,254,251 250,255,252 249,255,251 245,252,249 247,254,251 255,255,241 255,255,241 255,255,238 255,255,238 255,255,241 255,255,245 255,255,252 255,254,255 254,249,255 254,247,255 248,243,255 242,238,249 242,241,243 248,250,244 252,255,244 252,255,241 251,251,251 248,248,248 248,248,248 251,251,251 251,251,251 248,248,248 248,248,248 251,251,251 255,255,255 251,251,251 243,243,243 241,241,241 249,249,249 255,255,255 250,250,250 239,239,239 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 245,245,245 248,248,248 253,253,253 253,253,253 249,249,249 255,231,245 255,239,251 255,250,255 255,253,254 255,246,242 245,236,227 244,238,227 251,247,236 255,255,246 252,250,239 245,245,231 247,248,232 251,255,236 253,255,236 247,253,228 239,246,219 236,255,227 224,247,215 222,244,216 238,255,233 246,255,247 242,252,246 243,248,251 250,250,255 250,246,255 252,244,255
255,255,243 255,254,244 255,255,245 255,254,246 255,252,248 255,251,250 254,249,250 251,247,252 255,252,255 255,251,255 255,251,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,255,225 255,255,229 255,255,235 255,255,244 255,252,251 255,248,255 255,246,255 254,246,255 255,250,255 254,249,255 252,248,253 249,250,248 250,252,246 250,253,244 247,250,241 245,248,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 239,239,239 249,249,249 236,236,236 246,246,246 230,230,230 131,131,131 18,18,18 0,0,0 39,39,39 186,192,191 238,243,244 251,255,255 251,254,255 239,240,244 220,221,225 148,150,150 62,66,61 9,16,3 0,7,0 0,9,0 28,40,12 87,99,71 157,165,142 211,215,196 238,241,225 240,248,241 238,249,241 236,248,242 237,250,248 241,255,254 240,255,255 234,248,247 225,238,236 246,255,254 245,253,246 245,251,240 255,255,244 255,255,244 255,255,239 255,255,235 255,255,236 255,251,227 255,253,229 255,255,232 255,255,236 255,255,239 255,255,244 255,250,247 253,247,252 253,244,255 253,245,255 250,244,255 246,242,253 244,245,249 248,252,246 249,255,241 245,255,236 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 254,254,254 247,247,247 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 249,249,249 246,246,246 248,248,248 252,252,252 252,252,252 252,249,255 253,251,255 255,254,255 255,255,254 254,254,248 248,249,239 250,250,238 254,254,240 251,253,241 249,250,240 246,249,240 246,247,243 246,249,247 245,250,249 243,247,248 242,246,247 237,255,228 224,243,218 223,240,219 239,252,238 248,255,250 243,247,252 243,243,255 251,247,255 250,243,255 252,243,255
249,251,232 250,251,235 252,252,238 253,252,242 255,252,247 255,251,250 255,250,252 255,248,255 255,250,255 255,250,255 255,250,255 255,250,255 255,251,255 255,251,255 255,252,255 255,252,255 255,255,233 255,255,237 255,255,245 255,250,251 255,246,255 255,243,255 255,242,255 253,245,255 252,247,255 250,248,247 246,250,239 247,253,236 251,255,237 253,255,240 249,255,238 246,254,237 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 247,247,247 255,255,255 253,253,253 236,236,236 241,241,241 255,255,255 255,255,255 251,251,251 246,246,246 255,255,255 255,255,255 207,207,207 95,95,95 0,0,0 5,9,14 102,107,110 203,208,209 247,252,251 253,255,255 253,255,255 254,254,254 250,249,245 249,251,239 195,201,178 113,121,90 39,50,17 0,10,0 0,8,0 11,19,8 25,32,27 111,116,115 181,187,186 241,249,248 248,255,255 237,246,249 239,251,253 243,255,255 243,255,255 243,255,255 246,255,255 247,255,253 252,255,250 255,255,245 255,255,243 255,255,242 255,255,241 250,247,232 253,251,233 255,255,238 255,255,241 255,255,244 255,255,247 255,251,248 253,247,252 252,244,255 253,246,255 252,247,255 250,246,255 248,249,253 250,254,249 247,255,243 244,254,237 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 252,252,252 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 244,244,244 252,252,252 255,255,255 251,251,251 246,246,246 247,247,247 252,252,252 255,255,255 236,255,255 237,255,255 237,255,252 239,255,250 243,255,248 246,255,245 248,255,245 249,255,245 246,252,241 251,253,247 253,252,254 251,250,255 248,244,255 246,241,255 248,242,255 251,244,255 251,255,241 243,247,235 242,244,238 249,249,249 255,251,255 251,244,255 250,243,255 254,246,255 252,245,255 252,246,255
251,255,235 252,255,237 253,255,241 255,255,246 255,255,250 255,255,255 255,253,255 255,252,255 255,250,255 255,250,255 255,250,255 255,251,255 255,253,255 255,253,254 255,254,253 255,254,253 255,255,246 255,254,249 255,250,255 255,244,255 255,242,255 255,241,255 255,243,255 255,248,255 253,251,250 248,253,238 246,255,229 246,255,227 251,255,233 253,255,238 251,255,239 248,255,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 248,248,248 255,255,255 255,255,255 247,247,247 249,249,249 234,234,234 252,252,252 251,251,251 224,224,224 238,238,238 238,238,238 181,181,181 41,44,52 0,0,3 22,28,27 153,160,155 249,254,252 252,254,254 241,240,242 255,255,254 255,255,248 255,255,236 251,255,226 250,255,226 224,237,211 158,169,159 62,72,79 0,0,18 0,0,7 0,0,7 16,17,27 75,77,85 160,163,171 226,231,240 243,252,255 235,245,255 231,243,255 240,252,255 243,253,255 238,246,253 238,243,244 251,252,250 255,255,251 255,255,249 243,246,251 245,248,252 250,252,252 253,255,251 255,255,249 255,255,249 255,255,251 255,254,253 252,248,253 255,250,255 255,250,255 251,248,255 251,250,254 252,254,254 251,255,249 248,253,244 254,254,254 251,251,251 251,251,251 254,254,254 254,254,254 251,251,251 251,251,251 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 251,251,251 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 246,246,246 239,239,239 237,237,237 245,245,245 250,250,250 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 230,255,254 231,255,251 231,255,249 233,255,245 241,255,246 245,255,246 249,255,244 251,255,242 251,254,239 255,254,246 255,253,254 255,250,255 255,243,255 252,238,255 255,238,255 255,239,255 255,252,250 255,251,251 255,250,252 255,249,255 255,249,255 255,247,255 255,248,255 255,249,255 254,251,253 254,253,249
255,255,240 255,255,242 255,255,246 255,255,248 255,255,251 255,253,253 254,251,253 253,249,254 255,252,255 255,252,255 255,253,255 255,254,253 255,255,251 255,255,248 255,255,247 255,255,246 255,250,255 255,246,255 255,244,255 255,240,255 255,241,255 255,243,255 255,248,255 255,254,255 255,255,247 250,255,235 246,255,227 246,255,229 250,255,236 251,255,244 249,255,247 244,251,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 248,248,248 254,254,254 255,255,255 250,250,250 240,240,240 237,237,237 243,243,243 252,252,252 248,248,248 255,255,255 254,254,254 237,237,237 254,254,254 251,251,251 241,241,241 255,255,255 238,241,246 134,138,139 11,19,12 0,5,0 88,97,87 219,222,220 255,254,255 245,238,243 255,251,251 255,255,243 255,255,238 255,255,238 246,255,243 233,243,253 219,229,255 211,220,255 181,168,192 108,96,118 40,28,46 10,0,15 5,0,8 7,0,13 70,67,82 143,145,163 219,226,246 233,241,255 233,244,255 223,230,250 220,224,242 237,237,249 250,247,255 253,247,252 228,236,255 229,239,255 232,243,255 237,247,255 240,252,252 245,255,248 248,255,246 249,255,246 250,255,246 255,255,254 255,254,255 253,249,254 253,249,254 255,253,255 255,254,255 254,251,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 249,249,249 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 243,243,243 235,235,235 232,232,232 238,238,238 242,242,242 245,245,245 250,250,250 255,255,255 255,255,255 254,254,254 238,255,244 241,255,248 245,255,250 245,255,246 248,255,245 253,255,245 255,255,243 255,255,240 255,255,236 255,254,239 255,253,244 255,250,250 255,245,255 253,240,255 254,238,255 252,236,255 255,245,249 255,250,254 255,252,255 255,248,255 255,248,254 255,253,255 255,255,254 255,255,249 255,255,246 254,255,243
255,255,245 255,255,246 255,255,248 255,255,251 255,255,252 255,255,255 255,253,255 255,252,254 254,251,253 251,249,249 255,255,254 243,245,239 254,255,247 249,254,239 255,255,244 237,243,224 254,244,255 255,249,255 246,236,253 251,240,255 255,245,255 253,246,255 255,254,255 246,249,240 248,255,237 251,255,240 247,255,236 239,251,233 250,255,251 242,248,255 229,230,250 248,247,255 255,255,255 251,251,251 248,248,248 252,252,252 255,255,255 255,255,255 251,251,251 245,245,245 252,252,252 251,251,251 252,252,252 254,254,254 254,254,254 252,252,252 251,251,251 253,253,253 248,248,248 250,250,250 240,240,240 225,225,225 229,229,229 248,248,248 255,255,255 249,249,249 252,252,252 254,254,254 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 253,253,253 245,245,251 251,255,254 198,208,196 39,51,33 2,12,0 25,30,28 165,160,169 255,250,255 255,246,254 255,246,239 255,255,242 255,255,245 228,237,240 222,233,255 210,219,255 189,198,255 224,218,255 233,226,255 244,234,255 206,195,235 127,117,153 47,40,73 0,0,31 0,0,36 0,0,39 30,45,94 106,125,176 175,194,245 212,228,255 219,230,255 222,229,255 226,232,255 206,221,255 210,225,255 214,230,255 227,246,255 216,237,245 238,255,251 239,255,241 242,255,236 232,243,223 253,255,245 255,255,251 244,242,242 252,246,251 246,238,248 240,232,243 255,247,255 249,249,249 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 254,254,254 253,253,253 252,252,252 255,255,255 253,253,253 247,247,247 251,251,251 255,255,255 255,255,255 244,244,244 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 247,247,247 254,254,254 255,255,255 252,252,252 246,246,246 248,248,248 254,254,254 255,255,255 255,250,240 255,254,245 255,251,247 255,250,248 255,254,254 255,251,251 255,250,246 255,255,248 255,255,247 255,255,245 251,255,246 247,254,251 237,242,251 223,228,249 221,224,255 226,228,255 250,250,255 243,243,255 240,238,255 245,244,255 249,250,255 248,251,255 247,254,247 248,255,242 247,255,236 249,255,234
255,255,250 255,255,250 255,254,250 255,254,250 255,253,252 253,253,253 254,254,254 254,254,254 254,254,254 251,254,252 239,243,238 253,255,249 249,255,244 243,250,237 232,242,226 251,255,244 252,244,254 247,240,247 246,239,246 255,253,255 255,255,255 247,249,243 246,252,241 249,255,241 237,247,231 240,250,238 246,255,252 242,246,255 246,247,255 224,220,255 244,238,255 228,219,255 237,237,237 255,255,255 255,255,255 254,254,254 245,245,245 249,249,249 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 255,255,255 254,254,254 247,247,247 251,251,251 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 244,244,244 254,253,255 246,250,245 250,255,244 248,255,240 116,130,112 6,12,7 3,0,11 95,80,101 255,246,255 255,248,250 251,246,237 253,255,251 223,233,250 156,169,225 119,133,229 101,112,234 96,123,243 95,119,233 101,122,227 107,125,220 113,130,217 111,130,211 91,113,195 73,102,187 38,77,169 25,70,168 14,65,169 14,67,171 24,73,175 41,88,186 70,112,208 96,135,227 122,140,233 101,122,204 102,124,189 196,222,255 227,253,255 220,247,243 226,251,231 230,252,224 250,255,238 237,246,225 242,244,232 255,255,252 255,253,255 230,220,233 232,218,236 255,247,255 252,252,252 254,254,254 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 236,236,236 240,240,240 253,253,253 255,255,255 251,251,251 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 243,243,243 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,240 255,254,246 255,252,252 255,244,253 247,228,247 251,238,255 250,244,255 229,232,253 227,241,255 221,244,255 216,243,255 204,237,255 181,217,253 161,197,245 154,188,247 156,191,255 170,190,245 205,226,255 223,242,255 217,233,255 212,231,255 230,249,255 236,255,255 231,251,239 239,255,236 240,255,229
