50 170
253,254,245 254,252,251 255,251,255 254,250,255 253,250,255 253,250,255 251,252,255 250,255,255 247,255,244 244,255,234 243,255,230 244,255,231 246,255,238 247,255,245 250,255,255 250,255,255 255,246,252 255,251,255 255,250,255 255,247,255 255,245,255 255,245,255 255,247,255 254,244,255 249,244,253 252,249,251 254,255,246 254,255,239 254,255,232 254,255,225 251,255,218 248,255,212 246,255,251 242,254,242 242,253,233 252,255,235 255,255,233 251,255,227 250,255,233 253,255,248 243,251,250 244,253,255 241,250,255 237,245,255 246,254,255 250,255,255 250,255,246 255,255,243 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 255,255,255 249,249,249 255,255,255 254,254,254 254,254,254 251,251,251 250,250,250 255,255,255 255,248,255 255,249,255 255,250,251 255,250,248 255,251,245 252,255,246 232,255,249 221,255,250 234,255,252 255,253,255 255,244,249 246,246,246 230,255,252 218,254,238 239,242,226 255,253,238 255,249,255 255,247,255 241,247,255 227,248,255 225,248,255 239,247,255 255,249,255 255,251,255 255,248,242 255,255,239 254,255,240 240,255,243 235,255,250 239,253,255 247,245,255 253,238,255 253,255,244 255,255,245 255,253,250 255,253,255 255,253,255 241,253,255 234,248,254 241,246,249 255,252,254 255,252,250 253,253,247 233,255,243 222,255,245 232,255,250 254,254,254 255,251,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,230 188,191,165 113,113,97 35,30,27 5,0,4 4,0,6 10,3,10 77,75,74 163,167,155 246,255,233 135,150,119 0,15,0 55,75,46 240,255,237 238,255,241 243,255,249 253,255,242 251,255,243 251,255,247 253,255,255 252,253,255 250,249,251 251,252,250 255,255,249 255,255,242 255,255,239
255,255,247 255,254,250 255,253,255 254,250,255 253,248,255 251,248,255 248,250,255 247,252,251 249,255,247 247,255,241 246,255,237 247,255,239 248,255,244 248,255,248 249,253,254 251,254,255 255,251,252 255,254,255 255,254,255 255,250,255 252,248,254 255,250,255 255,251,255 255,251,255 255,254,255 255,255,255 255,255,251 255,255,245 254,255,241 255,255,236 253,255,231 252,255,228 247,251,255 245,249,254 250,252,252 255,255,249 255,255,243 249,248,234 247,248,238 252,255,253 245,249,254 246,252,255 238,245,255 233,241,254 244,252,255 250,255,254 249,255,244 252,255,242 255,255,255 255,255,255 249,249,249 242,242,242 243,243,243 251,251,251 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,248,255 255,250,255 255,251,252 255,253,250 255,252,246 252,253,244 228,253,243 216,251,241 235,252,249 255,251,255 255,245,254 252,249,251 230,255,254 218,253,239 238,240,228 255,248,239 255,247,250 255,249,253 248,251,255 235,251,255 232,249,255 239,246,255 255,246,255 255,249,254 255,251,249 255,255,242 248,255,239 235,254,237 230,251,242 235,247,247 247,243,254 254,240,255 245,255,240 254,253,243 255,250,246 255,248,250 252,248,254 239,251,255 240,254,255 250,255,255 255,253,255 255,254,252 255,255,251 238,255,250 226,255,249 233,255,251 253,253,253 255,251,255 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 247,247,247 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 250,250,250 244,244,244 243,243,243 249,249,249 255,255,255 255,255,255 255,255,255 240,240,240 253,253,253 254,254,254 249,249,249 255,255,255 253,253,253 181,181,181 96,96,96 21,30,0 14,22,0 2,6,0 30,31,22 85,82,84 184,180,186 248,244,250 251,248,250 242,243,239 208,212,201 34,41,26 14,23,10 208,217,207 245,252,249 242,249,252 245,251,255 253,255,247 252,255,248 249,252,250 252,253,255 255,252,255 253,250,255 254,253,255 255,255,254 255,255,248 255,255,244
255,255,249 255,255,251 254,255,253 253,252,255 252,249,255 248,247,255 246,245,254 243,246,250 250,255,254 251,255,252 251,255,251 251,255,251 250,255,253 251,253,254 250,250,255 249,248,255 250,255,251 251,255,252 251,255,252 245,251,246 243,249,244 246,252,247 252,255,251 252,255,251 255,255,252 255,255,254 255,254,253 255,252,253 255,251,252 255,251,252 255,250,253 255,250,253 240,233,255 244,236,255 255,246,255 255,249,255 255,249,255 248,241,246 249,243,248 254,251,255 248,248,255 247,250,255 235,240,255 229,235,246 242,249,252 250,255,251 249,255,243 252,255,241 255,255,255 253,253,253 244,244,244 235,235,235 236,236,236 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 250,250,250 251,251,251 252,252,252 245,245,245 255,253,255 254,253,255 252,252,252 255,252,249 255,253,249 255,253,248 234,255,246 226,254,248 243,251,251 255,250,255 255,246,255 255,249,255 232,255,255 217,251,245 235,239,234 255,241,240 255,249,244 255,252,250 255,255,255 246,255,255 243,253,255 249,250,255 255,249,255 255,249,255 255,251,253 255,254,249 249,255,247 242,255,246 242,255,248 249,255,251 255,255,254 255,253,255 243,255,247 255,255,249 255,254,252 255,250,254 253,249,254 240,251,255 241,255,255 250,255,255 255,249,250 255,251,249 255,255,250 240,255,250 227,255,249 233,255,250 249,251,251 255,249,253 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 240,240,240 248,248,248 255,255,255 255,255,255 255,255,255 248,248,248 248,248,248 253,253,253 249,249,249 253,253,253 255,255,255 254,254,254 249,249,249 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 229,229,229 164,164,164 73,73,73 5,5,5 0,0,0 10,10,10 0,7,0 96,105,92 185,192,185 244,246,246 239,239,245 252,249,255 255,251,255 250,247,255 255,254,255 75,73,73 2,0,0 159,159,159 252,251,253 236,234,240 255,251,255 243,239,251 253,255,252 252,254,254 248,249,253 252,248,255 252,247,255 249,244,255 249,245,255 254,249,255 255,254,255 255,255,252
255,255,249 255,255,249 255,255,251 254,255,253 252,252,252 250,249,251 247,248,252 246,246,252 250,249,255 253,252,255 253,252,255 255,252,255 254,251,255 255,252,255 254,252,255 250,248,254 240,255,249 243,255,250 240,255,245 233,250,237 233,249,232 240,254,236 246,255,240 248,255,242 248,255,242 249,251,245 252,250,250 255,250,255 255,248,255 255,243,255 255,242,255 255,243,255 239,222,255 243,225,255 250,233,255 255,241,255 255,243,255 255,241,255 254,243,255 255,250,255 253,247,255 250,249,255 237,238,252 231,233,243 243,248,249 251,255,252 250,255,244 253,255,243 252,252,252 254,254,254 251,251,251 245,245,245 243,243,243 244,244,244 244,244,244 240,240,240 255,255,255 255,255,255 246,246,246 251,251,251 249,249,249 255,255,255 252,252,252 255,255,255 253,255,255 248,253,254 242,249,246 249,246,242 255,248,244 255,254,249 243,255,252 237,255,254 254,253,255 255,247,255 255,242,255 255,246,255 227,255,255 216,254,255 232,244,250 255,239,248 255,255,245 255,255,245 252,252,246 249,250,248 253,251,251 255,253,255 255,252,255 255,250,255 255,248,255 250,251,255 250,255,255 246,255,252 248,255,249 251,255,248 255,255,245 255,255,243 234,255,249 248,255,252 255,254,255 255,252,255 255,253,255 246,255,255 240,255,255 243,251,251 254,248,249 255,250,250 255,254,250 240,255,249 227,255,247 232,254,249 251,253,253 255,252,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 240,240,240 243,243,243 250,250,250 254,254,254 255,255,255 255,255,255 251,251,251 233,233,233 222,222,222 233,233,233 255,255,255 255,255,255 247,247,247 226,226,226 150,150,150 70,70,70 7,7,7 0,0,0 10,10,10 32,32,32 101,101,101 180,180,180 246,252,255 244,250,255 244,247,255 233,236,250 250,251,255 251,251,255 229,228,238 255,252,255 142,138,144 4,0,3 88,83,85 252,245,248 255,254,255 247,239,240 239,231,232 255,254,255 249,251,251 250,249,251 252,251,255 252,249,255 246,242,254 239,233,250 241,232,252 246,238,255 255,249,255 255,250,255
252,255,250 255,255,249 255,255,249 255,255,248 254,255,248 253,254,250 252,251,253 251,248,255 249,244,255 255,247,255 255,247,255 253,244,255 253,246,255 255,251,255 255,253,255 253,250,252 234,252,251 236,255,252 234,255,247 230,250,237 230,250,231 236,255,233 244,255,236 247,255,237 243,252,232 244,248,236 249,248,244 255,251,255 255,248,255 255,239,255 255,233,255 255,232,255 251,233,255 249,229,255 250,231,255 255,238,255 255,246,255 255,248,255 255,249,255 255,250,255 255,249,255 255,252,255 242,242,248 237,238,242 246,251,250 253,255,252 251,255,249 253,255,249 250,250,250 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 240,240,240 233,233,233 244,244,244 255,255,255 243,243,243 255,255,255 255,255,255 255,255,255 225,225,225 255,255,255 247,255,254 238,251,249 235,246,243 246,245,241 255,247,245 255,253,250 247,255,253 241,255,253 255,253,255 255,243,255 255,238,255 253,243,255 217,251,255 209,255,255 227,253,255 245,242,255 239,255,251 242,255,249 245,250,241 247,244,236 255,246,242 255,253,251 255,254,255 250,249,253 248,251,255 243,248,255 243,249,255 249,254,255 248,255,250 242,252,239 240,252,232 242,255,232 217,254,250 234,252,251 253,248,250 255,244,251 255,249,255 248,255,255 241,255,255 241,252,250 255,254,255 255,254,254 255,255,254 240,254,250 227,250,245 231,251,246 250,252,252 255,253,255 245,245,245 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 245,245,245 250,250,250 253,253,253 252,252,252 249,249,249 250,250,250 255,255,255 251,251,251 255,255,255 255,255,255 248,248,248 209,209,209 137,137,137 52,52,52 0,0,0 0,0,0 14,14,14 54,54,54 122,122,122 199,199,199 250,250,250 255,255,255 251,251,251 240,244,255 235,241,255 242,249,255 226,233,242 245,252,255 228,233,234 251,255,255 229,231,232 25,21,26 19,12,19 216,208,215 255,247,253 255,253,255 255,252,252 255,246,242 248,236,230 238,239,235 245,246,242 254,255,253 255,255,255 245,244,248 235,232,241 239,232,247 247,238,255 254,244,255 255,244,255
251,255,250 251,255,249 252,255,247 255,255,245 255,255,245 255,255,248 255,255,251 255,252,255 253,243,255 255,244,255 255,241,255 248,235,255 249,239,255 255,250,255 255,255,254 255,254,246 232,248,255 236,252,255 238,254,253 237,253,246 237,254,241 243,255,241 250,255,240 250,255,239 246,255,233 247,250,234 252,251,241 255,254,255 255,250,255 251,237,255 245,229,253 246,228,255 255,253,253 255,248,248 255,244,244 255,248,248 255,254,254 255,254,254 255,255,254 255,250,249 253,249,248 255,255,252 251,249,248 244,245,243 252,252,252 253,255,255 251,253,254 251,255,255 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 249,249,249 243,243,243 245,245,245 253,253,253 249,249,249 255,255,255 253,253,253 213,213,213 117,117,117 191,191,191 243,255,253 238,255,251 239,254,250 254,255,253 255,254,254 255,254,254 246,252,251 236,246,246 255,251,255 255,239,255 255,237,255 240,239,255 189,237,255 177,244,255 196,246,255 212,234,255 202,255,255 221,255,255 240,255,254 254,250,245 255,249,242 255,255,248 255,255,249 250,252,252 248,254,255 241,247,255 241,244,255 247,249,255 246,253,255 237,255,248 231,255,246 227,255,242 211,255,255 230,255,255 254,252,255 255,243,250 255,245,251 251,255,255 243,255,255 242,253,251 255,255,254 255,254,254 255,254,253 237,248,245 220,242,237 223,240,236 241,244,242 255,248,248 235,235,235 239,239,239 246,246,246 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 252,252,252 238,238,238 187,187,187 105,105,105 27,27,27 0,0,0 0,0,0 40,40,40 77,77,77 147,147,147 209,209,209 255,255,255 255,255,255 244,244,244 247,247,247 253,253,253 250,250,250 234,245,249 242,254,254 237,250,242 246,255,245 248,255,241 244,255,234 251,255,241 69,76,63 2,3,1 130,126,132 255,250,255 255,245,255 247,233,245 255,252,255 255,253,254 231,218,216 233,237,225 243,247,235 255,255,245 255,255,245 249,253,241 241,243,237 247,244,246 255,250,255 253,243,255 255,241,255
248,253,252 249,255,250 252,255,247 252,255,243 254,255,241 255,255,243 255,255,247 255,251,253 255,245,255 255,245,255 254,239,255 243,230,252 241,232,245 252,247,248 255,255,245 254,255,237 232,239,254 238,246,255 244,252,255 245,253,253 247,254,249 251,255,248 253,255,245 254,255,241 255,255,240 252,254,235 253,253,239 255,255,248 255,255,251 247,242,243 242,236,241 245,238,245 255,255,226 255,255,227 255,255,230 255,255,235 255,255,242 255,255,244 255,255,242 251,252,236 247,247,231 255,255,243 255,255,243 253,251,243 255,254,253 254,253,255 248,249,255 251,251,255 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 168,168,168 14,14,14 127,127,127 244,255,252 238,255,249 237,252,248 251,252,250 255,253,255 255,254,255 249,254,253 239,249,249 255,244,252 255,238,254 255,243,255 221,233,255 143,210,235 115,209,238 133,214,252 145,201,248 132,219,239 172,241,255 220,255,255 250,255,255 255,251,243 255,255,242 255,255,245 254,255,248 248,255,255 244,248,255 245,245,255 247,248,255 236,249,255 212,244,249 193,249,244 186,255,246 186,249,255 220,255,255 250,252,255 255,249,255 255,246,250 251,253,253 242,255,253 239,253,249 251,254,252 255,253,254 255,252,253 241,247,246 223,240,237 223,237,235 237,242,240 254,246,246 241,241,241 244,244,244 248,248,248 252,252,252 254,254,254 254,254,254 253,253,253 252,252,252 246,246,246 248,248,248 249,249,249 252,252,252 252,252,252 224,224,224 153,153,153 86,86,86 8,8,8 0,0,0 0,0,0 33,33,33 99,99,99 170,170,170 222,222,222 247,247,247 255,255,255 252,252,252 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 248,254,253 250,255,251 241,253,235 250,255,237 250,255,231 233,252,213 146,162,128 0,9,0 72,78,67 255,255,255 249,244,253 244,236,246 252,245,250 255,254,254 233,228,219 255,254,241 241,248,233 244,253,233 252,255,235 255,255,235 252,255,232 247,255,230 250,255,240 255,255,255 254,247,255 254,243,255
248,251,255 249,253,254 249,255,249 251,255,243 253,255,240 254,255,239 255,255,243 255,250,249 255,250,255 255,248,255 252,240,255 238,228,241 236,231,233 248,247,237 252,255,235 250,255,228 236,235,245 243,242,252 251,248,255 254,250,255 255,252,254 255,255,254 255,255,250 255,253,245 255,255,248 253,251,240 253,253,239 255,255,245 255,255,245 245,250,235 243,248,233 249,253,241 251,255,205 255,255,214 255,255,224 255,255,234 252,255,240 251,255,242 247,255,238 248,252,233 242,245,223 255,255,235 255,255,240 255,255,241 255,255,251 253,250,255 246,244,255 250,247,255 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 250,250,250 255,255,255 255,255,255 252,252,252 168,168,168 0,0,0 137,137,137 248,255,251 233,249,242 224,238,234 233,233,233 252,238,242 255,247,250 248,253,254 244,254,254 248,242,247 255,241,255 255,247,255 199,230,255 96,188,217 50,176,211 63,179,226 73,168,224 48,171,215 110,209,247 182,243,255 227,249,255 244,243,239 253,244,230 255,252,233 253,254,238 253,255,251 249,249,255 246,244,255 242,243,255 211,232,255 159,212,233 114,199,214 94,199,208 127,206,219 181,230,244 242,249,255 255,250,255 255,249,253 255,255,251 243,255,251 241,255,250 247,252,250 255,254,255 255,253,255 249,252,255 236,248,248 235,248,246 247,252,250 255,255,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 248,248,248 252,252,252 251,251,251 207,207,207 119,119,119 40,40,40 7,7,7 1,1,1 0,0,0 39,39,39 107,107,107 194,194,194 247,247,247 255,255,255 249,249,249 250,250,250 255,255,255 251,251,251 253,253,253 255,255,255 253,253,253 247,247,247 244,244,244 248,248,248 254,254,254 255,241,255 251,242,255 255,252,255 252,254,248 253,255,242 212,223,197 6,19,0 15,27,7 206,216,203 243,251,244 251,255,252 251,255,249 247,255,236 243,255,225 255,255,228 246,255,215 253,255,251 250,255,245 248,255,236 249,255,231 249,255,227 249,255,225 249,255,229 252,255,241 253,254,252 255,248,255
249,252,255 248,251,255 245,250,248 247,253,242 255,255,244 255,255,242 250,250,236 234,231,223 239,234,233 250,243,248 255,252,255 245,240,242 247,247,241 240,243,227 222,231,204 242,253,220 233,225,225 255,249,249 255,253,253 255,248,250 255,248,251 252,238,242 255,247,251 255,253,255 255,246,248 255,254,254 255,255,251 255,255,248 252,255,242 249,255,242 250,255,241 250,255,241 255,255,234 255,255,238 246,253,238 244,254,248 228,240,242 244,255,255 240,250,250 236,243,236 255,255,243 255,255,238 255,255,237 255,255,240 255,255,248 255,253,255 247,245,255 236,234,255 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 152,152,152 15,15,15 127,127,127 249,254,245 241,252,244 239,248,245 244,242,242 255,252,255 244,234,240 248,255,255 239,253,252 247,248,252 255,248,255 247,243,255 196,246,255 57,174,205 26,180,221 23,172,228 35,166,233 17,170,239 39,166,227 122,207,255 203,248,255 227,243,250 234,238,227 246,248,226 242,245,220 255,255,241 255,253,252 252,247,255 233,239,255 205,239,255 90,163,201 65,179,216 41,179,215 84,178,197 177,236,255 228,242,255 255,240,253 255,251,255 255,255,250 239,255,244 237,255,247 246,255,252 252,247,249 253,243,249 250,248,254 248,255,255 246,255,255 247,253,248 245,245,239 251,251,251 255,255,255 254,254,254 244,244,244 255,255,255 255,255,255 229,229,229 178,178,178 91,91,91 38,38,38 0,0,0 0,0,0 18,18,18 67,67,67 146,146,146 219,219,219 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 253,253,253 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 255,231,255 255,239,255 239,218,250 255,247,255 236,232,238 53,53,53 0,1,0 149,158,155 233,244,242 240,250,250 242,255,252 226,242,231 244,255,242 238,255,226 240,255,220 245,255,220 250,248,255 239,240,250 246,251,250 251,255,245 243,255,229 248,255,228 251,255,231 238,250,222 254,255,243 254,255,251
245,247,255 247,251,255 248,253,252 249,253,247 255,255,246 255,255,244 249,248,234 237,236,222 239,237,227 247,244,236 249,247,239 243,244,234 246,250,238 244,252,235 240,253,229 251,255,238 253,246,231 255,255,242 255,254,245 255,254,250 255,253,255 255,251,255 255,248,255 255,241,254 255,243,255 255,250,255 255,252,255 253,252,254 247,253,248 247,255,246 243,255,245 241,255,242 225,222,244 228,226,255 225,225,255 228,232,255 212,218,255 216,223,255 203,210,249 227,232,253 227,229,230 240,239,225 252,247,226 255,251,230 255,253,242 255,253,255 250,250,255 243,244,255 251,251,251 253,253,253 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 253,253,253 248,248,248 249,249,249 255,255,255 180,180,180 5,5,5 109,109,109 255,255,248 247,254,247 251,255,254 251,246,248 255,252,255 252,245,250 246,255,255 232,250,249 245,250,251 255,251,255 238,245,255 183,247,255 39,176,208 4,183,228 0,174,237 9,168,242 0,164,255 14,160,242 66,176,240 147,219,255 208,250,255 227,250,246 236,248,230 255,255,236 255,255,237 255,255,246 254,249,255 229,240,255 194,239,255 69,161,214 39,175,234 13,174,236 64,174,200 171,242,255 230,248,255 252,233,248 255,244,248 255,252,245 241,255,245 227,251,239 241,253,247 255,253,255 255,251,255 255,247,255 238,242,247 235,243,242 244,251,246 255,255,251 252,252,252 250,250,250 247,247,247 217,217,217 137,137,137 44,44,44 0,0,0 0,0,0 0,0,0 34,34,34 107,107,107 185,185,185 237,237,237 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 243,243,243 231,231,231 233,233,233 245,245,245 254,254,254 247,225,237 255,246,255 254,237,246 255,250,255 149,142,149 0,0,7 72,72,88 246,248,255 243,247,255 230,234,255 233,239,255 230,236,255 232,240,255 195,204,231 208,219,239 239,251,255 234,223,255 250,241,255 240,235,255 243,244,255 250,255,255 243,254,238 228,241,217 251,255,238 246,255,233 244,253,232
