50 170
253,253,253 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 251,251,251 255,255,255 251,251,251 252,252,252 252,252,252 251,251,251 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 248,248,248 246,246,246 250,250,250 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 247,247,247 255,255,255 252,252,252 242,242,242 254,254,254 248,248,248 255,255,255 254,246,255 255,250,255 255,253,255 253,254,250 251,255,246 253,255,244 251,255,242 245,255,239 250,255,245 246,255,245 248,255,249 247,254,249 243,250,245 249,255,250 250,255,249 241,251,239 244,251,255 242,248,255 244,250,255 251,255,255 255,255,251 255,255,244 255,255,237 255,255,234 255,255,235 255,255,237 254,255,239 252,255,246 248,255,251 242,254,254 237,252,255 234,248,254 250,244,255 251,245,255 253,249,255 253,250,255 253,252,254 253,254,250 251,254,245 250,254,243 254,255,246 255,255,247 255,255,248 255,255,250 255,254,253 255,253,255 255,252,255 255,252,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,250,255 255,248,255 253,251,251 255,255,251 255,255,247 253,255,243 249,255,241 251,255,246 251,255,250 252,254,254 253,253,255 253,252,255 254,251,255 254,252,255 255,254,255 255,254,255 255,254,250 255,255,251 255,255,252 255,255,252 255,255,252 255,255,251 255,254,250 254,253,249 254,253,249 255,254,250 255,255,252 255,255,252 255,255,252 255,255,252 255,255,251 255,254,250 251,253,254 250,254,255 251,255,255 250,255,253 249,255,249 247,255,245 247,255,244 248,255,244 251,255,243 251,255,243
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 251,251,251 231,231,231 248,248,248 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 247,247,247 246,246,246 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 254,254,254 248,248,248 243,243,243 243,243,243 248,248,248 252,252,252 253,253,253 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 247,247,247 239,239,239 252,252,252 248,248,248 252,252,252 255,255,255 247,247,247 250,250,250 251,244,255 255,249,255 255,252,255 251,252,248 250,254,243 249,255,241 242,252,235 234,244,228 248,255,245 245,253,246 250,255,254 250,255,255 246,251,250 250,255,253 251,255,252 243,250,243 240,246,255 239,243,254 242,245,253 251,253,254 255,255,251 255,255,246 255,255,241 255,255,239 255,255,237 255,255,238 252,255,240 249,255,244 247,254,249 244,254,254 242,253,255 240,252,255 251,247,255 252,248,255 253,250,255 254,253,255 254,254,254 253,254,250 252,255,246 253,254,244 255,255,247 255,255,247 255,255,248 255,255,251 255,254,253 255,253,255 255,252,255 255,252,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,248,255 255,250,255 255,255,255 255,255,251 250,254,243 244,249,234 246,250,238 252,255,247 252,255,251 253,255,255 253,254,255 254,252,255 252,250,255 251,250,254 251,250,252 252,252,252 255,252,254 254,251,253 254,251,253 254,251,253 254,251,253 255,252,254 255,254,255 255,254,255 255,254,255 255,254,255 255,253,255 255,253,255 255,252,254 255,252,254 255,252,254 254,251,253 253,255,255 252,254,255 251,253,253 249,252,250 246,252,247 246,253,246 248,255,246 251,255,247 252,255,247 252,255,247
255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 234,234,234 202,202,202 219,219,219 255,255,255 248,248,248 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 241,241,241 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 242,242,242 243,243,243 255,255,255 254,254,254 250,250,250 246,246,246 246,246,246 250,250,250 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 245,245,245 245,245,245 245,245,245 251,251,251 249,249,249 255,255,255 255,255,255 246,246,246 253,253,253 255,250,255 255,253,255 255,255,255 254,255,251 254,255,248 250,255,245 242,248,237 231,239,229 241,247,242 244,249,248 251,254,255 251,254,255 245,248,253 250,251,255 253,255,255 248,250,250 238,241,249 237,239,247 241,242,246 250,250,250 255,255,252 255,255,248 255,255,247 255,255,247 255,255,247 255,255,246 254,255,246 251,253,247 247,252,250 247,252,253 247,254,255 248,255,255 254,250,255 255,251,255 255,252,254 255,254,254 255,254,253 255,254,250 255,255,249 254,255,246 255,255,248 255,255,248 255,255,250 255,255,251 255,254,253 255,254,254 255,253,255 255,252,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 249,249,249 247,247,247 246,246,246 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,248,255 255,253,255 255,255,255 255,255,252 244,247,238 235,239,228 242,246,235 255,255,249 255,255,252 254,254,254 254,253,255 254,253,255 255,253,253 255,253,252 254,253,249 254,254,248 253,254,255 253,254,255 251,252,255 249,250,254 249,250,254 251,252,255 253,254,255 253,254,255 253,254,255 253,254,255 251,252,255 250,251,255 250,251,255 251,252,255 253,254,255 253,254,255 255,255,255 255,255,255 255,255,255 253,253,253 251,253,253 252,255,253 253,255,254 253,255,254 254,255,253 254,255,253
252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 198,198,198 130,130,130 143,143,143 214,214,214 252,252,252 248,248,248 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 252,252,252 246,246,246 255,255,255 246,246,246 247,247,247 255,255,255 250,250,250 233,233,233 232,232,232 246,246,246 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 251,251,251 248,248,248 248,248,248 249,249,249 250,250,250 249,249,249 248,248,248 248,248,248 255,255,255 255,255,255 253,253,253 255,255,255 250,250,250 244,244,244 255,255,255 255,255,255 255,255,255 254,255,253 255,255,252 255,255,251 255,255,251 248,252,247 241,243,243 240,241,245 244,243,252 253,252,255 254,250,255 244,240,251 248,244,255 255,252,255 254,252,255 242,241,243 240,240,240 245,243,243 252,250,250 255,255,254 255,254,253 255,254,253 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 254,254,254 253,253,253 252,254,254 252,254,254 255,254,250 255,254,250 255,254,250 255,255,250 255,255,250 255,255,249 255,255,249 255,255,249 255,255,250 255,255,251 255,255,251 255,254,253 255,254,253 255,254,254 255,254,254 255,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 248,248,248 247,247,247 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,250,255 255,253,255 255,255,255 255,255,254 245,244,240 236,238,232 244,246,240 255,255,252 255,255,251 255,254,253 255,253,252 255,255,251 255,255,251 255,255,249 255,255,248 255,255,246 251,255,252 251,255,252 251,255,252 251,255,252 250,255,251 249,255,250 249,255,250 250,255,251 247,253,248 248,254,249 248,254,249 249,255,250 250,255,251 251,255,252 251,255,252 251,255,252 255,255,254 255,255,254 255,253,253 255,252,254 255,253,255 255,253,255 255,254,255 254,252,255 255,253,255 255,253,255
255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 198,198,198 127,127,127 120,120,120 167,167,167 255,255,255 253,253,253 252,252,252 247,247,247 252,252,252 248,248,248 246,246,246 248,248,248 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 241,241,241 236,236,236 246,246,246 247,247,247 235,235,235 234,234,234 245,245,245 255,255,255 255,255,255 253,253,253 248,248,248 249,249,249 255,255,255 255,255,255 255,255,255 242,242,242 239,239,239 236,236,236 236,236,236 240,240,240 247,247,247 253,253,253 255,255,255 251,251,251 254,254,254 251,251,251 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 252,255,250 251,253,247 250,252,246 252,253,249 255,255,254 255,255,255 254,253,255 252,250,255 244,241,250 248,242,253 255,248,255 250,243,255 239,232,245 245,238,251 255,251,255 255,251,255 252,249,241 249,245,240 250,247,243 255,252,251 255,255,255 255,253,255 255,252,254 254,253,255 246,245,249 251,250,254 255,254,255 255,254,255 255,254,255 255,254,253 255,253,250 255,254,251 255,255,243 255,255,245 255,255,245 255,255,246 255,255,247 255,254,249 255,254,250 255,254,250 255,254,253 255,254,253 255,254,254 255,254,253 254,255,253 254,255,253 254,255,253 254,255,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 255,254,255 254,253,255 253,252,254 255,253,253 251,249,249 247,245,244 251,249,248 255,255,254 255,255,254 255,254,250 255,252,247 255,253,245 255,255,245 255,255,243 255,255,240 253,255,236 246,255,242 248,255,244 250,255,246 251,255,247 251,255,247 251,255,247 249,255,245 247,255,243 243,252,239 245,254,241 248,255,244 250,255,246 249,255,245 247,255,243 244,253,240 242,251,238 254,251,246 253,250,246 252,248,247 254,249,250 255,250,255 255,249,255 254,246,255 251,242,255 255,250,255 255,250,255
255,255,255 254,254,254 254,254,254 255,255,255 252,252,252 243,243,243 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,239,239 178,178,178 137,137,137 138,138,138 231,231,231 248,248,248 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 240,240,240 234,234,234 244,244,244 251,251,251 247,247,247 246,246,246 252,252,252 255,255,255 255,255,255 245,245,245 233,233,233 233,233,233 246,246,246 255,255,255 255,255,255 246,246,246 243,243,243 238,238,238 233,233,233 231,231,231 236,236,236 245,245,245 252,252,252 255,255,255 248,248,248 246,246,246 255,255,255 253,253,253 246,246,246 255,255,255 254,254,254 253,255,248 250,255,246 250,254,248 254,255,253 254,253,255 253,252,255 255,252,255 255,251,255 253,245,255 252,244,255 255,248,255 250,242,253 238,230,241 245,237,247 255,250,255 255,251,255 255,255,240 255,251,238 255,251,242 255,255,250 255,255,254 253,252,254 249,249,255 250,249,255 232,231,241 241,238,247 252,248,254 255,254,255 255,255,254 255,254,249 255,255,248 255,255,248 255,255,239 255,255,239 255,255,241 255,255,243 255,253,245 255,253,248 255,252,251 255,253,253 255,253,255 255,253,255 255,253,255 254,254,254 254,255,253 254,255,253 254,255,251 254,255,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 252,251,253 250,249,251 253,252,254 255,252,255 254,251,253 255,252,254 255,254,255 255,255,254 255,254,249 253,251,243 252,252,240 253,254,238 252,254,235 248,250,230 244,246,226 238,242,236 241,245,239 246,250,244 251,255,249 253,255,251 253,255,251 251,255,249 250,254,248 246,250,244 248,252,246 250,254,248 251,255,249 249,253,247 243,247,241 238,242,236 234,238,232 255,255,246 255,252,244 254,249,246 255,250,251 255,252,255 255,251,255 255,248,255 255,244,255 255,248,255 255,248,255
255,255,255 251,251,251 252,252,252 254,254,254 248,248,248 237,237,237 237,237,237 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 193,193,193 126,126,126 121,121,121 143,143,143 179,179,179 218,218,218 251,251,251 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 253,253,253 247,247,247 245,245,245 250,250,250 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 255,255,255 247,247,247 234,234,234 233,233,233 246,246,246 255,255,255 254,254,254 255,255,255 255,255,255 250,250,250 241,241,241 233,233,233 234,234,234 242,242,242 250,250,250 255,255,255 250,250,250 251,251,251 251,251,251 205,205,205 196,196,196 247,247,247 255,255,255 251,255,248 251,255,249 253,255,252 253,255,255 253,251,255 249,244,253 253,245,255 255,251,255 255,249,255 255,248,255 255,252,255 253,246,249 241,236,238 246,241,243 255,252,254 254,249,251 255,255,238 255,253,236 255,252,239 255,255,247 255,255,252 252,251,253 248,248,254 247,248,255 232,233,243 241,240,249 250,248,254 255,252,254 255,252,249 255,252,245 255,255,245 255,255,245 255,255,238 255,255,238 254,255,239 253,253,241 253,250,245 252,250,249 253,250,252 254,250,255 255,252,255 255,252,255 254,253,255 254,253,255 254,255,253 254,255,251 254,255,250 254,255,250 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 253,255,254 252,252,252 251,250,252 254,253,255 255,253,255 255,250,255 255,250,255 255,252,255 255,255,254 255,253,245 252,250,239 251,251,237 254,255,239 255,255,238 251,253,234 245,249,230 244,240,251 246,242,253 249,245,255 252,248,255 254,250,255 254,250,255 254,250,255 253,249,255 250,246,255 252,248,255 253,249,255 253,249,255 252,248,255 248,244,255 244,240,251 241,237,248 255,255,245 255,255,245 253,250,242 253,248,245 255,250,253 255,251,255 255,250,255 255,248,255 255,248,255 255,248,255
255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 242,242,242 244,244,244 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,238,238 169,169,169 139,139,139 190,190,190 137,137,137 134,134,134 145,145,145 187,187,187 245,245,245 249,249,249 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 255,255,255 255,255,255 247,247,247 246,246,246 254,254,254 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 250,250,250 243,243,243 244,244,244 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 233,233,233 142,142,142 127,127,127 218,218,218 252,252,252 248,255,245 249,255,249 251,255,254 253,254,255 247,243,254 238,231,244 240,231,244 249,240,250 255,253,255 255,254,253 255,255,251 255,253,245 245,243,235 249,246,241 254,254,248 249,248,244 255,255,237 255,253,234 255,253,238 255,255,246 255,255,251 250,252,252 246,249,253 245,248,255 242,244,252 249,249,255 255,254,255 255,254,255 255,252,247 255,251,242 255,254,244 255,255,245 253,255,241 252,255,240 251,252,242 250,250,244 250,248,247 251,248,250 250,248,254 251,248,255 254,251,255 254,251,255 254,252,255 254,253,255 254,254,254 254,255,251 254,255,250 254,255,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 252,255,251 250,253,251 253,252,254 255,253,255 255,251,255 255,247,255 255,246,255 255,251,254 255,251,248 253,250,242 251,249,238 253,253,239 255,255,245 255,255,247 255,255,248 253,255,247 255,250,255 255,250,255 255,250,255 255,250,255 255,249,255 255,249,255 255,248,255 255,248,255 254,247,255 255,248,255 255,249,255 255,250,255 255,250,255 255,250,255 255,250,255 255,249,255 255,255,244 252,251,237 244,242,232 242,238,233 249,241,241 255,245,251 255,247,255 255,247,255 255,248,255 255,248,255
253,253,253 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 236,236,236 251,251,251 255,255,255 255,255,255 254,254,254 243,243,243 255,255,255 181,181,181 113,113,113 185,185,185 244,244,244 250,250,250 193,193,193 140,140,140 117,117,117 131,131,131 163,163,163 246,246,246 255,255,255 255,255,255 245,245,245 255,255,255 244,244,244 249,249,249 250,250,250 255,255,255 237,237,237 255,255,255 252,252,252 242,242,242 251,251,251 237,237,237 195,195,195 176,176,176 198,198,198 217,217,217 214,214,214 220,220,220 240,240,240 255,255,255 244,244,244 251,251,251 255,255,255 240,240,240 254,254,254 255,255,255 250,250,250 255,255,255 252,252,252 246,246,246 240,240,240 205,205,205 142,142,142 150,150,150 243,243,243 237,246,236 249,255,250 251,255,255 253,252,255 246,242,254 232,222,238 231,223,234 251,244,249 252,247,246 255,255,248 248,247,233 255,255,242 255,255,243 255,255,247 234,237,228 230,232,226 252,249,234 255,255,245 244,244,232 255,255,249 248,252,246 250,255,253 218,224,223 250,255,255 250,255,255 232,236,237 251,251,251 255,255,254 245,238,235 255,245,238 255,255,248 255,249,241 253,255,254 246,248,248 251,253,254 249,250,254 237,236,245 246,245,255 253,251,255 245,243,255 250,248,255 254,250,255 251,249,255 245,244,248 246,246,246 254,255,251 255,255,251 251,254,245 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 249,249,249 253,253,253 250,250,250 254,254,254 255,255,255 240,240,240 225,225,225 237,237,237 241,245,239 253,255,254 240,239,241 255,252,255 255,250,255 255,247,255 255,251,255 243,236,239 252,247,244 252,250,240 255,255,247 255,255,245 255,255,249 249,252,250 246,249,253 241,244,249 255,253,252 255,255,254 254,250,249 251,247,246 255,255,254 255,255,254 255,252,251 255,255,254 250,246,245 253,249,248 255,251,250 254,250,249 255,253,252 255,255,254 255,255,254 255,252,251 247,250,235 255,255,245 255,255,248 248,245,240 245,240,237 255,249,250 255,253,255 255,252,255 255,251,255 255,251,255
253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 252,252,252 255,255,255 240,240,240 239,239,239 255,255,255 255,255,255 219,219,219 135,135,135 154,154,154 231,231,231 246,246,246 255,255,255 255,255,255 239,239,239 209,209,209 134,134,134 131,131,131 126,126,126 166,166,166 196,196,196 248,248,248 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 241,241,241 255,255,255 229,229,229 224,224,224 255,255,255 255,255,255 203,203,203 143,143,143 122,122,122 128,128,128 138,138,138 142,142,142 145,145,145 226,226,226 249,249,249 255,255,255 240,240,240 255,255,255 242,242,242 242,242,242 254,254,254 248,248,248 255,255,255 227,227,227 246,246,246 255,255,255 170,170,170 119,119,119 160,160,160 250,255,251 239,246,243 230,233,237 240,239,249 253,246,255 255,245,255 255,245,255 255,251,254 255,255,247 255,255,244 255,255,238 255,255,239 248,254,237 244,250,239 231,237,232 231,236,235 245,246,244 248,249,247 246,249,247 253,255,254 248,253,251 239,246,243 221,228,223 247,254,249 241,248,243 251,255,254 249,250,248 243,241,240 255,255,254 255,254,255 250,242,243 249,238,240 235,237,255 234,236,254 241,243,255 245,245,255 239,238,255 237,236,255 237,235,254 230,229,245 246,246,255 243,241,253 248,247,255 253,254,255 255,255,255 252,253,249 245,247,241 248,251,242 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 250,250,250 255,255,255 247,247,247 250,250,250 251,251,251 244,244,244 245,245,245 250,250,250 246,246,246 253,255,251 246,249,247 253,252,254 254,249,255 255,248,255 248,239,252 255,247,255 255,253,255 255,251,246 251,250,240 252,255,245 253,255,251 250,254,255 247,250,255 246,249,255 241,242,255 248,252,227 255,255,238 255,255,238 255,255,237 255,255,238 255,255,235 248,252,227 247,251,226 255,255,238 255,255,238 255,255,236 252,255,231 252,255,231 255,255,234 253,255,232 247,251,226 253,255,251 242,246,240 246,247,243 255,254,250 255,255,252 255,253,252 255,248,248 255,254,254 255,253,253 255,254,251
