50 170
254,253,255 254,253,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,254 255,255,254 250,251,247 252,253,249 255,255,251 253,255,249 250,253,244 249,252,243 251,254,245 254,255,248 255,251,255 250,246,255 247,243,255 252,248,255 255,251,255 255,251,255 253,249,255 252,248,255 249,245,255 251,247,255 253,249,255 255,251,255 255,251,255 253,249,255 251,247,255 249,245,255 255,249,248 255,251,249 255,252,252 252,255,253 245,255,255 240,255,255 238,255,255 238,254,255 242,253,255 247,252,255 250,250,255 251,249,255 251,249,255 248,248,255 247,249,255 245,249,255 255,255,249 255,248,242 255,243,240 255,254,251 255,254,251 255,249,246 255,255,248 253,255,243 244,254,238 243,255,242 245,255,247 245,253,252 244,245,255 251,239,255 255,238,255 255,240,255 247,246,255 254,252,255 255,253,255 255,250,251 255,249,246 255,254,246 255,255,247 253,255,246 239,247,236 244,252,245 247,254,251 248,249,253 253,245,255 255,245,255 255,242,255 255,238,255 236,255,228 244,255,235 248,255,237 246,255,237 244,250,245 249,245,255 250,236,255 246,229,255 245,229,255 250,241,255 252,254,254 250,255,240 245,255,228 244,255,228 245,255,237 248,255,245 253,255,247 253,255,244 249,255,236 243,255,229 246,255,232 251,255,242 251,255,252 248,248,255 247,239,255 249,234,255 249,231,255 250,232,255 255,242,255 255,253,255 255,255,244 255,255,231 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 252,252,252 247,247,247 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,234,255 254,240,255 255,250,255 255,255,251 252,255,237 248,255,228 247,255,225 249,255,230 253,255,241 255,255,248 253,251,251 251,245,250 255,247,254 255,252,255 255,249,252 255,243,245 255,253,242 255,255,241 255,255,241 255,255,240 255,255,240 255,255,242 255,255,245 255,255,249 253,255,254 253,255,255
255,254,255 255,254,255 255,254,255 254,253,255 254,254,254 254,254,254 254,255,253 253,254,252 253,254,250 254,255,251 255,255,251 255,255,251 253,255,247 253,255,247 254,255,248 255,255,249 255,254,255 254,253,255 253,252,255 255,254,255 255,254,255 251,250,254 251,250,254 254,253,255 254,253,255 254,253,255 253,252,255 253,252,255 253,252,255 253,252,255 254,253,255 254,253,255 255,251,252 255,251,252 255,254,253 253,255,255 246,255,255 240,255,255 239,254,255 241,254,255 246,255,255 251,254,255 255,253,255 255,252,255 254,250,255 251,249,255 247,247,253 244,247,252 232,246,240 248,255,252 253,255,254 251,246,245 250,238,236 255,253,247 255,255,245 255,254,236 246,238,215 252,248,223 255,255,233 255,255,241 255,255,244 253,249,244 250,243,246 251,240,248 250,252,253 254,253,255 255,252,254 255,250,251 255,253,252 255,255,252 255,255,251 249,251,245 235,242,235 241,249,242 246,253,248 249,251,251 255,250,252 255,251,255 255,249,255 255,247,255 251,252,250 251,253,247 248,250,238 240,243,228 241,239,231 249,242,245 254,244,255 255,243,255 255,245,255 255,252,249 255,255,239 255,255,231 254,255,226 253,255,231 251,254,239 253,253,247 252,250,255 253,253,253 250,255,246 248,255,239 251,255,240 251,255,245 248,255,248 241,244,249 239,236,252 247,240,255 253,244,255 255,245,255 255,249,255 255,255,252 255,255,247 255,255,242 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 253,253,253 254,254,254 252,252,252 248,248,248 249,249,249 253,253,253 248,248,248 248,248,248 248,248,248 247,247,247 248,248,248 249,249,249 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,240,255 245,245,255 247,252,253 248,255,245 246,255,236 244,255,230 244,255,230 247,255,236 255,255,251 255,252,255 254,244,255 254,238,255 255,238,255 255,241,255 255,236,255 250,228,246 254,251,246 255,253,245 255,255,245 255,255,243 255,255,244 255,255,245 255,255,247 252,255,250 253,255,255 253,254,255
255,254,255 255,254,255 254,253,255 253,253,253 252,252,252 250,250,250 249,250,248 248,249,247 255,255,252 254,255,251 253,255,249 253,255,249 255,255,251 255,255,249 254,255,248 253,255,247 255,255,248 255,255,248 255,255,249 255,255,249 253,254,245 248,249,240 250,251,242 255,255,248 255,255,247 253,254,245 250,251,242 247,248,239 247,248,239 250,251,242 253,254,245 255,255,247 255,250,254 255,252,255 255,253,254 251,255,255 245,255,254 243,255,254 242,255,253 243,254,252 250,255,254 255,254,253 255,254,253 255,252,252 255,250,250 253,248,247 249,245,244 245,243,242 211,246,249 220,251,254 226,248,253 237,249,253 251,254,255 255,254,254 253,240,232 252,236,223 254,237,216 255,247,219 255,255,225 255,255,229 255,255,230 255,255,233 254,255,237 255,255,240 253,255,251 254,255,251 254,252,251 254,249,250 255,252,255 255,253,255 255,251,255 245,244,246 233,238,237 240,247,244 245,252,247 249,253,247 253,254,245 255,255,248 255,255,248 255,251,245 255,246,255 255,247,255 253,242,250 246,238,238 249,241,234 255,249,240 255,255,245 255,255,243 255,255,241 255,255,233 255,255,228 255,255,226 255,255,231 255,254,239 255,247,247 255,241,252 250,238,255 253,244,255 253,249,255 254,255,253 255,255,249 255,255,249 245,249,243 237,238,234 234,236,230 247,248,238 255,255,243 255,255,243 255,255,242 255,255,248 255,255,252 255,253,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 246,246,246 237,237,237 240,240,240 249,249,249 249,249,249 246,246,246 242,242,242 239,239,239 239,239,239 243,243,243 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 237,249,251 239,252,250 244,255,247 244,255,242 245,255,238 245,255,236 246,255,240 248,252,247 252,249,255 255,247,255 255,243,255 255,241,255 255,241,255 255,242,255 255,237,255 248,229,244 254,249,251 255,250,251 255,252,251 255,254,250 255,255,250 254,255,250 254,255,251 252,255,253 252,254,255 250,253,255
255,254,255 255,254,255 254,253,255 253,253,253 251,251,251 250,250,250 249,250,248 248,249,247 254,255,253 251,252,248 249,250,246 250,252,246 253,255,249 255,255,251 252,254,248 250,252,246 254,255,241 253,255,240 255,255,242 255,255,243 252,255,239 247,250,234 248,251,235 254,255,241 254,255,241 252,255,239 249,252,236 246,249,233 246,249,233 249,252,236 252,255,239 254,255,241 255,246,254 255,249,254 254,250,255 249,253,254 247,255,254 245,255,253 246,255,250 249,255,249 253,254,245 255,253,246 255,254,245 255,253,245 255,252,243 255,249,240 249,247,237 246,245,235 232,252,255 224,244,255 216,236,254 222,239,255 236,252,255 236,249,255 231,240,249 248,255,255 253,255,252 255,255,249 255,255,247 255,255,245 255,255,244 251,255,241 248,255,242 246,255,242 254,255,244 255,255,248 254,254,248 252,247,248 252,245,252 255,247,255 253,246,255 247,243,254 239,239,245 244,249,248 249,255,249 247,255,243 250,255,239 253,255,237 254,255,234 252,251,230 255,245,255 255,245,255 255,246,255 255,249,254 255,253,249 255,255,247 254,255,241 251,255,235 255,255,238 255,255,235 252,255,233 253,253,237 255,252,245 255,249,255 255,242,255 254,235,255 252,234,255 255,241,255 255,247,255 255,252,255 255,255,255 255,255,254 248,247,243 238,239,230 239,244,223 247,255,221 255,255,220 255,255,219 255,255,226 255,255,243 255,252,255 255,245,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 244,244,244 234,234,234 236,236,236 243,243,243 254,254,254 250,250,250 245,245,245 241,241,241 242,242,242 246,246,246 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,255,250 247,255,250 250,255,248 251,255,245 253,255,244 252,255,244 253,255,247 255,253,253 246,240,251 250,242,255 254,246,255 255,248,255 255,252,255 255,255,252 248,252,240 239,245,226 255,246,255 255,248,255 255,250,255 255,252,255 255,253,255 254,254,254 254,254,254 252,254,255 251,252,255 249,252,255
255,254,255 255,254,255 254,253,255 254,254,254 253,253,253 253,253,253 252,252,252 252,253,251 254,255,253 251,252,248 249,250,246 250,251,247 253,254,250 255,255,251 252,254,248 250,252,246 255,255,243 252,255,240 252,255,240 255,255,243 255,255,243 252,255,240 252,255,240 255,255,243 255,255,245 255,255,244 255,255,243 254,255,242 254,255,242 255,255,243 255,255,244 255,255,245 251,242,252 252,245,252 249,248,252 247,251,252 248,255,252 249,255,251 250,255,248 255,255,247 255,255,244 255,255,242 255,255,243 255,255,243 255,255,242 255,254,243 251,253,241 248,252,240 253,231,255 255,243,255 253,247,255 239,244,255 218,233,255 216,240,255 203,231,255 217,244,255 207,230,252 218,235,255 230,241,255 238,245,255 242,246,255 240,244,255 237,241,255 235,239,255 252,255,238 255,255,245 254,255,248 247,244,246 242,236,247 245,238,253 252,244,255 253,248,255 245,244,253 251,253,253 251,255,249 250,255,244 248,255,238 250,255,235 248,255,233 245,255,229 252,248,253 250,249,253 251,250,254 252,253,255 250,255,255 245,255,248 241,253,241 239,252,236 248,255,247 244,253,243 241,246,245 244,243,253 253,244,255 255,245,255 255,241,255 254,236,255 255,241,255 255,246,255 255,250,255 255,253,254 255,255,254 255,253,255 254,247,252 244,238,239 250,250,234 252,255,220 250,255,207 249,255,203 253,255,217 255,255,242 255,246,255 252,234,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 251,251,251 244,244,244 243,243,243 247,247,247 255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,253 255,254,253 255,255,250 255,255,251 255,255,249 255,255,252 255,253,254 255,252,255 241,233,243 243,240,249 243,246,250 241,252,244 237,255,236 233,255,228 226,255,215 217,255,202 255,246,255 255,247,255 255,248,255 255,250,255 255,251,255 255,252,255 253,252,255 253,252,255 252,254,255 250,254,255
254,253,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 254,255,253 253,254,252 253,254,250 255,255,252 255,255,252 254,255,251 253,254,250 255,255,251 255,252,247 255,252,247 255,255,251 255,255,251 255,255,250 255,254,249 255,255,251 255,254,249 255,254,249 255,255,250 255,255,251 255,255,251 255,255,250 255,254,249 255,254,249 251,243,253 250,245,254 249,248,252 247,251,252 249,254,252 250,255,250 254,255,247 255,255,246 255,255,245 255,255,245 255,255,246 255,255,246 255,255,247 248,255,247 242,255,249 239,255,250 255,242,251 247,205,216 253,226,236 249,234,248 234,234,250 232,241,255 219,233,255 236,247,255 239,246,255 243,244,255 244,241,255 243,238,255 240,238,255 238,238,255 237,242,255 236,243,255 249,255,235 255,255,245 255,255,251 245,244,246 238,234,245 241,235,252 250,244,255 255,251,255 251,249,255 255,255,255 253,255,251 251,255,248 246,255,245 245,255,246 243,255,247 241,255,245 255,255,246 255,252,247 253,251,250 249,251,251 245,251,246 239,251,239 239,255,237 244,255,240 243,255,242 242,249,244 240,241,251 245,238,255 254,239,255 255,243,255 255,242,255 255,239,255 255,253,255 255,255,250 255,255,242 255,255,237 255,255,246 255,252,255 255,244,255 251,237,255 255,250,251 254,255,232 251,255,212 248,255,205 252,255,217 255,255,245 253,243,255 247,228,255 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,248,255 255,247,255 255,247,254 255,247,254 255,249,255 255,247,255 255,246,255 255,244,255 248,237,253 248,244,255 244,250,255 237,252,248 229,255,238 223,255,230 216,255,219 209,255,210 255,248,255 255,248,255 255,249,255 255,251,255 255,251,255 255,251,255 255,252,254 254,252,252 254,254,254 254,255,253
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,254,252 254,255,253 255,255,254 255,255,254 253,254,252 253,254,252 254,255,253 255,255,254 255,250,255 255,250,255 255,252,255 255,253,255 255,250,255 252,246,251 254,248,253 255,253,255 255,249,254 255,249,254 255,250,255 255,250,255 255,250,255 255,250,255 255,249,254 255,249,254 255,248,255 255,249,255 255,252,254 254,254,254 252,255,251 252,255,248 255,255,246 255,255,245 255,255,247 255,255,248 252,254,248 243,252,249 233,251,252 224,251,255 216,252,255 214,253,255 170,145,129 44,24,7 34,17,4 84,69,60 130,118,114 186,172,174 224,202,214 255,244,255 255,233,255 255,231,255 255,234,255 255,238,255 255,243,255 247,248,255 236,252,255 228,253,255 248,253,238 252,255,247 253,255,252 247,248,252 242,241,251 244,242,254 252,248,255 255,253,255 254,252,252 255,255,252 253,255,252 246,252,251 237,248,252 235,247,255 230,245,255 227,243,255 255,244,255 255,243,255 255,243,255 253,244,255 244,243,247 237,241,235 241,251,234 250,255,241 247,255,240 246,250,244 247,242,251 250,238,255 255,238,255 255,241,255 255,243,255 255,244,255 254,255,237 254,255,231 254,255,225 253,255,223 255,255,236 255,252,255 255,241,255 254,231,255 255,238,255 255,249,252 255,255,235 255,255,223 252,255,228 255,255,247 251,242,255 247,231,255 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,246,255 255,243,255 255,244,255 255,245,255 255,245,255 255,242,255 255,239,255 255,239,255 255,244,255 253,247,255 245,246,255 237,249,255 234,253,255 228,255,252 223,254,247 255,251,252 255,252,253 255,251,254 255,252,255 255,252,255 255,252,253 255,253,252 255,252,249 253,251,243 251,252,242
255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 250,250,250 252,252,252 255,255,255 253,253,253 250,250,250 249,249,249 251,251,251 254,254,254 249,243,254 253,247,255 255,251,255 255,251,255 248,242,253 241,235,246 246,240,251 255,249,255 255,251,255 255,251,255 255,250,255 255,249,255 255,249,255 255,250,255 255,251,255 255,251,255 255,252,255 255,253,255 255,254,255 255,255,252 255,255,249 254,255,247 255,255,246 254,255,245 255,255,251 247,253,252 236,248,252 219,243,255 203,241,255 192,242,255 182,243,255 178,244,255 160,199,177 23,61,39 0,23,2 0,11,0 0,5,0 25,16,7 29,1,1 37,0,0 119,65,78 153,94,108 195,144,152 234,198,198 255,240,228 255,255,237 242,255,232 231,255,225 249,251,245 251,254,252 250,254,255 248,251,255 247,250,255 249,252,255 254,254,254 253,253,247 255,255,248 255,255,249 253,253,253 240,241,255 226,231,255 219,226,255 212,221,255 206,216,255 236,215,255 239,218,255 240,223,255 241,227,255 230,223,255 218,219,255 222,226,254 231,240,255 239,246,255 238,242,255 239,237,255 244,235,255 249,237,255 255,243,255 255,247,255 255,251,251 245,255,235 246,255,229 246,255,220 247,255,218 254,255,230 255,253,252 255,239,255 252,226,255 253,227,255 255,241,255 255,253,255 255,255,244 255,255,242 252,253,251 250,246,255 246,239,255 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 252,252,252 251,251,251 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 250,250,250 242,242,242 239,239,239 241,241,241 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,253,255 239,251,255 239,247,255 244,247,255 252,249,255 255,249,255 255,247,255 255,243,255 255,237,255 255,241,255 255,241,255 254,238,255 251,239,255 253,243,255 253,245,255 250,245,255 255,255,246 255,255,247 255,255,250 255,255,251 255,254,253 255,253,252 255,253,248 255,254,245 247,246,232 247,247,231
255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 251,251,251 250,250,250 251,251,251 247,247,247 252,252,252 249,249,249 237,237,237 231,231,231 237,237,237 247,247,247 253,253,253 254,249,255 255,251,255 255,252,255 255,251,255 247,242,251 240,235,244 243,238,247 251,246,255 255,251,255 254,249,255 252,247,255 252,247,255 254,249,255 255,251,255 255,250,255 254,249,255 255,252,255 255,254,255 255,255,254 255,254,249 255,255,247 255,255,248 255,255,248 253,255,251 248,255,255 231,247,254 223,249,255 148,191,218 131,191,227 123,201,244 117,206,255 107,206,255 125,227,240 136,234,246 157,248,255 127,208,213 114,178,183 79,127,133 51,83,89 8,22,34 0,0,11 23,14,24 13,2,4 13,7,0 5,8,0 49,61,19 81,102,47 119,146,83 188,187,191 222,222,228 251,254,255 250,254,255 245,253,253 246,253,248 251,255,245 254,255,239 255,255,241 255,255,247 255,251,255 236,233,255 181,180,244 132,131,227 130,130,254 124,126,255 141,138,255 119,117,241 124,123,249 124,125,253 120,123,251 114,120,247 113,119,244 115,123,244 117,126,243 133,140,251 163,171,255 199,210,255 216,230,255 213,232,255 211,232,247 213,238,240 223,232,246 241,254,255 246,255,247 250,255,238 233,242,221 254,253,249 255,246,255 242,218,255 255,234,255 255,232,255 252,237,255 255,249,252 255,255,249 250,251,249 245,247,255 247,246,255 254,254,254 251,251,251 231,231,231 229,229,229 253,253,253 255,255,255 242,242,242 244,244,244 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 243,243,243 236,236,236 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 239,239,239 241,241,241 255,255,255 254,254,254 210,246,254 218,251,255 228,255,255 234,255,255 236,254,255 241,252,250 251,255,254 255,255,252 253,247,242 255,247,243 255,248,249 255,250,254 255,249,255 255,248,255 255,245,255 255,245,255 250,255,244 250,255,246 246,251,242 248,249,245 255,255,254 255,255,254 255,255,251 253,251,240 255,255,240 255,255,238
255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 244,243,245 251,250,252 254,253,255 252,251,253 252,251,253 255,254,255 255,254,255 252,251,253 255,255,254 253,254,252 252,253,251 253,254,252 251,252,250 248,249,247 250,251,249 255,255,254 250,251,249 252,253,251 255,255,254 255,255,254 255,255,254 252,253,251 246,247,245 241,242,240 255,249,251 255,253,253 255,255,252 255,255,249 255,255,248 255,255,247 249,252,243 240,247,244 213,225,231 216,241,255 211,251,255 119,179,221 81,161,214 72,172,236 59,177,248 39,166,241 37,160,228 39,163,227 46,172,227 53,179,227 55,182,221 47,171,205 73,194,226 94,207,239 91,194,226 97,186,213 61,134,156 54,108,119 11,46,42 0,12,0 2,10,0 24,27,0 10,5,20 0,0,8 7,9,20 49,55,62 105,116,114 161,173,161 215,224,203 255,255,231 255,255,231 255,253,239 253,246,255 235,226,255 145,137,232 44,37,176 18,13,188 22,16,211 0,21,199 0,23,198 0,26,204 0,13,194 0,7,199 1,20,225 10,22,242 4,13,240 2,10,234 4,15,226 2,20,205 4,31,182 28,63,180 72,116,199 120,170,230 147,201,248 211,211,255 215,218,255 210,217,255 240,250,255 242,251,254 248,250,251 248,242,253 255,247,255 250,232,255 255,238,255 255,245,255 255,251,255 255,255,255 253,255,254 251,255,254 249,254,253 247,247,247 247,247,247 232,232,232 230,230,230 250,250,250 254,254,254 247,247,247 252,252,252 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 247,247,247 240,240,240 234,234,234 239,239,239 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 248,248,248 235,235,235 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 214,247,250 218,249,250 224,255,252 232,255,254 236,255,249 237,255,243 232,253,228 229,248,215 237,254,217 240,253,215 242,252,216 244,250,219 248,250,228 251,250,236 255,251,244 255,253,250 219,241,229 233,254,245 241,255,255 244,255,255 242,248,255 242,245,250 254,254,254 255,255,249 250,251,235 250,253,231
