50 170
247,255,243 252,255,251 253,249,255 254,244,255 254,246,255 255,255,247 254,255,236 247,255,226 240,255,228 242,255,246 242,251,255 238,240,255 241,236,255 250,244,255 255,254,253 255,255,244 243,246,251 245,248,255 244,248,255 246,252,255 246,251,255 238,241,255 240,240,252 255,253,255 255,253,254 255,255,250 255,255,248 255,255,247 254,255,248 247,255,251 242,255,254 240,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 255,244,255 253,242,255 252,244,255 255,251,255 255,255,254 255,255,248 253,255,243 255,255,241 252,255,237 252,255,235 247,255,229 248,255,230 254,255,237 250,255,231 247,253,230 255,255,240 248,254,253 250,255,255 250,255,255 249,254,255 249,254,255 250,255,255 251,254,255 249,251,255 251,252,255 246,244,255 243,240,255 248,244,255 253,247,255 254,245,255 251,242,255 251,242,255 255,255,252 251,252,250 250,250,250 253,252,254 254,254,254 250,253,251 251,255,250 253,255,252 253,255,255 254,252,255 252,248,255 254,248,255 255,250,255 255,253,245 254,255,236 255,255,230 252,243,239 255,254,255 255,246,255 250,238,255 255,243,255 255,245,255 253,245,255 248,245,255 250,254,255 250,255,248 249,255,244 249,255,244 249,255,248 249,255,254 249,253,255 249,251,255 255,244,255 255,245,255 255,244,255 254,245,255 255,250,255 255,253,255 255,253,255 252,249,255 252,251,255 253,252,255 253,253,255 251,253,254 246,250,244 245,252,237 250,255,236 253,255,236 254,250,249 251,253,241 251,255,234 248,255,233 249,255,240 249,255,251 247,254,255 244,253,255 244,255,254 243,255,246 240,255,238 239,255,237 243,255,241 245,255,243 248,255,242 247,255,239 255,255,243 254,255,232 249,255,224 249,252,230 250,250,244 252,249,255 254,252,255 253,255,251 249,255,241 249,255,244
244,254,238 250,254,249 253,250,255 255,245,255 255,247,255 255,254,249 252,255,235 244,255,224 233,251,220 235,252,239 238,246,255 238,239,255 242,237,255 250,244,255 255,254,250 255,255,239 253,255,255 251,254,255 245,248,255 243,247,255 243,246,255 229,232,246 228,229,239 245,243,249 255,253,254 255,254,251 255,255,248 255,255,248 254,255,250 249,255,251 243,255,254 240,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 252,252,252 251,251,251 253,253,253 251,251,251 247,247,247 251,251,251 249,249,249 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 251,243,253 249,241,251 251,245,250 254,251,253 255,254,253 254,254,248 252,255,245 255,255,247 252,255,242 254,255,244 250,254,242 251,255,244 255,255,249 251,251,245 245,244,240 253,252,248 246,253,248 248,255,250 245,252,247 241,248,243 241,248,243 246,252,247 249,255,250 247,253,248 242,246,241 237,240,238 236,239,237 243,245,245 251,250,252 252,251,253 252,251,253 252,251,255 253,254,250 254,255,253 255,255,255 255,254,255 255,255,255 253,255,254 253,255,252 252,255,251 250,250,250 247,246,250 249,245,255 255,251,255 255,253,255 255,255,251 253,255,236 252,255,231 255,255,249 255,255,252 255,253,255 253,244,255 255,245,255 254,245,255 250,244,255 253,252,255 252,254,254 250,255,248 250,255,246 250,255,246 250,255,248 250,255,254 250,253,255 250,251,255 255,247,255 255,249,255 255,250,255 255,250,255 255,252,254 255,255,255 252,251,253 245,244,248 240,240,246 247,247,253 253,253,255 252,254,255 247,251,246 244,250,239 248,255,239 255,255,241 255,250,255 255,252,251 253,254,244 251,255,243 250,254,248 249,252,255 246,247,255 243,246,255 247,253,255 242,253,251 240,252,246 241,251,245 243,252,249 247,254,251 248,255,250 248,255,249 255,251,248 255,254,243 255,255,237 254,254,240 252,250,250 252,246,255 252,249,255 253,255,249 252,255,244 252,255,246
244,254,238 250,254,249 254,251,255 255,247,255 255,248,255 255,254,253 254,255,238 246,255,228 237,252,225 242,253,243 244,250,255 245,245,255 248,244,255 254,250,255 255,255,248 255,255,238 255,255,251 254,255,253 246,248,249 246,249,254 249,252,255 240,242,252 236,238,246 251,249,255 255,253,255 255,254,253 255,255,250 255,255,250 254,255,251 249,255,253 245,255,254 243,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 253,253,253 249,249,249 247,247,247 237,237,237 235,235,235 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 252,250,249 252,250,249 255,255,251 255,255,252 255,255,252 252,253,249 254,255,253 255,255,254 252,252,252 255,254,255 252,249,255 253,249,255 255,250,255 251,242,255 243,234,255 249,240,255 247,255,248 247,254,247 243,251,241 236,244,234 236,244,233 243,252,239 249,255,241 250,255,241 239,248,228 235,244,223 237,245,222 244,252,229 250,255,235 251,255,234 253,255,234 254,255,235 252,253,251 255,255,254 255,255,255 247,247,247 247,248,246 252,255,253 253,255,252 249,252,250 242,242,242 232,231,235 231,228,237 242,237,246 246,243,245 242,241,237 247,247,235 255,255,239 245,243,233 250,248,240 250,246,245 251,246,248 254,250,255 247,245,251 246,245,249 253,255,255 252,255,251 252,255,250 252,255,248 252,255,248 252,255,251 252,254,254 252,253,255 252,252,255 255,248,249 255,251,251 255,254,251 255,255,247 255,255,247 255,255,248 252,252,246 243,244,242 239,239,239 246,247,251 253,254,255 253,255,255 248,251,249 245,249,243 247,253,242 252,255,244 255,246,255 255,247,255 254,249,251 252,250,250 251,249,255 252,247,255 248,243,255 245,242,255 249,247,255 247,247,255 245,245,255 246,246,255 248,247,255 252,249,255 252,249,255 251,248,255 255,247,255 255,250,253 255,254,251 255,252,253 255,248,255 253,246,255 252,247,255 251,252,250 252,255,244 252,255,242
247,255,241 252,255,250 255,252,255 254,247,255 254,247,255 255,255,255 255,255,244 251,255,236 247,255,237 251,255,249 250,253,255 249,247,255 250,246,255 255,251,255 255,255,244 254,255,232 255,254,243 255,255,245 251,251,245 253,254,252 253,255,255 249,252,255 244,244,250 251,252,255 254,253,255 255,254,254 255,254,253 255,254,253 254,255,253 250,255,253 249,255,254 247,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 234,234,234 230,230,230 244,244,244 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 252,252,252 252,252,252 253,255,245 255,255,247 255,255,248 255,255,249 253,255,249 246,247,245 248,247,249 255,253,255 250,246,255 255,249,255 251,244,255 249,240,255 255,243,255 250,237,255 244,230,255 250,236,255 250,255,253 250,255,253 246,252,247 240,247,240 242,247,238 248,254,243 252,255,244 254,255,241 250,255,236 246,255,229 245,254,227 251,255,229 254,255,231 253,255,229 252,255,228 253,255,227 254,254,254 255,255,255 246,246,246 230,231,229 229,230,228 245,246,244 254,255,253 251,252,250 253,252,254 243,242,246 241,239,245 248,246,252 247,244,246 239,237,236 244,244,238 255,255,249 255,255,249 255,255,249 254,255,248 255,255,249 255,255,249 243,246,237 231,234,225 238,240,234 254,255,250 254,255,250 254,255,251 254,255,253 254,255,253 254,254,254 254,253,255 254,253,255 252,249,234 255,253,238 255,255,237 254,254,236 255,255,238 255,255,243 255,255,243 251,252,242 249,251,245 252,253,251 255,255,255 253,255,255 250,252,252 248,251,249 248,252,247 250,254,249 255,246,255 253,245,255 253,246,253 254,247,254 254,249,255 255,249,255 254,247,255 253,246,255 254,249,255 253,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,246,255 255,247,255 255,245,255 253,244,254 253,245,255 255,247,255 255,248,255 254,249,255 252,250,250 246,249,240 246,251,236
249,255,243 252,255,250 249,249,255 246,241,255 246,241,255 253,249,254 255,255,250 255,255,243 252,255,242 254,255,250 251,249,255 247,243,255 246,242,253 251,249,249 254,255,239 250,254,229 255,255,238 255,255,244 255,255,242 255,255,246 255,255,252 246,246,246 231,233,234 233,234,238 252,253,255 252,254,255 254,253,255 254,253,255 252,254,254 252,254,254 252,254,254 250,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 248,248,248 250,250,250 248,248,248 245,245,245 246,246,246 252,252,252 255,255,255 254,254,254 255,255,255 244,244,244 239,239,239 248,248,248 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,255,240 251,255,242 252,255,244 251,255,246 243,247,241 234,237,235 236,235,237 242,239,248 249,245,255 254,248,255 247,240,255 242,234,255 248,239,255 250,238,255 247,235,255 253,241,255 252,252,255 253,253,255 252,252,255 248,249,253 248,250,251 254,254,254 255,255,254 254,255,251 255,255,251 255,255,246 253,255,243 255,255,244 255,255,244 255,255,240 254,255,237 255,255,239 253,252,254 255,255,255 246,247,245 229,230,226 229,230,226 244,245,241 253,254,252 250,249,251 252,251,253 250,249,253 255,254,255 255,254,255 253,252,254 237,236,238 237,236,238 249,248,252 250,255,254 246,252,247 241,249,239 246,255,242 253,255,244 242,251,231 230,239,219 238,243,228 254,255,248 255,255,251 255,254,254 255,253,255 255,253,255 255,253,254 255,254,253 255,255,251 253,254,228 255,255,231 255,255,231 251,254,229 252,255,230 255,255,237 255,255,242 255,255,244 255,255,248 250,252,246 244,245,243 243,245,245 248,250,251 253,255,255 252,254,255 246,250,251 255,255,254 255,253,253 254,251,253 255,252,254 255,254,255 255,255,252 255,255,250 255,254,249 255,255,251 255,252,253 255,251,255 255,252,255 255,252,255 255,251,255 255,249,255 255,246,255 255,252,255 250,242,252 244,236,247 246,238,249 254,247,254 255,254,255 255,254,255 253,251,251 247,245,244 247,248,239
248,255,242 248,255,248 245,246,250 239,237,249 241,236,251 247,244,253 254,252,252 254,255,246 255,255,247 255,254,250 254,249,251 250,243,250 250,247,249 255,255,249 254,255,243 251,255,234 254,253,233 255,255,241 255,255,241 255,255,243 255,255,248 247,247,241 234,235,233 233,235,236 250,253,255 250,253,255 250,253,255 250,253,255 252,254,255 254,254,254 254,254,254 255,254,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 250,250,250 252,252,252 250,250,250 245,245,245 246,246,246 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 243,243,243 245,245,245 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 250,255,244 249,255,243 250,255,246 249,255,246 244,248,242 236,239,237 235,237,237 241,240,242 249,248,252 255,253,255 247,245,251 240,239,243 246,245,249 249,248,250 248,247,249 253,252,254 249,248,255 252,251,255 253,252,255 251,250,255 251,249,255 255,251,255 254,250,255 251,247,255 255,249,255 253,246,255 253,246,255 255,250,255 255,250,255 255,247,255 255,247,255 255,250,255 249,249,255 253,255,255 254,255,253 246,248,242 246,248,242 253,254,250 254,254,254 250,249,253 251,250,254 250,249,251 250,250,250 251,252,250 246,248,248 244,244,250 249,247,255 253,250,255 241,246,255 240,247,255 235,243,243 237,247,235 247,255,239 247,255,236 246,255,234 255,255,244 255,255,248 255,254,254 255,252,255 255,251,255 255,252,255 255,253,254 255,255,250 255,255,248 255,255,233 255,255,235 255,255,234 251,253,231 249,251,229 254,255,235 255,255,240 255,255,243 255,255,247 245,246,237 231,233,227 233,234,232 244,246,247 253,254,255 251,253,255 247,249,255 251,255,249 251,255,254 250,253,255 252,253,255 255,255,252 255,255,244 255,255,235 255,255,232 255,255,234 255,255,240 255,255,244 255,255,246 255,255,246 255,255,245 253,249,244 250,245,242 254,255,242 246,245,241 239,235,241 244,237,244 253,250,246 255,255,247 255,255,248 255,251,252 255,248,255 253,249,254
250,255,244 250,254,248 244,248,249 238,239,249 240,237,252 246,244,255 254,250,255 255,251,252 255,255,252 255,255,252 255,253,253 255,250,251 255,253,252 255,255,249 251,255,245 246,255,238 247,248,232 255,255,243 255,255,244 255,255,243 255,255,247 255,255,247 248,249,245 252,254,254 249,254,255 247,253,255 247,253,255 249,252,255 252,252,255 254,253,255 255,254,253 255,254,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 251,251,251 247,247,247 248,248,248 255,255,255 255,255,255 250,250,250 247,247,247 252,252,252 255,255,255 252,252,252 234,234,234 238,238,238 245,245,245 250,250,250 253,253,253 253,253,253 251,251,251 249,249,249 248,255,249 247,255,246 248,255,249 251,255,251 250,255,251 247,250,248 246,249,247 251,252,248 251,253,247 255,255,249 251,255,243 243,249,232 246,255,234 249,255,234 246,255,230 249,255,231 248,249,253 252,253,255 253,253,255 250,249,255 250,249,255 253,250,255 254,248,255 250,244,255 251,244,255 251,241,255 252,241,255 255,243,255 254,242,255 254,240,255 254,239,255 255,243,255 249,248,255 251,252,255 252,255,251 255,255,249 255,255,249 255,255,252 255,253,255 254,250,255 255,253,255 255,254,255 254,255,251 249,253,247 251,255,255 251,251,255 247,243,255 236,231,255 231,233,255 243,246,255 243,250,255 237,249,251 243,254,244 244,255,238 245,255,236 255,255,247 255,255,251 255,252,255 255,250,255 255,250,255 255,252,255 255,253,253 255,255,248 255,255,244 253,253,239 255,255,243 255,255,245 252,251,241 250,249,239 253,252,242 255,255,246 255,255,246 255,255,246 243,244,234 232,233,224 231,232,228 241,243,243 251,252,255 251,253,255 248,248,255 231,246,248 233,242,255 233,237,255 237,238,255 244,246,255 249,255,243 251,255,229 252,255,223 255,255,229 255,255,236 255,255,241 255,255,240 255,255,239 254,255,236 249,250,234 245,245,233 246,255,226 244,251,236 245,244,248 245,245,245 250,254,235 253,255,230 255,255,239 255,253,254 255,246,255 255,246,255
251,255,245 253,255,251 249,254,253 243,246,254 243,245,255 249,249,255 255,251,255 255,250,255 255,252,255 255,254,254 255,254,250 255,252,247 254,254,248 249,255,249 239,253,242 229,245,234 239,247,240 251,255,251 255,255,249 253,254,244 255,255,246 255,255,245 254,254,248 253,255,255 249,254,255 245,252,255 245,252,255 247,252,255 250,253,255 255,253,255 255,254,253 255,254,251 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 242,242,242 236,236,236 235,235,235 252,252,252 255,255,255 244,244,244 237,237,237 247,247,247 253,253,253 250,250,250 240,240,240 244,244,244 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 242,250,249 239,247,246 242,248,247 248,254,253 251,255,255 253,255,255 252,255,253 255,255,251 252,255,245 255,255,245 253,255,241 245,255,230 248,255,231 249,255,229 243,255,221 243,255,220 248,255,245 251,255,249 251,255,251 247,252,250 247,252,251 253,254,255 253,252,255 250,248,255 251,248,255 251,245,255 251,244,255 253,246,255 254,244,255 250,240,255 251,241,255 255,245,255 251,249,255 247,247,253 246,250,245 251,255,243 252,255,244 252,251,247 253,249,254 255,251,255 248,243,252 251,251,251 252,255,248 253,255,248 251,255,255 234,234,250 190,186,222 148,139,189 143,142,210 176,176,236 199,202,246 206,213,238 218,227,236 231,240,237 240,247,240 252,255,251 255,254,254 255,251,255 255,249,255 255,249,255 255,251,255 255,253,253 255,255,247 255,255,244 241,241,247 249,246,255 253,249,255 253,247,255 252,246,255 255,250,255 255,254,255 255,255,254 255,255,248 249,248,238 238,239,229 235,238,229 241,244,242 248,249,253 248,250,255 247,247,255 204,219,255 206,213,255 210,209,255 218,214,255 230,227,255 238,244,255 245,255,237 248,255,230 254,255,239 255,255,247 255,255,251 255,255,249 255,255,245 251,255,240 245,249,238 240,242,236 237,255,219 244,254,242 249,251,255 249,252,255 246,255,233 247,255,218 252,255,229 255,254,255 253,240,255 253,239,255
253,255,247 253,255,251 248,253,251 237,242,245 233,238,247 242,243,255 253,248,255 255,249,255 255,252,255 255,244,245 255,248,242 255,255,248 255,255,249 248,255,254 240,255,255 228,248,253 230,246,255 233,248,255 238,249,253 250,255,254 250,252,246 255,253,245 253,253,247 253,255,254 250,255,255 245,252,255 240,249,255 242,248,255 250,252,255 255,254,255 255,254,253 255,249,245 244,244,244 250,250,250 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 255,255,255 254,254,254 252,252,252 254,254,254 253,253,253 246,246,246 239,239,239 236,236,236 230,230,230 245,245,245 250,250,250 241,241,241 236,236,236 244,244,244 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 245,251,255 236,242,247 229,233,238 230,234,239 241,244,248 252,253,255 255,254,255 253,253,253 255,255,254 253,255,251 253,255,248 241,251,235 250,255,244 233,249,226 236,255,230 237,255,231 246,255,245 242,254,242 239,250,240 247,255,248 237,244,239 250,255,254 237,242,243 249,253,254 239,242,246 249,252,255 251,254,255 250,252,253 249,251,252 253,255,255 251,253,253 244,247,245 251,250,255 227,229,237 234,238,232 252,255,242 251,255,241 255,254,250 255,253,255 249,242,255 255,250,255 253,253,253 249,255,243 251,255,245 238,245,242 246,247,255 132,126,175 67,57,123 45,41,137 65,61,150 55,54,126 66,69,120 73,78,111 205,212,229 245,247,255 243,243,249 246,244,250 255,252,255 251,243,254 252,243,253 255,253,255 255,249,250 255,252,247 254,252,242 233,229,255 249,243,255 238,231,255 241,233,255 251,241,255 248,238,255 242,233,253 253,245,255 255,252,251 255,254,244 251,253,241 247,251,239 251,253,247 253,255,255 248,251,255 241,242,252 142,154,242 46,49,158 42,34,165 61,47,178 79,70,167 223,226,255 240,251,255 241,253,241 246,252,247 252,250,255 252,249,255 245,244,254 240,242,242 242,248,243 247,252,253 249,252,255 239,255,238 239,248,255 235,234,255 234,232,255 245,255,240 243,255,214 255,255,231 250,246,251 252,236,255 252,235,255
253,253,247 254,255,251 249,255,250 241,249,248 238,247,251 246,250,255 253,250,255 255,248,255 255,245,253 255,248,246 255,255,248 255,255,246 241,245,239 234,246,250 231,252,255 224,248,255 203,232,255 213,238,255 226,244,255 241,250,255 251,254,255 255,255,251 255,254,250 255,255,254 251,254,255 246,254,255 242,251,255 244,250,255 249,252,255 255,254,255 255,253,250 255,250,246 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 249,249,249 242,242,242 240,240,240 244,244,244 255,255,255 255,255,255 251,251,251 245,245,245 250,250,250 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 248,254,255 243,249,255 240,243,251 241,243,251 249,248,255 252,251,255 253,249,255 249,245,255 222,217,232 229,226,241 239,238,254 233,235,253 242,246,255 241,248,255 241,251,255 237,247,255 244,253,255 244,253,255 236,245,254 244,253,255 232,239,248 227,234,243 210,218,225 230,239,243 248,255,255 247,255,253 242,253,245 246,255,244 250,255,244 250,255,241 249,255,239 248,255,236 251,249,255 246,247,255 253,255,251 255,255,242 250,253,237 250,250,244 255,249,255 247,237,254 255,248,255 253,254,252 248,255,239 250,255,242 235,244,241 241,242,255 125,117,178 63,49,131 51,45,164 53,47,158 45,41,137 50,47,126 68,68,128 158,157,199 242,243,255 240,238,255 247,245,255 255,250,255 255,250,255 255,251,255 249,242,249 255,253,255 253,248,250 254,251,253 162,157,219 159,151,214 146,136,202 156,145,208 205,190,251 205,193,243 255,243,255 255,248,255 255,251,255 247,248,239 236,239,224 233,236,221 239,243,232 248,251,249 246,249,254 240,241,251 126,140,255 30,33,185 25,13,193 41,23,200 60,48,184 208,210,255 231,243,255 235,248,246 242,248,255 249,245,255 248,242,255 242,240,255 238,242,247 240,248,248 242,250,255 242,249,255 206,224,241 216,218,255 230,221,255 225,219,255 244,255,255 233,253,211 249,255,229 255,252,255 254,236,255 254,237,255
