50 170
252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,248 255,255,247 255,255,245 255,255,245 255,255,247 254,255,250 251,255,252 250,255,251 244,255,243 243,255,238 244,255,233 243,255,230 243,255,232 244,255,239 246,255,248 248,255,252 255,233,255 255,238,255 255,240,255 255,235,255 255,236,255 255,241,255 255,240,255 255,235,255 255,234,255 255,237,255 255,242,255 255,247,255 255,244,255 255,242,255 255,241,253 255,243,255 250,255,233 248,255,232 248,255,232 249,255,237 253,255,242 255,255,248 255,255,250 254,252,251 253,251,251 252,252,252 251,253,253 250,255,253 249,255,251 248,255,249 244,255,245 242,253,243 255,237,255 255,242,255 255,246,255 255,248,255 255,254,255 255,255,251 253,255,247 245,249,243 246,251,252 244,247,255 227,226,255 180,173,230 118,105,183 72,52,151 59,36,150 68,43,163 141,134,155 185,178,199 232,226,245 252,246,255 255,249,255 255,249,255 255,250,255 253,249,255 246,242,254 250,246,255 255,252,255 255,252,255 255,253,255 251,249,255 246,245,249 244,243,247 240,245,218 255,255,240 254,255,244 244,248,243 251,254,255 242,245,255 229,230,255 242,244,255 101,102,136 54,56,87 230,231,255 248,249,255 240,242,253 234,237,241 251,255,254 233,237,231 255,255,248 255,255,250 255,255,251 254,255,253 252,254,254 252,254,255 250,254,255 249,254,255 250,255,255 250,255,255 250,255,255 250,255,252 247,255,248 242,251,241 244,254,242 249,255,246 254,252,251 252,252,252 249,250,254 246,249,255 246,248,255 246,244,255 250,243,255 255,242,255 255,244,255 255,246,255 255,247,255 255,250,250 255,255,245 254,255,243 246,255,238 242,255,233 243,255,250 235,249,243 240,254,248 244,255,254 241,254,252 239,252,250 242,255,255 240,254,253 239,253,252 239,253,251
251,251,251 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,249,255 255,251,252 255,252,249 255,254,246 255,255,246 253,255,247 252,255,248 251,255,248 247,255,244 248,255,242 248,255,240 247,255,242 247,253,248 247,249,255 248,245,255 248,242,255 255,255,252 255,252,249 255,252,251 255,255,254 255,254,253 250,248,247 251,249,248 255,255,254 238,237,233 242,242,236 248,249,240 255,255,245 255,255,243 255,255,241 255,255,239 255,255,240 240,250,234 245,252,239 249,254,245 254,255,251 255,255,255 255,252,255 253,247,255 252,243,255 255,250,255 255,249,255 250,247,255 247,248,252 248,253,252 250,255,251 250,255,249 248,255,248 255,255,248 255,253,243 249,247,239 253,250,245 255,254,250 251,251,251 248,249,253 249,250,255 235,235,251 170,170,194 100,99,131 65,64,103 64,62,108 96,92,144 162,159,215 225,221,255 241,242,238 250,251,249 255,255,254 254,255,253 249,249,249 249,248,250 254,253,255 255,254,255 255,253,255 252,249,255 246,242,253 243,239,251 246,242,254 252,247,255 255,250,255 255,250,255 255,255,244 245,247,235 248,250,244 253,255,255 237,239,250 239,240,255 239,240,255 213,215,246 64,66,97 89,91,121 238,240,255 245,247,255 247,249,255 236,240,241 250,254,249 251,255,249 255,255,248 255,255,250 255,255,251 254,255,253 254,254,254 252,254,255 250,254,255 250,253,255 251,255,255 248,253,254 248,254,253 249,255,251 247,254,247 242,250,240 244,252,241 249,255,245 255,255,244 255,255,246 255,255,248 255,255,249 251,254,252 249,253,254 250,251,255 254,250,255 255,247,254 255,245,251 255,245,247 255,248,245 255,254,246 255,255,247 250,255,244 246,255,240 248,255,252 243,253,247 247,255,253 248,255,254 242,253,251 245,255,255 246,255,255 244,254,254 245,255,255 243,255,255
254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 251,251,251 247,247,247 247,247,247 252,252,252 255,255,255 255,247,255 255,249,255 255,251,255 255,253,252 255,255,250 254,255,247 255,255,247 255,255,247 253,255,245 253,255,246 253,255,249 255,251,255 255,245,255 255,238,255 254,230,255 253,226,255 248,255,237 237,255,226 236,254,225 242,255,234 237,255,229 222,241,216 224,243,218 237,255,234 227,247,224 232,250,227 237,255,231 241,255,235 243,255,235 246,255,236 245,255,234 243,255,232 253,248,255 252,248,255 251,245,255 249,243,255 250,242,255 253,243,255 255,246,255 255,248,255 255,251,255 255,251,255 255,251,255 251,250,254 248,250,251 244,248,249 242,247,246 239,245,244 246,255,216 255,255,231 255,255,238 237,241,230 242,242,248 251,248,255 238,230,255 187,177,223 91,82,132 61,55,102 63,62,102 125,127,158 204,211,230 243,254,255 241,255,255 226,243,239 253,255,248 252,255,247 247,253,242 247,252,243 248,253,244 247,251,245 248,252,247 250,254,249 246,249,247 251,253,253 253,255,255 253,255,255 247,248,252 240,241,245 238,238,244 239,239,245 243,240,242 246,244,250 251,250,255 241,240,255 241,239,255 248,246,255 202,202,232 96,95,127 75,74,106 155,156,184 241,242,255 236,237,251 251,254,255 246,248,248 244,246,240 255,255,248 255,255,250 255,255,250 254,255,251 254,255,253 254,254,254 252,254,255 252,254,255 250,254,255 250,254,255 247,251,252 247,252,251 249,254,252 246,253,246 245,250,241 246,252,241 251,255,246 255,255,240 255,255,239 255,255,239 255,255,240 255,255,240 249,255,242 246,255,243 247,255,245 250,255,248 251,253,247 252,251,247 255,252,251 255,255,254 255,255,255 253,255,255 251,255,255 250,255,253 249,254,252 251,255,254 248,253,252 242,246,247 250,254,255 251,254,255 245,248,252 249,254,255 249,254,255
255,255,255 254,254,254 251,251,251 249,249,249 253,253,253 255,255,255 253,253,253 245,245,245 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 252,252,252 246,246,246 240,240,240 239,239,239 245,245,245 251,251,251 254,250,255 254,251,255 255,253,255 255,254,255 255,255,254 255,255,252 255,255,251 255,255,249 255,255,247 255,253,248 255,251,251 255,249,255 255,246,255 255,242,255 255,236,255 255,232,255 244,255,244 240,255,240 240,255,241 243,255,244 236,253,239 222,240,227 223,240,229 233,250,241 243,255,252 243,255,252 243,255,254 242,255,252 243,255,254 244,255,255 241,254,252 236,249,247 251,237,255 250,235,255 247,234,255 249,237,255 254,244,255 255,249,255 255,253,250 255,255,245 251,249,238 253,253,241 255,255,246 255,255,252 254,253,255 252,251,255 252,249,255 251,250,255 245,255,231 230,241,221 235,241,236 250,250,255 245,238,255 182,171,227 112,95,168 71,54,135 64,47,128 142,130,202 220,213,255 241,242,255 234,242,255 234,249,245 239,255,242 241,255,238 242,243,253 237,238,248 240,242,250 249,252,255 250,253,255 244,248,249 243,248,247 248,254,249 246,253,246 250,255,248 250,255,246 240,250,234 229,239,222 230,241,221 245,255,236 251,255,242 244,238,255 253,247,255 251,246,255 244,239,255 208,203,235 123,120,152 64,63,97 73,72,104 153,154,182 220,220,244 233,233,249 229,230,240 253,255,255 255,255,252 248,249,240 255,255,248 254,255,250 254,255,250 254,255,251 254,255,253 254,254,254 254,254,254 252,254,255 252,254,255 252,254,255 249,251,252 248,250,250 252,253,251 252,253,249 249,251,245 250,253,244 253,255,247 255,254,240 255,255,239 255,255,238 255,255,237 249,255,236 242,255,236 239,255,236 239,255,238 244,255,245 247,255,247 251,255,252 253,254,255 251,250,255 247,244,255 246,244,255 248,246,255 252,253,251 254,254,254 255,255,255 247,245,245 239,236,238 251,248,250 255,253,255 243,239,244 254,250,255 252,250,255
252,252,252 251,251,251 247,247,247 245,245,245 248,248,248 251,251,251 246,246,246 237,237,237 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 242,242,242 241,241,241 246,246,246 252,252,252 247,254,247 248,254,249 251,253,253 252,253,255 255,253,255 255,252,255 255,252,255 255,251,254 255,251,252 255,250,250 255,250,247 255,252,248 255,255,247 255,255,247 255,255,244 255,254,240 244,249,247 249,254,253 251,255,255 248,252,253 244,247,251 242,245,250 241,243,251 240,241,251 251,251,255 249,249,255 243,241,255 237,235,255 239,236,255 242,239,255 238,234,255 230,226,251 235,228,255 239,231,255 245,239,255 255,250,255 255,254,255 255,255,249 255,255,241 250,251,231 254,255,234 251,254,232 247,249,230 237,238,228 230,231,227 231,232,236 241,240,249 248,248,255 246,252,255 246,250,255 233,234,255 194,191,230 119,114,165 65,57,118 77,66,134 122,110,182 218,207,255 239,233,255 243,241,255 229,232,255 226,235,249 240,254,253 242,255,248 228,247,230 250,250,255 250,250,255 249,249,255 248,249,255 240,242,253 232,234,244 239,242,250 250,255,255 246,251,252 245,251,250 243,250,245 240,248,241 239,248,238 238,248,236 239,249,237 240,250,238 246,236,255 213,205,246 158,150,191 119,111,152 89,84,123 62,58,94 102,99,131 195,193,222 227,227,251 248,248,255 231,231,243 241,241,247 254,254,254 255,255,251 255,255,247 253,252,242 252,255,250 254,255,250 254,255,251 254,255,253 254,255,253 254,254,254 254,253,255 254,253,255 255,254,255 253,250,252 252,250,250 255,253,252 255,255,251 254,253,249 254,254,248 255,255,251 255,250,253 255,252,252 255,254,250 248,255,246 241,255,244 238,255,242 237,255,240 239,255,241 242,255,244 248,255,250 251,255,255 252,251,255 239,237,255 228,225,251 229,226,255 237,235,255 255,253,253 255,255,255 255,254,255 249,243,244 240,233,236 253,244,247 255,248,251 245,233,239 255,244,250 254,244,250
255,255,255 255,255,255 253,253,253 250,250,250 252,252,252 254,254,254 250,250,250 243,243,243 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 242,255,230 244,255,235 246,254,244 250,251,255 252,248,255 253,246,255 254,244,255 254,244,255 255,249,255 255,248,251 254,247,244 255,253,239 255,255,232 255,255,224 255,255,213 255,255,206 250,249,245 255,255,252 255,255,252 255,254,250 255,254,253 255,255,254 255,254,255 255,252,254 255,251,255 255,249,255 252,243,255 248,238,254 253,242,255 255,248,255 251,241,255 239,229,252 247,255,248 250,255,249 250,255,249 250,255,248 250,255,246 251,254,245 253,254,245 254,254,248 255,255,251 251,251,245 235,237,231 223,227,221 223,227,221 230,236,231 243,250,245 250,255,252 217,217,255 203,203,249 143,144,188 67,69,109 53,57,92 120,126,155 199,207,230 237,247,255 232,244,255 232,243,251 235,247,251 243,255,255 243,255,255 243,255,255 238,253,249 237,252,248 229,238,228 234,242,235 240,247,242 241,248,245 234,239,240 232,235,243 240,242,253 250,250,255 247,245,255 237,233,255 231,226,255 236,228,255 241,232,255 231,221,255 203,193,240 178,167,217 119,110,160 90,81,131 77,69,116 76,69,112 100,95,134 177,173,208 242,240,255 246,247,255 249,249,255 244,245,255 244,244,250 255,254,255 252,250,249 253,250,245 255,255,249 255,253,245 252,255,250 252,255,251 252,255,251 254,255,253 254,255,253 254,254,254 255,254,254 255,253,255 255,254,255 254,249,251 253,248,249 255,252,253 255,255,254 255,254,253 255,255,251 255,255,252 248,249,255 246,250,255 243,252,255 241,254,255 241,255,255 242,255,254 245,255,253 250,255,253 255,253,252 255,252,255 255,251,255 255,250,255 246,237,255 228,224,249 228,226,255 236,238,255 255,255,255 255,255,255 255,254,255 255,248,249 250,239,241 255,245,247 255,249,251 254,237,240 248,231,234 246,231,235
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,255,228 245,255,235 249,254,245 251,252,255 253,249,255 254,247,255 253,246,255 254,245,255 255,249,255 251,244,255 244,239,254 242,241,250 244,250,245 246,255,236 246,255,223 242,255,214 251,254,255 247,250,255 242,245,250 244,247,251 249,250,254 251,252,255 252,251,255 252,250,255 250,248,254 252,248,255 247,245,255 243,240,255 246,244,255 250,247,255 238,234,255 220,216,241 224,244,225 236,254,237 244,255,247 241,255,244 232,243,235 231,238,235 242,246,247 251,254,255 248,250,255 241,242,252 237,237,249 241,242,255 246,249,255 244,247,255 229,235,248 216,222,235 140,136,208 78,76,142 44,45,101 93,100,139 179,192,214 235,251,255 239,255,251 233,255,238 241,255,240 230,255,227 222,246,222 227,246,231 229,245,238 227,240,242 232,242,252 242,251,255 243,255,235 248,255,241 248,255,244 248,255,249 248,255,255 247,252,255 238,239,255 230,227,255 232,225,255 200,188,246 154,138,209 117,98,179 96,74,163 82,58,153 70,43,146 61,34,138 74,68,117 86,80,127 154,150,192 219,216,255 231,228,255 230,229,255 236,237,255 229,230,244 247,249,255 240,241,245 255,255,255 255,255,254 254,251,247 253,248,245 255,255,252 255,253,250 250,255,251 250,255,251 252,255,251 252,255,253 254,255,253 255,254,254 255,253,254 255,253,254 255,253,255 254,247,250 252,246,247 255,250,251 255,254,255 255,253,254 255,253,254 255,255,254 237,250,255 237,251,255 237,251,255 239,252,255 244,252,255 249,251,255 255,251,255 255,250,255 255,250,255 255,247,255 255,248,255 255,249,255 255,249,255 247,239,249 241,242,252 247,252,255 251,255,255 249,251,252 254,254,254 255,254,255 255,247,247 255,249,247 255,253,251 255,246,245 250,230,229 250,229,231
248,248,248 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 235,235,235 238,238,238 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 252,252,252 249,255,240 250,255,245 255,255,255 255,253,255 255,252,255 255,253,255 255,254,253 253,253,253 251,251,255 242,239,255 231,225,255 225,221,255 225,223,255 225,230,255 221,235,255 219,235,255 207,211,255 186,191,255 177,180,254 185,187,255 188,190,255 183,185,250 182,184,248 192,192,255 187,187,251 188,190,255 186,187,255 180,182,252 181,182,255 178,181,255 156,160,238 132,136,215 150,156,201 186,192,233 227,234,255 239,249,255 230,241,255 222,234,240 227,239,239 241,252,250 246,255,255 242,248,255 240,243,255 241,241,255 229,225,255 186,178,243 119,109,185 68,56,138 51,40,142 94,86,181 162,156,238 215,214,255 232,237,255 226,235,255 225,239,255 234,250,255 231,249,250 226,241,243 217,228,236 216,224,241 230,234,255 241,241,255 229,226,255 208,204,253 206,208,226 197,198,218 177,178,199 154,153,179 140,138,168 127,123,159 101,94,137 75,66,116 73,62,118 73,60,122 70,55,123 68,51,125 79,60,139 113,93,176 160,139,224 195,173,255 217,217,253 242,243,255 235,235,255 222,223,249 242,243,255 246,249,255 240,243,251 251,254,255 251,253,253 246,247,245 255,255,252 249,246,242 255,253,252 255,253,254 255,251,252 255,249,250 250,255,251 250,255,251 250,255,253 252,255,253 254,255,253 255,254,253 255,253,254 255,253,254 255,251,252 252,246,247 250,243,246 255,248,251 255,253,255 255,252,254 255,252,254 255,253,255 243,254,255 243,253,255 244,252,255 246,251,255 249,250,255 254,247,255 255,246,255 255,245,255 255,248,255 255,240,249 255,240,245 255,252,251 255,255,249 255,255,243 246,255,240 248,255,244 242,255,255 234,246,248 244,252,252 251,255,255 254,253,249 255,252,247 255,255,249 255,253,246 255,243,236 255,242,237
255,255,255 255,255,255 250,250,250 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 239,239,239 251,251,251 254,254,254 255,255,255 247,247,247 249,249,249 238,238,238 255,255,255 251,251,251 243,243,243 223,223,223 144,144,144 111,111,111 138,138,138 118,118,118 116,116,116 149,149,149 212,212,212 255,255,255 255,255,255 251,251,251 252,252,252 243,240,242 241,236,245 255,250,255 248,240,251 255,254,255 255,255,247 237,246,225 250,255,244 234,243,252 219,220,255 126,118,218 42,27,172 42,26,197 22,10,192 32,26,205 24,21,197 22,19,205 23,21,205 21,17,200 29,25,204 25,21,194 23,20,189 42,38,203 33,31,191 28,26,186 30,28,188 32,32,192 35,34,197 30,30,196 25,26,194 24,27,196 27,29,201 51,36,164 121,109,227 197,189,255 226,224,255 220,224,255 214,225,253 224,238,250 236,251,253 229,244,247 239,250,255 225,230,255 170,168,227 104,94,177 61,45,153 57,34,162 68,42,180 136,120,237 174,160,255 167,154,255 142,129,231 148,138,231 150,141,228 142,136,215 154,147,222 131,123,194 127,117,187 118,108,178 107,96,166 88,76,148 72,56,133 67,51,129 70,54,132 68,46,134 72,51,136 76,56,139 75,56,135 73,56,130 74,59,127 81,68,130 87,76,132 125,116,166 146,140,181 178,174,209 211,209,239 233,233,255 241,242,255 240,242,255 237,239,255 237,243,255 236,243,255 238,243,255 241,247,255 246,252,255 247,252,253 244,249,247 242,246,240 253,255,247 255,255,248 255,255,250 255,255,252 255,254,255 255,252,255 255,252,255 255,250,255 242,249,246 245,250,248 246,251,249 246,249,247 246,247,245 252,248,247 255,252,251 255,254,255 255,252,253 252,246,247 255,248,251 254,249,251 246,242,247 251,247,252 255,254,255 255,254,255 255,255,241 255,255,244 255,255,246 240,246,241 227,234,237 226,231,240 234,237,252 246,244,255 246,242,255 253,246,255 254,251,255 253,255,255 247,255,248 238,255,241 233,255,236 230,255,234 208,238,243 221,250,255 233,255,255 236,252,251 244,253,250 255,255,249 255,255,247 255,248,235 255,253,241 255,253,241
254,254,254 249,249,249 238,238,238 229,229,229 232,232,232 243,243,243 251,251,251 253,253,253 253,253,253 235,235,235 238,238,238 255,255,255 243,243,243 240,240,240 255,255,255 254,254,254 255,255,255 242,242,242 175,175,175 85,85,85 0,0,0 0,0,0 14,14,14 0,0,0 1,1,1 6,6,6 10,10,10 11,11,11 29,29,29 83,83,83 165,165,165 228,228,228 250,239,255 255,248,255 242,229,251 255,250,255 245,242,238 247,253,228 253,255,231 222,242,213 232,248,255 224,230,255 105,98,235 36,17,220 39,18,255 15,0,255 9,1,255 0,0,249 11,5,255 14,6,255 8,0,247 15,8,249 12,5,240 10,3,232 21,13,237 8,2,221 15,10,225 12,7,222 7,5,219 5,4,222 8,8,228 10,10,234 5,7,232 0,3,228 45,27,182 50,32,179 51,37,172 51,40,156 52,46,141 57,56,130 60,62,120 60,64,112 69,75,118 65,70,115 58,60,114 53,50,119 55,49,131 61,50,146 59,46,154 53,39,151 47,41,123 74,67,152 65,56,146 50,39,132 64,52,148 69,53,154 60,43,146 70,51,154 61,40,142 62,43,140 64,46,137 67,48,133 73,57,135 89,72,145 108,93,161 121,107,173 142,115,218 152,126,226 167,143,238 182,160,248 198,179,255 215,200,255 231,220,255 241,234,255 239,237,255 242,243,255 246,252,255 248,255,254 248,255,248 247,255,241 242,255,234 239,255,229 242,254,255 241,253,253 242,253,251 246,255,252 250,255,251 251,255,249 249,255,243 248,252,240 255,255,245 255,255,247 255,255,250 255,255,254 255,254,255 255,252,255 255,250,255 255,248,255 250,255,254 250,255,254 251,255,254 251,254,252 253,251,250 255,251,250 255,254,253 255,255,254 255,252,253 249,243,244 252,247,249 255,252,255 251,250,254 251,251,255 251,253,255 246,248,255 255,255,231 255,255,234 249,255,236 228,247,238 208,239,240 195,237,250 191,240,255 193,243,255 195,246,255 179,230,255 167,218,244 170,224,241 186,243,252 198,255,255 197,255,255 192,255,248 207,255,255 209,255,255 212,254,255 216,251,255 228,252,250 240,255,249 250,255,247 255,255,245 255,254,239 255,254,237
