50 170
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 245,245,245 246,246,246 255,255,255 255,255,255 255,255,255 249,249,249 252,255,223 250,255,223 252,255,226 255,255,234 255,255,242 255,255,248 255,253,250 255,245,245 255,251,252 252,248,247 248,250,244 245,255,242 239,255,235 229,254,228 229,255,227 233,255,230 246,255,242 248,255,244 250,255,245 250,255,247 254,255,250 255,254,253 255,253,254 255,252,253 255,251,252 255,255,252 255,255,248 253,255,241 250,255,239 250,255,237 248,255,233 244,255,228 251,249,255 248,250,255 244,255,253 243,255,247 243,255,241 240,255,235 243,255,237 250,255,243 255,255,250 255,245,251 255,246,255 255,247,255 254,243,253 254,249,251 254,255,250 247,253,242 247,251,245 253,255,249 255,255,249 255,251,248 255,251,249 255,252,253 255,251,252 255,246,249 255,252,254 254,243,246 240,235,237 251,254,255 223,235,237 223,241,242 234,255,255 225,250,252 255,246,241 255,251,248 255,255,251 255,255,252 248,255,252 244,255,253 243,255,255 244,253,255 248,253,255 247,248,252 249,248,250 255,252,254 255,255,255 249,252,250 244,250,245 243,250,245 250,255,252 250,255,251 250,255,248 248,255,245 244,254,241 242,252,240 244,252,245 248,253,252 251,251,255 250,246,255 250,243,255 252,244,255 255,248,255 255,252,253 255,253,248 255,252,243 255,255,230 255,255,231 255,255,232 249,255,233 244,255,233 239,255,235 233,255,237 228,255,238 229,255,244 232,255,249 234,255,254 237,255,255 240,251,255 243,249,255 245,245,255 241,239,255 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 248,248,248 249,249,249 251,251,251 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 233,233,233 245,245,245 255,255,255 255,255,255 254,254,254 246,246,246 247,247,247 254,254,254 250,255,233 249,254,233 254,255,239 255,255,245 253,247,240 247,240,237 255,249,249 255,253,255 255,253,255 255,253,254 255,255,254 251,255,252 248,255,249 239,255,242 232,254,236 234,255,237 239,255,254 239,255,253 237,254,251 238,250,250 239,248,251 242,248,253 246,249,255 247,250,255 251,254,255 250,255,255 250,255,255 243,252,249 242,254,248 243,255,248 239,255,244 232,252,239 253,248,255 250,249,255 249,255,254 246,255,248 242,255,242 239,255,236 242,255,238 250,255,247 249,250,246 248,242,247 255,243,255 255,248,255 255,246,255 255,253,255 253,255,252 250,255,248 255,249,249 255,254,254 255,255,254 255,252,253 252,252,252 252,254,254 249,254,253 244,252,251 248,255,255 232,242,242 246,255,255 196,206,206 140,149,152 134,143,146 129,138,141 218,225,228 255,252,250 255,251,249 255,251,248 250,251,249 246,252,251 245,253,253 241,251,251 240,247,250 251,254,255 253,252,255 254,251,253 255,252,254 251,251,251 247,249,249 249,255,253 248,255,254 255,254,250 255,255,252 255,255,251 255,255,249 255,255,248 253,255,249 253,255,252 253,255,255 249,250,254 247,246,255 245,244,253 249,247,253 252,251,255 254,254,254 253,254,250 254,255,246 255,255,245 255,255,245 255,255,245 255,255,245 253,255,245 249,255,246 248,255,246 248,255,247 247,255,248 251,255,254 253,255,255 253,252,255 255,250,255 255,251,255 255,249,255 255,244,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 255,255,255 255,255,255 227,227,227 225,225,225 250,250,250 255,255,255 254,254,254 255,253,255 255,252,255 255,249,254 255,250,255 255,253,255 255,252,255 252,245,250 246,239,242 253,246,249 244,239,241 232,231,235 226,227,231 218,221,225 206,211,214 195,202,205 188,197,200 157,173,185 156,170,182 152,167,176 149,161,171 147,159,169 148,159,167 148,159,167 150,160,167 146,156,163 147,157,164 146,158,164 148,160,166 156,170,176 166,182,188 172,188,194 171,187,194 193,185,195 194,190,196 198,200,200 206,213,208 210,222,210 212,226,214 220,234,222 233,241,234 251,255,254 253,252,255 255,252,255 255,253,255 251,247,253 248,250,251 247,252,250 238,245,240 255,242,252 255,243,252 251,238,246 235,231,237 227,231,236 230,243,245 236,255,255 234,255,255 232,255,255 221,243,241 223,241,240 146,156,156 144,146,147 135,130,132 124,113,115 255,251,253 255,254,255 255,249,250 250,248,248 248,250,251 251,255,255 250,255,255 250,255,255 252,253,255 250,249,253 255,251,255 255,253,255 255,253,255 243,242,244 229,231,232 223,229,228 226,234,233 255,246,246 255,248,248 255,250,250 255,251,248 254,249,248 251,247,246 249,247,246 247,247,247 248,250,251 245,249,250 245,249,250 245,250,251 248,254,253 247,255,253 247,255,253 246,255,250 249,249,255 248,248,255 249,246,255 250,246,255 254,245,255 255,246,255 255,248,255 255,249,255 255,249,255 255,250,255 255,250,254 255,248,251 255,250,253 255,252,255 255,250,251 255,243,244 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 253,253,253 239,239,239 243,243,243 255,255,255 255,255,255 240,240,240 238,226,255 252,240,255 255,246,255 255,246,255 255,250,255 255,248,255 223,217,222 183,178,179 157,155,155 147,145,145 137,133,138 132,128,134 129,125,137 126,121,136 121,115,134 117,110,131 120,121,135 121,123,134 123,125,135 124,127,135 123,128,131 121,127,126 118,125,122 116,123,118 123,130,127 126,133,130 126,131,132 120,127,130 118,124,131 121,125,136 124,127,141 124,127,142 143,132,135 137,129,130 133,128,129 131,131,131 126,131,130 119,127,126 117,125,124 119,127,126 122,127,128 121,125,126 135,137,138 152,154,155 164,166,167 179,183,184 192,196,197 189,194,195 247,220,236 255,229,245 255,238,253 252,239,253 247,241,252 245,247,255 242,250,255 240,251,255 237,249,251 244,251,254 181,185,186 130,128,128 166,155,157 136,120,121 169,147,149 255,239,241 255,254,255 252,253,255 251,252,255 251,254,255 251,254,255 251,252,255 251,250,254 253,249,254 255,250,253 255,252,255 255,253,255 255,253,255 255,254,255 247,249,250 243,248,249 245,253,253 255,251,252 255,250,253 255,251,255 255,251,255 255,251,255 255,251,255 255,253,255 255,255,255 253,254,252 251,255,250 249,255,249 249,255,250 247,255,251 246,255,254 245,255,254 244,255,253 225,244,255 226,243,255 229,240,255 233,237,255 240,237,255 247,238,255 254,241,255 255,242,255 255,246,255 255,248,255 255,250,254 255,250,250 255,252,248 255,254,245 248,248,236 238,238,224 234,234,234 242,242,242 252,252,252 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 250,250,250 250,250,250
255,255,255 244,244,244 238,238,238 245,245,245 253,253,253 255,255,255 253,253,253 253,253,253 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 253,253,253 247,247,247 242,242,242 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 255,255,255 245,245,245 247,247,247 255,255,255 255,241,255 251,236,255 221,208,240 180,170,193 145,141,153 131,130,134 128,129,127 128,130,124 132,135,126 138,138,132 148,146,145 168,163,165 191,183,194 211,199,217 221,208,230 224,207,234 239,224,232 245,231,237 252,241,243 255,251,248 255,254,247 255,253,242 248,248,232 244,244,228 234,235,219 243,243,229 247,245,235 238,233,230 226,219,222 223,212,220 223,211,223 224,211,225 229,217,211 217,206,202 203,195,196 197,191,196 189,186,195 176,177,187 165,168,176 160,164,169 147,155,155 138,145,142 134,141,136 134,140,135 126,131,129 128,130,131 127,128,132 117,117,123 129,107,126 132,112,131 135,116,133 136,118,135 143,128,142 158,146,158 175,164,174 183,172,182 197,186,194 220,208,214 160,146,150 140,126,128 170,152,153 149,128,130 226,204,206 255,250,250 240,246,253 242,248,255 250,254,255 251,254,255 255,254,255 250,246,251 255,248,251 255,253,255 255,252,255 255,251,255 255,247,250 255,246,249 252,247,249 247,246,250 246,249,253 249,254,255 255,252,252 255,250,252 255,248,254 255,247,255 255,248,255 255,251,255 255,252,255 255,254,255 255,255,251 255,255,247 255,255,245 253,255,247 251,255,249 250,255,251 249,253,254 248,251,255 211,248,255 214,247,255 217,244,255 222,240,255 229,239,255 240,240,255 247,241,255 254,243,255 254,243,255 255,249,255 254,253,255 249,255,250 242,255,246 235,255,241 223,252,229 211,243,218 234,234,234 242,242,242 252,252,252 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 252,252,252 254,254,254 243,243,243 243,243,243
255,255,255 244,244,244 238,238,238 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 243,243,243 248,248,248 255,255,255 252,252,252 236,236,236 177,161,195 143,131,161 125,115,138 130,125,140 137,138,142 148,152,147 184,193,180 227,237,220 235,244,224 241,247,228 247,250,235 251,249,241 255,248,249 255,243,251 249,232,246 238,220,237 253,234,237 255,240,241 255,249,247 255,254,248 255,254,245 253,247,234 241,238,223 232,232,216 238,238,222 252,250,239 255,255,249 255,255,252 255,248,251 255,247,255 255,249,255 255,249,255 255,255,244 255,253,244 255,246,246 255,247,255 255,249,255 255,249,255 248,245,255 244,246,254 240,246,245 226,234,227 219,229,217 217,225,214 213,216,207 216,214,213 218,212,217 209,200,210 199,188,204 189,179,192 167,158,171 145,136,149 130,124,135 129,124,133 131,126,135 131,127,133 135,131,136 138,133,135 125,118,121 122,114,115 133,123,123 134,122,122 169,157,157 187,173,174 179,191,197 187,197,204 206,212,217 226,226,232 234,230,235 241,232,235 255,243,245 255,253,255 255,243,246 255,243,245 255,247,249 255,254,255 255,253,255 255,254,255 253,252,254 248,249,253 250,255,252 250,255,254 248,251,255 246,247,255 248,246,255 250,246,255 249,246,255 250,248,248 255,255,247 255,255,244 255,255,242 255,255,244 255,255,248 255,253,250 255,249,255 255,248,255 226,255,255 227,255,255 232,253,255 236,250,255 243,248,255 249,247,255 254,247,255 255,248,255 251,243,254 252,250,255 250,255,255 244,255,252 236,255,247 228,255,243 219,255,236 211,255,229 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 249,249,249 248,248,248 251,251,251 254,254,254 248,248,248 248,248,248
255,255,255 248,248,248 244,244,244 249,249,249 251,251,251 248,248,248 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 252,252,252 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 236,236,236 252,252,252 255,255,255 250,250,250 255,255,255 254,254,254 207,207,207 148,148,148 140,130,146 144,138,149 173,171,177 218,220,220 245,252,245 248,255,242 244,255,236 247,255,237 240,253,227 249,255,236 255,255,241 255,255,244 255,255,247 255,255,251 255,250,248 255,241,242 255,253,255 255,253,255 255,254,255 255,254,255 255,254,254 248,248,248 239,241,241 235,237,237 238,243,242 245,249,250 251,252,255 250,248,254 247,243,254 250,243,255 254,245,255 253,243,255 255,255,240 255,255,241 255,251,248 255,249,255 255,244,255 251,240,255 249,241,255 250,247,255 253,255,254 239,248,235 237,245,228 240,246,229 244,244,232 255,248,245 255,250,255 255,242,253 244,244,250 248,251,255 250,254,255 244,255,255 241,255,255 236,255,255 217,241,241 199,226,223 199,226,223 164,188,186 131,152,150 127,144,141 120,131,129 120,126,125 115,117,117 126,126,126 107,122,125 109,121,123 122,127,130 136,135,137 143,136,139 147,134,136 159,142,145 173,157,158 204,188,189 210,196,197 225,215,215 244,236,236 254,248,249 255,251,252 255,252,253 255,254,255 232,255,244 232,255,246 235,253,252 240,254,255 244,253,255 248,252,255 250,252,255 251,251,251 250,248,240 255,254,240 255,255,243 255,255,244 255,253,247 255,249,251 255,246,255 255,245,255 255,255,238 255,255,239 255,255,240 255,255,245 255,253,247 255,251,250 255,250,253 255,249,254 255,245,252 255,253,255 255,254,255 250,253,251 241,252,244 237,255,242 234,255,242 234,255,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255
250,250,250 244,244,244 244,244,244 246,246,246 241,241,241 234,234,234 241,241,241 255,255,255 249,249,249 255,255,255 255,255,255 247,247,247 233,233,233 230,230,230 241,241,241 253,253,253 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 255,255,255 238,238,238 244,244,244 255,255,255 246,246,246 184,184,184 140,140,140 136,136,136 189,190,181 231,232,223 255,255,248 253,255,247 246,255,240 246,255,240 234,249,228 215,230,209 242,255,236 249,255,241 249,255,240 248,254,237 249,252,237 255,255,242 255,255,247 255,255,245 247,250,248 247,250,248 246,248,248 245,248,252 246,249,254 248,250,255 248,252,255 248,251,255 244,247,255 245,248,255 243,246,255 244,246,255 246,248,255 251,252,255 251,253,255 247,249,255 244,255,234 249,255,241 255,255,252 255,252,255 255,244,255 251,236,255 254,243,255 255,252,255 250,252,246 236,242,225 232,239,218 239,241,221 245,242,228 255,249,245 255,250,255 255,244,255 248,255,252 246,255,252 234,250,243 226,247,239 229,252,247 232,255,254 228,255,254 225,255,253 215,249,243 177,209,204 100,129,126 110,137,134 109,131,129 124,142,143 168,183,185 213,226,228 211,225,223 197,208,206 185,190,189 178,176,176 164,156,157 146,133,135 139,125,127 142,129,131 136,125,127 130,124,125 129,125,124 129,127,126 132,128,127 139,134,133 157,149,149 175,165,165 175,210,190 182,213,198 195,222,213 213,233,234 230,244,250 240,249,255 245,250,255 248,249,253 240,240,240 248,245,240 255,251,246 255,253,248 255,249,251 255,246,254 255,245,255 255,246,255 255,255,229 255,255,231 255,255,235 255,255,238 255,254,242 255,252,246 255,250,249 255,248,251 255,249,254 255,251,255 255,252,255 255,245,248 246,238,238 247,242,239 255,251,246 255,255,251 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255
254,254,254 253,253,253 252,252,252 250,250,250 248,248,248 249,249,249 253,253,253 255,255,255 251,251,251 243,243,243 255,255,255 240,240,240 235,235,235 230,230,230 248,248,248 253,253,253 233,233,233 223,223,223 254,254,254 255,255,255 253,253,253 254,254,254 245,245,245 255,255,255 246,246,246 241,241,241 250,250,250 246,246,246 255,255,255 136,136,136 132,132,132 226,226,226 234,240,217 246,251,230 253,255,240 250,255,241 249,255,245 249,255,248 235,245,239 218,227,224 222,230,229 237,245,244 248,255,255 247,255,253 245,252,249 248,254,249 251,255,251 250,255,250 252,255,241 241,246,231 251,254,245 255,255,252 244,243,245 248,243,252 255,250,255 247,240,255 236,228,245 232,225,240 238,232,243 252,248,253 255,255,255 251,251,245 251,252,242 255,255,247 218,244,228 241,255,249 246,254,253 245,245,251 255,246,255 255,246,255 255,250,255 251,245,246 251,249,241 252,255,241 250,255,236 243,247,228 241,237,226 249,236,234 255,239,247 255,241,254 239,255,247 232,252,239 234,251,238 244,254,242 252,255,248 255,255,251 255,254,251 255,255,252 250,242,242 136,131,132 136,135,137 211,216,219 188,200,202 124,141,144 111,132,134 117,140,142 199,210,200 232,240,233 253,255,251 255,255,254 255,252,253 255,253,255 255,248,253 234,233,237 225,230,233 196,205,208 186,196,196 165,173,172 160,165,163 131,128,124 137,128,125 142,130,126 112,137,117 120,142,124 118,138,125 111,126,122 117,129,131 137,145,152 152,156,167 155,156,170 170,171,185 203,204,218 215,218,232 216,219,233 231,236,251 240,247,255 238,245,255 240,247,255 255,255,241 255,255,244 249,249,237 247,250,241 248,254,249 230,236,235 224,231,234 246,254,255 246,252,255 248,251,255 236,235,244 253,246,253 248,238,244 255,252,255 255,247,250 255,252,255 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 247,247,247 247,247,247 251,251,251 254,254,254 252,252,252 255,255,255 244,244,244 252,252,252 255,255,255 253,253,253 255,255,255 237,237,237 253,253,253 253,253,253
255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 240,240,240 237,237,237 235,235,235 252,252,252 249,249,249 255,255,255 237,237,237 247,247,247 247,247,247 249,249,249 255,255,255 241,241,241 238,238,238 255,255,255 251,251,251 251,251,251 249,249,249 255,255,255 174,174,174 121,121,121 126,126,126 204,213,187 231,239,216 255,255,244 253,255,248 251,254,252 247,250,255 243,244,255 236,237,255 238,240,255 241,245,255 241,246,255 234,241,255 227,238,255 226,240,255 229,243,255 231,247,255 242,253,233 238,246,229 253,255,245 255,255,251 254,248,249 255,245,253 255,250,255 255,242,255 242,224,237 245,228,237 248,234,238 252,243,240 255,253,242 255,255,242 255,255,239 253,255,232 223,255,255 221,251,252 210,229,234 239,245,252 255,252,255 251,238,246 254,243,246 255,250,247 246,244,236 249,255,243 250,255,244 243,251,240 238,240,234 242,236,237 251,238,246 255,240,253 232,255,247 235,255,246 248,255,248 255,255,249 255,254,249 255,230,230 255,243,247 255,245,253 196,136,146 185,132,142 235,193,204 255,249,255 255,248,255 210,216,223 164,180,186 114,136,141 122,132,116 132,139,126 154,157,148 198,197,193 239,236,238 244,246,254 237,246,255 237,253,255 219,243,255 220,251,255 225,255,255 226,251,255 241,255,255 252,255,253 251,244,241 234,222,218 222,224,205 197,198,182 178,178,164 170,171,162 153,154,152 130,130,136 122,122,138 129,130,158 124,128,163 94,102,142 91,107,150 106,128,170 98,127,164 92,130,162 108,152,176 121,168,190 130,182,199 147,200,220 161,217,236 178,237,255 190,252,255 175,237,253 161,221,237 174,231,246 192,244,255 204,246,255 225,255,255 237,254,255 245,251,255 237,233,239 249,237,243 255,250,254 255,255,255 255,255,255 248,248,248 247,247,247 252,252,252 251,251,251 252,252,252 255,255,255 237,237,237 243,243,243 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 230,230,230 242,242,242 235,235,235 246,246,246 250,250,250 247,247,247 255,255,255 253,253,253 253,253,253 253,253,253
