50 170
251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,246,255 255,249,255 255,250,255 255,249,255 255,249,255 255,251,255 255,250,255 255,248,255 255,250,255 255,247,255 255,245,255 255,247,255 255,249,255 255,249,255 255,245,255 255,241,255 255,240,255 255,251,247 255,255,230 255,255,210 249,255,202 252,255,213 255,253,234 255,244,253 255,238,255 255,241,255 255,246,255 255,249,255 249,248,255 240,244,255 235,243,255 235,243,255 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 244,244,244 255,255,255 248,248,248 255,255,255 249,249,249 251,251,251 254,253,255 254,253,255 255,253,255 255,254,255 255,254,255 255,255,255 255,255,254 255,255,252 255,254,246 255,255,246 255,255,243 255,255,241 255,255,237 255,255,235 255,255,235 255,255,236 247,255,254 246,254,253 248,254,253 249,254,255 249,254,255 247,251,255 248,250,255 250,250,255 248,245,255 248,245,255 248,244,255 249,242,255 249,241,255 248,239,255 248,239,255 247,238,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 254,254,254 255,255,255 254,254,254 248,248,248 248,248,248 254,254,254 255,255,255 252,252,252 248,255,242 249,255,242 249,255,243 251,255,246 253,255,249 255,253,252 255,252,253 255,252,254 255,248,253 255,248,253 254,248,253 255,250,252 254,251,253 253,253,253 254,255,253 255,255,254 255,255,222 255,255,230 255,255,241 255,255,252 253,252,255 248,248,255 245,245,255 245,244,254 255,253,255 255,253,250 255,252,243 255,252,245 255,254,251 255,253,255 255,251,255 252,249,255 252,251,255 253,251,255 255,251,255 255,251,252 255,251,251 255,250,250 255,249,250 252,249,251 251,251,255 248,251,255
255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,253,255 253,249,254 252,248,253 255,252,255 255,254,255 255,252,254 255,254,255 255,251,255 255,250,255 255,250,255 255,252,255 255,251,255 255,248,255 255,246,255 246,222,255 242,227,241 242,239,225 248,255,218 255,255,222 255,255,233 255,255,248 255,249,255 255,246,255 255,243,255 255,246,252 255,255,250 253,255,249 243,254,252 230,242,254 220,234,253 246,246,246 252,252,252 246,246,246 232,232,232 233,233,233 249,249,249 255,255,255 254,254,254 255,255,255 253,253,253 245,245,245 248,248,248 249,249,249 255,255,255 254,254,254 255,255,255 250,249,251 253,250,252 255,252,254 255,253,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,252 255,255,251 255,255,249 255,255,245 255,255,242 255,255,241 255,255,240 255,255,241 248,255,250 248,255,250 248,255,250 250,255,254 251,255,254 251,255,255 251,255,255 251,254,255 252,252,255 251,251,255 251,250,255 253,249,255 252,248,255 252,248,255 251,246,255 251,246,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 253,253,253 248,248,248 248,248,248 254,254,254 255,255,255 253,253,253 249,255,246 250,255,246 250,255,247 252,255,250 254,255,251 255,254,253 255,253,255 255,253,255 255,252,255 255,252,254 255,251,253 253,251,251 253,251,250 251,252,248 252,254,248 250,254,248 255,255,237 255,255,242 255,255,249 249,252,255 246,249,255 243,246,255 242,245,255 243,246,255 249,251,255 251,253,254 252,253,251 252,253,251 252,254,255 251,253,255 248,251,255 248,250,255 249,249,255 251,249,255 253,250,252 255,251,250 255,250,250 255,251,251 255,251,252 254,251,253 247,250,255 243,248,255
253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,255,252 253,255,252 252,253,249 245,246,242 245,246,242 250,252,246 254,255,250 253,255,249 252,254,248 255,255,250 255,255,250 255,254,250 254,253,249 253,252,248 254,252,251 254,252,251 249,224,255 254,237,255 255,252,255 255,255,247 246,252,233 235,239,227 244,240,245 255,249,255 255,243,255 255,250,255 255,253,243 247,251,226 242,254,224 245,255,237 240,255,244 229,246,243 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 249,249,249 255,255,255 255,255,255 244,244,244 251,251,251 255,255,255 252,252,252 222,222,222 250,248,247 251,249,248 253,251,250 255,253,252 255,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,253 255,254,253 255,255,251 255,254,250 255,254,250 255,254,250 246,254,243 246,254,243 246,254,243 249,255,246 251,255,249 253,255,249 249,254,245 244,249,240 253,255,251 252,255,250 254,255,250 254,255,250 254,255,250 253,254,250 253,254,250 253,254,250 252,252,252 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 254,254,254 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 251,251,251 253,253,253 252,252,252 249,249,249 250,250,250 254,254,254 255,255,255 254,254,254 250,255,252 251,255,252 251,255,254 253,255,254 255,255,255 255,254,255 255,253,255 255,253,255 255,254,255 255,254,255 255,254,253 254,253,249 253,253,247 250,254,243 247,254,241 247,254,241 255,255,248 255,255,250 252,252,252 249,248,255 248,245,255 247,245,255 248,247,255 249,249,255 247,250,255 249,254,253 250,255,253 251,255,254 250,255,254 248,253,255 249,252,255 248,253,255 247,248,252 247,249,250 252,250,250 255,251,250 255,252,249 255,252,249 255,253,253 253,252,254 251,254,255 248,254,255
249,249,249 251,251,251 253,253,253 255,255,255 254,254,254 252,252,252 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 248,255,246 249,255,247 247,255,245 242,250,239 243,251,240 249,255,246 253,255,248 253,255,248 247,253,242 252,255,247 253,255,248 251,255,246 247,253,242 247,253,242 251,255,246 252,255,247 255,238,255 243,232,255 239,237,249 246,251,250 250,255,252 244,249,250 243,243,255 250,245,255 239,234,249 253,251,251 255,255,242 254,255,232 253,255,230 250,255,235 224,238,220 188,201,193 165,165,165 121,121,121 75,75,75 53,53,53 57,57,57 89,89,89 149,149,149 201,201,201 255,255,255 248,248,248 243,243,243 255,255,255 248,248,248 241,241,241 245,245,245 255,255,255 252,252,246 253,253,247 254,253,249 255,255,251 255,255,254 255,255,255 255,255,255 255,254,255 254,250,255 253,249,254 253,249,255 255,250,255 255,250,255 255,251,255 255,250,255 255,249,255 251,255,243 252,255,244 251,255,243 251,255,243 253,255,245 252,255,242 244,249,234 235,240,225 252,255,241 252,255,241 252,255,239 251,255,238 251,255,238 251,255,238 251,255,238 251,255,237 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 250,250,250 245,245,245 248,248,248 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 250,255,255 251,254,255 251,254,255 253,254,255 255,254,255 255,253,255 255,253,255 255,253,255 255,254,255 255,255,254 255,255,252 255,255,247 251,255,243 248,255,240 248,255,239 248,255,237 255,255,250 255,254,249 255,251,251 255,249,251 255,248,252 255,248,252 255,250,252 255,252,249 255,249,244 255,255,245 255,255,247 255,255,245 255,255,246 254,255,245 255,255,247 255,255,249 249,251,251 249,252,250 252,253,251 254,253,249 255,254,250 255,254,250 253,254,252 252,254,255 247,252,255 245,251,255
255,255,255 250,250,250 245,245,245 247,247,247 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 248,255,248 251,255,251 251,255,251 249,255,247 249,255,247 251,255,249 251,255,249 249,255,247 243,251,241 251,255,249 251,255,248 247,255,244 242,250,239 245,253,242 250,255,247 251,255,248 250,247,255 245,247,255 248,253,252 250,255,251 247,255,251 238,244,249 237,240,254 243,245,255 250,252,255 251,255,254 237,248,228 197,209,179 123,135,105 46,54,37 3,6,4 0,0,6 1,1,1 1,1,1 4,4,4 8,8,8 11,11,11 8,8,8 3,3,3 0,0,0 29,29,29 162,162,162 249,249,249 255,255,255 227,227,227 255,255,255 252,252,252 246,246,246 255,255,248 255,255,249 255,255,251 255,255,252 255,255,252 255,255,254 255,253,255 255,251,255 255,251,255 254,249,255 253,247,255 254,247,255 255,248,255 254,246,255 252,243,255 249,240,255 253,253,247 255,255,249 255,255,249 255,255,248 255,255,248 255,255,247 249,251,239 237,242,227 250,255,239 250,255,237 250,255,237 250,255,236 250,255,235 251,255,236 251,255,236 251,255,236 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 248,248,248 239,239,239 240,240,240 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 249,251,255 249,251,255 251,250,255 251,250,255 253,250,255 255,251,255 255,250,255 255,251,255 255,254,255 255,255,254 255,255,250 253,255,246 252,255,242 250,255,241 248,255,239 249,255,239 247,252,255 250,251,255 255,252,254 255,251,253 255,251,252 255,250,248 255,250,245 255,251,243 255,250,241 255,255,244 255,255,247 255,255,245 253,255,243 253,255,241 255,255,242 255,255,244 253,255,252 253,255,251 255,255,251 254,255,250 254,255,250 253,254,250 251,255,250 251,253,253 251,255,255 250,255,255
255,255,255 246,246,246 232,232,232 232,232,232 243,243,243 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 246,251,250 250,255,254 251,255,255 249,254,253 247,252,251 246,251,250 242,247,246 236,241,240 242,247,246 251,255,255 251,255,254 245,250,248 241,247,242 245,252,247 250,255,252 249,255,251 242,255,233 242,255,232 241,255,231 240,255,234 241,252,242 240,250,250 241,247,255 241,246,255 142,149,158 74,83,80 18,28,15 4,14,0 1,5,0 5,2,4 56,45,65 122,106,137 133,133,133 171,171,171 196,196,196 194,194,194 190,190,190 180,180,180 138,138,138 87,87,87 2,2,2 7,7,7 60,60,60 186,186,186 250,250,250 255,255,255 239,239,239 245,245,245 255,255,249 255,255,249 255,255,251 255,255,251 255,255,252 255,254,253 255,253,253 254,251,253 255,253,255 255,252,255 254,247,255 254,247,255 254,246,255 250,244,255 244,237,255 239,232,253 244,239,240 253,248,249 255,253,254 255,251,252 255,252,251 255,255,252 254,253,249 246,246,240 254,255,246 252,255,245 252,255,245 252,255,244 253,255,245 251,255,243 251,255,243 251,255,243 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 250,250,250 240,240,240 239,239,239 245,245,245 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 249,251,255 249,251,255 251,250,255 251,250,255 253,251,255 255,251,255 255,251,255 255,252,254 255,253,254 255,254,253 255,255,249 253,255,247 251,255,245 250,255,244 250,255,243 250,255,244 228,248,255 234,248,255 244,249,255 254,250,255 255,249,255 255,249,253 255,248,250 255,248,249 250,250,250 246,252,251 242,254,254 242,255,255 241,255,253 243,254,252 248,255,252 250,255,253 255,255,249 255,255,249 255,255,249 252,255,250 251,255,249 250,254,248 250,254,249 250,254,249 251,254,252 248,253,252
255,255,255 245,245,245 232,232,232 231,231,231 241,241,241 250,250,250 252,252,252 250,250,250 254,254,254 253,253,253 253,253,253 253,253,253 252,252,252 251,251,251 250,250,250 249,249,249 249,246,255 251,250,255 252,251,255 249,248,255 246,245,255 244,243,253 239,238,248 233,232,242 245,244,254 251,253,255 251,253,255 243,246,251 240,243,248 248,251,255 251,254,255 249,253,254 242,255,219 246,255,226 250,255,234 250,255,241 235,244,234 178,183,184 80,85,94 0,5,14 4,16,18 0,3,0 7,22,8 90,100,87 187,188,184 242,233,246 252,234,255 248,222,255 242,242,242 255,255,255 255,255,255 242,242,242 244,244,244 255,255,255 255,255,255 246,246,246 222,222,222 91,91,91 0,0,0 0,0,0 127,127,127 217,217,217 255,255,255 255,255,255 255,255,251 255,255,251 255,255,252 255,255,252 255,255,252 255,254,253 255,253,252 255,253,253 255,254,255 254,253,255 252,249,255 252,248,255 254,250,255 252,247,255 246,240,255 240,234,251 238,229,239 251,243,250 255,250,255 254,246,253 251,244,251 255,249,255 255,251,255 249,245,250 255,251,255 255,252,254 253,252,254 254,253,255 254,254,254 252,254,254 253,255,255 253,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 246,246,246 245,245,245 251,251,251 252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 250,254,255 250,253,255 252,253,255 254,253,255 254,253,255 255,253,255 255,253,255 255,253,255 255,255,255 255,254,253 254,255,253 251,255,250 249,255,249 249,255,248 249,255,248 248,255,249 226,250,255 230,250,255 238,248,255 247,247,255 255,248,255 255,248,252 255,249,251 255,251,252 253,252,254 244,251,254 238,250,254 237,251,255 240,252,255 243,254,255 249,254,255 249,252,255 252,255,246 252,255,246 250,254,248 248,254,249 248,254,249 248,254,249 249,253,247 251,253,247 237,237,231 237,237,231
255,255,255 250,250,250 246,246,246 248,248,248 253,253,253 255,255,255 253,253,253 248,248,248 255,255,255 254,254,254 251,251,251 249,249,249 248,248,248 249,249,249 250,250,250 250,250,250 255,249,255 255,251,255 255,251,255 255,249,255 255,248,255 254,247,255 251,244,255 243,238,253 247,242,255 255,250,255 254,250,255 243,241,253 242,241,251 251,250,255 253,252,255 250,250,255 245,255,226 239,254,223 191,200,180 101,104,95 21,20,22 0,0,6 4,5,15 16,22,27 94,108,104 182,200,187 244,255,244 245,255,242 231,238,231 253,246,253 255,248,255 255,236,255 255,255,255 242,242,242 239,239,239 246,246,246 242,242,242 230,230,230 237,237,237 255,255,255 254,254,254 237,237,237 194,194,194 33,33,33 3,3,3 22,22,22 169,169,169 239,239,239 253,251,251 253,251,251 254,252,251 255,254,253 255,255,251 255,255,251 255,255,251 254,255,251 253,254,250 250,251,249 249,249,249 250,252,253 253,254,255 253,253,255 250,250,255 245,244,253 242,234,241 255,249,255 255,252,255 255,249,255 252,244,254 255,249,255 255,251,255 253,247,255 254,248,255 254,248,255 252,248,255 253,249,255 253,249,255 252,250,255 252,250,255 252,250,255 251,251,251 252,252,252 253,253,253 254,254,254 253,253,253 250,250,250 247,247,247 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 249,249,249 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 246,246,246 243,243,243 246,246,246 253,253,253 255,255,255 252,252,252 253,253,253 255,255,255 251,255,251 253,255,252 253,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,255,255 255,255,255 255,254,255 254,253,255 251,253,254 249,253,254 248,253,255 246,253,255 247,254,255 243,255,255 245,255,255 251,252,250 255,248,244 255,248,241 255,250,242 255,254,243 255,255,245 255,255,247 255,253,244 255,249,242 254,251,243 255,253,248 255,255,252 255,253,251 255,251,249 246,249,247 246,249,247 244,250,249 242,250,250 243,251,251 244,252,251 247,252,250 252,255,246 254,253,243 255,252,241
252,252,252 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 254,254,254 255,253,255 250,243,246 255,249,254 255,252,255 255,248,255 251,243,254 254,245,255 255,246,255 255,250,255 255,250,255 251,245,255 241,237,248 246,243,252 255,253,255 255,254,255 246,245,249 136,146,134 43,50,43 2,1,5 8,0,12 23,11,31 104,92,110 212,206,217 251,255,255 243,255,246 239,255,242 236,255,237 236,255,238 246,255,248 253,255,254 253,248,250 255,248,255 249,249,249 255,255,255 255,255,255 248,248,248 234,234,234 230,230,230 242,242,242 255,255,255 251,251,251 250,250,250 255,255,255 229,229,229 112,112,112 0,0,0 7,7,7 88,88,88 206,200,205 249,243,248 255,254,255 253,251,251 239,237,236 251,250,246 255,255,251 255,255,249 246,249,240 223,228,219 222,227,218 252,255,248 241,248,241 251,255,252 249,255,250 246,251,249 250,246,245 248,244,243 255,254,253 255,254,255 248,243,245 254,251,253 255,253,255 255,252,255 253,248,255 251,247,255 251,247,255 252,247,255 254,249,255 254,248,255 250,244,255 244,241,255 231,231,231 234,234,234 240,240,240 247,247,247 250,250,250 247,247,247 240,240,240 235,235,235 245,245,245 252,252,252 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 255,255,255 251,251,251 254,254,254 255,255,255 251,251,251 255,255,255 248,248,248 238,238,238 238,238,238 252,252,252 255,255,255 251,251,251 249,249,249 255,255,255 251,255,245 243,250,235 245,252,239 253,255,245 249,253,242 251,252,243 255,255,252 255,254,253 250,247,249 255,254,255 253,253,255 249,250,255 244,246,255 243,246,255 242,247,255 242,247,255 247,255,245 243,251,241 246,247,238 255,250,245 255,254,250 255,253,250 255,248,243 255,244,238 255,247,239 255,251,239 255,247,235 252,236,229 255,248,242 255,253,252 255,247,250 255,247,252 238,240,250 243,248,255 240,249,255 233,242,255 232,244,255 240,251,255 244,251,254 243,244,240 255,255,247 255,255,244
255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255 252,252,252 248,248,248 253,253,253 251,251,251 249,249,249 255,255,255 255,253,244 254,249,240 255,250,243 254,249,246 250,245,244 255,250,253 255,253,255 250,243,250 241,237,243 253,249,255 255,253,255 255,254,255 255,254,255 204,206,206 97,100,98 0,2,0 10,16,23 2,2,16 58,49,70 171,153,182 255,235,255 255,247,255 253,242,250 242,243,239 241,255,243 239,255,248 234,255,251 228,253,249 235,255,255 240,252,255 243,249,254 251,254,255 251,251,251 254,254,254 255,255,255 251,251,251 244,244,244 243,243,243 250,250,250 255,255,255 255,255,255 237,237,237 233,233,233 254,254,254 253,253,253 186,186,186 74,74,74 0,0,0 15,7,17 71,63,73 160,154,159 238,235,237 255,255,254 255,255,251 248,251,242 245,249,237 252,255,246 241,248,233 241,251,235 251,255,247 247,255,243 248,255,246 248,255,246 247,255,246 248,253,238 250,255,240 249,254,239 251,255,243 254,255,247 251,254,245 246,248,242 247,248,244 248,248,248 249,248,250 251,250,254 253,251,255 251,248,255 249,246,255 251,247,255 255,251,255 235,235,235 238,238,238 243,243,243 249,249,249 253,253,253 254,254,254 251,251,251 247,247,247 246,246,246 253,253,253 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 249,249,249 245,245,245 246,246,246 251,251,251 244,244,244 254,254,254 250,250,250 245,245,245 246,246,246 254,254,254 255,255,255 252,252,252 251,251,251 255,255,255 253,255,241 243,252,231 247,255,236 255,255,244 252,255,242 253,254,244 255,255,247 252,251,247 255,254,255 252,252,255 241,242,252 234,234,250 235,236,255 241,244,255 242,246,255 239,243,255 213,245,255 206,237,255 198,227,255 197,223,255 198,222,255 200,220,255 204,220,255 210,222,255 206,215,248 227,231,255 237,241,255 235,239,255 238,241,255 233,235,255 220,225,255 224,228,255 219,225,254 218,228,255 220,233,255 225,240,255 226,244,255 232,248,255 241,252,255 250,255,255 255,255,247 255,255,240
