50 170
249,249,249 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 249,255,243 249,255,246 249,255,250 250,254,255 250,252,255 252,250,255 254,250,255 254,250,255 252,246,255 255,248,255 255,249,255 255,250,255 255,248,255 255,245,255 255,241,255 255,238,255 240,255,242 242,255,244 243,255,247 239,255,243 235,254,239 235,254,239 241,255,245 243,255,247 243,255,247 240,255,244 238,255,240 240,255,242 240,255,241 238,255,239 238,255,237 241,255,240 251,255,245 250,255,250 251,255,255 250,253,255 247,253,248 246,255,235 246,255,223 247,255,222 247,255,227 248,252,246 251,244,255 252,236,255 250,235,255 252,242,255 254,252,244 255,255,235 254,254,254 248,248,248 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254
250,250,250 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 253,253,253 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 241,241,241 237,237,237 246,246,246 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 250,250,250 250,250,250 249,249,249 248,248,248 250,255,248 250,255,250 250,255,253 250,253,255 252,252,255 252,251,255 252,252,255 254,253,255 253,254,252 255,255,249 254,255,246 254,255,245 254,255,246 255,253,249 255,252,253 255,252,254 245,252,247 247,254,251 247,254,251 244,251,248 240,247,244 240,247,244 246,253,250 250,255,254 250,255,254 250,255,254 250,255,252 247,254,249 240,248,241 236,244,237 240,248,241 247,255,246 250,255,245 251,254,252 253,253,255 253,252,255 251,255,255 246,255,240 241,255,224 240,255,215 249,255,231 249,253,247 252,246,255 254,240,255 254,240,255 255,246,255 255,254,246 255,255,236 248,248,248 240,240,240 233,233,233 234,234,234 242,242,242 248,248,248 251,251,251 251,251,251 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253
254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 246,246,246 243,243,243 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 241,241,241 235,235,235 243,243,243 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 254,254,254 254,254,254 254,253,255 254,252,255 252,252,255 252,252,255 252,254,255 252,255,251 253,255,248 249,255,242 246,255,235 244,255,231 244,255,231 246,255,235 249,255,239 250,255,241 255,246,255 255,248,255 255,248,255 254,244,255 251,241,253 252,242,254 255,246,255 255,250,255 255,249,255 255,248,255 255,249,255 252,243,253 243,235,242 237,229,236 245,237,244 255,248,255 255,255,249 254,253,255 252,248,255 253,247,255 252,250,255 252,255,253 248,255,237 244,255,226 250,255,235 249,251,245 250,245,255 253,241,255 255,244,255 255,249,255 255,255,245 255,255,234 249,249,249 240,240,240 231,231,231 229,229,229 236,236,236 246,246,246 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 244,244,244 239,239,239 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 245,245,245 246,246,246 252,252,252 252,252,252 252,252,252
255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 250,250,250 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 247,247,247 243,243,243 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 253,253,253 251,251,251 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,252,255 255,252,255 254,251,255 252,252,255 252,253,255 250,255,254 250,255,252 245,255,246 240,255,241 238,253,239 236,253,239 238,255,241 240,255,245 243,255,248 255,247,255 255,247,255 255,247,255 255,245,255 255,243,255 255,243,255 255,246,255 255,248,255 255,243,255 255,243,255 255,244,255 255,243,255 255,237,250 252,234,247 255,240,253 255,250,255 255,255,251 252,248,253 243,234,254 241,229,255 246,235,255 253,246,255 255,255,252 255,255,244 252,255,241 253,254,245 253,249,255 255,247,255 255,249,255 255,253,255 255,255,247 253,255,236 255,255,255 251,251,251 244,244,244 241,241,241 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 253,253,253 254,254,254 250,250,250 250,250,250 252,252,252 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 247,247,247 239,239,239 233,233,233 246,246,246 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 253,253,253 254,254,254 254,254,254 253,253,253 245,245,245 237,237,237 238,238,238 244,244,244 253,253,253 253,253,253
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 248,248,248 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 247,247,247 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 244,244,244 232,232,232 237,237,237 244,244,244 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 255,252,255 255,252,255 255,252,255 255,252,255 254,252,255 254,251,255 250,252,255 249,253,255 245,251,255 242,251,255 239,250,254 238,250,254 236,250,255 236,250,255 235,251,255 236,252,255 255,251,255 255,251,255 255,251,255 255,250,254 255,249,253 255,249,253 255,251,255 255,252,255 255,250,254 255,249,253 255,250,254 255,252,255 255,252,255 255,250,254 255,251,255 255,252,255 255,255,247 248,243,245 239,228,248 237,222,254 242,226,255 250,237,255 255,247,255 255,253,249 255,255,247 255,255,249 255,255,255 255,253,255 255,253,255 255,255,255 255,255,248 255,255,242 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 242,242,242 243,243,243 248,248,248 249,249,249 246,246,246 246,246,246 249,249,249 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 247,247,247 239,239,239 233,233,233 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 245,245,245 251,251,251 255,255,255 255,255,255
253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 250,250,250 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 239,239,239 240,240,240 249,249,249 255,255,255 251,251,251 245,245,245 229,229,229 234,234,234 243,243,243 251,251,251 255,255,255 255,255,255 253,253,253 251,251,251 255,251,255 255,251,255 255,252,255 255,252,255 255,252,255 254,253,255 252,253,255 250,253,255 246,251,254 244,250,255 243,252,255 242,253,255 241,253,255 240,252,255 237,251,255 237,251,255 255,253,246 255,253,246 255,252,245 255,252,245 255,252,245 255,252,245 255,254,245 255,254,245 255,255,248 255,252,245 255,252,245 255,255,249 255,255,249 255,252,247 255,249,244 255,250,245 255,255,242 254,249,246 251,240,255 251,235,255 253,235,255 254,237,255 253,241,255 250,243,248 255,253,248 255,255,246 255,255,247 253,251,250 250,248,247 247,248,244 249,252,243 251,255,244 243,243,243 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 246,246,246 234,234,234 233,233,233 241,241,241 250,250,250 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 247,247,247 252,252,252 253,253,253 250,250,250 251,251,251 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 244,244,244 239,239,239 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255
252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 244,244,244 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 237,237,237 238,238,238 246,246,246 252,252,252 253,253,253 251,251,251 243,243,243 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,250,255 255,252,255 255,253,255 255,254,253 254,255,250 254,255,248 252,255,247 250,255,245 248,255,245 249,255,246 248,255,245 248,255,243 248,255,240 245,255,238 245,255,237 251,255,246 250,255,245 249,255,244 249,255,243 250,255,244 250,255,244 250,255,242 249,255,241 250,255,244 249,255,243 249,255,243 249,255,244 245,251,240 239,244,235 239,244,235 243,247,241 255,255,239 255,255,246 255,253,255 255,247,255 255,243,255 255,242,255 255,241,255 255,245,253 254,249,246 255,255,245 255,255,244 249,250,240 242,242,236 238,239,235 241,244,242 247,250,248 241,241,241 251,251,251 255,255,255 252,252,252 251,251,251 253,253,253 246,246,246 234,234,234 235,235,235 243,243,243 251,251,251 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 255,255,255 252,252,252 246,246,246 246,246,246 250,250,250 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255
252,252,252 253,253,253 255,255,255 254,254,254 243,243,243 232,232,232 235,235,235 245,245,245 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 241,241,241 244,244,244 247,247,247 251,251,251 253,253,253 254,254,254 254,254,254 253,253,253 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 245,245,245 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,249,255 254,250,255 254,253,255 254,255,253 254,255,247 254,255,244 255,255,243 255,255,241 255,255,243 255,255,243 255,255,242 255,255,238 255,255,235 255,255,233 255,255,232 255,255,230 246,255,252 245,255,251 244,255,250 245,255,250 246,255,251 246,255,249 245,255,248 244,255,247 245,255,248 246,255,251 246,255,251 245,255,251 236,247,244 230,241,239 236,246,246 245,255,255 255,255,231 255,255,237 255,251,246 253,244,254 253,239,255 255,239,255 255,245,255 255,251,255 255,254,251 255,255,247 255,255,244 253,255,241 241,245,234 239,240,236 244,246,247 252,252,255 247,247,247 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 253,253,253 243,243,243 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 249,249,249 247,247,247 249,249,249 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 236,236,236 234,234,234 242,242,242 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 254,254,254
253,253,253 253,253,253 255,255,255 255,255,255 249,249,249 242,242,242 244,244,244 250,250,250 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 251,251,251 251,251,251 251,251,251 254,254,254 255,255,255 252,252,252 244,244,244 238,238,238 255,255,255 252,252,252 255,255,255 253,253,253 241,241,241 251,251,251 255,255,255 255,255,255 247,247,247 246,246,246 255,255,255 254,254,254 242,242,242 245,245,245 255,255,255 251,251,251 255,255,255 248,248,248 252,252,252 252,252,252 249,249,249 255,255,255 251,251,251 243,243,243 252,252,252 255,255,255 252,252,252 245,245,245 255,255,255 255,255,255 248,248,248 246,247,255 248,251,255 247,252,250 253,255,249 250,255,240 239,245,228 255,255,244 255,255,245 255,251,248 255,251,254 255,250,255 255,249,255 255,249,255 255,252,255 255,253,254 255,252,250 244,251,254 242,249,252 243,250,253 246,254,254 247,255,254 245,253,252 244,253,250 245,254,251 248,255,255 247,255,254 246,254,254 245,251,255 241,247,254 245,250,255 248,252,255 244,248,255 255,255,235 239,245,222 255,255,240 255,255,250 247,240,243 255,251,255 255,250,255 255,252,255 255,249,249 255,254,245 255,255,242 255,255,242 255,255,248 253,255,254 253,252,255 247,247,255 255,255,255 254,254,254 255,255,255 246,246,246 255,255,255 255,255,255 246,246,246 250,250,250 255,255,255 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255 252,252,252 241,241,241 227,227,227 218,218,218 219,219,219 222,222,222 233,233,233 184,184,184 234,234,234 255,255,255 244,244,244 252,252,252 244,244,244 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 253,253,253 249,249,249 249,249,249 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 252,252,252 254,254,254 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 251,251,251 251,251,251
255,255,255 254,254,254 254,254,254 254,254,254 250,250,250 244,244,244 243,243,243 247,247,247 247,247,247 247,247,247 251,251,251 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 252,252,252 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 248,248,248 240,240,240 255,255,255 254,254,254 254,254,254 244,244,244 237,237,237 250,250,250 245,245,245 226,226,226 249,249,249 255,255,255 244,244,244 245,245,245 255,255,255 255,255,255 238,238,238 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 251,251,251 255,255,255 244,244,244 249,249,249 255,255,255 254,254,254 245,245,245 247,247,247 250,250,250 250,255,255 247,253,252 230,239,229 243,253,237 253,255,242 248,254,237 255,255,247 255,248,251 255,242,255 255,240,255 255,237,255 255,233,255 255,229,255 255,230,255 255,233,255 255,236,255 249,247,253 247,245,251 247,246,250 248,247,249 248,248,248 248,248,248 247,248,246 247,248,246 240,240,240 241,240,242 251,250,254 255,252,255 253,249,255 253,249,255 254,249,255 250,244,255 247,255,238 242,250,233 255,255,242 255,255,244 250,250,238 251,247,242 255,249,250 255,253,255 255,252,252 255,255,248 255,255,246 255,255,243 253,255,246 250,252,252 246,247,255 243,241,255 255,255,255 237,237,237 209,209,209 186,186,186 185,185,185 187,187,187 186,186,186 198,198,198 172,172,172 167,167,167 160,160,160 154,154,154 148,148,148 141,141,141 133,133,133 127,127,127 129,129,129 132,132,132 133,133,133 130,130,130 127,127,127 127,127,127 132,132,132 137,137,137 134,134,134 125,125,125 213,213,213 255,255,255 251,251,251 255,255,255 242,242,242 244,244,244 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 255,255,255 254,254,254 251,251,251 250,250,250 252,252,252 253,253,253 254,254,254 254,254,254 250,250,250 246,246,246 244,244,244 246,246,246 251,251,251 255,255,255 254,254,254 253,253,253 233,233,233 233,233,233
