50 170
252,255,236 252,255,239 254,255,244 255,255,250 255,254,254 255,253,255 255,254,253 255,255,247 255,255,240 252,255,230 249,255,229 251,255,236 251,255,245 247,252,251 243,245,255 243,243,255 255,250,255 253,236,247 255,245,254 255,251,255 255,246,253 255,246,250 255,253,255 255,252,254 255,252,255 255,252,255 255,251,255 255,250,255 255,248,255 255,248,255 255,247,255 255,246,255 255,236,255 255,242,255 255,246,255 255,246,255 255,242,255 253,243,255 255,246,255 255,248,255 255,249,255 248,243,255 245,243,255 251,249,255 250,251,255 242,248,255 243,251,251 248,255,254 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,251,255 255,252,255 255,254,254 254,255,253 254,255,250 255,255,250 255,254,253 255,254,254 251,252,255 243,249,254 240,252,255 243,255,255 248,255,254 255,255,247 255,255,242 255,255,242 251,255,247 250,255,247 246,255,247 239,255,247 234,255,248 228,255,248 225,255,248 223,255,249 221,255,247 226,255,250 229,255,250 237,255,251 244,255,252 249,255,251 254,255,253 255,253,252 255,252,255 255,252,255 255,251,255 252,248,255 248,245,255 248,246,255 255,250,255 255,253,255 255,250,250 255,252,248 255,253,247 255,255,249 255,255,252 255,255,255 250,254,255 246,254,255 244,255,245 243,254,246 246,252,251 249,254,255 248,255,255 246,255,254 239,255,244 231,255,232 234,255,228 231,255,218 235,255,215 248,255,222 255,255,231 255,253,238 255,246,246 255,245,254 247,255,234 247,255,237 248,255,242 248,255,246 248,255,250 247,253,252 247,252,251 246,252,247 248,253,244 247,251,239 250,253,237 255,255,242 255,255,242 255,255,245 255,255,244 255,252,243 255,250,255 252,253,255 235,255,255 233,255,255 250,254,255 255,250,255 255,248,254 255,251,254 250,255,254 232,253,250 240,253,251 255,254,255 255,252,255 255,253,255 242,253,251 224,255,252 255,255,255 255,255,255 255,255,255 254,254,254 252,254,254 252,254,254 251,255,255 251,255,255 251,255,255 251,255,255
252,255,240 254,255,243 254,255,247 255,255,251 255,253,255 255,253,255 255,254,253 255,255,248 255,255,244 253,255,235 250,255,233 255,255,240 255,255,248 250,252,252 248,247,255 246,246,255 250,241,238 241,232,229 255,246,242 255,255,249 255,249,240 253,247,236 255,255,247 255,255,247 255,255,247 255,255,248 255,255,249 255,255,252 255,255,254 255,253,255 255,253,255 255,253,255 253,243,255 255,245,255 255,248,255 255,251,253 255,252,253 255,254,255 255,253,255 254,251,255 251,247,255 247,244,255 248,245,255 251,251,255 251,251,255 246,249,254 244,249,250 246,252,251 252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,255 255,253,255 255,255,255 255,255,254 255,255,252 255,255,252 255,255,254 255,255,255 252,253,255 243,249,254 239,250,254 242,255,255 247,255,253 252,253,244 255,253,240 255,255,243 255,255,252 255,255,254 253,255,254 250,255,254 246,255,255 244,255,255 243,255,255 243,255,255 242,254,254 245,254,255 250,253,255 255,253,255 255,252,255 255,250,255 255,249,255 255,247,255 255,253,255 255,253,255 255,251,255 251,250,255 252,250,255 251,249,255 251,248,255 253,247,252 255,252,252 255,252,248 255,253,246 255,254,247 255,255,252 253,255,255 248,255,255 245,254,255 240,255,237 240,255,240 244,255,245 251,253,253 255,251,255 255,249,255 252,244,254 246,243,245 238,240,234 234,244,228 238,250,228 248,255,235 254,255,241 255,255,243 255,255,249 255,254,252 250,255,226 251,255,231 253,255,238 254,255,245 255,253,253 255,251,255 255,250,255 255,249,255 249,241,252 246,238,248 249,241,248 255,248,254 255,251,255 255,248,255 255,245,255 255,243,255 255,250,255 252,253,255 235,255,255 233,255,255 249,254,255 255,250,255 255,248,255 255,251,255 248,255,255 236,255,255 241,255,253 255,252,253 255,246,249 255,243,245 240,251,249 230,255,255 255,254,254 255,254,254 253,253,253 253,253,253 252,254,254 252,254,254 251,255,255 251,255,255 251,255,255 251,255,255
255,255,247 255,255,248 255,255,251 255,254,254 255,253,255 255,253,255 255,254,254 255,255,251 255,255,247 251,253,241 251,253,241 254,255,245 255,255,249 250,248,247 245,244,248 246,244,250 251,248,243 244,242,234 252,250,242 255,255,245 242,242,230 237,237,223 249,250,234 255,255,242 255,255,244 255,255,245 255,255,247 255,255,248 255,255,249 255,255,252 255,255,252 255,255,254 250,255,246 247,252,243 246,253,240 249,255,243 253,255,245 253,255,247 248,253,244 243,247,242 246,248,249 252,252,255 253,252,255 253,252,255 253,252,255 253,254,255 252,254,255 246,248,248 240,240,240 239,239,239 243,243,243 249,249,249 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,255,255 255,255,254 255,255,252 255,255,252 255,255,254 255,255,255 253,254,255 247,253,255 244,253,255 246,255,255 250,255,254 253,255,249 255,255,246 255,255,245 255,255,254 255,255,254 255,254,255 255,254,255 255,254,255 255,253,255 255,253,255 255,251,255 255,249,255 255,249,255 255,249,255 255,249,255 255,249,255 255,247,255 255,247,255 255,246,255 255,255,252 255,254,253 254,251,253 252,252,255 251,253,255 251,253,255 252,252,255 249,248,252 255,255,255 255,254,250 255,251,246 255,252,247 254,255,251 251,255,254 248,255,255 242,254,255 237,255,233 240,255,237 248,255,244 255,251,252 255,245,255 255,239,255 255,232,255 255,229,255 255,230,255 254,236,253 253,245,255 249,254,255 240,254,252 230,250,245 226,250,242 227,254,245 255,253,234 255,253,238 255,253,244 255,251,251 255,249,255 255,249,255 255,248,255 255,247,255 250,236,254 248,234,252 251,237,255 255,242,255 255,245,255 255,242,255 255,239,255 255,239,255 255,251,255 254,253,255 236,255,255 233,255,255 247,254,255 255,250,255 255,248,255 255,250,255 244,255,255 234,255,255 241,255,255 255,250,252 255,241,246 254,240,242 244,250,249 234,255,254 252,252,252 252,252,252 253,253,253 253,253,253 252,254,254 253,255,255 251,255,255 251,255,255 251,255,255 251,255,255
255,253,255 255,253,255 255,253,255 255,253,255 254,253,255 254,253,255 254,253,255 252,254,254 255,255,255 253,254,252 253,254,252 255,255,254 255,254,253 252,248,247 249,244,243 249,244,243 253,252,255 249,248,255 245,245,251 243,244,248 234,236,237 230,232,232 241,244,242 253,255,254 250,255,253 250,255,253 250,255,254 250,255,254 250,254,255 250,253,255 250,253,255 250,253,255 246,255,242 241,255,236 239,255,234 244,255,236 244,255,236 240,253,231 232,244,226 229,238,225 246,250,244 253,255,254 255,254,255 249,246,248 249,246,248 255,255,255 255,254,255 252,248,247 238,238,238 237,237,237 242,242,242 249,249,249 252,252,252 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,254,255 253,255,255 253,255,255 255,255,254 255,255,254 255,255,254 255,255,254 253,255,255 249,253,254 248,253,255 247,254,255 248,255,255 251,255,255 255,255,252 255,255,251 255,255,249 254,255,247 254,255,247 255,255,248 255,255,250 255,254,251 255,253,253 255,252,254 255,252,254 255,250,254 255,252,254 255,252,254 255,254,254 255,254,254 255,253,251 255,254,250 255,253,249 255,255,247 255,255,247 255,254,250 252,254,254 251,255,255 250,255,255 250,254,255 251,254,255 253,255,255 251,254,252 249,250,248 248,252,247 250,255,251 250,255,254 246,255,254 243,254,252 243,255,244 248,255,245 255,254,249 255,250,254 255,245,255 255,239,255 255,234,255 255,231,255 255,238,255 255,242,255 255,246,255 248,250,255 232,246,255 214,240,246 207,240,243 209,245,245 255,244,255 255,244,255 255,246,255 255,247,255 255,248,255 255,250,255 255,250,251 254,251,246 252,250,242 248,249,239 250,251,242 255,254,253 255,253,255 255,249,255 253,245,255 255,246,255 255,251,254 255,253,255 240,255,255 235,255,255 245,254,255 255,251,255 255,249,255 255,251,255 232,246,252 226,251,255 238,255,255 255,252,255 255,249,253 255,247,249 250,253,251 241,255,254 254,254,254 254,254,254 255,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 251,255,255 251,255,255
255,248,255 255,249,255 255,250,255 255,252,255 254,254,254 252,254,254 250,255,254 250,253,255 249,252,255 250,249,255 254,251,255 255,253,255 255,253,255 255,253,250 255,253,244 255,255,244 250,250,255 243,243,255 236,236,252 238,239,253 242,244,255 239,241,251 241,244,252 250,254,255 249,253,255 249,253,255 249,253,255 249,253,255 249,252,255 249,252,255 249,251,255 249,251,255 242,255,244 239,255,240 239,255,240 242,255,242 239,255,237 232,245,229 228,238,225 230,238,227 246,251,242 254,255,250 249,248,244 237,233,232 237,233,232 252,247,246 255,254,251 255,248,245 247,247,247 246,246,246 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,253,255 249,253,254 251,253,254 253,253,253 255,253,253 253,254,252 251,254,252 249,254,253 238,243,242 240,245,246 245,249,250 247,251,252 250,252,252 251,253,253 248,253,251 246,251,249 250,255,248 252,255,248 252,255,250 254,255,251 255,254,254 255,253,255 255,252,255 255,252,255 255,251,255 254,253,255 249,254,255 246,255,255 243,255,254 238,255,251 235,255,250 232,255,247 255,255,242 255,255,244 255,255,247 248,252,246 242,247,245 241,247,246 247,252,253 250,255,255 249,254,255 247,252,253 245,251,250 246,253,250 249,255,253 250,255,252 247,255,251 245,255,249 255,245,255 255,246,255 255,249,255 255,250,254 255,250,253 255,248,251 255,247,251 255,246,254 255,245,255 253,245,255 250,248,255 247,249,255 238,245,255 229,241,251 230,246,253 237,253,255 250,233,255 250,235,255 251,239,255 251,243,255 249,249,255 248,253,251 247,255,240 245,255,230 249,255,229 245,255,225 246,255,228 248,255,233 246,255,238 242,255,240 241,255,243 244,255,249 255,252,253 255,254,253 243,255,254 238,255,255 243,255,255 254,251,255 255,250,255 249,251,255 229,247,254 226,251,255 235,252,255 253,252,255 255,252,255 255,252,255 255,255,254 246,255,250 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 252,254,254 251,253,253 253,255,255 253,255,255
255,245,255 255,247,255 255,249,255 255,253,255 252,255,253 250,255,251 249,255,253 247,254,255 233,235,245 236,236,250 244,241,255 255,248,255 255,253,255 255,252,248 255,255,243 255,255,241 243,247,255 241,246,255 236,241,250 243,249,255 248,254,255 243,248,249 231,237,236 237,244,241 248,255,252 248,255,250 248,255,250 248,255,250 248,255,250 248,255,250 248,255,250 248,255,250 238,252,251 235,247,247 237,249,249 244,255,253 242,253,251 235,243,242 235,242,239 241,247,242 250,254,249 255,255,251 251,248,243 237,234,229 238,234,229 254,248,243 255,255,252 255,252,249 253,253,253 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 243,253,253 245,253,253 250,252,253 254,251,253 254,252,252 252,252,252 248,253,252 247,253,252 237,243,242 242,247,246 249,249,249 251,248,250 251,250,252 249,254,255 242,253,255 235,250,253 253,250,255 253,250,255 255,249,255 255,248,255 255,247,255 255,246,255 255,246,255 253,246,255 249,247,255 247,248,255 242,251,255 237,253,255 232,255,255 227,255,255 224,255,255 221,255,255 254,255,239 255,255,244 255,255,244 247,251,240 236,241,232 234,238,233 240,245,244 248,253,254 242,249,252 243,250,253 245,252,255 246,254,254 249,255,253 249,255,251 250,255,250 250,255,248 255,238,255 255,243,255 255,248,255 255,253,253 254,255,245 246,255,241 241,255,242 239,255,247 238,255,251 239,252,254 244,252,255 250,252,255 253,249,254 254,247,244 255,252,243 255,255,245 237,234,255 238,236,255 240,241,255 241,245,255 242,251,255 243,255,254 243,255,246 243,255,240 243,255,236 242,255,232 241,255,232 243,255,235 239,255,235 234,255,231 233,255,232 237,255,237 255,253,250 255,255,250 247,255,251 242,255,254 245,255,255 252,252,255 252,251,255 247,253,255 237,255,255 233,255,255 236,251,254 247,246,250 255,248,250 255,253,254 255,255,252 253,255,249 250,255,254 251,255,255 251,255,255 253,255,255 253,255,255 253,255,255 252,254,254 250,252,252 253,255,255 253,255,255
255,244,255 255,246,255 255,249,255 255,254,254 252,255,248 249,255,247 247,255,250 245,255,254 224,229,238 229,229,245 238,236,255 252,245,255 255,249,255 255,249,245 255,254,240 255,255,240 248,251,255 251,255,255 246,250,251 248,253,252 251,255,254 241,247,242 226,234,224 235,243,232 249,255,245 251,255,245 251,255,243 251,255,242 251,255,242 251,255,242 251,255,242 251,255,242 242,242,255 234,234,252 235,233,252 245,243,255 250,249,255 247,244,255 247,243,254 251,249,255 255,255,255 255,255,252 255,253,248 250,247,239 250,246,241 255,253,248 255,255,252 255,254,254 253,253,253 251,251,251 251,251,251 254,254,254 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 239,255,253 244,254,254 251,253,254 255,252,254 255,252,254 253,252,254 248,254,253 244,255,252 244,253,250 252,255,251 255,253,252 253,247,248 249,248,252 245,253,255 236,255,255 226,253,255 255,248,255 255,248,255 255,247,255 255,246,255 255,246,255 255,245,255 255,244,255 253,244,255 253,244,255 252,246,255 250,248,255 250,250,255 250,251,255 247,252,255 247,253,255 244,252,255 250,255,241 254,255,243 253,255,242 250,253,238 244,245,235 243,243,237 246,247,245 250,252,253 238,242,247 243,247,252 247,253,255 250,255,255 250,255,254 250,254,248 255,255,247 255,255,247 255,243,255 255,247,255 255,253,253 251,255,245 238,255,237 227,255,234 222,255,236 223,255,243 230,255,252 236,255,255 245,255,255 255,255,254 255,255,246 255,254,232 255,255,222 255,255,220 236,250,248 238,251,249 240,253,251 243,253,253 244,254,254 247,253,255 249,252,255 249,251,255 247,248,255 246,247,255 248,250,255 249,252,255 246,251,254 240,249,246 240,251,243 245,255,245 255,255,247 255,255,248 252,255,250 247,255,251 249,255,253 250,255,254 250,253,255 247,254,255 234,249,251 236,254,255 244,254,254 248,248,248 255,247,247 255,252,250 255,255,251 255,254,249 243,249,248 245,251,250 248,253,252 251,255,255 253,255,255 253,255,255 254,254,254 253,253,253 255,255,255 255,255,255
255,244,255 255,247,255 255,251,255 255,255,251 252,255,246 249,255,243 247,255,246 245,255,251 229,238,242 234,237,251 245,244,255 255,250,255 255,251,255 255,251,251 255,255,245 255,255,242 248,247,255 253,252,255 246,245,254 248,246,252 255,254,255 246,245,247 239,239,239 255,255,254 255,254,250 255,255,249 255,255,247 255,255,246 255,255,245 255,255,243 255,255,243 255,255,243 252,240,255 238,225,249 234,221,247 247,234,255 255,245,255 255,244,255 252,242,255 254,246,255 255,251,253 255,254,250 255,255,248 255,255,247 255,254,249 255,254,253 255,252,254 255,250,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 238,255,254 243,255,254 252,254,255 255,252,255 255,251,255 254,253,255 247,255,255 243,255,253 246,255,252 253,255,251 255,251,248 252,241,243 244,240,246 234,246,255 222,251,255 210,251,255 235,255,254 235,255,254 235,255,255 235,255,255 235,255,255 237,254,255 239,254,255 241,254,255 246,253,255 250,254,255 255,254,254 255,254,254 255,254,252 255,253,250 255,253,248 255,251,247 242,255,244 244,255,244 248,255,244 254,255,242 255,255,244 255,255,246 255,255,251 255,254,255 238,237,241 243,245,253 251,253,255 251,254,255 254,254,254 255,252,247 255,255,247 255,255,245 255,248,255 255,253,255 250,255,249 240,255,239 229,255,231 220,255,227 219,255,229 225,255,237 232,255,244 237,251,247 248,250,250 255,255,252 255,255,245 255,255,236 255,255,225 255,255,221 247,255,227 248,255,228 249,255,232 251,255,238 255,255,245 255,251,252 255,246,255 255,240,255 255,238,255 255,235,255 255,236,255 255,239,255 255,239,255 255,238,255 255,243,255 255,250,255 255,255,247 255,255,247 254,255,247 252,255,248 250,255,250 250,255,251 250,255,253 249,255,253 225,234,231 238,247,244 250,255,254 255,255,254 255,254,250 255,254,251 255,255,250 255,252,247 235,243,242 238,246,245 243,249,248 247,253,252 250,255,254 253,255,255 255,255,255 255,254,254 255,255,255 255,255,255
255,246,255 255,249,255 255,253,255 255,255,248 252,255,243 248,255,240 245,255,241 242,255,244 246,255,254 242,248,255 230,232,243 251,251,255 243,239,250 255,252,255 254,250,249 255,255,252 255,249,255 255,249,255 255,250,255 254,247,255 254,247,255 255,249,255 253,245,255 247,240,247 255,250,252 255,251,252 255,253,252 255,252,247 250,244,237 245,239,232 250,245,236 255,254,245 255,246,255 254,237,248 250,233,247 255,241,255 255,247,255 255,245,255 255,244,255 255,252,255 249,244,243 255,255,249 240,239,229 255,255,247 255,255,254 255,253,255 250,246,255 255,250,255 252,252,252 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 234,255,252 241,254,252 254,253,255 255,251,255 253,239,250 234,230,236 226,236,236 236,253,249 237,252,244 250,255,246 255,253,249 255,242,244 243,238,247 236,252,255 212,254,255 177,234,255 182,255,249 180,255,249 181,255,250 186,255,251 186,255,250 189,255,248 191,255,245 199,255,245 210,255,247 223,255,249 229,255,242 235,249,237 255,255,246 255,255,247 255,249,242 255,251,245 223,245,243 237,255,253 246,255,251 252,255,247 255,255,245 255,255,247 255,255,249 255,250,250 255,252,255 255,251,255 255,251,255 253,250,255 254,249,251 255,248,245 255,254,245 255,255,245 242,246,255 232,242,252 226,245,242 229,255,238 231,255,234 230,255,229 232,255,226 240,255,231 249,255,241 248,251,242 255,254,255 244,239,248 255,251,255 242,244,254 244,255,255 234,249,252 254,255,243 254,255,241 244,250,227 255,255,238 255,255,231 255,255,241 252,240,228 249,231,230 255,245,255 255,236,255 255,234,255 255,240,255 255,236,255 255,240,255 255,245,255 255,240,255 250,255,249 246,254,244 244,249,240 255,255,249 255,255,249 253,255,249 248,253,244 248,253,244 238,241,232 238,238,232 243,245,239 251,255,252 246,253,250 242,249,246 250,255,254 248,253,252 242,253,251 231,242,240 244,252,251 250,255,255 242,247,246 244,246,246 255,255,255 254,252,252 255,253,253 255,253,253
255,249,255 255,251,255 255,254,253 254,255,247 252,255,243 249,255,239 248,255,239 247,255,241 246,255,247 248,255,255 240,246,253 232,236,247 219,219,235 237,237,255 249,247,255 239,237,255 241,241,247 246,246,252 249,250,254 250,251,255 255,254,255 255,254,255 255,255,255 255,255,254 255,255,251 255,255,249 255,255,247 255,255,243 250,250,234 244,244,226 250,249,229 255,255,238 255,247,233 255,255,247 255,253,249 250,236,238 255,243,249 255,251,255 255,252,255 255,251,248 255,255,248 255,255,243 253,255,241 252,255,246 247,247,247 248,246,255 246,240,255 246,239,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 251,251,251 250,250,250 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 230,255,248 239,252,250 255,253,255 255,244,255 255,242,255 235,230,239 228,240,242 233,253,248 240,255,246 254,255,246 255,255,248 255,249,250 245,241,252 220,242,255 167,221,246 110,183,211 50,171,203 54,178,208 62,187,215 68,194,218 74,200,218 81,204,218 90,211,221 102,215,225 119,222,231 149,240,249 171,249,255 188,250,255 202,252,255 207,243,255 208,235,255 218,239,255 216,254,255 223,255,255 232,255,255 239,250,247 254,253,243 255,255,247 255,255,247 255,248,245 255,252,255 255,249,255 255,249,255 255,250,255 255,252,255 255,252,252 255,254,246 255,255,244 233,232,255 236,240,255 239,253,255 236,255,255 233,255,242 229,255,230 235,255,228 244,255,235 237,247,230 247,248,246 253,250,255 225,224,255 225,231,255 212,226,255 211,235,255 194,223,255 237,228,255 242,235,255 236,233,255 249,252,255 243,248,233 255,255,234 254,255,219 255,255,222 255,255,229 255,255,235 255,248,231 255,249,240 255,255,252 255,253,255 237,229,230 255,254,255 232,255,255 231,251,246 247,255,251 247,251,245 255,255,249 235,241,230 246,253,240 255,255,247 247,241,230 255,255,248 255,255,250 246,255,254 218,240,238 221,246,248 228,250,255 227,246,253 244,255,255 238,251,249 239,250,248 245,253,252 250,255,254 253,255,255 255,255,255 255,254,255 255,250,251 255,250,251
