50 170
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 251,251,251 253,253,253 254,254,254 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,255,252 250,255,251 250,255,253 253,255,255 253,252,254 253,249,254 255,251,255 255,253,255 253,247,248 255,255,252 241,238,230 255,255,245 255,255,241 255,255,238 241,249,219 253,255,232 255,255,255 255,255,254 253,254,252 249,250,246 250,251,247 254,255,250 255,255,251 255,255,251 255,255,251 255,255,252 255,255,254 255,255,255 255,254,255 255,254,255 254,253,255 253,251,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,254,225 255,255,239 255,254,248 255,239,248 255,235,254 255,244,255 255,248,255 255,250,253 255,255,248 255,255,241 253,255,237 240,253,229 233,245,233 239,248,251 240,247,255 237,241,255 243,255,230 241,255,229 240,255,234 239,255,238 238,255,246 236,247,255 232,237,255 229,228,255 224,217,255 207,194,255 194,176,255 193,170,255 185,157,255 167,136,255 153,119,255 149,114,255 147,154,217 142,149,212 142,149,212 144,152,212 139,147,207 136,144,203 149,157,216 170,179,236 187,196,253 184,194,248 186,196,250 196,207,255 211,222,255 218,229,255 216,227,255 209,220,255 231,239,255 229,244,253 230,252,234 233,255,218 237,255,216 244,255,224 247,255,237 248,255,246 253,255,252 253,255,243 255,255,234 255,255,226 251,255,218 251,255,226 255,255,245 255,253,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 245,253,246 244,250,245 246,251,249 253,255,255 255,254,255 253,250,252 253,247,252 255,249,254 249,242,245 255,254,255 255,255,252 244,242,234 255,255,248 247,252,237 255,255,244 255,255,242 249,249,249 254,254,254 255,255,255 255,255,254 255,255,252 252,253,249 252,254,248 255,255,251 251,253,247 253,254,250 254,255,253 253,253,253 251,250,252 249,248,252 250,249,253 252,250,255 252,252,252 252,252,252 252,252,252 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,242 255,251,241 255,249,245 255,252,255 255,250,255 255,250,255 255,244,252 247,243,242 253,254,245 242,247,232 240,250,234 250,255,249 246,255,255 242,250,255 236,242,255 241,245,255 228,235,255 217,223,246 195,200,225 165,169,197 131,135,164 99,101,135 74,75,113 60,59,103 74,71,120 72,68,120 75,69,126 77,70,131 69,61,126 59,50,117 63,53,123 75,65,135 60,62,120 59,61,119 64,67,122 70,73,128 65,68,123 55,59,112 58,62,115 68,72,123 50,54,105 61,66,115 67,72,121 61,67,114 52,58,105 60,66,113 87,93,138 112,118,163 143,140,202 172,172,220 207,215,238 232,245,247 242,254,248 244,252,251 248,250,255 251,248,255 250,244,255 246,242,254 255,255,251 255,255,241 255,255,237 254,255,236 249,248,238 255,255,254 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 231,238,231 231,238,231 239,243,238 251,254,252 255,255,255 255,254,255 255,250,252 252,246,251 249,242,249 239,232,239 253,249,255 245,241,246 254,253,255 242,243,247 253,255,255 241,245,246 252,251,255 251,250,252 251,250,252 250,250,250 240,241,239 232,233,231 239,240,236 252,253,249 253,254,250 255,255,252 255,255,254 255,255,255 252,251,253 251,250,252 253,252,255 255,254,255 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 249,249,249 253,253,253 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 249,241,242 255,254,255 255,254,255 247,242,241 236,232,231 246,243,239 255,255,251 255,255,252 253,255,254 243,249,248 221,227,232 214,220,231 223,229,248 217,222,247 171,176,207 121,126,159 87,70,157 82,66,150 73,58,139 65,52,128 63,52,120 71,63,123 86,81,132 97,96,136 100,102,133 108,113,134 125,133,146 143,154,158 153,167,163 162,177,169 182,199,186 203,220,206 192,192,238 188,188,234 188,188,234 188,189,233 177,178,222 160,161,205 150,152,193 151,153,194 162,164,204 157,159,199 144,147,185 121,124,162 95,98,136 75,79,114 67,71,106 65,69,104 68,49,146 67,51,138 66,55,125 71,65,120 95,89,136 139,130,181 193,179,237 229,212,255 247,229,255 253,237,255 255,245,255 236,229,242 243,241,241 255,255,252 250,249,245 255,253,252 249,249,249 252,252,252 254,254,254 252,252,252 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 234,241,234 232,239,232 239,243,237 252,253,249 255,255,254 255,255,255 248,245,247 243,239,244 233,228,237 243,236,249 253,248,255 253,249,255 233,231,251 250,248,255 249,246,255 228,227,253 255,252,255 252,250,255 251,249,255 253,252,255 247,246,248 240,240,240 247,248,246 255,255,254 255,255,254 255,255,254 254,255,253 255,255,255 255,255,255 255,254,255 255,254,255 254,253,255 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 248,248,248 242,242,242 242,242,242 247,247,247 250,250,250 233,228,243 237,234,243 233,235,236 233,237,231 244,251,238 251,255,247 248,255,247 231,237,236 230,235,244 245,248,255 233,235,255 177,179,214 115,118,156 82,86,121 71,78,111 67,75,105 78,56,151 103,82,175 140,121,208 176,160,238 203,189,255 222,213,255 236,231,255 244,243,255 246,250,255 243,252,255 240,254,243 244,255,240 244,255,233 240,255,225 238,255,219 240,255,220 247,244,255 241,238,255 240,237,255 243,240,255 243,241,255 239,237,255 238,236,255 240,238,255 242,240,255 236,235,255 234,233,255 243,242,255 248,248,255 248,248,255 235,235,255 218,218,242 199,178,255 168,148,237 127,109,192 99,81,158 87,70,144 84,64,141 79,57,139 74,50,134 120,97,179 169,146,220 240,222,255 252,237,255 255,246,255 255,250,255 232,230,236 255,254,255 246,246,246 250,250,250 252,252,252 248,248,248 242,242,242 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,255,251 248,252,246 247,251,245 253,255,249 255,255,252 249,248,244 239,237,237 233,229,234 237,234,243 255,250,255 249,244,255 177,173,202 115,111,146 185,181,222 228,224,255 244,241,255 245,241,253 243,239,250 249,245,255 255,252,255 255,253,255 254,253,255 253,253,253 255,255,255 255,255,254 250,251,249 246,247,245 248,248,248 254,254,254 255,254,255 252,251,253 247,246,248 251,251,251 254,254,254 255,255,255 252,252,252 245,245,245 243,243,243 246,246,246 250,250,250 255,255,255 255,255,255 250,250,250 237,237,237 230,230,230 237,237,237 247,247,247 253,253,253 241,242,255 229,232,240 223,231,230 233,245,233 241,254,238 240,255,241 241,252,250 244,252,255 234,236,255 155,153,199 83,78,133 61,58,113 68,68,116 91,95,130 146,156,180 206,219,235 243,235,255 244,237,255 242,235,255 236,231,255 229,225,255 228,226,255 234,235,255 240,243,255 235,240,249 232,239,242 234,243,240 242,253,243 248,255,247 248,255,244 248,255,242 247,255,241 248,242,255 243,237,255 241,235,254 245,239,255 249,243,255 251,245,255 253,247,255 255,250,255 246,241,255 247,242,255 247,243,255 245,241,253 244,240,252 244,240,252 246,242,254 247,243,255 250,242,255 243,234,255 237,226,255 238,225,255 232,217,255 202,187,249 154,137,204 116,97,166 91,71,144 72,52,125 111,91,163 174,158,219 235,222,255 253,245,255 236,234,246 253,255,255 247,247,247 251,251,251 254,254,254 250,250,250 244,244,244 243,243,243 249,249,249 255,255,255 255,255,255 255,255,255
255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 250,250,250 252,252,252 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,255,254 249,253,248 249,250,246 253,255,249 254,255,250 249,251,245 244,245,241 242,242,242 252,252,255 240,240,254 245,243,255 145,142,174 73,69,110 66,62,111 136,131,186 216,213,255 254,248,255 252,247,255 250,246,255 249,245,255 250,247,255 251,249,255 252,251,255 253,252,254 255,255,255 250,250,250 247,247,247 249,249,249 255,255,255 255,255,255 254,253,255 249,248,250 253,253,253 255,255,255 255,255,255 252,252,252 248,248,248 246,246,246 247,247,247 250,250,250 252,252,252 254,254,254 246,246,246 233,233,233 230,230,230 242,242,242 253,253,253 255,255,255 240,249,252 246,255,255 243,255,251 227,243,232 231,247,236 242,255,255 226,235,249 193,195,230 86,83,138 55,47,117 60,52,123 127,121,186 203,203,251 239,243,255 238,249,255 232,246,244 228,236,229 237,245,238 249,255,251 250,255,252 250,255,254 250,255,255 248,253,254 246,251,254 247,251,255 250,253,255 250,252,255 250,252,255 249,250,255 245,246,255 247,247,255 250,250,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,248,255 251,244,249 248,241,246 255,253,255 255,253,255 255,253,255 255,253,255 255,248,251 254,247,250 255,253,255 255,253,255 252,255,236 250,255,241 249,252,250 250,250,255 251,249,255 249,245,255 241,238,255 233,228,255 215,207,247 142,130,182 74,59,121 70,54,118 128,115,169 209,202,237 251,251,255 239,244,243 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255
255,255,255 253,253,253 248,248,248 245,245,245 245,245,245 247,247,247 251,251,251 254,254,254 250,250,250 254,254,254 255,255,255 255,255,255 249,249,249 246,246,246 249,249,249 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 247,249,250 245,247,248 249,249,249 254,255,251 255,255,251 253,255,247 252,254,248 255,255,252 250,252,253 227,228,238 248,250,255 230,230,255 185,185,225 104,104,152 70,70,124 115,113,172 243,237,255 253,247,255 255,249,255 253,248,255 251,247,255 255,252,255 255,254,255 252,251,253 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 251,251,251 241,241,241 241,241,241 252,252,252 255,255,255 254,254,254 238,252,241 245,255,248 240,255,245 238,252,246 243,255,255 235,242,255 156,158,193 66,61,116 54,44,114 142,130,206 226,215,255 244,236,255 233,233,255 232,238,251 240,253,245 244,255,240 253,255,240 253,255,241 249,255,237 241,249,232 238,245,230 242,248,237 248,252,246 253,255,254 248,250,251 249,249,255 249,248,255 246,243,255 244,241,255 245,241,255 249,244,255 251,246,255 251,243,243 255,247,247 255,251,251 255,254,254 255,254,254 255,254,254 255,254,254 255,254,254 254,247,244 251,244,241 251,244,241 255,249,246 255,255,252 255,255,252 255,252,249 253,246,243 255,255,209 255,255,217 249,255,227 242,250,233 239,244,235 241,249,239 250,255,248 250,255,249 248,255,255 248,248,255 201,194,239 136,124,182 76,64,116 115,110,142 222,224,234 235,242,237 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 247,247,247 242,242,242 242,242,242 245,245,245 251,251,251 254,254,254 250,250,250 255,255,255 255,255,255 252,252,252 241,241,241 235,235,235 237,237,237 243,243,243 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 252,251,255 253,251,255 255,254,255 255,255,254 254,255,250 248,251,242 247,251,240 248,253,244 251,255,252 244,249,250 242,247,255 238,244,255 232,236,255 212,217,255 93,98,143 59,63,112 167,160,181 205,198,219 240,234,253 252,247,255 255,251,255 255,252,255 242,240,246 224,223,227 244,243,245 251,251,251 255,255,255 254,254,254 248,248,248 246,246,246 251,251,251 255,254,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 255,255,255 247,247,247 248,255,245 236,248,236 243,255,249 246,254,255 199,204,225 109,109,145 69,64,115 84,76,137 217,206,255 226,217,255 233,224,255 235,230,255 243,242,255 251,255,255 251,255,244 253,255,238 249,250,246 249,250,246 250,251,247 252,253,249 255,255,252 255,255,252 255,255,254 253,254,252 255,255,254 243,243,243 232,232,232 233,233,233 246,246,246 255,255,255 255,255,255 249,248,250 255,254,249 255,255,251 255,255,251 255,253,248 254,250,245 255,251,246 255,252,247 255,253,248 255,255,251 255,253,248 253,249,244 254,250,245 255,253,248 255,255,251 255,255,250 255,253,248 251,255,211 253,255,221 253,255,236 251,255,244 245,249,243 236,246,230 227,242,215 221,239,208 236,250,232 246,255,255 243,243,255 230,222,255 118,111,156 76,74,103 196,202,207 249,255,247 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 251,251,251 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 252,252,252 245,245,245 241,241,241 242,242,242 245,245,245 251,251,251 255,255,255 255,255,255 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 248,248,248 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 254,254,254 255,255,255 253,253,253 248,248,248 255,255,255 255,255,255 253,253,253 243,243,243 249,249,249 251,249,255 253,249,255 255,253,255 252,251,253 243,244,240 251,255,244 255,255,247 252,255,246 251,255,248 248,255,249 242,250,250 239,248,255 243,251,255 225,235,255 207,217,247 79,88,121 90,83,104 238,231,252 245,239,255 255,250,255 246,242,254 249,246,255 255,253,255 223,222,226 233,232,234 241,241,241 253,253,253 255,255,255 247,247,247 237,237,237 244,244,244 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 244,252,241 251,255,254 226,229,237 226,224,246 112,108,144 66,60,107 110,102,155 222,215,255 230,225,255 235,231,255 242,239,255 249,249,255 255,254,255 255,255,251 255,255,247 255,255,242 251,247,255 252,248,255 254,250,255 255,252,255 255,253,255 254,253,255 252,251,253 251,251,251 255,255,254 246,247,243 234,236,230 234,237,228 244,248,237 254,255,247 255,255,247 254,255,246 255,255,251 255,255,250 254,254,248 255,255,251 255,255,251 255,255,249 254,254,248 255,255,249 254,254,248 255,254,250 255,254,250 255,255,251 255,255,251 255,254,250 255,254,250 254,253,249 255,249,242 255,251,254 255,249,255 255,248,255 245,242,255 223,228,227 220,232,214 239,255,228 240,255,236 246,255,255 239,240,255 233,229,255 110,103,146 73,71,100 219,225,230 247,255,246 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 240,240,240 238,238,238 238,238,238 230,230,230 242,242,242 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 254,254,254 255,255,255 255,255,255 248,248,248 249,249,249 250,250,250 252,252,252 255,255,255 255,255,255 253,253,253 240,240,240 243,243,243 254,254,254 255,255,255 251,251,251 253,253,253 254,254,254 254,254,254 255,255,255 250,247,255 245,243,255 249,246,255 250,249,251 246,247,243 251,254,245 253,255,245 244,249,234 240,247,232 251,255,247 248,255,251 235,246,244 224,236,240 221,233,243 228,241,255 129,141,159 86,80,99 230,224,243 247,241,255 248,243,255 248,244,255 255,252,255 255,254,255 251,250,252 255,255,255 253,253,253 250,250,250 248,248,248 246,246,246 243,243,243 244,243,245 246,245,247 246,246,246 250,250,250 254,254,254 252,252,252 247,247,247 244,244,244 246,246,246 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 250,250,250 247,247,247 244,244,244 254,249,255 249,244,255 247,241,255 136,125,163 66,55,101 132,122,169 224,218,255 242,240,255 246,247,255 248,254,253 247,253,242 236,240,228 229,228,218 231,226,223 250,240,246 255,251,255 254,253,255 254,253,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 254,253,255 255,254,255 245,245,245 234,234,234 234,234,234 244,244,244 253,254,252 255,255,254 254,255,253 250,254,249 247,251,246 248,252,247 252,255,251 253,255,252 251,255,250 252,255,251 253,255,254 253,255,254 253,255,254 253,255,254 252,255,253 252,255,253 253,255,254 253,255,254 253,255,254 255,243,255 255,234,255 243,221,255 250,232,255 251,241,255 234,233,249 231,241,235 246,255,245 239,255,243 231,242,246 242,245,255 163,159,201 62,55,100 129,126,158 242,243,255 239,244,245 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255
