50 170
250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 254,253,255 255,255,255 250,252,252 245,248,246 246,250,245 253,255,252 251,255,252 248,255,248 246,253,240 248,255,242 250,255,244 250,255,244 251,255,245 252,255,246 252,255,246 250,255,244 252,255,246 248,255,242 251,255,245 251,255,245 244,251,238 249,255,243 253,255,247 251,255,245 247,253,248 247,253,248 248,253,251 249,254,252 252,254,254 252,254,255 254,253,255 255,252,255 253,246,253 255,250,255 255,250,255 255,245,253 255,240,249 255,243,252 255,244,254 255,244,254 255,255,251 255,255,251 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,255 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,255 254,252,255 250,246,255 251,247,255 252,250,255 253,252,254 253,254,250 251,255,246 251,255,243 250,255,239 251,255,241 247,255,238 245,255,237 249,255,244 250,255,248 249,255,248 246,255,250 248,255,252 234,253,255 237,253,255 239,255,255 241,255,255 241,255,255 243,255,255 241,253,255 240,251,255 244,255,255 243,254,255 241,251,255 240,250,255 239,250,255 240,251,255 242,252,255 243,253,255 230,255,227 237,255,236 240,255,244 242,250,250 247,248,255 253,250,255 250,250,255 242,244,255 244,249,255 242,251,255 243,252,255 247,254,249 252,255,242 255,255,232 255,255,222 255,255,216 255,255,224 255,255,226 255,255,228 255,255,230 255,255,229 252,255,226 254,255,223 255,255,223 255,255,233 255,255,243 255,250,252 255,244,255 255,241,255 255,242,255 255,242,255 255,241,255 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 254,254,254 251,251,251 241,243,243 231,234,232 231,234,232 241,245,240 249,255,250 251,255,252 236,237,235 240,241,239 245,246,244 249,250,248 253,254,252 255,255,254 254,255,253 253,254,252 255,255,254 252,253,251 255,255,254 255,255,254 247,248,246 249,250,248 254,255,253 249,250,248 250,252,253 250,252,253 251,253,254 252,254,255 252,254,255 254,253,255 253,252,255 255,251,255 252,248,253 255,253,255 255,251,254 254,245,248 253,242,244 255,245,247 255,249,250 255,249,250 255,255,251 255,255,251 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,255 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,255 254,252,255 252,249,255 253,251,255 254,253,255 254,254,254 254,255,251 252,255,248 251,255,245 250,255,242 248,255,241 243,253,237 242,251,238 246,254,243 247,255,248 245,252,247 245,251,250 246,252,251 244,255,255 244,255,255 246,255,255 246,255,255 241,249,249 240,248,247 246,252,251 250,255,255 250,255,255 249,254,255 247,252,253 246,251,252 246,251,254 247,252,255 247,253,255 248,254,255 237,255,247 241,255,252 243,253,253 243,247,252 247,247,253 254,253,255 252,255,251 247,255,245 245,255,243 245,255,246 246,255,252 250,255,255 255,254,255 255,254,253 255,253,249 255,254,247 255,255,241 255,255,244 255,255,248 255,255,251 255,255,252 253,255,252 255,255,251 255,255,249 254,249,246 255,248,249 255,246,254 255,246,255 255,250,255 253,253,255 250,255,255 246,255,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 252,252,252 243,243,243 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,255,255 254,254,254 244,246,246 232,235,233 228,231,229 235,238,236 244,250,245 250,255,251 234,232,232 238,236,236 245,243,243 253,251,251 255,255,255 255,255,255 255,254,254 255,253,253 255,255,255 253,251,251 255,254,254 255,255,255 252,250,250 254,252,252 255,255,255 252,250,250 255,251,255 255,251,255 255,252,255 255,252,255 254,253,255 253,252,255 252,251,255 252,251,253 251,251,251 253,254,252 254,253,249 249,249,243 247,248,239 253,251,243 255,254,244 255,254,244 255,255,252 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,255 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 254,253,255 254,254,254 255,255,255 255,255,254 255,255,252 254,255,250 251,255,247 251,255,247 252,255,248 248,252,246 247,251,246 249,254,252 251,255,255 249,252,255 248,251,255 250,253,255 252,253,249 255,255,252 255,255,252 247,248,244 237,237,231 235,235,229 248,245,240 255,255,251 255,255,251 255,255,250 255,254,249 255,253,249 255,253,249 255,254,250 255,255,251 255,255,254 245,249,255 248,250,255 249,248,255 248,244,255 249,245,250 255,252,247 255,255,244 255,255,241 250,255,237 249,255,242 250,255,251 251,254,255 255,249,255 255,245,255 255,241,255 255,239,255 245,250,248 244,249,250 243,249,255 241,247,255 242,246,255 241,245,255 243,244,255 245,243,255 253,248,255 251,247,255 247,247,255 245,251,255 239,255,253 232,255,243 224,255,234 219,255,227 248,248,248 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255
250,250,250 254,254,254 254,254,254 250,250,250 244,244,244 242,242,242 248,248,248 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,255 246,248,248 237,240,238 234,237,235 235,240,238 238,243,241 250,245,242 250,245,242 254,249,246 255,255,252 255,255,252 255,255,252 255,253,250 255,254,251 255,252,249 249,244,241 254,249,246 255,255,252 255,253,250 255,255,252 255,255,252 255,255,252 255,251,255 255,251,255 255,252,255 255,252,255 255,251,255 254,251,253 251,251,251 251,252,250 248,252,247 249,255,249 249,255,247 245,253,242 244,254,241 247,255,244 247,255,242 245,255,240 255,255,252 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,255,255 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 251,253,247 252,254,248 253,255,249 254,255,250 255,255,251 255,255,252 255,255,252 254,255,253 255,255,255 251,250,252 250,249,253 254,252,255 255,252,255 254,251,255 253,249,255 255,251,255 255,253,246 255,255,249 255,255,249 252,246,239 241,235,228 242,234,227 252,245,236 255,255,248 255,255,248 255,255,247 255,255,246 255,255,246 255,255,246 255,255,246 255,255,248 255,255,249 249,247,255 253,249,255 254,248,255 255,245,255 253,243,255 255,247,254 255,252,253 255,255,252 255,255,249 255,255,251 252,255,253 251,251,255 250,247,255 252,245,255 253,241,255 253,241,255 238,249,255 239,250,255 241,250,255 242,249,255 245,249,255 246,247,255 247,246,255 250,244,255 253,248,255 247,245,255 241,245,255 238,251,253 232,255,245 220,255,234 211,255,223 206,255,217 240,240,240 247,247,247 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255
252,252,252 252,252,252 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 253,253,253 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 251,251,251 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 253,255,255 252,254,254 243,245,245 236,238,238 232,237,236 235,240,239 255,254,255 255,251,252 255,251,252 255,254,255 255,254,255 255,252,253 255,253,254 255,254,255 252,246,247 242,236,237 246,240,241 255,249,250 254,248,249 255,249,250 255,254,255 255,251,252 255,253,253 255,253,253 255,253,253 255,254,253 255,254,250 255,253,249 253,252,248 251,253,247 247,251,245 248,255,248 248,255,247 244,255,245 242,255,245 243,255,248 242,255,247 238,254,243 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 254,254,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 248,252,240 249,253,241 250,254,243 252,255,246 254,255,251 255,255,254 255,255,255 255,254,255 252,250,255 250,245,254 249,244,253 253,247,255 255,249,255 253,247,255 252,246,255 254,248,255 255,255,251 255,255,251 255,255,251 255,253,248 255,249,244 254,248,243 255,253,248 255,255,251 255,255,249 255,255,248 255,255,248 255,255,248 255,255,248 255,255,248 255,255,248 255,255,249 253,249,254 254,250,255 255,249,255 255,247,255 255,243,255 255,241,255 255,241,255 255,243,255 255,249,255 255,251,255 251,253,254 248,254,249 247,255,248 248,255,249 247,255,251 248,255,254 240,246,255 241,248,255 245,252,255 249,255,253 252,255,250 255,255,250 255,254,249 255,252,251 249,244,245 241,239,239 238,240,240 242,252,246 243,255,251 235,255,246 228,255,243 226,255,243 242,242,242 248,248,248 255,255,255 255,255,255 252,252,252 249,249,249 250,250,250 252,252,252 255,255,255 255,255,255
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 245,245,245 245,245,245 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,254,254 251,253,253 247,249,250 243,245,246 243,247,248 249,253,254 255,249,255 254,244,255 253,243,255 255,248,255 255,249,255 254,244,255 255,246,255 255,249,255 251,241,255 236,226,242 238,228,244 247,237,253 246,236,252 246,236,252 250,240,255 249,239,255 255,255,243 255,255,243 255,255,246 255,255,246 255,255,246 255,255,246 254,255,245 252,255,246 248,252,246 247,254,247 244,251,246 239,248,245 239,250,248 242,254,254 241,255,254 237,251,250 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 255,255,255 254,254,254 255,255,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 245,253,236 246,253,238 248,255,242 252,255,246 253,254,250 254,254,254 255,254,255 255,253,255 255,249,255 251,245,255 252,244,255 255,248,255 255,250,255 255,249,255 255,248,255 255,250,255 255,254,255 255,253,254 255,252,254 255,253,255 255,254,255 255,254,255 255,254,255 255,253,253 255,255,255 255,255,255 255,255,254 255,255,254 255,255,254 255,255,252 255,255,252 255,255,252 255,251,250 252,248,247 253,246,249 255,249,255 255,247,255 255,243,255 255,238,255 255,239,255 255,244,255 254,249,255 251,255,249 246,255,243 242,255,240 239,255,240 234,255,242 233,255,245 240,240,255 244,245,255 248,253,252 252,255,244 255,255,237 255,255,233 255,255,232 255,255,236 248,248,232 240,239,229 239,239,233 249,250,246 253,255,255 251,254,255 249,249,255 249,250,255 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 250,250,250 245,245,245 245,245,245
255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 246,246,246 249,249,249 250,250,250 248,248,248 244,244,244 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,255 253,253,253 249,251,251 252,254,255 252,253,255 250,251,255 250,253,255 251,254,255 254,248,255 247,241,255 247,241,255 254,248,255 254,248,255 247,241,255 248,242,255 255,249,255 248,242,255 230,224,243 230,224,243 240,234,253 240,234,253 241,235,254 247,241,255 248,242,255 255,255,238 255,255,238 255,255,240 255,255,241 255,255,243 255,255,244 255,255,245 255,255,246 254,254,248 249,250,248 240,242,243 233,236,240 235,238,246 241,246,255 243,249,255 242,248,255 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,254,255 254,253,255 249,255,240 250,255,242 251,255,246 253,255,249 254,255,253 254,253,255 255,251,255 255,250,255 255,252,255 255,247,255 255,248,255 255,253,255 255,253,255 255,255,254 255,254,251 255,255,251 249,249,255 249,249,255 250,250,255 249,251,255 251,253,255 249,252,255 247,250,255 243,249,255 247,253,255 248,254,255 248,254,255 250,254,255 250,255,255 250,255,255 251,255,255 250,254,255 255,252,254 249,244,245 245,242,238 252,249,244 255,255,251 255,253,255 255,249,254 255,249,254 253,249,248 251,255,243 248,255,240 242,255,239 230,255,242 215,245,246 203,233,252 195,225,254 227,228,255 231,233,255 234,244,255 239,253,251 240,255,244 240,255,241 237,254,243 236,250,248 227,239,245 219,228,237 225,231,238 242,244,252 255,252,255 255,247,255 255,240,255 255,240,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 242,242,242 242,242,242
252,252,252 255,255,255 254,254,254 247,247,247 240,240,240 239,239,239 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 236,236,236 249,249,249 255,255,255 255,255,255 249,249,249 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,254 255,255,254 255,255,254 251,252,250 247,247,247 246,248,249 252,254,255 253,254,255 248,248,254 243,245,253 244,246,254 249,255,253 243,250,247 244,251,248 250,255,254 250,255,254 240,247,244 238,245,242 244,251,248 243,250,247 225,232,229 225,232,229 237,244,241 239,246,243 241,248,245 249,255,253 250,255,254 253,255,243 253,255,243 255,255,244 255,255,245 255,255,246 255,255,247 255,255,248 255,255,250 255,255,252 253,247,248 241,235,240 230,226,232 232,228,239 241,238,253 250,247,255 249,248,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,255,247 253,255,248 253,255,249 255,255,252 254,254,254 253,252,254 254,250,255 253,249,255 254,250,255 252,246,251 251,246,247 255,252,248 255,255,247 255,254,243 255,255,239 255,255,239 251,251,255 251,254,255 251,254,255 250,253,255 248,253,255 245,252,255 242,251,255 242,251,255 243,252,255 244,253,255 244,253,255 244,254,255 246,255,255 246,255,255 248,255,255 247,254,255 255,253,255 243,244,242 235,242,227 242,253,227 251,255,235 252,255,236 253,255,238 255,255,240 248,255,234 249,255,234 245,255,240 234,255,248 216,242,255 190,217,255 166,192,255 153,175,255 171,184,255 174,191,255 177,202,255 180,211,255 179,215,253 177,212,255 173,207,255 169,201,255 177,206,255 173,201,255 186,210,252 216,233,255 245,251,255 255,251,255 255,249,255 255,250,255 248,248,248 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251
251,251,251 255,255,255 254,254,254 246,246,246 240,240,240 244,244,244 252,252,252 255,255,255 251,251,251 250,250,250 255,255,255 252,252,252 255,255,255 246,246,246 251,251,251 254,254,254 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 243,243,243 250,250,250 255,255,255 242,242,242 233,233,233 248,248,248 226,226,226 248,248,248 228,228,228 235,235,235 239,233,238 255,253,255 254,251,253 249,247,247 253,251,251 254,252,251 255,255,254 255,255,254 255,255,254 252,252,252 253,255,255 251,252,255 253,253,255 251,250,255 223,224,234 249,249,255 242,255,245 243,255,246 239,255,242 235,252,238 240,255,243 244,255,247 244,255,247 234,251,237 222,239,225 219,236,222 231,248,234 244,255,247 244,255,247 244,255,247 244,255,247 236,253,239 248,249,255 248,247,255 249,246,255 253,249,255 255,252,255 255,253,255 255,252,253 255,249,250 255,249,251 255,253,254 255,253,255 241,234,239 246,238,245 255,252,255 248,243,252 255,251,255 248,248,248 250,250,250 253,253,253 255,255,255 251,251,251 247,247,247 252,252,252 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 253,255,251 253,255,249 255,255,252 255,255,254 250,250,250 240,239,241 238,237,239 244,241,243 253,251,251 254,253,249 255,255,247 255,255,246 255,255,240 255,255,237 254,255,233 253,255,231 255,255,254 253,251,251 248,248,248 249,251,252 250,253,255 248,252,255 246,252,255 246,253,255 237,246,255 239,249,255 242,250,255 244,253,255 248,255,255 250,255,255 246,251,252 240,245,244 253,255,254 251,255,248 248,255,238 243,255,228 242,255,229 246,255,236 245,255,240 239,246,239 245,249,244 246,253,248 225,239,237 216,237,252 202,228,255 93,119,213 54,78,214 51,74,236 40,71,222 45,81,219 44,86,205 49,97,202 44,97,201 32,86,201 33,83,219 29,77,225 30,77,222 40,87,208 60,104,188 161,198,242 226,251,255 232,242,230 255,255,240 255,255,231 246,246,246 255,255,255 255,255,255 242,242,242 235,235,235 243,243,243 254,254,254 255,255,255 252,252,252 252,252,252
253,253,253 255,255,255 255,255,255 249,249,249 244,244,244 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 244,244,244 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 231,231,231 245,245,245 211,211,211 185,185,185 119,119,119 90,90,90 213,207,212 251,245,250 255,252,254 255,255,255 255,255,254 253,251,250 255,255,252 251,252,248 233,234,232 255,255,255 229,231,232 247,247,253 253,252,255 237,236,246 251,251,255 246,246,255 236,246,255 236,246,255 235,245,255 231,241,255 218,228,246 201,211,229 191,201,219 189,199,217 192,202,220 185,195,213 190,200,218 196,206,224 194,204,222 202,212,230 225,235,253 241,251,255 238,232,255 248,240,255 251,243,255 253,244,255 249,237,255 246,234,255 252,241,255 255,248,255 255,246,254 255,253,255 255,249,250 255,254,253 255,253,252 242,238,237 244,242,241 255,255,254 255,254,255 255,254,255 255,254,255 252,251,253 255,254,255 255,255,255 254,254,254 245,245,245 240,240,240 242,242,242 246,246,246 250,251,249 254,255,253 255,255,254 255,255,254 255,255,254 254,254,254 252,252,252 255,255,255 255,254,255 254,253,255 247,246,248 247,247,247 252,253,251 250,251,247 250,253,244 251,255,243 251,255,240 251,255,237 251,255,234 250,255,232 249,255,229 255,255,247 255,253,244 255,252,245 255,254,251 254,252,251 248,247,249 243,246,250 245,248,253 250,254,255 250,254,255 249,253,255 245,248,252 244,246,247 249,249,249 255,255,254 255,255,254 242,249,246 241,252,242 236,255,234 234,255,232 236,254,241 240,252,255 242,242,255 241,232,255 204,193,239 128,124,160 81,86,117 138,156,193 190,218,255 94,126,231 37,70,219 37,71,245 24,68,255 19,68,244 14,71,224 17,80,218 14,78,220 8,71,229 8,68,251 5,63,255 14,69,255 22,78,237 41,97,206 141,191,244 213,249,255 228,245,224 255,255,228 255,255,216 248,248,248 255,255,255 255,255,255 244,244,244 239,239,239 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255
