50 170
252,252,252 249,249,249 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 250,250,250 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 250,250,250 236,255,250 237,255,252 237,255,252 234,254,249 236,253,250 239,255,254 243,255,255 242,253,255 243,253,255 238,248,255 235,244,253 238,247,255 241,250,255 240,249,255 242,251,255 244,253,255 239,248,255 244,251,255 251,254,255 255,254,253 255,252,247 255,252,243 255,253,246 255,255,251 250,245,246 254,253,255 253,252,255 252,248,255 251,246,255 255,249,255 255,250,255 255,249,253 246,255,241 243,255,238 241,255,236 242,255,237 244,255,239 245,255,240 243,255,238 240,255,235 245,255,240 245,255,240 245,255,240 245,255,240 245,255,240 245,255,240 245,255,240 245,255,240 255,245,255 255,249,255 242,253,255 225,255,255 223,255,252 236,255,252 255,254,253 255,253,252 255,250,249 255,250,247 253,254,250 243,255,252 237,255,254 245,255,254 255,250,251 255,248,250 255,254,251 255,255,252 255,255,252 255,255,252 255,255,251 255,255,251 255,255,251 255,255,249 252,253,244 251,252,242 251,255,244 255,255,248 255,255,247 250,255,244 250,255,244 253,255,247 251,255,247 253,255,247 255,255,249 255,255,249 255,255,251 255,255,251 255,255,249 255,254,250 254,253,249 253,254,252 254,255,253 252,255,253 252,254,254 250,255,254 251,255,255 251,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 253,253,253 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
243,243,243 239,239,239 236,236,236 239,239,239 245,245,245 251,251,251 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 251,251,251 253,253,253 254,254,254 254,254,254 252,252,252 250,250,250 250,250,250 250,250,250 247,247,247 250,250,250 245,245,245 236,236,236 238,238,238 252,252,252 255,255,255 255,255,255 249,249,249 252,252,252 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 242,255,250 244,255,252 246,255,251 244,255,249 244,255,245 246,255,246 249,255,247 247,255,244 251,255,248 249,255,247 249,255,249 251,255,252 248,253,252 242,246,247 240,244,245 240,245,248 243,249,255 248,254,255 251,254,255 255,255,254 255,255,250 255,254,247 255,255,251 255,255,252 250,250,250 253,253,255 251,253,255 248,250,255 248,247,255 255,251,255 255,253,255 255,252,253 255,254,255 255,254,255 255,252,253 255,252,253 255,252,253 255,253,254 255,252,253 255,251,252 255,252,253 255,252,253 255,252,253 255,252,253 255,252,253 255,252,253 255,252,253 255,252,253 255,246,255 255,248,255 242,254,255 227,255,255 227,255,255 239,255,255 255,255,254 255,253,252 255,249,249 255,248,246 246,250,245 235,253,246 232,254,249 240,254,250 255,253,253 255,252,254 255,255,254 255,255,254 255,255,254 255,255,252 255,255,252 253,254,250 252,253,249 251,253,247 234,236,230 234,236,230 241,244,235 251,254,245 255,255,249 252,255,246 248,251,242 247,251,240 252,255,250 251,255,249 250,254,248 249,253,248 251,252,248 252,253,249 253,254,250 254,255,253 254,255,253 254,255,253 253,255,255 253,255,255 251,255,255 250,255,254 251,255,255 250,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
249,249,249 244,244,244 240,240,240 240,240,240 246,246,246 251,251,251 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 247,247,247 246,246,246 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 248,248,248 239,239,239 239,239,239 250,250,250 255,255,255 255,255,255 251,251,251 252,252,252 252,252,252 253,253,253 255,255,255 254,254,254 244,244,244 234,234,234 251,247,253 255,253,255 255,255,255 255,255,251 255,255,246 255,255,242 255,255,238 254,255,234 246,248,226 249,251,229 255,255,238 255,255,245 255,255,249 254,249,246 253,248,247 255,250,251 248,250,255 252,252,255 255,254,255 255,255,254 255,255,252 255,255,251 255,255,252 253,255,254 248,253,254 248,254,255 245,253,255 241,250,254 245,250,253 249,253,254 254,255,253 255,254,250 255,246,255 255,246,255 255,246,255 255,244,255 255,242,255 255,242,255 255,244,255 255,246,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,245,255 255,249,254 255,250,253 241,253,253 229,255,254 227,255,255 237,255,255 248,250,250 255,244,244 255,246,247 255,247,247 242,251,248 231,253,248 231,254,249 240,255,251 253,254,252 255,253,253 247,255,254 247,255,254 248,255,255 250,255,255 249,255,254 249,254,253 248,253,251 249,252,250 230,233,231 234,235,233 243,244,242 255,255,252 255,255,252 255,255,251 251,248,244 249,246,242 250,255,254 249,254,252 246,251,249 244,249,247 244,249,248 246,251,250 251,253,253 253,255,255 253,255,255 253,255,255 251,255,255 251,255,255 251,255,255 249,254,255 247,252,253 247,252,253 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 247,247,247 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 237,237,237 237,237,237
255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 250,250,250 247,247,247 243,243,243 240,240,240 237,237,237 236,236,236 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 251,251,251 251,251,251 255,255,255 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 245,245,245 250,250,250 252,252,252 250,250,250 250,250,250 254,254,254 252,252,252 248,248,248 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 253,253,253 242,242,242 232,232,232 252,232,255 255,242,255 255,248,255 255,250,255 255,251,253 255,253,249 255,254,244 255,252,238 245,237,220 250,242,225 255,251,238 255,255,248 255,255,251 255,249,251 255,250,254 255,252,255 254,251,253 254,251,253 255,252,253 255,254,253 255,254,253 254,255,253 253,255,255 250,255,255 245,254,255 241,253,255 238,250,254 236,249,251 237,249,249 243,252,249 247,255,248 248,255,246 248,245,255 250,247,255 250,247,255 247,244,255 244,241,255 244,241,255 247,244,255 251,248,255 250,247,255 250,247,255 250,247,255 250,247,255 250,247,255 250,247,255 250,247,255 250,247,255 255,253,252 255,253,250 241,255,249 230,255,252 227,255,253 232,253,250 235,241,240 236,229,232 252,243,246 251,251,251 243,255,255 236,255,254 234,255,254 243,255,252 253,254,250 255,250,246 235,251,250 236,252,251 239,253,252 241,255,254 243,255,255 246,255,255 248,255,255 250,255,255 240,244,245 245,247,248 254,253,255 255,254,255 255,254,255 251,246,248 249,242,245 252,245,248 248,255,255 246,254,254 246,251,252 245,250,251 245,250,251 246,251,252 248,253,254 251,255,255 249,252,255 249,252,255 249,252,255 250,253,255 249,254,255 248,253,255 246,251,254 244,249,252 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 249,249,249 240,240,240 232,232,232 251,251,251 251,251,251 252,252,252 253,253,253 253,253,253 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 247,247,247
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 247,247,247 245,245,245 244,244,244 250,250,250 252,252,252 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 243,243,243 236,236,236 240,240,240 250,250,250 255,255,255 254,254,254 247,247,247 229,229,229 236,236,236 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 245,221,253 255,232,255 255,243,255 255,245,255 255,245,255 255,246,255 255,247,255 255,247,251 255,243,245 255,247,247 255,251,251 255,253,255 255,248,250 255,241,245 255,242,248 255,249,255 255,254,251 255,253,252 255,253,252 255,254,253 255,255,255 251,255,255 248,255,255 244,255,255 243,255,255 239,254,255 237,252,254 236,252,251 237,252,248 238,253,245 244,255,245 246,255,246 239,253,247 241,255,249 241,255,249 239,253,247 236,250,244 235,249,243 238,252,246 241,255,249 241,255,249 241,255,249 241,255,249 241,255,249 241,255,249 241,255,249 241,255,249 241,255,249 255,255,248 255,255,246 243,255,246 234,255,249 231,255,253 232,253,250 233,241,241 231,230,234 250,249,253 248,255,255 239,255,255 230,255,251 229,252,247 240,254,248 252,254,248 255,252,245 230,251,252 232,252,253 233,253,254 237,255,255 240,255,255 243,255,255 246,255,255 248,255,255 246,250,255 253,253,255 255,253,255 255,253,255 247,240,247 239,231,238 246,235,243 255,246,254 246,252,255 246,252,255 247,253,255 247,253,255 247,253,255 249,254,255 248,253,255 248,253,255 238,243,246 238,243,246 240,245,248 245,248,252 250,254,255 251,255,255 250,254,255 248,252,253 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 247,247,247 237,237,237 229,229,229 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 235,235,235 238,238,238 250,250,250 255,255,255 255,255,255 249,249,249 242,242,242 244,244,244 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 252,252,252 249,249,249 247,247,247 247,247,247 238,226,238 250,238,250 255,246,255 255,247,255 255,245,255 255,246,255 255,246,255 255,245,255 255,247,255 253,248,255 254,250,255 255,253,253 251,250,246 246,247,238 247,248,238 252,254,242 255,255,249 255,255,251 255,254,251 255,254,254 251,254,255 248,254,255 244,254,255 242,253,255 243,255,255 242,254,255 243,255,255 243,255,253 241,254,246 240,251,241 243,255,243 250,255,247 249,255,243 250,255,244 250,255,244 250,255,244 248,255,242 247,255,241 247,255,241 248,255,242 249,255,243 249,255,243 249,255,243 249,255,243 249,255,243 249,255,243 249,255,243 249,255,243 255,255,242 255,255,242 247,255,244 242,255,248 239,255,252 243,255,255 243,250,253 241,244,249 250,254,255 244,255,255 237,255,255 221,244,240 219,239,234 235,248,240 255,255,247 255,255,248 236,255,255 238,255,255 239,255,255 241,255,255 242,255,255 242,254,255 243,252,255 244,250,255 247,250,255 253,253,255 255,253,255 254,249,255 244,236,246 239,230,240 249,240,250 255,251,255 248,252,255 249,253,255 250,254,255 250,254,255 250,255,255 250,255,255 249,254,255 248,253,255 231,236,237 233,237,238 236,240,241 242,246,247 252,254,254 253,255,255 253,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 245,245,245 241,241,241 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250
251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 246,246,246 237,237,237 235,235,235 238,238,238 234,243,217 246,253,232 253,255,244 253,255,249 247,252,250 246,251,254 246,248,255 244,248,255 242,247,255 240,246,251 241,249,248 245,255,246 246,255,242 243,255,233 244,255,230 247,255,230 255,255,245 255,255,246 255,252,247 249,251,251 247,251,255 244,251,255 239,248,255 237,246,255 238,248,255 244,251,254 250,255,255 251,255,252 246,250,244 239,244,235 243,249,238 253,255,248 255,255,251 255,254,250 255,255,251 255,255,252 255,255,252 255,255,252 254,253,249 252,251,247 255,254,250 255,254,250 255,254,250 255,254,250 255,254,250 255,254,250 255,254,250 255,254,250 255,255,239 255,255,241 253,255,245 249,255,248 248,255,252 248,255,255 250,254,255 250,253,255 245,251,255 244,254,255 239,254,255 224,242,241 224,238,234 241,248,241 255,255,248 255,255,248 244,255,255 244,255,255 246,255,255 246,255,255 248,255,255 246,254,254 247,252,253 247,250,254 248,249,253 249,250,254 253,251,255 255,252,255 252,248,254 250,243,250 254,246,255 255,251,255 252,253,255 251,252,255 251,252,255 251,253,254 249,253,254 249,253,254 249,254,253 250,255,254 240,245,244 241,244,242 241,244,242 248,249,247 253,254,250 255,255,251 251,250,246 248,245,241 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 242,242,242 241,241,241 246,246,246 235,255,208 245,255,222 250,255,231 248,255,238 243,255,241 239,254,246 239,253,251 237,252,254 237,252,254 234,250,249 235,253,246 242,255,246 243,255,241 240,255,232 239,255,225 239,255,223 255,255,241 254,252,241 248,248,242 242,246,247 238,246,253 236,244,255 233,241,254 232,238,249 239,241,249 247,246,250 255,253,252 255,254,251 251,245,240 239,235,230 244,240,235 255,252,247 248,250,255 247,249,255 247,249,255 250,252,255 251,253,255 251,253,255 246,248,255 241,243,251 250,252,255 250,252,255 250,252,255 250,252,255 250,252,255 250,252,255 250,252,255 250,252,255 255,255,242 255,255,243 255,255,245 254,255,246 253,251,250 254,251,253 254,252,255 253,252,255 236,242,249 246,254,255 244,255,255 241,251,251 241,248,245 253,253,247 255,255,248 255,252,244 254,255,251 255,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,255,254 255,255,255 246,246,246 244,243,245 248,247,249 254,253,255 255,254,255 252,251,255 250,249,253 251,250,254 255,254,255 255,252,253 255,250,251 251,249,248 249,250,248 251,252,250 251,255,250 253,255,252 253,255,252 254,255,250 251,253,247 253,253,247 255,253,245 253,250,242 244,241,233 237,234,226 248,248,248 251,251,251 254,254,254 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 251,251,251 253,253,253 253,253,253 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 248,248,248 255,255,255 255,255,255 244,244,244 241,241,241 249,249,249 251,251,251 243,243,243 241,255,221 247,255,229 249,255,236 246,255,237 244,255,243 243,255,248 236,250,246 226,240,239 238,251,253 238,251,253 240,254,253 242,255,253 243,255,249 242,255,247 248,255,248 248,255,247 255,255,238 255,255,241 244,248,242 232,239,242 230,239,248 239,248,255 246,251,255 250,250,255 255,249,255 255,245,247 255,247,245 255,247,244 255,241,239 255,248,248 255,253,255 255,252,255 242,250,255 244,252,255 245,253,255 242,250,255 237,245,252 237,245,252 241,249,255 246,254,255 245,253,255 241,249,255 238,246,253 237,245,252 239,247,254 243,251,255 246,254,255 246,254,255 247,255,244 253,255,248 255,255,249 255,247,244 246,232,233 242,228,232 249,239,245 255,253,255 249,251,255 244,250,255 246,253,255 251,255,255 255,255,255 254,247,244 255,246,242 255,250,247 255,250,246 255,251,247 255,255,251 255,255,251 255,254,249 253,248,245 255,252,249 255,255,252 254,253,249 254,252,251 255,255,254 253,255,254 253,255,254 253,255,254 248,253,251 248,253,251 255,252,248 255,254,250 255,249,244 240,236,231 235,232,227 243,243,237 254,255,248 255,255,249 254,255,248 252,255,246 253,254,244 255,255,247 255,255,248 255,255,248 255,250,241 248,243,234 226,226,226 229,229,229 249,249,249 247,247,247 234,234,234 216,216,216 189,189,189 161,161,161 137,137,137 117,117,117 124,124,124 129,129,129 141,141,141 111,111,111 144,144,144 195,195,195 255,255,255 247,247,247 251,251,251 253,253,253 254,254,254 251,251,251 243,243,243 254,254,254 251,251,251 251,251,251
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 250,250,250 246,246,246 255,255,255 255,255,255 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 246,246,246 253,253,253 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 245,245,245 235,235,235 236,236,236 247,247,247 252,252,252 250,250,250 255,253,255 255,253,255 255,254,255 254,252,252 252,253,251 251,255,254 251,255,254 248,254,253 248,253,255 244,247,255 244,244,255 249,246,255 254,246,255 252,240,255 244,229,255 236,219,252 255,255,241 255,255,247 247,253,248 236,245,249 233,243,253 240,247,255 247,248,255 251,245,255 255,252,255 255,252,251 255,253,251 255,253,251 255,249,252 255,248,255 255,249,255 248,245,255 255,255,251 255,254,249 253,250,245 251,248,243 252,249,244 252,249,244 252,249,244 251,248,243 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,250 237,255,252 243,255,251 254,252,251 255,247,249 255,243,247 255,243,248 255,249,255 255,253,255 253,254,255 249,252,255 249,251,252 255,251,253 255,248,249 255,243,245 255,246,246 255,252,252 255,255,251 255,255,251 255,255,251 255,255,251 255,253,249 255,248,244 255,251,246 255,255,251 255,255,251 253,255,249 250,254,248 249,253,247 247,254,247 247,255,248 248,255,249 250,255,251 255,249,243 255,255,249 255,255,249 255,255,248 255,253,243 255,254,244 252,255,245 248,254,243 253,255,248 250,255,245 249,253,242 251,255,244 255,255,248 255,255,248 255,255,246 254,252,242 220,220,220 173,173,173 156,156,156 142,142,142 123,123,123 125,125,125 131,131,131 129,129,129 136,136,136 132,132,132 135,135,135 128,128,128 131,131,131 127,127,127 133,133,133 131,131,131 230,230,230 252,252,252 252,252,252 247,247,247 255,255,255 255,255,255 255,255,255 251,251,251 229,229,229 229,229,229
