50 170
253,253,253 254,254,254 255,254,255 255,254,255 255,254,255 252,253,255 251,252,255 250,250,255 246,249,254 251,254,255 250,253,255 242,245,253 242,244,254 250,252,255 248,253,255 243,248,255 249,255,244 249,255,244 249,255,244 250,255,244 250,255,244 250,255,244 252,255,244 252,255,246 253,255,247 251,255,244 246,249,240 253,253,247 255,255,252 255,255,254 252,250,249 250,248,248 247,252,255 250,255,255 250,255,255 248,253,255 248,253,255 250,255,255 250,255,255 248,253,255 250,255,255 250,255,255 250,255,255 249,254,255 249,254,255 249,254,255 250,255,255 250,255,255 255,249,253 255,250,254 255,249,253 255,248,252 255,249,253 255,252,255 255,252,255 255,251,254 255,249,252 255,249,252 255,249,252 255,249,252 255,249,252 255,249,252 255,249,252 255,249,252 247,232,255 252,237,255 255,245,255 255,249,255 255,250,255 255,252,255 255,252,255 255,254,255 254,252,252 255,253,255 255,253,255 255,251,255 255,249,255 255,247,255 255,246,255 255,246,255 239,255,242 238,255,243 236,255,242 238,255,245 241,255,249 242,255,250 242,255,252 243,254,252 241,252,250 246,255,254 246,255,252 242,255,245 239,254,240 243,255,242 245,255,241 243,255,239 255,250,255 254,245,255 253,244,255 255,250,255 255,250,255 255,247,255 255,246,255 255,250,255 255,250,255 255,247,255 254,245,255 255,249,255 255,249,255 253,244,255 253,244,255 255,248,255 255,255,243 255,253,242 255,254,244 255,255,250 255,251,250 251,244,247 253,245,252 255,251,255 255,250,255 255,251,255 254,250,255 253,250,252 253,251,250 254,253,249 255,255,250 255,255,249 252,252,252 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 247,247,247 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255
255,255,255 252,252,252 247,247,247 248,247,249 254,253,255 253,255,255 253,254,255 253,254,255 245,248,253 250,253,255 248,251,255 239,241,249 236,239,247 241,244,252 240,243,251 233,235,245 250,253,255 250,253,255 250,253,255 250,254,255 250,254,255 252,254,255 252,254,255 252,253,255 255,254,255 246,245,249 241,239,245 248,243,252 254,249,255 255,250,255 255,249,255 255,249,255 249,254,252 251,255,254 250,255,253 246,251,249 246,251,249 251,255,254 251,255,254 250,255,253 251,255,254 250,255,253 248,253,251 249,254,252 251,255,254 251,255,254 249,254,252 246,251,249 255,253,255 255,252,255 255,251,255 254,250,255 254,250,255 255,251,255 255,251,255 253,249,255 254,250,255 254,250,255 254,250,255 254,250,255 254,250,255 254,250,255 254,250,255 254,250,255 250,243,250 254,248,253 255,252,254 255,254,253 255,255,249 255,255,246 255,255,244 255,255,245 250,255,239 252,255,240 253,255,243 254,255,246 255,255,250 255,254,253 255,253,254 255,252,254 249,250,234 251,251,237 254,252,241 255,255,245 255,255,250 255,255,252 255,251,253 255,250,252 255,251,253 255,253,255 255,254,254 255,253,249 255,254,247 255,255,248 255,255,247 255,255,245 254,251,253 253,250,252 254,251,253 255,254,255 255,254,255 253,250,252 252,249,251 255,252,254 251,248,250 250,247,249 252,249,251 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,255,246 255,255,245 255,255,247 255,255,252 255,255,254 255,254,255 255,249,254 252,245,252 255,252,255 255,252,255 255,251,255 254,251,253 254,252,252 254,253,249 255,255,249 255,255,250 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,255,255 252,252,252 249,249,249 250,250,250 253,253,253 253,253,253 248,248,248 244,244,244 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 254,254,254 254,254,254
255,255,255 245,245,245 233,233,233 234,234,234 246,246,246 255,254,255 253,255,255 250,252,253 250,251,255 253,254,255 253,254,255 244,247,252 241,244,249 243,246,251 241,244,249 234,237,242 252,249,255 252,249,255 252,250,255 252,250,255 252,250,255 252,251,255 252,251,255 254,250,255 252,248,255 243,239,250 239,235,246 244,240,251 251,247,255 255,250,255 255,250,255 255,250,255 253,255,249 253,255,249 249,251,245 243,245,239 242,244,238 245,247,241 247,249,243 246,248,242 252,254,248 248,250,244 247,249,243 251,253,247 255,255,251 255,255,251 253,255,249 247,249,243 242,254,255 240,252,255 239,251,255 240,252,255 241,253,255 241,253,255 240,252,255 239,251,255 241,253,255 241,253,255 241,253,255 241,253,255 241,253,255 241,253,255 241,253,255 241,253,255 254,253,249 255,255,249 255,255,247 255,255,246 252,255,244 252,255,241 254,255,241 255,255,242 254,255,241 253,255,240 253,255,242 254,255,244 255,255,247 255,255,247 255,255,247 253,254,245 249,236,234 253,240,238 255,245,246 255,250,253 255,252,255 255,251,255 255,249,255 255,246,255 255,249,255 255,247,255 255,247,255 255,250,255 255,250,255 255,250,255 255,249,254 255,252,255 245,249,238 250,254,243 253,255,246 253,255,246 253,255,246 255,255,248 255,255,248 254,255,247 254,255,247 255,255,248 255,255,248 254,255,247 251,255,244 250,254,243 248,252,241 245,249,238 255,255,251 253,252,248 248,246,245 247,245,244 253,251,251 255,254,255 255,254,255 255,253,255 255,253,255 255,254,255 255,252,254 254,252,252 254,252,252 254,252,251 254,252,251 254,253,249 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 251,251,251 250,250,250 251,251,251 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 247,247,247 237,237,237 229,229,229 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255
255,255,254 244,245,243 233,234,232 233,233,233 244,244,244 254,254,254 255,255,255 251,251,251 252,251,253 255,254,255 255,254,255 254,253,255 253,252,254 255,254,255 253,252,255 248,247,251 254,253,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 254,255,253 254,255,253 247,248,244 244,245,241 249,250,246 254,255,250 254,255,250 254,255,250 254,255,250 255,253,253 255,254,254 253,251,251 246,244,244 243,241,241 244,242,242 243,241,241 240,238,238 248,246,246 247,245,245 247,245,245 250,248,248 255,253,253 255,255,255 255,254,254 254,252,252 235,254,251 232,251,248 231,250,247 235,254,251 238,255,254 238,255,254 236,254,253 236,254,253 237,255,254 237,255,255 237,255,255 237,255,255 237,255,255 237,255,255 237,254,255 237,254,255 254,253,255 254,253,255 254,253,255 254,253,255 251,253,254 250,252,252 250,252,252 251,253,253 252,254,254 253,255,255 253,255,255 252,254,254 249,248,250 246,245,247 245,244,246 246,245,247 235,238,243 240,243,248 246,249,254 251,253,255 251,253,255 253,252,255 252,250,255 252,250,255 253,250,255 250,247,255 251,248,255 253,250,255 250,249,255 244,243,255 244,243,255 249,248,255 251,255,242 253,255,244 253,255,244 246,254,237 248,255,239 253,255,244 253,255,244 245,253,236 240,248,231 247,255,238 251,255,242 250,255,241 250,255,241 253,255,244 253,255,244 250,255,241 253,254,255 253,254,255 255,254,255 250,249,253 249,248,250 254,253,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 254,252,252 254,252,252 254,252,252 253,251,251 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 251,251,251 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 246,246,246 237,237,237 229,229,229 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255
255,255,254 253,254,252 248,249,247 247,248,246 251,252,250 255,255,254 255,255,254 255,255,254 249,249,249 254,252,252 255,254,254 255,253,253 255,254,254 255,255,255 255,254,254 253,251,251 255,255,250 255,255,250 255,255,250 255,255,250 255,255,248 254,255,248 254,255,247 254,255,247 255,255,247 251,255,241 251,255,241 255,255,244 253,255,244 249,255,238 243,252,232 242,251,231 255,249,255 255,251,255 255,251,255 255,249,255 255,247,255 255,247,255 253,245,255 248,240,250 252,244,254 253,245,255 254,246,255 252,244,254 250,242,252 251,243,253 255,248,255 255,251,255 245,255,244 239,252,238 237,250,236 243,255,242 247,255,246 244,255,244 241,253,241 241,252,242 246,255,247 246,255,249 246,255,249 246,255,249 246,255,250 246,255,250 246,255,250 246,255,250 248,251,255 249,251,255 251,253,255 251,252,255 251,252,255 249,250,255 246,246,255 243,243,255 243,243,255 249,249,255 251,252,255 248,249,255 239,241,249 233,235,243 236,239,244 241,244,249 230,252,247 233,255,250 237,255,252 237,255,252 237,255,252 235,255,250 236,255,253 237,255,254 231,252,249 232,254,252 236,255,255 236,255,255 233,253,255 228,247,254 230,249,255 236,255,255 248,255,246 245,255,243 235,245,233 226,236,224 230,240,228 238,248,236 233,243,231 220,230,218 235,245,233 239,249,237 243,253,241 244,254,242 248,255,246 250,255,248 250,255,248 248,255,246 224,225,239 236,237,251 248,249,255 250,252,255 249,252,255 251,253,254 252,255,253 252,255,251 254,255,251 254,255,251 255,254,253 255,254,253 255,252,254 255,250,255 255,250,255 255,248,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 242,242,242 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
253,255,252 253,255,252 253,255,252 255,255,254 253,254,252 252,253,251 253,254,252 255,255,254 255,254,253 255,254,253 255,255,254 255,254,253 255,254,253 255,253,252 255,253,252 255,252,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 255,255,251 254,255,251 254,255,250 255,255,251 252,255,246 251,255,247 253,255,248 252,255,247 243,250,237 235,242,229 232,239,226 250,244,249 255,249,254 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 255,249,254 255,253,255 255,253,255 255,253,255 254,248,253 247,241,246 245,239,244 252,246,251 255,253,255 255,255,241 252,250,232 249,247,229 255,254,236 255,255,242 254,251,236 248,245,231 248,245,231 255,255,244 255,255,244 255,254,245 255,253,246 255,253,246 255,253,246 255,253,248 255,253,248 244,255,244 245,255,245 249,255,248 250,255,251 250,255,254 249,255,254 243,248,249 240,244,245 240,244,245 246,251,252 250,255,255 249,255,253 242,249,244 239,247,240 241,252,242 247,255,247 244,255,234 248,255,238 248,255,238 248,255,238 247,255,236 243,255,234 244,255,235 244,255,237 232,254,226 240,255,236 244,255,242 243,255,244 240,255,243 241,255,246 243,255,250 244,255,251 246,255,255 242,251,255 234,243,247 231,240,244 237,246,250 244,253,255 241,250,254 234,243,247 231,240,244 226,235,239 226,235,239 234,243,247 243,252,255 244,253,255 241,250,254 240,249,253 246,248,255 245,246,255 243,245,255 246,250,255 249,253,255 248,253,254 251,255,252 251,255,251 250,255,246 252,255,246 253,255,249 255,254,253 255,253,255 255,250,255 255,249,255 255,248,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 252,252,252 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,254,249 251,255,250 252,255,251 254,255,251 252,253,249 251,252,248 253,252,248 253,252,248 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 255,254,253 255,254,253 255,255,254 255,255,250 255,255,251 255,255,251 255,255,251 255,254,253 255,254,254 254,254,254 254,253,255 255,254,255 250,252,253 250,252,253 253,255,255 248,253,252 240,245,244 234,239,237 232,237,235 243,246,237 248,251,242 250,253,244 250,253,244 251,254,245 255,255,249 254,255,248 251,254,245 255,255,249 255,255,249 255,255,249 252,255,246 247,250,241 246,249,240 249,252,243 253,255,247 255,251,242 249,240,231 247,237,230 255,248,241 255,254,247 255,247,243 252,240,238 253,241,239 255,250,250 255,249,251 255,249,251 255,248,252 255,248,252 255,248,254 255,248,254 255,248,254 243,255,238 242,255,238 242,255,240 245,255,244 247,255,248 246,255,250 244,251,248 240,246,245 244,250,249 246,252,251 246,255,250 247,255,250 247,255,247 244,255,245 245,255,243 246,255,244 251,241,231 255,248,235 255,255,243 255,255,244 255,255,240 255,255,237 255,255,238 255,255,239 249,249,231 255,255,241 255,255,243 249,246,238 252,247,244 255,255,254 255,250,253 243,236,239 241,244,255 237,240,255 235,238,255 238,241,255 238,241,255 234,237,255 232,235,255 233,236,255 234,237,255 218,221,249 214,217,245 231,234,255 244,247,255 241,244,255 237,240,255 240,243,255 239,241,255 212,215,243 199,204,225 220,225,240 244,250,255 248,255,255 244,251,246 243,251,240 248,254,243 249,255,244 253,255,247 255,254,253 255,254,255 255,251,255 255,250,255 255,249,255 255,255,255 249,249,249 244,244,244 246,246,246 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 254,254,254 247,247,247 239,239,239 239,239,239 246,246,246 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 250,250,250 250,250,250
253,255,252 252,255,251 252,255,251 255,255,252 255,255,252 255,255,252 255,255,251 255,253,252 255,255,254 255,254,253 255,253,252 255,253,252 255,252,253 255,251,252 255,253,254 255,254,255 255,255,241 255,255,241 255,255,243 255,255,244 254,255,247 254,255,248 254,255,250 252,255,253 253,255,254 251,253,253 248,252,253 250,254,255 249,253,254 242,247,246 238,244,243 239,245,244 247,255,248 249,255,250 249,255,250 245,253,246 245,253,246 249,255,250 249,255,250 246,254,247 248,255,249 248,255,249 247,255,248 247,255,248 248,255,249 249,255,250 249,255,250 249,255,250 243,236,249 232,225,240 232,225,240 246,239,254 255,247,255 251,243,255 248,239,255 249,240,255 252,243,255 252,242,255 252,242,255 252,241,255 252,241,255 252,240,255 252,240,255 252,240,255 242,253,255 239,249,255 237,244,255 237,243,255 241,243,255 244,242,255 242,240,255 242,237,255 245,239,255 239,236,255 237,235,255 237,238,255 240,244,255 242,248,255 236,244,255 231,240,254 234,212,254 244,222,255 253,234,255 255,241,255 255,241,255 251,240,255 251,240,255 250,242,255 246,237,255 251,241,255 245,234,255 233,221,255 241,226,255 254,238,255 243,226,255 220,201,252 198,195,241 195,192,238 195,192,238 193,190,236 179,176,222 160,157,203 154,151,197 160,157,203 157,154,200 126,123,169 107,104,150 111,108,154 109,106,152 86,83,129 68,65,111 66,63,109 74,76,110 55,59,88 75,79,103 149,156,173 225,233,240 248,255,255 246,254,247 235,245,233 244,253,240 248,255,242 252,255,246 255,255,251 255,254,255 255,251,255 255,250,255 255,248,255 254,254,254 244,244,244 235,235,235 236,236,236 245,245,245 253,253,253 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 248,248,248 253,253,253 243,243,243 233,233,233 233,233,233 243,243,243 252,252,252 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 251,251,251 251,251,251 233,233,233 233,233,233
252,255,251 255,255,252 255,255,252 253,254,250 254,255,251 253,254,252 243,244,242 231,229,228 245,243,243 252,250,250 251,248,250 255,254,255 255,254,255 255,249,254 246,240,245 255,253,255 251,255,237 249,255,235 249,255,240 253,255,245 253,255,248 249,253,248 248,250,250 250,253,255 246,249,254 246,248,255 247,248,255 243,245,255 247,249,255 245,247,255 233,235,246 242,244,255 230,234,255 236,240,255 239,243,255 235,239,255 232,236,255 235,239,255 238,242,255 238,242,255 236,240,255 234,238,255 235,239,255 237,241,255 237,241,255 235,239,255 236,240,255 238,242,255 239,244,255 227,231,255 219,223,255 224,228,255 232,236,255 233,236,255 229,232,255 225,227,255 227,229,255 232,234,255 230,231,255 231,232,255 230,230,255 211,211,255 190,190,236 187,187,233 196,192,251 198,193,254 196,188,251 189,178,246 189,175,247 196,178,255 200,181,255 200,178,255 206,183,255 199,180,255 177,158,239 155,139,216 151,138,212 149,139,209 145,138,205 150,143,210 138,124,212 140,128,216 106,95,181 101,92,178 106,100,182 96,95,175 108,107,187 100,101,181 84,85,165 50,51,131 56,57,138 60,57,142 54,48,135 62,56,143 62,53,143 61,52,142 68,62,115 74,68,121 74,68,121 66,60,113 60,54,107 62,56,109 68,62,115 71,65,118 70,64,117 77,71,124 78,72,125 67,61,114 59,53,106 68,62,115 88,82,135 104,98,151 108,110,144 107,111,140 136,140,164 190,197,214 235,243,250 248,255,255 250,255,251 250,255,248 247,255,243 249,255,243 251,254,245 254,253,249 255,253,255 255,251,255 255,250,255 255,249,255 252,252,252 251,251,251 250,250,250 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 254,254,254 254,254,254 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 252,252,252 255,255,255 254,254,254 242,242,242 235,235,235 240,240,240 249,249,249 254,254,254 244,244,244 244,244,244
250,251,247 253,254,250 253,254,250 252,253,249 254,255,253 255,255,254 250,250,250 241,240,242 248,247,251 255,254,255 253,251,255 251,248,255 240,237,246 255,252,255 255,251,255 249,245,255 250,252,255 244,246,255 242,242,255 247,246,255 249,246,255 246,241,255 244,238,255 244,236,255 247,238,255 225,215,255 206,196,243 197,187,234 202,191,241 201,191,238 178,168,215 158,148,195 154,150,209 152,148,207 144,140,199 129,125,184 117,113,172 112,108,167 108,104,163 104,100,159 113,109,168 109,105,164 105,101,160 106,102,161 108,104,163 101,97,156 83,79,138 67,63,122 41,53,93 48,60,100 58,70,110 65,77,117 62,74,114 54,66,108 53,65,107 57,69,111 58,69,113 62,73,117 59,69,116 59,69,116 65,75,122 58,68,115 52,62,109 60,70,118 54,48,119 64,58,129 73,64,137 72,60,136 71,54,135 73,53,136 73,52,137 73,49,137 81,56,146 74,52,141 65,43,131 67,48,135 74,59,143 68,56,138 63,54,135 73,64,145 63,59,141 71,67,149 49,48,128 55,56,136 62,67,146 47,54,133 45,55,132 36,46,123 52,63,137 37,48,122 72,81,154 100,107,180 101,107,178 102,106,177 96,98,169 96,98,169 139,136,181 149,146,191 158,155,200 162,159,204 168,165,210 181,178,223 195,192,237 202,199,244 193,190,235 204,201,246 215,212,255 219,216,255 224,221,255 230,227,255 235,232,255 235,232,255 238,240,255 232,235,255 235,240,255 246,251,255 248,254,255 248,255,255 243,250,245 244,252,241 252,255,247 252,255,247 253,255,247 255,253,252 255,252,254 255,249,255 255,248,255 255,246,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 253,253,253 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 247,247,247 244,244,244 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254
