50 170
226,255,244 230,255,246 234,255,249 239,255,252 244,255,254 248,255,255 250,251,255 252,247,255 254,246,255 255,247,255 255,249,255 255,248,255 252,245,255 250,246,255 253,249,255 253,252,255 255,255,227 255,255,233 250,255,241 235,255,250 219,255,255 214,254,255 218,254,255 228,255,255 246,255,255 255,253,253 255,248,255 244,244,255 217,239,255 189,240,255 143,223,255 98,194,255 31,174,241 35,170,232 50,166,223 78,172,218 119,187,224 164,204,232 202,220,237 227,229,237 255,252,253 255,253,250 255,254,249 248,255,250 234,255,252 221,255,254 209,255,254 204,255,255 212,255,251 215,255,253 220,255,255 221,255,255 224,250,255 223,245,255 232,247,255 241,251,255 247,251,255 252,252,255 255,253,254 255,252,252 255,251,250 255,249,251 255,248,252 255,247,252 245,255,248 243,254,246 246,254,247 249,255,250 249,255,250 248,252,247 251,252,248 255,255,252 255,251,248 255,251,251 255,252,252 255,253,253 255,251,252 255,250,251 255,248,249 255,247,248 255,254,239 255,255,242 255,255,243 255,254,241 255,253,242 255,255,247 255,255,248 255,253,248 252,251,247 255,254,253 255,255,255 253,255,255 251,252,255 247,250,255 249,252,255 251,254,255 255,253,255 255,252,253 255,253,254 255,254,255 255,253,254 255,251,252 255,253,253 255,254,255 244,247,251 239,245,250 229,239,246 218,230,240 206,220,232 193,209,225 183,201,218 176,196,213 76,166,220 68,162,215 61,163,216 57,171,224 49,175,230 35,172,228 24,171,227 21,173,230 21,177,236 29,185,244 42,194,253 55,201,255 67,207,255 82,214,255 96,223,255 106,229,255 207,243,255 212,241,255 219,239,255 229,237,255 242,237,255 255,239,255 255,241,255 255,244,255 255,245,250 255,252,248 255,255,243 244,255,239 229,255,234 217,255,230 209,255,229 207,255,230 229,251,249 233,255,252 236,255,251 235,255,246 231,255,237 230,255,232 232,255,231 235,255,233 232,255,230 234,255,235 238,255,241 241,255,248 243,255,254 243,254,255 243,249,255 241,247,255 204,255,255 206,255,253 209,255,253 217,255,255 224,255,254 230,251,253 239,250,254 250,253,255 255,249,255 255,248,255
249,255,247 250,255,250 253,255,251 255,255,252 255,254,255 255,251,254 255,248,254 255,245,253 255,248,255 255,250,255 255,251,255 254,249,255 245,245,251 243,246,251 246,251,254 248,255,255 255,254,246 255,254,245 255,252,247 248,251,249 247,252,251 248,253,252 253,253,253 255,254,253 255,252,251 247,251,252 237,253,255 213,247,255 167,222,249 110,188,225 82,174,221 81,183,236 73,173,231 91,184,239 120,202,250 157,222,255 191,237,255 221,248,255 243,252,255 255,254,255 255,252,252 255,253,249 255,253,249 255,253,250 251,254,252 241,253,253 235,253,254 231,252,254 246,255,233 246,255,236 249,255,244 250,255,252 246,251,254 242,244,254 244,245,255 251,251,255 250,252,255 252,253,255 254,255,253 255,254,250 255,255,249 255,254,246 255,253,248 255,253,248 247,246,242 246,245,241 248,247,243 253,252,248 255,254,250 254,252,251 255,254,253 255,255,254 255,251,250 255,251,250 255,251,252 255,251,252 255,251,252 255,250,251 253,248,249 252,247,248 241,245,234 246,250,239 248,254,243 250,255,246 251,255,247 250,254,248 241,248,241 231,237,232 234,239,237 240,246,245 247,253,252 249,254,255 244,252,252 241,248,251 241,248,251 242,249,252 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,255,255 255,255,255 253,255,255 250,255,255 246,254,255 243,254,255 238,252,255 234,250,255 231,247,255 228,247,255 201,248,255 190,242,255 176,236,255 158,228,255 134,214,245 110,199,233 96,194,228 92,196,231 73,181,215 72,179,216 72,178,215 78,178,213 82,176,212 86,174,211 90,171,208 89,169,206 129,183,213 142,197,224 163,218,245 182,238,255 193,247,255 192,245,255 185,237,254 183,229,246 198,240,253 211,246,255 223,251,255 231,251,255 234,247,249 237,245,245 247,249,249 254,255,253 255,255,234 255,255,235 255,255,238 255,255,242 250,255,247 246,255,251 241,255,255 237,255,255 234,250,255 232,248,254 234,246,252 237,246,250 244,247,251 252,252,252 255,255,254 255,255,254 254,249,251 255,250,252 255,251,254 255,251,254 255,246,249 254,240,244 255,243,247 255,251,255 255,251,255 255,251,255
255,255,252 255,255,252 255,254,254 255,252,254 255,251,253 255,250,253 255,247,253 255,246,252 255,249,255 255,253,255 255,253,255 248,248,248 239,242,240 236,242,237 243,249,244 250,255,252 255,241,255 255,240,255 255,239,252 255,244,246 255,249,244 255,253,243 255,252,243 255,252,247 252,250,250 228,255,255 178,237,247 112,194,211 87,181,200 92,182,206 112,192,217 138,211,239 201,240,255 206,244,255 214,248,255 222,250,255 230,250,255 236,248,255 241,248,251 247,247,247 255,253,250 255,253,249 255,254,250 255,253,251 255,252,254 255,251,254 255,249,255 255,247,255 255,255,229 255,255,231 255,255,239 255,254,246 255,248,247 255,242,249 255,243,251 255,249,255 255,252,255 252,253,255 250,254,255 246,254,253 244,255,253 241,253,253 240,254,253 240,253,255 255,243,243 253,240,242 254,243,245 255,249,251 255,252,253 255,251,252 255,252,253 255,255,255 250,250,250 251,250,252 249,251,252 247,251,252 246,251,252 245,250,251 242,250,250 241,249,249 234,248,246 238,252,250 242,255,254 243,255,255 243,255,255 244,255,255 235,248,246 224,237,235 226,239,237 233,246,244 243,254,252 246,255,255 246,255,255 242,253,251 241,252,250 241,252,250 255,253,255 255,254,255 255,254,255 255,253,254 255,253,254 255,254,255 255,255,255 254,254,254 248,250,251 247,250,254 244,250,255 241,251,255 241,252,255 238,253,255 236,252,255 236,252,255 245,243,249 241,244,249 237,245,252 227,243,250 212,235,243 198,231,240 197,236,245 200,245,255 204,252,255 197,245,255 189,234,247 183,225,237 180,215,228 171,203,214 161,189,200 152,178,190 99,175,197 92,173,194 79,171,190 68,171,190 63,177,194 65,186,205 72,197,217 82,203,223 99,207,231 133,222,249 179,240,255 216,248,255 239,243,255 254,233,255 255,226,255 255,224,255 255,255,235 255,255,234 253,248,233 249,243,236 251,244,249 254,244,255 255,242,255 254,240,255 255,244,255 255,245,255 255,247,255 255,249,255 255,248,255 255,246,246 253,243,236 250,241,231 255,243,248 255,246,251 255,249,254 255,248,253 255,241,245 255,234,238 255,240,243 255,251,253 255,252,253 255,253,253
253,255,255 253,255,255 252,254,254 250,254,255 249,253,254 249,253,254 248,252,253 248,252,253 248,253,252 249,254,252 250,254,249 242,246,240 233,239,228 235,239,227 243,248,233 253,255,243 255,239,255 252,237,255 243,238,253 245,243,242 255,251,238 255,254,239 255,252,242 255,248,246 230,251,255 182,247,255 97,201,218 48,173,188 91,205,218 154,233,242 200,237,245 237,247,254 255,253,255 255,253,255 250,247,249 242,244,244 240,245,243 241,251,245 243,255,248 246,255,251 246,255,249 248,255,250 252,255,253 255,253,255 255,252,255 255,250,255 255,248,255 255,246,255 255,249,253 255,247,253 255,247,255 255,249,255 255,246,255 255,242,251 255,244,252 255,250,255 255,252,255 254,253,255 252,252,255 248,250,255 246,249,255 243,247,255 243,245,255 241,245,255 255,250,253 255,247,250 255,247,250 255,251,254 255,252,255 255,250,253 254,249,251 254,251,253 252,251,255 250,251,255 248,251,255 247,252,255 246,251,254 244,251,254 243,250,253 243,250,253 239,255,255 239,255,255 239,255,255 236,252,255 236,250,255 241,253,255 242,254,255 241,253,255 237,247,247 243,251,250 247,255,254 250,255,254 251,255,252 250,255,251 251,255,252 253,255,251 254,251,253 255,253,255 255,252,254 253,251,251 255,251,252 255,255,254 255,254,253 253,251,250 255,255,255 253,255,255 251,255,255 247,253,255 244,252,255 241,252,255 240,251,255 238,250,255 255,245,244 255,247,246 255,249,250 255,249,251 251,246,248 244,245,249 243,249,254 244,254,255 239,251,255 239,251,255 241,253,255 246,255,255 248,254,255 251,254,255 253,255,255 251,250,252 175,255,255 162,247,255 139,234,243 114,219,228 87,203,214 65,190,204 52,180,199 47,173,197 57,173,204 70,171,209 92,170,216 114,171,223 146,177,238 184,193,255 219,213,255 242,228,255 205,246,255 207,245,255 216,244,255 229,245,255 243,246,255 255,244,255 255,241,255 255,237,255 255,235,251 255,240,252 255,246,253 255,251,255 255,253,254 255,252,250 254,250,245 250,247,242 255,250,248 255,250,248 255,252,250 255,252,250 255,247,245 255,243,239 255,247,243 255,254,250 255,254,249 255,255,247
252,254,255 252,254,255 250,254,255 247,254,255 246,255,255 243,255,255 241,255,255 241,255,255 237,255,253 240,255,251 240,255,248 234,251,238 229,244,230 231,245,227 240,252,232 249,255,240 243,250,255 231,249,255 217,248,247 217,251,240 235,255,242 251,255,244 255,247,249 244,241,255 215,246,255 126,207,234 48,174,198 67,209,226 145,255,255 193,255,255 229,240,238 255,253,249 255,242,221 255,240,220 255,243,222 255,251,232 255,255,242 251,255,245 244,255,248 236,255,248 233,255,249 233,255,252 237,255,255 242,254,255 247,252,255 251,250,255 255,248,255 255,247,255 250,245,255 247,243,255 249,245,255 251,249,255 249,249,255 246,249,254 248,250,250 252,255,251 254,255,250 254,255,250 254,255,253 255,252,254 255,249,255 254,246,255 254,244,255 254,243,255 255,254,255 253,252,255 251,250,254 253,252,255 255,254,255 252,251,255 251,250,254 252,251,255 254,253,255 255,252,255 255,251,255 255,251,255 254,250,255 254,250,255 254,250,255 254,250,255 239,246,255 244,251,255 244,251,255 238,244,255 234,238,249 240,242,252 249,251,255 253,253,255 254,253,255 255,254,254 255,253,252 255,251,248 255,251,246 255,253,246 255,255,249 255,255,249 253,252,255 255,254,255 253,252,254 252,250,250 254,252,252 255,255,254 255,255,254 254,250,249 255,255,254 255,255,254 253,255,255 251,255,255 250,255,255 248,254,255 246,255,255 246,254,255 255,251,255 255,252,255 255,251,255 255,251,255 252,250,255 246,247,255 237,243,255 231,238,253 243,252,255 243,252,255 243,252,255 242,251,255 236,245,255 228,237,246 225,232,241 223,230,239 190,249,241 194,252,247 200,255,254 203,255,255 202,255,255 195,255,255 189,249,255 181,244,255 169,234,255 147,216,249 122,193,231 99,172,216 87,163,211 82,161,212 81,161,214 80,162,217 77,164,252 97,177,255 127,198,255 159,216,255 187,229,255 211,236,255 229,241,255 244,245,249 255,254,250 255,255,245 255,254,240 255,253,240 255,252,241 253,252,242 247,251,245 246,253,246 227,255,253 222,255,248 223,254,245 231,255,249 235,255,251 236,255,248 238,255,248 244,255,251 244,255,247 246,255,247
255,248,254 255,250,255 255,251,255 255,252,255 255,253,255 250,253,255 245,254,255 239,255,254 236,255,254 235,255,253 235,255,251 232,255,244 231,254,240 233,254,239 239,255,241 244,255,244 230,255,247 218,255,244 205,255,242 204,255,242 220,255,249 242,251,255 255,242,255 251,236,255 229,241,255 150,212,242 70,182,205 62,201,217 114,243,252 163,249,255 208,242,248 253,253,255 255,255,234 255,255,235 255,255,237 255,255,241 255,255,244 250,255,247 237,250,242 225,242,238 232,253,251 233,253,254 236,253,255 239,254,255 242,253,255 246,252,255 248,251,255 248,251,255 234,253,255 233,251,255 234,251,255 239,255,255 241,255,255 240,255,251 243,255,248 248,255,248 249,255,244 252,255,243 254,255,241 255,255,240 255,255,240 255,255,239 255,255,239 255,255,239 248,255,255 242,249,252 241,246,249 244,249,252 249,252,255 252,253,255 254,253,255 255,254,255 255,253,255 255,253,255 255,252,255 255,250,255 255,250,255 255,250,255 255,250,255 255,251,255 239,237,255 247,246,255 253,250,255 250,247,255 247,243,255 250,244,255 255,247,255 255,250,255 255,253,255 255,253,255 255,253,253 255,251,249 255,252,248 255,254,248 255,255,248 255,255,248 252,253,255 253,254,255 255,254,255 250,249,251 255,253,253 255,255,254 255,255,252 254,251,247 253,250,246 253,250,246 252,250,249 250,251,249 247,249,249 243,247,248 240,245,246 238,243,246 227,239,249 230,242,252 233,245,255 235,246,255 239,249,255 239,252,255 235,247,255 226,240,255 218,232,250 223,239,255 230,246,255 231,250,255 231,250,255 229,251,255 232,254,255 232,255,255 243,255,248 243,255,248 239,248,238 236,237,233 238,233,232 243,234,237 249,238,246 247,243,254 231,238,253 212,237,253 193,239,255 175,244,255 152,246,255 124,238,255 90,218,236 66,202,220 77,156,229 79,159,230 83,163,228 86,167,224 91,173,220 106,186,223 127,204,230 145,217,234 176,241,249 190,247,248 207,254,251 221,255,252 231,255,250 235,255,245 235,252,239 236,249,235 225,255,255 220,253,249 219,250,247 226,255,252 232,255,255 234,255,255 237,255,254 239,255,254 240,255,251 242,255,251
255,247,253 255,248,254 255,249,255 255,250,255 255,251,255 255,248,255 244,247,252 237,246,250 240,251,255 239,252,254 240,252,254 245,253,253 249,254,253 254,255,253 255,255,251 255,254,250 251,255,230 241,255,235 227,255,241 221,255,250 230,255,255 247,248,255 255,241,255 255,239,255 253,245,255 209,245,255 133,220,230 64,186,192 56,184,195 101,210,231 149,226,255 172,225,255 235,248,246 238,251,249 240,252,252 240,252,254 238,248,255 238,247,255 243,249,255 246,252,255 242,247,255 244,247,255 246,249,253 251,252,250 254,254,248 255,255,245 255,255,241 255,255,240 247,255,234 244,255,232 244,255,235 249,255,242 250,255,246 248,255,248 250,253,251 253,255,255 252,254,254 250,255,251 250,255,246 248,255,236 248,255,228 245,255,220 245,255,213 245,255,210 252,251,255 243,242,246 238,237,241 241,240,242 247,246,248 253,250,252 255,252,254 255,254,255 255,254,255 255,254,255 255,252,253 255,251,252 255,251,252 255,251,252 255,252,253 255,252,253 249,245,255 253,249,255 255,251,255 255,252,255 255,253,255 255,253,255 255,250,255 251,246,248 251,245,246 253,248,247 255,251,251 255,255,252 255,255,251 255,255,251 255,252,245 255,249,242 248,251,255 253,254,255 250,251,255 247,246,248 253,251,251 255,255,254 255,255,252 251,247,242 255,254,249 255,255,250 255,255,252 255,255,252 254,255,253 250,250,250 244,246,246 241,243,243 232,250,249 238,255,255 241,255,255 242,255,255 243,254,255 246,254,255 245,253,255 240,247,255 246,254,255 244,254,255 243,255,255 241,255,255 238,255,255 233,254,252 231,254,250 230,253,249 255,251,245 255,250,245 255,250,245 255,249,248 255,249,248 255,249,248 255,250,249 255,251,250 255,254,254 251,255,255 233,255,253 216,255,254 201,255,255 182,255,254 163,250,246 148,242,237 211,250,255 193,238,249 162,219,234 128,199,219 98,185,211 78,181,213 69,184,217 65,188,222 64,187,221 80,196,227 105,210,237 136,225,245 165,238,252 190,248,254 204,252,254 214,253,255 245,251,255 240,246,255 239,245,255 245,249,255 247,252,255 248,250,255 248,251,255 250,254,255 246,250,255 246,251,254
253,254,250 252,255,253 251,255,254 246,255,255 240,253,255 231,248,251 225,243,250 223,238,247 234,244,254 239,242,255 247,242,255 255,245,255 255,248,255 255,246,255 255,243,255 255,239,255 255,244,237 255,249,243 255,253,254 250,253,255 244,252,255 249,250,255 255,249,255 255,251,255 255,253,248 235,255,247 198,255,245 140,227,224 90,188,206 78,172,215 90,170,235 92,161,240 150,212,248 168,226,255 188,240,255 199,244,255 203,239,255 209,236,255 222,240,255 238,247,255 239,243,255 244,245,255 251,249,249 255,252,244 255,255,238 255,255,233 255,255,230 255,255,226 255,255,222 255,255,220 255,255,225 255,255,234 255,255,244 255,250,251 255,247,255 255,247,255 255,245,255 255,247,255 252,250,255 248,254,253 244,255,242 240,255,230 238,255,221 236,255,216 255,246,251 254,237,241 247,230,234 248,233,237 253,239,243 255,244,246 255,248,249 255,252,253 255,255,255 254,255,253 250,253,251 247,252,250 245,252,249 244,253,250 243,255,249 244,255,250 251,255,254 250,255,253 246,251,249 245,250,248 250,255,253 251,255,254 247,254,251 237,244,241 223,230,227 230,237,234 238,247,244 248,255,254 248,255,252 245,255,249 235,245,239 227,237,231 243,246,251 247,250,254 246,247,251 242,241,243 248,246,246 255,255,254 255,253,249 246,242,237 248,244,239 251,247,242 255,252,247 255,255,252 255,255,252 255,255,254 251,252,250 249,249,249 240,248,231 250,255,242 255,255,245 255,255,243 254,249,240 255,253,244 255,255,249 255,255,249 255,254,248 255,252,245 255,251,242 255,253,242 255,255,246 255,255,245 251,255,242 246,255,239 255,242,253 255,243,253 255,244,252 255,246,250 255,248,250 255,252,251 254,255,251 251,255,251 240,248,241 242,250,243 245,253,246 249,255,249 251,255,249 247,248,244 240,239,235 233,232,228 240,255,223 237,255,228 230,255,236 218,255,246 199,255,253 172,244,251 142,227,243 117,212,238 88,191,224 75,182,220 62,170,212 60,165,209 70,171,216 92,188,234 116,209,254 132,223,255 234,247,255 233,246,255 235,246,255 241,247,255 239,244,255 240,241,255 245,243,255 255,249,255 249,238,255 252,238,255
200,254,237 210,255,250 209,255,252 204,255,252 197,255,250 196,253,252 188,241,244 178,225,233 210,247,255 220,246,255 231,244,255 241,240,255 251,236,255 255,233,255 255,233,255 255,233,255 255,233,255 255,235,255 255,238,255 248,242,255 240,248,255 239,253,255 244,255,250 251,255,240 255,255,233 251,255,233 239,255,240 219,253,252 193,233,255 160,205,255 127,174,255 108,153,251 62,167,230 55,158,221 68,164,224 99,186,243 124,200,253 140,203,253 167,221,255 200,243,255 212,246,255 214,240,255 232,251,255 239,255,253 245,255,247 246,255,242 236,250,226 240,253,227 255,247,243 255,247,241 255,251,243 255,255,247 255,255,248 255,253,250 255,250,252 255,249,255 255,247,255 255,245,255 255,244,255 252,241,255 251,245,255 249,249,255 241,246,249 227,235,234 255,238,245 255,244,251 255,249,255 253,230,235 232,213,216 253,239,241 255,253,255 252,248,247 255,255,254 250,255,254 246,255,252 243,255,252 236,255,249 230,255,245 230,255,247 233,255,250 248,255,245 249,255,246 241,251,238 237,250,236 243,255,245 239,255,244 231,247,236 231,248,239 224,242,235 224,245,237 227,249,244 232,255,251 233,255,254 231,255,253 221,248,245 215,242,239 238,242,247 245,250,253 242,245,249 235,237,238 241,241,241 255,255,254 255,255,252 250,246,241 255,255,250 248,244,239 255,255,250 255,252,249 255,255,252 255,255,254 249,247,246 251,249,249 255,255,238 255,255,240 255,255,242 255,255,244 255,255,245 255,252,244 255,247,241 255,244,238 255,254,248 255,253,247 255,251,243 255,253,241 255,255,243 255,255,242 255,255,239 255,255,237 255,246,255 255,243,255 252,244,255 245,249,255 240,253,255 232,255,255 226,255,255 228,255,255 222,249,245 236,255,251 251,255,254 255,253,253 255,246,249 255,242,249 255,239,248 255,235,245 237,255,243 221,243,225 224,244,225 242,255,241 248,255,245 246,255,246 242,255,250 230,250,251 224,252,255 201,242,255 170,227,255 135,207,254 100,189,246 71,173,238 51,162,235 38,156,233 111,170,196 132,189,215 163,217,242 190,237,255 207,247,255 214,247,255 219,241,255 222,236,255 239,243,255 249,244,255
216,255,247 213,255,247 204,255,246 197,255,247 196,255,254 183,255,253 150,225,227 113,191,198 105,180,194 112,184,202 124,191,214 141,202,228 160,214,244 177,226,255 192,235,255 199,240,255 203,224,255 205,228,255 206,234,255 207,238,255 209,243,255 218,249,252 234,255,248 251,255,244 255,255,240 255,255,238 255,249,242 255,244,252 244,239,255 227,235,255 210,229,255 197,226,255 114,225,255 98,208,255 77,186,242 66,170,223 63,163,211 68,162,205 78,166,203 89,170,203 112,185,215 126,193,220 149,209,233 165,219,242 194,242,255 194,238,255 203,245,255 200,241,255 208,225,255 222,240,255 222,244,255 221,243,249 227,251,239 234,255,232 238,255,228 245,255,234 246,251,236 253,249,248 255,247,255 255,244,255 255,244,255 255,242,255 252,231,255 238,217,255 255,246,252 250,236,242 255,246,252 255,252,255 249,242,245 248,243,245 255,254,255 251,253,253 239,245,244 239,248,245 238,252,248 240,255,249 238,255,249 236,255,249 236,255,251 237,255,251 251,255,237 255,255,241 251,255,238 247,255,238 251,255,245 249,255,246 242,254,242 242,255,247 228,245,236 226,246,241 228,249,246 233,255,253 234,255,255 232,255,255 229,254,255 225,250,252 248,252,255 250,255,255 248,251,255 237,239,240 241,241,241 255,255,254 255,255,252 255,253,248 255,255,251 255,252,247 255,255,252 251,248,244 252,248,247 245,243,243 252,250,250 255,255,255 253,255,249 254,255,250 253,253,247 254,249,246 255,245,245 255,242,244 255,239,243 255,237,242 255,243,251 255,247,254 255,251,255 255,253,255 255,254,255 255,255,254 255,255,254 255,255,254 243,243,255 245,247,255 244,251,255 241,253,255 237,255,255 234,255,255 230,255,255 228,252,250 231,252,250 242,255,255 250,255,255 255,252,255 255,247,255 255,247,255 255,244,255 255,242,255 217,249,255 206,234,241 220,236,242 245,250,253 255,252,252 255,253,250 255,253,249 255,252,251 255,252,254 255,251,255 246,250,255 224,247,255 199,241,255 173,233,255 152,226,255 141,222,255 113,200,227 103,190,217 93,177,205 90,171,198 104,178,206 131,199,228 164,227,255 189,245,255 189,236,255 199,239,255
