50 170
251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,254,253 251,255,255 251,255,255 251,255,255 249,254,253 245,250,249 245,250,249 247,252,251 246,251,250 248,253,252 250,255,254 250,255,254 251,255,255 251,255,255 251,255,255 251,255,255 242,255,251 246,255,254 243,248,249 246,245,249 255,252,255 255,251,255 255,252,255 255,255,255 250,255,251 244,255,247 238,252,246 238,252,250 243,253,255 246,251,255 244,245,255 241,238,255 253,249,248 255,253,255 255,252,255 255,244,254 255,242,253 255,248,255 255,252,255 255,254,246 247,255,242 238,255,238 233,255,235 233,255,235 239,255,238 247,255,239 251,254,239 254,249,240 255,255,255 255,255,255 250,250,250 252,252,252 255,255,255 251,251,251 246,246,246 255,255,255 249,249,249 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,250,255 253,251,255 253,251,255 254,252,255 254,252,255 255,251,255 255,251,255 254,251,253 255,253,254 255,255,254 255,255,251 255,254,247 255,254,245 255,255,245 255,254,244 255,253,240 255,251,255 255,252,255 255,253,255 255,254,253 255,255,250 255,255,247 255,255,246 255,255,244 255,255,245 252,254,242 252,253,243 255,255,251 255,255,254 255,253,255 255,252,255 255,252,255 255,242,255 255,244,255 255,248,255 255,250,255 255,252,252 255,252,250 255,250,250 255,247,251 255,247,255 255,243,255 255,238,255 253,238,255 253,240,255 252,241,255 247,239,255 243,238,255 255,253,255 255,253,254 255,254,249 255,255,244 255,255,239 255,255,234 253,255,234 254,255,237 255,255,241 252,254,242 255,255,248 255,255,251 254,249,246 255,252,249 255,255,251 253,250,242 250,254,242 248,255,242 248,254,243 248,254,243 248,253,244 248,252,246 248,252,246 246,252,247 250,255,251 250,255,251
255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 253,255,255 248,250,250 242,244,244 242,244,244 248,250,250 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 248,250,250 246,248,248 248,250,250 250,252,252 239,253,247 246,255,254 251,255,255 248,247,251 255,249,255 255,251,255 255,248,253 249,247,247 251,255,252 245,255,248 242,255,247 243,255,253 246,255,255 247,251,255 242,241,255 237,233,255 246,240,241 255,247,250 255,250,255 255,244,253 255,241,253 255,246,255 255,251,255 254,255,253 248,255,249 243,255,247 240,255,244 240,255,241 246,255,242 255,254,246 255,254,252 255,252,254 248,248,248 250,250,250 247,247,247 250,250,250 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,253,255 255,253,255 255,253,255 254,253,255 254,253,255 253,254,255 251,254,255 251,255,255 249,253,254 250,255,254 250,255,253 249,255,250 249,255,249 250,255,250 251,255,247 251,255,247 243,252,255 245,253,255 247,253,255 249,254,255 252,254,254 255,254,253 255,255,251 255,255,250 253,250,245 249,246,242 247,245,244 250,252,252 250,255,255 245,251,255 243,251,255 243,252,255 245,251,255 247,252,255 248,254,255 250,255,255 251,255,251 253,255,249 254,255,248 255,255,251 255,254,255 255,251,255 253,246,255 253,245,255 254,245,255 251,245,255 248,242,255 244,239,254 255,250,255 255,251,253 255,254,250 255,255,247 255,255,243 254,255,238 253,255,237 253,255,240 255,255,246 252,252,246 255,254,253 255,255,255 253,248,249 255,252,251 255,255,252 255,254,250 252,255,245 252,255,245 252,255,246 250,255,246 250,254,248 250,254,248 250,254,249 250,253,251 253,255,254 251,255,254
253,253,253 252,252,252 246,246,246 239,239,239 239,239,239 246,246,246 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 253,255,255 253,255,255 252,254,254 250,252,252 248,250,250 247,249,249 247,249,249 247,249,249 243,245,245 248,250,250 251,253,253 246,248,248 237,239,239 232,234,234 236,238,238 243,245,245 234,247,239 245,255,249 251,255,255 250,249,253 254,247,254 255,250,255 255,250,255 250,247,249 242,245,243 239,247,240 238,249,241 241,251,245 246,251,252 244,246,254 241,236,251 235,229,248 230,228,228 247,242,244 255,253,255 255,251,255 255,251,255 255,251,255 244,247,255 235,244,247 233,245,245 236,250,246 241,252,249 250,253,251 255,248,251 255,240,249 255,231,246 255,225,243 249,249,249 252,252,252 249,249,249 249,249,249 255,255,255 249,249,249 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,254,254 253,253,253 250,252,252 248,252,253 248,253,254 247,255,255 246,255,255 242,254,255 241,254,255 239,255,254 240,255,255 238,255,255 238,255,255 238,255,255 239,255,255 229,255,255 231,255,255 236,255,255 242,254,255 249,254,255 254,253,255 255,252,255 255,252,255 252,243,246 248,241,244 245,244,248 246,251,254 242,254,255 235,254,255 229,253,255 228,254,255 232,253,255 233,254,255 235,255,252 237,255,249 239,255,245 241,255,243 241,255,242 242,255,243 248,255,249 250,255,252 251,254,252 250,252,252 251,252,250 250,249,245 246,246,240 242,242,236 251,247,253 253,249,254 253,253,253 255,255,252 255,255,249 254,255,247 250,255,245 248,253,244 253,255,252 250,252,252 255,254,255 255,253,255 247,245,251 249,248,252 255,254,255 255,253,255 254,255,248 254,255,250 254,255,250 254,255,251 254,255,251 252,255,253 252,254,254 252,254,254 246,248,249 246,248,249
252,252,252 251,251,251 245,245,245 237,237,237 237,237,237 245,245,245 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 242,242,242 253,253,253 255,255,255 251,251,251 237,237,237 233,233,233 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 243,243,243 244,244,244 250,250,250 248,255,247 242,249,242 248,251,249 255,254,255 255,252,255 255,250,255 255,252,255 253,252,254 242,245,243 240,247,240 242,250,240 246,253,246 252,255,253 255,252,255 254,246,255 252,242,254 246,251,249 244,251,248 240,248,248 234,246,248 232,247,250 234,250,255 237,255,255 239,255,255 241,255,255 243,254,255 242,244,252 247,239,250 255,240,254 255,241,255 255,242,255 255,241,255 252,252,252 255,255,255 251,251,251 247,247,247 251,251,251 247,247,247 243,243,243 250,250,250 254,254,254 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,254,250 250,254,249 248,252,247 244,249,247 244,249,248 245,251,250 245,253,253 246,253,255 246,255,255 241,252,255 241,251,255 243,255,255 243,255,255 241,252,255 241,252,255 243,254,255 235,255,255 236,255,255 240,255,255 245,255,255 250,254,255 255,254,254 255,253,254 255,253,254 255,247,248 253,247,248 251,249,249 249,253,254 246,255,255 241,255,255 236,255,255 234,255,254 238,252,250 238,253,249 239,255,248 239,255,245 239,255,243 239,255,241 238,255,240 239,255,240 244,255,243 246,255,245 247,255,242 247,255,241 247,255,238 246,253,232 244,250,227 242,248,223 246,246,252 250,250,255 253,255,255 253,255,255 253,255,254 251,255,254 251,255,255 247,251,252 251,254,255 248,250,255 251,252,255 253,251,255 244,243,253 242,241,251 250,249,255 250,250,255 255,255,252 255,255,252 255,255,252 255,255,254 255,255,255 255,255,255 255,254,255 255,254,255 255,253,255 255,252,255
255,255,255 255,255,255 253,253,253 247,247,247 247,247,247 253,253,253 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 255,255,255 252,252,252 255,255,255 254,254,254 241,241,241 225,225,225 225,225,225 241,241,241 255,255,255 249,249,249 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,255,248 226,231,222 229,232,230 253,252,255 253,250,255 246,242,253 251,248,255 253,254,255 248,250,250 248,252,246 248,253,244 252,255,246 255,255,250 255,255,254 255,253,255 255,252,255 244,255,249 241,255,247 236,255,248 236,255,254 232,255,255 232,255,255 227,251,251 224,243,246 226,237,241 231,234,242 239,235,246 249,242,255 255,249,255 255,248,255 255,248,255 250,241,255 250,250,250 255,255,255 251,251,251 246,246,246 249,249,249 248,248,248 247,247,247 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,255,247 247,255,248 245,253,246 244,250,245 244,250,245 248,251,249 250,252,252 253,252,254 255,253,255 254,250,255 255,247,255 255,251,255 255,249,255 255,244,255 255,244,255 255,247,255 255,255,246 255,255,246 255,255,247 255,255,247 255,255,247 255,255,248 255,255,248 255,255,248 255,255,247 255,255,247 255,255,247 255,255,247 255,255,248 255,255,248 255,255,246 253,255,243 255,252,254 255,253,253 255,252,252 255,253,250 255,254,249 253,255,247 250,255,248 249,255,247 246,255,244 247,255,244 247,255,241 248,255,239 246,255,235 246,255,230 246,255,226 245,255,224 245,248,252 250,253,255 251,254,255 248,251,255 249,252,255 251,254,255 251,253,255 248,249,255 249,249,255 241,241,255 246,246,255 251,251,255 242,242,255 241,241,253 248,249,255 250,251,255 254,255,253 254,255,253 254,255,253 254,254,254 254,254,254 254,253,255 254,253,255 254,252,255 248,245,254 248,244,255
253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 255,255,255 255,255,255 255,255,255 255,254,254 253,251,251 255,255,255 252,250,250 250,248,248 255,253,253 255,254,254 252,250,250 252,250,250 255,255,255 244,246,234 202,203,194 188,189,185 190,189,191 157,156,165 128,127,137 120,119,128 115,115,121 127,129,129 127,129,123 128,129,120 127,128,118 128,126,118 130,125,122 132,127,126 133,127,128 102,119,105 112,131,116 133,158,144 168,194,180 197,225,212 217,242,232 230,248,241 242,248,247 255,254,255 255,252,255 255,248,255 255,248,255 247,250,255 237,250,255 225,249,255 217,247,252 253,253,253 255,255,255 255,255,255 248,248,248 248,248,248 245,245,245 241,241,241 246,246,246 255,255,255 252,252,252 250,250,250 249,249,249 249,249,249 246,246,246 240,240,240 235,235,235 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,255,249 247,255,248 248,255,249 248,255,248 250,254,248 255,254,250 255,254,253 255,254,255 255,251,255 255,245,252 255,244,253 255,248,255 255,247,255 255,240,255 255,239,255 255,245,255 255,255,239 255,255,239 255,255,240 255,255,241 255,255,243 255,255,244 255,255,246 254,255,246 253,255,245 255,255,246 255,255,242 255,254,239 255,255,238 255,255,240 255,255,238 255,252,234 255,246,254 255,245,255 255,244,254 255,245,255 255,246,255 255,247,255 255,250,255 253,252,254 250,252,252 249,255,250 249,255,248 249,255,245 247,255,240 248,255,236 251,255,236 253,255,238 247,253,248 251,255,254 249,254,253 242,245,249 242,245,250 249,250,255 253,251,255 250,247,255 243,240,255 233,230,245 238,238,252 249,249,255 246,246,255 246,247,255 251,252,255 251,252,255 255,253,252 255,253,252 255,253,253 255,253,253 255,253,253 255,252,254 255,251,255 255,251,255 235,230,239 235,229,240
250,250,250 253,253,253 254,254,254 252,252,252 252,252,252 254,254,254 253,253,253 250,250,250 253,253,253 250,250,250 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,252,252 252,250,250 255,253,253 255,255,255 253,251,251 236,234,234 222,220,220 189,187,187 166,164,164 135,133,133 103,101,101 64,62,62 26,24,24 8,6,6 7,5,5 13,12,0 4,3,0 6,5,1 14,16,17 0,0,6 0,0,7 10,11,21 5,8,13 0,1,1 3,2,0 3,4,0 4,3,0 2,3,0 2,1,0 0,1,0 0,0,0 3,11,1 0,6,0 0,5,0 0,6,0 0,6,0 0,9,0 19,20,11 42,30,28 90,69,72 134,108,114 190,167,172 228,217,220 240,246,245 232,255,252 218,255,250 208,255,248 243,243,243 255,255,255 255,255,255 252,252,252 251,251,251 246,246,246 238,238,238 239,239,239 255,255,255 250,250,250 244,244,244 243,243,243 245,245,245 246,246,246 243,243,243 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,255,251 251,255,251 251,255,251 252,255,250 255,255,250 255,255,251 255,255,252 255,255,252 255,248,248 254,242,242 255,242,244 255,249,253 255,250,255 255,243,252 255,244,255 255,249,255 255,255,240 255,255,241 255,255,243 255,255,244 255,255,246 255,255,248 255,255,248 254,255,250 252,254,248 255,255,247 255,253,245 255,249,238 255,251,238 255,255,243 255,255,242 255,254,237 255,243,253 255,243,254 255,240,255 255,240,255 255,240,255 253,241,255 250,244,255 246,246,255 248,250,255 248,252,255 248,253,254 247,252,250 246,250,245 250,250,244 255,252,247 255,255,250 248,255,244 251,255,248 247,251,245 235,237,237 237,235,241 248,245,254 253,249,255 253,246,255 248,242,253 233,230,239 239,237,243 254,252,255 253,254,255 252,252,255 251,254,255 250,253,255 253,254,252 253,254,252 253,254,252 253,253,253 255,253,253 255,253,253 255,252,254 255,251,255 247,243,249 247,242,251
252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 247,247,247 238,238,238 231,231,231 237,237,237 249,249,249 255,255,255 249,249,249 239,239,239 186,184,184 164,162,162 129,127,127 90,88,88 55,53,53 28,26,26 9,7,7 2,0,0 7,5,5 2,0,0 2,0,0 4,2,2 5,3,3 9,7,7 30,28,28 53,51,51 73,69,58 80,78,68 114,113,109 129,131,132 122,126,131 150,155,164 186,189,197 180,183,187 188,188,188 193,192,188 196,196,190 195,197,191 191,197,192 187,195,194 182,194,196 179,194,197 134,129,138 133,131,137 128,131,135 113,119,118 79,86,83 45,46,42 30,20,20 33,12,15 28,0,6 37,0,11 34,0,10 20,0,5 16,15,11 41,61,48 86,127,106 127,178,151 219,219,219 240,240,240 251,251,251 252,252,252 255,255,255 255,255,255 249,249,249 250,250,250 255,255,255 253,253,253 246,246,246 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,252,252 255,253,252 255,253,252 255,255,251 255,255,250 255,254,249 255,255,247 252,255,246 243,248,239 235,243,233 236,244,237 242,255,247 243,255,251 237,252,248 237,254,250 239,255,255 252,255,251 252,255,253 252,254,254 252,254,255 254,253,255 254,252,255 254,251,255 255,250,255 254,248,255 253,250,255 250,248,254 245,244,248 246,248,249 253,255,255 253,255,254 252,255,251 252,254,254 249,252,255 246,249,255 242,248,255 240,246,255 237,246,255 239,248,255 238,250,255 237,248,255 240,249,255 243,249,255 242,245,250 245,241,247 248,239,249 255,242,254 255,245,255 250,255,238 254,255,243 245,249,238 233,232,228 235,230,232 247,240,247 255,248,255 254,246,253 255,250,253 242,237,236 245,242,238 255,255,252 255,255,252 254,255,253 253,253,253 246,248,249 254,254,254 254,255,253 254,255,253 254,255,253 254,255,253 255,254,253 255,254,253 255,254,254 254,251,253 255,250,255
255,255,255 253,253,253 248,248,248 254,254,254 255,255,255 241,241,241 237,237,237 255,255,255 255,255,255 212,212,212 176,176,176 159,159,159 123,123,123 60,60,60 12,12,12 0,0,0 9,7,7 6,4,4 2,0,0 2,0,0 8,6,6 24,22,22 46,44,44 62,60,60 119,117,117 141,139,139 174,172,172 207,205,205 235,233,233 252,250,250 255,255,255 255,255,255 255,253,244 255,255,249 255,255,252 243,247,248 240,246,251 248,254,255 248,254,255 249,252,255 242,242,242 255,255,252 253,255,252 250,255,254 223,239,238 234,255,255 223,252,255 216,248,255 227,223,255 239,238,255 236,243,255 227,241,255 228,244,255 228,244,255 231,240,253 243,242,255 217,202,223 179,155,179 126,101,121 86,66,79 31,22,25 0,3,0 4,20,2 0,15,0 0,0,0 22,22,22 61,61,61 111,111,111 174,174,174 229,229,229 255,255,255 255,255,255 255,255,255 244,244,244 255,255,255 245,245,245 251,251,251 253,253,253 255,255,255 255,255,255 252,252,252 245,245,245 254,254,254 255,255,255 243,243,243 249,249,249 255,255,255 247,247,247 255,255,255 249,249,249 247,247,247 255,255,255 255,255,255 254,254,254 249,249,249 252,252,252 255,248,254 255,251,255 255,250,253 245,237,237 255,255,252 241,238,233 230,234,223 240,250,237 241,255,244 227,250,235 216,245,229 216,254,236 215,255,242 214,255,244 210,255,245 212,255,249 228,253,255 228,250,255 236,253,255 241,251,255 241,245,255 248,247,255 253,247,255 248,238,255 245,235,255 249,243,255 250,249,255 244,248,255 236,246,255 233,250,255 232,254,255 230,255,255 211,251,233 215,254,239 219,255,249 221,254,255 223,254,255 227,254,255 228,254,255 230,252,255 236,255,255 241,255,255 248,254,255 242,242,248 249,239,251 234,216,233 255,238,255 255,239,255 247,255,230 248,253,232 255,255,245 247,244,239 246,240,241 255,251,255 255,247,250 255,254,254 255,255,251 255,253,242 255,255,242 255,255,243 254,254,242 242,243,234 250,249,245 255,255,255 242,244,245 253,255,255 251,253,253 245,248,246 252,253,251 253,254,250 252,253,249 255,255,252 248,247,243 248,246,245
245,245,245 255,255,255 246,246,246 211,211,211 181,181,181 146,146,146 101,101,101 72,72,72 17,17,17 8,8,8 0,0,0 0,0,0 0,0,0 4,4,4 27,27,27 49,49,49 85,85,85 118,118,118 167,167,167 214,214,214 242,242,242 248,248,248 241,241,241 234,234,234 247,247,247 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 255,248,241 255,253,248 251,249,248 236,240,241 234,241,244 245,252,255 248,255,255 249,254,253 245,246,244 249,253,248 250,255,254 238,253,255 227,255,255 211,253,255 195,246,255 177,235,255 199,222,255 190,219,255 161,200,252 136,186,228 134,192,227 142,205,233 160,218,247 185,234,255 203,241,255 215,239,255 224,233,255 247,245,255 248,240,255 222,212,218 187,175,169 136,124,112 70,70,70 23,23,23 0,0,0 2,2,2 2,2,2 0,0,0 35,35,35 91,91,91 145,145,145 186,186,186 247,247,247 255,255,255 255,255,255 253,253,253 254,254,254 249,249,249 255,255,255 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 247,247,247 234,234,234 231,231,231 244,244,244 255,255,255 255,255,255 255,255,255 255,255,255 255,246,255 255,249,255 255,249,255 255,248,251 255,252,252 245,241,236 253,254,244 251,255,245 243,255,240 232,251,234 218,246,227 210,245,225 224,255,246 212,255,239 206,255,238 209,255,243 234,252,255 229,245,255 235,250,255 241,251,255 241,248,255 247,249,255 250,250,255 251,249,255 251,249,255 250,250,255 248,250,255 242,249,255 237,247,255 236,251,255 235,251,255 231,249,255 219,255,231 221,255,237 222,255,244 222,255,247 223,254,253 226,254,255 233,255,255 237,255,255 227,245,238 242,255,247 246,254,244 241,242,238 255,253,255 255,241,255 255,245,255 240,216,246 241,248,227 249,252,236 255,255,248 255,254,253 255,252,255 255,252,255 255,246,248 254,243,239 255,255,245 255,253,234 255,254,230 255,255,239 255,255,244 252,253,244 242,240,239 235,234,236 248,250,255 251,254,255 249,252,255 247,251,252 253,255,255 252,255,251 248,252,246 252,254,248 251,253,247 253,253,247
