50 170
248,246,255 248,245,255 253,248,255 255,255,254 255,255,245 255,255,234 254,255,230 252,255,234 246,255,239 250,255,255 250,251,255 247,241,255 249,238,255 255,243,255 255,245,255 255,246,249 255,252,235 255,255,233 251,255,224 241,255,218 242,255,226 251,255,248 255,248,255 255,244,255 253,252,255 233,255,241 214,255,233 200,255,231 206,254,242 234,253,255 255,247,253 255,252,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 253,252,255 255,254,255 255,254,255 252,251,255 250,249,253 255,254,255 255,254,255 255,254,255 252,251,255 255,254,255 255,254,255 250,249,253 251,250,254 255,254,255 255,254,255 255,254,255 253,253,253 252,252,252 251,251,251 251,251,251 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 255,253,255 255,255,247 253,255,238 251,255,244 249,248,255 250,242,255 248,243,255 247,252,253 233,250,217 239,255,213 246,255,229 248,254,253 242,239,255 236,231,255 241,242,255 250,255,254 255,240,252 255,240,252 255,249,255 255,249,255 255,245,255 255,245,255 255,248,255 255,244,255 255,247,255 255,247,255 255,247,255 255,246,255 255,245,255 255,243,255 255,243,255 255,242,255 255,240,255 255,233,255 255,231,255 255,240,255 255,246,255 254,240,255 223,213,226 196,188,198 160,156,161 146,145,147 125,127,127 115,118,116 131,135,130 173,177,172 220,224,218 249,253,247 248,248,248 182,182,182 124,124,124 135,135,135 197,197,197 249,249,249 255,255,255 253,253,253 252,252,252 255,255,255 254,254,254 249,249,249 255,255,255 255,255,255 251,251,251 251,251,251 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
251,251,255 253,252,255 255,253,255 255,255,252 255,255,247 255,255,238 255,255,239 255,255,241 248,255,245 248,253,254 244,246,255 240,236,255 244,236,253 255,246,255 255,253,254 255,255,248 255,251,245 255,255,249 251,255,248 239,255,243 237,255,243 248,255,249 255,253,255 255,244,255 247,239,249 235,252,243 226,255,244 218,255,248 223,255,255 243,253,255 255,242,255 255,231,246 248,248,248 245,245,245 244,244,244 248,248,248 252,252,252 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,252,254 255,254,255 255,254,255 253,252,254 253,252,254 255,254,255 255,254,255 250,249,251 255,254,255 255,254,255 250,249,251 242,241,243 242,241,243 250,249,251 254,253,255 253,252,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 242,242,242 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 255,253,255 255,255,251 255,255,242 253,255,245 250,247,255 247,240,255 245,240,255 247,251,252 251,255,235 248,255,224 246,255,231 243,249,248 238,234,255 235,230,255 243,244,254 251,255,251 243,247,241 239,243,237 247,251,245 252,255,250 249,253,247 251,255,250 253,255,252 246,249,247 249,252,250 250,253,251 250,252,252 251,253,253 252,254,254 253,255,255 253,255,255 253,255,255 249,235,247 235,221,233 210,196,208 178,167,177 151,143,150 137,131,136 134,128,133 135,132,134 131,131,131 152,152,152 183,184,182 211,214,212 237,240,238 253,255,254 253,255,254 250,253,251 232,232,232 254,254,254 223,223,223 145,145,145 116,116,116 168,168,168 229,229,229 251,251,251 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 235,235,235 229,229,229 252,252,252 255,255,255 254,254,254 254,254,254 253,253,253 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255
251,254,255 250,252,253 253,251,251 255,252,248 252,249,241 249,247,236 253,253,241 255,255,249 253,255,254 251,254,255 248,250,255 243,244,254 247,246,250 255,252,247 255,255,242 255,255,234 255,244,247 255,243,255 248,244,255 232,245,255 229,252,255 240,255,250 253,255,246 255,248,248 255,245,255 255,250,255 246,255,255 230,252,247 225,247,242 240,246,251 255,246,255 255,242,255 246,246,246 242,242,242 239,239,239 242,242,242 250,250,250 255,255,255 254,254,254 249,249,249 251,251,251 251,251,251 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 250,249,251 253,252,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 252,251,253 255,254,255 254,253,255 249,248,250 245,244,246 248,247,249 254,253,255 255,254,255 253,252,254 253,253,253 253,253,253 253,253,253 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 251,251,251 249,249,249 247,247,247 248,248,248 250,250,250 252,252,252 249,249,249 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 253,253,253 249,249,249 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,246,255 252,251,247 252,255,241 253,255,242 253,252,254 253,248,255 253,247,255 251,254,255 234,247,223 235,252,215 241,254,228 247,251,252 248,246,255 245,240,255 245,247,248 248,255,240 239,255,245 236,255,242 238,255,246 239,255,247 237,255,245 237,255,245 235,255,244 223,246,232 221,244,230 214,236,224 201,223,211 183,205,193 164,186,174 146,167,158 133,154,145 125,146,137 117,123,106 123,129,112 128,133,118 129,134,119 132,136,124 145,151,140 171,176,167 191,195,189 238,242,237 242,245,243 247,247,247 251,251,251 255,254,255 254,251,253 240,237,239 225,221,226 255,255,255 248,248,248 250,250,250 235,235,235 175,175,175 118,118,118 134,134,134 189,189,189 245,245,245 255,255,255 255,255,255 248,248,248 252,252,252 252,252,252 245,245,245 243,243,243 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255
247,251,246 248,249,245 250,249,245 250,250,244 248,245,241 244,241,237 246,244,244 251,250,252 248,248,254 247,249,255 248,250,255 250,254,255 253,255,249 255,255,240 252,255,228 247,253,218 255,232,236 255,232,254 240,232,255 225,237,255 221,249,255 232,255,250 249,255,244 255,252,250 255,242,255 255,243,255 255,246,255 255,255,245 245,255,232 242,249,236 253,242,255 254,228,255 255,255,255 255,255,255 251,251,251 249,249,249 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 243,243,243 240,240,240 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 244,244,244 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 247,247,247 245,245,245 246,246,246 252,252,252 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 252,252,252 250,250,250 249,249,249 249,249,249 249,249,249 255,250,255 253,253,253 249,255,238 248,254,235 250,252,246 250,246,255 245,242,255 242,243,247 253,255,244 253,255,238 253,255,244 255,254,255 250,245,255 238,234,245 227,230,221 222,231,205 202,216,212 191,205,201 185,199,195 178,192,188 161,175,171 151,165,161 143,157,153 129,142,140 120,133,131 120,133,131 121,134,132 121,134,132 122,134,134 122,134,134 123,135,135 123,135,135 162,185,147 175,196,158 193,212,179 215,233,202 233,249,225 248,255,240 250,255,245 251,255,249 248,252,247 245,248,246 244,243,245 248,244,249 255,253,255 255,252,255 255,250,255 246,238,245 246,246,246 245,245,245 254,254,254 255,255,255 248,248,248 201,201,201 148,148,148 118,118,118 148,148,148 211,211,211 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252
251,255,244 251,255,244 255,255,247 255,255,251 254,252,251 249,246,248 250,245,254 252,248,255 227,224,239 231,230,240 237,240,244 246,253,246 251,255,245 253,255,240 249,255,231 247,255,227 255,234,229 252,235,239 236,239,254 224,247,255 221,255,255 229,255,254 247,255,253 255,250,255 255,234,255 255,239,255 255,242,241 255,255,231 247,255,208 195,205,169 160,159,161 129,116,148 118,118,118 125,125,125 130,130,130 133,133,133 141,141,141 154,154,154 163,163,163 164,164,164 184,184,184 187,187,187 193,193,193 201,201,201 209,209,209 217,217,217 222,222,222 225,225,225 245,245,245 250,250,250 255,255,255 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 254,254,254 248,248,248 239,239,239 234,234,234 242,242,242 243,243,243 246,246,246 248,248,248 250,250,250 250,250,250 250,250,250 249,249,249 245,245,245 249,249,249 252,252,252 252,252,252 250,250,250 249,249,249 252,252,252 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 244,244,244 255,255,255 255,255,255 254,254,254 246,246,246 237,237,237 229,229,229 226,226,226 225,225,225 217,213,232 207,206,210 195,201,184 190,198,175 192,197,182 188,188,188 177,174,183 166,165,169 156,159,150 148,151,136 138,139,129 134,131,133 132,127,136 130,128,128 131,134,118 134,142,111 135,124,132 132,121,129 138,127,135 140,129,137 132,121,129 132,121,129 136,125,133 132,121,129 171,160,168 178,167,175 191,180,188 208,197,205 227,216,224 244,233,241 255,246,254 255,251,255 239,255,228 239,255,227 239,255,230 243,255,236 244,255,241 245,255,244 238,249,239 233,240,235 251,255,255 255,254,255 254,250,255 252,248,254 255,251,255 255,252,255 250,242,249 238,230,237 241,241,241 255,255,255 255,255,255 239,239,239 248,248,248 255,255,255 235,235,235 181,181,181 123,123,123 135,135,135 164,164,164 215,215,215 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 254,254,254 255,255,255 255,255,255 251,251,251 249,249,249 249,249,249
255,255,246 250,254,243 252,255,245 255,255,249 255,255,254 252,250,255 251,247,255 253,247,255 235,229,246 236,235,245 242,244,244 246,254,244 247,255,244 243,255,240 242,255,243 246,255,248 255,244,239 253,247,234 241,255,234 231,255,244 227,255,254 231,253,255 243,246,255 255,246,255 255,238,249 255,251,251 255,252,234 255,255,223 207,214,169 133,144,112 133,140,137 141,142,162 163,163,163 166,166,166 159,159,159 143,143,143 131,131,131 129,129,129 126,126,126 121,121,121 119,119,119 121,121,121 125,125,125 128,128,128 130,130,130 131,131,131 132,132,132 131,131,131 121,122,120 125,126,124 130,131,129 131,132,130 127,128,126 126,127,125 135,136,134 146,147,145 164,165,163 161,162,160 162,163,161 165,166,164 165,166,164 164,165,163 165,166,164 169,170,168 157,157,157 158,158,158 160,160,160 162,162,162 163,163,163 164,164,164 165,165,165 165,165,165 161,161,161 162,162,162 163,163,163 162,162,162 159,159,159 157,157,157 158,158,158 160,160,160 156,156,156 159,159,159 161,161,161 157,157,157 149,149,149 141,141,141 136,136,136 135,135,135 124,124,124 127,127,127 128,128,128 126,126,126 122,122,122 121,121,121 124,124,124 127,127,127 133,127,150 123,123,129 116,123,108 122,131,104 132,140,117 137,141,130 133,130,132 125,121,127 143,138,140 139,136,132 140,136,135 147,142,144 155,150,152 161,159,151 168,171,149 175,182,149 208,191,194 211,195,196 227,211,212 239,223,224 241,225,226 253,237,238 255,252,253 255,253,254 255,248,249 255,248,249 255,248,249 255,249,250 255,251,249 255,251,249 255,252,250 255,252,250 233,255,234 238,255,241 243,255,245 244,255,248 244,255,250 245,253,252 250,255,255 251,253,255 252,251,255 253,249,255 251,245,255 251,243,253 255,248,255 255,253,255 255,253,255 255,253,255 255,255,255 251,251,251 248,248,248 249,249,249 251,251,251 252,252,252 254,254,254 255,255,255 217,217,217 170,170,170 122,122,122 131,131,131 187,187,187 230,230,230 248,248,248 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 245,245,245 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255
255,254,250 248,248,242 244,248,237 249,253,242 251,255,250 250,251,255 251,247,255 251,245,255 243,238,253 246,244,250 251,254,252 251,255,251 242,253,250 229,241,247 224,235,255 228,239,255 255,242,255 250,251,242 241,255,228 239,255,235 235,255,254 233,241,255 240,236,255 254,243,246 255,247,228 255,255,235 255,250,236 255,247,250 190,188,200 126,131,146 185,192,211 241,250,255 242,242,242 247,247,247 244,244,244 237,237,237 238,238,238 248,248,248 250,250,250 245,245,245 228,228,228 226,226,226 219,219,219 209,209,209 196,196,196 181,181,181 169,169,169 161,161,161 167,168,166 161,162,160 157,158,156 154,155,153 147,148,146 137,138,136 134,135,133 136,137,135 124,125,123 124,125,123 126,127,125 128,129,127 125,126,124 121,122,120 125,126,124 133,134,132 126,126,126 126,126,126 126,126,126 126,126,126 126,126,126 127,127,127 128,128,128 128,128,128 132,132,132 128,128,128 125,125,125 126,126,126 131,131,131 132,132,132 129,129,129 125,125,125 120,120,120 124,124,124 129,129,129 130,130,130 130,130,130 133,133,133 139,139,139 145,145,145 150,150,150 155,155,155 162,162,162 166,166,166 169,169,169 174,174,174 183,183,183 190,190,190 193,188,215 191,192,202 194,201,188 203,215,185 218,229,197 230,234,215 235,232,228 234,227,234 248,240,250 250,242,249 255,250,253 255,254,255 255,255,251 255,255,247 255,255,237 255,255,232 255,254,250 252,249,245 255,255,250 255,255,251 255,252,247 255,254,249 255,255,249 255,255,248 255,255,249 255,255,249 255,255,248 255,255,248 255,255,248 255,255,247 255,255,246 255,255,245 237,246,249 243,252,255 248,254,255 250,252,255 244,245,255 241,240,255 245,241,255 252,246,255 250,242,255 255,250,255 255,250,255 255,251,255 255,251,253 252,247,248 247,244,240 242,239,234 247,247,247 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 253,253,253 242,242,242 255,255,255 250,250,250 206,206,206 151,151,151 128,128,128 148,148,148 198,198,198 245,245,245 239,239,239 250,250,250 254,254,254 247,247,247 244,244,244 250,250,250 254,254,254 252,252,252 255,255,255 255,255,255
255,252,255 250,245,246 241,243,237 243,249,238 248,255,246 250,255,253 251,251,255 253,249,255 229,224,233 238,236,236 251,252,248 250,255,255 239,246,255 217,223,255 207,210,255 207,209,255 239,223,255 236,235,255 239,253,241 244,255,243 246,246,255 241,230,255 241,231,254 244,246,226 255,255,222 250,255,234 228,223,255 238,220,255 184,165,255 109,98,191 146,147,207 187,199,235 255,255,255 255,255,255 249,249,249 242,242,242 247,247,247 255,255,255 255,255,255 247,247,247 239,239,239 242,242,242 246,246,246 249,249,249 250,250,250 247,247,247 243,243,243 241,241,241 237,238,236 231,232,230 233,234,232 245,246,244 255,255,254 255,255,254 254,255,253 255,255,254 255,255,254 255,255,254 255,255,254 255,255,254 243,244,242 226,227,225 221,222,220 226,227,225 226,226,226 224,224,224 222,222,222 220,220,220 219,219,219 220,220,220 220,220,220 221,221,221 229,229,229 222,222,222 219,219,219 230,230,230 248,248,248 255,255,255 255,255,255 248,248,248 235,235,235 244,244,244 255,255,255 255,255,255 251,251,251 242,242,242 235,235,235 233,233,233 249,249,249 253,253,253 255,255,255 253,253,253 250,250,250 250,250,250 255,255,255 255,255,255 246,241,255 247,247,255 247,255,244 249,255,231 251,255,227 254,255,235 255,255,248 255,251,255 255,244,255 255,244,255 255,247,254 255,252,249 255,254,244 252,252,238 253,255,240 255,255,244 243,255,255 235,247,253 237,249,255 242,254,255 240,252,255 243,255,255 243,255,255 237,250,252 242,255,255 242,255,255 242,255,254 242,255,254 242,255,253 242,255,253 242,255,253 242,255,253 253,249,255 251,245,255 247,240,255 248,239,255 253,240,255 255,244,255 255,246,255 255,247,255 255,243,255 255,248,255 255,248,255 244,238,243 235,233,233 238,239,235 251,254,245 253,255,248 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 243,243,243 242,242,242 242,242,242 235,235,235 193,193,193 132,132,132 118,118,118 151,151,151 211,211,211 237,237,237 255,255,255 255,255,255 250,250,250 251,251,251 253,253,253 251,251,251 246,246,246 246,246,246
255,243,255 255,250,255 255,255,252 251,255,247 238,249,233 229,238,228 236,241,240 251,250,254 233,228,229 232,229,224 255,255,251 236,240,245 234,238,255 105,105,183 77,72,193 65,58,203 40,23,168 138,134,223 226,228,255 253,249,255 255,241,255 239,214,255 255,248,255 241,255,225 236,255,225 196,222,236 65,64,174 43,19,205 37,5,206 56,34,193 53,48,147 188,195,252 254,254,254 253,253,253 255,255,255 246,246,246 248,248,248 255,255,255 255,255,255 255,255,255 241,241,241 236,236,236 241,241,241 253,253,253 253,253,253 241,241,241 240,240,240 250,250,250 254,255,253 246,247,245 245,246,244 252,253,251 255,255,254 255,255,254 255,255,254 255,255,254 250,251,249 254,255,253 255,255,254 253,254,252 249,250,248 250,251,249 253,254,252 255,255,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 244,244,244 249,249,249 253,253,253 255,255,255 255,255,255 254,254,254 248,248,248 242,242,242 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 249,246,255 248,248,255 246,254,244 246,255,228 248,255,224 254,255,230 255,255,245 255,249,255 255,245,255 244,232,252 254,246,253 255,255,249 246,249,234 255,255,247 248,248,248 246,243,252 236,245,255 230,239,255 230,239,255 238,248,255 241,251,255 239,249,255 232,243,255 229,240,254 240,252,255 240,252,255 239,251,255 239,252,255 238,252,255 238,252,255 239,253,255 239,253,255 255,244,255 245,231,249 255,241,255 255,248,255 255,244,255 255,247,255 255,248,255 255,245,255 255,245,255 255,250,255 255,253,255 254,252,252 246,247,243 241,245,239 242,250,240 246,255,244 248,248,248 237,237,237 238,238,238 253,253,253 255,255,255 252,252,252 249,249,249 254,254,254 247,247,247 251,251,251 252,252,252 254,254,254 255,255,255 237,237,237 190,190,190 144,144,144 126,126,126 154,154,154 203,203,203 246,246,246 255,255,255 254,254,254 241,241,241 235,235,235 233,233,233 243,243,243
255,237,255 254,242,255 251,251,251 247,255,241 239,254,233 233,246,230 239,246,239 251,252,250 254,251,246 249,247,236 255,255,249 242,244,255 225,227,255 82,78,191 43,30,198 28,12,214 31,17,219 104,99,232 226,224,255 234,223,239 255,239,255 255,238,255 220,210,226 232,253,245 180,214,230 70,93,192 34,30,225 18,0,242 35,6,239 50,33,201 78,74,177 199,204,255 245,245,245 240,240,240 234,234,234 229,229,229 240,240,240 254,254,254 251,251,251 250,250,250 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 247,247,247 244,244,244 248,248,248 253,253,253 248,248,248 247,247,247 252,252,252 254,254,254 252,252,252 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 254,254,254 255,255,255 254,254,254 251,251,251 251,251,251 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 250,250,250 245,245,245 243,243,243 244,244,244 250,250,250 253,253,253 251,251,251 249,249,249 249,249,249 247,244,255 247,249,255 249,255,249 251,255,236 255,255,229 255,255,232 255,255,245 255,246,255 239,224,251 255,247,255 255,252,255 193,196,181 144,150,131 203,207,202 238,236,255 251,242,255 253,248,255 253,249,255 250,246,255 244,240,255 242,239,255 245,242,255 251,249,255 253,252,255 250,249,255 247,247,253 245,245,251 246,247,251 251,253,254 253,255,255 253,255,255 253,255,255 255,251,255 255,252,255 255,252,255 255,248,252 252,238,240 255,244,245 255,252,250 255,248,244 255,252,248 255,255,250 255,255,251 255,255,250 249,253,247 244,252,245 245,255,248 248,255,251 246,246,246 239,239,239 240,240,240 250,250,250 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 253,253,253 237,237,237 185,185,185 142,142,142 115,115,115 144,144,144 206,206,206 249,249,249 252,252,252 239,239,239 239,239,239 234,234,234
