50 170
255,255,254 255,254,250 249,253,242 249,255,236 250,255,237 253,255,237 251,255,237 250,255,239 251,255,244 246,254,243 245,252,245 247,253,248 248,254,249 248,252,246 247,252,243 250,255,245 244,255,227 245,255,230 248,255,235 251,255,239 253,255,245 255,255,250 255,254,255 255,253,255 255,250,253 255,250,251 251,253,247 247,255,241 246,255,239 241,255,232 238,255,228 234,255,223 227,255,249 230,255,250 234,255,252 238,255,252 242,251,254 248,251,255 255,252,255 255,251,255 255,247,255 255,248,255 255,252,255 253,253,255 246,254,254 235,248,246 236,253,249 239,255,254 253,255,182 255,255,196 255,255,219 255,245,248 255,237,255 255,232,255 255,232,255 242,239,255 234,255,255 220,255,246 211,255,229 214,255,224 230,255,235 248,255,249 255,249,255 255,239,255 255,235,255 255,246,255 255,252,255 251,255,249 237,255,235 236,255,227 238,255,219 245,255,211 255,255,219 255,255,218 255,255,221 255,255,228 255,255,237 255,255,245 244,255,247 234,251,247 242,250,255 233,246,248 234,255,247 234,255,247 227,255,241 226,255,242 229,255,246 223,250,241 237,254,255 243,252,255 250,250,255 255,251,255 255,253,255 255,255,247 255,255,240 255,255,235 248,255,247 248,255,245 250,255,242 251,255,241 252,255,240 253,255,239 255,255,245 255,255,249 255,250,251 253,245,255 252,243,255 253,243,255 254,247,255 255,250,255 253,251,255 250,249,253 252,253,255 252,252,255 252,251,255 250,251,255 250,251,255 250,253,255 250,254,255 250,255,251 249,255,246 248,255,244 250,255,242 251,255,246 254,255,250 254,253,255 253,248,255 251,245,255 255,252,241 255,255,249 255,255,252 247,252,253 245,253,255 238,246,255 235,242,255 249,248,255 251,245,255 255,245,255 255,246,255 255,251,255 255,254,254 255,255,249 255,255,246 253,255,241 255,241,255 255,242,255 255,245,255 255,247,255 252,242,255 242,235,248 245,241,253 253,252,255 246,248,255 251,251,255 254,253,255 255,253,253 255,253,252 255,255,250 255,254,250 255,254,247 255,255,252 255,255,252 255,255,250 255,255,247 255,255,246 255,255,244 255,255,244 255,255,244 255,255,246 255,255,247
255,251,255 253,251,255 250,249,251 249,250,246 248,253,244 250,255,245 249,255,247 249,255,250 251,255,255 248,250,255 247,247,255 250,249,255 252,249,255 250,247,255 250,248,255 253,251,255 248,244,249 251,247,252 254,250,255 252,251,255 249,249,255 247,250,254 250,253,255 250,255,255 249,254,255 249,254,255 249,254,255 249,254,255 248,253,254 248,252,253 248,253,252 249,254,253 249,254,252 248,253,251 249,254,252 249,254,252 251,254,252 251,254,252 251,254,252 250,252,252 251,255,255 246,249,253 244,249,252 248,252,255 247,253,255 244,249,255 242,248,255 245,251,255 255,255,234 255,255,243 255,254,254 255,247,255 255,240,255 255,235,255 255,234,255 253,240,255 253,248,247 255,255,242 255,255,237 255,255,233 255,255,236 255,255,246 255,251,252 254,246,255 207,251,255 198,242,255 185,231,242 179,228,238 190,241,251 203,255,255 202,255,255 200,255,255 170,230,246 168,231,251 165,233,255 162,235,255 156,233,255 141,225,255 126,214,251 116,204,244 111,193,218 129,199,222 165,222,237 206,243,251 231,251,252 251,255,254 255,255,252 255,255,254 253,252,254 249,253,255 245,253,255 246,255,255 248,255,255 250,255,251 255,255,247 255,255,243 247,255,250 250,255,249 250,255,247 250,255,243 250,255,241 254,255,241 255,255,245 255,255,251 255,251,252 255,247,254 253,245,255 254,246,255 255,249,255 255,252,255 255,252,254 251,251,251 252,254,255 252,253,255 252,252,255 252,251,255 250,252,255 250,253,255 250,254,255 250,255,251 250,255,248 248,255,244 250,255,244 251,255,246 255,255,251 255,255,255 255,253,255 255,250,255 254,249,240 255,255,248 252,253,249 244,250,249 245,254,255 239,249,255 235,244,254 247,249,255 248,247,255 255,247,255 255,248,255 255,249,252 255,248,248 253,249,244 251,252,243 251,255,244 255,244,252 255,243,251 255,245,253 255,247,254 246,242,248 238,237,241 237,238,242 241,245,246 250,254,255 251,255,255 253,255,254 255,255,252 255,255,252 255,255,251 255,255,248 255,255,248 255,253,253 255,253,252 255,254,250 255,254,249 255,255,248 255,255,247 255,255,246 255,255,246 255,255,247 255,255,248
253,245,255 253,246,255 252,246,255 250,246,255 246,245,254 246,245,254 248,247,255 250,248,255 253,250,255 251,246,255 251,245,255 253,247,255 253,247,255 253,246,255 254,248,255 255,249,255 255,232,255 255,236,255 255,241,255 254,243,255 246,244,255 241,247,255 240,251,255 239,255,255 237,254,255 240,254,255 243,254,255 246,249,255 247,242,255 251,240,255 255,241,255 255,243,255 255,251,255 255,250,254 255,251,252 255,255,252 255,255,251 253,255,249 248,255,249 240,255,245 243,255,251 234,249,245 229,241,241 238,244,249 248,249,255 255,248,255 255,244,255 253,240,255 244,235,255 245,239,255 246,243,255 245,245,255 245,245,255 250,249,253 255,253,252 255,255,249 255,250,242 255,250,242 255,246,240 255,242,241 251,244,249 247,249,255 239,249,255 229,246,255 145,254,252 143,246,249 138,230,247 134,220,250 131,211,255 113,195,255 77,169,246 38,146,234 41,167,255 22,165,255 7,163,255 3,162,255 7,164,255 16,168,255 24,168,255 30,169,255 24,169,225 48,176,229 104,198,244 171,226,255 226,244,255 255,246,255 255,241,253 255,238,243 255,251,252 255,253,252 245,255,253 238,255,254 236,255,255 238,255,255 242,254,255 244,253,255 248,253,254 250,255,254 251,255,252 251,255,247 251,255,244 252,253,243 255,254,244 255,253,248 255,253,252 255,251,252 255,249,252 255,250,255 255,252,254 255,254,253 255,254,250 254,254,248 254,255,253 254,254,254 254,253,255 252,253,255 252,252,255 252,253,255 252,254,255 252,255,253 252,255,250 251,255,247 250,255,245 251,255,247 255,255,252 255,255,255 255,254,255 255,253,255 255,252,247 255,255,252 252,253,249 246,253,250 244,255,255 244,255,255 240,253,251 247,255,254 252,255,253 255,255,254 255,255,252 255,254,251 254,249,246 252,249,245 251,252,250 253,255,254 255,255,251 253,252,248 253,252,248 252,254,248 247,251,245 239,246,239 235,243,236 236,244,237 244,252,245 246,254,247 249,255,249 250,255,250 251,255,249 252,254,248 255,255,249 255,255,250 249,250,254 249,250,254 250,252,253 250,252,252 253,254,252 253,254,250 254,255,251 254,255,250 255,255,250 255,255,250
253,244,255 255,246,255 255,247,255 252,246,255 246,244,255 245,244,254 247,246,255 250,250,255 253,253,255 254,253,255 253,252,255 254,254,254 253,254,250 249,252,243 252,253,243 255,255,246 255,242,255 255,241,255 255,242,255 255,244,255 249,249,255 244,251,255 239,251,255 233,251,252 232,250,251 237,252,254 241,252,255 241,246,255 241,239,251 247,237,254 255,240,255 255,245,255 255,248,255 255,244,254 255,242,248 255,247,249 255,254,253 250,255,252 244,255,252 235,255,247 236,255,249 230,248,241 229,240,237 239,241,241 255,247,250 255,248,255 255,244,254 255,239,250 239,248,255 239,248,255 237,249,253 236,253,244 238,255,238 242,255,236 243,255,237 242,255,243 243,255,252 238,253,255 227,245,255 220,242,255 212,241,255 195,230,255 164,204,255 134,178,232 100,193,184 100,190,190 96,182,200 86,170,212 73,160,227 54,153,245 32,150,255 10,149,255 0,139,255 0,144,255 0,151,255 0,157,255 8,160,255 26,158,255 39,153,247 46,149,241 37,172,254 39,163,241 60,162,234 108,185,247 168,217,255 206,232,255 233,242,255 253,252,255 255,253,249 255,255,246 254,255,247 249,255,248 245,255,254 242,254,255 237,251,255 236,249,255 251,249,255 252,251,255 255,253,255 255,253,255 255,252,251 255,250,247 255,251,246 255,252,247 255,253,250 255,253,250 255,253,250 255,253,250 255,254,249 255,255,248 255,255,247 255,255,245 255,255,250 255,255,251 254,255,253 254,254,254 254,253,255 254,253,255 254,253,255 252,254,254 252,255,251 252,255,250 252,255,250 253,255,251 255,255,252 253,254,252 249,249,249 246,245,247 255,253,250 255,255,254 250,251,249 244,251,248 244,255,252 243,255,251 237,253,242 243,255,243 251,255,245 255,255,245 255,255,247 255,255,247 255,254,249 255,253,253 252,253,255 251,254,255 250,255,248 248,255,246 245,255,244 246,255,245 247,255,244 243,255,240 238,251,235 234,247,231 239,252,238 243,253,241 246,255,245 249,255,250 249,255,250 247,252,250 249,254,252 251,255,255 244,247,255 243,249,255 243,249,255 244,250,255 245,252,255 246,253,255 247,255,255 249,255,254 250,255,254 250,255,253
252,249,255 253,251,255 253,252,255 252,252,255 250,249,251 248,249,247 250,252,246 253,255,246 255,255,244 253,255,239 254,255,234 254,255,230 250,255,221 245,255,212 245,255,209 250,255,213 255,255,246 253,251,241 247,246,236 248,249,240 255,255,250 255,255,252 251,255,250 242,248,243 243,249,244 246,252,247 247,254,247 243,251,241 240,246,235 239,246,233 246,250,238 252,255,242 255,245,255 255,239,251 250,234,245 245,236,246 244,243,253 245,250,255 242,252,255 239,251,255 239,251,253 241,249,248 246,247,243 253,248,239 255,251,239 255,254,239 255,253,236 255,252,232 228,255,252 228,254,248 231,255,242 237,255,244 236,255,241 228,255,242 215,255,247 192,255,250 175,252,255 149,236,255 120,213,252 99,191,242 92,180,240 92,174,239 87,163,229 80,151,218 124,173,171 130,185,192 133,201,224 125,209,251 97,201,255 60,183,255 25,167,255 3,157,255 9,166,255 5,157,255 10,147,249 31,146,233 73,161,232 126,189,247 181,221,255 212,242,255 146,209,255 125,193,255 91,168,241 78,164,230 89,179,233 105,190,230 146,216,240 209,255,255 231,255,252 252,255,244 255,255,242 255,255,246 255,253,251 255,250,255 241,248,255 236,247,255 252,246,255 255,248,255 255,250,255 255,251,255 255,252,255 255,251,252 255,251,251 255,252,248 255,253,249 255,255,248 255,255,248 255,255,246 255,255,246 255,255,245 255,255,245 255,255,245 255,255,248 255,255,250 255,255,251 255,254,253 255,254,254 255,254,254 254,254,254 254,254,254 254,254,254 254,255,253 255,255,254 255,255,252 252,255,251 246,249,247 237,240,238 231,234,232 255,250,247 255,252,251 245,246,244 236,245,242 239,253,247 234,251,242 226,244,231 230,246,229 246,255,237 247,254,233 249,251,232 252,252,238 255,255,250 255,254,255 249,251,255 243,245,255 239,255,244 238,255,243 238,255,242 239,255,242 244,255,243 246,255,243 241,254,238 237,248,232 247,255,244 248,255,245 251,255,251 250,255,254 248,253,254 242,247,250 244,247,255 250,253,255 242,248,255 243,249,255 241,249,255 242,250,255 241,251,255 242,252,255 243,254,255 243,254,255 245,254,255 247,255,255
252,255,247 253,255,248 253,255,248 252,255,247 252,255,245 251,255,243 254,255,242 254,255,239 255,255,238 254,255,232 254,255,230 253,255,226 247,255,217 242,255,209 243,255,209 248,255,212 246,255,227 239,252,220 237,246,219 246,250,225 255,255,239 255,255,244 255,255,244 255,249,239 255,253,242 255,255,244 255,255,242 252,255,239 245,254,234 242,254,232 242,255,234 246,255,236 248,251,255 243,246,254 239,241,251 239,240,254 244,244,255 248,248,255 251,250,255 253,250,255 250,247,255 255,253,255 255,255,251 255,255,242 255,255,234 255,255,232 255,255,228 255,255,224 235,255,255 230,252,255 223,251,255 215,252,255 201,250,255 177,240,254 144,224,241 115,212,232 81,191,215 71,192,218 60,185,213 51,173,203 56,172,203 81,188,221 115,213,247 137,230,255 195,253,255 166,237,255 120,213,252 74,194,240 36,180,235 11,169,233 0,164,233 6,162,232 8,145,213 50,162,222 107,189,236 162,218,247 205,239,252 236,251,247 251,255,240 255,255,234 242,242,255 227,245,255 186,231,255 139,215,255 101,199,245 63,171,212 80,180,209 150,227,243 211,255,255 243,255,246 255,255,242 255,254,242 255,252,246 255,250,254 252,247,255 243,247,255 255,243,255 255,246,255 255,249,255 255,250,255 255,251,255 255,250,255 255,251,253 255,253,249 255,253,246 255,255,246 255,255,246 255,255,245 255,255,245 253,254,244 254,255,246 253,255,247 255,255,250 255,255,250 255,255,250 255,255,251 255,254,253 255,254,253 255,254,254 255,253,255 255,253,255 255,253,255 255,254,255 255,255,255 252,255,253 245,249,244 235,239,233 228,232,226 255,252,247 255,255,251 246,248,248 237,245,245 237,250,252 230,246,245 224,239,235 228,244,233 246,255,241 243,251,234 243,246,230 247,249,237 254,255,250 253,255,255 250,252,255 242,245,255 237,254,251 238,255,251 239,254,250 240,255,247 247,255,248 250,255,249 251,255,248 247,252,243 254,255,248 252,253,249 251,253,253 253,254,255 243,244,254 231,232,246 232,232,248 240,240,255 249,250,254 247,250,254 247,251,255 245,251,255 242,252,255 241,253,255 242,254,255 242,254,255 242,254,255 245,255,255
249,255,233 248,255,234 250,255,237 250,255,239 253,255,245 255,255,246 254,254,248 252,252,246 255,252,247 255,252,247 255,253,248 254,254,248 249,249,243 244,243,239 246,244,243 251,252,250 249,254,233 247,252,231 248,250,230 252,252,234 255,255,239 255,255,244 255,255,243 255,254,241 255,255,246 255,255,247 255,255,248 255,254,249 254,253,249 250,253,251 248,253,252 248,253,252 236,255,255 236,255,255 240,255,255 245,254,255 250,253,255 255,253,255 255,252,255 255,252,255 255,247,250 255,253,254 255,255,252 247,255,246 239,255,244 234,255,242 230,255,240 223,255,235 239,244,255 221,237,255 190,224,255 153,209,255 118,194,246 92,182,236 78,176,224 77,174,212 82,171,198 113,195,212 147,225,232 170,245,247 176,255,255 173,255,255 165,255,255 153,252,255 58,187,255 42,179,247 24,174,238 10,174,233 3,172,229 5,172,223 25,176,220 58,183,221 127,224,252 167,233,251 208,248,253 236,255,250 248,255,240 246,255,226 241,255,214 238,255,207 250,243,223 250,255,245 231,255,255 205,254,255 181,246,255 124,200,242 108,180,220 154,214,243 212,252,255 236,255,252 255,255,242 255,255,240 255,255,243 255,252,248 255,249,255 253,246,255 252,240,255 255,243,255 255,248,255 255,249,255 255,249,255 255,249,255 255,251,253 255,253,250 255,252,245 255,255,246 255,255,247 255,255,247 252,251,247 251,249,249 250,249,253 250,250,255 254,255,253 255,254,253 255,255,251 255,255,251 255,255,251 255,254,253 255,253,254 255,253,255 255,252,255 255,252,255 255,252,255 255,254,255 252,254,254 249,253,248 242,250,240 237,245,234 255,255,246 255,255,251 250,254,255 241,248,255 238,249,255 231,244,255 227,238,252 235,244,253 248,255,255 248,252,247 243,246,237 245,246,237 249,250,246 251,255,255 248,254,255 246,253,255 240,251,255 244,254,255 246,255,255 247,252,255 250,254,255 255,255,255 255,255,254 255,254,253 255,252,251 254,249,251 255,250,255 255,250,255 245,240,255 230,226,245 229,227,247 239,236,255 255,253,250 255,254,250 255,253,252 251,253,253 249,254,255 245,254,255 243,254,255 242,254,255 242,255,255 245,255,255
248,255,234 246,255,235 246,254,237 248,253,244 253,253,253 255,252,255 255,248,255 252,243,255 254,245,255 255,245,255 255,247,255 255,247,255 249,240,255 245,234,255 247,236,255 253,242,255 255,254,246 255,255,248 255,255,248 255,255,248 255,253,246 255,251,246 255,252,248 255,253,252 255,253,255 255,251,255 255,249,255 255,249,255 255,249,255 255,246,255 255,244,255 255,241,255 228,252,252 234,255,253 243,255,254 248,255,251 253,255,246 254,253,239 254,251,236 254,251,237 248,250,238 243,253,247 232,253,254 214,250,255 200,249,255 191,252,255 177,246,255 163,237,255 173,188,221 155,184,223 123,175,221 90,166,219 70,165,221 79,179,233 116,204,250 161,225,255 212,249,255 233,248,255 242,247,248 241,250,253 225,254,255 189,244,255 135,215,240 93,187,216 0,164,255 0,168,255 2,171,255 16,170,245 31,168,230 66,180,227 127,214,248 186,246,255 213,249,255 235,253,254 248,255,249 250,255,242 243,255,235 234,255,231 228,255,230 226,255,232 255,255,207 250,255,213 224,243,218 219,244,248 221,249,255 173,206,251 139,172,221 164,196,232 219,249,255 231,255,255 241,255,244 251,255,240 255,255,240 255,254,245 255,251,251 255,248,254 249,240,250 253,244,254 255,248,255 255,250,255 255,248,255 255,249,255 255,250,252 255,253,250 255,251,244 255,254,247 255,255,250 254,252,251 249,247,253 246,243,255 245,242,255 247,242,255 252,251,255 252,252,255 254,253,255 254,254,254 255,254,253 255,254,253 255,253,254 255,253,255 255,251,255 255,249,255 254,249,255 253,251,255 253,255,255 253,255,252 251,255,248 250,255,246 251,254,239 253,255,251 250,254,255 239,244,255 235,242,255 228,234,255 226,230,255 237,239,255 246,247,255 245,245,255 242,241,245 237,238,236 237,240,238 240,245,243 244,252,252 246,255,255 244,245,255 249,249,255 251,250,255 248,245,254 252,245,252 255,251,255 255,252,255 255,248,251 255,252,255 255,250,253 255,252,255 255,251,255 255,248,255 242,235,250 243,237,254 254,248,255 255,255,247 255,255,247 255,255,247 255,255,250 254,255,251 250,255,253 247,255,254 245,255,255 245,255,255 245,255,254
249,255,250 250,255,253 253,254,255 253,251,255 253,247,255 253,244,255 255,246,255 255,249,255 250,242,253 255,252,255 253,249,255 255,251,255 251,248,255 233,230,252 248,244,255 244,239,255 255,251,222 255,247,220 255,255,235 255,255,244 252,248,243 255,254,255 251,251,255 240,240,255 246,247,255 250,248,255 252,247,255 252,244,255 250,240,253 255,241,249 255,245,252 255,252,255 241,255,255 236,251,247 226,240,229 250,255,245 243,255,233 249,255,234 246,255,233 246,255,241 228,255,239 204,241,237 199,249,255 177,239,255 140,215,255 100,186,246 69,161,234 72,170,248 122,175,188 120,180,196 124,191,212 138,212,238 161,235,255 184,250,255 200,250,255 215,242,255 238,246,253 255,251,255 248,244,255 229,237,255 180,212,253 119,179,238 83,166,241 60,158,242 4,164,255 8,157,245 34,157,237 86,180,246 154,214,255 210,242,255 239,250,255 253,250,255 255,252,252 255,254,247 255,255,248 255,255,251 252,254,254 246,250,255 239,243,254 233,239,252 252,255,195 224,238,184 220,239,212 234,255,255 204,232,255 147,178,223 142,175,221 183,215,251 221,248,255 234,255,255 241,255,244 241,250,230 245,245,227 254,249,240 255,253,255 255,251,255 255,255,252 255,255,254 255,251,254 255,245,251 255,248,254 255,252,255 255,253,254 253,246,243 254,250,245 255,255,251 250,248,247 253,252,255 239,237,255 229,224,255 248,241,255 237,228,255 249,246,255 238,237,255 251,251,255 242,241,250 231,230,232 254,252,251 253,251,250 255,254,255 255,249,255 240,232,243 233,227,238 244,241,250 253,255,255 253,255,252 249,255,246 251,255,247 251,255,243 241,248,243 241,247,255 187,191,226 190,191,247 197,196,255 190,188,255 183,177,242 156,150,203 156,150,185 236,232,251 249,247,253 245,248,246 245,251,246 248,255,251 236,248,242 255,250,255 253,245,255 254,246,253 255,248,255 255,249,255 255,245,248 255,247,250 255,252,254 255,251,253 255,251,252 255,250,251 255,248,251 254,249,251 253,249,254 252,251,255 253,251,255 255,246,233 255,255,241 255,255,245 255,255,247 254,252,242 249,249,243 251,255,250 251,255,252 249,255,253 249,255,253
248,248,255 250,248,255 253,247,255 255,246,255 255,245,255 254,245,255 255,248,255 255,254,255 255,255,247 246,252,229 236,248,220 243,255,229 248,255,241 246,255,247 244,255,251 235,248,246 255,255,216 255,255,220 253,255,220 249,253,228 250,251,242 247,245,251 246,242,255 250,243,255 240,235,255 245,241,255 250,247,255 246,247,251 239,245,234 237,245,222 241,252,220 246,255,221 233,249,248 241,255,255 237,255,253 232,254,249 223,249,243 215,247,242 200,237,235 181,226,229 173,225,237 144,202,224 120,185,223 86,159,209 76,154,220 85,169,245 81,169,253 89,177,255 132,221,232 166,245,254 200,255,255 215,251,255 227,243,249 245,249,250 254,255,253 246,253,250 207,231,231 187,231,238 155,221,240 123,207,243 82,182,236 50,158,230 42,155,242 41,157,252 73,166,222 111,189,242 164,220,255 211,241,255 239,245,255 252,241,251 255,237,236 255,239,227 255,251,234 253,254,238 248,254,243 243,248,246 244,240,251 252,236,255 255,239,255 255,240,255 240,231,204 249,250,234 236,255,255 193,236,255 128,191,225 97,169,209 123,194,231 171,230,255 207,248,255 235,255,250 255,255,241 255,251,234 255,248,236 255,250,248 255,251,255 254,247,255 252,252,240 255,255,245 255,254,250 254,248,249 253,246,249 255,250,255 255,251,254 254,250,249 244,243,239 255,255,254 250,253,255 240,240,255 213,212,246 212,207,255 196,188,253 202,191,255 189,186,232 180,179,219 237,237,255 248,250,255 250,252,255 240,242,242 255,255,254 250,248,248 252,245,252 239,231,242 234,227,240 245,239,250 253,252,255 251,254,252 247,255,245 250,255,246 248,255,246 237,246,249 141,148,173 73,76,127 54,52,128 53,48,140 60,51,148 56,46,136 64,51,125 136,124,176 212,204,234 225,221,233 238,240,240 246,254,244 247,255,245 248,255,248 255,250,246 255,248,246 255,252,250 255,255,252 255,254,254 255,254,254 255,254,255 255,254,255 255,253,253 255,255,255 255,255,254 253,255,254 253,255,252 251,255,252 251,255,251 249,255,249 255,245,237 253,240,232 249,238,230 254,245,236 255,254,245 255,255,249 255,254,246 247,249,243 252,255,250 252,255,251
