50 170
248,245,255 246,243,255 238,236,255 241,239,255 250,249,255 250,247,255 247,243,254 255,250,255 255,252,255 255,252,255 255,248,255 255,247,255 255,244,255 255,243,255 255,243,255 255,245,255 248,255,247 242,255,245 236,253,250 233,254,255 227,252,255 225,249,255 226,250,255 236,255,255 241,255,255 246,255,255 247,255,245 246,253,240 251,255,241 253,255,245 251,255,245 251,255,245 255,229,255 255,231,255 254,237,251 228,249,247 218,255,246 234,255,245 255,255,244 255,255,246 225,254,245 175,255,255 109,230,226 93,184,193 176,204,228 246,237,255 217,216,250 154,175,206 30,179,255 101,213,255 197,252,255 255,255,237 255,254,215 255,255,231 255,255,251 223,240,255 214,248,255 226,255,255 250,255,243 255,255,226 255,252,227 255,245,244 255,232,255 255,220,255 255,251,254 251,239,245 252,240,252 255,247,255 254,242,255 253,244,255 255,253,255 254,255,248 250,255,238 247,255,230 247,255,229 247,255,230 247,255,237 248,255,245 249,254,253 250,252,255 249,255,236 252,254,242 255,253,249 255,251,255 255,249,255 255,249,255 255,250,255 251,254,252 248,255,245 244,255,237 243,255,233 247,255,234 255,255,241 255,255,248 255,248,250 255,241,250 255,255,242 255,254,249 255,248,255 254,244,255 250,243,255 247,245,255 246,249,255 246,252,251 247,253,252 249,251,255 254,248,255 255,246,255 255,246,255 255,250,255 255,254,246 255,255,238 243,255,248 246,255,250 249,255,253 251,255,255 253,254,255 255,252,255 255,250,255 255,248,255 255,246,255 255,244,255 255,243,255 255,242,255 255,243,255 255,243,255 255,245,255 255,246,255 255,243,255 255,241,255 255,242,255 255,245,255 255,244,255 254,240,255 254,242,255 255,247,255 255,250,255 252,248,255 252,249,255 255,254,255 255,255,255 251,252,248 251,253,247 254,255,248 253,253,253 255,255,255 254,254,254 248,248,248 252,252,252 255,255,255 255,255,255 244,244,244 248,248,248 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 249,249,249 242,242,242 247,247,247 255,255,255 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255
247,250,255 249,252,255 245,248,253 246,249,253 251,255,255 251,253,254 247,249,250 255,255,255 255,253,255 255,252,254 255,251,255 255,251,255 255,249,255 255,247,255 255,247,255 255,247,255 255,253,255 255,250,255 254,249,255 253,249,255 249,246,255 244,242,254 249,243,254 255,248,253 255,252,254 255,254,250 255,253,247 255,252,245 255,252,247 253,254,252 248,252,253 244,251,254 255,246,255 255,248,255 248,253,254 231,255,250 221,255,245 235,255,243 255,249,242 255,243,247 221,246,255 139,228,239 75,197,211 96,193,213 180,225,252 233,247,255 211,238,255 166,221,234 25,166,233 93,207,254 182,248,255 234,253,244 251,240,218 255,248,231 255,254,252 247,251,255 231,247,255 237,254,255 250,255,247 255,255,235 255,255,237 255,255,249 255,248,255 252,240,255 253,245,246 245,235,241 249,240,250 255,249,255 254,244,255 252,246,255 254,253,255 251,253,247 250,255,241 250,255,237 250,255,235 248,255,237 248,255,242 249,255,249 252,253,255 252,251,255 253,255,245 255,255,248 255,254,253 255,250,255 255,247,255 255,246,255 253,247,255 246,249,253 245,255,249 242,255,244 242,255,243 247,255,245 254,255,251 255,252,255 255,247,255 255,243,255 255,255,246 255,254,250 255,249,255 253,247,255 250,247,255 248,250,255 247,254,249 246,255,243 248,255,245 248,254,249 251,249,255 251,244,255 254,243,255 255,247,255 255,252,248 255,255,243 239,254,246 240,255,247 244,255,250 247,255,253 250,255,254 251,255,255 252,254,254 254,253,255 255,253,255 255,252,254 255,251,252 255,250,251 254,249,248 253,248,245 253,248,245 252,247,244 255,255,252 255,252,249 255,251,251 255,254,255 255,254,255 255,250,255 254,250,255 255,253,255 255,253,255 253,251,255 253,252,255 255,254,255 255,255,255 252,253,249 252,253,249 255,255,251 254,254,254 255,255,255 253,253,253 245,245,245 247,247,247 252,252,252 247,247,247 235,235,235 239,239,239 244,244,244 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 245,245,245 237,237,237 234,234,234 242,242,242 252,252,252 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255
246,254,237 253,255,244 252,255,244 251,255,243 252,255,244 244,251,238 241,247,236 252,255,248 248,252,246 252,254,248 254,255,251 255,255,254 255,255,255 255,254,255 255,253,255 255,252,254 255,248,255 255,246,255 255,248,255 255,247,255 255,243,255 252,235,244 255,237,240 255,242,240 255,244,238 255,247,239 255,251,244 255,253,251 255,252,255 246,250,255 239,249,255 236,250,255 231,248,239 239,251,239 242,255,239 236,255,239 232,255,240 245,252,245 255,243,255 255,237,255 232,244,255 120,194,236 65,171,212 113,200,240 190,230,255 225,243,255 218,254,255 200,255,255 84,205,237 76,183,211 123,202,223 201,251,255 234,255,255 248,250,251 253,245,246 255,251,253 254,248,249 253,253,253 249,255,253 241,255,248 239,255,249 237,255,251 234,255,251 231,255,248 246,241,242 242,237,239 251,245,250 255,253,255 255,250,255 252,250,255 255,254,255 250,251,249 251,255,247 251,255,246 251,255,245 250,255,245 253,254,250 254,253,255 255,253,255 255,251,255 253,255,247 254,255,248 255,254,250 254,251,253 253,249,255 253,247,255 249,248,255 247,250,255 244,251,254 243,253,253 244,254,254 246,252,255 250,249,255 255,247,255 255,246,255 255,245,255 255,255,252 255,254,254 254,253,255 252,252,255 251,253,254 249,255,249 248,255,242 247,255,235 250,255,238 248,255,239 246,251,242 245,244,246 247,243,249 252,246,251 255,252,251 255,255,251 238,250,250 239,251,251 240,253,251 244,255,253 245,255,253 247,255,251 247,255,250 247,255,248 248,255,248 247,255,246 247,255,243 245,255,239 242,255,235 238,254,231 233,252,227 231,250,225 250,255,230 244,253,226 241,252,226 247,255,235 251,255,242 250,255,244 249,254,245 249,253,247 251,254,252 251,252,250 252,252,252 255,255,255 255,255,254 255,254,253 255,254,253 255,255,252 254,254,254 255,255,255 252,252,252 245,245,245 245,245,245 249,249,249 244,244,244 234,234,234 236,236,236 242,242,242 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 250,250,250 244,244,244 243,243,243 249,249,249 254,254,254 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255
249,255,230 255,255,240 255,255,240 252,255,238 247,253,234 233,241,224 229,236,221 239,248,235 247,255,243 249,255,245 248,255,245 246,255,243 246,255,243 248,255,245 248,255,243 246,255,241 238,250,255 239,251,255 242,253,255 246,254,254 242,247,246 238,240,234 242,241,231 249,246,232 255,251,236 255,252,238 255,255,244 251,255,252 244,255,255 234,252,255 227,250,255 227,253,255 255,255,241 255,255,239 255,255,238 254,255,239 244,252,242 246,242,248 250,228,255 237,219,255 198,215,255 109,172,232 93,176,231 160,216,255 224,231,255 250,235,255 247,249,249 230,255,244 174,253,255 112,192,203 93,173,196 141,214,244 187,245,255 213,246,255 235,246,250 255,251,244 255,253,244 255,255,250 245,254,255 225,251,255 215,255,254 217,255,248 219,255,236 219,255,223 247,247,247 244,244,244 252,252,252 255,255,255 251,253,253 252,254,254 255,254,255 252,251,253 254,253,255 254,253,255 253,252,255 255,251,255 255,252,255 255,252,255 255,252,255 255,252,255 243,249,238 246,249,240 248,251,242 251,253,247 253,254,250 252,255,253 250,255,254 250,255,255 243,252,255 245,254,255 245,253,255 245,250,255 246,246,255 250,245,255 255,248,255 255,249,255 253,255,255 253,255,255 253,255,255 252,255,251 250,255,247 250,255,243 249,255,238 249,255,235 250,255,236 248,255,237 244,254,237 242,250,240 244,247,245 246,248,249 250,252,253 252,253,255 246,242,255 246,243,255 248,245,255 247,248,255 248,251,255 249,253,254 248,255,252 249,255,250 247,255,247 245,255,244 244,255,244 243,255,241 238,255,236 234,255,232 227,251,227 224,248,224 234,255,215 228,252,210 227,251,211 236,255,221 243,255,230 245,255,237 245,255,237 246,255,242 249,255,244 247,251,245 251,252,248 255,255,254 255,255,254 255,254,253 255,253,252 255,255,254 252,252,252 254,254,254 253,253,253 250,250,250 251,251,251 254,254,254 252,252,252 245,245,245 243,243,243 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255
253,253,241 255,255,247 255,255,247 252,253,244 247,250,241 236,238,232 230,234,228 240,248,238 250,255,247 250,255,247 245,255,241 236,254,231 235,254,227 238,255,229 240,255,230 238,255,228 231,255,237 231,255,239 234,255,242 236,255,243 232,255,240 228,252,234 229,251,233 236,254,237 245,255,244 242,255,243 243,255,245 246,255,249 244,255,252 238,252,250 237,251,250 240,255,255 255,255,239 255,255,239 255,255,244 253,255,254 237,254,255 220,243,255 205,224,255 185,210,255 114,164,217 96,172,221 136,209,253 207,240,255 255,241,255 255,242,255 255,246,245 242,236,223 228,255,242 198,242,243 143,208,229 89,168,207 89,169,210 156,221,249 218,255,255 246,255,249 255,255,241 255,255,248 245,254,255 227,249,255 218,250,255 224,255,247 232,255,230 236,255,218 248,254,253 245,252,249 250,255,252 251,255,251 243,250,243 246,252,247 253,255,254 253,252,255 254,250,255 255,249,255 255,247,255 255,247,255 255,248,255 255,249,255 255,252,255 255,253,255 238,241,232 241,245,234 246,250,238 251,255,240 252,255,241 251,255,242 249,255,243 245,255,245 246,255,249 246,255,254 246,255,255 245,253,253 243,249,248 242,248,243 247,252,243 253,255,246 251,254,255 251,255,255 251,255,252 250,255,247 252,255,246 252,255,244 251,255,243 251,255,243 251,255,243 250,255,242 247,255,243 247,255,244 246,254,247 246,252,251 245,252,255 246,252,255 255,237,255 255,238,255 255,239,255 255,242,255 255,245,255 255,248,255 255,252,254 255,253,252 252,253,249 249,255,249 250,255,251 248,255,249 244,255,249 241,254,246 234,249,241 231,245,239 237,255,227 230,255,222 230,255,221 236,255,230 244,255,240 246,255,242 246,255,242 248,255,245 249,255,247 250,252,246 253,252,248 255,255,252 255,255,251 254,249,248 252,247,246 255,248,245 252,252,252 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 247,247,247 249,249,249 253,253,253 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255
255,251,255 255,252,255 251,247,253 249,244,253 253,248,255 246,243,252 244,241,250 252,253,255 250,255,254 250,255,252 246,255,243 234,249,228 231,250,223 236,255,226 240,255,227 237,255,223 255,255,229 251,255,227 249,255,229 251,255,235 250,255,238 245,255,239 243,255,242 245,255,247 236,249,241 232,242,236 237,243,238 253,252,248 255,255,251 255,253,249 255,253,247 255,255,249 210,255,247 212,255,249 211,252,255 198,247,255 172,238,255 144,221,254 119,200,237 100,186,222 93,187,216 121,218,238 172,247,255 220,253,255 255,245,253 255,252,254 255,255,251 232,248,237 255,252,234 248,255,254 202,240,255 126,192,227 92,173,211 138,215,242 197,255,255 222,255,251 243,255,244 252,255,247 251,253,253 243,249,255 243,249,255 251,254,252 255,255,243 255,255,233 243,255,255 240,253,251 244,255,250 241,253,241 234,244,231 240,248,237 252,255,251 251,250,254 255,248,255 255,245,255 255,244,255 255,243,255 255,247,255 255,250,255 255,254,254 255,255,251 246,241,243 247,246,242 251,252,242 252,255,239 251,255,235 248,255,232 244,255,231 242,255,233 250,255,245 250,255,248 249,255,248 248,255,245 245,255,238 243,255,230 243,255,225 246,255,223 250,255,255 249,255,253 250,255,248 252,255,247 253,255,247 253,254,250 255,251,255 254,248,255 253,247,255 253,251,255 252,254,254 251,255,251 250,255,251 245,255,253 244,254,254 240,251,255 255,242,255 255,243,255 255,243,255 255,244,254 255,247,251 255,249,250 255,252,248 255,254,247 255,253,245 255,253,248 255,255,252 255,255,255 253,255,255 249,252,255 246,248,255 244,245,255 241,255,248 239,255,245 237,254,243 242,255,249 246,255,251 246,255,250 245,252,249 246,251,249 253,255,254 253,254,252 255,253,252 255,255,254 255,253,249 249,246,242 246,242,237 247,243,238 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 247,247,247 249,249,249 250,250,250 249,249,249 250,250,250 254,254,254 255,255,255 255,255,255
255,252,255 250,246,255 238,234,246 240,233,248 251,243,255 252,243,255 250,241,255 255,249,255 251,247,255 255,252,255 250,252,253 238,244,239 238,246,235 245,255,239 248,255,239 241,255,233 255,255,237 255,253,230 255,251,229 255,255,236 255,255,241 255,255,245 255,255,247 254,255,253 238,241,245 228,231,239 229,231,241 243,243,255 254,250,255 253,244,254 252,239,247 254,240,246 137,255,255 141,251,255 137,235,253 118,213,246 94,195,234 76,182,223 67,178,210 71,180,201 141,246,249 172,255,253 200,255,245 224,254,235 247,254,239 248,255,247 226,255,253 205,255,255 255,255,244 253,248,245 229,247,255 199,241,255 170,229,255 170,233,254 193,247,255 214,253,251 239,255,249 255,255,248 255,254,249 255,246,248 255,243,252 255,245,255 255,245,255 255,243,253 237,251,255 236,252,251 241,255,250 236,253,240 230,243,227 239,250,234 252,255,248 251,250,252 254,247,255 255,243,255 255,242,255 255,243,255 255,247,255 255,252,252 255,255,246 255,255,241 255,244,255 255,247,255 254,252,252 251,255,243 249,255,237 246,255,233 245,255,232 244,255,235 253,255,247 254,255,250 254,254,248 254,255,245 253,255,239 250,255,230 245,255,220 243,255,213 250,255,253 249,255,249 251,255,247 253,255,247 254,252,251 255,248,255 255,243,255 255,239,255 255,241,255 255,244,255 254,250,255 253,255,255 250,255,251 247,255,250 242,255,252 241,253,253 255,255,246 255,255,243 255,255,241 255,254,237 255,255,236 255,255,236 255,255,234 255,255,237 252,255,236 254,255,241 254,255,247 253,255,252 253,255,255 251,250,255 249,247,255 248,245,255 245,247,255 242,244,255 242,244,255 246,246,255 247,246,255 246,243,255 248,244,255 250,246,255 253,248,255 251,247,252 253,250,252 255,255,255 255,255,251 251,251,245 247,247,241 248,249,240 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 248,248,248 244,244,244 255,255,255 250,250,250 245,245,245 246,246,246 248,248,248 248,248,248 249,249,249 252,252,252 255,255,255 255,255,255
251,255,251 241,247,242 226,228,228 227,226,230 244,239,248 248,241,255 246,235,255 252,239,255 252,239,255 255,245,255 255,246,255 250,239,255 249,241,252 255,250,255 255,253,255 250,246,251 255,247,255 255,239,250 251,235,242 255,242,243 255,250,248 255,252,249 248,251,249 237,250,252 232,254,255 210,243,255 199,237,255 200,244,255 198,243,255 182,229,255 166,213,245 161,206,239 58,199,210 68,193,213 80,181,213 84,169,209 88,166,212 106,187,225 138,223,249 169,254,255 184,255,249 210,255,239 228,253,227 254,255,232 255,255,242 245,255,246 207,244,240 199,255,255 253,250,242 251,255,250 244,255,255 227,247,255 209,234,250 216,242,255 232,254,255 238,253,255 250,255,252 255,255,249 255,254,247 255,244,246 252,237,251 249,236,255 242,231,255 237,227,255 233,248,255 234,251,254 241,255,254 238,255,242 230,246,229 242,253,237 253,255,248 254,254,254 254,249,255 255,245,255 255,244,255 255,245,255 255,249,252 255,254,245 255,255,238 255,255,234 255,243,255 255,245,255 255,246,255 250,249,251 247,252,243 246,255,242 250,255,245 253,255,249 255,253,255 255,248,255 255,247,255 255,250,255 255,255,251 255,255,242 250,255,232 244,255,224 251,255,249 251,255,247 252,255,245 254,255,246 255,251,253 255,245,255 255,240,255 255,237,255 255,240,255 255,242,255 255,248,255 254,253,255 250,255,250 248,255,247 246,255,249 244,255,250 255,255,237 254,255,236 253,255,233 249,255,230 246,255,229 245,255,228 244,255,230 245,255,232 242,255,234 243,255,238 244,255,245 247,255,250 247,255,255 248,251,255 246,248,255 245,246,255 248,234,255 247,233,255 250,237,255 255,241,255 255,242,255 255,240,255 255,244,255 255,248,255 247,237,250 246,238,248 251,245,250 255,253,255 255,255,254 253,255,252 250,255,250 251,255,251 251,251,251 252,252,252 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 248,248,248 239,239,239 232,232,232 246,246,246 238,238,238 234,234,234 239,239,239 246,246,246 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255
239,255,229 242,255,234 243,255,235 241,248,235 240,242,236 249,244,246 255,247,255 255,247,255 245,226,247 255,246,255 253,232,255 255,236,255 255,239,255 253,232,255 255,244,255 255,240,255 233,234,255 234,235,255 218,220,250 235,239,255 217,226,236 220,236,242 223,252,255 209,255,255 190,250,255 157,234,255 120,210,244 86,188,230 66,177,223 61,174,224 56,171,222 52,167,218 88,173,199 120,190,219 154,200,234 186,212,248 213,233,255 215,244,255 201,247,255 197,255,255 196,246,244 227,253,247 254,251,246 255,244,242 255,246,246 255,252,255 255,251,254 243,241,247 224,249,239 236,255,251 243,255,255 246,249,255 251,245,255 255,247,255 255,252,255 255,254,252 255,253,246 255,255,249 248,255,255 230,246,255 213,236,255 203,228,255 194,224,255 191,219,255 236,252,255 236,252,255 228,244,243 221,236,228 229,244,230 247,255,242 253,255,248 251,250,246 255,254,255 255,252,255 242,234,241 253,246,249 248,244,239 255,255,242 250,253,227 255,255,233 255,237,255 255,241,255 255,247,255 251,250,255 246,251,252 244,250,249 245,249,250 252,247,255 255,242,255 255,240,255 255,235,255 255,243,255 255,240,255 249,242,249 253,255,254 246,253,246 241,244,235 255,255,249 243,244,235 243,240,236 255,254,255 255,251,255 255,249,255 255,244,255 247,235,255 255,249,255 252,248,254 245,246,244 242,246,240 237,243,232 241,249,238 248,255,245 241,255,248 240,255,247 234,254,241 230,253,238 230,255,238 232,255,240 232,255,241 233,255,242 235,255,246 233,255,247 235,255,250 242,255,255 243,253,255 242,248,255 245,248,255 248,250,255 255,241,255 255,240,255 255,235,255 255,236,255 255,242,255 255,245,255 255,239,255 246,229,243 238,224,236 253,245,252 255,253,255 245,244,246 234,239,238 240,246,245 245,254,251 242,253,250 255,255,255 248,248,248 248,248,248 254,254,254 254,254,254 253,253,253 246,246,246 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 249,249,249 249,249,249 235,235,235 236,236,236 242,242,242 241,241,241 240,240,240 253,253,253 255,255,255 236,236,236 249,249,249 249,249,249
239,255,230 245,255,236 248,255,238 248,255,238 251,255,240 255,255,246 255,253,248 255,246,248 248,232,239 255,250,255 255,237,250 255,248,255 255,245,255 255,237,254 255,237,255 253,234,253 222,223,255 224,227,255 218,222,251 230,239,255 223,239,252 221,248,255 212,255,255 178,240,255 114,193,220 91,187,223 66,173,217 46,162,209 54,172,221 80,198,245 100,215,255 103,216,255 204,224,255 234,242,255 255,247,255 255,242,255 255,245,252 234,244,244 188,238,236 157,238,241 145,229,241 144,206,230 169,200,233 212,221,254 249,242,255 255,244,255 255,237,249 255,235,244 221,255,243 225,253,247 235,249,255 251,249,255 255,247,255 255,240,245 255,231,227 254,228,214 241,238,223 234,255,254 193,246,255 119,193,219 84,166,208 99,179,234 106,179,239 88,157,220 173,187,199 191,207,214 212,224,228 222,235,233 236,247,239 249,255,247 252,255,245 247,248,239 244,241,236 253,250,246 250,247,242 255,255,249 251,253,241 255,255,242 249,255,234 254,255,236 253,239,251 248,239,249 243,241,247 240,245,246 240,251,249 245,255,255 250,254,255 255,250,255 255,246,255 255,243,255 255,236,255 255,241,255 255,241,255 252,238,255 253,247,255 247,245,255 249,249,243 255,255,252 255,254,254 255,254,255 255,255,255 254,255,253 247,249,243 245,249,238 245,249,238 254,255,247 251,253,247 255,255,252 255,255,251 255,255,249 249,253,241 247,252,237 231,240,255 229,240,255 236,248,255 237,252,255 237,253,255 236,254,255 232,250,255 233,250,255 237,254,255 240,252,255 240,250,255 245,251,255 248,249,255 246,243,255 246,240,255 247,241,255 253,239,241 255,246,248 255,250,253 255,252,255 255,252,255 255,252,255 255,247,250 254,240,242 243,232,234 255,247,248 255,254,255 249,251,252 241,246,249 240,249,252 242,253,255 241,253,255 219,219,219 227,227,227 253,253,253 255,255,255 254,254,254 254,254,254 251,251,251 255,255,255 249,249,249 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 246,246,246 237,237,237 244,244,244 242,242,242 241,241,241 255,255,255 255,255,255 249,249,249 230,230,230 240,240,240 244,244,244 244,244,244
