50 170
255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 255,255,255 250,255,254 251,255,255 253,255,255 255,253,255 255,251,255 255,248,255 255,246,255 255,246,255 255,246,253 255,251,252 255,255,249 255,255,242 255,255,234 254,255,226 254,255,225 255,255,225 249,255,226 250,255,234 253,255,247 254,255,253 250,249,245 245,248,232 252,255,227 255,255,228 255,255,229 255,255,245 255,252,255 255,244,255 255,243,255 255,250,251 255,255,236 252,255,222 240,252,252 246,255,255 248,255,255 248,253,251 252,253,249 255,255,251 255,255,251 255,252,245 255,253,245 255,249,242 255,247,240 255,248,241 255,251,244 255,253,245 255,251,243 255,249,241 255,246,255 255,246,255 255,246,255 255,247,255 255,248,255 255,247,255 252,246,255 250,247,255 255,253,255 253,254,255 251,255,255 251,255,255 250,255,254 250,255,254 250,255,254 248,255,252 244,253,255 244,253,255 244,255,255 244,255,255 242,255,252 239,254,246 241,255,245 244,255,245 243,255,243 243,255,241 241,255,238 239,255,236 242,255,240 244,255,242 242,255,242 235,254,235 255,255,255 252,252,252 255,253,253 255,254,255 255,253,255 255,252,255 255,250,255 255,251,255 255,248,255 255,248,255 255,248,255 255,248,255 255,246,255 255,243,255 255,242,255 255,241,255 241,255,254 242,255,252 242,250,249 246,248,248 253,251,251 255,252,253 255,252,253 252,252,252 246,251,250 247,255,253 241,252,249 244,254,248 250,255,251 253,255,251 252,253,244 255,255,249 244,241,255 252,242,255 255,240,255 255,237,255 255,233,255 255,237,254 255,244,255 255,251,255 252,252,255 248,251,255 249,250,254 255,252,255 255,252,255 255,250,255 255,247,253 255,246,253 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 252,252,252 253,253,253 255,255,255 252,252,252 252,252,252
250,250,250 245,245,245 246,246,246 251,251,251 254,254,254 253,253,253 254,254,254 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 254,254,254 252,252,252 244,255,252 246,255,254 248,255,255 250,253,255 253,250,255 253,244,255 248,235,255 242,228,252 255,245,255 255,248,255 255,250,255 255,254,255 255,253,248 252,254,242 251,255,238 252,255,238 244,255,246 244,255,249 247,255,255 245,251,255 239,244,247 233,239,238 237,244,237 245,253,242 252,255,248 248,250,250 242,241,250 239,236,251 244,241,255 250,252,255 250,255,254 244,251,244 238,253,249 243,255,253 246,255,255 249,255,254 250,255,254 255,254,255 255,253,255 255,248,253 255,248,255 255,246,255 255,243,255 255,244,255 255,245,255 255,246,255 255,244,255 253,241,255 255,245,255 255,245,255 255,247,255 255,248,255 255,248,255 255,249,255 255,248,255 253,249,255 255,252,255 253,252,255 253,253,255 251,254,255 251,254,255 250,255,255 250,255,255 250,255,255 249,250,255 243,245,253 242,245,250 247,250,254 251,255,255 248,253,251 244,250,245 241,248,241 243,250,243 248,255,248 251,255,252 248,254,249 247,252,250 248,253,252 246,250,251 242,246,247 247,250,241 249,252,243 252,255,246 255,255,251 251,253,247 249,248,244 252,251,247 255,255,254 254,249,250 255,250,251 255,252,254 255,252,255 255,251,255 255,250,255 255,250,255 255,250,255 243,255,255 243,255,254 248,254,253 251,253,253 255,254,255 255,254,255 255,254,255 255,254,255 251,255,255 250,255,255 245,253,252 243,252,249 249,255,253 251,255,250 252,253,249 255,255,252 225,255,255 232,254,255 241,254,255 249,253,255 249,251,252 246,249,247 238,250,244 231,252,243 234,255,251 233,255,251 230,255,250 233,254,251 238,254,253 241,255,255 241,255,255 241,255,255 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255
247,247,247 242,242,242 241,241,241 246,246,246 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 247,247,247 250,250,250 255,255,255 255,255,255 251,251,251 250,250,250 253,253,253 252,252,252 249,249,249 249,249,249 252,252,252 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 239,255,252 239,255,254 239,255,254 242,254,255 246,252,255 245,248,255 238,236,255 228,225,247 249,243,255 250,244,255 250,245,255 248,247,255 245,247,255 242,248,255 241,247,252 238,247,250 247,250,255 246,250,255 247,253,255 245,252,255 240,245,248 233,235,245 237,237,251 243,242,255 251,251,255 242,245,249 230,236,231 227,235,225 239,246,239 251,254,255 251,251,255 246,243,255 238,255,244 242,255,248 244,255,251 245,255,250 247,255,251 250,255,254 250,254,255 246,249,253 249,251,255 248,248,255 246,247,255 244,246,255 244,247,255 242,246,255 240,245,255 239,244,255 255,248,255 255,249,255 255,250,255 255,251,255 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 255,253,255 253,253,255 253,253,255 253,253,255 251,254,255 251,254,255 251,254,255 252,241,251 243,232,242 240,229,237 250,239,247 255,250,255 255,250,253 248,239,242 239,229,235 251,241,247 255,248,255 255,250,255 255,248,255 255,243,255 255,241,255 255,241,255 255,240,255 243,249,238 246,252,241 251,255,246 251,255,246 244,250,239 240,244,233 245,249,238 254,255,247 255,255,248 255,255,249 255,255,249 255,255,249 255,255,248 255,255,247 255,255,247 254,255,246 240,250,250 244,252,252 250,254,255 254,253,255 255,251,253 255,248,253 252,246,251 250,246,251 251,252,255 250,255,255 247,255,255 245,253,253 245,253,253 247,252,251 250,252,252 254,254,254 208,247,249 213,250,248 221,255,249 231,255,250 234,255,247 236,255,242 234,255,241 232,255,239 232,255,240 236,255,245 237,255,249 236,255,254 231,255,255 222,253,255 212,248,254 206,245,253 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254
251,251,251 248,248,248 245,245,245 249,249,249 253,253,253 255,255,255 253,253,253 251,251,251 255,255,255 253,253,253 242,242,242 236,236,236 241,241,241 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 237,237,237 237,237,237 246,246,246 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 235,255,255 235,255,253 234,255,252 240,255,253 243,255,252 243,255,251 240,252,246 237,247,241 245,254,251 244,252,252 244,250,255 243,247,255 240,245,255 237,243,255 236,240,255 233,239,255 255,243,255 255,246,255 255,253,255 255,255,251 255,252,248 250,243,250 253,242,255 255,246,255 255,249,255 251,248,243 238,243,216 235,243,206 246,252,221 255,255,248 255,249,255 255,239,255 242,255,245 245,255,248 244,255,247 242,254,242 242,254,242 246,255,246 247,255,247 244,255,243 244,255,245 242,255,245 238,255,244 237,255,245 234,255,245 232,255,245 230,255,246 228,255,246 255,255,242 255,255,242 255,255,243 255,255,244 255,255,246 255,255,246 255,255,246 255,255,247 255,255,248 254,255,250 254,255,251 254,255,251 254,255,253 252,255,253 252,255,253 252,254,254 255,239,252 250,230,242 247,227,239 255,238,247 255,249,255 255,249,255 255,239,246 249,231,238 255,244,253 255,248,255 255,249,255 255,244,255 255,241,255 255,242,255 255,242,255 255,242,255 248,250,250 249,251,251 252,254,254 251,253,253 244,247,245 238,241,239 241,245,240 249,253,248 249,253,247 248,252,246 247,252,243 248,253,244 250,255,246 251,255,246 252,255,247 251,255,246 244,249,250 249,253,254 253,255,255 255,252,255 251,245,250 245,238,243 240,233,240 237,233,239 247,245,251 246,249,254 250,254,255 248,254,255 248,254,255 248,254,255 250,254,255 243,247,252 244,253,255 240,252,252 238,253,249 236,255,243 236,255,239 233,255,230 231,247,223 231,239,216 241,239,221 254,244,234 255,248,245 255,250,252 255,251,255 251,253,255 243,254,255 235,252,255 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 248,248,248 255,255,255 253,253,253 244,244,244 239,239,239 245,245,245 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 247,247,247 239,239,239 239,239,239 247,247,247 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 249,249,249 255,255,255 255,255,255 253,253,253 236,250,255 238,253,255 242,255,254 241,255,246 240,255,238 242,255,232 247,255,232 251,255,234 251,255,235 251,255,238 251,255,245 249,255,251 247,251,255 243,246,255 243,244,255 242,243,255 255,241,255 255,244,255 255,251,254 255,255,251 255,254,251 255,247,254 255,245,255 255,247,255 255,249,255 255,255,243 248,255,220 244,255,209 248,255,217 255,255,241 255,249,255 255,240,255 253,249,255 253,250,255 250,248,254 244,243,247 242,244,244 248,252,247 249,255,247 248,255,243 246,255,239 242,255,236 240,255,233 236,255,230 232,255,228 230,255,225 226,255,224 227,255,225 255,255,232 255,255,232 255,255,233 255,255,232 255,255,233 254,255,233 253,255,234 250,255,234 255,255,241 255,255,243 255,255,244 255,255,246 255,255,247 255,255,248 255,255,248 255,255,248 255,247,255 255,239,252 255,238,249 255,245,254 255,251,255 255,252,255 255,250,252 255,248,249 255,253,251 255,252,250 255,247,245 255,243,241 255,245,246 255,251,252 255,252,253 255,249,250 253,251,255 250,248,255 249,248,255 248,249,255 247,249,255 243,245,253 244,247,252 248,251,255 232,236,237 232,236,237 234,239,238 238,245,242 244,251,248 249,255,251 250,255,252 250,255,252 252,251,253 255,254,255 255,254,255 255,253,255 253,246,251 245,238,243 240,232,239 238,231,238 249,247,253 244,243,252 248,251,255 247,252,255 239,246,255 246,253,255 244,253,255 236,245,254 255,248,255 252,249,255 242,249,255 236,254,255 235,255,254 236,255,251 241,253,247 250,246,245 255,249,252 255,248,255 255,243,255 255,237,252 255,237,249 255,245,254 255,251,255 255,251,255 252,252,252 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 253,253,253 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 247,247,247 242,242,242 245,245,245 252,252,252 254,254,254 251,251,251 247,248,255 250,252,255 253,254,255 250,251,249 244,247,238 245,248,233 254,255,237 255,255,240 255,255,240 255,255,241 255,255,244 255,254,244 250,247,242 247,245,245 250,246,251 254,250,255 250,245,255 249,246,255 250,248,255 250,251,255 248,249,255 242,244,255 242,243,255 245,247,255 244,252,252 247,255,247 247,255,240 242,255,232 241,255,237 244,254,248 246,250,255 245,246,255 255,241,255 255,241,255 255,237,255 252,232,255 250,234,255 255,241,255 255,247,255 255,249,255 252,251,255 249,254,253 247,255,250 243,255,247 240,255,242 236,255,239 235,255,239 236,255,240 255,255,238 255,255,238 255,255,238 255,255,238 254,255,237 252,253,237 250,250,236 249,249,237 255,255,246 255,255,247 255,254,249 255,254,250 255,254,250 255,253,252 255,253,252 255,253,253 255,248,255 253,244,254 251,243,250 254,247,252 255,251,252 255,252,249 255,254,249 255,255,248 255,255,243 255,255,239 249,249,231 245,245,227 250,251,231 255,255,238 255,255,239 254,255,235 255,252,255 250,247,255 247,246,255 250,250,255 252,252,255 251,252,255 252,253,255 251,255,255 243,248,247 242,247,246 241,248,245 244,251,246 248,255,250 249,255,251 246,254,247 242,250,243 250,245,246 252,247,248 254,249,250 253,248,249 251,244,247 248,241,244 245,239,244 244,238,243 252,248,254 237,234,243 234,236,244 230,235,244 219,228,238 234,244,254 239,253,255 223,237,249 168,201,240 162,204,239 155,211,240 151,221,244 154,232,249 165,239,255 181,241,255 197,240,255 213,237,255 231,240,255 243,243,255 245,242,255 253,246,255 255,253,254 255,249,242 249,241,228 247,247,247 253,253,253 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 250,250,250 249,249,249 249,249,249
251,251,251 255,255,255 255,255,255 250,250,250 246,246,246 250,250,250 254,254,254 255,255,255 246,246,246 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 253,253,253 247,247,247 244,244,244 248,248,248 254,254,254 254,254,254 250,250,250 255,249,255 255,250,255 255,249,255 255,245,255 255,239,255 255,238,255 255,241,255 255,246,255 255,243,255 255,247,255 255,248,255 255,243,244 249,237,231 247,238,225 254,247,230 255,255,238 253,253,253 251,249,255 249,247,255 251,248,255 246,246,255 239,243,248 237,245,238 237,250,234 244,255,240 248,255,247 248,255,252 245,253,253 244,250,255 246,253,255 247,255,253 245,255,249 255,242,255 255,244,255 255,241,255 255,237,255 255,236,255 255,240,255 255,242,255 255,239,255 255,238,255 255,241,255 255,242,255 255,242,255 251,240,255 248,239,255 248,241,255 250,243,255 255,252,254 255,252,254 255,252,254 254,251,253 253,249,254 252,248,253 250,246,252 251,243,253 255,249,255 255,249,255 255,248,255 255,248,255 255,247,255 255,247,255 255,247,255 255,247,255 248,252,253 242,246,247 239,244,243 243,248,246 246,252,247 246,253,246 246,254,244 248,255,245 245,254,241 247,255,241 246,255,240 243,253,236 244,254,237 249,255,242 249,255,242 246,255,239 255,255,247 254,255,245 254,255,245 254,255,245 252,253,243 248,252,241 251,255,244 255,255,247 253,255,247 253,255,247 251,255,247 251,255,247 251,255,245 249,255,243 240,250,234 232,243,227 250,242,242 247,242,241 247,242,241 247,243,242 250,246,245 252,248,247 252,247,248 252,247,248 255,251,253 236,232,237 233,233,239 230,233,241 217,226,235 230,245,254 232,252,255 202,224,235 54,170,225 48,173,224 39,177,224 29,179,220 26,179,218 30,178,220 44,176,223 58,175,226 74,178,231 97,190,239 117,205,245 140,221,248 174,246,254 207,255,255 221,255,245 225,255,235 236,236,236 247,247,247 254,254,254 252,252,252 253,253,253 255,255,255 251,251,251 240,240,240 237,237,237 237,237,237
253,253,253 255,255,255 255,255,255 245,245,245 238,238,238 243,243,243 251,251,251 255,255,255 248,248,248 251,251,251 250,250,250 245,245,245 245,245,245 250,250,250 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 249,249,249 249,249,249 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 251,251,251 249,249,249 254,254,254 255,255,255 255,255,255 251,251,251 255,250,255 255,248,255 255,246,255 255,244,255 255,242,255 255,240,255 255,239,255 255,238,255 255,236,255 255,243,255 255,246,255 255,241,250 251,234,231 250,237,223 255,249,229 255,255,237 255,255,235 255,253,240 255,250,247 255,250,253 255,250,247 255,250,231 255,253,218 255,255,214 255,255,226 255,255,241 255,250,255 255,243,255 255,245,255 255,253,254 255,255,238 255,255,225 255,254,237 255,255,241 255,255,245 255,253,247 255,251,252 255,251,255 255,247,255 255,241,255 255,238,255 255,239,255 255,239,255 255,237,255 255,234,255 255,232,255 255,232,255 255,235,255 254,245,255 254,245,255 255,246,255 255,246,255 255,246,255 254,245,255 253,244,255 253,244,255 255,246,255 255,246,255 255,246,255 255,246,255 255,246,255 255,246,255 255,246,255 255,246,255 244,255,249 239,255,244 235,251,240 240,255,247 244,255,251 244,255,252 242,255,252 241,254,252 236,249,247 243,255,255 244,255,255 244,255,255 243,253,255 243,252,255 244,253,255 244,253,255 255,255,238 255,255,238 255,255,238 255,255,239 249,252,230 242,244,224 247,249,229 255,255,240 253,255,238 251,254,238 249,255,238 252,255,242 255,255,245 253,255,245 242,249,236 235,242,229 255,250,246 253,247,242 248,244,239 249,246,241 252,252,246 255,255,251 255,255,251 255,255,252 255,255,254 244,239,240 248,247,249 248,252,255 233,245,251 236,255,255 228,255,255 189,221,227 2,166,242 0,173,243 0,178,243 0,180,238 0,177,232 4,173,230 16,172,232 25,171,236 29,173,238 26,174,234 23,172,222 34,179,211 78,206,219 139,242,239 183,255,244 201,255,237 227,227,227 242,242,242 253,253,253 254,254,254 255,255,255 255,255,255 246,246,246 232,232,232 232,232,232 232,232,232
250,250,250 251,251,251 252,252,252 250,250,250 248,248,248 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 249,249,249 244,244,244 247,247,247 255,255,255 255,255,255 248,248,248 236,236,236 255,255,255 247,247,247 252,252,252 233,233,233 237,237,237 228,228,228 246,246,246 246,246,246 243,243,243 232,232,232 233,233,233 250,250,250 255,255,255 251,251,251 251,251,251 255,242,255 255,250,255 255,249,255 255,242,253 255,241,252 255,251,255 255,251,255 255,248,255 255,247,253 254,242,248 247,236,239 244,233,236 245,234,237 250,239,241 255,245,247 255,249,251 255,251,235 255,253,244 255,241,240 255,240,240 255,255,247 255,252,231 255,246,214 255,255,224 255,255,241 255,238,246 253,222,255 255,228,255 255,238,255 255,242,255 255,250,232 255,255,223 246,255,224 246,255,226 247,255,227 248,255,231 250,255,236 254,255,242 255,255,248 255,255,252 255,250,251 255,249,255 255,251,255 255,245,255 249,231,244 255,237,250 255,249,255 255,249,255 251,245,255 255,251,255 255,250,255 249,243,254 252,247,255 255,252,255 254,250,255 240,236,242 255,251,255 255,254,255 248,245,247 254,254,254 239,239,239 251,252,250 247,248,246 255,255,254 246,255,245 243,255,242 246,255,247 242,255,245 245,255,251 246,255,255 241,250,253 240,248,255 236,242,255 242,246,255 245,248,255 243,244,255 241,241,255 241,240,255 238,237,255 234,233,255 255,255,235 255,255,239 255,255,241 255,255,242 255,254,240 252,250,239 252,250,240 254,251,243 251,246,243 242,238,237 241,236,237 251,246,248 255,253,255 255,249,255 249,245,251 247,242,251 255,251,244 255,254,247 255,255,249 253,255,246 252,255,247 253,255,248 251,255,246 249,250,241 255,253,248 252,249,245 246,244,243 248,253,254 235,250,253 230,255,255 222,255,255 179,217,222 0,158,250 8,167,254 2,160,237 33,182,248 75,209,255 87,204,255 87,192,249 68,171,233 43,159,222 38,176,235 18,174,227 14,171,214 45,185,216 88,193,214 144,215,225 207,253,255 248,248,248 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 246,246,246 246,246,246
254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 236,236,236 239,239,239 242,242,242 244,244,244 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 242,242,242 248,248,248 241,241,241 253,253,253 245,245,245 255,255,255 255,255,255 252,252,252 231,231,231 222,222,222 231,231,231 236,236,236 240,240,240 252,252,252 253,250,255 253,252,255 251,255,255 251,255,248 250,255,240 250,255,233 247,255,225 243,255,222 248,255,230 247,255,234 236,249,233 233,241,241 239,239,255 245,240,255 248,238,255 248,236,255 238,226,255 248,237,255 245,237,255 234,230,255 230,230,255 227,232,255 229,233,255 235,237,255 216,211,255 239,227,255 243,224,255 222,202,255 217,198,255 238,225,255 250,243,255 243,240,255 234,251,255 229,246,255 230,246,255 234,250,255 231,245,255 222,235,249 227,236,249 238,247,255 248,255,255 241,246,244 245,250,241 255,255,245 255,255,241 255,255,237 255,255,234 247,247,217 255,255,249 255,255,248 255,255,248 255,255,246 253,255,243 250,255,240 248,254,237 245,251,232 240,246,227 251,255,239 250,255,237 253,255,238 253,255,237 253,255,237 241,255,227 247,255,231 248,251,242 247,250,241 250,252,246 249,250,246 252,252,252 255,254,255 253,250,255 253,249,255 248,243,255 247,241,255 251,244,255 255,247,255 250,241,255 242,233,255 244,235,255 253,244,255 249,244,241 253,248,245 255,252,251 255,254,253 255,252,255 255,252,255 255,251,255 255,250,255 255,248,255 252,240,255 249,236,255 255,240,255 255,245,255 255,241,255 253,237,255 252,235,255 255,255,251 255,255,249 255,255,247 244,252,241 240,252,240 244,255,243 247,255,244 249,253,242 255,255,246 255,251,246 250,249,245 250,255,255 240,255,255 228,255,255 218,255,255 171,219,221 32,161,255 47,170,255 55,168,241 107,200,255 168,234,255 198,239,255 214,241,255 203,236,255 171,232,255 114,216,255 38,177,226 10,163,214 40,178,230 72,174,223 126,185,235 199,230,255 251,251,251 251,251,251 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254
