50 170
253,255,255 251,253,253 252,254,254 253,255,255 250,252,252 243,248,247 244,249,248 249,255,254 249,255,254 249,255,254 247,255,254 247,255,254 247,255,254 245,255,254 245,255,254 245,255,254 224,255,255 227,255,255 234,255,255 241,255,255 250,255,255 255,255,255 255,254,254 255,254,250 255,255,247 255,255,245 255,255,240 249,255,234 241,255,231 239,255,233 234,255,232 230,255,229 249,255,240 252,255,241 255,255,241 255,255,241 255,255,236 252,251,231 255,254,235 255,255,241 255,255,241 255,255,243 255,255,246 255,254,251 255,253,254 255,251,255 255,250,255 255,248,255 255,255,244 253,255,245 253,255,245 253,255,248 251,255,249 249,255,250 247,255,253 246,255,255 239,251,251 240,252,254 240,252,254 241,253,255 242,254,255 242,254,255 243,255,255 243,255,255 255,255,254 254,250,255 250,241,255 247,238,255 248,245,255 250,254,249 248,255,234 246,255,224 243,255,224 245,255,237 247,252,255 249,248,255 249,249,255 247,252,255 245,255,237 243,255,226 255,245,255 255,245,255 255,245,255 255,244,255 255,244,255 255,243,255 255,243,255 255,242,255 255,242,255 255,242,255 255,243,255 255,244,255 255,243,255 255,243,255 255,242,255 255,242,255 239,244,255 239,248,251 242,255,235 250,255,229 253,255,227 254,255,231 254,255,237 255,255,239 255,255,234 255,255,228 255,255,224 255,255,226 255,255,235 254,255,246 252,254,254 250,253,255 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,248 255,254,246 255,255,248 255,255,249 255,255,249 255,255,247 255,253,245 255,255,247 240,248,255 244,250,255 247,249,255 247,248,255 250,249,255 255,252,255 255,255,254 255,255,248 255,255,243 255,255,242 255,255,242 255,255,246 255,254,250 255,251,255 255,248,255 253,247,255 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 255,253,254 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254
253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 251,255,255 251,255,255 251,255,255 249,255,254 249,255,254 249,255,254 247,255,254 247,255,254 247,255,254 247,255,254 247,255,254 255,251,255 255,252,255 255,252,255 255,252,255 255,253,255 255,254,255 255,254,255 255,254,254 253,251,250 255,255,252 253,255,251 248,255,246 248,255,245 248,255,246 244,255,243 240,253,239 255,255,244 255,255,244 255,255,244 255,255,241 246,249,233 234,242,225 231,242,226 234,247,233 243,255,246 244,255,250 246,254,253 249,254,255 250,252,255 251,249,255 253,247,255 254,246,255 255,255,248 255,255,247 255,253,248 255,255,249 252,253,249 251,252,250 249,251,251 247,251,252 250,254,255 250,253,255 249,254,255 249,254,255 250,255,255 251,254,255 251,254,255 251,254,255 252,252,246 254,250,255 255,249,255 255,248,255 255,250,255 251,254,252 245,255,234 241,255,221 245,255,228 245,255,240 247,250,255 248,246,255 249,246,255 248,250,255 246,255,240 245,255,229 255,253,250 255,253,250 255,253,250 255,253,250 255,252,249 255,252,249 255,252,249 255,252,249 255,251,251 255,251,251 255,252,252 255,252,252 255,252,252 255,251,251 255,250,250 255,250,250 247,248,255 244,250,255 246,255,245 251,255,242 255,255,245 255,253,252 254,245,255 255,243,255 255,247,255 255,252,251 255,255,246 255,255,245 255,255,248 254,254,254 254,252,255 253,252,255 255,255,241 255,255,242 255,255,242 255,255,243 255,255,243 255,255,244 255,255,244 255,255,245 255,255,245 255,255,245 254,254,240 251,251,237 251,251,237 252,252,238 253,253,239 253,253,239 250,255,255 250,255,255 250,253,255 250,250,255 250,250,255 253,252,254 255,253,252 255,253,248 255,255,245 255,255,243 255,255,243 255,255,246 255,254,250 255,251,255 255,249,255 255,248,255 252,252,252 254,254,254 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 253,253,253 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 255,254,255 255,254,255 255,253,254 255,253,254 255,253,254 255,253,254 255,254,255 255,254,255 255,251,252 255,251,252
250,252,252 253,255,255 253,255,255 246,248,248 245,247,247 250,255,254 251,255,255 247,252,251 250,255,254 250,255,254 250,255,254 249,255,254 249,255,254 249,255,254 249,255,254 249,255,254 255,248,255 255,249,255 255,250,255 255,252,255 255,253,255 255,253,255 250,253,255 247,253,255 243,249,255 247,253,255 251,252,255 253,249,255 255,247,255 255,248,255 255,245,255 255,239,254 255,252,250 255,251,249 255,253,250 255,254,251 249,250,246 237,247,241 231,248,244 232,253,250 233,255,253 235,255,255 239,253,255 245,252,255 250,250,255 255,248,255 255,246,255 255,245,255 255,253,254 255,251,254 255,250,253 255,248,251 253,246,249 253,246,249 252,246,251 251,245,250 255,253,255 255,254,255 255,252,255 255,251,254 255,252,253 255,253,254 255,254,255 255,254,255 251,253,241 255,253,252 255,251,255 255,249,255 251,246,255 245,247,247 243,252,232 241,255,227 247,255,236 247,254,247 247,247,255 248,243,255 248,243,255 249,246,255 249,253,247 249,255,238 253,255,239 253,255,239 253,255,239 253,255,239 255,255,240 255,255,240 255,255,240 255,255,240 255,255,239 255,255,240 255,255,240 255,255,240 255,255,239 255,255,238 255,255,237 254,255,236 247,247,255 246,245,254 247,249,249 254,254,254 255,252,255 255,245,255 255,237,255 255,237,255 255,239,255 255,243,255 255,247,255 255,250,255 255,251,255 255,253,255 255,253,255 255,253,255 252,252,246 252,252,246 253,253,247 254,254,248 255,255,250 255,255,251 255,255,251 255,255,251 255,255,251 255,255,250 247,247,241 237,237,231 239,239,233 249,249,243 253,253,247 250,250,244 252,255,251 248,252,247 244,247,245 244,246,247 248,247,249 250,249,251 252,250,250 251,250,246 255,255,247 255,255,246 255,255,246 255,255,247 255,254,250 255,252,254 255,250,255 255,249,255 252,252,252 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 251,251,251 245,245,245 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,254,254 255,253,253 254,252,252 254,252,252 255,253,253 255,254,254 255,255,255 255,254,254 255,254,254
250,252,252 253,255,255 247,249,249 233,235,235 235,237,237 248,250,250 251,253,253 243,245,245 252,254,254 252,254,254 252,254,254 252,254,254 250,255,254 250,255,254 250,255,254 250,255,254 255,252,253 255,253,254 255,254,255 255,254,255 251,254,255 250,254,255 247,253,255 246,251,255 245,248,255 249,248,255 252,243,255 252,236,255 255,234,255 255,236,255 255,236,255 255,235,255 255,241,255 255,241,255 255,245,255 255,249,255 255,250,255 250,247,255 250,252,255 248,253,255 247,249,255 249,251,255 253,251,255 255,252,255 255,252,254 255,250,253 255,250,252 255,248,251 255,247,255 255,248,255 255,246,255 254,243,253 254,243,253 255,245,255 255,245,253 255,244,250 255,252,255 255,251,254 255,250,252 255,248,250 255,248,249 255,250,248 255,251,249 255,253,251 253,255,240 254,255,248 252,251,255 244,240,252 237,233,245 236,235,237 242,249,236 250,255,239 251,255,243 250,252,252 249,245,255 250,239,255 250,239,255 251,245,255 252,251,253 253,255,246 249,255,243 249,255,243 250,255,244 250,255,244 250,255,244 251,255,245 251,255,245 251,255,245 251,255,245 251,255,244 253,255,244 252,255,243 251,255,242 250,255,241 248,255,239 247,255,238 247,243,242 244,240,239 246,242,241 253,248,249 255,250,255 255,247,255 255,244,255 255,245,255 255,244,255 255,246,255 255,248,255 255,250,255 255,251,255 255,254,255 255,255,254 255,255,254 253,246,255 254,247,255 254,247,255 255,248,255 255,248,255 255,249,255 255,249,255 255,250,255 250,243,255 253,246,255 246,239,254 235,228,243 239,232,247 255,248,255 255,250,255 250,243,255 251,254,239 244,246,234 241,242,233 242,244,238 248,249,247 251,251,251 251,253,253 252,254,254 253,254,252 253,254,250 255,254,250 255,254,250 255,254,250 255,253,252 255,252,253 255,251,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 245,245,245 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 255,254,254 254,252,252 252,250,250 252,250,250 254,252,252 255,254,254 255,255,255 255,255,255 255,255,255
249,254,253 249,254,253 238,243,242 227,229,229 232,234,234 250,252,252 253,255,255 249,251,251 252,254,254 252,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 242,255,252 242,255,252 243,255,254 244,255,255 246,255,255 245,254,255 246,252,255 246,252,255 250,252,255 250,248,255 244,239,254 237,229,246 238,227,247 247,235,255 255,239,255 255,241,255 234,245,255 235,243,255 239,243,255 245,245,255 248,242,255 248,238,255 252,236,255 255,240,255 255,246,255 255,248,255 255,251,252 255,254,248 255,255,244 255,255,240 255,255,238 255,255,235 254,244,255 255,247,255 255,245,255 250,241,254 251,241,253 255,248,255 255,250,255 255,248,254 255,252,255 255,251,253 255,250,250 255,250,247 255,249,247 255,251,247 255,252,248 255,253,246 252,255,239 254,255,244 251,252,250 242,239,248 234,230,241 235,234,238 246,247,243 255,255,248 254,255,250 255,251,255 253,244,255 252,240,255 252,240,255 253,244,255 255,251,255 255,255,251 249,255,251 249,255,251 249,255,251 249,255,251 249,255,251 249,255,251 249,255,251 249,255,250 250,255,251 250,255,251 250,255,251 250,255,251 249,255,250 247,255,246 246,255,245 245,254,244 253,247,234 248,244,233 249,243,236 254,250,245 255,255,246 255,255,243 255,255,242 255,255,242 255,255,243 255,255,246 255,255,247 255,255,248 255,255,248 255,255,248 255,255,248 255,255,250 255,248,255 254,247,255 254,247,255 253,246,255 253,246,255 252,245,255 252,245,255 251,244,255 244,237,255 251,244,255 250,243,255 242,235,255 246,239,255 255,248,255 255,248,255 245,238,255 255,255,237 250,251,231 246,247,231 249,250,240 252,254,248 251,253,253 251,255,255 251,254,255 249,252,255 251,253,254 253,253,253 255,253,252 255,254,250 255,253,250 255,253,249 255,253,249 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 255,254,254 254,252,252 252,250,250 252,250,250 254,252,252 255,254,254 255,255,255 255,253,253 255,253,253
244,249,248 239,244,243 228,233,232 223,225,225 233,235,235 251,253,253 253,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,254,254 255,254,254 255,254,254 255,254,254 255,254,254 251,253,253 249,254,253 250,255,254 249,255,254 249,255,254 247,255,254 244,255,253 242,255,253 243,255,255 240,254,252 229,246,243 220,237,234 217,236,233 225,244,241 232,251,248 235,254,251 207,254,252 209,251,250 219,250,253 232,251,255 241,247,255 248,241,255 255,237,254 255,239,254 255,245,255 255,248,255 255,252,253 252,255,248 242,255,244 232,255,240 225,255,236 220,255,234 246,246,255 250,250,255 248,248,255 244,243,253 244,243,252 252,252,255 255,254,255 252,251,253 253,253,253 255,253,252 255,254,250 255,255,250 254,255,250 254,255,250 254,255,248 254,255,248 246,255,231 251,255,242 253,255,252 252,250,255 245,242,251 244,242,248 251,249,249 255,255,252 255,254,253 255,250,255 255,246,255 255,243,255 255,243,255 255,246,255 255,251,255 255,254,253 250,255,254 249,255,253 249,255,253 249,255,253 248,255,252 248,255,252 247,254,249 247,254,249 249,255,251 250,255,252 250,255,251 250,255,251 249,255,250 248,255,249 247,255,248 246,254,247 255,255,245 255,249,245 255,247,247 255,252,249 255,255,243 255,255,228 255,255,218 255,255,218 255,255,222 255,255,230 255,255,236 255,255,242 255,255,245 255,253,248 255,251,252 255,249,255 255,253,255 255,253,255 255,253,255 255,252,255 254,250,255 253,249,254 252,248,253 252,248,253 249,245,250 255,253,255 255,253,255 255,251,255 254,250,255 255,252,255 253,249,254 245,241,246 255,255,237 255,255,231 253,252,232 254,254,240 249,252,243 240,245,243 241,246,249 246,252,255 246,252,255 248,251,255 251,251,255 253,252,254 255,253,252 255,254,247 255,255,245 255,255,243 255,255,255 253,253,253 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,254,254 255,253,253 254,252,252 254,252,252 255,253,253 255,254,254 255,255,255 255,255,255 255,255,255
244,249,248 235,240,239 226,231,230 228,233,232 241,243,243 251,253,253 253,255,255 253,253,253 254,254,254 255,254,254 255,254,254 255,254,254 255,254,254 255,253,254 255,253,254 255,253,254 255,249,253 255,251,253 255,252,253 255,254,253 250,255,253 244,255,250 241,255,249 236,255,245 234,255,244 233,255,242 231,255,238 227,253,230 228,252,228 235,255,233 238,255,234 238,255,232 216,255,226 217,255,226 228,255,233 242,255,243 251,255,249 255,254,253 255,250,255 255,250,255 255,247,255 255,249,255 244,252,255 233,255,255 220,255,255 207,255,252 200,255,250 194,255,248 242,250,255 246,254,255 246,252,255 238,245,248 237,245,245 246,254,253 250,255,254 243,252,249 243,253,247 244,254,248 244,255,249 246,255,251 244,255,251 243,255,251 242,255,250 241,255,249 239,252,228 245,255,238 253,255,251 253,254,255 254,251,255 253,248,255 255,250,255 255,254,255 255,253,254 255,251,254 255,250,255 255,248,255 255,248,255 255,251,255 255,253,252 255,255,251 255,254,255 255,254,255 254,253,255 253,252,254 252,251,253 249,251,252 248,250,250 248,250,250 251,253,253 252,254,254 252,255,253 251,255,254 251,255,254 250,255,253 249,254,252 249,254,252 255,254,252 255,247,255 255,242,255 255,246,255 255,253,254 255,255,235 255,255,222 254,255,221 255,255,229 255,255,239 254,255,246 254,253,249 255,250,251 255,249,254 255,246,255 255,243,255 255,255,245 255,255,244 255,255,244 255,255,243 255,255,243 254,255,242 254,255,242 253,255,241 253,255,241 255,255,245 255,255,245 255,255,245 252,255,240 249,252,237 249,252,237 251,254,239 255,255,239 255,254,235 255,253,235 254,254,240 244,247,238 229,234,232 227,234,237 234,241,250 244,250,255 246,250,255 249,250,255 253,251,255 255,253,252 255,255,246 255,255,242 255,255,240 255,255,255 252,252,252 249,249,249 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252
251,255,255 242,247,246 234,239,238 243,245,245 252,254,254 253,255,255 251,253,253 251,251,251 254,254,254 255,254,254 255,254,254 255,254,254 255,254,254 255,253,254 255,253,254 255,253,254 248,252,253 248,253,254 248,254,253 247,255,253 245,255,251 242,255,249 244,255,247 243,255,244 243,254,238 251,255,240 255,255,241 255,255,239 255,255,236 255,255,235 255,255,229 255,250,224 255,255,221 253,255,222 255,255,228 255,255,239 255,255,247 255,254,250 253,249,254 252,248,255 248,247,255 244,248,255 241,249,255 236,252,255 233,253,255 228,254,255 226,255,255 224,255,255 245,253,252 248,255,254 247,255,253 237,247,241 236,247,239 244,255,247 246,255,247 238,252,241 236,250,239 236,252,241 237,255,247 238,255,250 237,255,252 235,255,253 231,255,251 229,254,250 238,248,231 243,252,239 247,254,247 251,253,254 252,249,255 254,249,255 255,251,255 255,253,255 255,253,252 255,254,249 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,248,255 255,248,255 255,247,255 255,247,255 255,245,255 254,244,255 252,242,255 252,242,255 255,248,255 255,248,255 255,249,255 255,250,255 255,250,255 255,250,255 254,249,255 254,249,255 255,255,247 255,245,253 255,236,255 255,237,255 255,244,255 255,249,252 255,254,244 255,255,247 254,249,255 254,245,255 254,243,255 253,245,255 253,249,255 254,247,254 254,245,255 253,241,255 255,255,245 255,255,245 255,255,245 255,255,245 255,255,245 255,255,245 255,255,245 255,255,245 253,255,243 253,255,243 255,255,245 254,255,244 248,250,238 244,246,234 250,252,240 255,255,247 255,255,249 255,254,245 255,255,247 255,255,249 243,247,241 227,234,231 226,233,236 235,242,251 244,250,255 246,249,255 249,249,255 253,250,255 255,252,253 255,255,246 255,255,242 255,255,239 255,255,255 254,254,254 251,251,251 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 241,241,241 241,241,241
251,255,255 250,255,254 252,254,254 253,255,255 251,253,253 247,249,249 248,250,250 254,254,254 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 255,254,254 255,254,254 255,254,254 220,255,250 225,255,252 234,255,255 241,255,255 248,255,254 255,253,252 255,247,245 255,243,242 255,246,244 255,241,240 255,239,235 255,243,239 255,252,246 255,254,248 255,255,248 255,252,245 255,252,255 255,252,255 255,250,255 243,248,255 237,251,255 230,253,255 218,248,255 208,240,255 223,253,255 228,250,255 236,248,255 249,249,255 255,250,255 255,250,255 255,247,254 255,243,250 253,255,249 247,252,243 245,251,240 249,255,244 252,255,246 248,255,242 238,245,232 229,238,225 240,250,237 244,255,244 244,255,251 239,255,250 236,255,251 233,255,253 229,253,253 223,249,249 249,255,247 248,255,246 247,253,248 251,253,254 255,253,255 255,251,255 255,249,255 254,247,250 252,248,243 255,255,245 253,255,233 247,251,226 255,255,237 254,255,239 255,255,245 255,255,248 255,248,255 255,241,255 255,240,255 255,248,255 255,248,255 251,236,255 252,237,255 255,247,255 255,248,255 255,248,255 255,246,255 255,246,255 255,246,255 255,244,255 252,241,255 250,239,255 254,255,228 244,243,233 237,227,244 245,229,255 255,242,255 254,244,255 255,250,255 255,244,255 255,238,255 255,236,255 245,228,255 248,240,255 251,254,245 245,251,234 255,255,248 251,251,251 255,254,255 244,243,245 232,231,233 231,230,232 242,241,243 252,251,253 254,253,255 252,251,253 250,249,251 253,252,254 255,254,255 255,254,255 255,254,255 254,253,255 254,253,255 255,254,255 249,242,255 253,247,255 250,248,254 253,255,255 235,241,240 238,246,245 246,255,255 234,242,249 248,252,255 244,244,255 251,251,255 241,237,248 255,250,252 255,255,249 252,247,232 255,255,239 255,255,255 251,251,251 255,255,255 254,254,254 251,251,251 237,237,237 255,255,255 241,241,241 251,251,251 255,255,255 255,255,255 245,245,245 251,251,251 255,255,255 251,251,251 249,249,249 252,252,252 252,252,252 246,246,246 255,255,255 254,254,254 248,248,248 254,254,254 242,242,242 235,235,235 238,238,238
253,255,255 246,248,248 243,245,245 248,250,250 253,255,255 253,255,255 252,254,254 252,254,254 253,255,255 253,255,255 253,255,255 253,255,255 252,254,254 251,253,253 251,253,253 252,254,254 234,255,254 236,255,251 236,247,245 241,238,240 252,234,241 255,234,245 255,237,252 255,240,255 253,212,233 255,225,246 255,242,255 248,249,255 228,248,255 206,242,255 190,238,255 184,238,255 180,206,255 175,207,255 162,205,255 146,204,253 133,206,250 120,207,247 108,200,235 99,191,220 125,209,234 160,228,247 205,250,255 236,255,255 255,251,254 255,244,243 255,244,242 255,250,245 243,244,234 255,255,246 255,255,247 255,255,247 255,254,240 250,247,233 248,245,231 247,246,232 248,246,235 252,253,243 253,255,249 246,251,249 241,249,249 241,253,255 243,255,255 243,255,255 250,255,255 250,255,254 251,255,255 253,255,255 255,252,255 255,250,255 255,249,255 255,250,253 255,255,248 255,255,240 250,255,224 248,255,221 255,255,231 252,255,239 244,253,240 239,245,240 252,244,237 243,235,228 243,235,228 254,246,239 255,254,247 255,250,245 253,247,242 253,249,244 251,246,243 251,248,244 254,250,249 255,253,252 255,255,254 255,255,254 255,255,255 255,255,255 234,255,207 241,255,229 239,243,244 247,243,255 255,250,255 255,253,255 255,251,255 250,235,255 240,216,255 247,223,255 242,228,255 247,249,243 250,255,225 243,255,217 246,255,233 242,255,241 248,254,255 239,245,252 229,235,242 230,236,243 238,244,251 246,252,255 247,253,255 244,250,255 242,248,255 242,248,255 241,247,254 240,246,253 239,245,252 239,245,252 239,245,252 240,246,253 233,226,255 238,233,255 231,229,255 239,241,255 235,243,250 234,243,246 248,255,255 243,249,254 247,249,255 239,239,251 253,250,255 255,251,255 255,253,255 237,234,230 255,255,247 244,241,226 237,237,237 255,255,255 240,240,240 255,255,255 251,251,251 255,255,255 241,241,241 252,252,252 252,252,252 244,244,244 255,255,255 255,255,255 250,250,250 243,243,243 249,249,249 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 237,237,237 255,255,255 250,250,250 237,237,237 246,246,246 249,249,249
