50 170
250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 240,255,245 242,255,245 244,254,248 247,254,251 250,252,253 255,251,255 255,249,255 255,247,255 255,247,255 255,246,255 255,246,255 255,246,255 255,247,255 255,246,255 255,245,255 254,245,255 255,238,255 255,239,255 255,244,255 255,251,255 255,252,255 255,252,248 255,255,246 255,255,245 251,255,240 253,255,242 251,255,242 248,255,241 246,255,242 249,255,246 250,255,248 249,255,249 249,245,255 253,250,255 255,253,255 254,254,254 254,255,251 253,255,248 252,255,244 247,255,238 247,255,240 250,255,243 247,255,242 243,253,241 245,253,246 250,255,254 248,255,255 244,252,252 253,251,255 255,253,255 255,253,255 252,250,255 252,250,255 255,253,255 255,253,255 253,251,255 253,251,255 254,253,255 255,254,255 255,254,255 255,255,255 254,255,253 254,255,253 254,255,253 252,252,252 253,253,253 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 249,249,249 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 253,253,253 254,254,254 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 240,255,245 241,255,246 244,255,247 246,255,249 248,255,250 252,254,254 254,254,254 255,253,255 255,253,255 255,254,255 255,253,255 254,253,255 251,253,253 247,252,251 245,252,249 244,251,248 255,248,255 254,245,255 253,246,253 255,253,255 255,255,254 253,255,249 251,255,244 250,255,244 238,245,232 245,252,239 252,255,247 253,255,249 253,255,252 250,252,252 242,244,245 233,235,236 247,244,253 252,250,255 254,253,255 253,253,253 254,255,251 253,255,249 253,255,248 249,255,243 248,255,244 250,255,246 247,255,245 241,248,241 240,247,244 246,251,252 250,255,255 249,253,255 251,250,254 255,254,255 255,254,255 252,251,255 252,250,255 255,253,255 255,253,255 251,250,254 247,246,250 245,244,248 243,242,244 246,246,246 251,251,251 255,255,254 255,255,254 254,255,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 252,252,252 250,250,250 255,255,255 255,255,255 252,252,252 243,243,243 239,239,239 243,243,243 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 250,250,250 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255
255,255,255 254,254,254 245,245,245 236,236,236 236,236,236 245,245,245 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 254,254,254 251,251,251 251,251,251 253,253,253 254,254,254 252,252,252 250,250,250 247,247,247 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 252,252,252 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 242,255,250 244,255,250 244,255,250 247,255,253 249,255,253 250,255,253 253,255,254 253,255,252 253,255,251 251,255,249 250,255,248 247,255,244 241,255,241 238,255,237 234,255,234 233,255,232 251,255,254 247,253,248 245,251,246 250,255,250 251,255,251 251,255,249 248,255,246 247,255,245 236,243,236 242,247,245 250,252,252 253,254,255 255,252,255 255,251,255 243,238,253 233,226,241 247,247,247 251,251,251 254,255,253 253,254,250 254,255,251 255,255,251 253,255,251 250,254,248 251,255,249 252,255,251 248,250,250 239,243,244 236,239,244 241,243,251 248,249,255 251,251,255 250,249,251 254,253,255 255,254,255 252,251,255 252,251,255 255,254,255 254,253,255 250,249,253 248,247,251 242,241,243 237,236,238 239,239,239 247,247,247 254,254,254 255,255,254 254,255,253 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 253,253,253 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 251,251,251 248,248,248 249,249,249 250,250,250 249,249,249 255,255,255 255,255,255 251,251,251 241,241,241 237,237,237 242,242,242 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 245,245,245 247,247,247 252,252,252 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255
255,255,255 252,252,252 244,244,244 235,235,235 235,235,235 244,244,244 252,252,252 255,255,255 253,253,253 253,253,253 250,250,250 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 247,247,247 247,247,247 239,239,239 248,248,248 255,255,255 255,255,255 254,254,254 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,249,255 252,249,255 252,249,255 255,250,255 255,250,255 255,251,255 255,252,255 255,253,255 253,253,253 251,255,250 249,255,247 246,255,245 241,255,241 239,255,237 235,255,234 234,255,231 244,255,247 241,255,245 240,255,244 244,255,248 246,255,249 245,255,250 246,255,250 249,255,254 245,250,251 245,248,253 244,243,253 245,241,253 252,244,255 255,247,255 255,243,255 247,235,255 250,252,246 254,255,250 255,255,251 253,255,249 254,255,251 255,255,252 255,255,254 253,253,253 253,252,254 254,253,255 252,249,255 245,241,252 239,235,247 240,235,250 246,240,255 252,246,255 251,251,251 255,255,255 255,255,255 253,253,253 253,253,253 255,254,255 255,254,255 251,250,252 255,254,255 250,249,251 243,243,243 241,241,241 245,245,245 250,250,250 253,253,253 254,254,254 254,254,254 247,247,247 243,243,243 246,246,246 251,251,251 253,253,253 254,254,254 255,255,255 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 251,251,251 254,254,254 253,253,253 248,248,248 246,246,246 251,251,251 255,255,255 255,255,255 250,250,250 254,254,254 255,255,255 250,250,250 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 246,246,246 247,247,247 252,252,252 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255
255,255,255 255,255,255 253,253,253 248,248,248 248,248,248 253,253,253 255,255,255 255,255,255 254,254,254 254,254,254 250,250,250 246,246,246 247,247,247 252,252,252 253,253,253 250,250,250 243,243,243 250,250,250 255,255,255 255,255,255 252,252,252 247,247,247 247,247,247 250,250,250 231,231,231 240,240,240 251,251,251 255,255,255 251,251,251 247,247,247 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,243,255 255,243,255 255,243,255 255,243,255 255,243,255 255,245,255 255,245,255 255,246,255 255,246,255 255,247,255 255,250,255 253,253,253 251,255,250 248,255,249 245,255,246 245,255,245 236,255,245 237,255,246 241,255,249 241,255,251 238,253,249 232,245,243 235,245,245 243,249,254 247,250,255 246,245,255 240,236,248 236,232,244 244,237,252 255,245,255 255,249,255 255,246,255 253,255,245 255,255,247 255,255,248 254,255,248 253,254,250 255,255,254 255,254,255 252,250,255 253,250,255 255,250,255 255,250,255 253,246,255 245,237,254 241,233,250 243,235,252 248,240,255 254,255,253 255,255,254 255,255,254 253,254,252 253,254,252 255,255,254 255,255,254 254,254,254 255,255,255 255,255,255 252,252,252 247,247,247 243,243,243 244,244,244 250,250,250 255,254,255 250,250,250 237,237,237 230,230,230 239,239,239 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 252,252,252 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 249,249,249 254,254,254 255,255,255 250,250,250 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 251,251,251 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 246,246,246 238,238,238 236,236,236 244,244,244 253,253,253 255,255,255 253,253,253 251,251,251 253,253,253 255,255,255 244,244,244 248,248,248 253,253,253 253,253,253 245,245,245 235,235,235 233,233,233 238,238,238 248,248,248 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,245,249 255,245,249 255,246,251 255,245,253 255,244,254 255,245,255 255,245,255 255,244,255 255,243,255 255,245,255 255,247,255 255,250,255 255,251,255 255,253,255 255,252,255 255,253,255 237,254,250 240,255,254 241,255,255 242,255,255 232,243,247 224,232,239 228,233,242 238,240,250 246,247,255 247,246,255 246,244,250 246,242,247 250,247,249 255,255,254 255,255,252 255,254,250 249,255,240 252,255,244 252,255,246 251,254,245 251,252,248 254,253,255 255,253,255 254,249,255 255,248,255 255,248,255 255,249,255 255,249,255 254,245,255 246,237,250 245,236,249 248,240,251 255,255,252 255,255,252 254,255,251 250,251,247 250,251,247 254,255,251 255,255,252 255,255,252 251,252,250 254,255,253 255,255,255 250,250,250 244,244,244 244,243,245 251,250,252 255,254,255 249,249,249 234,234,234 228,228,228 240,240,240 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 248,248,248 247,247,247 251,251,251 255,255,255 255,255,255 254,254,254 255,255,255 252,252,252 243,243,243 238,238,238 243,243,243 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255
250,250,250 254,254,254 254,254,254 251,251,251 251,251,251 254,254,254 254,254,254 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 241,241,241 244,244,244 245,245,245 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 233,233,233 229,229,229 233,233,233 247,247,247 249,249,249 253,253,253 255,255,255 255,255,255 253,253,253 248,248,248 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,230 255,255,232 255,255,233 255,255,237 255,254,240 255,253,243 255,252,246 255,251,249 255,252,252 255,251,254 255,252,255 255,252,255 255,253,255 255,253,255 255,253,255 255,252,255 243,251,255 244,251,255 248,253,255 249,251,255 242,242,255 234,234,248 237,234,249 244,240,252 250,247,255 255,252,255 255,255,254 255,255,248 255,255,245 255,255,242 255,255,240 252,255,235 243,251,234 246,253,238 247,254,241 247,249,243 248,249,247 253,252,254 255,252,255 254,248,255 255,248,255 254,245,255 255,248,255 255,251,255 255,251,255 253,246,251 251,244,247 253,247,248 255,255,252 255,255,252 251,252,248 245,246,242 245,247,241 251,253,247 255,255,251 255,255,252 251,252,248 253,254,250 254,255,253 252,252,252 249,248,250 249,248,250 252,251,255 255,254,255 253,253,253 241,241,241 239,239,239 249,249,249 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 245,245,245 251,251,251 254,254,254 252,252,252 251,251,251 253,253,253 254,254,254 252,252,252 253,253,253 255,255,255 253,253,253 246,246,246 241,241,241 244,244,244 249,249,249 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255
255,255,255 255,255,255 255,255,255 250,250,250 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 243,243,243 244,244,244 252,252,252 255,255,255 255,255,255 251,251,251 248,248,248 248,248,248 252,252,252 255,255,255 253,253,253 246,246,246 246,246,246 252,252,252 250,250,250 253,253,253 255,255,255 255,255,255 254,254,254 247,247,247 239,239,239 234,234,234 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,255,223 244,255,223 244,255,226 245,255,230 247,255,232 248,255,238 248,255,242 248,255,245 251,255,249 251,255,252 251,255,255 251,255,255 251,254,255 251,254,255 250,253,255 249,252,255 255,249,255 253,246,255 254,247,255 255,249,255 255,248,255 255,244,255 254,244,255 255,247,255 254,246,253 255,253,254 255,255,249 254,255,242 250,255,235 249,255,231 246,255,228 243,255,222 237,244,231 241,248,235 242,247,238 243,244,240 246,246,246 252,251,255 255,252,255 255,250,255 255,250,255 252,245,252 252,246,251 255,254,255 255,255,252 255,255,247 255,254,244 255,255,246 255,255,254 254,255,253 249,250,246 242,243,239 242,244,238 249,251,245 254,255,250 255,255,251 255,255,251 255,255,252 255,255,254 255,255,255 255,254,255 254,253,255 253,252,255 251,250,254 255,255,255 250,250,250 251,251,251 255,255,255 255,255,255 248,248,248 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 234,234,234 243,243,243 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 238,238,238 231,231,231 248,248,248 255,255,255 250,250,250 248,248,248 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 254,254,254 251,251,251 254,254,254 255,255,255 251,251,251 236,236,236 235,235,235 245,245,245 247,247,247 252,252,252 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 222,255,232 207,247,219 203,240,214 214,250,228 227,255,242 228,255,245 231,255,249 236,255,255 230,250,251 235,252,255 241,255,255 243,254,255 244,253,255 243,252,255 244,251,255 244,251,255 255,247,250 255,250,255 255,251,255 255,246,254 255,242,251 255,246,255 255,250,255 255,252,255 255,247,250 255,252,251 255,255,249 255,255,245 244,255,234 233,248,220 232,250,219 236,255,224 233,238,229 243,245,239 251,252,248 254,255,253 254,254,254 254,253,255 254,253,255 255,251,255 255,254,255 255,253,253 255,255,251 252,250,242 243,243,231 239,240,224 248,250,230 248,250,230 243,243,243 255,255,255 254,255,253 235,236,234 231,232,228 247,249,243 255,255,251 250,252,246 254,255,250 254,255,251 255,255,252 255,255,255 255,254,255 255,254,255 255,254,255 255,253,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 231,231,231 235,235,235 243,243,243 250,250,250 253,253,253 252,252,252 252,252,252 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 241,241,241 247,247,247 255,255,255 255,255,255 247,247,247 241,241,241 247,247,247 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 249,249,249 248,248,248 248,248,248 251,251,251 254,254,254 251,251,251 246,246,246 243,243,243 252,252,252 245,245,245 240,240,240 241,241,241 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 238,238,238 239,239,239 250,250,250 255,255,255 255,255,255 255,255,255 252,252,252 243,243,243 239,239,239 251,251,251 255,255,255 252,252,252 229,229,229 250,250,250 254,254,254 255,255,255 253,253,253 252,252,252 254,254,254 253,253,253 250,250,250 215,245,250 208,238,243 210,239,246 222,251,255 228,254,255 226,250,255 226,247,255 231,250,255 236,252,255 238,251,255 239,249,255 241,248,255 243,249,255 245,249,255 248,250,255 249,251,255 248,236,226 255,245,237 255,254,246 255,255,249 255,254,251 255,253,252 255,250,251 255,246,248 255,250,252 255,249,249 253,250,246 246,248,242 235,243,233 225,237,225 222,239,225 228,245,231 245,245,245 249,249,249 253,253,253 255,255,255 255,254,255 255,254,255 253,252,254 251,251,251 246,247,245 248,249,245 255,255,249 255,255,247 255,255,244 242,248,229 237,245,222 240,248,225 226,225,229 228,227,231 245,244,246 255,255,255 252,253,251 232,233,229 237,239,233 255,255,251 254,255,250 254,255,250 255,255,252 255,255,254 255,254,255 255,254,255 254,252,255 253,251,255 247,247,247 250,250,250 255,255,255 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 249,249,249 242,242,242 243,243,243 243,243,243 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 250,250,250 249,249,249 252,252,252 250,250,250 249,249,249 250,250,250 252,252,252 254,254,254 253,253,253 253,253,253 240,240,240 238,238,238 242,242,242 253,253,253 255,255,255 255,255,255 249,249,249 246,246,246 247,247,247 253,253,253 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 251,251,251 252,252,252 252,252,252
