50 170
249,255,243 248,255,244 249,255,249 253,255,255 255,253,255 255,250,255 255,248,255 255,252,255 255,249,250 255,255,251 255,255,249 250,249,239 255,255,249 245,245,239 255,255,254 243,243,243 252,247,255 251,247,255 243,240,255 243,242,252 249,252,255 246,251,249 242,249,242 248,255,246 250,255,248 242,251,241 250,255,252 238,243,244 237,240,248 238,240,251 250,251,255 237,237,253 249,254,252 251,255,254 250,252,252 247,248,252 251,251,255 250,249,255 249,245,255 250,246,255 255,251,255 250,247,255 253,249,254 255,255,255 255,255,252 250,251,242 254,254,242 255,255,245 243,243,243 255,255,255 252,252,252 206,206,206 185,185,185 198,198,198 200,200,200 182,182,182 191,191,191 194,194,194 197,197,197 197,197,197 194,194,194 190,190,190 189,189,189 189,189,189 191,191,191 192,192,192 193,193,193 192,192,192 188,188,188 186,186,186 185,185,185 186,186,186 190,190,190 194,194,194 194,194,194 191,191,191 194,194,194 191,191,191 169,169,169 143,143,143 63,63,63 23,23,23 0,0,0 1,1,1 0,0,0 2,2,2 48,48,48 108,108,108 149,149,149 204,204,204 255,255,255 255,255,255 252,252,252 249,249,249 254,254,254 255,255,255 244,244,244 255,255,255 255,255,255 245,245,245 251,251,251 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 250,250,250 236,236,236 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 244,244,244 244,244,244 252,252,252 251,251,251 251,251,251 252,252,252 246,246,246 245,245,245 251,251,251 255,255,255 255,255,255 236,236,236 174,174,174 80,80,80 5,5,5 13,14,5 18,18,12 185,185,179 251,252,248 247,251,246 253,255,254 235,240,239 248,254,253 244,249,250 250,255,255 245,250,251 250,255,255 241,246,247 240,245,246 250,255,255 237,243,242 220,255,255 222,255,255 222,254,255 223,252,255 228,252,255 234,254,255 238,252,255 239,249,255 248,252,255 251,251,255 255,250,255 255,249,255 255,249,255 255,248,255 255,248,255 255,247,255 250,250,250 255,255,255 255,255,255 253,253,253 250,250,250 251,251,251 253,253,253 252,252,252 255,255,255 255,255,255
248,255,243 247,255,244 248,255,248 253,255,255 255,253,255 254,249,255 255,247,255 255,251,255 255,253,252 255,255,251 255,255,249 255,255,249 255,255,251 251,252,250 255,254,255 252,251,255 244,245,249 251,251,255 253,252,255 253,252,255 253,252,255 241,243,244 242,246,241 253,255,249 245,250,241 235,241,236 251,255,255 251,254,255 251,253,255 248,251,255 250,255,255 237,242,243 248,253,252 198,202,203 196,197,201 190,190,196 140,139,148 130,129,138 140,136,147 113,109,120 52,49,58 61,59,65 72,69,71 69,67,67 48,47,43 20,21,12 4,3,0 4,4,0 0,0,0 0,0,0 0,0,0 6,6,6 2,2,2 0,0,0 0,0,0 13,13,13 3,3,3 0,0,0 0,0,0 0,0,0 1,1,1 6,6,6 7,7,7 7,7,7 3,3,3 0,0,0 0,0,0 0,0,0 0,0,0 3,3,3 9,9,9 13,13,13 0,0,0 3,3,3 4,4,4 0,0,0 2,2,2 8,8,8 2,2,2 0,0,0 0,0,0 0,0,0 0,0,0 12,12,12 14,14,14 4,4,4 7,7,7 19,19,19 67,67,67 69,69,69 63,63,63 61,61,61 80,80,80 112,112,112 128,128,128 125,125,125 124,124,124 162,162,162 194,194,194 218,218,218 243,243,243 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 255,255,255 255,255,255 248,248,248 253,253,253 251,251,251 236,236,236 241,241,241 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 255,255,255 255,255,255 241,241,241 223,223,223 107,107,101 13,13,7 3,2,0 67,68,64 223,224,222 239,242,240 249,254,253 251,255,255 247,251,252 250,255,255 250,255,255 233,238,239 251,255,255 245,249,250 243,248,247 248,253,252 243,254,255 242,253,255 243,252,255 242,251,254 244,252,252 248,253,254 248,253,254 248,253,252 249,254,253 251,253,253 251,253,253 251,253,254 251,253,254 251,253,254 251,253,254 251,252,255 251,251,251 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
250,255,246 248,255,246 251,255,250 253,255,255 255,253,255 255,251,255 255,249,255 255,253,255 253,249,248 247,244,239 250,250,244 251,250,246 248,248,248 250,250,255 245,244,254 251,251,255 244,252,235 249,254,245 240,242,243 229,225,236 240,233,246 255,253,255 255,255,254 246,244,236 227,228,219 189,187,186 143,141,147 111,109,121 68,67,77 44,48,49 23,32,22 10,22,4 0,0,4 6,8,16 0,0,7 0,0,6 10,9,18 3,2,11 0,0,6 9,7,13 6,4,10 9,8,12 8,5,7 2,0,0 2,1,0 22,22,16 61,59,51 89,87,79 63,63,63 61,61,61 60,60,60 64,64,64 75,75,75 93,93,93 115,115,115 130,130,130 135,135,135 134,134,134 132,132,132 131,131,131 130,130,130 128,128,128 124,124,124 121,121,121 119,119,119 128,128,128 137,137,137 134,134,134 109,109,109 66,66,66 18,18,18 0,0,0 4,4,4 6,6,6 0,0,0 0,0,0 2,2,2 30,30,30 59,59,59 74,74,74 68,68,68 69,69,69 65,65,65 56,56,56 45,45,45 31,31,31 9,9,9 0,0,0 0,0,0 4,4,4 2,2,2 0,0,0 1,1,1 13,13,13 14,14,14 4,4,4 3,3,3 12,12,12 1,1,1 0,0,0 0,0,0 20,20,20 47,47,47 71,71,71 126,126,126 165,165,165 201,201,201 242,242,242 252,252,252 255,255,255 225,225,225 246,246,246 247,247,247 253,253,253 254,254,254 248,248,248 248,248,248 254,254,254 251,251,251 240,240,240 239,239,239 247,247,247 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 238,237,233 219,218,214 33,34,30 0,1,0 6,7,5 136,138,138 253,255,255 238,243,242 238,242,243 245,249,250 251,255,255 244,249,248 251,255,255 245,247,247 239,241,241 253,255,255 255,252,251 255,252,249 255,251,248 255,251,248 255,253,249 255,254,247 255,255,248 255,255,249 255,255,247 251,255,247 248,255,247 246,255,247 242,255,249 240,255,248 238,255,248 236,255,248 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 249,249,249
251,255,249 249,255,249 252,255,253 255,254,255 255,254,255 255,252,255 255,252,254 255,255,255 255,255,252 255,255,249 255,255,252 249,251,251 243,246,251 250,251,255 239,238,255 243,243,255 251,255,242 250,255,246 236,239,237 200,198,204 148,140,151 93,85,92 43,35,35 7,1,0 7,1,0 11,5,6 6,0,6 17,11,22 0,0,6 10,15,14 7,17,5 12,27,6 55,55,69 72,72,86 111,109,121 129,127,139 135,134,144 174,173,182 204,202,208 187,186,190 210,209,211 235,235,235 255,255,254 255,255,254 253,252,248 253,252,248 254,251,247 251,248,244 254,254,254 255,255,255 255,255,255 248,248,248 248,248,248 255,255,255 255,255,255 251,251,251 237,237,237 244,244,244 252,252,252 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 217,217,217 178,178,178 115,115,115 51,51,51 7,7,7 0,0,0 0,0,0 12,12,12 1,1,1 50,50,50 117,117,117 178,178,178 223,223,223 249,249,249 255,255,255 255,255,255 251,251,251 248,248,248 239,239,239 233,233,233 240,240,240 253,253,253 255,255,255 255,255,255 251,251,251 255,255,255 251,251,251 219,219,219 189,189,189 177,177,177 176,176,176 175,175,175 116,116,116 126,126,126 117,117,117 92,92,92 68,68,68 37,37,37 8,8,8 0,0,0 0,0,0 16,16,16 0,0,0 60,60,60 145,145,145 251,251,251 255,255,255 245,245,245 240,240,240 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 249,249,249 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,249,247 248,249,247 255,255,255 141,141,141 0,0,0 2,2,2 76,78,78 203,205,205 237,239,239 243,245,245 238,240,240 255,255,255 251,251,251 249,249,249 255,255,255 255,255,255 255,253,246 255,251,244 255,252,244 255,254,246 255,254,245 255,253,241 255,255,243 255,255,245 255,255,245 253,255,245 249,255,245 245,255,244 241,255,244 240,255,245 238,255,245 235,255,244 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 254,254,254 250,250,250 242,242,242 238,238,238 239,239,239
253,255,252 250,253,251 250,252,252 254,253,255 254,253,255 254,251,253 254,252,252 255,255,252 245,247,241 248,250,244 253,255,254 250,255,255 247,250,255 239,241,255 224,223,255 214,213,252 110,119,122 36,43,46 0,0,3 0,0,1 4,0,0 7,0,0 32,23,20 60,49,45 77,66,62 120,111,108 152,144,145 191,186,188 201,202,206 236,240,245 242,248,255 246,254,255 246,242,255 229,226,248 237,233,252 241,238,254 232,231,241 245,245,251 255,254,255 234,234,234 248,249,247 255,255,252 255,255,252 255,255,251 254,252,251 255,255,255 255,254,255 255,252,253 255,255,255 246,246,246 244,244,244 254,254,254 255,255,255 249,249,249 249,249,249 255,255,255 254,254,254 255,255,255 255,255,255 247,247,247 211,211,211 151,151,151 86,86,86 42,42,42 8,8,8 4,4,4 0,0,0 4,4,4 30,30,30 80,80,80 140,140,140 182,182,182 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 253,253,253 248,248,248 246,246,246 244,244,244 242,242,242 246,246,246 253,253,253 255,255,255 255,255,255 251,251,251 243,243,243 245,245,245 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 250,250,250 255,255,255 252,252,252 243,243,243 242,242,242 196,196,196 125,125,125 80,80,80 0,0,0 2,2,2 60,60,60 255,255,255 249,249,249 219,219,219 239,239,239 251,251,251 255,255,255 255,255,255 246,246,246 243,243,243 255,255,255 242,242,242 235,235,235 229,229,229 233,233,233 243,243,243 251,251,251 255,255,255 255,255,255 252,254,255 244,243,245 238,237,239 255,254,255 214,213,215 79,79,79 0,0,0 33,33,33 185,185,185 255,255,255 236,234,234 243,241,241 234,232,232 255,255,254 255,255,254 245,243,242 255,255,246 255,253,243 255,255,244 255,255,247 255,255,245 255,252,241 255,254,243 255,255,248 255,255,246 255,255,246 255,255,246 254,255,245 252,255,245 251,255,244 251,255,244 248,253,244 255,255,255 255,255,255 254,254,254 251,251,251 253,253,253 254,254,254 249,249,249 241,241,241 238,238,238 239,239,239
250,252,252 247,249,250 248,247,249 251,250,254 251,250,252 248,248,248 249,250,246 252,254,248 252,255,248 250,255,250 247,254,251 226,232,239 189,193,212 102,104,135 74,73,115 46,46,94 44,43,93 26,27,65 52,56,74 111,116,115 159,163,151 211,210,196 251,244,235 255,247,245 255,251,249 255,255,249 248,246,235 253,254,245 251,254,255 241,242,255 185,183,225 151,146,201 153,147,178 156,151,180 163,157,182 209,205,224 253,251,255 253,253,255 240,240,240 255,255,252 250,252,246 250,253,244 250,250,244 249,248,244 253,251,250 255,254,255 255,253,255 255,251,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 245,245,245 239,239,239 176,176,176 125,125,125 56,56,56 8,8,8 0,0,0 0,0,0 3,3,3 4,4,4 50,50,50 95,95,95 160,160,160 217,217,217 248,248,248 255,255,255 254,254,254 250,250,250 255,255,255 254,254,254 248,248,248 245,245,245 244,244,244 245,245,245 246,246,246 245,245,245 242,242,242 239,239,239 246,246,246 255,255,255 254,254,254 242,242,242 242,242,242 254,254,254 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 235,235,235 253,253,253 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 248,248,248 248,248,248 242,242,242 255,255,255 244,244,244 249,249,249 73,73,73 7,7,7 112,112,112 242,242,242 255,255,255 255,255,255 246,246,246 239,239,239 252,252,252 248,248,248 240,240,240 253,253,253 255,255,255 247,247,247 245,245,245 253,253,253 255,255,255 255,255,255 253,253,253 246,246,246 252,253,255 253,254,255 250,251,255 254,253,255 230,229,231 235,234,236 94,92,92 2,0,0 51,46,47 235,231,230 255,255,254 253,249,248 242,238,237 255,255,254 251,247,246 255,252,251 238,255,250 237,255,247 238,255,248 243,255,251 241,255,249 236,248,242 243,250,245 251,255,254 253,254,252 255,253,252 255,252,251 255,251,251 255,250,250 255,248,249 255,248,249 255,248,249 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 249,249,249
252,253,255 248,249,253 249,248,252 251,250,254 251,250,252 249,250,248 250,252,246 254,255,248 253,255,248 248,255,246 248,255,255 246,253,255 206,212,235 61,64,102 65,66,116 58,57,113 43,32,134 89,84,163 182,184,224 242,251,255 242,252,235 248,252,233 255,255,247 255,248,245 255,254,254 253,251,241 246,249,233 250,255,244 248,254,255 179,178,222 97,87,170 55,39,147 84,76,113 88,81,114 171,163,193 244,239,255 240,238,250 244,245,249 255,255,254 236,239,230 255,255,248 251,255,244 252,253,244 255,255,252 255,255,255 255,253,255 255,250,255 255,248,255 253,253,253 252,252,252 231,231,231 185,185,185 133,133,133 83,83,83 32,32,32 0,0,0 13,13,13 3,3,3 0,0,0 16,16,16 64,64,64 132,132,132 199,199,199 239,239,239 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 253,253,253 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 254,254,254 255,255,255 255,255,255 245,245,245 246,246,246 255,255,255 252,252,252 255,255,255 255,255,255 251,251,251 247,247,247 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 242,242,242 246,246,246 242,242,242 237,237,237 243,243,243 248,248,248 238,238,238 255,255,255 233,233,233 223,223,223 25,25,25 5,5,5 118,118,118 226,226,226 255,255,255 255,255,255 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 243,243,243 247,247,247 249,249,249 253,253,253 255,255,255 241,243,251 240,243,248 233,233,239 229,230,234 255,254,255 242,239,241 255,254,255 96,91,92 4,0,0 113,108,107 249,244,243 255,255,254 253,249,248 255,250,251 250,245,246 255,254,255 227,255,255 223,255,252 225,255,253 230,255,255 230,254,254 223,244,246 230,245,248 244,254,255 248,251,255 253,250,255 255,248,255 255,247,255 255,246,255 255,245,254 255,243,253 255,243,253 246,246,246 252,252,252 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255
253,254,255 253,251,255 252,250,255 254,253,255 254,253,255 252,253,251 253,255,249 253,255,248 251,255,247 240,249,239 240,248,247 242,251,255 200,205,230 12,16,57 47,49,103 63,63,123 65,51,187 25,17,124 86,88,153 207,218,240 244,255,254 243,253,241 246,250,245 255,254,255 252,249,251 252,253,249 251,255,249 231,242,240 187,192,217 78,76,142 43,30,140 66,45,184 69,60,100 159,152,187 239,231,255 253,248,255 249,247,255 246,247,251 251,252,248 255,255,248 250,254,242 247,251,239 250,251,241 248,248,242 221,219,219 172,168,174 130,122,132 107,98,111 65,65,65 24,24,24 0,0,0 5,5,5 1,1,1 0,0,0 15,15,15 58,58,58 101,101,101 151,151,151 213,213,213 248,248,248 251,251,251 244,244,244 247,247,247 255,255,255 255,255,255 253,253,253 249,249,249 251,251,251 255,255,255 255,255,255 254,254,254 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 249,249,249 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 249,249,249 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 237,237,237 251,251,251 255,255,255 242,242,242 255,255,255 255,255,255 196,196,196 2,2,2 6,6,6 72,72,72 189,189,189 255,255,255 251,251,251 250,250,250 253,253,253 250,250,250 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 247,247,247 248,248,248 255,255,255 248,249,255 243,245,253 243,245,253 253,253,255 254,253,255 244,241,243 255,252,253 251,246,245 73,68,67 5,0,0 187,182,181 255,252,251 250,245,246 255,250,251 255,254,255 247,244,246 236,255,255 232,253,254 234,253,255 237,255,255 232,251,255 224,240,247 228,240,250 242,252,255 244,250,255 248,250,255 250,248,255 253,247,255 255,245,255 255,246,255 255,245,253 255,244,252 245,245,245 253,253,253 255,255,255 254,254,254 251,251,251 250,250,250 249,249,249 247,247,247 255,255,255 255,255,255
251,251,255 255,253,255 252,250,255 244,243,247 244,243,245 239,240,238 237,240,231 244,250,239 248,255,244 245,255,243 229,238,235 235,244,253 240,246,255 171,176,215 82,85,136 52,53,111 46,39,173 53,50,165 39,42,127 50,58,111 28,40,68 52,62,79 63,72,82 95,101,112 132,136,147 116,122,133 119,126,141 124,130,159 67,69,123 57,54,139 48,38,152 49,35,167 155,147,184 177,170,203 196,189,216 188,183,204 161,160,170 133,135,136 112,114,108 98,102,91 75,79,67 52,56,44 24,25,15 4,4,0 2,0,0 3,0,5 8,0,11 8,0,12 0,0,0 7,7,7 59,59,59 107,107,107 136,136,136 193,193,193 248,248,248 255,255,255 251,251,251 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 252,252,252 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 245,245,245 255,255,255 247,247,247 255,255,255 254,254,254 241,241,241 255,255,255 251,251,251 255,255,255 255,255,255 252,252,252 247,247,247 253,253,253 253,253,253 250,250,250 255,255,255 253,253,253 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 248,248,248 249,249,249 254,254,254 245,245,245 237,237,237 243,243,243 242,242,242 255,255,255 255,255,255 255,255,255 243,243,243 255,255,255 217,217,217 67,67,67 6,6,6 0,0,0 56,56,56 167,167,167 236,236,236 248,248,248 249,249,249 255,255,255 255,255,255 248,248,248 241,241,241 255,255,255 254,254,254 241,241,241 255,255,255 255,255,255 245,247,255 249,250,255 251,253,255 252,252,255 252,251,255 255,250,252 255,250,251 255,252,251 213,208,207 13,8,7 53,48,47 253,248,249 251,248,250 255,254,255 248,247,251 252,251,255 255,254,255 255,254,255 255,253,255 255,253,255 253,253,255 249,252,255 247,252,255 246,251,255 241,248,255 243,250,255 245,251,255 243,249,254 248,253,255 251,255,255 250,255,254 245,250,249 246,246,246 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 246,246,246 255,255,255 255,255,255
253,254,255 253,254,255 246,244,250 239,238,242 244,243,245 244,245,243 244,246,240 251,255,244 251,255,245 251,255,248 245,255,249 238,247,251 243,250,255 234,239,255 195,198,243 174,175,226 43,49,148 34,39,138 67,71,166 40,42,130 50,53,127 0,0,39 0,0,34 0,4,28 0,0,18 5,14,48 2,5,56 61,59,129 58,56,138 57,55,145 59,58,150 2,1,93 0,0,24 6,1,30 10,4,27 4,1,17 0,0,7 1,3,3 6,8,2 6,10,0 0,4,0 2,6,0 22,23,14 54,53,49 94,92,92 132,128,133 159,151,161 170,162,173 254,254,254 245,245,245 255,255,255 255,255,255 234,234,234 241,241,241 255,255,255 244,244,244 248,248,248 251,251,251 251,251,251 249,249,249 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 249,249,249 255,255,255 253,253,253 239,239,239 246,246,246 236,236,236 242,242,242 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 253,253,253 255,255,255 254,254,254 248,248,248 246,246,246 252,252,252 251,251,251 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 245,245,245 255,255,255 231,231,231 224,224,224 255,255,255 254,254,254 153,153,153 72,72,72 0,0,0 0,0,0 13,13,13 77,77,77 149,149,149 192,192,192 237,237,237 255,255,255 254,254,254 255,255,255 255,255,255 247,247,247 255,255,255 249,249,249 244,246,255 244,247,255 244,246,254 248,249,253 255,254,255 255,254,255 255,254,253 251,246,245 253,248,247 56,51,50 24,19,20 243,240,242 255,254,255 250,250,255 231,233,241 251,253,255 255,244,243 255,246,245 255,247,248 255,248,250 255,249,252 255,251,253 254,253,255 251,254,255 250,255,255 248,255,255 246,255,252 236,246,240 231,242,234 238,248,236 245,255,242 248,255,245 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255
