50 170
255,255,255 252,252,252 252,252,252 252,252,252 250,250,250 255,255,255 255,255,255 243,243,243 255,255,255 248,248,248 255,255,255 254,254,254 253,253,253 254,254,254 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 245,245,245 243,243,243 250,250,250 246,246,246 255,255,255 254,254,254 255,255,255 244,244,244 244,244,244 249,249,249 252,252,252 255,255,255 254,254,254 251,251,251 247,247,247 252,252,252 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,252 255,250,253 255,252,253 255,254,255 248,255,255 236,255,254 227,255,253 221,255,252 218,255,249 221,255,247 225,255,243 234,255,240 243,255,239 252,255,236 255,255,236 255,255,237 250,255,246 248,255,248 247,254,251 246,254,254 244,252,255 243,252,255 243,250,255 243,249,255 242,246,255 244,245,255 251,247,255 255,248,255 255,249,255 255,249,255 255,249,255 255,250,255 244,252,252 247,252,253 248,251,255 253,251,255 255,249,255 255,247,255 255,246,255 255,245,255 255,246,255 255,249,255 255,253,255 255,255,254 255,255,247 250,255,244 248,255,242 249,255,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 252,252,252 255,255,255 255,255,255 252,252,252 251,251,251 254,254,254 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 251,251,251 255,255,255 253,253,253 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 243,243,243 250,250,250 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 251,251,251 254,254,254 254,254,254
246,246,246 250,250,250 255,255,255 255,255,255 245,245,245 243,243,243 255,255,255 255,255,255 254,254,254 239,239,239 244,244,244 248,248,248 255,255,255 255,255,255 247,247,247 249,249,249 237,237,237 247,247,247 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 251,251,251 235,235,235 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 246,246,246 246,246,246 255,255,255 255,255,255 255,255,255 248,248,248 250,250,250 252,252,252 255,255,255 255,255,255 254,254,254 250,250,250 247,247,247 245,245,245 253,253,253 255,255,255 253,253,253 249,249,249 248,248,248 251,251,251 251,251,251 248,248,248 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,252,252 255,253,253 255,254,253 255,255,255 250,255,255 245,255,255 242,255,255 239,254,255 240,255,255 243,255,255 246,254,253 251,254,252 255,254,250 255,253,249 255,254,250 255,253,250 254,255,242 252,255,244 252,255,245 249,255,249 248,254,253 247,254,255 247,253,255 247,252,255 244,249,255 247,249,255 251,250,255 254,252,255 255,252,255 255,253,254 255,253,253 255,252,250 255,252,253 255,251,254 255,250,255 255,249,255 255,248,255 255,247,255 255,247,255 255,247,255 255,249,255 255,250,255 255,252,255 255,255,254 255,255,251 253,255,248 251,255,245 249,255,244 248,248,248 244,244,244 244,244,244 249,249,249 254,254,254 253,253,253 253,253,253 255,255,255 249,249,249 252,252,252 253,253,253 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 253,253,253 247,247,247 253,253,253 248,248,248 244,244,244 246,246,246 249,249,249 249,249,249 242,242,242 235,235,235 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254
127,127,127 136,136,136 165,165,165 188,188,188 192,192,192 203,203,203 232,232,232 253,253,253 255,255,255 250,250,250 255,255,255 253,253,253 246,246,246 246,246,246 242,242,242 255,255,255 236,236,236 249,249,249 255,255,255 255,255,255 247,247,247 242,242,242 243,243,243 245,245,245 243,243,243 251,251,251 252,252,252 255,255,255 251,251,251 254,254,254 244,244,244 244,244,244 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 251,251,251 247,247,247 248,248,248 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 252,252,252 248,248,248 248,248,248 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 242,255,250 243,255,253 247,255,253 250,255,255 253,254,255 255,252,255 255,250,255 255,248,255 255,246,255 255,244,255 255,244,255 255,243,255 255,243,255 255,244,255 255,244,255 255,245,255 255,255,239 255,255,241 255,255,242 255,255,245 253,255,247 250,255,250 250,255,251 249,255,253 246,253,250 247,254,251 249,254,252 250,255,251 252,255,250 254,255,248 253,255,246 255,255,246 255,253,254 255,253,255 255,251,255 255,249,255 255,248,255 255,248,255 255,249,255 255,250,255 255,249,255 255,248,255 255,248,251 255,252,251 255,255,252 253,255,249 251,255,248 248,255,245 245,245,245 238,238,238 237,237,237 245,245,245 253,253,253 255,255,255 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 252,252,252 252,252,252 249,249,249 252,252,252 254,254,254 253,253,253 251,251,251 250,250,250 251,251,251 247,247,247 242,242,242 254,254,254 249,249,249 245,245,245 246,246,246 249,249,249 250,250,250 245,245,245 240,240,240 251,251,251 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 250,250,250 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
12,12,12 0,0,0 0,0,0 11,11,11 6,6,6 0,0,0 3,3,3 6,6,6 3,3,3 14,14,14 47,47,47 66,66,66 89,89,89 125,125,125 153,153,153 185,185,185 189,189,189 211,211,211 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 244,244,244 246,246,246 251,251,251 255,255,255 255,255,255 250,250,250 253,253,253 255,255,255 251,251,251 251,251,251 235,235,235 245,245,245 252,252,252 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 245,245,245 247,247,247 247,247,247 245,245,245 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 228,255,252 231,255,254 238,255,254 246,255,255 255,254,255 255,249,255 255,248,255 255,245,255 255,242,255 255,240,255 255,240,255 255,240,255 255,241,255 252,242,255 247,244,255 247,245,255 255,255,244 255,255,244 254,255,245 255,255,246 253,255,247 252,255,248 250,255,248 249,255,250 245,255,248 243,255,248 244,255,249 243,255,248 243,255,248 242,255,248 241,255,247 240,255,246 255,255,252 255,255,254 255,253,253 253,251,251 253,250,252 255,251,255 255,253,255 255,253,255 254,250,255 250,246,251 247,244,246 247,247,247 253,254,252 255,255,251 252,255,248 248,253,244 252,252,252 245,245,245 244,244,244 249,249,249 254,254,254 254,254,254 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 251,251,251 252,252,252 251,251,251 246,246,246 249,249,249 250,250,250 251,251,251 252,252,252 253,253,253 253,253,253 250,250,250 247,247,247 255,255,255 251,251,251 248,248,248 249,249,249 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 241,241,241 246,246,246 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
174,174,174 145,145,145 130,130,130 126,126,126 107,107,107 83,83,83 68,68,68 58,58,58 35,35,35 17,17,17 13,13,13 4,4,4 9,9,9 17,17,17 1,1,1 0,0,0 1,1,1 0,0,0 4,4,4 17,17,17 41,41,41 70,70,70 99,99,99 117,117,117 134,134,134 152,152,152 182,182,182 209,209,209 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 245,245,245 255,255,255 253,253,253 255,255,255 244,244,244 238,238,238 255,255,255 254,254,254 251,251,251 249,249,249 248,248,248 247,247,247 245,245,245 244,244,244 250,250,250 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 228,255,255 231,255,255 238,255,255 246,255,255 253,253,255 255,251,255 255,249,255 255,247,255 255,249,255 255,249,255 255,250,255 253,251,255 244,252,255 237,253,255 230,255,255 228,254,255 252,251,253 252,251,253 252,251,253 253,253,253 251,253,253 252,255,253 250,255,251 249,255,251 243,255,249 242,255,250 240,255,251 238,255,253 235,255,253 232,255,253 229,255,252 229,255,252 234,255,252 232,255,250 230,255,250 231,254,249 231,254,250 233,254,252 237,255,255 241,255,255 242,254,255 239,248,251 240,245,246 243,248,247 252,252,252 255,255,254 255,255,251 255,251,248 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 252,252,252 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 255,255,255 249,249,249 246,246,246 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 249,249,249 249,249,249 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 254,254,254 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 253,253,253 255,255,255 243,243,243 236,236,236 243,243,243 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
255,255,255 251,251,251 255,255,255 255,255,255 251,251,251 246,246,246 249,249,249 250,250,250 255,255,255 245,245,245 236,236,236 210,210,210 191,191,191 175,175,175 140,140,140 125,125,125 102,102,102 75,75,75 40,40,40 16,16,16 4,4,4 0,0,0 0,0,0 3,3,3 1,1,1 5,5,5 9,9,9 0,0,0 0,0,0 14,14,14 49,49,49 64,64,64 101,101,101 126,126,126 145,145,145 199,199,199 214,214,214 253,253,253 251,251,251 255,255,255 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 247,247,247 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 241,252,255 242,254,255 245,253,255 248,254,255 251,254,255 252,254,255 254,254,254 253,254,252 251,255,252 247,255,250 242,255,250 235,255,249 228,255,249 224,255,250 220,255,250 220,255,251 250,247,255 252,247,255 252,248,255 253,249,255 253,251,255 254,253,255 254,254,254 252,254,254 249,254,252 246,255,252 243,255,254 240,255,255 236,255,255 234,255,255 229,254,255 228,253,255 218,255,250 217,255,249 216,255,248 215,255,249 216,255,249 219,255,251 224,255,252 228,255,254 234,255,255 236,254,253 238,250,250 245,250,251 254,253,255 255,254,255 255,254,255 255,253,255 251,251,251 251,251,251 253,253,253 255,255,255 254,254,254 251,251,251 253,253,253 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 239,239,239 238,238,238 243,243,243 251,251,251 255,255,255 252,252,252 247,247,247 249,249,249 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 249,249,249 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 255,255,255 242,242,242 235,235,235 244,244,244 254,254,254 255,255,255 254,254,254 255,255,255 254,254,254 254,254,254
251,251,251 249,249,249 255,255,255 255,255,255 249,249,249 250,250,250 255,255,255 255,255,255 237,237,237 246,246,246 255,255,255 255,255,255 251,251,251 255,255,255 249,249,249 255,255,255 236,236,236 235,235,235 241,241,241 252,252,252 250,250,250 229,229,229 201,201,201 183,183,183 135,135,135 131,131,131 122,122,122 74,74,74 50,50,50 18,18,18 12,12,12 0,0,0 7,7,7 17,17,17 0,0,0 13,13,13 0,0,0 18,18,18 25,25,25 52,52,52 81,81,81 101,101,101 132,132,132 164,164,164 193,193,193 220,220,220 244,244,244 255,255,255 250,250,250 253,253,253 253,253,253 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,248,255 254,250,255 254,250,255 253,253,255 250,255,255 247,255,251 245,255,247 241,255,243 237,255,238 234,255,235 233,255,232 231,255,231 231,255,229 231,255,229 231,255,230 232,255,231 254,245,255 254,246,255 255,246,255 255,248,255 255,250,255 255,253,254 255,253,253 255,255,250 255,254,249 255,255,250 255,255,251 252,255,253 249,254,255 246,253,255 241,252,255 240,250,255 230,255,252 228,255,252 228,255,252 228,255,252 228,255,252 228,255,252 228,255,253 230,255,253 236,255,255 239,255,255 242,254,254 247,252,253 251,253,254 255,252,255 255,253,255 255,252,255 253,253,253 250,250,250 250,250,250 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 244,244,244 232,232,232 236,236,236 242,242,242 252,252,252 254,254,254 244,244,244 234,234,234 237,237,237 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 249,249,249 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 243,243,243 238,238,238 248,248,248 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 253,253,253
255,255,255 251,251,251 253,253,253 253,253,253 250,250,250 255,255,255 255,255,255 247,247,247 247,247,247 244,244,244 251,251,251 242,242,242 245,245,245 255,255,255 252,252,252 254,254,254 241,241,241 234,234,234 235,235,235 246,246,246 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 241,241,241 255,255,255 254,254,254 251,251,251 226,226,226 181,181,181 174,174,174 132,132,132 126,126,126 72,72,72 62,62,62 14,14,14 4,4,4 0,0,0 2,2,2 5,5,5 2,2,2 0,0,0 0,0,0 10,10,10 20,20,20 69,69,69 85,85,85 108,108,108 137,137,137 174,174,174 213,213,213 241,241,241 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 253,253,253 255,246,255 255,248,255 255,250,255 255,254,255 251,255,254 247,255,248 243,255,244 241,255,239 240,255,235 240,255,231 244,255,230 246,255,228 252,255,228 255,255,229 255,255,229 255,255,230 254,247,255 255,248,255 255,249,255 255,251,254 255,252,252 255,254,248 255,255,246 255,255,244 255,255,243 255,255,243 255,255,244 255,255,247 255,255,248 255,253,250 255,251,250 255,251,250 255,251,254 255,252,255 255,252,255 255,254,255 255,255,255 252,254,254 249,255,253 246,255,252 248,255,254 248,255,255 247,255,254 246,251,252 246,249,253 248,249,253 253,251,255 255,253,255 255,255,255 252,252,252 248,248,248 252,252,252 255,255,255 255,255,255 252,252,252 250,250,250 232,232,232 238,238,238 244,244,244 251,251,251 255,255,255 255,255,255 253,253,253 242,242,242 243,243,243 251,251,251 255,255,255 255,255,255 245,245,245 231,231,231 233,233,233 245,245,245 252,252,252 252,252,252 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 248,248,248 248,248,248 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,244,244 241,241,241 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 252,252,252 252,252,252
246,246,246 255,255,255 252,252,252 253,253,253 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 242,242,242 248,248,248 234,234,234 240,240,240 249,249,249 234,234,234 255,255,255 248,248,248 225,225,225 241,241,241 255,255,255 242,242,242 239,239,239 255,255,255 255,255,255 242,242,242 255,255,255 234,234,234 219,219,219 255,255,255 250,250,250 255,255,255 250,250,250 251,251,251 221,221,221 235,235,235 250,250,250 251,251,251 252,252,252 255,255,255 253,253,253 211,211,211 191,191,191 163,163,163 127,127,127 103,103,103 73,73,73 57,57,57 0,0,0 9,9,9 0,0,0 4,4,4 6,6,6 0,0,0 0,0,0 8,8,8 15,15,15 63,63,63 94,94,94 140,140,140 143,143,143 187,187,187 228,228,228 255,255,255 251,251,251 255,244,255 251,241,253 253,246,253 255,254,255 246,247,243 239,244,235 253,255,245 251,255,242 252,255,241 246,250,231 255,255,242 255,254,239 255,255,245 255,243,234 255,251,244 255,253,248 233,245,251 239,251,255 243,255,255 244,252,251 248,255,250 253,255,249 255,255,247 254,254,240 253,253,237 255,255,244 255,255,245 255,251,240 248,243,234 250,244,237 255,249,244 255,250,247 255,238,255 255,230,247 255,245,255 255,236,247 255,236,245 255,251,255 255,250,252 254,244,244 255,254,253 255,255,254 251,253,253 242,246,247 241,246,249 247,251,255 249,253,255 245,251,255 255,255,255 244,244,244 231,231,231 232,232,232 241,241,241 250,250,250 253,253,253 254,254,254 228,228,228 237,237,237 250,250,250 255,255,255 250,250,250 245,245,245 250,250,250 255,255,255 247,247,247 253,253,253 255,255,255 255,255,255 244,244,244 235,235,235 242,242,242 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 251,251,251 251,251,251 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 250,250,250
255,255,255 245,245,245 253,253,253 255,255,255 255,255,255 253,253,253 230,230,230 250,250,250 254,254,254 250,250,250 242,242,242 255,255,255 238,238,238 254,254,254 255,255,255 234,234,234 233,233,233 235,235,235 247,247,247 246,246,246 236,236,236 249,249,249 255,255,255 247,247,247 252,252,252 235,235,235 253,253,253 255,255,255 249,249,249 254,254,254 255,255,255 248,248,248 246,246,246 227,227,227 237,237,237 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 237,237,237 196,196,196 56,56,56 79,79,79 120,120,120 121,121,121 140,140,140 175,175,175 197,197,197 195,195,195 111,111,111 136,136,136 95,95,95 39,39,39 11,11,11 5,5,5 0,0,0 3,3,3 0,0,0 3,3,3 0,0,0 12,12,12 29,29,29 52,53,57 120,122,123 131,131,131 159,157,156 206,203,199 255,255,251 239,235,230 246,241,238 255,254,253 255,253,255 252,251,255 232,234,252 235,239,255 237,243,255 237,246,255 230,239,255 203,252,255 206,255,255 204,255,255 199,248,255 200,248,254 208,253,255 214,255,255 217,255,255 212,249,247 222,254,253 224,254,255 225,250,252 227,249,254 233,252,255 236,254,255 236,252,255 255,243,255 255,233,255 255,241,255 255,242,255 251,234,245 255,252,255 255,247,250 255,252,252 255,255,254 252,250,249 252,253,251 253,255,255 251,255,255 250,255,255 248,254,255 248,254,255 244,244,244 236,236,236 230,230,230 235,235,235 247,247,247 255,255,255 250,250,250 241,241,241 247,247,247 244,244,244 246,246,246 255,255,255 255,255,255 255,255,255 246,246,246 242,242,242 255,255,255 252,252,252 247,247,247 246,246,246 246,246,246 247,247,247 252,252,252 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 252,252,252 254,254,254 252,252,252 248,248,248 246,246,246 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
