50 170
252,252,252 250,250,250 252,252,252 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 246,255,247 246,255,247 246,255,247 246,255,249 246,255,249 248,255,251 248,255,252 248,255,252 248,255,254 248,255,255 244,251,254 239,245,250 241,247,254 247,252,255 246,251,255 240,244,255 200,255,255 206,255,255 213,255,255 223,255,255 231,255,255 238,249,255 245,247,255 254,248,255 255,249,255 255,249,255 254,249,255 248,247,255 247,253,255 243,255,255 239,255,255 232,251,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 255,255,255 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 252,251,255 255,254,255 255,253,255 254,251,253 253,250,252 255,255,255 255,254,253 253,252,248 255,255,248 255,255,246 255,255,241 254,255,239 255,255,237 255,255,237 255,255,235 255,255,235 240,249,246 247,255,253 250,255,254 245,252,249 244,250,249 249,255,254 249,253,254 241,244,248 246,245,254 249,248,255 250,247,255 250,244,255 246,240,255 245,237,255 248,240,255 252,243,255 248,255,249 248,255,249 248,255,250 249,255,250 249,254,252 251,254,252 253,253,253 255,253,253 255,254,255 255,251,253 255,250,252 255,250,253 255,252,255 255,251,253 255,247,249 255,243,245 227,250,255 239,250,255 255,248,255 255,246,255 255,244,252 255,245,248 255,246,243 255,248,239 255,248,234 255,255,238 248,255,244 237,255,245 227,255,245 226,255,245 227,255,249 231,255,251 255,253,242 255,251,245 255,253,252 235,255,255 203,250,255 173,243,255 152,242,255 146,246,255 119,220,255 89,185,221 119,197,233 184,241,255 218,251,255 231,244,255 249,245,255 255,245,255 232,255,247 233,255,244 237,255,237 239,255,230 243,255,228 245,255,230 246,255,240 244,252,251 243,248,255 242,244,255 246,244,255 250,243,255 255,246,255 255,248,255 255,249,251 255,249,243 242,242,255 242,247,255 246,255,244 249,255,239 250,255,239 247,253,242 244,243,253 245,236,255 254,245,255 254,250,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 253,253,253 253,253,253 251,251,251 248,248,248 247,247,247 248,248,248 249,249,249 248,255,255 248,255,255 248,255,255 247,255,255 247,255,255 247,255,255 247,255,255 247,255,255 245,252,255 244,251,254 239,245,250 234,240,247 237,243,250 244,249,255 246,250,255 242,246,255 224,255,254 225,253,253 229,253,253 235,253,254 241,253,255 246,251,254 250,249,253 254,249,251 255,252,254 255,253,255 253,252,254 247,251,252 245,253,253 241,253,253 232,248,247 221,239,238 239,239,239 247,247,247 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 252,251,253 252,249,251 252,249,251 254,251,253 255,255,255 255,255,255 255,255,254 255,255,254 255,253,249 255,253,248 255,254,246 255,255,245 255,255,244 255,255,245 255,255,243 255,255,242 247,255,248 248,255,249 247,255,248 245,253,246 250,255,250 251,255,252 251,255,252 251,255,254 249,251,251 252,254,255 252,253,255 247,245,251 237,234,243 234,230,241 241,237,249 249,245,255 250,255,251 250,255,253 250,255,253 250,255,253 252,254,254 252,254,254 254,253,255 255,253,255 255,252,254 255,251,254 255,251,254 255,250,254 255,251,253 255,245,248 255,238,241 252,233,236 250,249,255 252,250,255 253,252,255 255,252,254 255,252,253 255,252,251 255,253,249 253,253,247 255,255,249 251,254,245 246,249,240 246,248,242 252,252,246 255,255,251 255,255,252 255,254,251 255,248,253 238,238,244 224,238,250 218,251,255 204,254,255 166,234,255 112,193,226 74,163,197 87,174,208 96,176,207 146,210,235 196,241,255 216,242,255 237,242,251 255,252,255 255,253,254 239,255,242 243,255,241 245,255,239 249,255,236 251,255,235 251,255,236 251,255,240 249,255,246 247,255,253 248,254,255 248,254,255 250,254,255 253,255,255 255,255,251 255,254,245 255,255,242 246,247,255 247,250,255 246,255,244 248,255,237 248,255,237 250,255,246 251,250,255 254,246,255 253,245,255 253,249,255
255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 253,253,253 253,253,253 252,252,252 249,249,249 245,245,245 243,243,243 243,243,243 244,244,244 251,253,255 251,254,255 251,254,255 251,254,255 250,253,255 250,253,255 250,254,255 250,254,255 251,255,255 249,253,254 244,248,249 240,244,245 242,246,247 249,253,254 251,255,255 251,254,255 255,255,251 255,255,250 255,253,248 255,252,247 255,254,249 255,255,250 255,255,251 255,255,250 255,253,248 255,255,250 254,255,250 250,254,248 248,255,248 246,254,247 238,246,239 226,237,229 232,232,232 243,243,243 253,253,253 254,254,254 253,253,253 253,253,253 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 253,251,250 243,241,240 241,239,238 249,247,246 255,253,253 252,250,250 250,248,248 252,250,250 253,251,251 255,251,252 255,253,252 255,255,254 255,255,252 255,255,252 255,255,252 255,255,251 251,255,248 251,255,248 247,255,243 251,255,247 251,255,247 250,255,244 244,251,238 241,248,235 247,253,242 251,255,246 253,255,246 245,248,239 234,237,228 232,234,228 242,244,238 252,254,248 252,254,255 252,254,255 252,254,255 252,254,255 252,254,255 252,253,255 252,253,255 254,253,255 254,253,255 255,252,255 255,253,255 255,253,255 255,252,254 251,244,247 242,235,238 236,229,232 255,251,248 255,252,249 246,255,250 231,255,253 217,255,253 210,255,254 210,255,254 218,255,254 221,245,245 243,248,251 255,252,255 255,250,255 255,248,255 255,243,252 255,241,250 255,241,250 210,240,255 209,241,255 197,237,255 170,217,249 132,188,223 107,169,205 109,175,210 125,189,223 143,203,232 174,224,246 215,254,255 232,255,255 242,251,248 255,255,244 255,255,241 255,255,234 241,253,233 243,253,236 247,252,237 250,251,241 254,251,243 255,252,244 255,253,243 253,255,243 255,255,244 251,255,242 250,255,241 249,255,240 250,255,240 254,255,241 255,255,244 255,255,244 244,244,255 245,249,254 246,254,243 246,255,236 249,255,237 251,255,247 254,251,255 254,247,255 252,246,255 252,250,255
252,252,252 248,248,248 248,248,248 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 247,247,247 247,247,247 248,248,248 251,253,254 251,253,254 252,254,255 253,255,255 253,255,254 253,255,252 253,255,251 253,255,249 253,255,248 253,255,248 250,255,244 247,254,239 248,255,240 250,255,242 252,255,243 253,255,244 255,252,244 255,255,247 255,255,246 255,251,241 255,249,240 255,254,244 255,255,248 255,255,248 251,255,244 253,255,246 255,255,246 255,255,246 255,255,248 255,255,248 255,252,243 252,243,234 239,239,239 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 246,246,246 247,247,247 251,251,251 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,251 242,242,236 237,236,232 249,248,244 255,253,252 247,245,245 242,240,240 246,243,245 255,252,255 255,252,255 255,252,255 255,249,255 255,247,255 255,247,255 255,249,255 255,250,255 255,255,247 247,251,239 246,250,238 255,255,247 255,255,245 246,251,236 233,239,222 228,234,217 247,253,234 250,255,237 250,255,237 246,252,233 242,248,229 243,249,230 250,255,236 255,255,241 255,251,255 253,251,255 253,251,255 253,251,255 253,251,255 251,251,255 251,251,255 251,251,255 251,254,255 251,254,255 251,254,255 251,254,255 250,253,255 245,248,252 239,242,246 235,238,242 254,254,248 245,255,248 234,255,249 220,255,251 210,255,251 206,255,253 211,255,254 221,255,254 239,255,255 251,250,255 255,242,255 255,237,255 255,237,255 252,239,255 247,244,255 246,246,255 172,237,255 144,207,251 111,174,218 102,161,206 115,170,213 140,191,231 170,214,251 193,231,255 217,248,255 232,254,255 243,255,255 250,255,246 254,253,233 255,255,231 255,255,223 255,245,207 241,236,237 243,236,241 248,236,248 254,235,254 255,236,255 255,239,255 255,243,255 255,248,250 255,255,248 255,255,240 250,255,235 247,255,236 247,255,240 248,255,246 250,255,254 251,254,255 242,242,255 246,249,253 249,255,247 249,255,240 252,255,243 253,255,251 252,249,255 249,243,255 252,247,255 254,251,253
251,251,251 247,247,247 246,246,246 251,251,251 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,254,250 255,255,251 255,255,252 255,255,251 255,255,249 255,255,247 254,255,244 254,255,241 253,255,238 253,255,237 253,255,236 253,255,234 250,255,230 246,254,224 244,252,221 244,252,221 255,240,233 255,249,242 255,252,244 252,245,236 240,239,229 238,243,234 245,253,243 249,255,248 248,255,247 251,255,247 255,254,246 255,251,247 255,253,250 255,253,251 255,252,250 255,245,244 247,247,247 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 240,240,240 244,244,244 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,249 247,248,239 242,242,236 254,253,249 255,255,252 252,250,249 248,245,247 251,247,252 255,253,255 255,252,255 255,249,255 251,244,255 248,241,255 248,240,255 252,243,255 255,247,255 246,246,240 237,237,231 237,238,229 250,251,242 255,255,249 253,254,244 247,249,237 244,249,234 253,255,243 251,255,240 250,255,237 250,255,236 251,255,237 251,255,236 248,255,233 246,254,231 253,248,255 253,248,255 253,248,255 253,248,255 251,248,255 249,248,255 249,249,255 247,250,255 247,251,255 248,252,255 247,253,255 245,254,255 244,253,255 242,254,255 242,254,255 242,254,255 225,255,253 227,255,252 230,255,252 235,255,251 238,255,250 244,255,249 249,255,249 252,253,249 255,254,255 248,247,255 237,242,255 229,246,255 219,248,255 197,240,255 165,219,254 139,201,239 100,185,231 87,167,214 90,162,209 127,188,232 177,226,255 210,246,255 222,243,255 222,234,255 245,248,255 248,246,252 249,242,239 254,246,233 255,255,234 255,255,232 255,255,224 255,255,222 252,231,255 255,232,255 255,233,255 255,233,255 255,236,255 255,237,255 255,240,255 255,245,255 255,250,255 255,251,251 252,251,247 246,249,247 244,247,251 243,246,255 243,246,255 245,246,255 252,251,255 253,255,255 253,255,249 248,255,242 247,253,242 251,254,252 255,252,255 252,247,255 254,250,255 255,254,253
255,255,255 252,252,252 249,249,249 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,254,255 255,254,255 255,254,255 255,254,255 255,253,252 254,250,249 252,249,245 250,248,240 255,255,245 255,255,243 255,255,243 255,255,240 252,254,234 244,247,225 240,243,221 240,244,219 246,238,238 254,249,248 254,252,251 241,244,242 231,238,235 233,244,241 239,252,250 242,255,253 246,255,255 249,255,254 251,251,251 255,247,250 255,248,252 255,249,255 255,245,252 255,238,245 246,246,246 250,250,250 252,252,252 251,251,251 251,251,251 251,251,251 247,247,247 240,240,240 247,247,247 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,249 248,249,240 245,245,239 254,254,248 255,255,252 255,255,254 254,252,252 255,253,255 255,253,255 255,252,255 255,248,255 250,243,255 246,238,255 244,238,255 249,242,255 254,247,255 255,251,253 247,242,244 242,237,239 246,241,243 253,248,249 255,252,253 255,255,254 255,255,254 255,255,252 255,255,251 252,255,246 253,255,246 254,255,247 247,254,241 237,244,231 227,234,219 253,248,255 253,248,255 253,248,255 253,248,255 251,249,255 251,249,255 249,249,255 247,250,254 243,246,250 243,248,251 243,250,253 242,251,254 240,252,254 241,254,255 243,255,255 243,255,255 222,254,255 230,255,255 244,253,255 255,252,253 255,249,251 255,248,249 255,248,247 255,248,249 239,243,244 226,252,255 207,255,255 174,246,255 133,220,246 97,194,227 76,177,216 66,170,213 94,176,211 125,202,235 169,233,255 202,251,255 215,249,255 222,239,255 238,241,255 255,249,255 255,240,251 255,246,250 255,248,246 255,255,246 255,255,245 245,251,234 235,247,227 247,255,240 255,236,255 255,237,255 255,240,255 255,243,255 255,244,255 255,244,255 255,245,255 255,244,255 255,246,255 255,245,255 253,242,255 249,241,255 243,241,255 242,243,255 240,244,255 241,247,255 253,255,255 253,255,254 245,249,243 232,236,230 231,235,230 242,243,247 251,250,255 253,249,255 254,253,255 254,255,248
255,255,255 251,251,251 248,248,248 253,253,253 255,255,255 255,255,255 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 255,244,255 255,245,255 255,247,255 255,247,255 255,247,255 255,245,255 253,243,255 252,242,255 255,249,255 255,248,255 255,249,255 255,251,255 252,245,248 242,236,237 239,233,234 242,236,237 248,244,250 253,251,255 250,250,255 240,244,249 238,244,249 242,252,255 243,255,255 240,252,255 243,253,255 245,252,255 247,249,255 248,247,255 255,247,255 255,248,255 255,241,254 251,234,247 243,243,243 251,251,251 255,255,255 249,249,249 242,242,242 241,241,241 244,244,244 246,246,246 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,251,247 250,249,245 250,249,245 252,251,247 255,254,250 255,255,254 255,254,253 255,253,253 248,247,249 252,251,255 254,251,255 252,248,255 248,244,255 247,242,255 251,245,255 255,249,255 255,251,255 255,251,255 255,246,255 248,238,250 247,239,250 251,243,254 252,244,255 248,242,253 255,251,255 255,250,255 252,250,255 253,251,255 253,252,255 246,248,249 236,238,239 228,230,231 251,251,255 253,251,255 253,251,255 253,252,255 253,252,255 253,252,254 253,253,253 251,253,253 242,244,244 243,248,247 247,252,251 247,253,252 244,252,251 243,253,253 245,255,255 244,255,255 255,251,255 255,250,255 255,248,255 255,245,255 255,244,255 255,242,255 253,243,255 229,245,255 203,248,255 171,245,255 131,227,240 89,195,212 59,171,191 67,173,197 100,200,228 130,226,255 186,247,255 194,249,255 210,255,255 223,255,255 234,251,255 242,244,252 255,245,251 255,251,255 255,242,245 255,251,254 255,247,251 249,246,248 241,247,252 216,232,238 195,222,226 203,233,238 250,238,255 251,242,255 253,248,255 254,255,246 255,255,238 255,255,234 255,255,233 255,252,237 255,249,247 255,245,255 255,242,255 252,241,255 247,244,255 243,249,254 241,254,252 241,255,250 251,252,248 252,253,249 244,245,243 229,231,231 229,229,235 241,240,250 250,248,255 249,248,255 251,253,253 253,255,246
251,251,251 245,245,245 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 246,237,250 248,239,252 252,242,255 255,245,255 255,247,255 255,247,255 255,245,255 255,245,255 254,242,255 251,239,255 250,238,255 250,239,255 244,233,253 234,224,241 233,223,240 239,229,246 254,244,255 255,246,255 251,243,254 246,238,249 250,244,255 255,251,255 251,251,255 241,243,254 243,247,255 244,250,255 242,251,255 241,251,255 241,253,255 239,254,255 231,248,255 222,239,248 244,244,244 255,255,255 255,255,255 251,251,251 236,236,236 233,233,233 242,242,242 250,250,250 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,254 255,254,253 255,255,251 255,255,252 255,255,252 253,254,250 242,243,239 249,250,248 255,255,255 253,255,255 252,253,255 249,249,255 251,251,255 253,252,255 254,245,255 255,251,255 255,251,255 251,241,253 246,237,250 248,238,254 242,232,249 231,223,240 247,238,255 249,240,255 251,245,255 253,247,255 254,248,255 249,246,255 245,242,255 243,240,255 250,255,255 250,255,255 251,255,255 253,255,255 253,255,254 255,255,252 255,255,252 255,255,251 248,248,242 252,252,246 255,255,252 255,255,252 252,255,253 248,253,252 248,253,252 249,254,253 255,250,243 255,249,246 255,247,251 255,245,255 245,244,255 220,242,255 195,242,255 172,243,255 124,214,249 93,194,226 71,176,203 81,180,200 119,207,221 164,237,245 196,254,255 208,255,255 227,255,255 224,254,249 229,251,246 241,253,247 251,254,245 255,251,244 255,250,242 255,251,246 255,250,249 255,253,255 251,243,253 233,236,250 235,249,255 221,245,255 198,228,255 194,230,255 232,237,255 235,244,254 237,254,245 241,255,236 243,255,230 246,255,226 250,255,228 255,255,235 254,254,242 255,248,251 255,246,255 255,246,255 253,251,250 247,255,241 243,255,232 242,255,228 247,250,241 253,254,250 252,251,253 242,241,251 243,240,255 250,248,255 251,250,255 246,248,255 250,253,251 250,255,242
253,253,253 246,246,246 243,243,243 249,249,249 255,255,255 255,255,255 254,254,254 245,245,245 253,253,253 255,255,255 246,246,246 245,245,245 255,255,255 255,255,255 246,246,246 255,255,255 246,248,236 238,240,228 247,248,238 255,255,251 255,255,252 253,251,251 255,252,255 255,251,255 255,250,255 255,249,255 255,251,255 247,241,252 236,230,241 252,246,255 253,247,255 223,217,228 255,242,253 255,248,255 255,250,255 251,234,245 255,250,255 255,242,253 255,251,255 255,251,255 254,247,254 249,252,255 244,255,255 237,255,255 230,255,255 225,255,255 221,255,255 218,255,255 255,255,255 252,252,252 252,252,252 255,255,255 253,253,253 248,248,248 251,251,251 255,255,255 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,251,255 255,251,255 254,251,253 255,254,254 255,255,254 255,255,252 252,254,248 249,252,243 255,255,249 245,250,241 253,255,249 248,253,244 250,255,250 236,242,237 251,255,252 246,251,249 255,254,253 255,253,252 255,253,254 255,254,255 255,252,255 255,250,255 250,243,255 245,237,254 250,241,255 255,249,255 255,249,255 251,245,255 250,244,255 254,248,255 254,248,255 247,244,255 245,255,253 243,254,251 245,255,249 249,255,250 253,255,249 255,255,249 254,255,245 251,250,240 247,245,235 255,255,248 255,255,249 247,244,239 252,249,245 255,253,252 247,245,245 255,255,255 255,255,238 255,241,230 255,255,252 229,254,255 195,249,255 165,243,255 107,200,249 86,186,241 65,160,216 86,171,221 128,197,237 179,233,255 218,255,255 234,255,254 242,255,242 245,255,233 242,248,237 248,252,240 255,255,245 239,239,223 255,255,240 255,255,240 248,240,223 255,255,245 246,238,231 254,249,250 250,253,255 241,248,255 229,244,255 221,241,255 205,230,255 188,215,255 210,224,255 213,231,255 197,223,240 213,245,250 213,248,244 228,255,254 224,250,244 233,249,248 250,253,255 232,225,238 255,249,255 224,214,220 255,255,251 255,255,241 239,254,222 246,255,226 251,255,244 255,255,252 237,236,245 230,225,246 251,246,255 250,246,255 249,247,255 250,253,255 250,255,252 251,255,244
252,252,252 246,246,246 241,241,241 244,244,244 250,250,250 251,251,251 243,243,243 234,234,234 232,232,232 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 245,245,245 252,252,252 239,255,212 239,255,213 247,255,224 247,255,227 238,250,220 243,253,230 253,255,242 253,255,245 243,249,238 247,252,243 248,252,246 238,242,237 233,237,232 247,251,246 253,255,251 244,248,242 255,254,255 255,254,255 255,252,253 249,236,238 253,236,239 255,236,238 255,246,248 255,246,248 255,247,245 255,249,246 252,252,246 243,254,246 237,255,247 231,255,248 226,255,247 224,255,248 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 250,250,250 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,249,255 255,249,255 255,251,255 255,253,255 255,254,253 255,255,250 253,255,247 252,255,244 250,255,244 245,252,237 244,254,238 243,252,239 249,255,245 247,255,245 250,255,248 249,255,248 251,255,240 250,255,239 250,254,242 252,255,245 254,255,250 255,255,254 253,252,254 250,248,254 251,248,255 254,250,255 254,250,255 251,247,255 249,245,255 252,249,255 255,252,255 255,252,255 241,255,249 243,255,250 245,255,248 245,255,245 245,254,241 249,253,241 255,255,243 255,255,245 255,255,247 247,243,232 242,239,231 254,250,245 255,255,254 255,254,255 255,254,255 253,250,252 244,255,247 223,250,240 206,255,253 177,246,255 110,196,220 76,171,210 85,177,226 83,160,216 107,162,219 97,129,182 73,87,129 59,60,86 61,59,65 81,81,69 115,120,93 144,151,118 218,208,201 232,222,215 210,201,191 255,254,241 254,249,234 250,248,230 255,255,242 238,241,225 255,255,248 245,251,246 229,236,239 233,241,254 241,249,255 224,234,255 154,163,200 83,93,133 65,78,152 73,86,164 87,106,187 128,151,237 98,122,210 165,185,255 178,195,255 217,226,255 232,232,255 248,240,255 241,228,252 255,251,255 255,249,250 242,239,234 255,255,248 250,255,245 246,250,238 252,253,251 239,236,252 247,240,255 233,224,255 212,206,247 241,239,255 239,246,255 247,255,250 249,255,243
