50 170
255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,252,255 255,249,255 255,247,251 255,249,250 255,253,251 255,255,251 255,255,248 255,253,246 255,255,251 250,255,251 241,254,252 233,254,255 225,254,255 218,254,255 213,252,255 207,249,255 250,255,253 246,251,249 242,249,246 242,249,246 245,252,249 246,255,252 245,255,253 242,255,252 241,255,254 239,255,255 236,255,255 231,255,253 224,250,250 219,249,250 223,253,254 225,255,255 255,244,255 255,254,240 255,255,212 255,255,203 255,255,219 255,249,246 255,232,255 249,225,255 251,238,255 250,251,249 253,255,245 255,255,246 255,250,249 255,249,246 255,254,242 255,255,238 243,255,246 241,253,247 238,240,250 240,231,255 248,231,255 255,235,255 255,239,255 255,242,255 255,245,246 255,254,237 255,255,231 249,255,227 241,255,225 234,255,231 237,255,245 236,255,251 255,255,237 255,255,241 255,255,249 255,250,255 252,242,255 248,238,255 251,244,255 255,250,255 253,254,255 252,255,250 246,255,240 246,255,237 250,255,243 251,255,247 249,255,249 246,251,249 241,250,255 237,246,255 239,245,255 243,250,255 246,251,255 244,247,255 245,248,255 250,254,255 246,252,255 247,253,255 246,255,255 243,255,255 241,255,255 237,253,255 234,250,255 230,249,254 247,255,241 247,255,241 249,255,243 250,255,244 250,255,245 251,255,247 251,255,249 249,255,250 250,255,254 248,255,255 243,255,254 241,255,253 236,255,252 233,254,251 230,255,251 229,254,250 255,244,255 255,242,255 255,240,255 255,243,255 255,246,255 255,247,255 255,244,255 255,242,251 255,251,255 255,253,253 255,253,251 255,255,248 255,255,246 255,255,245 255,255,244 255,255,244 246,253,255 247,254,255 247,253,255 248,254,255 250,253,255 253,254,255 255,253,254 255,254,247 255,255,243 255,255,240
255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 244,255,246 241,255,242 241,254,240 245,255,239 251,255,242 255,255,244 255,255,242 253,255,240 255,255,245 251,255,248 248,255,251 243,255,253 237,255,254 234,255,255 232,254,255 230,253,255 255,252,255 255,249,254 252,246,251 252,246,251 255,249,254 255,252,254 255,253,255 253,252,254 244,245,249 243,246,250 242,247,250 239,245,250 235,245,252 236,246,253 238,250,255 241,252,255 255,241,255 253,249,255 251,255,222 254,255,206 255,255,217 255,255,242 255,247,255 255,242,255 252,248,255 247,253,248 245,255,242 246,253,246 251,250,252 255,249,255 255,251,251 255,252,245 238,255,233 243,255,239 248,255,246 251,255,254 255,254,255 255,252,255 251,244,251 245,238,241 252,248,247 253,253,247 252,255,246 246,254,247 237,248,245 231,244,246 229,243,249 228,243,252 253,252,231 252,249,234 252,249,241 255,250,253 255,250,255 255,249,255 253,247,255 247,243,254 250,251,255 250,254,249 250,255,245 250,255,244 249,255,244 248,252,246 247,250,248 247,249,249 246,250,255 243,247,252 245,248,252 250,253,255 253,255,255 249,251,252 248,250,250 251,253,253 251,253,253 252,254,254 251,255,255 250,255,255 248,255,255 244,255,253 239,251,251 238,250,250 247,255,246 247,255,246 249,255,247 249,255,249 251,255,250 254,255,251 254,255,253 254,255,253 255,255,255 255,255,255 252,254,254 252,254,254 249,254,253 247,253,252 247,253,252 245,254,251 255,255,238 255,255,237 254,254,238 255,255,241 255,255,246 255,255,248 255,255,248 253,255,249 253,254,250 251,255,250 250,253,251 250,253,251 250,252,252 252,252,252 252,252,252 252,252,252 249,254,255 247,254,255 248,254,255 248,254,255 247,253,255 249,252,255 254,251,253 255,251,248 255,252,244 255,253,241
255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 224,255,245 224,254,241 225,253,240 231,255,242 241,255,246 245,255,246 247,255,244 247,253,242 255,255,246 255,255,249 255,255,251 255,253,252 254,249,250 254,249,251 255,251,255 255,252,255 255,249,255 255,247,255 255,245,254 255,245,254 255,248,255 255,250,255 255,251,255 255,251,255 255,244,248 255,243,247 255,244,247 255,246,249 255,249,252 255,251,255 255,251,255 255,251,255 241,233,255 235,235,255 232,242,229 235,252,208 243,255,212 252,255,232 253,254,250 252,251,255 250,254,255 243,254,251 238,251,243 239,250,247 244,250,255 249,251,255 250,249,255 249,246,255 255,255,248 250,255,242 247,255,236 243,255,232 243,255,231 243,255,235 243,255,241 245,255,248 246,255,255 242,250,255 236,239,255 231,232,255 231,231,255 239,237,255 248,247,255 248,247,255 255,255,245 255,255,245 254,252,244 254,250,249 255,252,254 255,253,255 254,252,255 253,251,255 250,251,255 253,255,255 253,255,254 253,255,254 251,254,252 250,252,252 250,252,253 252,253,255 253,252,248 252,251,247 253,252,248 255,255,251 255,255,251 255,254,246 255,253,245 255,255,247 255,255,247 255,255,248 255,255,249 255,255,249 254,255,248 253,255,247 249,254,245 247,252,243 249,254,253 251,253,253 252,254,255 252,254,255 254,253,255 255,254,255 255,254,255 255,254,255 255,252,255 255,253,254 255,253,254 255,253,253 255,253,253 255,253,253 255,253,251 255,253,251 248,255,229 247,255,228 245,255,229 244,255,231 246,255,238 246,255,242 246,255,247 243,255,250 241,255,251 241,253,255 240,250,255 240,249,255 239,246,255 238,245,255 238,244,255 238,244,255 247,251,252 247,252,253 246,252,255 246,252,255 246,252,255 248,251,255 250,251,255 254,252,252 255,255,252 255,255,251
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 232,243,255 232,241,255 234,241,255 239,245,255 247,249,255 251,250,255 253,246,255 253,243,255 255,245,255 255,248,255 255,249,255 255,247,252 255,242,246 255,241,245 255,245,248 255,251,254 255,253,253 255,252,252 255,251,249 255,251,249 255,251,249 255,253,249 255,254,250 255,254,248 255,254,248 255,253,245 255,251,243 255,252,244 255,255,247 255,255,248 255,253,243 255,250,240 232,230,255 228,232,255 224,238,237 227,247,218 237,255,215 245,255,228 247,255,243 247,250,254 247,251,255 242,249,255 237,249,251 237,250,248 239,252,250 244,254,254 244,253,255 245,251,255 255,237,255 255,240,251 255,248,245 254,255,239 246,255,233 236,255,227 227,254,228 225,249,237 222,240,247 226,237,255 232,234,255 241,237,255 249,240,255 255,242,255 255,242,255 254,240,251 255,254,253 255,255,252 255,255,251 255,255,250 247,250,241 246,248,242 251,252,248 255,255,254 253,252,254 253,251,255 252,249,255 252,248,255 253,249,255 255,252,255 255,252,255 255,253,255 255,255,247 255,255,246 255,255,244 255,255,245 255,255,245 255,255,245 255,255,245 255,255,244 255,255,243 255,255,244 255,255,244 255,255,244 255,255,244 255,255,245 255,254,243 255,254,243 255,248,255 255,248,255 255,248,255 255,249,255 255,250,255 255,250,255 255,252,255 255,253,255 255,252,255 255,252,255 255,253,254 255,253,253 255,253,251 255,254,252 255,255,251 255,254,251 250,255,249 250,255,251 247,255,248 244,254,248 243,251,250 243,251,251 243,249,254 241,249,255 244,250,255 243,249,255 243,247,255 242,246,255 241,244,255 240,242,255 239,241,255 239,241,255 246,248,248 245,250,249 246,249,253 247,251,255 246,252,255 247,253,255 249,252,255 250,253,255 249,250,254 251,250,252
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 255,234,255 255,232,255 255,234,255 255,237,255 255,241,255 255,242,255 255,239,255 255,236,255 255,242,255 255,247,255 255,249,255 255,248,251 255,243,241 255,242,236 255,247,239 255,253,242 250,255,247 250,255,246 250,255,246 251,255,245 250,255,244 250,255,242 253,255,243 254,255,243 255,255,244 255,255,239 254,255,237 255,255,236 255,255,238 255,255,236 255,254,233 251,250,229 235,244,255 236,246,255 238,251,249 243,255,237 248,255,235 252,255,237 253,255,247 252,248,255 246,239,255 248,240,255 247,246,255 245,252,249 242,255,238 243,255,236 244,255,242 246,255,248 255,240,255 255,243,255 255,246,255 255,254,251 252,255,244 240,255,238 236,255,242 236,255,252 236,255,255 238,251,255 240,246,255 249,246,255 255,250,253 255,253,244 255,255,233 255,255,225 240,237,252 245,244,253 251,253,253 253,255,249 252,255,243 250,255,237 248,254,237 247,250,241 252,251,253 245,241,252 239,233,250 240,233,254 248,242,255 254,249,255 255,251,255 252,250,255 255,255,248 255,255,248 255,255,245 255,253,243 255,253,243 255,255,245 255,255,248 255,255,248 255,255,246 255,255,246 255,255,247 255,255,247 255,255,246 255,255,246 255,254,245 255,254,245 255,242,255 255,242,255 255,244,255 255,245,255 255,247,255 255,248,255 255,250,255 253,251,255 251,252,255 251,253,253 252,255,253 252,255,251 254,255,251 254,255,250 255,255,250 255,255,249 252,242,255 252,242,255 252,243,255 250,241,255 249,241,255 248,241,255 248,242,255 249,243,255 254,249,255 254,250,255 253,250,255 252,250,255 251,250,254 250,249,251 249,248,250 249,248,250 252,250,249 251,252,250 250,252,252 249,252,255 248,252,255 246,252,255 243,251,255 243,250,255 246,253,255 246,254,255
254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 248,248,248 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,243,255 255,242,255 255,243,255 255,246,255 255,248,255 255,246,255 250,240,252 241,236,245 250,248,254 250,252,253 252,255,253 251,255,247 247,254,241 248,254,237 249,255,236 252,255,238 236,255,248 237,255,249 238,255,250 237,255,249 236,255,248 235,255,247 237,255,247 239,255,247 242,255,248 240,255,245 240,255,244 243,255,244 244,255,245 246,255,245 245,255,242 246,255,241 245,255,242 247,255,247 250,255,251 253,255,249 253,255,243 255,255,241 255,250,250 255,242,255 255,231,255 255,235,255 255,245,255 255,255,246 252,255,226 247,255,221 248,255,230 250,255,241 255,237,255 255,231,247 253,230,244 251,240,250 244,246,254 232,243,251 224,240,252 224,243,255 217,236,251 221,237,250 230,239,248 242,245,243 255,250,237 255,255,230 255,255,225 255,255,223 250,244,255 243,240,255 237,238,248 239,246,239 249,255,237 253,255,237 251,255,234 245,250,235 255,255,255 247,240,255 239,229,252 241,229,255 251,241,255 255,249,255 255,251,255 251,248,250 255,255,252 255,255,252 253,254,250 248,249,245 248,249,247 252,253,251 254,255,253 254,255,253 253,254,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,252 255,253,250 255,241,255 255,242,255 255,243,255 255,245,255 255,247,255 254,249,255 248,252,255 244,253,255 241,255,254 239,255,253 237,255,252 237,255,250 239,255,250 239,255,250 241,255,249 240,255,248 244,235,255 246,237,255 249,241,255 252,243,255 252,245,255 252,246,255 253,249,255 255,251,252 255,255,251 255,255,247 255,255,244 255,255,240 254,255,238 254,255,235 253,255,234 253,255,233 255,255,252 255,255,252 255,255,254 254,254,254 251,253,254 246,251,254 240,248,255 237,246,255 238,248,255 236,248,255
255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 249,249,249 247,247,247 247,247,247 251,251,251 255,255,255 255,255,255 253,253,253 248,248,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 251,251,251 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,232 255,255,232 255,255,233 255,255,237 254,255,241 244,255,239 228,246,233 215,239,229 224,251,242 224,252,246 225,255,249 225,255,251 228,255,252 227,255,249 227,255,249 228,255,247 232,251,255 235,254,255 236,254,255 235,253,255 232,251,255 230,249,255 231,250,255 233,252,255 235,252,255 236,253,255 238,253,255 237,253,255 238,251,255 239,252,255 243,255,255 243,255,255 250,255,221 253,255,236 254,252,252 251,243,254 245,237,244 247,237,237 255,242,244 255,243,255 255,236,255 255,237,255 255,246,255 255,255,240 255,255,223 255,255,223 251,255,236 246,248,248 249,239,255 239,229,252 235,228,255 238,233,255 229,228,255 202,203,255 173,178,255 160,168,245 146,156,226 166,176,236 196,203,253 222,224,255 237,231,255 241,228,255 239,221,250 236,216,245 226,217,255 228,221,255 230,231,252 236,242,241 242,254,232 248,255,229 252,255,231 252,255,239 255,255,254 253,246,255 248,237,255 249,237,255 255,245,255 255,250,255 254,252,252 248,248,242 247,251,252 250,253,255 250,253,255 245,250,253 243,249,254 246,252,255 245,251,255 241,247,254 246,251,255 248,250,255 249,251,255 250,249,255 253,250,255 255,251,255 255,250,255 255,251,255 255,247,255 255,247,255 255,248,255 255,251,255 249,252,255 242,254,254 240,255,254 235,255,254 232,255,252 232,255,252 232,255,252 233,255,251 233,255,250 235,255,250 236,253,249 238,253,249 231,244,236 238,249,241 243,254,244 248,255,247 248,255,246 248,255,244 250,255,241 252,255,243 251,255,240 253,255,239 253,255,239 251,255,238 251,255,238 250,255,237 250,255,237 250,255,237 255,255,252 255,255,252 255,255,252 255,255,252 255,254,253 250,252,252 246,251,254 239,249,255 218,230,240 216,230,242
255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 251,251,251 254,254,254 252,252,252 246,246,246 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 246,246,246 245,245,245 246,246,246 249,249,249 253,253,253 255,255,255 255,255,226 251,255,225 248,255,228 244,255,232 238,255,237 227,255,235 211,244,230 200,234,227 209,243,242 211,244,247 214,246,252 221,250,255 226,252,255 229,253,255 229,251,255 227,248,255 245,245,255 248,248,255 249,249,255 246,248,255 243,244,255 239,242,255 238,243,255 240,244,255 239,243,255 241,245,255 241,245,255 240,242,255 237,240,255 239,240,255 243,244,255 248,249,255 252,255,226 255,251,246 252,238,255 241,224,255 232,218,252 234,225,238 249,241,241 255,253,255 255,248,255 255,246,255 255,250,249 255,255,237 255,255,235 255,254,249 246,235,255 236,219,255 196,209,255 153,163,250 103,109,216 72,71,205 52,45,202 38,28,202 34,23,203 39,29,205 33,26,191 34,29,182 33,29,172 35,28,167 44,32,174 64,46,193 88,67,220 107,82,240 150,137,213 185,177,238 229,227,255 248,254,255 250,255,244 245,255,226 246,255,224 251,255,237 255,254,250 253,246,255 255,242,255 254,243,255 254,245,255 251,247,252 246,247,238 239,245,228 244,245,249 249,252,255 251,254,255 246,252,255 243,250,255 243,252,255 239,247,255 231,240,253 242,250,255 244,250,255 245,248,255 248,248,255 250,248,255 255,248,255 255,250,255 255,249,255 244,255,252 242,255,252 241,255,252 238,255,251 236,255,251 234,255,251 234,255,251 232,255,251 232,255,249 235,255,250 238,255,249 240,254,250 245,251,250 247,249,250 251,247,252 252,246,251 231,253,229 237,255,234 243,255,240 246,255,241 249,255,241 248,255,239 249,255,240 249,255,241 252,255,245 252,254,248 252,253,251 252,251,253 252,251,255 250,249,255 251,250,255 251,250,255 255,249,250 255,250,250 255,252,249 255,254,250 255,255,249 255,255,251 255,255,254 248,255,255 234,246,252 230,245,254
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 234,234,234 248,248,248 255,255,255 253,253,253 251,251,251 250,250,250 250,250,250 253,253,253 255,255,255 255,255,255 250,250,250 252,252,252 254,254,254 238,238,238 237,237,237 252,252,252 255,255,255 255,255,255 246,255,243 244,255,244 241,255,244 239,254,246 242,255,253 241,255,255 233,251,252 223,239,245 222,235,243 226,236,246 237,243,254 250,252,255 253,250,255 251,244,255 253,243,255 255,247,255 255,249,253 255,252,255 255,252,255 255,251,255 255,248,255 254,244,255 253,244,255 253,246,255 243,238,253 255,250,255 255,250,255 248,241,254 255,251,255 255,250,255 250,241,251 254,245,255 251,249,249 244,234,255 236,218,255 227,209,255 226,215,255 231,232,255 236,245,248 246,254,244 254,255,246 255,255,252 254,251,243 250,248,240 245,244,254 238,227,255 202,178,255 137,104,255 21,44,213 2,19,199 18,27,224 10,9,225 10,0,231 27,10,251 20,0,240 28,6,242 25,6,229 25,10,222 22,10,216 20,10,216 24,14,228 27,16,240 22,7,242 12,0,237 67,50,141 132,119,193 241,235,255 233,236,251 246,255,244 253,255,238 249,255,229 248,253,232 255,255,251 253,245,255 254,243,255 252,243,255 248,242,253 251,252,248 254,255,243 245,254,228 250,245,246 254,252,252 255,254,255 251,254,255 246,250,255 237,245,252 236,245,254 239,248,255 234,242,255 238,244,255 243,247,255 249,249,255 255,250,255 255,249,255 255,248,255 255,247,255 231,255,247 229,255,245 228,255,243 227,255,242 227,255,242 229,255,242 231,255,242 234,255,242 240,255,245 248,255,251 255,255,252 255,251,252 255,245,252 255,245,255 255,245,255 255,242,255 237,242,240 251,255,254 242,245,243 250,251,249 255,255,254 254,249,248 255,253,255 252,238,242 255,251,255 255,242,251 255,249,255 255,248,255 255,237,255 255,236,255 255,244,255 255,235,255 251,245,255 255,252,255 252,244,245 255,254,250 255,255,247 255,254,243 255,254,244 237,241,236 246,254,254 241,253,255
255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 246,246,246 247,247,247 252,252,252 246,246,246 253,253,253 255,255,255 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 247,247,247 246,246,246 255,255,255 255,255,255 255,255,255 245,245,245 243,243,243 246,246,246 246,246,246 253,253,253 255,241,255 255,246,255 255,248,255 255,246,255 255,249,255 255,252,255 255,253,255 255,250,250 255,255,251 255,252,246 255,245,236 255,247,236 255,251,239 255,252,238 255,254,240 255,255,241 255,248,241 255,249,242 255,248,242 255,247,243 255,246,243 254,247,244 254,249,248 255,251,250 247,245,244 255,252,248 241,238,233 235,233,223 237,233,222 255,250,237 255,255,240 255,255,242 246,246,255 165,158,219 68,56,156 100,90,210 150,153,255 188,204,255 209,239,255 213,245,251 219,247,247 199,219,224 215,229,241 223,234,255 187,189,254 120,111,232 58,34,218 39,5,229 0,12,238 0,9,236 0,12,238 0,2,225 8,4,223 27,18,229 32,19,219 42,28,216 82,70,248 70,61,232 48,42,213 27,26,200 16,21,200 14,23,211 9,21,217 4,16,218 53,35,128 120,107,185 233,227,255 237,237,255 246,253,250 253,255,242 247,255,232 255,255,241 255,255,247 254,248,253 255,249,255 250,244,255 237,236,238 239,245,234 247,255,236 244,255,228 255,254,245 255,250,241 251,247,242 252,251,247 253,255,254 250,255,255 246,255,255 244,255,255 244,254,255 246,254,255 250,254,255 253,254,255 254,248,253 253,244,247 255,242,244 255,242,244 226,250,232 231,255,237 237,255,242 241,255,244 243,255,244 246,255,244 250,255,244 253,255,245 255,255,246 255,253,246 255,245,243 255,235,240 255,233,243 255,237,252 255,240,255 255,239,255 242,231,255 251,241,255 246,232,255 248,234,255 255,239,255 255,237,254 255,245,255 255,248,255 255,249,254 255,242,246 255,241,245 255,240,244 255,237,241 255,244,247 255,251,255 255,251,255 237,238,255 246,245,255 239,235,246 254,246,247 255,255,247 255,254,241 255,255,245 253,251,241 249,253,248 242,252,252
