50 170
250,248,255 250,248,255 255,249,255 255,252,255 255,254,251 255,255,246 255,255,239 251,255,238 242,254,234 246,255,247 246,255,255 250,253,255 249,248,255 253,247,252 255,252,252 255,255,251 227,247,255 253,252,255 255,251,255 253,247,248 226,248,246 219,255,249 238,255,244 255,255,236 255,255,235 242,255,240 225,255,243 234,255,239 255,255,238 255,255,240 255,255,244 233,255,247 242,253,255 242,251,255 242,248,253 246,250,255 252,252,255 255,253,255 255,253,255 255,254,255 253,243,243 255,253,251 255,255,251 255,251,243 255,249,239 255,254,241 255,255,244 255,255,242 232,255,238 239,255,241 245,255,244 252,255,244 255,255,246 255,255,249 255,252,248 255,246,243 255,251,250 255,255,255 255,255,255 255,253,253 253,248,249 255,250,251 255,251,253 255,251,253 255,243,255 255,246,255 255,249,255 255,252,255 255,253,252 255,253,252 255,253,251 255,252,252 255,254,255 252,254,254 248,253,251 246,254,247 248,255,242 252,255,238 254,255,230 254,255,227 253,247,255 253,247,255 253,247,255 253,247,255 253,247,255 253,247,255 253,247,255 253,247,255 252,246,255 251,245,255 253,247,255 255,249,255 255,248,255 252,245,255 249,242,255 249,242,255 250,255,246 250,255,246 250,255,247 250,255,248 250,255,250 250,255,251 252,255,253 252,254,254 253,255,255 253,255,255 253,254,255 253,254,255 255,254,255 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 255,255,255 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 252,252,252 249,249,249 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255
250,248,255 253,249,255 255,249,255 255,252,255 255,254,253 255,255,245 255,255,240 252,255,238 243,253,236 244,255,245 246,254,253 247,251,255 248,245,254 251,246,248 255,249,246 255,254,247 231,249,255 255,251,255 255,248,255 252,242,248 225,244,247 220,252,251 240,255,249 255,255,245 255,255,245 244,255,249 228,255,252 238,255,249 255,251,242 255,246,240 253,248,245 233,251,250 247,252,255 241,246,249 237,240,244 240,243,247 249,250,254 255,254,255 254,250,255 249,246,248 251,249,249 255,253,252 250,248,247 237,238,234 236,238,232 244,249,240 252,255,247 252,255,247 244,255,249 246,255,249 245,253,243 242,244,238 245,242,238 252,247,244 255,253,252 255,254,253 251,253,253 245,251,250 239,250,248 241,252,250 247,255,254 250,255,255 253,255,255 252,255,253 225,232,235 231,236,237 240,243,241 250,249,245 255,253,248 255,254,246 255,252,247 252,250,249 253,255,255 249,254,255 245,252,255 246,252,251 248,254,249 255,255,246 255,255,242 255,255,239 253,252,254 253,252,254 253,252,254 253,252,254 253,252,254 253,252,254 253,252,254 253,252,255 253,252,255 253,252,255 252,251,255 250,249,253 250,248,254 252,250,255 253,251,255 253,251,255 250,255,248 250,255,250 250,255,250 252,255,251 252,255,251 252,255,253 252,254,254 252,254,254 253,255,255 253,255,255 253,255,255 253,255,255 255,254,255 255,254,255 255,254,255 255,254,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 255,255,255 254,254,254 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 237,237,237 246,246,246 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
250,248,255 251,250,255 255,250,255 255,252,255 255,254,253 255,255,247 255,255,242 252,255,242 250,255,246 248,255,249 247,253,252 247,250,254 251,250,252 255,250,251 255,253,249 255,255,248 238,251,255 255,251,255 255,245,255 251,240,248 226,242,249 222,248,254 242,253,255 255,253,255 255,252,255 242,251,255 228,252,255 240,251,255 255,241,250 255,232,243 251,237,249 242,249,255 255,253,253 246,244,244 238,237,239 242,241,243 251,250,252 253,255,255 249,250,254 239,242,246 246,251,254 245,250,253 235,242,245 222,232,232 224,234,234 234,246,246 241,253,253 240,252,252 255,255,255 255,255,255 253,248,250 243,236,239 240,233,236 247,240,243 253,250,252 251,255,255 241,251,251 223,240,237 214,235,232 224,247,242 235,255,253 237,255,254 235,255,248 236,254,247 209,236,226 216,242,229 227,250,236 238,255,243 245,255,246 248,255,248 248,255,249 244,253,250 246,255,255 246,254,255 243,250,255 244,249,255 249,252,255 255,253,255 255,253,254 255,253,253 253,255,243 253,255,243 253,255,243 253,255,243 253,255,243 253,255,243 253,255,245 253,255,245 250,254,242 255,255,247 255,255,247 249,253,241 250,254,242 255,255,248 255,255,248 251,255,244 252,254,254 252,254,254 252,254,254 252,254,255 252,254,255 252,254,255 252,254,255 252,254,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 255,255,254 255,255,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 249,249,249 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 248,248,248 253,253,253 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 255,255,255 249,249,249 249,249,249 252,252,252 255,255,255 252,252,252 248,248,248 249,249,249 254,254,254 233,233,233 243,243,243 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254
251,250,255 251,250,255 254,252,255 255,253,255 255,254,253 255,254,249 255,254,246 253,254,245 255,255,249 251,255,249 248,251,249 250,251,249 255,253,252 255,255,252 255,255,249 255,255,248 243,254,255 255,251,255 255,245,253 255,242,250 234,245,253 228,249,255 243,249,255 255,248,255 255,245,255 235,237,255 222,236,254 239,243,255 255,238,255 255,228,254 255,235,255 250,247,255 255,255,252 254,249,246 249,245,244 249,247,246 255,254,254 255,254,255 252,253,255 245,248,253 245,248,253 243,246,254 236,238,248 231,232,242 235,236,246 246,246,255 247,247,255 240,240,252 255,239,252 255,245,255 255,246,255 255,241,252 252,236,247 251,240,250 254,247,254 249,252,255 242,252,252 220,236,235 211,232,229 226,248,243 237,255,252 234,255,249 232,253,244 237,255,247 227,252,238 231,254,239 238,255,244 244,255,247 246,255,247 248,255,248 245,255,248 243,251,250 248,255,255 245,252,255 246,250,255 248,249,255 250,250,255 253,249,255 253,247,255 252,244,255 255,255,240 255,255,240 255,255,240 255,255,240 255,255,240 255,255,240 255,255,240 255,255,242 248,251,235 255,255,244 255,255,244 254,255,241 254,255,241 255,255,244 255,255,242 246,249,233 254,251,255 254,252,255 254,252,255 254,252,255 254,252,255 254,253,255 254,253,255 254,253,255 254,253,255 254,254,254 254,254,254 254,255,253 252,255,251 252,255,251 252,255,250 252,255,250 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 248,248,248 244,244,244 243,243,243 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 242,242,242 247,247,247 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 245,245,245 247,247,247 250,250,250 251,251,251 246,246,246 240,240,240 243,243,243 250,250,250 243,243,243 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,251,255 252,251,255 254,253,255 255,253,255 255,254,253 255,253,252 255,252,251 253,251,250 254,252,251 249,248,244 246,246,240 247,248,239 254,252,244 255,255,249 255,255,249 255,255,248 248,255,246 255,252,245 255,248,247 255,250,250 245,253,252 236,254,255 247,249,255 255,246,255 255,245,255 234,232,251 222,230,247 241,239,255 255,240,255 255,235,255 255,238,255 255,249,255 255,255,251 255,255,251 255,254,251 255,255,251 255,254,253 255,255,255 255,254,255 255,253,255 254,246,255 253,243,255 249,234,248 245,226,243 253,231,250 255,241,255 255,241,255 255,233,255 255,230,252 255,239,255 255,245,255 255,242,255 255,240,255 255,243,255 255,249,255 255,252,255 253,254,255 240,245,244 236,243,240 248,255,250 251,255,252 251,255,249 251,253,247 255,255,249 255,255,250 255,254,249 255,254,249 255,253,248 255,252,247 253,250,246 252,248,247 249,247,247 253,252,255 251,251,255 250,252,255 251,252,255 251,252,255 247,248,255 241,242,252 239,238,248 255,255,247 255,255,247 255,255,247 255,255,247 255,255,247 255,255,249 255,255,249 255,255,249 252,252,246 255,255,250 255,255,249 247,247,241 246,246,240 250,250,244 250,250,244 244,244,238 255,250,255 255,250,255 255,250,255 255,251,255 255,252,255 255,252,255 254,253,255 254,253,255 254,254,254 254,255,253 254,255,251 254,255,251 252,255,250 252,255,250 252,255,248 252,255,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 249,249,249 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 247,247,247 244,244,244 241,241,241 244,244,244 251,251,251 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 249,249,249 243,243,243 245,245,245 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
252,251,255 254,251,255 254,253,255 254,255,253 255,253,252 254,252,252 255,249,254 254,248,253 255,249,252 253,248,247 251,248,240 252,252,240 255,255,242 255,255,248 255,255,251 255,255,254 248,255,232 255,254,234 255,250,240 255,255,244 250,255,244 243,255,244 248,251,249 255,246,255 255,249,255 244,241,250 230,237,240 245,243,249 255,246,255 255,243,255 255,243,255 254,248,253 255,254,249 255,255,251 255,255,251 255,255,252 255,252,251 254,252,252 255,254,255 255,253,255 255,251,255 255,245,255 255,230,246 251,219,238 255,222,244 255,234,255 255,240,255 255,235,255 255,238,255 255,243,255 255,245,255 255,241,255 255,240,253 255,247,255 255,252,255 255,253,255 255,253,255 255,250,251 255,249,249 255,254,252 255,254,252 255,249,248 255,250,247 255,253,251 255,248,255 255,247,255 255,246,255 255,246,254 255,246,253 255,247,251 255,248,250 255,250,251 255,251,250 255,252,251 255,254,253 253,255,254 251,255,254 246,252,251 239,245,244 232,240,240 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,250,255 255,252,255 252,247,255 244,239,248 237,232,241 235,230,239 239,234,243 246,242,248 250,246,252 255,250,255 255,250,255 255,250,255 255,252,255 255,252,255 255,253,255 255,254,254 255,254,253 253,254,252 253,254,250 253,255,249 253,255,249 251,255,247 251,255,247 251,255,247 251,255,247 248,248,248 249,249,249 251,251,251 252,252,252 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 235,235,235 233,233,233 242,242,242 252,252,252 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 248,248,248 254,254,254 253,253,253 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,250,255 255,253,255 255,255,255 252,255,251 253,254,252 252,251,253 253,248,255 255,245,255 255,250,255 255,252,253 255,255,246 255,255,240 255,255,244 255,255,248 251,255,255 249,253,255 248,255,225 250,255,228 253,248,233 254,254,236 250,255,234 244,255,231 249,255,238 255,250,250 255,253,255 254,255,245 245,253,236 250,252,240 255,251,253 255,251,255 255,252,249 252,253,237 255,254,251 255,254,251 255,253,250 255,252,251 254,252,251 253,254,252 251,254,252 254,254,254 255,254,255 255,251,255 252,239,247 246,226,238 255,229,243 255,240,255 255,244,255 255,243,255 255,249,255 255,251,255 254,249,255 245,245,251 242,247,250 244,252,252 247,255,254 249,254,253 254,255,253 255,252,251 255,248,249 255,247,249 255,248,250 255,247,250 255,247,250 255,246,250 255,240,255 255,241,255 255,243,255 255,245,255 255,248,255 255,250,255 255,252,255 255,254,253 255,254,246 255,254,243 255,255,241 254,255,241 253,255,243 248,255,244 244,254,242 239,251,239 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,250,255 247,240,253 240,233,246 241,234,247 241,234,247 239,232,245 245,238,251 255,249,255 255,253,255 255,253,255 255,253,255 255,254,254 255,254,253 255,255,251 255,255,251 255,255,250 253,255,249 253,255,247 253,255,247 253,255,247 253,255,247 251,255,249 251,255,249 251,255,249 248,248,248 248,248,248 248,248,248 249,249,249 250,250,250 252,252,252 253,253,253 254,254,254 251,251,251 254,254,254 255,255,255 253,253,253 248,248,248 247,247,247 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 251,251,251 253,253,253 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 242,242,242 240,240,240 245,245,245 250,250,250 252,252,252 251,251,251 255,255,255 251,251,251 250,250,250 252,252,252 251,251,251 249,249,249 250,250,250 254,254,254 252,252,252 254,254,254 254,254,254 251,251,251 252,252,252 255,255,255 255,255,255 252,252,252 252,252,252 252,252,252
255,250,255 255,253,255 253,255,254 252,255,248 249,255,249 250,252,253 253,246,255 255,243,255 255,246,255 255,251,253 255,255,243 255,255,238 253,255,238 245,253,246 237,246,255 236,243,255 246,255,231 240,250,233 240,241,237 244,248,236 246,255,228 246,255,221 251,255,230 255,253,245 255,253,246 255,255,240 255,255,231 253,255,233 255,254,246 255,255,254 255,255,247 249,255,231 255,252,255 255,250,254 255,248,251 254,249,250 252,255,253 248,255,254 243,255,251 239,255,248 238,255,249 241,255,254 240,255,251 233,246,244 237,247,247 250,255,255 251,254,255 250,251,255 241,255,251 241,255,254 236,255,253 228,255,248 225,255,249 226,255,249 224,255,245 224,249,239 243,255,251 251,255,252 255,253,249 255,248,248 255,249,252 255,251,255 255,250,255 255,244,252 231,237,255 233,240,255 234,244,255 233,248,255 235,251,255 234,252,255 237,253,252 241,254,246 249,255,243 251,255,237 253,255,232 255,255,233 255,255,237 255,255,241 252,255,244 252,255,247 251,250,255 251,250,255 251,250,255 251,250,255 251,250,255 251,251,255 251,251,255 251,251,255 249,249,255 238,239,243 239,240,244 251,252,255 252,253,255 242,243,247 242,243,247 253,255,255 255,255,251 255,255,250 255,255,250 255,255,248 254,255,248 254,255,247 254,255,247 254,255,247 253,255,246 253,255,246 253,255,247 253,255,247 253,255,249 253,254,250 253,254,252 253,254,252 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 254,254,254 249,249,249 254,254,254 255,255,255 253,253,253 246,246,246 244,244,244 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 246,246,246 249,249,249 252,252,252 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 251,251,251 245,245,245 241,241,241 254,254,254 249,249,249 247,247,247 251,251,251 253,253,253 253,253,253 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 250,250,250 250,250,250
255,248,255 255,253,255 252,255,251 245,254,241 242,251,241 245,249,250 252,247,255 255,246,255 255,242,255 255,253,255 255,252,237 255,255,234 253,255,244 232,244,244 227,240,255 225,238,255 238,255,248 228,243,252 230,238,255 238,245,254 245,254,234 255,255,231 255,255,239 250,247,243 255,255,251 249,252,226 250,255,217 250,255,228 245,252,247 242,250,255 244,255,252 245,255,237 255,247,255 255,250,255 247,239,246 251,250,254 250,255,255 234,249,245 231,255,245 229,255,246 226,255,248 224,255,247 219,255,246 218,255,246 216,255,244 216,255,246 218,255,248 220,255,250 235,255,247 219,250,235 221,255,241 219,255,246 207,255,238 211,255,244 218,255,247 207,249,231 225,255,241 236,255,246 244,255,250 250,255,254 247,250,254 245,248,253 247,250,255 248,253,255 212,250,252 212,250,254 213,254,255 212,255,255 211,255,255 211,253,252 220,255,250 234,255,248 231,252,230 251,255,236 240,245,218 255,255,240 255,255,242 255,255,249 255,255,254 244,243,247 251,255,254 251,255,254 250,255,253 244,249,247 243,248,246 248,254,249 250,255,251 249,255,250 248,255,248 244,251,244 246,253,246 251,255,249 244,252,242 230,238,228 226,234,224 233,241,231 245,250,241 253,255,248 253,255,248 251,255,245 247,254,241 250,255,242 250,255,242 246,253,238 223,227,215 244,248,237 248,251,242 246,248,242 254,255,251 255,255,255 254,254,254 253,252,254 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 237,237,237 248,248,248 255,255,255 254,254,254 249,249,249 250,250,250 254,254,254 255,255,255 244,244,244 254,254,254 253,253,253 255,255,255 247,247,247 240,240,240 255,255,255 248,248,248 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 253,253,253 249,249,249 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 253,253,253 253,253,253 251,251,251 255,255,255 254,254,254 252,252,252 253,253,253 254,254,254 253,253,253 249,249,249 244,244,244 255,255,255 255,255,255
255,244,255 253,248,255 253,255,251 250,255,244 243,255,242 233,239,238 237,234,249 254,240,255 255,247,255 255,246,248 242,235,218 239,243,218 242,252,239 237,253,255 213,229,255 204,222,255 217,237,255 212,229,255 213,225,255 231,238,255 250,255,255 255,255,238 252,250,240 250,244,255 247,243,249 255,255,236 249,253,218 246,255,235 234,247,255 222,239,255 209,231,249 221,246,242 246,236,253 254,247,255 241,237,249 246,248,255 248,255,255 242,255,253 239,255,251 229,255,244 224,255,241 222,255,240 222,255,242 219,255,241 214,255,238 209,255,236 206,252,233 204,250,231 246,255,245 241,255,243 236,255,244 227,255,244 209,255,232 208,255,232 212,255,235 206,245,224 217,246,231 230,250,238 241,255,249 244,255,255 240,255,255 232,251,255 227,253,255 227,255,255 215,251,234 216,253,237 216,255,247 218,255,255 215,255,255 211,255,248 217,255,243 229,255,242 238,255,234 255,255,241 255,254,236 255,255,246 249,241,242 255,246,255 247,241,255 251,245,255 238,248,248 244,254,254 246,255,255 246,255,255 246,255,255 245,255,254 240,251,249 234,245,242 246,255,254 245,255,251 245,255,251 246,255,251 244,255,249 232,245,237 228,241,233 234,247,239 250,255,251 245,253,246 239,248,238 245,254,244 250,255,248 251,255,247 251,255,247 251,255,247 229,236,223 234,240,229 250,253,244 255,255,252 254,255,253 244,243,245 238,234,239 254,250,255 254,254,254 253,253,253 251,251,251 252,252,252 253,253,253 254,254,254 253,253,253 252,252,252 230,230,230 240,240,240 249,249,249 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 249,249,249
