50 170
254,255,248 254,255,248 254,255,247 254,255,246 254,255,247 252,255,250 252,254,254 252,251,255 253,250,255 251,243,255 248,239,255 251,239,255 255,243,255 255,247,255 255,248,255 255,246,255 243,253,255 242,252,255 244,253,255 245,252,255 247,252,253 249,255,250 251,255,247 254,255,244 255,255,240 255,255,240 255,255,243 255,255,250 255,252,255 255,248,255 255,243,255 255,242,255 255,241,255 255,243,255 253,249,254 248,255,242 245,255,232 245,255,228 246,255,230 252,253,237 255,253,253 255,247,255 255,244,255 255,244,255 255,247,255 255,254,246 255,255,238 255,255,233 252,250,255 255,254,255 255,253,255 253,250,252 253,251,251 255,255,254 255,255,254 254,252,251 255,254,254 255,254,255 249,245,251 245,239,250 252,245,255 254,246,255 254,245,255 255,248,255 255,255,254 247,243,242 255,254,253 255,254,255 249,243,244 255,249,250 255,254,255 247,242,241 250,247,243 251,252,243 252,255,244 250,255,242 246,255,238 241,255,233 238,255,230 236,255,230 255,255,245 255,255,227 255,255,214 255,255,222 255,255,238 253,239,251 252,235,255 255,248,255 255,253,250 255,255,242 255,255,246 255,246,255 255,240,255 255,242,255 255,250,245 255,255,229 255,250,255 255,247,255 255,247,255 255,251,255 255,251,255 255,249,255 252,248,253 254,251,253 255,255,255 255,255,254 253,254,250 255,255,251 254,255,250 253,255,247 252,255,248 253,255,248 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 249,249,249 254,254,254 255,255,255 254,254,254 253,253,253 255,255,255 243,255,251 243,255,251 248,255,251 250,255,249 251,255,249 248,255,249 244,252,251 243,252,255 238,246,255 244,251,255 240,243,255 241,239,255 255,246,255 255,248,255 255,245,255 255,245,255 255,247,255 255,248,255 254,252,255 252,253,255 253,252,254 255,251,253 255,251,253 255,251,253 255,253,255 255,251,254 251,250,252 244,251,254 242,250,255 244,249,255 250,251,255 253,251,255 252,249,244 252,251,247 249,255,250 245,255,251 238,255,251 235,254,251 234,253,250 237,253,252 246,255,255 250,255,255
254,255,250 254,255,250 254,255,248 254,255,247 254,255,247 252,255,250 252,255,253 252,253,255 253,249,255 251,245,255 250,243,255 253,244,255 255,247,255 255,250,255 255,251,255 255,252,255 245,253,255 245,254,255 244,253,255 246,254,254 248,254,253 249,255,250 252,255,250 254,255,248 248,249,239 252,253,243 255,255,249 255,255,252 255,254,255 255,249,255 254,246,255 253,243,255 255,240,255 255,243,255 252,248,253 249,255,243 247,255,236 247,255,233 249,255,234 255,255,241 255,253,253 255,248,255 255,245,255 255,245,255 255,249,255 255,253,249 255,255,240 255,255,237 253,246,255 255,250,255 255,252,255 253,250,252 253,251,250 255,255,250 255,255,248 253,254,244 250,251,242 255,255,251 255,255,254 255,253,255 255,251,255 246,238,255 240,231,252 244,234,255 253,255,254 250,253,251 251,251,251 252,249,251 249,244,246 251,245,250 255,249,254 254,247,252 235,230,232 239,237,237 246,247,245 248,255,248 249,255,248 245,255,246 242,255,243 242,255,243 255,253,255 252,251,237 249,254,222 253,255,228 250,249,239 239,230,250 238,224,255 245,234,255 255,253,255 255,255,246 255,253,252 255,246,255 255,240,255 255,242,255 255,249,251 255,255,237 255,251,255 255,249,255 255,248,255 253,249,254 253,249,254 254,251,253 255,254,255 255,255,255 252,250,250 248,249,247 249,250,246 254,255,251 255,255,252 253,255,249 253,255,249 255,255,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 248,248,248 251,251,251 255,255,255 252,255,253 251,254,252 253,255,249 255,255,251 255,255,249 253,255,249 248,251,249 244,249,252 244,251,255 244,252,255 242,247,255 240,241,255 254,250,255 255,251,255 255,250,254 255,252,255 255,248,255 255,250,255 254,253,255 250,253,255 251,253,254 255,253,253 255,253,254 255,253,255 255,252,253 255,253,254 253,255,255 248,255,255 246,255,255 247,253,255 247,249,255 248,247,255 239,234,231 241,240,236 244,248,243 244,253,250 242,255,252 239,255,253 241,255,253 242,255,253 247,255,255 250,254,255
254,255,253 254,255,253 254,255,251 254,255,250 254,255,248 252,255,250 252,255,251 252,254,254 253,252,255 254,251,255 254,251,255 255,250,255 254,250,255 255,253,253 255,255,252 255,255,251 247,253,255 247,254,255 249,254,255 249,255,254 250,255,253 252,255,251 254,255,253 255,254,254 251,248,250 255,251,255 255,253,255 255,254,255 255,253,252 253,253,247 254,255,245 255,255,245 255,242,255 255,244,255 255,250,252 251,255,244 250,255,239 251,255,238 252,255,241 255,255,246 255,253,252 255,249,255 255,246,255 255,246,255 255,249,255 254,252,251 251,255,246 249,255,243 255,248,255 255,250,255 255,252,255 255,252,254 255,253,252 255,255,249 255,255,247 255,255,244 252,255,240 247,251,239 247,250,241 253,254,252 254,253,255 250,246,255 249,244,255 254,248,255 246,255,255 244,254,254 240,248,248 243,248,251 253,253,255 255,253,255 254,249,255 242,234,245 230,222,233 237,228,241 247,238,251 253,246,255 254,250,255 252,250,255 249,250,255 248,249,255 251,251,255 246,252,247 244,255,235 248,255,238 245,252,247 237,236,255 233,231,255 237,238,255 247,255,254 247,255,246 249,255,251 248,249,255 249,244,255 249,247,255 248,253,252 248,255,239 253,254,252 255,255,254 254,255,253 247,248,246 243,244,242 244,245,243 247,248,246 249,250,248 242,243,241 242,243,241 247,248,246 254,255,253 255,255,254 253,254,252 252,253,251 254,255,253 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 245,245,245 238,238,238 245,245,245 255,255,255 255,252,255 255,250,252 255,250,250 255,251,249 255,254,250 255,253,249 253,249,248 245,245,245 246,251,254 245,254,255 236,245,249 230,239,243 244,249,250 253,254,250 254,252,244 255,255,245 255,252,255 255,252,254 253,252,254 249,253,254 250,255,254 252,254,254 255,255,255 255,255,255 252,252,252 252,254,254 250,255,255 248,255,255 245,255,255 247,252,253 245,248,252 244,245,249 234,229,226 240,237,233 245,246,244 247,252,250 247,255,253 245,255,254 245,255,254 248,254,253 250,254,255 254,253,255
254,253,255 254,253,255 254,254,254 254,255,251 254,255,250 254,255,250 254,255,250 254,255,250 253,254,250 255,255,252 255,255,252 255,255,251 253,254,244 251,254,239 253,255,240 255,255,240 249,254,255 249,254,255 251,255,254 253,255,252 255,255,252 255,255,254 255,253,255 255,250,255 255,249,255 255,245,255 248,241,255 245,241,247 243,245,239 247,253,234 252,255,231 253,255,230 255,247,255 255,248,255 255,251,252 255,255,249 253,255,245 252,255,244 252,255,246 254,255,248 253,254,252 255,251,255 252,250,255 251,248,255 247,250,255 247,252,253 244,255,252 244,255,250 255,252,255 255,253,255 255,250,255 249,247,247 249,247,246 254,253,249 255,255,251 255,255,249 255,255,249 243,246,237 239,242,233 246,250,244 251,255,250 252,255,253 253,255,255 251,253,253 229,245,251 224,240,246 241,255,255 244,254,255 236,242,249 237,238,248 253,252,255 255,250,255 243,233,249 249,237,255 255,243,255 255,245,255 255,244,255 255,243,255 255,241,255 255,240,255 242,250,255 241,254,252 242,255,240 244,255,241 244,255,249 242,251,255 242,249,255 243,254,255 243,255,246 242,255,239 242,255,243 241,255,253 241,250,255 241,252,255 241,255,247 241,255,236 241,249,238 248,255,245 251,255,248 251,255,247 252,255,248 253,255,251 253,255,251 253,255,252 244,247,245 245,246,244 248,248,248 254,254,254 255,254,255 253,252,254 251,250,252 253,252,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 252,252,252 252,252,252 249,249,249 254,254,254 255,255,255 252,252,252 243,243,243 239,239,239 244,244,244 252,252,252 255,249,255 255,248,255 255,247,252 255,248,251 255,252,250 255,254,252 255,251,248 248,245,241 251,252,250 248,253,251 236,243,238 227,238,230 240,249,239 247,255,243 246,254,237 250,255,237 255,254,255 255,254,254 252,252,252 248,253,252 249,255,254 248,255,255 248,255,255 248,255,255 248,255,255 246,255,255 245,255,253 243,252,249 242,251,248 248,253,251 252,255,253 253,254,252 246,241,240 250,245,244 253,251,250 254,255,253 252,254,254 249,254,253 250,252,252 251,251,251 255,253,253 255,252,253
254,252,255 254,253,255 254,253,255 254,254,254 254,255,251 254,255,250 254,255,248 254,255,247 248,252,241 251,255,243 254,255,244 253,255,242 250,255,236 249,255,234 251,255,234 253,255,236 249,254,253 251,254,252 252,255,251 255,255,251 255,255,251 255,254,253 255,250,255 255,247,255 255,245,255 249,236,255 238,229,250 234,230,241 238,242,236 242,255,229 243,255,220 241,255,212 255,253,255 255,252,255 255,253,254 255,254,253 255,254,250 253,255,249 250,254,248 250,254,248 251,255,250 248,253,251 247,252,251 246,251,252 244,252,252 242,251,254 241,253,255 241,254,255 255,255,244 255,254,244 250,248,240 243,240,236 241,239,239 248,244,249 251,249,255 252,249,255 255,252,255 244,245,249 249,251,251 251,255,252 243,251,240 243,253,237 244,255,236 236,249,227 233,252,255 149,168,181 164,180,192 230,245,254 231,242,250 233,239,246 251,253,255 254,251,255 255,249,255 255,250,255 255,249,255 255,247,255 255,243,255 255,240,255 255,240,255 255,240,255 238,241,255 240,248,255 241,255,244 242,255,241 243,253,247 247,253,255 248,253,255 248,255,255 244,255,242 244,255,236 242,255,240 241,255,250 241,253,255 239,254,255 239,255,249 237,255,240 246,255,243 246,255,243 246,255,243 244,254,241 247,255,245 249,255,248 247,254,247 240,246,241 253,255,254 250,252,252 252,251,253 255,254,255 255,254,255 252,250,255 253,249,255 255,250,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 251,251,251 252,252,252 255,247,255 255,250,255 255,249,255 255,248,252 255,251,253 255,254,252 255,253,250 253,247,242 255,255,249 255,255,248 242,246,235 236,240,228 245,253,236 252,255,241 250,255,238 253,255,239 255,255,252 255,255,251 252,253,249 250,253,251 249,255,253 246,255,254 243,255,255 239,255,253 237,255,252 241,255,254 244,255,254 246,255,250 249,255,249 253,255,251 253,255,249 253,255,249 255,251,252 255,253,254 255,255,255 255,254,254 254,252,252 252,250,250 252,250,250 255,250,251 255,252,253 255,252,253
252,252,255 252,252,255 254,253,255 254,253,255 254,255,253 254,255,251 254,255,248 254,255,246 243,248,233 246,252,233 249,255,235 251,255,236 249,255,236 250,255,237 252,255,239 253,255,240 251,253,247 252,254,248 254,255,248 255,255,249 255,255,252 255,253,254 255,248,255 255,244,255 254,241,255 250,237,255 245,236,255 244,243,253 248,254,249 248,255,239 241,255,226 233,255,214 255,255,254 255,254,255 255,253,254 255,252,254 255,252,254 254,251,253 251,251,251 249,253,248 248,255,248 247,255,246 244,255,245 244,255,247 242,253,250 242,252,252 243,252,255 243,251,255 255,255,237 255,255,240 254,254,240 247,244,239 245,242,244 252,246,255 254,248,255 254,247,255 240,235,255 238,237,253 251,252,255 247,252,253 230,239,229 241,253,235 248,255,240 248,255,238 163,179,202 62,79,100 96,111,130 216,229,243 243,254,255 238,247,251 245,251,250 238,241,239 255,255,251 255,254,251 255,253,253 255,249,251 255,246,250 255,245,253 255,246,255 255,247,255 250,238,255 253,245,255 249,245,255 244,240,245 245,240,249 253,246,255 255,249,255 255,251,255 251,253,247 251,255,243 249,253,247 248,250,255 247,247,255 245,247,255 246,251,255 244,254,254 244,255,248 242,255,246 241,255,244 243,255,246 247,255,250 247,255,251 250,255,252 250,255,254 251,255,255 251,253,254 251,252,255 255,254,255 255,253,255 254,249,255 253,248,255 255,251,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 252,252,252 245,245,245 243,246,251 250,253,255 253,253,255 251,250,254 254,251,253 255,255,254 255,255,252 255,250,243 255,255,247 255,255,245 247,244,230 241,238,224 252,251,237 255,255,244 254,254,240 252,255,240 253,255,251 254,255,250 254,253,249 253,254,250 251,255,254 246,255,254 235,255,250 229,252,247 217,240,235 231,251,246 244,255,252 251,255,251 255,255,249 255,255,249 250,255,245 238,246,235 249,251,252 250,252,253 252,251,253 253,250,252 253,248,249 252,247,248 255,249,250 255,251,252 255,253,254 255,253,254
252,254,255 252,254,255 252,254,255 254,253,255 254,254,254 254,255,253 255,255,250 255,255,247 247,253,236 247,253,234 248,255,234 249,255,237 250,255,241 250,255,244 249,255,245 247,255,245 249,253,241 251,255,243 255,255,247 255,255,250 255,253,254 255,251,255 255,247,255 254,244,255 252,241,255 254,244,255 254,250,255 251,254,255 248,255,255 245,255,251 239,255,244 236,254,241 251,254,252 253,253,253 255,251,255 255,249,255 255,248,255 255,249,255 254,251,253 252,253,249 248,255,245 246,255,241 244,255,240 243,255,240 243,254,244 246,253,250 247,251,252 250,250,255 255,255,241 255,255,244 255,255,248 254,254,248 254,252,252 255,253,255 255,251,255 252,249,255 233,232,248 230,229,245 242,244,255 239,244,253 227,234,237 241,249,248 235,246,243 193,205,199 60,69,102 92,100,130 172,182,206 241,249,255 238,247,255 220,230,230 237,245,238 251,255,247 249,255,238 252,255,236 255,255,237 255,255,237 255,253,238 255,253,239 255,254,243 255,255,246 255,243,255 255,245,255 255,244,255 248,232,243 248,232,243 255,243,255 255,249,255 255,249,255 255,248,248 255,250,246 255,249,250 255,245,255 255,244,255 255,244,255 254,247,255 254,248,255 237,251,250 233,247,246 239,253,252 244,255,255 244,255,255 232,242,242 234,241,244 247,252,255 242,245,249 242,245,249 247,247,253 255,253,255 255,253,255 255,251,255 255,251,255 255,253,255 251,251,251 252,252,252 252,252,252 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 250,250,250 253,253,253 253,253,253 251,251,251 253,253,253 254,254,254 247,247,247 238,238,238 222,243,244 233,254,255 237,255,255 237,252,254 237,249,249 249,255,254 255,255,254 255,253,248 255,252,245 255,251,243 250,240,230 245,234,226 255,247,240 255,253,250 250,248,248 247,247,247 248,255,252 251,255,250 254,253,249 255,253,250 255,255,252 247,255,253 232,252,247 219,247,241 207,235,229 228,249,241 247,255,251 254,255,250 255,255,249 255,255,249 243,251,241 225,239,227 235,246,250 240,249,252 246,251,254 249,250,254 252,249,251 254,249,250 255,250,251 255,251,252 255,254,253 255,254,253
252,255,253 252,255,253 252,254,254 254,253,255 254,253,255 255,254,254 255,255,251 255,255,248 255,255,247 253,255,243 249,255,241 251,255,246 251,255,252 249,254,255 243,249,255 238,243,252 248,254,237 250,254,242 254,254,248 255,252,253 255,251,255 255,249,255 255,246,254 253,246,249 249,243,244 252,250,249 253,255,254 248,253,255 237,243,254 231,238,255 234,241,255 237,245,255 243,251,251 245,250,253 249,248,255 254,248,255 255,247,255 255,248,255 255,251,255 254,255,253 250,255,245 246,255,240 244,255,238 245,255,239 246,255,242 251,253,247 255,251,250 255,250,253 247,243,249 253,249,254 255,253,255 255,253,253 253,254,252 254,255,251 249,253,248 241,247,242 240,245,244 231,236,239 241,246,255 248,251,255 239,241,255 231,231,255 169,168,202 71,69,105 83,81,117 193,192,224 246,247,255 236,238,255 237,242,251 250,255,255 250,255,249 247,255,240 243,255,233 247,255,232 250,255,235 252,255,235 251,255,236 250,255,236 250,255,237 250,255,239 255,249,252 255,254,252 255,245,239 242,231,223 242,231,223 255,247,239 255,255,248 255,255,245 255,251,238 255,252,239 255,251,241 255,250,246 255,249,249 255,249,251 255,249,251 255,250,250 238,248,255 233,243,255 237,246,255 232,241,255 196,204,217 147,153,166 124,130,141 131,136,145 230,232,242 233,235,243 242,242,248 254,252,255 255,254,255 255,253,255 255,253,255 255,254,255 249,249,249 249,249,249 250,250,250 251,251,251 253,253,253 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 247,247,247 237,237,237 208,242,235 222,255,249 228,255,255 225,253,253 227,248,249 238,253,255 250,255,255 255,253,252 255,255,250 255,254,250 252,240,238 246,235,237 255,248,255 251,251,255 242,246,255 237,243,255 241,255,254 246,255,252 254,252,251 255,253,253 255,254,254 251,255,250 233,249,242 217,244,235 220,247,238 238,255,249 251,255,252 255,254,251 255,254,251 253,255,252 241,255,249 222,245,237 222,247,251 229,249,254 239,254,255 247,254,255 252,254,255 255,251,253 255,250,251 255,251,250 255,255,254 255,255,254
247,255,244 246,253,246 251,255,250 255,255,255 255,254,255 252,249,251 253,251,251 255,255,252 253,254,245 254,255,248 241,245,239 251,255,255 237,239,249 241,242,255 233,233,255 235,235,255 248,255,242 234,239,230 255,255,255 240,236,242 255,251,255 255,251,255 252,245,248 255,255,251 252,252,238 237,240,224 243,252,239 248,255,255 243,249,255 182,185,230 182,180,246 147,142,221 143,156,164 171,180,189 224,226,237 255,251,255 255,246,255 255,247,255 255,253,255 252,250,250 237,244,237 235,247,235 224,237,223 249,255,246 253,255,248 245,242,237 255,245,245 255,246,248 245,235,255 250,241,255 251,245,255 250,248,254 250,254,249 253,255,247 251,255,242 246,255,237 244,255,239 236,243,238 243,248,255 248,247,255 206,202,244 127,118,175 78,64,135 74,58,135 200,187,219 255,246,255 233,225,248 255,249,255 252,251,255 241,243,244 251,255,252 248,255,246 243,253,240 248,255,245 245,255,244 239,250,240 241,252,244 246,255,254 246,255,255 243,253,253 246,247,227 255,255,244 255,255,244 247,249,237 249,253,241 250,255,242 249,255,243 240,246,235 226,230,224 240,241,237 232,234,228 255,253,245 252,250,240 255,255,248 253,245,238 255,253,249 239,244,255 222,227,255 187,190,221 129,133,162 74,77,105 56,58,82 86,90,109 128,130,148 249,250,255 233,234,244 243,242,251 243,242,246 252,251,253 255,255,255 252,250,249 255,255,254 255,255,255 253,253,253 250,250,250 248,248,248 248,248,248 250,250,250 253,253,253 255,255,255 248,248,248 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 230,255,247 227,255,246 226,254,248 226,253,250 230,251,253 234,249,252 239,248,251 248,250,251 255,254,255 251,245,246 253,249,254 250,252,255 233,244,255 194,214,245 216,245,255 195,229,255 224,254,255 230,248,249 253,255,255 242,229,231 255,253,254 255,255,251 228,240,234 232,255,246 233,255,248 242,255,250 248,249,247 255,247,248 255,253,255 240,249,252 223,248,250 220,255,255 214,252,255 225,255,255 222,247,251 226,241,244 249,254,255 255,254,255 253,251,251 255,254,253 251,254,252 248,255,252
246,255,239 245,254,241 250,254,248 255,255,255 255,252,255 251,247,252 254,248,253 255,254,255 244,243,239 255,255,254 251,253,254 220,222,233 248,247,255 230,226,255 241,235,255 224,217,255 227,234,231 251,254,255 234,233,243 254,249,255 255,249,255 255,248,255 252,246,247 253,252,238 255,255,240 255,255,238 247,255,242 219,227,234 165,168,206 65,61,132 67,57,157 55,42,158 80,97,110 184,195,209 246,252,255 252,250,255 248,240,250 255,246,254 255,251,255 255,254,255 239,247,247 223,235,235 226,239,241 236,248,250 242,247,250 255,251,255 255,251,255 255,244,253 253,245,255 253,245,255 249,247,255 245,245,255 248,252,253 251,255,251 250,255,248 250,255,248 242,249,244 243,249,254 238,240,255 193,189,224 104,97,148 58,45,113 123,107,185 224,205,255 255,244,255 253,237,255 255,243,255 251,241,254 255,251,255 255,252,255 242,242,248 237,241,246 241,247,254 238,247,255 242,251,255 243,250,255 237,244,255 219,227,255 203,210,243 194,200,235 234,244,254 237,247,255 230,238,255 226,236,255 222,236,255 212,231,255 217,237,255 226,244,255 203,217,255 211,222,255 233,239,255 236,239,255 238,239,255 203,199,224 166,156,186 132,118,152 91,89,135 72,71,115 59,58,100 74,73,113 112,112,148 164,163,195 215,214,240 250,248,255 247,246,255 242,242,254 253,253,255 255,254,255 255,255,254 255,255,252 249,249,243 243,243,237 255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 254,254,254 250,250,250 245,245,245 245,245,245 249,249,249 253,253,253 254,254,254 254,254,254 236,249,233 244,255,245 243,255,250 234,248,247 232,244,248 238,248,255 241,244,252 233,234,238 252,251,255 251,254,255 241,250,255 230,252,255 181,219,249 152,204,245 156,220,255 139,212,255 183,233,239 224,255,255 239,246,255 255,244,252 255,250,255 255,253,253 245,252,245 239,255,249 240,255,250 248,255,252 255,254,255 255,251,255 253,251,255 234,253,255 198,242,255 176,238,249 192,242,248 194,239,243 220,252,255 236,255,255 243,252,255 247,249,250 252,250,250 242,243,241 246,253,248 240,254,248
