50 170
255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 247,247,247 246,246,246 253,253,253 253,253,253 247,247,247 248,248,248 255,255,255 255,250,255 255,252,255 255,252,255 255,252,255 253,252,254 249,253,254 248,254,253 247,255,254 244,255,255 243,255,255 243,255,255 238,253,255 238,253,255 237,253,255 239,255,255 238,254,255 246,255,255 241,251,251 239,247,246 243,251,250 249,255,254 249,255,253 248,253,251 250,254,249 255,255,251 255,255,250 254,255,246 255,255,247 255,255,248 255,255,248 255,254,245 255,250,241 255,248,255 255,244,255 255,243,255 255,246,255 255,247,255 255,249,255 255,252,255 255,255,255 249,255,247 246,255,241 243,255,239 240,255,240 241,255,245 240,255,248 238,255,251 234,253,250 255,245,252 255,245,251 255,244,252 253,245,252 250,246,255 248,248,255 250,252,255 248,251,255 246,252,255 245,251,255 246,249,255 249,249,255 253,251,255 255,251,255 255,251,255 255,250,255 255,246,255 255,244,248 255,255,248 235,255,238 219,255,244 207,255,255 160,227,254 129,212,255 76,184,255 30,165,255 0,156,255 4,161,255 29,164,240 68,163,207 120,174,191 164,192,193 187,217,228 194,224,235 208,234,246 223,245,255 234,251,255 239,252,255 244,251,255 247,250,255 246,246,255 247,246,255 249,246,255 249,246,255 247,246,255 247,246,255 247,246,255 246,245,255 219,255,213 227,255,221 230,249,234 210,224,242 157,194,238 90,172,230 41,171,231 24,182,235 75,225,255 144,251,255 203,251,255 246,242,253 255,251,255 255,254,251 245,250,241 234,255,245 255,240,242 255,251,252 237,255,254 206,255,249 191,255,248 201,255,251 225,255,254 245,250,251 255,252,255 255,250,254 255,251,254 248,252,253 245,253,253 251,253,253 255,252,253 255,251,254 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255
255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 252,252,252 247,247,247 245,245,245 249,249,249 252,252,252 250,250,250 250,250,250 251,251,251 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 246,246,246 239,239,239 239,239,239 247,247,247 248,248,248 244,244,244 246,246,246 254,254,254 255,252,255 255,252,255 254,253,255 255,254,255 255,255,255 252,255,253 252,255,253 251,254,252 250,253,251 251,254,252 252,254,254 253,255,255 255,254,255 255,254,255 252,250,255 249,247,253 231,250,255 226,244,251 223,241,248 230,246,252 238,252,255 241,253,255 242,253,255 245,254,255 247,254,255 248,252,253 248,250,251 251,250,252 255,253,253 255,253,254 255,251,252 254,249,250 248,246,255 248,245,255 250,244,255 255,246,255 253,243,255 249,239,251 252,243,246 255,250,245 255,255,244 254,255,241 248,255,242 240,255,243 233,254,246 229,252,254 228,253,255 228,254,255 231,237,255 236,241,255 244,248,255 251,251,255 255,254,255 255,252,249 255,251,240 254,249,234 255,255,241 255,255,242 255,255,243 248,255,244 241,254,246 236,251,247 228,249,247 227,248,249 199,243,255 186,237,255 188,250,255 159,234,243 129,210,217 107,192,207 82,169,195 86,176,217 81,176,232 72,174,239 80,184,251 104,204,255 130,218,255 158,228,255 188,239,255 213,252,255 223,250,254 227,252,255 232,254,255 237,255,255 241,255,255 245,253,255 247,250,255 248,247,255 251,248,255 253,248,255 254,249,255 254,249,255 255,250,255 255,250,255 253,250,255 254,251,255 225,255,219 236,255,232 250,255,251 244,251,255 212,235,255 156,209,252 104,192,239 76,188,234 64,180,221 102,199,233 158,222,247 214,244,255 246,253,255 249,246,248 248,249,245 253,255,249 255,249,252 255,253,254 244,255,254 220,255,254 207,255,251 210,255,252 226,255,252 246,251,252 255,251,255 255,251,255 255,251,254 249,253,254 244,254,254 248,254,253 255,253,254 255,252,254 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255
255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 250,250,250 253,253,253 252,252,252 251,251,251 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 249,249,249 243,243,243 243,243,243 250,250,250 251,251,251 248,248,248 250,250,250 255,255,255 250,255,254 249,254,253 249,254,252 252,255,253 253,255,252 255,255,251 255,255,250 255,254,249 255,255,251 255,255,250 255,253,250 255,253,253 255,250,252 255,242,246 251,231,236 244,223,231 237,248,255 231,242,250 230,242,248 236,246,253 241,251,255 244,252,255 244,253,255 247,253,255 248,252,255 247,250,254 246,249,253 248,249,253 250,252,253 253,252,254 253,252,254 252,251,253 241,250,253 242,251,255 245,252,255 246,249,255 239,240,254 231,232,246 231,233,243 238,241,246 233,238,237 239,246,241 248,255,249 248,255,252 246,254,254 240,249,253 238,244,255 237,244,255 231,243,255 234,245,255 241,248,255 249,252,255 255,255,248 255,255,241 255,255,235 255,255,231 241,240,206 241,249,218 239,255,235 232,255,248 215,255,253 195,250,253 181,243,254 171,238,253 83,215,255 61,189,240 57,178,228 54,169,214 63,172,210 81,184,216 99,196,216 134,220,232 167,235,240 191,239,241 213,244,245 227,249,254 229,253,255 218,254,255 204,253,255 194,252,255 241,255,254 241,255,254 244,255,254 245,255,253 248,255,252 251,254,252 255,254,253 255,254,253 255,252,252 255,252,252 255,252,252 255,252,252 255,252,252 255,252,252 255,252,252 255,253,252 255,248,251 255,249,254 255,253,255 255,252,255 249,250,255 224,235,255 199,223,251 177,219,254 125,187,227 94,173,212 94,181,215 130,209,236 181,237,255 227,253,255 255,253,255 255,240,242 255,252,255 255,252,254 254,254,254 243,255,255 228,255,254 223,254,251 233,255,253 251,255,255 255,251,255 255,250,255 255,252,255 249,254,255 240,255,254 243,255,254 254,254,254 255,252,254 251,251,251 254,254,254 255,255,255 252,252,252 252,252,252 255,255,255 255,255,255 252,252,252 255,255,255 255,255,255
254,254,254 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 249,249,249 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 252,252,252 255,255,255 249,255,251 248,255,249 248,255,249 250,255,248 253,255,249 253,255,248 254,255,247 254,255,244 255,255,248 255,255,246 255,253,246 255,254,250 255,252,250 255,242,243 247,231,232 241,224,227 255,253,254 255,248,249 255,246,247 255,251,251 255,254,254 255,253,253 255,252,252 255,254,253 255,255,254 254,255,253 250,254,249 247,253,248 247,254,249 247,254,249 246,255,250 246,255,250 253,255,220 250,255,226 248,255,238 242,255,250 229,248,255 214,235,255 210,233,255 214,236,255 214,234,255 226,240,255 241,247,255 255,254,255 255,254,251 255,254,247 255,254,245 255,253,244 255,255,244 255,255,244 255,255,244 255,255,241 251,254,239 244,251,238 235,246,236 224,244,239 215,245,246 204,246,253 187,241,255 161,228,253 128,206,242 100,188,229 80,176,222 71,170,220 35,178,239 38,169,232 61,171,235 95,185,249 135,213,255 167,238,255 180,246,255 201,251,249 235,255,242 255,255,234 255,255,230 255,254,228 255,253,235 245,255,248 209,255,255 181,252,255 242,254,242 244,254,242 245,253,242 248,254,243 254,255,245 255,255,247 255,255,248 255,255,248 255,255,248 255,255,248 255,255,247 255,255,246 255,254,245 255,253,244 255,253,244 255,252,243 255,238,255 255,240,255 255,243,255 250,243,248 253,241,239 255,239,239 255,240,249 255,244,255 211,224,255 139,201,237 80,181,219 57,173,206 94,193,221 189,241,255 250,249,255 255,225,242 254,251,253 255,246,249 255,245,249 255,250,254 254,253,255 240,252,252 242,255,255 253,255,255 255,251,255 255,250,255 255,253,255 248,255,255 237,255,255 239,255,255 249,255,254 255,253,254 255,255,255 255,255,255 251,251,251 247,247,247 248,248,248 253,253,253 255,255,255 253,253,253 255,255,255 255,255,255
252,252,252 255,255,255 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 252,252,252 248,248,248 249,249,249 251,251,251 251,251,251 246,246,246 241,241,241 246,246,246 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 252,252,252 252,252,252 253,253,253 248,255,247 249,255,248 250,255,247 249,255,246 247,255,243 247,255,243 248,255,242 249,255,243 249,255,243 244,253,240 245,253,242 251,255,249 253,255,251 253,255,252 250,253,251 251,254,252 255,251,252 255,248,249 255,249,249 255,252,252 255,253,252 255,252,253 255,252,252 255,255,254 255,255,254 251,255,254 248,255,254 242,255,253 236,255,251 233,255,250 233,255,251 231,255,251 255,255,205 254,255,210 248,255,222 246,255,241 237,255,255 226,250,255 220,244,255 220,243,255 224,244,255 226,238,255 230,232,242 244,234,234 255,242,234 255,250,236 255,255,237 255,255,235 244,253,203 246,255,213 244,255,228 237,255,242 224,255,253 203,247,255 182,234,255 164,225,255 118,188,242 109,184,246 97,177,242 84,168,234 77,163,229 82,169,233 94,181,243 105,192,254 139,217,255 168,233,255 195,237,255 211,235,255 221,236,255 232,244,255 239,252,255 241,249,248 255,253,240 255,254,234 255,250,227 255,247,226 255,250,235 255,255,247 221,255,254 196,255,252 249,255,246 250,255,247 253,255,248 255,255,248 255,255,248 255,255,247 255,255,247 255,255,246 255,253,244 255,253,244 255,253,244 255,253,244 255,253,244 255,254,245 255,254,245 255,255,245 255,221,255 255,233,255 255,245,255 251,248,250 255,244,234 255,240,227 255,240,234 255,243,249 243,229,247 190,234,255 132,230,255 69,196,227 50,166,197 122,193,227 222,235,255 255,241,255 232,253,255 246,246,252 255,242,251 255,245,255 255,248,255 255,251,255 247,254,255 253,255,255 255,250,254 255,249,254 255,251,255 248,255,255 234,255,255 233,255,254 244,255,253 255,252,253 255,255,255 254,254,254 247,247,247 241,241,241 243,243,243 251,251,251 255,255,255 254,254,254 255,255,255 255,255,255
251,251,251 255,255,255 254,254,254 247,247,247 247,247,247 254,254,254 255,255,255 251,251,251 240,240,240 243,243,243 248,248,248 251,251,251 247,247,247 243,243,243 248,248,248 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,255,247 251,255,248 251,255,248 247,255,243 240,250,237 238,249,233 243,254,238 247,255,244 244,255,245 238,255,241 238,255,243 243,255,249 241,255,251 235,255,248 235,255,250 237,255,254 255,246,254 255,244,252 254,246,253 255,251,255 255,251,255 250,249,255 246,249,255 247,252,255 242,251,255 241,254,255 237,254,255 236,255,255 232,253,255 228,251,255 226,251,255 226,251,255 246,255,232 244,255,229 245,255,234 254,255,243 255,255,248 255,255,249 255,255,248 255,255,247 255,255,245 251,251,237 243,248,233 242,250,239 245,255,248 242,254,254 233,248,251 225,238,246 205,255,240 197,255,240 174,246,233 146,223,226 117,200,222 94,181,221 77,167,222 69,158,225 66,154,225 79,161,232 101,175,241 127,191,249 152,208,255 180,228,255 206,246,255 214,252,255 248,255,255 251,254,255 254,248,253 252,238,244 251,233,240 252,235,244 255,251,255 255,248,255 255,250,255 255,249,255 255,248,255 255,250,255 255,254,255 247,255,251 227,254,244 214,253,238 245,252,247 248,254,249 250,255,251 253,255,252 255,255,252 255,255,252 255,255,251 254,253,249 249,246,242 250,247,243 249,248,244 252,251,247 252,253,249 254,255,251 255,255,252 253,255,252 251,230,255 253,243,255 248,250,255 240,249,252 244,242,234 255,240,229 255,245,235 255,250,245 252,238,239 220,250,255 186,255,255 143,244,255 95,194,226 96,168,210 157,191,244 216,227,255 203,255,255 235,254,255 255,246,255 255,239,255 255,243,255 255,249,255 247,252,255 242,247,250 255,249,252 255,248,253 255,251,255 248,255,255 232,255,255 231,255,254 241,254,252 255,250,251 252,252,252 249,249,249 242,242,242 237,237,237 242,242,242 251,251,251 255,255,255 253,253,253 255,255,255 255,255,255
253,253,253 255,255,255 248,248,248 236,236,236 236,236,236 248,248,248 255,255,255 253,253,253 249,249,249 247,247,247 249,249,249 254,254,254 255,255,255 252,252,252 251,251,251 253,253,253 250,250,250 250,250,250 251,251,251 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 248,255,248 251,255,249 251,255,249 245,253,243 234,242,231 232,240,229 241,250,237 251,255,248 251,255,248 247,255,246 248,255,249 248,255,252 239,250,247 226,237,235 223,235,235 231,243,243 228,252,252 229,250,252 230,251,253 234,255,255 234,253,255 230,249,254 231,247,253 236,249,255 233,244,252 237,247,255 242,251,255 246,252,255 244,250,255 244,247,255 243,246,255 244,247,255 230,247,255 233,244,255 243,246,255 255,249,255 255,251,252 255,250,239 255,253,233 255,255,232 255,255,231 255,255,232 233,255,237 210,255,248 185,255,255 157,243,255 126,226,255 108,213,255 67,192,207 62,185,205 58,177,202 57,173,204 66,175,213 83,185,228 105,196,241 122,203,248 161,230,255 183,237,255 207,250,255 225,255,255 239,255,255 246,255,243 247,250,228 244,245,219 255,243,206 255,247,213 236,241,209 243,255,230 236,252,235 219,231,225 236,239,247 243,237,254 250,241,255 238,233,255 232,236,255 239,248,255 239,252,255 243,255,255 247,255,255 251,255,254 240,247,250 241,248,251 246,251,254 248,253,255 250,255,255 251,254,255 251,254,255 251,254,255 243,246,250 244,247,251 244,249,252 246,251,254 248,253,255 247,254,255 248,255,255 248,255,255 245,252,255 243,254,255 237,253,255 223,242,245 221,237,236 234,244,238 253,255,246 255,255,245 253,255,243 239,255,244 223,255,253 209,255,255 179,239,255 132,193,237 113,171,230 128,183,252 169,252,253 215,255,255 255,245,255 255,232,251 255,234,251 255,248,255 241,248,251 224,236,238 251,248,250 255,248,252 255,251,253 247,255,254 233,255,254 230,255,253 242,253,251 253,248,249 240,240,240 239,239,239 237,237,237 238,238,238 245,245,245 254,254,254 255,255,255 252,252,252 255,255,255 255,255,255
254,254,254 254,254,254 243,243,243 227,227,227 227,227,227 243,243,243 254,254,254 254,254,254 255,255,255 251,251,251 248,248,248 254,254,254 255,255,255 255,255,255 247,247,247 242,242,242 247,247,247 247,247,247 248,248,248 250,250,250 252,252,252 253,253,253 254,254,254 255,255,255 253,253,253 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 251,251,251 248,248,248 245,254,251 248,255,254 250,255,252 244,250,245 234,236,230 235,232,227 248,244,239 255,255,251 255,251,249 255,248,249 255,252,254 255,252,255 255,244,251 247,228,237 246,226,238 255,236,249 236,255,243 234,255,241 237,255,242 241,255,244 239,255,241 236,252,235 236,249,235 241,250,237 238,242,231 247,245,237 255,251,244 255,253,249 255,253,249 255,250,248 255,249,248 255,250,249 230,239,255 232,240,255 238,241,255 241,241,255 237,236,255 231,232,255 233,239,255 234,250,255 208,240,245 181,232,234 145,216,219 110,201,210 78,188,206 57,181,211 44,179,217 38,179,222 60,171,221 72,180,228 95,196,241 121,213,255 148,228,255 173,238,255 192,244,255 206,246,255 219,248,255 228,249,250 237,252,244 246,255,240 255,255,240 255,255,237 255,255,234 255,255,232 255,255,217 255,255,224 217,255,224 198,255,243 153,232,221 115,186,189 169,217,229 228,252,255 239,247,255 225,233,246 218,231,239 224,244,249 231,251,255 235,244,254 248,243,255 255,248,255 250,253,255 250,253,255 250,253,255 250,253,255 249,252,255 249,252,255 248,251,255 246,252,255 247,253,255 247,253,255 247,253,255 244,252,255 244,252,255 243,251,255 241,251,255 241,251,255 232,255,240 237,255,246 234,254,249 223,244,246 214,243,247 214,252,252 217,255,252 222,255,245 232,255,235 254,255,239 255,251,236 253,249,248 237,251,255 181,225,255 109,185,238 77,172,235 132,244,244 187,250,255 242,241,255 255,225,246 255,229,246 255,247,255 235,246,250 211,229,230 244,248,249 255,248,250 255,250,252 249,254,253 235,255,253 234,255,252 243,251,251 253,246,249 229,229,229 232,232,232 234,234,234 240,240,240 249,249,249 255,255,255 255,255,255 251,251,251 255,255,255 255,255,255
251,251,251 255,255,255 249,249,249 233,233,233 229,229,229 241,241,241 252,252,252 254,254,254 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 250,250,250 249,249,249 248,248,248 248,248,248 249,249,249 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 249,249,249 251,251,251 254,254,254 245,255,255 245,253,253 244,249,250 245,247,247 250,245,246 255,247,248 255,248,250 255,248,251 255,241,247 255,239,248 255,241,252 255,243,255 255,238,255 255,232,253 255,232,254 255,236,255 255,255,231 255,255,234 255,255,236 255,255,236 255,255,234 250,254,229 243,249,226 240,246,223 232,237,216 242,248,229 255,255,242 255,255,244 255,255,244 249,255,238 244,251,236 245,252,237 222,249,255 211,240,255 195,228,255 175,215,255 153,202,255 129,188,255 105,174,253 87,167,244 69,157,228 73,168,231 71,170,220 83,181,221 68,165,198 98,193,219 119,212,235 142,233,254 190,219,255 196,222,255 202,225,255 202,220,255 188,202,250 198,205,248 153,156,194 158,160,191 194,192,221 227,228,249 244,246,255 230,235,250 244,252,255 235,245,255 230,246,253 228,244,251 255,255,224 250,255,240 199,254,245 169,255,255 104,216,239 72,178,209 153,231,255 203,249,255 237,255,255 252,255,241 248,253,226 246,252,227 248,255,240 250,253,255 253,245,255 252,238,255 252,251,255 249,250,254 249,250,254 251,252,255 253,254,255 251,254,255 251,254,255 247,252,255 246,251,254 250,255,255 248,255,255 240,247,250 240,247,250 248,255,255 248,255,255 246,253,255 246,255,235 239,255,231 245,255,242 241,254,252 214,242,243 204,250,251 205,255,255 203,255,245 223,255,235 255,255,241 255,255,242 255,243,241 255,242,255 216,246,255 146,225,255 82,193,233 45,177,177 162,247,255 214,237,253 240,220,239 255,232,251 243,237,248 237,254,255 230,254,254 241,253,253 255,254,255 255,254,255 252,254,254 241,254,252 242,255,253 253,255,255 255,253,255 243,243,243 247,247,247 250,250,250 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 253,253,253 253,253,253
255,255,255 255,255,255 249,249,249 237,237,237 238,238,238 249,249,249 254,254,254 251,251,251 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 253,253,253 254,254,254 250,254,255 251,254,255 253,253,255 255,252,255 255,250,255 255,247,253 255,245,251 255,242,251 255,249,255 255,247,255 255,244,255 255,242,255 255,237,255 254,234,255 255,238,255 255,245,255 243,238,247 244,241,250 246,245,254 247,250,255 244,253,255 239,255,255 232,255,255 226,255,255 216,253,255 208,254,255 199,253,255 187,247,253 175,239,244 159,229,236 151,223,230 146,220,226 118,198,197 111,192,200 98,184,208 85,177,220 73,170,234 63,164,243 53,156,248 49,153,246 84,184,255 113,206,255 129,210,255 141,206,255 182,231,255 210,245,255 214,238,255 209,226,252 226,181,255 150,107,188 97,57,139 82,47,133 78,48,137 76,54,143 55,38,129 75,63,153 72,64,151 63,60,140 67,66,140 82,83,151 149,150,210 207,209,255 231,233,255 237,240,255 255,245,248 255,238,251 219,237,255 185,244,255 106,193,250 72,166,225 137,222,255 186,246,255 204,238,232 241,253,225 255,255,225 255,255,226 255,255,232 254,250,245 248,247,255 246,246,255 255,254,250 255,255,252 255,255,252 255,254,250 249,250,246 246,250,245 250,254,249 251,255,252 242,248,243 248,254,249 245,251,246 237,243,238 237,243,238 246,252,247 249,255,250 244,250,245 255,255,235 255,253,234 255,255,245 255,255,248 225,237,231 208,240,235 210,255,249 211,255,247 234,255,248 255,255,251 255,246,246 255,235,241 255,239,249 233,251,255 180,247,255 133,232,240 58,190,197 108,206,216 187,236,252 235,245,255 247,244,255 243,249,255 233,253,255 230,255,255 237,255,254 250,255,254 255,255,255 255,254,254 252,254,254 253,255,255 255,254,255 255,253,255 247,247,247 251,251,251 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255
