50 170
236,255,255 236,252,255 242,249,255 253,252,255 255,251,255 255,251,254 255,250,248 255,255,242 255,255,236 254,255,231 255,255,231 255,255,236 255,255,238 255,254,239 255,254,245 255,255,251 244,253,250 245,253,252 243,252,255 242,251,255 241,250,255 240,248,255 238,247,255 239,245,255 238,243,255 241,243,255 244,245,255 250,249,255 254,250,255 255,247,255 255,248,253 255,248,251 255,251,246 255,254,250 255,255,252 255,255,252 255,254,253 252,252,252 254,254,254 253,255,255 253,255,255 249,251,252 248,250,251 254,254,254 252,252,252 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 249,249,249 249,249,249 254,254,254 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 249,249,249 249,249,249 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 254,254,254 251,251,251 249,249,249 249,249,249 252,252,252 253,253,253 252,252,252 248,246,255 252,247,255 254,247,255 252,246,255 251,243,255 254,244,255 255,250,253 255,255,249 255,255,243 255,255,239 255,255,238 255,255,239 255,255,244 255,254,250 255,253,255 255,251,255 255,246,255 255,243,253 255,247,251 255,253,255 255,251,255 243,241,253 244,242,254 254,250,255 253,244,254 255,244,255 255,243,255 255,239,255 255,239,255 255,244,255 255,253,247 255,255,240 253,235,255 253,237,255 254,242,255 254,246,255 255,249,255 254,252,252 251,252,248 251,252,248 248,251,249 247,251,252
237,255,255 239,251,255 246,252,255 253,252,255 255,251,255 255,250,255 255,252,252 255,255,248 255,255,239 252,255,235 251,255,234 254,255,239 255,255,240 255,253,243 255,251,248 255,254,254 248,254,249 249,255,250 250,255,253 250,254,255 249,254,255 249,253,255 248,251,255 247,249,255 251,252,255 250,252,255 251,250,255 254,252,255 255,253,255 255,253,253 255,253,254 255,255,254 255,253,249 255,255,251 255,255,252 255,255,254 254,252,251 251,251,251 252,252,252 254,254,254 253,255,255 250,252,253 251,253,254 254,254,254 247,247,247 239,239,239 243,243,243 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 252,252,252 251,251,251 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 248,248,248 247,247,247 255,255,255 253,253,253 249,249,249 249,249,249 253,253,253 255,255,255 254,254,254 252,252,252 255,255,255 250,250,250 240,240,240 240,240,240 248,248,248 255,255,255 255,255,255 252,252,252 247,247,247 248,248,248 250,250,250 252,252,252 253,253,253 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 245,245,245 245,247,248 249,251,252 253,252,254 248,247,249 243,241,241 243,238,239 250,245,242 255,253,248 255,254,247 255,253,246 255,253,248 255,252,249 255,251,252 255,249,255 255,250,255 255,248,255 255,253,254 255,253,250 255,255,250 253,255,251 248,255,254 244,255,255 244,255,255 246,255,254 250,255,251 251,252,250 250,244,249 252,239,253 254,242,254 255,251,252 255,255,245 255,255,237 255,243,255 254,243,255 253,245,255 255,251,255 255,254,255 255,255,251 255,255,249 254,255,246 252,254,248 251,254,252
243,254,251 245,253,252 250,254,255 255,253,255 255,250,255 253,246,251 254,247,250 255,255,251 254,255,247 249,255,241 247,255,240 250,255,244 249,255,246 248,252,247 252,249,251 255,251,255 253,254,250 254,255,251 255,255,251 255,255,251 255,255,249 255,255,248 255,255,247 255,255,246 255,255,247 255,255,245 250,251,241 245,248,239 243,247,241 246,250,245 248,254,249 249,255,251 255,255,251 255,255,252 255,255,254 255,253,252 253,251,250 250,250,250 251,251,251 253,253,253 250,252,253 251,253,254 253,255,255 255,255,255 246,246,246 235,235,235 240,240,240 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 251,251,251 252,252,252 253,253,253 251,251,251 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 249,249,249 246,246,246 244,244,244 255,255,255 252,252,252 249,249,249 249,249,249 252,252,252 254,254,254 253,253,253 252,252,252 253,253,253 252,252,252 252,252,252 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 242,242,242 244,244,244 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 245,245,245 248,248,248 252,252,252 255,255,255 255,255,255 250,250,250 244,244,244 241,241,241 244,253,232 249,255,237 253,255,239 248,252,233 237,240,224 237,237,225 246,243,235 255,251,250 255,250,253 255,248,255 255,248,255 255,247,255 254,247,255 252,248,255 252,248,255 250,249,255 248,250,250 246,253,250 240,252,246 234,249,245 231,250,247 232,254,252 234,255,252 233,254,246 243,255,249 242,255,247 239,248,245 239,244,247 242,246,251 244,252,251 243,255,246 241,255,242 240,239,248 238,239,243 241,242,240 246,249,240 255,255,245 255,255,244 255,255,241 252,252,238 253,252,242 251,251,245
251,255,246 252,255,250 255,255,254 255,254,255 251,244,251 243,236,243 242,238,244 246,245,247 251,255,252 245,255,248 241,255,244 244,255,249 245,255,253 244,251,254 244,246,255 247,247,255 251,252,255 253,252,254 255,254,253 255,255,251 255,255,247 255,255,243 255,255,239 255,255,238 255,255,238 255,255,235 246,250,231 235,242,229 230,241,231 233,247,243 236,252,251 237,255,255 255,255,254 255,255,254 255,254,253 255,253,252 252,252,252 252,252,252 254,254,254 255,255,255 253,253,253 253,253,253 255,255,255 255,255,255 249,249,249 239,239,239 242,242,242 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 250,250,250 249,249,249 251,251,251 252,252,252 254,254,254 252,252,252 253,253,253 253,253,253 254,254,254 254,254,254 254,254,254 253,253,253 253,253,253 252,252,252 255,255,255 255,255,255 255,255,255 250,250,250 248,248,248 251,251,251 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 249,249,249 255,255,255 253,253,253 251,251,251 251,251,251 253,253,253 254,254,254 254,254,254 253,253,253 247,247,247 254,254,254 255,255,255 255,255,255 254,254,254 250,250,250 251,251,251 254,254,254 246,246,246 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 232,232,232 236,236,236 245,245,245 254,254,254 255,255,255 253,253,253 251,251,251 251,251,251 249,255,233 253,255,235 252,255,234 248,254,229 241,246,225 242,242,228 250,247,242 255,252,255 255,248,255 255,246,255 255,246,255 253,247,255 251,249,255 248,251,255 248,253,252 246,253,248 246,252,255 246,252,255 241,251,255 226,238,248 220,234,246 230,245,254 238,254,255 240,255,255 243,255,255 246,255,255 246,255,255 246,255,255 246,253,255 243,252,255 240,250,255 236,248,255 251,255,238 251,255,238 253,255,237 254,255,234 254,255,232 251,255,229 246,247,227 241,240,226 248,242,235 249,241,241
255,255,242 255,255,246 255,255,251 255,254,255 249,245,251 239,236,245 238,237,246 241,245,250 248,255,255 242,253,251 239,253,249 242,255,253 243,255,255 242,250,255 241,247,255 243,246,255 247,245,255 250,247,255 253,249,255 255,252,254 255,254,249 255,255,245 255,255,239 255,255,236 255,255,239 255,255,239 244,251,236 229,240,230 224,238,236 228,247,250 232,253,255 231,253,255 254,254,254 254,254,254 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 251,251,251 241,241,241 239,239,239 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 255,255,255 255,255,255 249,249,249 242,242,242 241,241,241 245,245,245 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 250,250,250 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 245,245,245 242,242,242 243,243,243 248,248,248 254,254,254 255,255,255 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 246,246,246 241,241,241 242,242,242 249,249,249 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,247 253,255,245 249,253,241 248,250,238 247,248,239 252,249,245 255,251,253 255,251,255 255,249,255 255,248,255 255,250,255 253,252,255 250,255,254 246,255,245 245,255,238 242,255,234 240,241,251 250,250,255 248,249,255 235,235,251 228,229,243 237,238,248 246,249,254 252,254,255 243,244,242 246,247,243 250,252,246 248,252,246 242,247,246 240,242,252 241,240,255 242,241,255 242,255,222 244,255,223 249,255,226 250,255,227 251,255,227 251,255,231 253,253,235 255,249,242 250,239,242 251,237,248
255,255,238 255,255,241 255,255,248 255,255,254 253,251,255 246,245,255 244,246,255 247,252,255 248,254,255 242,252,252 239,250,248 243,253,253 246,255,255 244,252,255 241,247,255 242,248,255 249,242,255 249,243,255 252,246,255 255,249,255 255,251,255 255,252,249 255,254,244 255,254,243 255,255,243 252,255,245 241,248,241 226,237,235 223,235,241 229,243,255 233,249,255 232,248,255 251,253,254 251,253,254 251,253,254 252,254,255 255,255,255 255,255,255 255,255,255 253,253,253 255,255,255 252,252,252 252,252,252 255,255,255 250,250,250 238,238,238 231,233,234 234,236,237 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 253,253,253 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 247,247,247 246,246,246 250,250,250 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 247,247,247 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 252,252,252 248,248,248 244,244,244 242,242,242 255,255,255 252,252,252 253,253,253 255,255,255 253,253,253 245,245,245 247,247,247 255,255,255 255,252,255 252,249,255 249,244,253 247,241,252 250,244,255 255,246,255 255,248,255 255,248,255 255,249,255 254,252,255 251,255,255 250,255,249 247,255,243 244,255,236 240,255,230 238,255,228 238,239,235 249,249,249 255,253,255 255,250,255 254,246,247 255,247,243 255,253,244 255,255,247 255,254,243 255,255,239 255,255,236 255,255,232 255,255,236 254,254,248 255,251,255 255,246,255 236,255,236 239,255,237 242,255,238 247,255,240 249,255,241 253,255,247 255,255,252 255,252,255 255,243,255 255,239,255
255,255,239 255,255,240 255,255,247 255,255,255 253,253,255 248,250,255 248,250,255 250,252,255 250,254,255 245,250,249 243,248,246 247,252,250 251,255,254 250,254,255 247,252,255 246,250,255 255,245,255 255,245,255 255,247,255 255,250,255 255,252,255 253,252,254 252,253,251 250,254,249 247,251,246 248,253,251 243,248,247 232,235,239 232,235,240 243,244,254 248,248,255 245,245,255 248,252,255 248,251,255 248,251,255 250,253,255 253,255,255 254,254,254 249,249,249 245,245,245 252,250,249 251,249,248 252,252,252 255,255,255 249,249,249 235,237,238 233,235,236 239,241,242 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 250,250,250 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 251,251,251 254,254,254 255,255,255 255,255,255 252,252,252 248,248,248 245,245,245 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 250,250,250 255,255,255 255,255,255 255,255,255 244,244,244 239,239,239 243,243,243 250,250,250 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 250,250,250 248,248,248 247,247,247 255,255,255 252,252,252 252,252,252 254,254,254 248,248,248 239,239,239 241,241,241 252,252,252 254,250,255 254,247,255 252,243,255 249,238,255 249,237,255 250,239,255 251,242,255 253,247,255 251,251,251 250,255,246 248,255,243 246,255,242 244,255,242 238,255,242 234,254,242 232,251,242 239,247,254 242,243,255 244,242,255 252,243,255 254,243,255 252,241,249 253,243,249 255,245,255 255,248,255 253,249,254 250,253,244 249,255,240 251,255,245 247,252,255 238,233,255 231,218,255 231,242,255 227,237,255 223,233,255 228,236,255 238,244,255 245,248,255 247,244,255 246,237,255 255,243,255 255,242,255
255,255,244 255,255,244 255,252,247 255,255,255 250,254,255 246,251,255 246,248,255 248,251,255 255,254,255 252,249,245 251,248,240 255,254,244 255,255,249 255,255,251 251,255,250 248,253,251 255,251,253 255,253,254 255,253,255 255,254,255 251,254,255 245,254,255 243,255,255 241,254,255 240,253,255 246,255,255 248,253,255 241,243,244 247,242,243 255,251,253 255,253,254 255,250,251 247,253,255 246,252,255 247,251,255 250,253,255 252,254,255 249,251,252 244,244,244 240,238,237 243,241,240 247,245,244 255,254,253 255,255,255 251,251,251 238,240,241 240,242,243 251,253,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 250,250,250 248,248,248 248,248,248 250,250,250 254,254,254 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 252,252,252 251,251,251 251,251,251 240,240,240 245,245,245 251,251,251 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 245,245,245 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 253,253,253 254,254,254 244,244,244 255,255,255 255,255,255 224,224,224 184,184,184 179,179,179 215,215,215 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 252,252,252 255,255,255 252,252,252 244,244,244 247,247,247 255,255,255 255,255,249 255,255,255 255,251,255 253,244,255 248,236,255 246,234,255 249,241,255 251,250,252 249,253,242 246,255,236 246,255,236 243,255,244 240,252,254 236,241,255 232,233,255 228,228,255 203,210,255 188,191,255 181,176,255 188,177,255 195,179,255 193,179,255 194,179,255 196,181,255 187,173,255 181,173,255 178,181,255 184,195,252 188,201,253 177,183,255 153,145,252 132,112,248 135,125,249 132,123,239 138,132,233 164,159,244 203,199,255 232,229,255 245,241,255 246,241,255 250,243,255 255,245,255
253,247,236 240,237,229 233,234,232 239,243,244 246,252,255 248,254,255 249,253,255 254,253,255 255,255,252 249,242,233 252,243,230 255,255,242 255,255,243 252,254,242 249,255,247 247,255,250 249,255,241 230,240,227 232,248,237 237,255,254 223,251,252 221,253,255 220,255,255 212,250,255 215,250,255 225,255,255 232,255,255 237,249,253 241,246,245 255,251,246 255,255,248 255,255,247 242,251,255 246,253,255 234,240,247 245,249,254 251,254,255 245,247,248 250,250,250 255,253,252 243,241,240 255,255,254 251,249,248 245,245,245 248,248,248 243,245,246 247,250,254 242,245,249 255,255,255 243,243,243 255,255,255 246,246,246 252,252,252 254,254,254 255,255,255 249,249,249 255,255,255 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 254,254,254 251,251,251 248,248,248 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 248,248,248 239,239,239 254,254,254 252,252,252 250,250,250 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 250,250,250 255,255,255 255,255,255 253,253,253 252,252,252 252,252,252 252,252,252 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 244,244,244 255,255,255 127,127,127 0,0,0 4,4,4 5,5,5 19,19,19 68,68,68 205,205,205 255,255,255 248,248,248 236,236,236 255,255,255 246,246,246 250,250,250 255,255,255 252,252,252 254,254,254 240,240,240 241,241,241 255,255,255 231,231,231 248,255,224 252,255,235 250,250,244 249,243,254 255,248,255 235,226,247 255,251,255 232,234,228 245,253,230 242,255,225 248,255,238 246,255,255 222,224,255 227,216,255 109,89,196 59,35,161 12,19,190 42,42,220 29,21,206 25,12,194 45,29,201 46,29,197 33,15,192 33,15,212 24,6,221 22,10,222 31,33,218 21,33,189 13,27,170 27,30,192 29,16,216 22,0,225 41,14,207 43,18,198 55,35,194 59,45,176 145,138,235 229,227,255 222,221,255 243,247,255 249,253,255 252,255,251
255,255,251 250,249,245 243,245,245 244,251,254 246,255,255 246,255,255 249,253,254 255,254,253 255,255,246 255,253,241 255,255,242 255,255,240 247,247,231 240,248,237 240,255,248 235,255,248 211,255,242 196,246,234 199,255,248 200,255,255 182,251,255 168,241,255 162,236,255 146,221,253 161,234,255 169,234,255 185,242,255 206,253,255 220,255,255 226,252,255 232,252,253 239,255,253 236,245,255 244,253,255 237,244,253 242,248,255 250,254,255 246,248,249 253,253,253 255,254,253 250,247,243 255,255,252 250,248,247 254,252,251 255,255,255 250,252,253 251,254,255 251,254,255 255,255,255 241,241,241 255,255,255 244,244,244 249,249,249 250,250,250 253,253,253 248,248,248 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 254,254,254 251,251,251 239,239,239 248,248,248 255,255,255 255,255,255 254,254,254 254,254,254 252,252,252 250,250,250 255,255,255 253,253,253 251,251,251 251,251,251 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 254,254,254 252,252,252 249,249,249 246,246,246 245,245,245 245,245,245 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 251,251,251 247,247,247 254,254,254 244,244,244 72,72,72 2,2,2 2,2,2 2,2,2 0,0,0 50,50,50 230,230,230 249,249,249 255,255,255 211,211,211 232,232,232 242,242,242 250,250,250 255,255,255 255,255,255 255,255,255 243,243,243 234,234,234 254,254,254 255,255,223 242,252,216 255,255,244 255,253,255 220,212,229 255,249,255 249,245,250 254,255,242 248,255,227 239,254,216 240,255,228 248,254,255 235,228,255 236,215,255 114,80,228 55,12,185 0,2,206 15,19,231 13,9,228 14,4,218 19,9,210 18,9,206 24,13,229 25,10,255 8,0,255 0,0,252 1,6,253 0,17,219 0,19,200 13,24,216 26,16,246 31,8,255 45,16,226 35,8,205 34,15,184 44,33,167 140,136,232 227,231,255 222,231,255 237,250,252 245,255,246 249,255,237
