50 170
248,245,255 248,254,249 254,255,235 255,255,244 255,241,255 255,234,255 255,242,255 255,255,250 252,253,251 248,244,255 248,238,255 248,245,255 251,255,241 255,255,228 255,255,236 255,252,250 255,246,255 255,250,254 255,254,247 255,255,237 255,255,230 255,255,225 255,255,227 255,255,235 255,255,245 255,251,252 255,247,255 255,250,255 253,253,255 245,255,254 233,254,245 226,252,238 251,243,250 255,247,254 255,252,255 255,252,255 255,252,255 255,250,255 255,251,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 248,251,255 245,250,255 246,250,255 250,255,254 252,255,251 249,253,247 252,254,248 255,255,254 255,252,254 255,252,255 255,251,255 255,246,255 252,244,251 255,249,252 255,254,253 255,255,252 255,253,255 255,253,255 255,249,254 247,242,244 251,246,247 255,255,254 255,255,251 255,249,242 255,252,243 255,254,241 255,255,243 255,255,241 255,255,239 255,255,236 255,255,233 255,255,234 237,255,238 243,255,236 250,254,229 255,255,235 255,255,247 255,244,251 255,237,253 255,247,255 255,254,246 251,255,231 229,255,199 240,255,206 244,255,217 243,250,235 254,240,255 255,236,255 255,255,231 255,255,233 255,255,238 255,255,244 255,250,250 255,248,255 255,244,255 255,242,255 254,240,255 255,246,255 255,247,255 255,248,255 255,244,253 255,246,249 255,250,247 255,251,245 255,252,243 255,251,245 255,249,247 255,249,249 255,249,249 255,251,244 255,255,241 255,255,238 249,254,233 252,255,239 253,254,244 253,250,245 254,251,247 255,255,247 255,255,245 255,255,239 234,255,230 237,255,234 243,255,241 249,255,248 250,254,255 249,250,255 247,247,255 239,244,255 234,245,255 232,250,255 231,253,255 229,254,255 229,255,249 231,255,242 233,255,238 236,255,234 215,254,255 222,250,255 235,246,255 244,242,255 247,241,255 243,244,255 236,246,255 230,249,255 234,253,255 240,252,255 249,251,252 254,251,247 252,253,244 241,255,240 229,255,239 220,255,237 255,255,227 255,255,230 255,255,237 255,255,242 255,250,243 255,245,241 255,248,244 255,255,247 255,255,244 255,255,237
246,243,255 248,253,251 253,255,236 255,255,241 255,246,255 255,240,255 255,248,251 255,255,241 254,255,242 250,247,255 248,241,255 251,245,255 253,255,247 255,255,236 255,249,242 255,239,255 255,243,255 255,246,255 255,252,252 255,254,247 255,255,242 255,255,241 255,255,242 255,254,250 255,250,254 255,246,255 255,246,255 255,247,255 251,248,255 241,249,249 232,249,240 225,248,234 245,248,246 249,252,250 253,255,254 253,255,254 252,255,253 251,254,252 252,255,253 253,255,254 253,255,254 253,255,254 253,255,254 253,255,254 253,255,254 253,255,254 253,255,254 253,255,254 255,254,255 254,252,252 254,253,249 255,255,251 255,255,249 252,255,246 253,254,250 253,255,255 248,250,255 250,251,255 245,246,255 236,239,255 231,236,255 236,242,255 240,249,255 242,251,255 245,255,249 247,255,251 242,252,246 237,244,239 241,248,245 250,255,254 251,255,255 243,248,247 232,234,235 236,235,239 242,241,245 249,247,253 255,251,255 255,252,255 255,251,255 255,250,255 242,251,255 243,249,248 242,241,237 248,242,237 255,248,250 253,238,252 239,224,251 234,228,255 226,233,255 234,255,255 230,255,254 215,246,231 239,255,249 237,243,248 255,247,255 253,235,255 252,252,252 252,252,252 250,252,252 251,253,254 250,254,255 251,255,255 250,255,254 249,254,252 245,252,245 250,255,245 249,255,240 243,251,228 241,248,221 248,255,222 255,255,226 255,255,228 255,255,248 255,254,248 255,251,249 255,249,251 255,248,248 253,249,244 251,251,239 249,252,236 255,255,244 255,255,247 255,255,249 252,251,247 251,249,248 255,253,248 255,255,245 253,253,239 244,248,237 248,249,240 253,249,244 255,248,248 255,247,251 255,245,253 255,243,255 252,242,255 253,246,255 253,251,255 251,252,255 248,251,255 249,250,254 255,255,255 255,255,254 255,255,252 243,255,247 249,255,248 255,255,247 255,253,248 255,251,248 255,252,249 254,255,253 251,255,252 250,255,251 255,255,250 255,255,246 255,254,244 255,255,241 255,255,239 254,255,238 248,255,237 255,254,243 255,252,245 255,252,252 255,250,255 254,242,254 249,236,250 252,239,253 255,248,255 255,252,255 255,253,254
245,241,255 248,252,253 254,255,239 255,255,239 255,252,249 255,249,252 255,255,239 255,255,226 255,255,230 251,252,250 252,243,255 253,246,255 255,254,254 255,252,247 254,238,255 250,223,255 240,243,251 241,247,252 245,252,255 244,254,254 244,255,253 246,254,253 249,254,255 253,253,255 255,247,255 255,247,255 255,248,255 255,246,255 248,246,246 238,245,238 232,245,231 229,245,227 241,252,244 244,255,247 247,255,250 248,255,251 247,255,250 246,255,249 247,255,250 247,255,250 248,255,251 248,255,251 248,255,251 248,255,251 248,255,251 248,255,251 248,255,251 248,255,251 255,255,246 255,252,243 255,253,242 255,255,244 255,255,244 255,255,244 254,254,248 253,255,255 248,251,255 247,250,255 239,244,255 229,236,255 225,235,255 227,241,255 231,248,255 233,250,255 240,255,248 242,255,250 237,253,246 231,246,242 236,249,247 244,255,255 244,255,255 239,247,254 221,228,237 223,229,242 231,234,249 239,241,255 246,247,255 248,249,255 247,245,255 242,239,255 254,241,255 252,239,255 243,232,240 249,238,241 255,251,254 252,249,255 232,237,255 224,235,255 209,226,255 158,178,236 140,160,218 218,235,255 219,228,255 246,247,255 255,251,255 255,251,253 244,245,255 240,244,255 239,245,255 241,249,255 243,255,255 243,255,254 241,255,246 238,255,239 237,255,234 240,255,234 240,255,231 234,255,224 234,255,222 241,255,228 248,255,235 250,255,235 255,251,252 255,251,253 254,250,255 255,251,255 254,252,255 252,253,255 251,255,255 250,255,254 244,251,248 244,252,251 242,249,252 239,243,248 240,244,249 245,250,253 247,252,253 246,253,250 255,249,255 255,250,255 255,251,255 255,252,255 255,253,255 255,253,254 255,254,252 255,253,251 255,250,247 255,254,254 255,252,255 250,238,244 250,233,244 255,239,254 255,239,255 255,232,253 255,255,227 255,255,230 255,255,231 255,255,233 253,255,232 252,255,236 255,255,243 255,255,247 255,255,247 255,255,248 255,255,248 255,254,249 255,253,249 255,252,246 255,251,246 255,251,246 233,253,255 235,253,255 239,253,255 241,251,255 236,242,255 232,236,255 236,240,255 244,248,255 228,235,254 226,235,249
243,238,255 248,251,255 252,255,241 255,255,239 255,255,246 255,255,247 255,255,233 255,255,217 255,255,222 255,255,240 254,246,255 255,246,255 255,254,255 255,251,255 254,237,255 250,222,255 227,251,243 230,254,246 234,255,252 236,255,255 236,255,255 238,255,255 243,255,255 246,255,255 246,249,253 253,253,253 255,254,253 255,253,245 250,250,238 243,246,230 241,248,227 240,249,228 245,250,251 246,251,252 248,253,254 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 249,254,255 255,252,242 255,250,237 255,252,237 255,255,241 255,255,242 255,254,239 255,253,242 255,255,247 255,255,252 255,254,255 253,252,255 246,246,252 245,245,251 247,250,255 250,253,255 249,254,255 250,255,255 250,255,255 247,252,255 243,248,251 245,250,253 250,255,255 250,255,255 247,251,252 240,244,245 242,246,247 244,248,249 247,251,252 251,255,255 251,255,255 242,246,247 231,235,236 255,239,255 255,242,255 255,239,243 255,245,238 255,255,244 255,255,245 240,255,251 230,252,255 211,232,255 112,129,208 83,92,189 134,137,228 234,232,255 229,226,251 255,255,244 255,255,223 246,247,255 244,245,255 239,245,255 240,249,255 242,254,255 241,255,249 236,254,241 231,250,235 234,253,238 240,255,246 244,255,254 243,254,255 241,248,255 245,247,255 245,245,255 243,242,255 245,247,255 246,248,255 245,249,255 246,249,255 245,251,255 244,252,255 244,252,255 243,253,255 240,249,255 242,251,255 239,250,255 236,247,255 236,247,255 240,252,255 243,253,255 241,251,255 235,243,255 236,244,255 239,247,254 244,249,250 245,252,245 247,254,239 246,255,235 245,255,232 251,255,239 253,255,242 255,255,248 245,241,240 245,234,242 255,241,255 255,241,255 255,232,255 255,252,224 255,255,228 247,255,231 235,255,232 227,255,232 228,254,238 239,255,245 248,255,254 245,252,255 242,252,255 237,252,255 237,250,255 241,248,255 253,244,255 255,240,255 255,237,255 216,254,254 222,255,255 228,255,255 232,254,255 231,248,255 229,242,255 236,246,255 241,252,255 232,246,255 228,246,253
243,238,255 249,251,255 252,255,246 253,255,241 255,253,248 255,255,249 255,255,235 255,255,217 255,255,224 255,255,237 255,248,249 255,249,254 255,253,250 255,254,253 255,245,255 255,236,255 232,255,244 234,255,249 237,255,255 237,255,255 239,255,255 240,255,255 242,254,255 246,255,255 246,253,248 251,255,247 255,255,248 255,255,246 253,251,243 250,247,242 251,247,246 253,248,249 255,246,255 255,246,255 255,246,255 255,247,255 255,248,255 255,248,255 255,248,255 255,247,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 255,248,255 254,252,244 252,250,242 254,253,243 255,255,246 255,255,244 255,255,241 255,254,240 255,255,243 255,255,244 255,255,245 255,255,245 255,255,242 255,255,242 255,255,242 255,255,241 255,255,237 255,250,255 255,252,255 255,250,255 255,248,253 255,249,252 255,254,255 255,255,252 255,254,249 255,255,248 255,255,247 255,255,244 255,255,240 255,255,241 255,255,239 249,252,230 236,240,215 255,243,247 255,252,254 255,251,246 255,252,238 255,255,233 249,255,225 232,255,224 226,255,246 203,230,255 202,220,255 90,100,201 85,89,194 146,150,228 225,236,255 224,242,219 249,255,217 254,251,255 253,251,255 252,251,253 253,254,252 254,255,250 253,255,246 248,252,241 244,247,238 246,247,245 250,250,255 252,248,255 250,242,255 248,235,255 249,233,255 247,228,255 243,222,255 254,253,255 254,253,255 254,253,255 254,253,255 252,251,255 248,248,254 246,245,254 245,244,254 249,250,255 251,252,255 251,253,255 246,250,255 244,248,253 244,248,253 242,245,253 237,240,248 234,255,255 236,255,255 237,255,255 239,255,252 241,255,247 243,255,241 243,255,238 244,255,237 237,255,228 247,255,239 248,255,241 239,244,235 242,240,240 255,247,255 255,249,255 255,244,255 255,249,234 255,253,238 244,255,240 226,255,241 216,255,242 220,255,245 232,255,251 242,254,255 240,251,255 234,251,255 226,252,255 224,251,255 230,247,255 245,242,255 255,236,255 255,233,255 219,255,252 222,255,251 229,255,255 237,255,255 240,249,252 241,244,248 246,247,251 253,255,255 251,255,255 250,255,255
245,243,255 250,252,255 251,255,250 248,249,245 251,247,252 255,253,255 255,255,246 254,253,227 255,255,230 255,254,239 255,250,246 255,252,245 255,255,239 255,255,239 255,255,249 255,253,255 251,252,255 250,253,255 251,251,255 250,249,255 248,246,255 247,246,255 248,249,255 250,253,255 248,253,251 249,255,249 252,255,250 253,253,253 255,248,255 255,242,255 255,240,255 255,239,255 255,248,255 255,247,255 255,245,255 255,246,255 255,248,255 255,248,255 255,247,255 255,246,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 255,247,255 249,255,253 247,254,251 249,254,252 251,255,254 251,255,254 251,254,252 249,253,248 253,255,249 253,254,245 255,255,248 255,255,248 255,255,245 255,255,244 255,255,245 255,255,242 255,249,236 255,250,252 255,250,252 255,250,251 255,249,249 255,250,250 255,251,248 255,253,248 255,254,246 255,252,244 255,255,247 255,255,245 253,253,239 253,255,241 255,255,244 253,255,240 243,246,230 234,241,238 248,253,251 252,255,253 248,253,244 249,255,237 243,255,224 232,255,219 229,255,233 226,255,255 212,238,255 178,199,255 92,112,207 78,105,186 115,151,197 208,255,255 204,255,239 255,250,241 255,252,243 255,255,245 255,255,247 255,255,245 255,255,245 255,255,243 255,254,244 255,255,248 255,255,252 255,250,252 254,243,251 251,241,253 255,243,255 255,245,255 254,242,255 255,251,245 255,253,245 255,255,244 255,255,244 255,255,244 255,255,247 255,253,250 255,251,252 255,251,252 255,254,252 255,255,249 255,255,246 255,255,246 255,255,248 255,255,251 255,252,252 242,251,254 242,252,252 242,253,251 244,253,250 243,254,246 245,254,244 246,254,243 248,254,243 254,255,245 255,255,249 255,255,252 255,250,250 255,247,250 255,248,255 255,248,255 255,247,255 255,251,245 255,253,245 255,255,245 242,255,246 235,255,245 238,255,245 246,255,244 250,253,244 252,253,249 246,255,252 238,255,255 236,255,255 241,255,255 253,249,255 255,244,255 255,239,255 227,255,255 230,255,255 238,253,255 249,254,255 255,251,254 255,247,251 255,247,250 255,250,253 255,248,251 255,247,249
248,249,255 251,254,255 248,252,253 243,242,251 246,240,255 255,246,255 255,246,255 251,240,242 255,245,238 255,248,244 255,254,247 255,255,242 255,255,231 249,255,227 248,255,232 248,255,238 255,247,255 255,246,255 255,244,255 255,242,255 255,240,255 255,243,255 255,247,255 254,255,253 249,255,246 246,255,241 245,255,243 249,251,251 252,246,255 255,240,255 255,234,255 255,230,255 255,255,252 255,253,250 255,251,248 255,251,248 255,254,251 255,255,252 255,253,250 255,252,249 255,253,250 255,253,250 255,253,250 255,253,250 255,253,250 255,253,250 255,253,250 255,253,250 245,255,253 243,254,252 244,253,255 244,254,255 243,254,255 237,249,255 234,246,255 234,248,255 234,251,255 235,252,255 235,252,255 233,250,255 235,251,255 237,253,255 236,249,255 230,243,255 252,251,255 252,251,255 252,251,255 250,251,255 250,251,255 249,250,254 247,250,254 249,252,255 242,247,250 248,253,255 245,253,253 237,245,245 236,246,246 244,254,254 246,255,255 240,250,250 209,238,229 228,251,247 236,251,253 241,249,249 251,255,247 254,255,237 247,255,223 242,255,224 243,255,243 211,231,242 200,224,255 190,218,255 70,108,180 59,110,173 132,193,243 167,236,255 245,244,234 251,249,239 255,254,246 255,255,250 255,252,249 255,249,249 255,249,251 255,253,253 255,253,250 255,255,250 255,254,243 251,252,236 249,255,232 252,255,234 251,255,232 249,255,229 246,239,252 248,244,250 252,248,247 253,250,245 255,251,246 255,248,249 254,243,253 255,239,255 254,241,255 255,244,254 251,244,247 246,243,239 244,243,239 248,247,249 251,247,255 248,245,255 250,248,255 249,247,255 247,246,255 246,244,255 245,242,255 245,241,255 247,240,255 249,239,255 250,235,255 250,234,255 253,237,255 255,243,255 254,244,255 247,240,255 245,241,255 247,245,255 255,245,255 255,244,255 250,246,252 246,250,251 246,253,250 247,251,246 246,244,236 243,238,229 254,252,241 252,254,242 246,255,244 243,255,245 245,255,246 246,253,246 252,249,245 255,246,243 214,254,255 214,246,255 224,243,251 244,247,255 255,253,255 255,252,254 255,251,251 255,251,251 255,249,252 255,247,251
251,255,250 253,255,254 248,252,253 239,239,251 242,236,255 252,242,255 254,240,255 248,233,254 250,233,246 255,244,248 255,255,251 255,255,244 249,255,233 239,255,226 234,255,228 234,255,232 255,250,244 255,248,246 255,246,248 255,242,250 254,241,249 252,245,248 251,253,247 250,255,244 245,255,236 238,255,228 235,255,226 239,255,233 247,255,245 255,248,255 255,241,255 255,235,255 253,255,245 251,255,243 249,255,241 249,255,241 251,255,243 253,255,245 251,255,243 249,255,241 251,255,243 251,255,243 251,255,243 251,255,243 251,255,243 251,255,243 251,255,243 251,255,243 244,253,250 240,251,249 239,250,254 241,251,255 236,249,255 229,243,255 223,240,255 222,241,255 230,252,255 228,253,255 225,251,255 222,248,255 224,249,255 227,251,255 226,248,255 221,242,255 249,247,255 249,247,255 249,247,255 250,249,255 247,249,255 245,248,255 244,250,255 244,253,255 240,249,255 243,255,255 243,255,255 230,245,247 227,243,242 234,252,251 238,255,254 234,253,250 218,243,229 235,252,243 242,247,246 250,241,244 255,248,249 255,246,239 255,237,217 255,235,204 250,237,205 255,253,232 233,239,238 217,235,255 173,203,252 63,101,173 60,107,193 147,198,255 218,239,241 226,244,251 235,249,255 238,247,255 234,238,255 231,231,255 235,231,255 239,235,255 230,226,255 233,232,255 233,238,255 231,240,255 230,246,255 230,251,255 222,249,253 216,244,244 196,226,255 197,228,255 197,230,255 194,230,255 192,224,255 187,213,255 183,203,255 180,198,255 179,197,255 176,196,254 164,190,236 149,182,221 142,177,217 141,176,226 141,174,237 140,169,243 161,179,216 160,176,218 156,175,220 153,172,223 151,170,227 151,168,231 153,166,234 155,164,237 162,169,242 158,168,238 166,180,246 177,198,255 176,208,255 164,206,253 161,211,253 168,223,255 195,232,255 197,227,255 205,225,255 217,228,255 226,233,255 223,231,255 212,224,252 199,217,240 220,240,255 221,241,255 223,244,255 222,245,255 215,246,255 202,245,255 190,245,255 183,244,255 166,241,255 164,233,243 178,230,236 206,240,240 236,251,247 253,255,247 255,255,244 255,253,244 255,250,243 251,248,244
248,255,234 249,255,243 247,252,251 244,247,255 245,245,255 250,245,255 253,243,255 253,239,255 249,233,251 255,247,255 255,254,254 247,248,244 246,255,254 232,255,251 219,253,247 210,251,243 238,253,245 230,244,240 234,243,246 234,238,249 233,237,255 234,241,255 224,239,248 224,249,245 228,255,247 225,255,237 226,255,230 226,255,220 230,252,217 252,255,232 255,255,240 255,251,234 237,252,244 243,255,250 244,255,251 244,255,251 242,255,249 242,255,249 243,255,250 244,255,251 239,254,246 243,255,250 242,255,249 232,247,239 221,236,228 221,236,228 231,246,238 240,255,247 245,253,246 248,255,254 235,241,246 243,249,255 232,239,255 213,219,238 231,239,255 235,244,255 244,255,255 243,255,254 246,255,252 250,255,251 250,255,251 247,249,249 250,249,253 254,252,255 255,248,255 255,248,255 255,248,255 253,246,255 250,246,255 250,246,255 251,250,255 251,254,255 251,254,255 243,248,249 247,253,252 246,255,252 235,245,239 228,240,234 231,244,236 229,242,234 241,251,251 247,250,254 255,250,255 255,247,255 255,241,255 255,233,251 255,225,238 255,223,226 255,227,219 255,243,226 255,249,236 232,240,247 222,241,255 153,176,255 61,87,205 74,101,241 185,228,255 193,235,255 194,229,255 200,231,255 202,225,255 181,198,255 172,183,255 174,181,255 167,172,255 144,149,252 139,147,254 138,151,255 112,128,234 104,125,230 105,128,230 83,108,210 26,87,215 37,100,215 31,96,194 31,100,180 42,108,186 37,97,181 31,83,183 43,90,198 34,81,189 39,90,187 34,94,178 42,107,182 38,105,184 44,110,205 9,71,185 24,83,209 57,104,178 46,95,169 54,103,181 44,97,177 37,91,174 39,94,179 43,95,185 46,97,189 45,96,188 35,90,181 31,94,182 21,97,180 5,98,177 2,112,184 6,129,197 0,130,197 0,102,206 29,121,226 22,83,187 68,102,202 92,112,207 99,124,210 95,134,209 91,143,210 122,176,239 110,159,221 124,162,226 141,181,246 126,184,250 89,177,241 51,172,234 23,167,225 51,176,207 52,167,194 75,172,192 134,209,218 185,238,241 216,253,251 224,251,247 229,252,248 226,252,252 221,252,255
255,255,231 255,255,241 253,255,251 250,255,255 246,255,252 250,255,255 253,253,255 255,247,255 255,249,255 255,252,255 253,247,252 243,246,255 222,231,255 214,233,255 191,222,255 172,212,255 161,207,241 138,180,222 133,167,220 139,165,231 141,161,238 138,159,240 150,173,253 174,204,255 178,217,255 192,236,255 212,255,255 223,255,255 231,255,241 238,250,222 255,254,220 255,255,228 239,248,255 238,247,255 237,246,255 240,249,255 244,253,255 244,253,255 242,251,255 237,246,255 228,237,246 236,245,254 239,248,255 233,242,251 224,233,242 224,233,242 236,245,254 244,253,255 253,255,248 253,255,251 245,247,248 255,252,255 253,248,255 230,223,236 250,242,252 255,254,254 255,253,238 255,255,228 255,255,225 255,255,225 255,255,225 255,255,225 255,255,229 255,255,233 255,255,228 255,255,229 255,255,233 255,255,237 255,255,239 255,255,242 255,255,246 255,254,251 255,253,254 250,243,250 251,243,254 250,243,255 241,232,252 239,231,254 246,237,255 244,235,255 214,227,255 213,224,255 215,224,255 222,227,255 232,227,255 237,223,255 234,214,255 228,208,255 234,221,255 227,226,255 206,220,248 178,205,239 159,192,255 111,145,252 57,89,238 62,91,255 83,135,211 86,136,212 51,100,176 64,105,184 60,97,179 61,92,177 69,95,185 67,88,187 63,83,190 69,88,203 85,103,228 51,71,206 41,62,207 63,86,238 48,73,229 41,67,227 36,85,223 45,98,219 85,143,239 68,129,203 79,137,203 100,151,224 112,154,243 130,166,255 126,163,255 118,161,248 125,176,246 125,182,244 95,156,224 82,140,229 113,167,255 120,169,255 128,167,255 140,184,255 129,177,255 132,186,255 129,189,255 145,207,255 113,174,254 102,164,242 112,176,254 101,170,250 94,176,255 79,178,255 45,165,254 18,159,250 3,161,255 0,160,255 0,157,255 23,156,255 36,118,227 62,100,208 72,87,190 65,87,182 45,89,173 27,89,167 28,93,168 47,98,178 54,87,173 44,75,168 38,94,189 32,136,229 6,165,253 0,171,255 11,170,255 19,166,246 36,163,232 66,166,224 90,166,214 111,168,207 135,180,217 157,201,238 171,215,255 164,214,255
