50 170
253,255,240 253,255,238 253,255,238 253,255,237 252,255,236 246,255,230 246,255,231 249,255,236 245,254,234 249,255,241 250,255,246 248,250,250 248,248,254 251,250,255 251,248,255 247,244,255 255,250,235 255,251,236 255,254,239 255,255,241 255,255,242 255,255,242 255,255,239 255,254,236 255,255,239 255,255,241 255,255,245 255,255,247 255,253,245 252,249,244 255,252,248 255,255,252 247,255,245 243,253,240 246,253,240 255,255,244 255,255,244 255,255,242 255,255,244 255,255,247 255,252,249 255,252,255 255,249,255 255,246,255 255,243,255 255,242,255 254,239,255 250,236,255 244,255,234 241,255,233 239,255,233 239,255,236 241,255,241 241,255,243 240,255,244 239,255,244 235,252,241 242,255,248 243,255,249 243,255,247 241,255,245 246,255,247 246,255,247 246,255,247 255,255,243 255,255,243 255,255,243 255,255,245 255,255,246 255,255,247 255,254,249 255,254,250 255,255,254 255,253,255 255,250,255 255,250,255 255,251,255 255,251,255 255,250,255 255,248,255 255,248,255 255,248,255 255,248,255 255,247,255 255,250,255 255,250,255 252,250,255 249,248,255 251,252,255 250,253,255 247,253,255 245,254,255 243,255,255 244,255,255 244,255,255 242,255,255 251,255,240 251,255,238 251,255,237 252,255,237 252,255,235 253,255,238 253,255,240 253,255,246 254,255,251 255,253,255 255,252,255 255,252,255 255,253,255 255,254,253 255,255,250 255,255,248 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 255,255,255 255,255,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 253,253,253 251,251,251 255,255,255 252,252,252 249,249,249 254,254,254 255,255,255 254,254,254 254,254,254 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 246,246,246 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 251,251,251 251,251,251 255,255,255 250,250,250 249,249,249 255,255,255 255,255,255 251,251,251 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255
254,248,255 251,245,255 251,247,255 255,254,255 255,255,251 252,255,244 251,255,238 253,255,238 249,255,234 252,255,239 254,255,246 254,255,251 253,252,255 250,246,255 243,237,254 238,231,252 255,254,255 255,254,254 255,254,254 255,249,249 253,246,243 248,243,240 249,245,240 250,245,242 240,235,232 243,239,238 253,248,249 255,254,255 255,253,255 255,251,255 254,246,255 254,246,255 246,250,255 248,251,255 250,252,255 253,252,255 255,253,255 254,247,250 252,244,244 255,247,244 255,255,252 255,254,254 255,254,255 255,252,255 252,250,255 247,248,255 245,247,255 242,245,255 249,255,237 249,255,237 249,255,238 248,255,241 249,255,245 249,255,246 248,255,249 247,254,249 250,255,254 249,255,254 249,254,255 250,255,255 251,255,255 251,255,255 250,254,255 249,253,254 255,252,254 255,252,254 255,252,254 255,253,253 255,253,253 255,253,253 255,253,253 255,253,252 255,253,252 255,254,253 255,255,254 255,255,251 255,254,250 255,255,251 255,255,252 255,255,252 255,251,255 253,249,254 251,247,252 248,247,249 251,250,252 254,253,255 253,255,255 252,254,255 250,254,255 249,253,254 248,254,253 248,254,253 248,254,253 246,254,253 246,254,253 245,253,252 252,252,252 252,253,251 251,253,247 251,255,244 251,255,244 252,255,245 253,255,247 255,255,251 255,253,255 255,252,255 255,252,255 255,252,255 255,253,255 255,254,253 255,255,250 255,255,248 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 245,245,245 248,248,248 252,252,252 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 253,253,253 255,255,255 255,255,255 255,255,255 247,247,247 240,240,240 243,243,243 253,253,253 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 252,252,252 253,253,253 254,254,254 252,252,252 251,251,251 253,253,253 255,255,255 255,255,255 253,253,253 255,255,255 253,253,253 247,247,247 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254 254,254,254
250,232,255 246,229,255 246,232,255 252,242,255 255,250,255 255,253,255 254,255,246 255,255,242 255,255,241 255,255,240 253,255,238 253,255,241 254,255,245 255,255,251 255,255,255 255,254,255 251,242,255 253,244,255 254,246,255 253,245,255 253,245,255 255,249,255 255,253,255 255,253,255 255,253,255 252,248,254 249,245,251 251,246,255 253,247,255 252,245,255 254,247,255 255,250,255 237,233,255 238,232,255 241,236,255 248,243,255 251,246,255 250,245,255 249,246,255 250,249,253 253,254,252 252,255,251 250,255,248 247,255,248 242,255,244 239,255,243 238,255,243 238,255,245 254,249,246 255,251,250 255,252,251 255,252,252 255,251,252 255,249,252 255,249,255 255,249,255 255,251,255 251,242,252 248,238,250 255,247,255 255,250,255 255,249,255 253,243,255 253,243,255 253,249,255 253,249,255 253,249,255 253,249,255 253,250,255 253,251,255 253,252,255 253,252,254 252,253,251 255,255,252 255,255,251 255,255,249 252,255,245 251,255,243 254,255,246 255,255,247 251,255,247 247,255,243 244,253,240 243,252,239 245,253,242 250,255,245 252,255,248 253,255,249 252,255,250 252,255,250 255,255,252 255,255,252 255,255,252 255,255,254 255,255,254 255,255,254 255,246,255 254,246,255 252,245,255 251,246,255 252,248,254 254,250,255 255,252,255 255,253,255 255,251,255 255,250,255 255,251,255 255,252,255 255,253,255 255,254,253 255,255,248 255,255,247 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 250,250,250 249,249,249 251,251,251 255,255,255 255,255,255 246,246,246 250,250,250 254,254,254 253,253,253 245,245,245 237,237,237 241,241,241 249,249,249 254,254,254 253,253,253 252,252,252 253,253,253 255,255,255 255,255,255 255,255,255 254,254,254 255,255,255 254,254,254 252,252,252 251,251,251 253,253,253 254,254,254 255,255,255 254,254,254 250,250,250 255,255,255 254,254,254 251,251,251 252,252,252 245,245,245 237,237,237 240,240,240 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254
251,239,255 245,233,253 244,232,252 251,239,255 255,247,255 255,248,255 255,246,255 255,248,253 254,248,249 255,252,247 255,255,247 255,255,242 255,255,238 249,252,226 243,248,217 242,247,215 252,251,255 253,252,255 253,252,255 253,253,255 253,254,255 250,252,253 249,249,249 247,247,247 233,234,232 232,233,231 237,238,236 248,248,248 255,255,255 255,254,255 255,254,255 255,253,255 255,249,255 255,249,255 255,250,255 255,250,255 255,252,255 253,251,255 252,251,253 250,252,252 246,251,249 245,252,247 245,255,248 244,255,247 240,255,244 237,254,241 239,255,244 243,255,247 255,235,255 255,239,255 255,241,255 255,241,255 255,241,255 255,241,255 255,243,255 255,245,255 255,244,255 248,228,240 242,225,236 255,241,252 255,250,255 255,248,255 254,243,253 255,244,254 252,252,255 252,252,255 252,253,255 252,253,255 252,253,255 252,253,255 252,254,255 252,254,255 251,253,253 252,254,254 253,255,255 253,255,254 250,253,251 248,251,249 248,251,249 248,251,249 246,255,245 243,255,242 243,255,240 245,255,242 249,255,246 249,255,245 249,255,246 253,255,249 252,255,246 255,255,249 255,255,252 255,255,252 255,255,254 255,254,254 255,254,254 255,254,254 255,244,255 255,244,255 252,242,255 250,241,255 251,244,255 253,246,255 255,249,255 255,251,255 255,250,255 255,250,255 255,251,255 255,252,255 255,253,255 255,254,253 255,255,250 255,255,248 254,254,254 254,254,254 255,255,255 254,254,254 254,254,254 254,254,254 254,254,254 255,255,255 244,244,244 250,250,250 255,255,255 255,255,255 255,255,255 249,249,249 242,242,242 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 253,253,253 249,249,249 245,245,245 243,243,243 255,255,255 255,255,255 253,253,253 253,253,253 252,252,252 252,252,252 251,251,251 251,251,251 254,254,254 253,253,253 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 248,248,248 255,255,255 254,254,254 250,250,250 251,251,251 243,243,243 235,235,235 239,239,239 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
254,255,234 248,248,230 246,244,234 253,246,249 255,249,255 255,243,255 255,238,255 253,235,255 255,238,255 255,240,255 253,241,255 249,242,247 250,248,238 255,255,234 255,255,233 255,255,228 237,243,250 236,242,249 237,243,248 241,248,251 248,254,253 250,255,254 248,255,249 245,253,243 251,255,248 249,255,244 245,251,240 248,254,243 253,255,246 251,255,244 250,254,243 250,253,244 255,255,234 255,255,234 255,255,236 255,255,236 255,255,240 255,255,243 255,255,248 255,255,249 252,254,248 249,253,248 250,253,251 250,255,254 245,250,249 240,245,244 243,248,247 251,255,255 255,234,255 255,235,255 255,236,255 255,238,255 255,238,255 255,240,255 255,243,255 255,247,255 255,246,251 250,231,234 243,227,228 255,244,242 255,255,252 255,252,249 251,246,245 252,248,247 250,255,247 250,255,247 250,255,248 250,255,248 250,255,250 250,255,251 250,255,253 250,255,254 246,250,251 243,246,250 242,245,250 246,248,255 250,251,255 251,251,255 246,246,255 240,240,252 240,254,250 236,250,246 237,251,247 246,255,254 248,255,254 250,255,254 249,254,252 255,255,254 251,249,248 255,251,250 255,252,253 255,252,253 255,249,251 255,248,250 255,249,251 255,251,253 255,247,255 255,247,255 254,244,255 252,243,255 253,245,255 255,247,255 255,251,255 255,252,255 255,252,255 255,252,255 255,252,255 255,252,255 254,253,255 254,254,254 254,255,253 254,255,251 254,254,254 254,254,254 253,253,253 254,254,254 254,254,254 254,254,254 254,254,254 253,253,253 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 252,252,252 251,251,251 251,251,251 238,238,238 243,243,243 247,247,247 249,249,249 250,250,250 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 252,252,252 248,248,248 252,252,252 255,255,255 255,255,255 253,253,253 255,255,255 251,251,251 245,245,245 250,250,250 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255
255,255,234 254,255,233 253,253,239 255,253,252 255,250,255 255,244,255 255,237,255 255,234,255 255,232,255 255,233,255 248,228,255 242,225,255 249,236,255 255,249,255 255,251,255 245,239,244 243,247,255 242,247,255 237,243,255 236,242,255 238,245,255 244,250,255 246,253,255 248,254,255 247,254,255 246,251,252 247,252,251 250,255,254 249,251,251 240,242,242 233,235,235 232,232,232 255,255,220 255,255,223 255,255,227 255,255,228 255,255,234 255,255,242 255,255,247 255,255,251 255,255,254 254,254,254 254,253,255 255,252,255 251,245,250 244,237,242 247,240,245 255,249,255 255,248,255 254,245,255 252,242,255 253,243,255 255,246,254 255,250,254 255,253,251 255,253,250 255,254,248 255,245,237 250,242,235 255,250,245 255,255,252 252,253,251 245,247,247 243,247,248 251,255,247 251,255,247 251,255,248 251,255,248 251,255,249 251,255,251 251,255,252 251,255,254 242,247,246 237,240,244 234,237,242 239,241,249 249,251,255 251,252,255 250,250,255 243,243,255 232,240,253 228,236,249 234,240,251 247,251,255 248,253,255 250,253,255 251,250,255 255,253,255 255,252,255 255,254,255 255,254,255 255,254,254 255,250,250 255,249,247 255,252,250 255,254,252 255,254,249 255,253,248 254,251,246 253,250,246 254,251,247 255,253,249 255,255,251 255,255,252 255,255,251 255,255,251 255,254,253 254,255,253 254,254,254 254,253,255 254,253,255 254,253,255 255,255,255 253,253,253 252,252,252 253,253,253 254,254,254 255,255,255 254,254,254 252,252,252 255,255,255 252,252,252 248,248,248 247,247,247 248,248,248 250,250,250 251,251,251 251,251,251 249,249,249 255,255,255 255,255,255 255,255,255 249,249,249 247,247,247 252,252,252 255,255,255 244,244,244 247,247,247 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 255,255,255 252,252,252 253,253,253 254,254,254 255,255,255 255,255,255 250,250,250 243,243,243 238,238,238 252,252,252 254,254,254 248,248,248 245,245,245 254,254,254 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 254,254,254 254,254,254 253,253,253 253,253,253 253,253,253 255,255,255 255,255,255
255,255,255 252,251,253 252,251,253 255,254,255 255,254,255 252,251,255 251,248,255 253,249,255 237,231,250 251,242,255 255,244,255 255,242,255 255,240,255 237,220,255 170,151,206 99,80,137 48,45,114 57,53,119 69,65,130 81,79,139 98,95,151 118,114,166 138,135,184 154,151,196 168,164,205 185,180,219 215,208,245 240,234,255 249,242,255 241,234,255 231,221,255 225,215,251 255,249,242 255,253,249 255,255,252 255,252,253 252,251,255 249,251,255 245,247,255 238,242,253 248,252,255 246,248,255 248,250,255 252,252,255 249,246,248 243,238,237 249,242,239 255,254,251 244,255,245 240,255,238 235,250,229 237,249,227 247,255,232 254,255,235 255,255,236 255,255,236 255,255,238 255,255,241 253,254,245 250,252,252 247,251,255 244,248,255 241,246,255 238,245,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,255 253,255,254 253,255,254 253,255,254 249,253,248 243,247,242 236,240,235 237,241,236 243,247,241 250,254,248 252,255,250 252,255,250 243,243,255 236,236,252 238,238,254 248,249,255 251,251,255 248,249,255 248,248,254 255,254,255 255,255,255 255,255,254 255,255,251 255,255,248 254,252,242 253,251,240 255,255,244 255,255,245 255,255,232 255,255,234 255,255,234 255,255,236 255,255,238 254,255,241 255,255,242 255,255,244 255,255,244 255,255,246 254,255,247 254,255,250 254,255,253 254,253,255 254,252,255 254,251,255 255,255,255 253,253,253 251,251,251 252,252,252 254,254,254 255,255,255 254,254,254 251,251,251 255,255,255 255,255,255 255,255,255 255,255,255 255,255,255 249,249,249 231,231,231 216,216,216 251,251,251 252,252,252 250,250,250 245,245,245 244,244,244 246,246,246 245,245,245 240,240,240 235,235,235 241,241,241 248,248,248 252,252,252 253,253,253 253,253,253 254,254,254 255,255,255 253,253,253 253,253,253 253,253,253 254,254,254 254,254,254 251,251,251 246,246,246 242,242,242 250,250,250 248,248,248 236,236,236 234,234,234 247,247,247 252,252,252 251,251,251 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 252,252,252 251,251,251 250,250,250 250,250,250 253,253,253 253,253,253
246,241,255 245,242,255 246,247,255 249,255,254 248,255,242 243,255,227 244,255,221 248,255,222 250,255,227 250,255,234 245,255,239 235,240,241 243,241,255 228,220,255 151,138,192 63,48,110 64,50,155 74,60,165 81,67,169 75,62,160 63,49,143 58,44,132 64,51,135 74,61,141 75,62,138 71,57,129 68,52,123 71,53,122 78,60,129 93,74,143 116,97,166 136,118,185 159,156,201 173,171,217 188,188,234 198,202,250 213,219,255 226,234,255 229,240,255 227,239,255 226,240,255 227,238,255 232,243,255 241,250,255 239,246,255 236,239,243 245,248,246 255,255,252 239,255,234 229,255,224 221,248,214 223,247,212 233,255,220 244,255,227 245,255,228 245,255,229 241,250,229 246,255,240 250,255,250 243,251,251 239,246,255 240,247,255 241,248,255 238,245,255 255,253,255 255,253,255 255,253,255 255,253,255 255,254,255 255,255,255 255,255,254 255,255,252 255,255,251 255,255,247 246,247,237 239,241,229 240,243,228 246,249,234 253,255,240 255,255,244 255,254,255 250,249,253 248,247,249 255,254,255 255,255,255 248,249,247 247,248,244 251,255,249 249,254,245 250,255,245 249,255,243 243,250,235 237,244,229 237,245,228 242,250,233 248,255,239 253,255,229 253,255,230 253,255,233 254,255,237 254,255,239 255,255,242 253,255,242 253,255,242 254,255,241 254,255,241 254,255,243 254,255,246 254,255,251 254,253,255 254,251,255 254,250,255 255,255,255 252,252,252 251,251,251 252,252,252 254,254,254 255,255,255 253,253,253 251,251,251 218,218,218 191,191,191 154,154,154 128,128,128 121,121,121 125,125,125 130,130,130 132,132,132 129,129,129 125,125,125 130,130,130 160,160,160 210,210,210 251,251,251 255,255,255 248,248,248 238,238,238 244,244,244 252,252,252 255,255,255 255,255,255 254,254,254 254,254,254 254,254,254 253,253,253 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 255,255,255 253,253,253 253,253,253 248,248,248 233,233,233 230,230,230 246,246,246 254,254,254 254,254,254 255,255,255 255,255,255 255,255,255 254,254,254 253,253,253 251,251,251 250,250,250 248,248,248 248,248,248 251,251,251 251,251,251
239,237,255 185,185,221 223,227,251 244,254,255 241,255,245 244,255,235 232,255,214 244,255,220 238,255,214 235,255,214 240,255,226 240,255,236 244,255,251 236,245,254 218,224,243 117,121,146 66,52,158 59,45,150 81,68,170 156,143,241 217,206,255 206,194,255 185,172,255 205,192,255 172,158,236 158,143,217 144,127,200 125,109,180 97,79,150 71,52,121 69,50,119 82,63,132 48,59,127 48,61,129 52,68,135 47,62,131 40,56,125 54,73,140 80,99,166 91,109,172 119,137,196 144,160,213 181,196,242 214,224,255 224,233,255 227,231,255 230,234,255 240,242,255 237,255,255 236,254,253 232,251,248 230,247,243 231,248,239 235,251,240 242,255,244 248,255,247 248,255,247 244,254,242 243,252,242 248,255,252 248,255,255 242,250,250 240,249,253 246,255,255 246,243,235 255,255,249 255,255,249 255,252,244 255,253,245 255,255,249 255,255,250 241,237,232 255,252,247 254,249,246 252,247,244 252,247,244 254,249,246 255,253,250 255,255,254 255,255,254 255,255,240 246,246,228 246,246,230 255,255,243 255,255,245 252,255,242 246,253,240 249,255,246 248,255,247 248,255,251 246,255,252 238,252,246 231,246,242 230,245,241 236,253,250 241,255,255 253,255,249 235,239,233 247,250,248 249,251,252 243,244,248 249,250,254 253,255,255 253,255,251 245,252,239 255,255,244 250,255,237 240,245,230 251,254,245 253,253,253 248,246,252 255,251,255 255,255,255 248,248,248 246,246,246 255,255,255 249,249,249 172,172,172 153,153,153 126,126,126 129,129,129 128,128,128 128,128,128 128,128,128 129,129,129 130,130,130 131,131,131 131,131,131 124,124,124 130,130,130 124,124,124 139,139,139 197,197,197 250,250,250 255,255,255 240,240,240 255,255,255 255,255,255 255,255,255 245,245,245 234,234,234 234,234,234 246,246,246 255,255,255 243,243,243 252,252,252 255,255,255 255,255,255 248,248,248 244,244,244 250,250,250 255,255,255 255,255,255 253,253,253 251,251,251 251,251,251 252,252,252 254,254,254 254,254,254 253,253,253 255,255,255 252,252,252 245,245,245 240,240,240 243,243,243 251,251,251 254,254,254 251,251,251 255,255,255 255,255,255
209,209,255 88,88,134 58,59,103 74,76,117 105,108,146 146,151,184 160,167,194 191,199,222 235,245,255 241,251,255 224,236,248 232,244,254 232,245,253 235,248,255 218,232,238 239,253,255 195,192,255 122,118,189 75,72,141 59,58,122 66,64,124 137,134,190 220,216,255 243,240,255 234,231,255 230,226,255 229,223,255 234,229,255 244,236,255 242,233,255 225,216,255 208,199,239 169,193,239 135,158,206 117,140,190 109,131,183 77,98,153 46,66,124 47,65,126 62,77,140 68,80,144 61,70,134 56,60,125 57,57,121 67,64,126 91,83,146 125,117,178 155,144,206 178,173,235 196,191,252 220,217,255 238,237,255 241,243,255 237,241,255 230,234,255 224,232,249 231,240,250 245,254,255 248,255,254 246,253,246 247,254,241 255,255,245 255,255,244 251,254,238 255,255,237 253,255,231 249,251,229 250,251,231 248,248,232 248,246,235 255,255,245 255,255,251 255,249,250 255,253,255 255,251,255 243,233,245 226,215,231 233,221,239 249,237,255 255,246,255 255,255,235 255,255,235 254,254,230 252,253,233 244,247,232 233,236,227 227,232,230 229,236,239 241,247,255 234,242,255 228,239,255 228,239,255 232,242,255 232,244,255 228,240,255 224,236,255 239,234,255 236,230,255 247,240,255 249,239,255 248,238,255 248,240,255 239,233,255 238,237,253 250,253,255 253,255,249 249,255,241 250,255,241 255,255,247 255,255,251 250,249,251 251,249,255 247,247,247 255,255,255 242,242,242 193,193,193 143,143,143 130,130,130 136,136,136 130,130,130 127,127,127 127,127,127 126,126,126 126,126,126 125,125,125 124,124,124 124,124,124 124,124,124 129,129,129 135,135,135 127,127,127 138,138,138 192,192,192 246,246,246 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255 246,246,246 235,235,235 231,231,231 237,237,237 245,245,245 237,237,237 244,244,244 250,250,250 250,250,250 245,245,245 243,243,243 249,249,249 255,255,255 255,255,255 255,255,255 252,252,252 252,252,252 254,254,254 255,255,255 255,255,255 254,254,254 255,255,255 250,250,250 240,240,240 238,238,238 246,246,246 255,255,255 255,255,255 254,254,254 255,255,255 255,255,255
